"transab_cat2","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","1997","Part Time","West Germany","34","0.0143625681822343","0.00907083273462418","0.0196543036298444","3"
"Very high transfer dependency","1997","Part Time","East Germany","15","","","","3"
"Very high transfer dependency","1997","Not Working","West Germany","213","0.0605048685882926","0.0524719134459028","0.0685378237306823","3"
"Very high transfer dependency","1997","Not Working","East Germany","91","0.0698154946980018","0.0560524137615663","0.0835785756344372","3"
"Very low transfer dependency","1997","Full Time","West Germany","3742","0.975176512865036","0.970280920604138","0.980072105125933","0"
"Very low transfer dependency","1997","Full Time","East Germany","1507","0.878652022833317","0.863074923223554","0.894229122443079","0"
"Very low transfer dependency","1997","Part Time","East Germany","415","0.684467826287075","0.64687306042301","0.72206259215114","0"
"Very low transfer dependency","1997","Part Time","West Germany","1702","0.875725507781275","0.861053198372138","0.890397817190412","0"
"Very low transfer dependency","1997","Not Working","East Germany","937","0.744090639452753","0.720523264579165","0.76765801432634","0"
"Very low transfer dependency","1997","Not Working","West Germany","2829","0.86460611085676","0.853078439254906","0.876133782458614","0"
"High transfer dependency","1998","Full Time","East Germany","18","","","","2"
"High transfer dependency","1998","Full Time","West Germany","13","","","","2"
"High transfer dependency","1998","Part Time","East Germany","47","0.0809517020736798","0.0603748770554494","0.10152852709191","2"
"High transfer dependency","1998","Part Time","West Germany","72","0.0324161275439933","0.0249629203971504","0.0398693346908361","2"
"High transfer dependency","1998","Not Working","West Germany","107","0.022460298126753","0.0178545533962576","0.0270660428572484","2"
"High transfer dependency","1998","Not Working","East Germany","66","0.0319456942058725","0.0227764606377968","0.0411149277739483","2"
"Low transfer dependency","1998","Full Time","East Germany","150","0.0834840916189886","0.0705279142512424","0.0964402689867348","1"
"Low transfer dependency","1998","Full Time","West Germany","134","0.025161267475404","0.0204388173517128","0.0298837175990952","1"
"Low transfer dependency","1998","Part Time","East Germany","112","0.16210388049349","0.134301114795954","0.189906646191026","1"
"Low transfer dependency","1998","Part Time","West Germany","145","0.0666802833628915","0.0561816624679876","0.0771789042577953","1"
"Low transfer dependency","1998","Not Working","West Germany","294","0.051024186602966","0.044184432004325","0.0578639412016069","1"
"Low transfer dependency","1998","Not Working","East Germany","216","0.119169312151365","0.10227636416579","0.136062260136939","1"
"Very high transfer dependency","1998","Full Time","West Germany","1","","","","3"
"Very high transfer dependency","1998","Full Time","East Germany","2","","","","3"
"Very high transfer dependency","1998","Part Time","West Germany","24","","","","3"
"Very high transfer dependency","1998","Part Time","East Germany","23","","","","3"
"Very high transfer dependency","1998","Not Working","West Germany","242","0.0619033567965143","0.0544129432800187","0.0693937703130099","3"
"Very high transfer dependency","1998","Not Working","East Germany","102","0.0776729354446723","0.0637171480186888","0.0916287228706558","3"
"Very low transfer dependency","1998","Full Time","West Germany","4077","0.971827552558157","0.966838229482396","0.976816875633918","0"
"Very low transfer dependency","1998","Full Time","East Germany","1581","0.906217053832808","0.892562325335508","0.919871782330109","0"
"Very low transfer dependency","1998","Part Time","East Germany","493","0.712103475217858","0.677945983754083","0.746260966681632","0"
"Very low transfer dependency","1998","Part Time","West Germany","1928","0.892607867173886","0.879578152548966","0.905637581798806","0"
"Very low transfer dependency","1998","Not Working","East Germany","1029","0.771212058198091","0.749310224277121","0.79311389211906","0"
"Very low transfer dependency","1998","Not Working","West Germany","3333","0.864612158473767","0.853977454521376","0.875246862426157","0"
"High transfer dependency","1999","Full Time","West Germany","11","","","","2"
"High transfer dependency","1999","Full Time","East Germany","22","","","","2"
"High transfer dependency","1999","Part Time","West Germany","58","0.0243034718311649","0.0178833466931555","0.0307235969691743","2"
"High transfer dependency","1999","Part Time","East Germany","63","0.122283433200067","0.0980830233571193","0.146483843043015","2"
"High transfer dependency","1999","Not Working","West Germany","76","0.0170035217870192","0.0127554627743198","0.0212515807997187","2"
"High transfer dependency","1999","Not Working","East Germany","86","0.0479172322572065","0.0366275958133953","0.0592068687010176","2"
"Low transfer dependency","1999","Full Time","West Germany","138","0.023336850998982","0.0187274943693154","0.0279462076286486","1"
"Low transfer dependency","1999","Full Time","East Germany","150","0.0913222528760994","0.0776125380317386","0.10503196772046","1"
"Low transfer dependency","1999","Part Time","East Germany","111","0.162686108320739","0.135422637417842","0.189949579223635","1"
"Low transfer dependency","1999","Part Time","West Germany","152","0.0665838452830896","0.0561900526748169","0.0769776378913622","1"
"Low transfer dependency","1999","Not Working","West Germany","260","0.0500954031465005","0.0429276333015074","0.0572631729914935","1"
"Low transfer dependency","1999","Not Working","East Germany","167","0.0931438117057787","0.0777819816730575","0.1085056417385","1"
"Very high transfer dependency","1999","Full Time","West Germany","3","","","","3"
"Very high transfer dependency","1999","Full Time","East Germany","1","","","","3"
"Very high transfer dependency","1999","Part Time","West Germany","19","","","","3"
"Very high transfer dependency","1999","Part Time","East Germany","16","","","","3"
"Very high transfer dependency","1999","Not Working","West Germany","189","0.05006762160899","0.0429017347771445","0.0572335084408354","3"
"Very high transfer dependency","1999","Not Working","East Germany","93","0.0727638998887031","0.0590345525740839","0.0864932472033223","3"
"Very low transfer dependency","1999","Full Time","West Germany","3969","0.97454704782205","0.96973846312891","0.979355632515191","0"
"Very low transfer dependency","1999","Full Time","East Germany","1523","0.896265044633143","0.881753422588626","0.91077666667766","0"
"Very low transfer dependency","1999","Part Time","East Germany","514","0.691043560427576","0.656911453349399","0.725175667505753","0"
"Very low transfer dependency","1999","Part Time","West Germany","1981","0.900760446633147","0.888295253593929","0.913225639672364","0"
"Very low transfer dependency","1999","Not Working","East Germany","1029","0.786175056148312","0.764503726645069","0.807846385651554","0"
"Very low transfer dependency","1999","Not Working","West Germany","3033","0.88283345345749","0.872265611137556","0.893401295777425","0"
"High transfer dependency","2000","Full Time","West Germany","22","","","","2"
"High transfer dependency","2000","Full Time","East Germany","25","","","","2"
"High transfer dependency","2000","Part Time","East Germany","74","0.0755376728904628","0.0595233471402803","0.0915519986406453","2"
"High transfer dependency","2000","Part Time","West Germany","99","0.0251425040860106","0.0202859564030681","0.0299990517689531","2"
"High transfer dependency","2000","Not Working","West Germany","138","0.0165717966880455","0.0135348770355386","0.0196087163405524","2"
"High transfer dependency","2000","Not Working","East Germany","110","0.041441359376703","0.0331299136615667","0.0497528050918393","2"
"Low transfer dependency","2000","Full Time","West Germany","228","0.0265744209808785","0.0229361238371708","0.0302127181245862","1"
"Low transfer dependency","2000","Full Time","East Germany","215","0.0792733839361527","0.0687688979499148","0.0897778699223907","1"
"Low transfer dependency","2000","Part Time","East Germany","169","0.150949472434021","0.129254214560513","0.172644730307528","1"
"Low transfer dependency","2000","Part Time","West Germany","273","0.0641899629864172","0.0565870462067896","0.0717928797660448","1"
"Low transfer dependency","2000","Not Working","West Germany","427","0.0500744009887652","0.044886043989394","0.0552627579881365","1"
"Low transfer dependency","2000","Not Working","East Germany","242","0.0849510664796354","0.0733243572775541","0.0965777756817167","1"
"Very high transfer dependency","2000","Full Time","East Germany","5","","","","3"
"Very high transfer dependency","2000","Full Time","West Germany","2","","","","3"
"Very high transfer dependency","2000","Part Time","West Germany","58","0.0163310787228687","0.012399339219983","0.0202628182257543","3"
"Very high transfer dependency","2000","Part Time","East Germany","32","0.0372094900159034","0.0257391839082286","0.0486797961235782","3"
"Very high transfer dependency","2000","Not Working","West Germany","347","0.0480037787884053","0.0429182923636404","0.0530892652131703","3"
"Very high transfer dependency","2000","Not Working","East Germany","172","0.072441626136577","0.061631893469719","0.083251358803435","3"
"Very low transfer dependency","2000","Full Time","West Germany","7255","0.970688129181982","0.966872409068086","0.974503849295879","0"
"Very low transfer dependency","2000","Full Time","East Germany","2296","0.906624798610627","0.895311862584031","0.917937734637223","0"
"Very low transfer dependency","2000","Part Time","West Germany","3562","0.894336454204704","0.884800462125916","0.903872446283491","0"
"Very low transfer dependency","2000","Part Time","East Germany","771","0.736303364659613","0.709600187595854","0.763006541723372","0"
"Very low transfer dependency","2000","Not Working","East Germany","1685","0.801165948007085","0.784521980638358","0.817809915375811","0"
"Very low transfer dependency","2000","Not Working","West Germany","5876","0.885350023534784","0.87777085331866","0.892929193750908","0"
"High transfer dependency","2001","Full Time","West Germany","17","","","","2"
"High transfer dependency","2001","Full Time","East Germany","33","0.0110388453667348","0.00678721461027519","0.0152904761231943","2"
"High transfer dependency","2001","Part Time","West Germany","102","0.0303609186458229","0.0249077687202405","0.0358140685714053","2"
"High transfer dependency","2001","Part Time","East Germany","72","0.0865473533956469","0.0689972552851691","0.104097451506125","2"
"High transfer dependency","2001","Not Working","West Germany","122","0.0186084369914632","0.0151833342200656","0.0220335397628607","2"
"High transfer dependency","2001","Not Working","East Germany","97","0.0308203259794542","0.0234071620063408","0.0382334899525677","2"
"Low transfer dependency","2001","Full Time","West Germany","220","0.0273282454090259","0.023428989184685","0.0312275016333669","1"
"Low transfer dependency","2001","Full Time","East Germany","210","0.0794017120867786","0.0684001560934117","0.0904032680801455","1"
"Low transfer dependency","2001","Part Time","East Germany","166","0.15027901972796","0.127974289184998","0.172583750270921","1"
"Low transfer dependency","2001","Part Time","West Germany","266","0.0662317525800465","0.0583279223586278","0.0741355828014651","1"
"Low transfer dependency","2001","Not Working","West Germany","341","0.0447453085391353","0.0395053139055952","0.0499853031726754","1"
"Low transfer dependency","2001","Not Working","East Germany","262","0.0988329632053662","0.0860321841705205","0.111633742240212","1"
"Very high transfer dependency","2001","Full Time","East Germany","6","","","","3"
"Very high transfer dependency","2001","Full Time","West Germany","3","","","","3"
"Very high transfer dependency","2001","Part Time","West Germany","57","0.0187724015746771","0.0144589023558397","0.0230859007935145","3"
"Very high transfer dependency","2001","Part Time","East Germany","43","0.0533036323031466","0.0392821673377207","0.0673250972685726","3"
"Very high transfer dependency","2001","Not Working","West Germany","281","0.0481679837280156","0.0427410203963908","0.0535949470596405","3"
"Very high transfer dependency","2001","Not Working","East Germany","167","0.0792805071902858","0.0676919405457389","0.0908690738348326","3"
"Very low transfer dependency","2001","Full Time","West Germany","6476","0.970299114495166","0.96623907495054","0.974359154039792","0"
"Very low transfer dependency","2001","Full Time","East Germany","2071","0.907288818353043","0.895487162772154","0.919090473933932","0"
"Very low transfer dependency","2001","Part Time","West Germany","3378","0.884634927199454","0.874481699132103","0.894788155266805","0"
"Very low transfer dependency","2001","Part Time","East Germany","705","0.709869994573247","0.681543334801656","0.738196654344838","0"
"Very low transfer dependency","2001","Not Working","East Germany","1562","0.791066203624894","0.77362832674484","0.808504080504947","0"
"Very low transfer dependency","2001","Not Working","West Germany","5236","0.888478270741386","0.880500149131393","0.896456392351379","0"
"High transfer dependency","2002","Full Time","West Germany","16","","","","2"
"High transfer dependency","2002","Full Time","East Germany","23","","","","2"
"High transfer dependency","2002","Part Time","East Germany","66","0.0815100048984704","0.0646771513661641","0.0983428584307768","2"
"High transfer dependency","2002","Part Time","West Germany","115","0.0409588468692776","0.0349534082087044","0.0469642855298508","2"
"High transfer dependency","2002","Not Working","West Germany","138","0.0288961880931192","0.0247116079231762","0.0330807682630621","2"
"High transfer dependency","2002","Not Working","East Germany","101","0.0390651224769946","0.0307447066881076","0.0473855382658817","2"
"Low transfer dependency","2002","Full Time","West Germany","189","0.0293020009201581","0.0254190699807365","0.0331849318595797","1"
"Low transfer dependency","2002","Full Time","East Germany","171","0.0824246188375245","0.071178130336102","0.0936711073389471","1"
"Low transfer dependency","2002","Part Time","West Germany","260","0.0761738620467155","0.0681358183378951","0.084211905755536","1"
"Low transfer dependency","2002","Part Time","East Germany","173","0.172623786602429","0.149374110615127","0.195873462589731","1"
"Low transfer dependency","2002","Not Working","West Germany","327","0.0506011429930994","0.0451259012217418","0.0560763847644571","1"
"Low transfer dependency","2002","Not Working","East Germany","207","0.0791582280624522","0.0675639424638016","0.0907525136611029","1"
"Very high transfer dependency","2002","Full Time","East Germany","4","","","","3"
"Very high transfer dependency","2002","Full Time","West Germany","5","","","","3"
"Very high transfer dependency","2002","Part Time","West Germany","31","0.00852060842339991","0.00573558147099967","0.0113056353758002","3"
"Very high transfer dependency","2002","Part Time","East Germany","31","0.0369026383864196","0.025304751328","0.0485005254448393","3"
"Very high transfer dependency","2002","Not Working","West Germany","263","0.0489004747606251","0.0435132101746383","0.0542877393466119","3"
"Very high transfer dependency","2002","Not Working","East Germany","183","0.100121108517599","0.0872309483702342","0.113011268664965","3"
"Very low transfer dependency","2002","Full Time","West Germany","7037","0.966570129799647","0.962431534211253","0.970708725388042","0"
"Very low transfer dependency","2002","Full Time","East Germany","2099","0.905012086804031","0.893021816977464","0.917002356630599","0"
"Very low transfer dependency","2002","Part Time","West Germany","3778","0.874346682660607","0.864303275583111","0.884390089738103","0"
"Very low transfer dependency","2002","Part Time","East Germany","745","0.708963570112681","0.681018789342394","0.736908350882967","0"
"Very low transfer dependency","2002","Not Working","East Germany","1592","0.781655540942954","0.763914371283029","0.799396710602879","0"
"Very low transfer dependency","2002","Not Working","West Germany","5428","0.871602194153156","0.863245456969057","0.879958931337256","0"
"High transfer dependency","2003","Full Time","West Germany","21","","","","2"
"High transfer dependency","2003","Full Time","East Germany","26","","","","2"
"High transfer dependency","2003","Part Time","East Germany","77","0.0914971899081391","0.0738036381565634","0.109190741659715","2"
"High transfer dependency","2003","Part Time","West Germany","102","0.0319020238876801","0.0264989610872316","0.0373050866881287","2"
"High transfer dependency","2003","Not Working","West Germany","127","0.0208758332440951","0.0172717838623975","0.0244798826257928","2"
"High transfer dependency","2003","Not Working","East Germany","85","0.0346614763352138","0.0268565248002697","0.0424664278701579","2"
"Low transfer dependency","2003","Full Time","West Germany","206","0.0318005179517548","0.0275995883956485","0.0360014475078612","1"
"Low transfer dependency","2003","Full Time","East Germany","166","0.0831907622310625","0.0715977341915348","0.0947837902705901","1"
"Low transfer dependency","2003","Part Time","East Germany","198","0.212307814148637","0.187211539230341","0.237404089066933","1"
"Low transfer dependency","2003","Part Time","West Germany","277","0.077476956358735","0.0692574425644155","0.0856964701530546","1"
"Low transfer dependency","2003","Not Working","West Germany","343","0.0509713584581163","0.0454269821078754","0.0565157348083572","1"
"Low transfer dependency","2003","Not Working","East Germany","215","0.0870169676540992","0.0749904418055446","0.0990434935026537","1"
"Very high transfer dependency","2003","Full Time","East Germany","6","","","","3"
"Very high transfer dependency","2003","Full Time","West Germany","2","","","","3"
"Very high transfer dependency","2003","Part Time","West Germany","58","0.0224720879249873","0.0179153134218673","0.0270288624281074","3"
"Very high transfer dependency","2003","Part Time","East Germany","49","0.0658027169864204","0.0505871122430069","0.0810183217298338","3"
"Very high transfer dependency","2003","Not Working","West Germany","269","0.0598219567174638","0.0538435521942287","0.0658003612406989","3"
"Very high transfer dependency","2003","Not Working","East Germany","195","0.0986036720608001","0.0858829635827831","0.111324380538817","3"
"Very low transfer dependency","2003","Full Time","West Germany","6473","0.963214480324854","0.958707913362265","0.967721047287443","0"
"Very low transfer dependency","2003","Full Time","East Germany","1982","0.90308815922954","0.890669539188695","0.915506779270385","0"
"Very low transfer dependency","2003","Part Time","West Germany","3627","0.868148931828598","0.857747091444566","0.878550772212629","0"
"Very low transfer dependency","2003","Part Time","East Germany","696","0.630392278956803","0.60076962500204","0.660014932911567","0"
"Very low transfer dependency","2003","Not Working","East Germany","1615","0.779717883949887","0.76203450593097","0.797401261968803","0"
"Very low transfer dependency","2003","Not Working","West Germany","5306","0.868330851580325","0.859807025739128","0.876854677421522","0"
"High transfer dependency","2004","Full Time","West Germany","17","","","","2"
"High transfer dependency","2004","Full Time","East Germany","26","","","","2"
"High transfer dependency","2004","Part Time","East Germany","70","0.099941483354979","0.0813524691454299","0.118530497564528","2"
"High transfer dependency","2004","Part Time","West Germany","128","0.0393691880353361","0.0333198295337167","0.0454185465369554","2"
"High transfer dependency","2004","Not Working","West Germany","118","0.0191191692704384","0.015654940596712","0.0225833979441648","2"
"High transfer dependency","2004","Not Working","East Germany","81","0.0334851973272623","0.0258844264032834","0.0410859682512412","2"
"Low transfer dependency","2004","Full Time","West Germany","200","0.0329861326806162","0.028604340834365","0.0373679245268674","1"
"Low transfer dependency","2004","Full Time","East Germany","160","0.0837805269498945","0.0717754049161717","0.0957856489836174","1"
"Low transfer dependency","2004","Part Time","West Germany","305","0.091485730480175","0.0825177347223319","0.100453726238018","1"
"Low transfer dependency","2004","Part Time","East Germany","169","0.184644900147362","0.160596280948385","0.208693519346339","1"
"Low transfer dependency","2004","Not Working","West Germany","340","0.0552501633627642","0.0494706787032117","0.0610296480223168","1"
"Low transfer dependency","2004","Not Working","East Germany","214","0.0868522187592365","0.0749538355952241","0.0987506019232488","1"
"Very high transfer dependency","2004","Full Time","East Germany","7","","","","3"
"Very high transfer dependency","2004","Full Time","West Germany","8","","","","3"
"Very high transfer dependency","2004","Part Time","East Germany","53","0.0668723179214105","0.0513897919867618","0.0823548438560592","3"
"Very high transfer dependency","2004","Part Time","West Germany","48","0.0216675952413501","0.0171386046958428","0.0261965857868573","3"
"Very high transfer dependency","2004","Not Working","West Germany","277","0.055144551277679","0.0493702703541602","0.0609188322011977","3"
"Very high transfer dependency","2004","Not Working","East Germany","216","0.113321966987471","0.0999293026491823","0.12671463132576","3"
"Very low transfer dependency","2004","Full Time","West Germany","6157","0.961438494983073","0.95671452170459","0.966162468261556","0"
"Very low transfer dependency","2004","Full Time","East Germany","1853","0.892696918523763","0.879286158500893","0.906107678546634","0"
"Very low transfer dependency","2004","Part Time","West Germany","3489","0.847477486243139","0.836293827677874","0.858661144808403","0"
"Very low transfer dependency","2004","Part Time","East Germany","708","0.648541298576249","0.618950678943512","0.678131918208986","0"
"Very low transfer dependency","2004","Not Working","West Germany","5268","0.870486116089118","0.861992296986319","0.878979935191918","0"
"Very low transfer dependency","2004","Not Working","East Germany","1641","0.76634061692603","0.748462182229702","0.784219051622358","0"
"High transfer dependency","2005","Full Time","West Germany","26","","","","2"
"High transfer dependency","2005","Full Time","East Germany","22","","","","2"
"High transfer dependency","2005","Part Time","East Germany","65","0.0760848924818636","0.0595525319124424","0.0926172530512848","2"
"High transfer dependency","2005","Part Time","West Germany","109","0.0359494062394872","0.0300139320723988","0.0418848804065756","2"
"High transfer dependency","2005","Not Working","East Germany","108","0.049307170236227","0.0400205434466291","0.0585937970258248","2"
"High transfer dependency","2005","Not Working","West Germany","140","0.025669900429322","0.0215878729528895","0.0297519279057546","2"
"Low transfer dependency","2005","Full Time","West Germany","192","0.0305019377889685","0.0261830031379537","0.0348208724399833","1"
"Low transfer dependency","2005","Full Time","East Germany","149","0.081538073070379","0.0692877417248786","0.0937884044158794","1"
"Low transfer dependency","2005","Part Time","East Germany","168","0.217959550463985","0.192215778559585","0.243703322368386","1"
"Low transfer dependency","2005","Part Time","West Germany","314","0.10098717326917","0.0913804407864794","0.110593905751861","1"
"Low transfer dependency","2005","Not Working","East Germany","213","0.0922822762269377","0.0798681144492052","0.10469643800467","1"
"Low transfer dependency","2005","Not Working","West Germany","352","0.0588199533989352","0.0527468669152144","0.0648930398826561","1"
"Very high transfer dependency","2005","Full Time","East Germany","5","","","","3"
"Very high transfer dependency","2005","Full Time","West Germany","4","","","","3"
"Very high transfer dependency","2005","Part Time","East Germany","51","0.084953819092796","0.067568503499981","0.102339134685611","3"
"Very high transfer dependency","2005","Part Time","West Germany","74","0.0297923896189523","0.0243718234153035","0.0352129558226011","3"
"Very high transfer dependency","2005","Not Working","West Germany","279","0.0595409571996244","0.0534331035630383","0.0656488108362105","3"
"Very high transfer dependency","2005","Not Working","East Germany","205","0.114014259317787","0.100381750253644","0.12764676838193","3"
"Very low transfer dependency","2005","Full Time","West Germany","5868","0.961865910586809","0.957055818380739","0.966676002792879","0"
"Very low transfer dependency","2005","Full Time","East Germany","1741","0.899551121390026","0.886094919154246","0.913007323625806","0"
"Very low transfer dependency","2005","Part Time","West Germany","3282","0.83327103087239","0.821387149187502","0.845154912557279","0"
"Very low transfer dependency","2005","Part Time","East Germany","704","0.621001737961355","0.590751093191202","0.651252382731508","0"
"Very low transfer dependency","2005","Not Working","West Germany","4995","0.855969188972118","0.846906281600957","0.865032096343279","0"
"Very low transfer dependency","2005","Not Working","East Germany","1562","0.744396294219049","0.725686521231659","0.763106067206438","0"
"High transfer dependency","2006","Full Time","West Germany","28","","","","2"
"High transfer dependency","2006","Full Time","East Germany","27","","","","2"
"High transfer dependency","2006","Part Time","East Germany","93","0.125628098251767","0.105514145480735","0.1457420510228","2"
"High transfer dependency","2006","Part Time","West Germany","136","0.0408449367666143","0.0346708455016536","0.0470190280315749","2"
"High transfer dependency","2006","Not Working","West Germany","174","0.0293066638994565","0.0252164198743269","0.0333969079245862","2"
"High transfer dependency","2006","Not Working","East Germany","100","0.0445582795473952","0.036118551420111","0.0529980076746794","2"
"Low transfer dependency","2006","Full Time","West Germany","221","0.0387250947445817","0.0340011274041217","0.0434490620850416","1"
"Low transfer dependency","2006","Full Time","East Germany","131","0.0717653320139492","0.0604679674388016","0.0830626965890969","1"
"Low transfer dependency","2006","Part Time","West Germany","302","0.0926291862652396","0.0835859090024137","0.101672463528065","1"
"Low transfer dependency","2006","Part Time","East Germany","168","0.179425542116977","0.156138889336658","0.202712194897296","1"
"Low transfer dependency","2006","Not Working","West Germany","361","0.0551723159602221","0.0496354767056915","0.0607091552147528","1"
"Low transfer dependency","2006","Not Working","East Germany","171","0.0695649194302028","0.0591585238546184","0.0799713150057872","1"
"Very high transfer dependency","2006","Full Time","East Germany","7","","","","3"
"Very high transfer dependency","2006","Full Time","West Germany","5","","","","3"
"Very high transfer dependency","2006","Part Time","East Germany","70","0.103188125251569","0.0847264344552495","0.121649816047889","3"
"Very high transfer dependency","2006","Part Time","West Germany","100","0.0370476253845918","0.0311559052162027","0.0429393455529809","3"
"Very high transfer dependency","2006","Not Working","West Germany","372","0.0735810160169613","0.0672494430507497","0.079912588983173","3"
"Very high transfer dependency","2006","Not Working","East Germany","229","0.125697400917323","0.112137510409364","0.139257291425282","3"
"Very low transfer dependency","2006","Full Time","West Germany","6154","0.954423957409346","0.949317428302047","0.959530486516644","0"
"Very low transfer dependency","2006","Full Time","East Germany","1840","0.905142046993537","0.892316197281398","0.917967896705676","0"
"Very low transfer dependency","2006","Part Time","West Germany","3410","0.829478251583554","0.817746795767035","0.841209707400074","0"
"Very low transfer dependency","2006","Part Time","East Germany","712","0.591758234379687","0.561929363887276","0.621587104872097","0"
"Very low transfer dependency","2006","Not Working","West Germany","5625","0.84194000412336","0.833093400707929","0.850786607538791","0"
"Very low transfer dependency","2006","Not Working","East Germany","1796","0.760179400105079","0.742714607209921","0.777644193000236","0"
"High transfer dependency","2007","Full Time","West Germany","31","0.00720317096077111","0.00505190950107581","0.00935443242046641","2"
"High transfer dependency","2007","Full Time","East Germany","29","","","","2"
"High transfer dependency","2007","Part Time","East Germany","63","0.090358194681732","0.0723441743215192","0.108372215041945","2"
"High transfer dependency","2007","Part Time","West Germany","137","0.0536982519159243","0.0464377585963382","0.0609587452355104","2"
"High transfer dependency","2007","Not Working","East Germany","85","0.046173073123965","0.037361597268897","0.054984548979033","2"
"High transfer dependency","2007","Not Working","West Germany","143","0.0259855614664503","0.0219997098233356","0.0299714131095649","2"
"Low transfer dependency","2007","Full Time","West Germany","188","0.0375403169306469","0.0327048169556786","0.0423758169056152","1"
"Low transfer dependency","2007","Full Time","East Germany","130","0.0666629185368317","0.0554998083470868","0.0778260287265767","1"
"Low transfer dependency","2007","Part Time","East Germany","162","0.170411470551836","0.146786436005903","0.194036505097769","1"
"Low transfer dependency","2007","Part Time","West Germany","258","0.0909158551422595","0.0816562367115775","0.100175473572942","1"
"Low transfer dependency","2007","Not Working","East Germany","181","0.0753772742386882","0.0642926245647049","0.0864619239126714","1"
"Low transfer dependency","2007","Not Working","West Germany","318","0.0533041766235108","0.0476761229552395","0.0589322302917822","1"
"Very high transfer dependency","2007","Full Time","West Germany","4","","","","3"
"Very high transfer dependency","2007","Full Time","East Germany","6","","","","3"
"Very high transfer dependency","2007","Part Time","West Germany","89","0.0320878678962483","0.0264116425027978","0.0377640932896988","3"
"Very high transfer dependency","2007","Part Time","East Germany","61","0.0878780300804986","0.070088753572062","0.105667306588935","3"
"Very high transfer dependency","2007","Not Working","West Germany","354","0.0740922828217475","0.0675301847036215","0.0806543809398734","3"
"Very high transfer dependency","2007","Not Working","East Germany","199","0.112434658913687","0.0991708044879468","0.125698513339428","3"
"Very low transfer dependency","2007","Full Time","West Germany","5713","0.953948223246393","0.948616264974612","0.959280181518175","0"
"Very low transfer dependency","2007","Full Time","East Germany","1753","0.916611011334308","0.904238134833105","0.928983887835511","0"
"Very low transfer dependency","2007","Part Time","West Germany","3219","0.823298025045568","0.811013157634192","0.835582892456944","0"
"Very low transfer dependency","2007","Part Time","East Germany","687","0.651352304685933","0.621409460710457","0.681295148661409","0"
"Very low transfer dependency","2007","Not Working","West Germany","5305","0.846617979088291","0.837589733771462","0.855646224405121","0"
"Very low transfer dependency","2007","Not Working","East Germany","1714","0.76601499372366","0.748239072150291","0.783790915297028","0"
"High transfer dependency","2008","Full Time","West Germany","23","","","","2"
"High transfer dependency","2008","Full Time","East Germany","18","","","","2"
"High transfer dependency","2008","Part Time","East Germany","65","0.132673249184258","0.110765319958674","0.154581178409841","2"
"High transfer dependency","2008","Part Time","West Germany","119","0.0514752240703327","0.0441093911447421","0.0588410569959234","2"
"High transfer dependency","2008","Not Working","East Germany","54","0.025536469830801","0.018652192348425","0.032420747313177","2"
"High transfer dependency","2008","Not Working","West Germany","115","0.0223978491477991","0.0185530275800048","0.0262426707155934","2"
"Low transfer dependency","2008","Full Time","West Germany","147","0.0301182266362292","0.0256494085874553","0.0345870446850031","1"
"Low transfer dependency","2008","Full Time","East Germany","118","0.0555773769669165","0.0451459770596055","0.0660087768742275","1"
"Low transfer dependency","2008","Part Time","East Germany","129","0.135836366324944","0.113709276609949","0.157963456039938","1"
"Low transfer dependency","2008","Part Time","West Germany","243","0.0890124481910963","0.0795199615298181","0.0985049348523746","1"
"Low transfer dependency","2008","Not Working","East Germany","155","0.0687510542050747","0.0577085462725346","0.0797935621376149","1"
"Low transfer dependency","2008","Not Working","West Germany","268","0.0562116505862698","0.0502269499286257","0.062196351243914","1"
"Very high transfer dependency","2008","Full Time","East Germany","7","","","","3"
"Very high transfer dependency","2008","Full Time","West Germany","4","","","","3"
"Very high transfer dependency","2008","Part Time","East Germany","58","0.0837797606548326","0.0658865706299051","0.10167295067976","3"
"Very high transfer dependency","2008","Part Time","West Germany","76","0.0273213155660583","0.0218871370098495","0.0327554941222671","3"
"Very high transfer dependency","2008","Not Working","West Germany","284","0.0702826817778768","0.0636407932803151","0.0769245702754386","3"
"Very high transfer dependency","2008","Not Working","East Germany","185","0.114501227450289","0.100605087003205","0.128397367897373","3"
"Very low transfer dependency","2008","Full Time","West Germany","5445","0.963800774612624","0.958916929871428","0.968684619353819","0"
"Very low transfer dependency","2008","Full Time","East Germany","1710","0.931483460191647","0.919980869492589","0.942986050890704","0"
"Very low transfer dependency","2008","Part Time","West Germany","3019","0.832191012172513","0.819733895825491","0.844648128519535","0"
"Very low transfer dependency","2008","Part Time","East Germany","669","0.647710623835966","0.616860382951784","0.678560864720148","0"
"Very low transfer dependency","2008","Not Working","West Germany","5023","0.851107818488054","0.841858277219887","0.860357359756221","0"
"Very low transfer dependency","2008","Not Working","East Germany","1623","0.791211248513836","0.773473646058609","0.808948850969062","0"
"High transfer dependency","2009","Full Time","West Germany","21","","","","2"
"High transfer dependency","2009","Full Time","East Germany","12","","","","2"
"High transfer dependency","2009","Part Time","East Germany","58","0.0710794696614046","0.0540537517081374","0.0881051876146717","2"
"High transfer dependency","2009","Part Time","West Germany","108","0.0370003533798572","0.0305939221031688","0.0434067846565455","2"
