"transab_cat2","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","1988","Part Time","East Germany","","","","","1"
"Low transfer dependency","1988","Part Time","West Germany","94","0.0482220997769165","0.0384252966711326","0.0580189028827003","1"
"Low transfer dependency","1988","Not Working","West Germany","144","0.0276264644723028","0.0222341611819328","0.0330187677626728","1"
"Low transfer dependency","1988","Not Working","East Germany","","","","","1"
"Very high transfer dependency","1988","Full Time","West Germany","2","","","","3"
"Very high transfer dependency","1988","Full Time","East Germany","","","","","3"
"Very high transfer dependency","1988","Part Time","West Germany","14","","","","3"
"Very high transfer dependency","1988","Part Time","East Germany","","","","","3"
"Very high transfer dependency","1988","Not Working","West Germany","140","0.0348380901603079","0.0288052426526033","0.0408709376680125","3"
"Very high transfer dependency","1988","Not Working","East Germany","","","","","3"
"Very low transfer dependency","1988","Full Time","West Germany","4517","0.985730958441963","0.98229960336022","0.989162313523707","0"
"Very low transfer dependency","1988","Full Time","East Germany","","","","","0"
"Very low transfer dependency","1988","Part Time","West Germany","1700","0.928768205592859","0.91700612569399","0.940530285491729","0"
"Very low transfer dependency","1988","Part Time","East Germany","","","","","0"
"Very low transfer dependency","1988","Not Working","West Germany","3214","0.92565665390578","0.917026051557577","0.934287256253983","0"
"Very low transfer dependency","1988","Not Working","East Germany","","","","","0"
"High transfer dependency","1989","Full Time","East Germany","","","","","2"
"High transfer dependency","1989","Full Time","West Germany","10","","","","2"
"High transfer dependency","1989","Part Time","East Germany","","","","","2"
"High transfer dependency","1989","Part Time","West Germany","34","0.0271486296105262","0.0194209589434674","0.034876300277585","2"
"High transfer dependency","1989","Not Working","West Germany","58","0.0132968259199965","0.00946020874002375","0.0171334430999693","2"
"High transfer dependency","1989","Not Working","East Germany","","","","","2"
"Low transfer dependency","1989","Full Time","East Germany","","","","","1"
"Low transfer dependency","1989","Full Time","West Germany","62","0.0109115298838768","0.00789195359262121","0.0139311061751323","1"
"Low transfer dependency","1989","Part Time","East Germany","","","","","1"
"Low transfer dependency","1989","Part Time","West Germany","91","0.0446701842892519","0.0348473472358967","0.0544930213426072","1"
"Low transfer dependency","1989","Not Working","West Germany","137","0.0260189557446179","0.0206868175508019","0.031351093938434","1"
"Low transfer dependency","1989","Not Working","East Germany","","","","","1"
"Very high transfer dependency","1989","Full Time","West Germany","1","","","","3"
"Very high transfer dependency","1989","Full Time","East Germany","","","","","3"
"Very high transfer dependency","1989","Not Working","West Germany","138","0.0384185548230476","0.0319806468797233","0.0448564627663719","3"
"Very high transfer dependency","1989","Part Time","West Germany","9","","","","3"
"Very high transfer dependency","1989","Part Time","East Germany","","","","","3"
"Very high transfer dependency","1989","Not Working","East Germany","","","","","3"
"Very low transfer dependency","1989","Full Time","West Germany","4474","0.986722292060488","0.983395354580609","0.990049229540366","0"
"Very low transfer dependency","1989","Full Time","East Germany","","","","","0"
"Very low transfer dependency","1989","Part Time","West Germany","1565","0.92491067572047","0.912379541093174","0.937441810347767","0"
"Very low transfer dependency","1989","Part Time","East Germany","","","","","0"
"Very low transfer dependency","1989","Not Working","West Germany","3091","0.922265663512338","0.913297248831279","0.931234078193397","0"
"Very low transfer dependency","1989","Not Working","East Germany","","","","","0"
"High transfer dependency","1990","Full Time","West Germany","9","","","","2"
"High transfer dependency","1990","Full Time","East Germany","","","","","2"
"High transfer dependency","1990","Part Time","East Germany","","","","","2"
"High transfer dependency","1990","Part Time","West Germany","36","0.0245981443031249","0.0172757499591229","0.0319205386471269","2"
"High transfer dependency","1990","Not Working","West Germany","54","0.0130979561075939","0.00922881877653773","0.0169670934386501","2"
"High transfer dependency","1990","Not Working","East Germany","","","","","2"
"Low transfer dependency","1990","Full Time","West Germany","46","0.00846568432754233","0.0057674469096629","0.0111639217454218","1"
"Low transfer dependency","1990","Full Time","East Germany","","","","","1"
"Low transfer dependency","1990","Part Time","West Germany","77","0.0410163014208014","0.0316408105972605","0.0503917922443423","1"
"Low transfer dependency","1990","Part Time","East Germany","","","","","1"
"Low transfer dependency","1990","Not Working","West Germany","124","0.0269978976622974","0.02148224108234","0.0325135542422547","1"
"Low transfer dependency","1990","Not Working","East Germany","","","","","1"
"Very high transfer dependency","1990","Full Time","West Germany","1","","","","3"
"Very high transfer dependency","1990","Full Time","East Germany","","","","","3"
"Very high transfer dependency","1990","Part Time","West Germany","10","","","","3"
"Very high transfer dependency","1990","Not Working","West Germany","106","0.0271192495071463","0.0215915555024021","0.0326469435118906","3"
"Very high transfer dependency","1990","Part Time","East Germany","","","","","3"
"Very high transfer dependency","1990","Not Working","East Germany","","","","","3"
"Very low transfer dependency","1990","Full Time","West Germany","4373","0.989924300574012","0.986983037671997","0.992865563476027","0"
"Very low transfer dependency","1990","Full Time","East Germany","","","","","0"
"Very low transfer dependency","1990","Part Time","West Germany","1596","0.928205835603797","0.916002547275678","0.940409123931916","0"
"Very low transfer dependency","1990","Part Time","East Germany","","","","","0"
"Very low transfer dependency","1990","Not Working","West Germany","3033","0.932784896722962","0.924263720572506","0.941306072873419","0"
"Very low transfer dependency","1990","Not Working","East Germany","","","","","0"
"High transfer dependency","1991","Full Time","East Germany","","","","","2"
"High transfer dependency","1991","Full Time","West Germany","6","","","","2"
"High transfer dependency","1991","Part Time","East Germany","","","","","2"
"High transfer dependency","1991","Part Time","West Germany","29","","","","2"
"High transfer dependency","1991","Not Working","West Germany","56","0.0150964470609443","0.0109061936754474","0.0192867004464411","2"
"High transfer dependency","1991","Not Working","East Germany","","","","","2"
"Low transfer dependency","1991","Full Time","East Germany","","","","","1"
"Low transfer dependency","1991","Full Time","West Germany","66","0.0116774744830394","0.00851252926960887","0.0148424196964699","1"
"Low transfer dependency","1991","Part Time","West Germany","73","0.0386037777809368","0.0295855076047914","0.0476220479570822","1"
"Low transfer dependency","1991","Part Time","East Germany","","","","","1"
"Low transfer dependency","1991","Not Working","West Germany","141","0.032133661889806","0.026073365536432","0.0381939582431799","1"
"Low transfer dependency","1991","Not Working","East Germany","","","","","1"
"Very high transfer dependency","1991","Full Time","West Germany","","","","","3"
"Very high transfer dependency","1991","Full Time","East Germany","","","","","3"
"Very high transfer dependency","1991","Not Working","West Germany","102","0.0280238560781584","0.0223523577391767","0.0336953544171401","3"
"Very high transfer dependency","1991","Part Time","West Germany","9","","","","3"
"Very high transfer dependency","1991","Part Time","East Germany","","","","","3"
"Very high transfer dependency","1991","Not Working","East Germany","","","","","3"
"Very low transfer dependency","1991","Full Time","West Germany","4354","0.987214072212735","0.983904177504573","0.990523966920897","0"
"Very low transfer dependency","1991","Full Time","East Germany","","","","","0"
"Very low transfer dependency","1991","Part Time","West Germany","1642","0.940336229252881","0.929248207581949","0.951424250923813","0"
"Very low transfer dependency","1991","Part Time","East Germany","","","","","0"
"Very low transfer dependency","1991","Not Working","West Germany","2954","0.924746034971091","0.915680738914812","0.93381133102737","0"
"Very low transfer dependency","1991","Not Working","East Germany","","","","","0"
"High transfer dependency","1992","Full Time","West Germany","9","","","","2"
"High transfer dependency","1992","Full Time","East Germany","11","","","","2"
"High transfer dependency","1992","Part Time","East Germany","26","","","","2"
"High transfer dependency","1992","Part Time","West Germany","34","0.0198066621499293","0.013257890909367","0.0263554333904917","2"
"High transfer dependency","1992","Not Working","West Germany","62","0.0152890738529776","0.0110477389149207","0.0195304087910345","2"
"High transfer dependency","1992","Not Working","East Germany","26","","","","2"
"Low transfer dependency","1992","Full Time","West Germany","60","0.0089252721956795","0.00614944304598555","0.0117011013453734","1"
"Low transfer dependency","1992","Full Time","East Germany","132","0.0603383233524827","0.0503290926913286","0.0703475540136368","1"
"Low transfer dependency","1992","Part Time","East Germany","123","0.158528436726264","0.132441450227856","0.184615423224672","1"
"Low transfer dependency","1992","Part Time","West Germany","79","0.0397563381762833","0.030573176875095","0.0489394994774716","1"
"Low transfer dependency","1992","Not Working","West Germany","138","0.023753020510631","0.0184892508584802","0.0290167901627818","1"
"Low transfer dependency","1992","Not Working","East Germany","110","0.0717956949386064","0.0560761777009447","0.0875152121762682","1"
"Very high transfer dependency","1992","Full Time","West Germany","4","","","","3"
"Very high transfer dependency","1992","Full Time","East Germany","3","","","","3"
"Very high transfer dependency","1992","Part Time","West Germany","12","","","","3"
"Very high transfer dependency","1992","Not Working","West Germany","111","0.0318413585414046","0.0257722254686986","0.0379104916141105","3"
"Very high transfer dependency","1992","Part Time","East Germany","3","","","","3"
"Very high transfer dependency","1992","Not Working","East Germany","25","","","","3"
"Very low transfer dependency","1992","Full Time","West Germany","4337","0.98795992008877","0.9847409781432","0.99117886203434","0"
"Very low transfer dependency","1992","Full Time","East Germany","2028","0.93319649815636","0.922700965463565","0.943692030849155","0"
"Very low transfer dependency","1992","Part Time","West Germany","1614","0.935844002485809","0.924327551549983","0.947360453421636","0"
"Very low transfer dependency","1992","Part Time","East Germany","601","0.799216484687601","0.770604574952837","0.827828394422364","0"
"Very low transfer dependency","1992","Not Working","West Germany","2904","0.929116547094987","0.92024569920854","0.937987394981433","0"
"Very low transfer dependency","1992","Not Working","East Germany","875","0.880989865171386","0.86127264694741","0.900707083395361","0"
"High transfer dependency","1993","Full Time","East Germany","21","","","","2"
"High transfer dependency","1993","Full Time","West Germany","10","","","","2"
"High transfer dependency","1993","Part Time","East Germany","35","0.0664519240554282","0.0470642555161524","0.0858395925947039","2"
"High transfer dependency","1993","Part Time","West Germany","37","0.0196742256072817","0.013269164872916","0.0260792863416473","2"
"High transfer dependency","1993","Not Working","West Germany","66","0.0137494070329381","0.00969696207490166","0.0178018519909745","2"
"High transfer dependency","1993","Not Working","East Germany","43","0.0331295040924768","0.0231799378412994","0.0430790703436541","2"
"Low transfer dependency","1993","Full Time","East Germany","180","0.0878828890189841","0.0752286535056084","0.10053712453236","1"
"Low transfer dependency","1993","Full Time","West Germany","60","0.0116530245539703","0.00845243090914131","0.0148536181987993","1"
"Low transfer dependency","1993","Part Time","West Germany","73","0.0364910927426224","0.0278431955239854","0.0451389899612594","1"
"Low transfer dependency","1993","Part Time","East Germany","120","0.167517202333965","0.138448824150985","0.196585580516945","1"
"Low transfer dependency","1993","Not Working","West Germany","151","0.0306329656412601","0.0246361576058538","0.0366297736766664","1"
"Low transfer dependency","1993","Not Working","East Germany","200","0.112838915902607","0.0952498319948617","0.130427999810353","1"
"Very high transfer dependency","1993","Full Time","West Germany","","","","","3"
"Very high transfer dependency","1993","Full Time","East Germany","5","","","","3"
"Very high transfer dependency","1993","Part Time","West Germany","16","","","","3"
"Very high transfer dependency","1993","Part Time","East Germany","13","","","","3"
"Very high transfer dependency","1993","Not Working","West Germany","108","0.0310254869400369","0.0249916025903865","0.0370593712896873","3"
"Very high transfer dependency","1993","Not Working","East Germany","62","0.0476997556628833","0.0358514144739484","0.0595480968518182","3"
"Very low transfer dependency","1993","Full Time","West Germany","4249","0.986924707012855","0.983536856693306","0.990312557332403","0"
"Very low transfer dependency","1993","Full Time","East Germany","1717","0.895376272738324","0.881696580288182","0.909055965188465","0"
"Very low transfer dependency","1993","Part Time","West Germany","1680","0.938844327472202","0.927793256079784","0.94989539886462","0"
"Very low transfer dependency","1993","Part Time","East Germany","466","0.743018065782888","0.709004321248856","0.777031810316921","0"
"Very low transfer dependency","1993","Not Working","West Germany","2847","0.924592140385765","0.915403211143804","0.933781069627725","0"
"Very low transfer dependency","1993","Not Working","East Germany","938","0.806331824342033","0.784363417749261","0.828300230934804","0"
"High transfer dependency","1994","Full Time","West Germany","3","","","","2"
"High transfer dependency","1994","Full Time","East Germany","26","","","","2"
"High transfer dependency","1994","Part Time","East Germany","36","0.0837248444879309","0.0610267078060194","0.106422981169842","2"
"High transfer dependency","1994","Part Time","West Germany","38","0.0209231058761484","0.0142628216901897","0.0275833900621072","2"
"High transfer dependency","1994","Not Working","West Germany","64","0.0142161726060655","0.0101393219237445","0.0182930232883865","2"
"High transfer dependency","1994","Not Working","East Germany","62","0.044419623162303","0.0333011093590634","0.0555381369655425","2"
"Low transfer dependency","1994","Full Time","West Germany","73","0.0124165062791282","0.00903436661672587","0.0157986459415305","1"
"Low transfer dependency","1994","Full Time","East Germany","149","0.0772877551415382","0.06511558192374","0.0894599283593364","1"
"Low transfer dependency","1994","Part Time","East Germany","102","0.150510914998149","0.121207854878021","0.179813975118277","1"
"Low transfer dependency","1994","Part Time","West Germany","100","0.0537482294626585","0.0432538511241866","0.0642426078011304","1"
"Low transfer dependency","1994","Not Working","West Germany","171","0.0305658745821691","0.024637710958679","0.0364940382056592","1"
"Low transfer dependency","1994","Not Working","East Germany","182","0.100115463447109","0.0839171548393585","0.116313772054859","1"
"Very high transfer dependency","1994","Full Time","East Germany","5","","","","3"
"Very high transfer dependency","1994","Full Time","West Germany","1","","","","3"
"Very high transfer dependency","1994","Part Time","West Germany","16","","","","3"
"Very high transfer dependency","1994","Part Time","East Germany","16","","","","3"
"Very high transfer dependency","1994","Not Working","West Germany","126","0.0369063660606511","0.0304136334817978","0.0433990986395045","3"
"Very high transfer dependency","1994","Not Working","East Germany","72","0.0581136736356052","0.0454877224952801","0.0707396247759302","3"
"Very low transfer dependency","1994","Full Time","West Germany","4041","0.986182692318236","0.982617398531775","0.989747986104697","0"
"Very low transfer dependency","1994","Full Time","East Germany","1669","0.903087329097634","0.88960283084609","0.916571827349178","0"
"Very low transfer dependency","1994","Part Time","West Germany","1620","0.912405014793861","0.899249594219919","0.925560435367804","0"
"Very low transfer dependency","1994","Part Time","East Germany","418","0.726683051260394","0.690160940097425","0.763205162423363","0"
"Very low transfer dependency","1994","Not Working","West Germany","2878","0.918311586751114","0.908879280803691","0.927743892698538","0"
"Very low transfer dependency","1994","Not Working","East Germany","1003","0.797351239754983","0.775658095424292","0.819044384085674","0"
"High transfer dependency","1995","Full Time","East Germany","16","","","","2"
"High transfer dependency","1995","Full Time","West Germany","12","","","","2"
"High transfer dependency","1995","Part Time","East Germany","27","","","","2"
"High transfer dependency","1995","Part Time","West Germany","48","0.0222635721619472","0.0157942516075378","0.0287328927163567","2"
"High transfer dependency","1995","Not Working","West Germany","97","0.0206692699475402","0.0159490456365322","0.0253894942585482","2"
"High transfer dependency","1995","Not Working","East Germany","48","0.0323196552837155","0.0226951719917063","0.0419441385757247","2"
"Low transfer dependency","1995","Full Time","East Germany","113","0.0660071310493811","0.0544724577460836","0.0775418043526787","1"
"Low transfer dependency","1995","Full Time","West Germany","85","0.0144942535387676","0.0108425906431762","0.0181459164343589","1"
"Low transfer dependency","1995","Part Time","East Germany","90","0.140656577104427","0.112861092128946","0.168452062079908","1"
"Low transfer dependency","1995","Part Time","West Germany","130","0.0621266020869466","0.0515423235933535","0.0727108805805398","1"
"Low transfer dependency","1995","Not Working","West Germany","183","0.0322308024762992","0.0263713527226747","0.0380902522299237","1"
"Low transfer dependency","1995","Not Working","East Germany","166","0.0938414904047782","0.0779714644172278","0.109711516392329","1"
"Very high transfer dependency","1995","Full Time","West Germany","2","","","","3"
"Very high transfer dependency","1995","Full Time","East Germany","1","","","","3"
"Very high transfer dependency","1995","Part Time","West Germany","17","","","","3"
"Very high transfer dependency","1995","Part Time","East Germany","20","","","","3"
"Very high transfer dependency","1995","Not Working","West Germany","218","0.0575695733212523","0.0498417616016557","0.0652973850408488","3"
"Very high transfer dependency","1995","Not Working","East Germany","77","0.0616251735822358","0.0485380152990174","0.0747123318654543","3"
"Very low transfer dependency","1995","Full Time","West Germany","4016","0.982280593122208","0.978249660457642","0.986311525786774","0"
"Very low transfer dependency","1995","Full Time","East Germany","1650","0.925121083098561","0.912894160695333","0.937348005501789","0"
"Very low transfer dependency","1995","Part Time","East Germany","464","0.773351464812754","0.739879919019102","0.806823010606407","0"
"Very low transfer dependency","1995","Part Time","West Germany","1803","0.909030144412023","0.89642092376994","0.921639365054105","0"
"Very low transfer dependency","1995","Not Working","East Germany","1006","0.81221368072927","0.79095945797133","0.833467903487211","0"
"Very low transfer dependency","1995","Not Working","West Germany","2992","0.889530354254908","0.879130260738375","0.899930447771441","0"
"High transfer dependency","1996","Full Time","East Germany","20","","","","2"
"High transfer dependency","1996","Full Time","West Germany","9","","","","2"
"High transfer dependency","1996","Part Time","East Germany","48","0.093498488994802","0.0702230748410411","0.116773903148563","2"
"High transfer dependency","1996","Part Time","West Germany","56","0.0266375535936959","0.0197109732202511","0.0335641339671408","2"
"High transfer dependency","1996","Not Working","West Germany","97","0.0239062221379852","0.0187279943583795","0.0290844499175908","2"
"High transfer dependency","1996","Not Working","East Germany","76","0.0479761280527249","0.0362314517371161","0.0597208043683337","2"
"Low transfer dependency","1996","Full Time","East Germany","142","0.0847722847677581","0.0718324236360297","0.0977121458994865","1"
"Low transfer dependency","1996","Full Time","West Germany","80","0.0148903745625828","0.0111148284721514","0.0186659206530143","1"
"Low transfer dependency","1996","Part Time","East Germany","96","0.166884872521715","0.137074194705851","0.19669555033758","1"
"Low transfer dependency","1996","Part Time","West Germany","118","0.0542482971494951","0.0445047736366121","0.0639918206623781","1"
"Low transfer dependency","1996","Not Working","West Germany","192","0.0375207853508661","0.0310789214893602","0.0439626492123721","1"
"Low transfer dependency","1996","Not Working","East Germany","208","0.140601028859621","0.121498265340335","0.159703792378907","1"
"Very high transfer dependency","1996","Full Time","West Germany","1","","","","3"
"Very high transfer dependency","1996","Full Time","East Germany","2","","","","3"
"Very high transfer dependency","1996","Part Time","West Germany","17","","","","3"
"Very high transfer dependency","1996","Part Time","East Germany","12","","","","3"
"Very high transfer dependency","1996","Not Working","West Germany","211","0.0526698111231893","0.0450977960142976","0.060241826232081","3"
"Very high transfer dependency","1996","Not Working","East Germany","89","0.0682854372043151","0.054423943745674","0.0821469306629563","3"
"Very low transfer dependency","1996","Full Time","West Germany","3863","0.983830657164091","0.979898860550392","0.98776245377779","0"
"Very low transfer dependency","1996","Full Time","East Germany","1616","0.903870116752676","0.89017643244741","0.917563801057941","0"
"Very low transfer dependency","1996","Part Time","West Germany","1885","0.911839768981243","0.899643414427868","0.924036123534618","0"
"Very low transfer dependency","1996","Part Time","East Germany","445","0.725080918400131","0.689385988342881","0.760775848457381","0"
"Very low transfer dependency","1996","Not Working","West Germany","2843","0.885903181387959","0.875125885638222","0.896680477137697","0"
"Very low transfer dependency","1996","Not Working","East Germany","899","0.743137405883339","0.719127551365493","0.767147260401186","0"
"High transfer dependency","1997","Full Time","West Germany","19","","","","2"
"High transfer dependency","1997","Full Time","East Germany","25","","","","2"
"High transfer dependency","1997","Part Time","West Germany","47","0.0276909306039839","0.0203930891808378","0.0349887720271299","2"
"High transfer dependency","1997","Part Time","East Germany","43","0.091484562116307","0.0681623842612528","0.114806739971361","2"
"High transfer dependency","1997","Not Working","West Germany","101","0.0270498946215378","0.0215840033631222","0.0325157858799534","2"
"High transfer dependency","1997","Not Working","East Germany","85","0.0524541381738084","0.0404136193459666","0.0644946570016502","2"
"Low transfer dependency","1997","Full Time","West Germany","119","0.0224781979451155","0.0178140083037293","0.0271423875865017","1"
"Low transfer dependency","1997","Full Time","East Germany","154","0.099016785477779","0.0847681055313641","0.113265465424194","1"
"Low transfer dependency","1997","Part Time","East Germany","114","0.195385054800122","0.163309900191667","0.227460209408577","1"
"Low transfer dependency","1997","Part Time","West Germany","159","0.0822209934325065","0.0700034498247156","0.0944385370402975","1"
"Low transfer dependency","1997","Not Working","West Germany","241","0.0478391259334096","0.0406482847397034","0.0550299671271158","1"
"Low transfer dependency","1997","Not Working","East Germany","204","0.133639727675437","0.115262827378218","0.152016627972656","1"
"Very high transfer dependency","1997","Full Time","West Germany","","","","","3"
"Very high transfer dependency","1997","Full Time","East Germany","2","","","","3"
