"transab_cat2","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","1985","(Married) couple without C. ","direct migration background","5","","",""
"High transfer dependency","1985","(Married) couple without C. ","indirect migration background","","","",""
"High transfer dependency","1985","Single parent ","no migration background","12","","",""
"High transfer dependency","1985","Single parent ","direct migration background","","","",""
"High transfer dependency","1985","Single parent ","indirect migration background","","","",""
"High transfer dependency","1985","Couple + C. LE 16 ","no migration background","5","","",""
"High transfer dependency","1985","Couple + C. LE 16 ","direct migration background","17","","",""
"High transfer dependency","1985","Couple + C. LE 16 ","indirect migration background","","","",""
"High transfer dependency","1985","Couple + C. GT 16 ","no migration background","11","","",""
"High transfer dependency","1985","Couple + C. GT 16 ","direct migration background","18","","",""
"High transfer dependency","1985","Couple + C. GT 16 ","indirect migration background","","","",""
"High transfer dependency","1985","Couple + C. LE and GT 16","no migration background","6","","",""
"High transfer dependency","1985","Couple + C. LE and GT 16","direct migration background","12","","",""
"High transfer dependency","1985","Couple + C. LE and GT 16","indirect migration background","2","","",""
"Very high transfer dependency","1985","1-pers.-HH","no migration background","37","0.0332756239727072","0.021959469347417","0.0445917785979974"
"Very high transfer dependency","1985","1-pers.-HH","direct migration background","9","","",""
"Very high transfer dependency","1985","1-pers.-HH","indirect migration background","1","","",""
"Very high transfer dependency","1985","(Married) couple without C. ","no migration background","23","","",""
"Very high transfer dependency","1985","(Married) couple without C. ","direct migration background","5","","",""
"Very high transfer dependency","1985","(Married) couple without C. ","indirect migration background","","","",""
"Very high transfer dependency","1985","Single parent ","no migration background","22","","",""
"Very high transfer dependency","1985","Single parent ","direct migration background","10","","",""
"Very high transfer dependency","1985","Single parent ","indirect migration background","","","",""
"Very high transfer dependency","1985","Couple + C. LE 16 ","no migration background","29","","",""
"Very high transfer dependency","1985","Couple + C. LE 16 ","direct migration background","27","","",""
"Very high transfer dependency","1985","Couple + C. LE 16 ","indirect migration background","","","",""
"Very high transfer dependency","1985","Couple + C. GT 16 ","no migration background","6","","",""
"Very high transfer dependency","1985","Couple + C. GT 16 ","direct migration background","3","","",""
"Very high transfer dependency","1985","Couple + C. GT 16 ","indirect migration background","","","",""
"Very high transfer dependency","1985","Couple + C. LE and GT 16","no migration background","3","","",""
"Very high transfer dependency","1985","Couple + C. LE and GT 16","direct migration background","4","","",""
"Very high transfer dependency","1985","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very low transfer dependency","1986","1-pers.-HH","no migration background","842","0.920093649425905","0.902582085225515","0.937605213626296"
"Very low transfer dependency","1986","1-pers.-HH","direct migration background","164","0.854553029658534","0.803750647679183","0.905355411637885"
"Very low transfer dependency","1986","1-pers.-HH","indirect migration background","8","","",""
"Very low transfer dependency","1986","(Married) couple without C. ","no migration background","1913","0.969504607461044","0.961929003776639","0.977080211145449"
"Very low transfer dependency","1986","(Married) couple without C. ","direct migration background","365","0.952112890414996","0.930893796987692","0.973331983842299"
"Very low transfer dependency","1986","(Married) couple without C. ","indirect migration background","12","","",""
"Very low transfer dependency","1986","Single parent ","no migration background","327","0.844178584971744","0.807997200913849","0.880359969029638"
"Very low transfer dependency","1986","Single parent ","direct migration background","92","0.892027717203945","0.832093505861395","0.951961928546496"
"Very low transfer dependency","1986","Single parent ","indirect migration background","13","","",""
"Very low transfer dependency","1986","Couple + C. LE 16 ","no migration background","1424","0.945661016553538","0.934181709248787","0.95714032385829"
"Very low transfer dependency","1986","Couple + C. LE 16 ","direct migration background","795","0.905539115158717","0.886204600912031","0.924873629405403"
"Very low transfer dependency","1986","Couple + C. LE 16 ","indirect migration background","16","","",""
"Very low transfer dependency","1986","Couple + C. GT 16 ","no migration background","1530","0.976020004512568","0.968442850405135","0.98359715862"
"Very low transfer dependency","1986","Couple + C. GT 16 ","direct migration background","457","0.913815464948952","0.889043038098176","0.938587891799728"
"Very low transfer dependency","1986","Couple + C. GT 16 ","indirect migration background","47","0.990609757965871","0.963325184661997","1.01789433126975"
"Very low transfer dependency","1986","Couple + C. LE and GT 16","no migration background","741","0.964733945415978","0.951671757603741","0.977796133228216"
"Very low transfer dependency","1986","Couple + C. LE and GT 16","direct migration background","523","0.92451504106774","0.903034400560941","0.945995681574538"
"Very low transfer dependency","1986","Couple + C. LE and GT 16","indirect migration background","46","0.920732823598247","0.845090726958956","0.996374920237537"
"Low transfer dependency","1986","1-pers.-HH","no migration background","22","","",""
"Low transfer dependency","1986","1-pers.-HH","direct migration background","5","","",""
"Low transfer dependency","1986","1-pers.-HH","indirect migration background","1","","",""
"Low transfer dependency","1986","(Married) couple without C. ","no migration background","30","0.0140481523865706","0.0088629865457691","0.019233318227372"
"Low transfer dependency","1986","(Married) couple without C. ","direct migration background","8","","",""
"Low transfer dependency","1986","(Married) couple without C. ","indirect migration background","","","",""
"Low transfer dependency","1986","Single parent ","no migration background","31","0.0833677553668582","0.0557904988919689","0.110945011841747"
"Low transfer dependency","1986","Single parent ","direct migration background","7","","",""
"Low transfer dependency","1986","Single parent ","indirect migration background","1","","",""
"Low transfer dependency","1986","Couple + C. LE 16 ","no migration background","47","0.0338110744884887","0.0246583013457023","0.042963847631275"
"Low transfer dependency","1986","Couple + C. LE 16 ","direct migration background","48","0.0461625197339929","0.0322906309425597","0.0600344085254261"
"Low transfer dependency","1986","Couple + C. LE 16 ","indirect migration background","","","",""
"Low transfer dependency","1986","Couple + C. GT 16 ","no migration background","24","","",""
"Low transfer dependency","1986","Couple + C. GT 16 ","direct migration background","16","","",""
"Low transfer dependency","1986","Couple + C. GT 16 ","indirect migration background","1","","",""
"Low transfer dependency","1986","Couple + C. LE and GT 16","no migration background","11","","",""
"Low transfer dependency","1986","Couple + C. LE and GT 16","direct migration background","44","0.0610288012434081","0.0415638383488755","0.0804937641379408"
"Low transfer dependency","1986","Couple + C. LE and GT 16","indirect migration background","2","","",""
"High transfer dependency","1986","1-pers.-HH","no migration background","21","","",""
"High transfer dependency","1986","1-pers.-HH","direct migration background","4","","",""
"High transfer dependency","1986","1-pers.-HH","indirect migration background","","","",""
"High transfer dependency","1986","(Married) couple without C. ","no migration background","18","","",""
"High transfer dependency","1986","(Married) couple without C. ","direct migration background","8","","",""
"High transfer dependency","1986","(Married) couple without C. ","indirect migration background","","","",""
"High transfer dependency","1986","Single parent ","no migration background","6","","",""
"High transfer dependency","1986","Single parent ","direct migration background","","","",""
"High transfer dependency","1986","Single parent ","indirect migration background","","","",""
"High transfer dependency","1986","Couple + C. LE 16 ","no migration background","12","","",""
"High transfer dependency","1986","Couple + C. LE 16 ","direct migration background","10","","",""
"High transfer dependency","1986","Couple + C. LE 16 ","indirect migration background","","","",""
"High transfer dependency","1986","Couple + C. GT 16 ","no migration background","4","","",""
"High transfer dependency","1986","Couple + C. GT 16 ","direct migration background","10","","",""
"High transfer dependency","1986","Couple + C. GT 16 ","indirect migration background","","","",""
"High transfer dependency","1986","Couple + C. LE and GT 16","no migration background","8","","",""
"High transfer dependency","1986","Couple + C. LE and GT 16","direct migration background","11","","",""
"High transfer dependency","1986","Couple + C. LE and GT 16","indirect migration background","1","","",""
"Very high transfer dependency","1986","1-pers.-HH","no migration background","36","0.0356376000961079","0.0236648853470805","0.0476103148451354"
"Very high transfer dependency","1986","1-pers.-HH","direct migration background","12","","",""
"Very high transfer dependency","1986","1-pers.-HH","indirect migration background","1","","",""
"Very high transfer dependency","1986","(Married) couple without C. ","no migration background","18","","",""
"Very high transfer dependency","1986","(Married) couple without C. ","direct migration background","8","","",""
"Very high transfer dependency","1986","(Married) couple without C. ","indirect migration background","","","",""
"Very high transfer dependency","1986","Single parent ","no migration background","22","","",""
"Very high transfer dependency","1986","Single parent ","direct migration background","4","","",""
"Very high transfer dependency","1986","Single parent ","indirect migration background","","","",""
"Very high transfer dependency","1986","Couple + C. LE 16 ","no migration background","15","","",""
"Very high transfer dependency","1986","Couple + C. LE 16 ","direct migration background","26","","",""
"Very high transfer dependency","1986","Couple + C. LE 16 ","indirect migration background","","","",""
"Very high transfer dependency","1986","Couple + C. GT 16 ","no migration background","8","","",""
"Very high transfer dependency","1986","Couple + C. GT 16 ","direct migration background","10","","",""
"Very high transfer dependency","1986","Couple + C. GT 16 ","indirect migration background","","","",""
"Very high transfer dependency","1986","Couple + C. LE and GT 16","no migration background","6","","",""
"Very high transfer dependency","1986","Couple + C. LE and GT 16","direct migration background","3","","",""
"Very high transfer dependency","1986","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very low transfer dependency","1987","1-pers.-HH","no migration background","856","0.933336569551613","0.917227099776648","0.949446039326578"
"Very low transfer dependency","1987","1-pers.-HH","direct migration background","161","0.872425855229322","0.823415969875374","0.921435740583269"
"Very low transfer dependency","1987","1-pers.-HH","indirect migration background","10","","",""
"Very low transfer dependency","1987","(Married) couple without C. ","no migration background","1902","0.975528381543994","0.968682900390387","0.9823738626976"
"Very low transfer dependency","1987","(Married) couple without C. ","direct migration background","360","0.961068686701598","0.94164586407761","0.980491509325586"
"Very low transfer dependency","1987","(Married) couple without C. ","indirect migration background","13","","",""
"Very low transfer dependency","1987","Single parent ","no migration background","345","0.853556282658971","0.819123506973329","0.887989058344612"
"Very low transfer dependency","1987","Single parent ","direct migration background","91","0.875472888091202","0.812015129247421","0.938930646934983"
"Very low transfer dependency","1987","Single parent ","indirect migration background","8","","",""
"Very low transfer dependency","1987","Couple + C. LE 16 ","no migration background","1383","0.938383412619798","0.92609124693322","0.950675578306375"
"Very low transfer dependency","1987","Couple + C. LE 16 ","direct migration background","797","0.904452208772074","0.884962941453055","0.923941476091092"
"Very low transfer dependency","1987","Couple + C. LE 16 ","indirect migration background","20","","",""
"Very low transfer dependency","1987","Couple + C. GT 16 ","no migration background","1565","0.979031706436747","0.972006814852973","0.986056598020521"
"Very low transfer dependency","1987","Couple + C. GT 16 ","direct migration background","467","0.964141819273521","0.947745392917497","0.980538245629545"
"Very low transfer dependency","1987","Couple + C. GT 16 ","indirect migration background","54","0.978286191269731","0.940449632642428","1.01612274989703"
"Very low transfer dependency","1987","Couple + C. LE and GT 16","no migration background","617","0.936733338447367","0.918104249384169","0.955362427510564"
"Very low transfer dependency","1987","Couple + C. LE and GT 16","direct migration background","496","0.915965876447001","0.892800477900082","0.93913127499392"
"Very low transfer dependency","1987","Couple + C. LE and GT 16","indirect migration background","50","0.960870594871587","0.908168182662873","1.0135730070803"
"Low transfer dependency","1987","1-pers.-HH","no migration background","20","","",""
"Low transfer dependency","1987","1-pers.-HH","direct migration background","5","","",""
"Low transfer dependency","1987","1-pers.-HH","indirect migration background","","","",""
"Low transfer dependency","1987","(Married) couple without C. ","no migration background","35","0.0160516662281619","0.0104836705974025","0.0216196618589213"
"Low transfer dependency","1987","(Married) couple without C. ","direct migration background","11","","",""
"Low transfer dependency","1987","(Married) couple without C. ","indirect migration background","","","",""
"Low transfer dependency","1987","Single parent ","no migration background","39","0.0951131444889974","0.0665413189793079","0.123684969998687"
"Low transfer dependency","1987","Single parent ","direct migration background","7","","",""
"Low transfer dependency","1987","Single parent ","indirect migration background","3","","",""
"Low transfer dependency","1987","Couple + C. LE 16 ","no migration background","61","0.0419426948737826","0.0316953032834678","0.0521900864640975"
"Low transfer dependency","1987","Couple + C. LE 16 ","direct migration background","35","0.0381635200330829","0.0254616633069392","0.0508653767592266"
"Low transfer dependency","1987","Couple + C. LE 16 ","indirect migration background","2","","",""
"Low transfer dependency","1987","Couple + C. GT 16 ","no migration background","17","","",""
"Low transfer dependency","1987","Couple + C. GT 16 ","direct migration background","18","","",""
"Low transfer dependency","1987","Couple + C. GT 16 ","indirect migration background","3","","",""
"Low transfer dependency","1987","Couple + C. LE and GT 16","no migration background","27","","",""
"Low transfer dependency","1987","Couple + C. LE and GT 16","direct migration background","34","0.0477821434340356","0.0299717601334076","0.0655925267346636"
"Low transfer dependency","1987","Couple + C. LE and GT 16","indirect migration background","2","","",""
"High transfer dependency","1987","1-pers.-HH","no migration background","12","","",""
"High transfer dependency","1987","1-pers.-HH","direct migration background","2","","",""
"High transfer dependency","1987","1-pers.-HH","indirect migration background","","","",""
"High transfer dependency","1987","(Married) couple without C. ","no migration background","10","","",""
"High transfer dependency","1987","(Married) couple without C. ","direct migration background","6","","",""
"High transfer dependency","1987","(Married) couple without C. ","indirect migration background","","","",""
"High transfer dependency","1987","Single parent ","no migration background","6","","",""
"High transfer dependency","1987","Single parent ","direct migration background","3","","",""
"High transfer dependency","1987","Single parent ","indirect migration background","","","",""
"High transfer dependency","1987","Couple + C. LE 16 ","no migration background","9","","",""
"High transfer dependency","1987","Couple + C. LE 16 ","direct migration background","17","","",""
"High transfer dependency","1987","Couple + C. LE 16 ","indirect migration background","","","",""
"High transfer dependency","1987","Couple + C. GT 16 ","no migration background","13","","",""
"High transfer dependency","1987","Couple + C. GT 16 ","direct migration background","6","","",""
"High transfer dependency","1987","Couple + C. GT 16 ","indirect migration background","","","",""
"High transfer dependency","1987","Couple + C. LE and GT 16","no migration background","3","","",""
"High transfer dependency","1987","Couple + C. LE and GT 16","direct migration background","14","","",""
"High transfer dependency","1987","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very high transfer dependency","1987","1-pers.-HH","no migration background","33","0.0331979212540983","0.0216276774883928","0.0447681650198038"
"Very high transfer dependency","1987","1-pers.-HH","direct migration background","10","","",""
"Very high transfer dependency","1987","1-pers.-HH","indirect migration background","2","","",""
"Very high transfer dependency","1987","(Married) couple without C. ","no migration background","10","","",""
"Very high transfer dependency","1987","(Married) couple without C. ","direct migration background","4","","",""
"Very high transfer dependency","1987","(Married) couple without C. ","indirect migration background","","","",""
"Very high transfer dependency","1987","Single parent ","no migration background","15","","",""
"Very high transfer dependency","1987","Single parent ","direct migration background","3","","",""
"Very high transfer dependency","1987","Single parent ","indirect migration background","","","",""
"Very high transfer dependency","1987","Couple + C. LE 16 ","no migration background","17","","",""
"Very high transfer dependency","1987","Couple + C. LE 16 ","direct migration background","25","","",""
"Very high transfer dependency","1987","Couple + C. LE 16 ","indirect migration background","","","",""
"Very high transfer dependency","1987","Couple + C. GT 16 ","no migration background","3","","",""
"Very high transfer dependency","1987","Couple + C. GT 16 ","direct migration background","3","","",""
"Very high transfer dependency","1987","Couple + C. GT 16 ","indirect migration background","","","",""
"Very high transfer dependency","1987","Couple + C. LE and GT 16","no migration background","9","","",""
"Very high transfer dependency","1987","Couple + C. LE and GT 16","direct migration background","7","","",""
"Very high transfer dependency","1987","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very low transfer dependency","1988","1-pers.-HH","no migration background","828","0.934194023359477","0.917867923753686","0.950520122965268"
"Very low transfer dependency","1988","1-pers.-HH","direct migration background","156","0.89824458318309","0.853063156561757","0.943426009804423"
"Very low transfer dependency","1988","1-pers.-HH","indirect migration background","9","","",""
"Very low transfer dependency","1988","(Married) couple without C. ","no migration background","1806","0.976264215731387","0.969333216354136","0.983195215108637"
"Very low transfer dependency","1988","(Married) couple without C. ","direct migration background","393","0.964777680506958","0.947063379271507","0.98249198174241"
"Very low transfer dependency","1988","(Married) couple without C. ","indirect migration background","15","","",""
"Very low transfer dependency","1988","Single parent ","no migration background","337","0.848873988368824","0.81359698215969","0.884150994577958"
"Very low transfer dependency","1988","Single parent ","direct migration background","86","0.829283759290253","0.756264570367502","0.902302948213004"
"Very low transfer dependency","1988","Single parent ","indirect migration background","11","","",""
"Very low transfer dependency","1988","Couple + C. LE 16 ","no migration background","1345","0.944807998276985","0.932926622092122","0.956689374461848"
"Very low transfer dependency","1988","Couple + C. LE 16 ","direct migration background","716","0.935725653494908","0.918403741358667","0.95304756563115"
"Very low transfer dependency","1988","Couple + C. LE 16 ","indirect migration background","24","","",""
"Very low transfer dependency","1988","Couple + C. GT 16 ","no migration background","1598","0.981547424287731","0.975008015954426","0.988086832621035"
"Very low transfer dependency","1988","Couple + C. GT 16 ","direct migration background","446","0.937728467714115","0.916155599106119","0.959301336322111"
"Very low transfer dependency","1988","Couple + C. GT 16 ","indirect migration background","83","0.950333879532949","0.904942332997547","0.995725426068352"
"Very low transfer dependency","1988","Couple + C. LE and GT 16","no migration background","523","0.968618823511947","0.953913916786396","0.983323730237498"
"Very low transfer dependency","1988","Couple + C. LE and GT 16","direct migration background","431","0.865021981531961","0.834767121578591","0.89527684148533"
"Very low transfer dependency","1988","Couple + C. LE and GT 16","indirect migration background","50","0.865139352675325","0.776465349150188","0.953813356200463"
"Low transfer dependency","1988","1-pers.-HH","no migration background","16","","",""
"Low transfer dependency","1988","1-pers.-HH","direct migration background","5","","",""
"Low transfer dependency","1988","1-pers.-HH","indirect migration background","","","",""
"Low transfer dependency","1988","(Married) couple without C. ","no migration background","24","","",""
"Low transfer dependency","1988","(Married) couple without C. ","direct migration background","6","","",""
"Low transfer dependency","1988","(Married) couple without C. ","indirect migration background","","","",""
"Low transfer dependency","1988","Single parent ","no migration background","35","0.0967670112611605","0.0676488425943284","0.125885179927993"
"Low transfer dependency","1988","Single parent ","direct migration background","12","","",""
"Low transfer dependency","1988","Single parent ","indirect migration background","1","","",""
"Low transfer dependency","1988","Couple + C. LE 16 ","no migration background","43","0.0297170775216674","0.0208820249979203","0.0385521300454144"
"Low transfer dependency","1988","Couple + C. LE 16 ","direct migration background","30","0.0300175687156088","0.0179651997280102","0.0420699377032074"
"Low transfer dependency","1988","Couple + C. LE 16 ","indirect migration background","","","",""
"Low transfer dependency","1988","Couple + C. GT 16 ","no migration background","19","","",""
"Low transfer dependency","1988","Couple + C. GT 16 ","direct migration background","24","","",""
"Low transfer dependency","1988","Couple + C. GT 16 ","indirect migration background","4","","",""
"Low transfer dependency","1988","Couple + C. LE and GT 16","no migration background","14","","",""
"Low transfer dependency","1988","Couple + C. LE and GT 16","direct migration background","45","0.102051084564128","0.0752480060568844","0.128854163071372"
"Low transfer dependency","1988","Couple + C. LE and GT 16","indirect migration background","5","","",""
"High transfer dependency","1988","1-pers.-HH","no migration background","10","","",""
"High transfer dependency","1988","1-pers.-HH","direct migration background","2","","",""
