"transab_cat2","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1987","no degree/no degree yet","(1b) general elementary school","","","",""
"Low transfer dependency","1987","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Low transfer dependency","1987","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Low transfer dependency","1987","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Low transfer dependency","1987","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","1987","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","1987","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Low transfer dependency","1987","no degree/no degree yet","(3b) higher tertiary education","","","",""
"High transfer dependency","1987","lower secondary degree","(0) in school","","","",""
"High transfer dependency","1987","lower secondary degree","(1a) inadequately completed","","","",""
"High transfer dependency","1987","lower secondary degree","(1b) general elementary school","18","","",""
"High transfer dependency","1987","lower secondary degree","(1c) basic vocational qualification","25","","",""
"High transfer dependency","1987","lower secondary degree","(2b) intermediate general qualification","","","",""
"High transfer dependency","1987","lower secondary degree","(2a) intermediate vocational","","","",""
"High transfer dependency","1987","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1987","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1987","lower secondary degree","(3a) lower tertiary education","","","",""
"High transfer dependency","1987","lower secondary degree","(3b) higher tertiary education","","","",""
"High transfer dependency","1987","secondary school degree","(0) in school","","","",""
"High transfer dependency","1987","secondary school degree","(1a) inadequately completed","","","",""
"High transfer dependency","1987","secondary school degree","(1b) general elementary school","","","",""
"High transfer dependency","1987","secondary school degree","(1c) basic vocational qualification","","","",""
"High transfer dependency","1987","secondary school degree","(2b) intermediate general qualification","4","","",""
"High transfer dependency","1987","secondary school degree","(2a) intermediate vocational","9","","",""
"High transfer dependency","1987","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"High transfer dependency","1987","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1987","secondary school degree","(3a) lower tertiary education","","","",""
"High transfer dependency","1987","secondary school degree","(3b) higher tertiary education","","","",""
"High transfer dependency","1987","college entrance qualification","(0) in school","","","",""
"High transfer dependency","1987","college entrance qualification","(1a) inadequately completed","","","",""
"High transfer dependency","1987","college entrance qualification","(1b) general elementary school","","","",""
"High transfer dependency","1987","college entrance qualification","(1c) basic vocational qualification","","","",""
"High transfer dependency","1987","college entrance qualification","(2b) intermediate general qualification","","","",""
"High transfer dependency","1987","college entrance qualification","(2a) intermediate vocational","","","",""
"High transfer dependency","1987","college entrance qualification","(2c_gen) general maturity certificate","4","","",""
"High transfer dependency","1987","college entrance qualification","(2c_voc) vocational maturity certificate","4","","",""
"High transfer dependency","1987","college entrance qualification","(3a) lower tertiary education","2","","",""
"High transfer dependency","1987","college entrance qualification","(3b) higher tertiary education","","","",""
"High transfer dependency","1987","Other degree","(0) in school","","","",""
"High transfer dependency","1987","Other degree","(1a) inadequately completed","","","",""
"High transfer dependency","1987","Other degree","(1b) general elementary school","9","","",""
"High transfer dependency","1987","Other degree","(1c) basic vocational qualification","4","","",""
"High transfer dependency","1987","Other degree","(2b) intermediate general qualification","","","",""
"High transfer dependency","1987","Other degree","(2a) intermediate vocational","","","",""
"High transfer dependency","1987","Other degree","(2c_gen) general maturity certificate","2","","",""
"High transfer dependency","1987","Other degree","(2c_voc) vocational maturity certificate","4","","",""
"High transfer dependency","1987","Other degree","(3a) lower tertiary education","","","",""
"High transfer dependency","1987","Other degree","(3b) higher tertiary education","","","",""
"High transfer dependency","1987","no degree/no degree yet","(0) in school","3","","",""
"High transfer dependency","1987","no degree/no degree yet","(1a) inadequately completed","20","","",""
"High transfer dependency","1987","no degree/no degree yet","(1b) general elementary school","","","",""
"High transfer dependency","1987","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"High transfer dependency","1987","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"High transfer dependency","1987","no degree/no degree yet","(2a) intermediate vocational","","","",""
"High transfer dependency","1987","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1987","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1987","no degree/no degree yet","(3a) lower tertiary education","","","",""
"High transfer dependency","1987","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1987","lower secondary degree","(0) in school","","","",""
"Very high transfer dependency","1987","lower secondary degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","1987","lower secondary degree","(1b) general elementary school","34","0.018663312308355","0.0124813752886535","0.0248452493280564"
"Very high transfer dependency","1987","lower secondary degree","(1c) basic vocational qualification","33","0.0132517177789147","0.00930939941015289","0.0171940361476766"
"Very high transfer dependency","1987","lower secondary degree","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1987","lower secondary degree","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1987","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1987","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1987","lower secondary degree","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1987","lower secondary degree","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1987","secondary school degree","(0) in school","","","",""
"Very high transfer dependency","1987","secondary school degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","1987","secondary school degree","(1b) general elementary school","","","",""
"Very high transfer dependency","1987","secondary school degree","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1987","secondary school degree","(2b) intermediate general qualification","8","","",""
"Very high transfer dependency","1987","secondary school degree","(2a) intermediate vocational","7","","",""
"Very high transfer dependency","1987","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1987","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1987","secondary school degree","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1987","secondary school degree","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1987","college entrance qualification","(0) in school","","","",""
"Very high transfer dependency","1987","college entrance qualification","(1a) inadequately completed","","","",""
"Very high transfer dependency","1987","college entrance qualification","(1b) general elementary school","","","",""
"Very high transfer dependency","1987","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1987","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1987","college entrance qualification","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1987","college entrance qualification","(2c_gen) general maturity certificate","9","","",""
"Very high transfer dependency","1987","college entrance qualification","(2c_voc) vocational maturity certificate","2","","",""
"Very high transfer dependency","1987","college entrance qualification","(3a) lower tertiary education","2","","",""
"Very high transfer dependency","1987","college entrance qualification","(3b) higher tertiary education","5","","",""
"Very high transfer dependency","1987","Other degree","(0) in school","","","",""
"Very high transfer dependency","1987","Other degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","1987","Other degree","(1b) general elementary school","8","","",""
"Very high transfer dependency","1987","Other degree","(1c) basic vocational qualification","6","","",""
"Very high transfer dependency","1987","Other degree","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1987","Other degree","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1987","Other degree","(2c_gen) general maturity certificate","3","","",""
"Very high transfer dependency","1987","Other degree","(2c_voc) vocational maturity certificate","2","","",""
"Very high transfer dependency","1987","Other degree","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1987","Other degree","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1987","no degree/no degree yet","(0) in school","1","","",""
"Very high transfer dependency","1987","no degree/no degree yet","(1a) inadequately completed","22","","",""
"Very high transfer dependency","1987","no degree/no degree yet","(1b) general elementary school","","","",""
"Very high transfer dependency","1987","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1987","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1987","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1987","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1987","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1987","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1987","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Very low transfer dependency","1988","lower secondary degree","(0) in school","","","",""
"Very low transfer dependency","1988","lower secondary degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","1988","lower secondary degree","(1b) general elementary school","1633","0.9343898446799","0.922819008121637","0.945960681238164"
"Very low transfer dependency","1988","lower secondary degree","(1c) basic vocational qualification","2970","0.956038703982712","0.94881264787647","0.963264760088953"
"Very low transfer dependency","1988","lower secondary degree","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","1988","lower secondary degree","(2a) intermediate vocational","","","",""
"Very low transfer dependency","1988","lower secondary degree","(2c_gen) general maturity certificate","7","","",""
"Very low transfer dependency","1988","lower secondary degree","(2c_voc) vocational maturity certificate","6","","",""
"Very low transfer dependency","1988","lower secondary degree","(3a) lower tertiary education","10","","",""
"Very low transfer dependency","1988","lower secondary degree","(3b) higher tertiary education","3","","",""
"Very low transfer dependency","1988","secondary school degree","(0) in school","","","",""
"Very low transfer dependency","1988","secondary school degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","1988","secondary school degree","(1b) general elementary school","","","",""
"Very low transfer dependency","1988","secondary school degree","(1c) basic vocational qualification","","","",""
"Very low transfer dependency","1988","secondary school degree","(2b) intermediate general qualification","402","0.935185889170714","0.911806829049339","0.958564949292089"
"Very low transfer dependency","1988","secondary school degree","(2a) intermediate vocational","1242","0.977872155491307","0.969794711180465","0.98594959980215"
"Very low transfer dependency","1988","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"Very low transfer dependency","1988","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Very low transfer dependency","1988","secondary school degree","(3a) lower tertiary education","47","0.976254467920504","0.9331819815423","1.01932695429871"
"Very low transfer dependency","1988","secondary school degree","(3b) higher tertiary education","13","","",""
"Very low transfer dependency","1988","college entrance qualification","(0) in school","","","",""
"Very low transfer dependency","1988","college entrance qualification","(1a) inadequately completed","","","",""
"Very low transfer dependency","1988","college entrance qualification","(1b) general elementary school","","","",""
"Very low transfer dependency","1988","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very low transfer dependency","1988","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","1988","college entrance qualification","(2a) intermediate vocational","","","",""
"Very low transfer dependency","1988","college entrance qualification","(2c_gen) general maturity certificate","260","0.923307325542386","0.892194101723816","0.954420549360957"
"Very low transfer dependency","1988","college entrance qualification","(2c_voc) vocational maturity certificate","300","0.973682682896196","0.955834320265626","0.991531045526767"
"Very low transfer dependency","1988","college entrance qualification","(3a) lower tertiary education","167","0.978936326493402","0.957413747256393","1.00045890573041"
"Very low transfer dependency","1988","college entrance qualification","(3b) higher tertiary education","408","0.981999569310579","0.969223462833919","0.994775675787239"
"Very low transfer dependency","1988","Other degree","(0) in school","","","",""
"Very low transfer dependency","1988","Other degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","1988","Other degree","(1b) general elementary school","520","0.87287339187001","0.845550674218235","0.900196109521784"
"Very low transfer dependency","1988","Other degree","(1c) basic vocational qualification","313","0.943867738801258","0.918957780014247","0.968777697588268"
"Very low transfer dependency","1988","Other degree","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","1988","Other degree","(2a) intermediate vocational","","","",""
"Very low transfer dependency","1988","Other degree","(2c_gen) general maturity certificate","46","0.78716772953524","0.680909385605585","0.893426073464894"
"Very low transfer dependency","1988","Other degree","(2c_voc) vocational maturity certificate","67","0.87915247201344","0.804887637526217","0.953417306500662"
"Very low transfer dependency","1988","Other degree","(3a) lower tertiary education","2","","",""
"Very low transfer dependency","1988","Other degree","(3b) higher tertiary education","33","1","1","1"
"Very low transfer dependency","1988","no degree/no degree yet","(0) in school","151","0.920078122637849","0.87844878706009","0.961707458215608"
"Very low transfer dependency","1988","no degree/no degree yet","(1a) inadequately completed","656","0.850229410766282","0.824518730814352","0.875940090718212"
"Very low transfer dependency","1988","no degree/no degree yet","(1b) general elementary school","","","",""
"Very low transfer dependency","1988","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Very low transfer dependency","1988","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","1988","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Very low transfer dependency","1988","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Very low transfer dependency","1988","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very low transfer dependency","1988","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Very low transfer dependency","1988","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"Low transfer dependency","1988","lower secondary degree","(0) in school","","","",""
"Low transfer dependency","1988","lower secondary degree","(1a) inadequately completed","","","",""
"Low transfer dependency","1988","lower secondary degree","(1b) general elementary school","56","0.0261207317132905","0.0186672292221307","0.0335742342044503"
"Low transfer dependency","1988","lower secondary degree","(1c) basic vocational qualification","67","0.0214160359476992","0.0163133723297731","0.0265186995656253"
"Low transfer dependency","1988","lower secondary degree","(2b) intermediate general qualification","","","",""
"Low transfer dependency","1988","lower secondary degree","(2a) intermediate vocational","","","",""
"Low transfer dependency","1988","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Low transfer dependency","1988","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"Low transfer dependency","1988","lower secondary degree","(3a) lower tertiary education","","","",""
"Low transfer dependency","1988","lower secondary degree","(3b) higher tertiary education","","","",""
"Low transfer dependency","1988","secondary school degree","(0) in school","","","",""
"Low transfer dependency","1988","secondary school degree","(1a) inadequately completed","","","",""
"Low transfer dependency","1988","secondary school degree","(1b) general elementary school","","","",""
"Low transfer dependency","1988","secondary school degree","(1c) basic vocational qualification","","","",""
"Low transfer dependency","1988","secondary school degree","(2b) intermediate general qualification","14","","",""
"Low transfer dependency","1988","secondary school degree","(2a) intermediate vocational","20","","",""
"Low transfer dependency","1988","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"Low transfer dependency","1988","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","1988","secondary school degree","(3a) lower tertiary education","1","","",""
"Low transfer dependency","1988","secondary school degree","(3b) higher tertiary education","","","",""
"Low transfer dependency","1988","college entrance qualification","(0) in school","","","",""
"Low transfer dependency","1988","college entrance qualification","(1a) inadequately completed","","","",""
"Low transfer dependency","1988","college entrance qualification","(1b) general elementary school","","","",""
"Low transfer dependency","1988","college entrance qualification","(1c) basic vocational qualification","","","",""
"Low transfer dependency","1988","college entrance qualification","(2b) intermediate general qualification","","","",""
"Low transfer dependency","1988","college entrance qualification","(2a) intermediate vocational","","","",""
"Low transfer dependency","1988","college entrance qualification","(2c_gen) general maturity certificate","13","","",""
"Low transfer dependency","1988","college entrance qualification","(2c_voc) vocational maturity certificate","5","","",""
"Low transfer dependency","1988","college entrance qualification","(3a) lower tertiary education","3","","",""
"Low transfer dependency","1988","college entrance qualification","(3b) higher tertiary education","6","","",""
"Low transfer dependency","1988","Other degree","(0) in school","","","",""
"Low transfer dependency","1988","Other degree","(1a) inadequately completed","","","",""
"Low transfer dependency","1988","Other degree","(1b) general elementary school","28","","",""
"Low transfer dependency","1988","Other degree","(1c) basic vocational qualification","7","","",""
"Low transfer dependency","1988","Other degree","(2b) intermediate general qualification","","","",""
"Low transfer dependency","1988","Other degree","(2a) intermediate vocational","","","",""
"Low transfer dependency","1988","Other degree","(2c_gen) general maturity certificate","6","","",""
"Low transfer dependency","1988","Other degree","(2c_voc) vocational maturity certificate","4","","",""
"Low transfer dependency","1988","Other degree","(3a) lower tertiary education","","","",""
"Low transfer dependency","1988","Other degree","(3b) higher tertiary education","","","",""
"Low transfer dependency","1988","no degree/no degree yet","(0) in school","8","","",""
"Low transfer dependency","1988","no degree/no degree yet","(1a) inadequately completed","54","0.0882143902481331","0.0677806289260831","0.108648151570183"
"Low transfer dependency","1988","no degree/no degree yet","(1b) general elementary school","","","",""
"Low transfer dependency","1988","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Low transfer dependency","1988","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Low transfer dependency","1988","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Low transfer dependency","1988","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Low transfer dependency","1988","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Low transfer dependency","1988","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Low transfer dependency","1988","no degree/no degree yet","(3b) higher tertiary education","","","",""
"High transfer dependency","1988","lower secondary degree","(0) in school","","","",""
"High transfer dependency","1988","lower secondary degree","(1a) inadequately completed","","","",""
"High transfer dependency","1988","lower secondary degree","(1b) general elementary school","22","","",""
"High transfer dependency","1988","lower secondary degree","(1c) basic vocational qualification","22","","",""
"High transfer dependency","1988","lower secondary degree","(2b) intermediate general qualification","","","",""
"High transfer dependency","1988","lower secondary degree","(2a) intermediate vocational","","","",""
"High transfer dependency","1988","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1988","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1988","lower secondary degree","(3a) lower tertiary education","","","",""
"High transfer dependency","1988","lower secondary degree","(3b) higher tertiary education","","","",""
"High transfer dependency","1988","secondary school degree","(0) in school","","","",""
"High transfer dependency","1988","secondary school degree","(1a) inadequately completed","","","",""
"High transfer dependency","1988","secondary school degree","(1b) general elementary school","","","",""
"High transfer dependency","1988","secondary school degree","(1c) basic vocational qualification","","","",""
"High transfer dependency","1988","secondary school degree","(2b) intermediate general qualification","6","","",""
"High transfer dependency","1988","secondary school degree","(2a) intermediate vocational","4","","",""
"High transfer dependency","1988","secondary school degree","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1988","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1988","secondary school degree","(3a) lower tertiary education","","","",""
"High transfer dependency","1988","secondary school degree","(3b) higher tertiary education","","","",""
"High transfer dependency","1988","college entrance qualification","(0) in school","","","",""
"High transfer dependency","1988","college entrance qualification","(1a) inadequately completed","","","",""
"High transfer dependency","1988","college entrance qualification","(1b) general elementary school","","","",""
"High transfer dependency","1988","college entrance qualification","(1c) basic vocational qualification","","","",""
"High transfer dependency","1988","college entrance qualification","(2b) intermediate general qualification","","","",""
"High transfer dependency","1988","college entrance qualification","(2a) intermediate vocational","","","",""
"High transfer dependency","1988","college entrance qualification","(2c_gen) general maturity certificate","5","","",""
"High transfer dependency","1988","college entrance qualification","(2c_voc) vocational maturity certificate","2","","",""
"High transfer dependency","1988","college entrance qualification","(3a) lower tertiary education","","","",""
"High transfer dependency","1988","college entrance qualification","(3b) higher tertiary education","2","","",""
"High transfer dependency","1988","Other degree","(0) in school","","","",""
"High transfer dependency","1988","Other degree","(1a) inadequately completed","","","",""
"High transfer dependency","1988","Other degree","(1b) general elementary school","6","","",""
"High transfer dependency","1988","Other degree","(1c) basic vocational qualification","5","","",""
"High transfer dependency","1988","Other degree","(2b) intermediate general qualification","","","",""
"High transfer dependency","1988","Other degree","(2a) intermediate vocational","","","",""
"High transfer dependency","1988","Other degree","(2c_gen) general maturity certificate","1","","",""
"High transfer dependency","1988","Other degree","(2c_voc) vocational maturity certificate","2","","",""
"High transfer dependency","1988","Other degree","(3a) lower tertiary education","","","",""
"High transfer dependency","1988","Other degree","(3b) higher tertiary education","","","",""
"High transfer dependency","1988","no degree/no degree yet","(0) in school","1","","",""
"High transfer dependency","1988","no degree/no degree yet","(1a) inadequately completed","7","","",""
"High transfer dependency","1988","no degree/no degree yet","(1b) general elementary school","","","",""
"High transfer dependency","1988","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"High transfer dependency","1988","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"High transfer dependency","1988","no degree/no degree yet","(2a) intermediate vocational","","","",""
"High transfer dependency","1988","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"High transfer dependency","1988","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"High transfer dependency","1988","no degree/no degree yet","(3a) lower tertiary education","","","",""
"High transfer dependency","1988","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1988","lower secondary degree","(0) in school","","","",""
"Very high transfer dependency","1988","lower secondary degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","1988","lower secondary degree","(1b) general elementary school","48","0.0298274161872803","0.0218777757274993","0.0377770566470613"
"Very high transfer dependency","1988","lower secondary degree","(1c) basic vocational qualification","33","0.0140942323004396","0.00993927308967074","0.0182491915112084"
"Very high transfer dependency","1988","lower secondary degree","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1988","lower secondary degree","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1988","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1988","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1988","lower secondary degree","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1988","lower secondary degree","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1988","secondary school degree","(0) in school","","","",""
"Very high transfer dependency","1988","secondary school degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","1988","secondary school degree","(1b) general elementary school","","","",""
"Very high transfer dependency","1988","secondary school degree","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1988","secondary school degree","(2b) intermediate general qualification","4","","",""
"Very high transfer dependency","1988","secondary school degree","(2a) intermediate vocational","8","","",""
"Very high transfer dependency","1988","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1988","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1988","secondary school degree","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1988","secondary school degree","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1988","college entrance qualification","(0) in school","","","",""
"Very high transfer dependency","1988","college entrance qualification","(1a) inadequately completed","","","",""
"Very high transfer dependency","1988","college entrance qualification","(1b) general elementary school","","","",""
"Very high transfer dependency","1988","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1988","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1988","college entrance qualification","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1988","college entrance qualification","(2c_gen) general maturity certificate","3","","",""
"Very high transfer dependency","1988","college entrance qualification","(2c_voc) vocational maturity certificate","2","","",""
"Very high transfer dependency","1988","college entrance qualification","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","1988","college entrance qualification","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1988","Other degree","(0) in school","","","",""
"Very high transfer dependency","1988","Other degree","(1a) inadequately completed","","","",""
"Very high transfer dependency","1988","Other degree","(1b) general elementary school","17","","",""
"Very high transfer dependency","1988","Other degree","(1c) basic vocational qualification","3","","",""
"Very high transfer dependency","1988","Other degree","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1988","Other degree","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1988","Other degree","(2c_gen) general maturity certificate","4","","",""
"Very high transfer dependency","1988","Other degree","(2c_voc) vocational maturity certificate","1","","",""
"Very high transfer dependency","1988","Other degree","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1988","Other degree","(3b) higher tertiary education","","","",""
"Very high transfer dependency","1988","no degree/no degree yet","(0) in school","3","","",""
"Very high transfer dependency","1988","no degree/no degree yet","(1a) inadequately completed","23","","",""
"Very high transfer dependency","1988","no degree/no degree yet","(1b) general elementary school","","","",""
"Very high transfer dependency","1988","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Very high transfer dependency","1988","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Very high transfer dependency","1988","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Very high transfer dependency","1988","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Very high transfer dependency","1988","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very high transfer dependency","1988","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Very high transfer dependency","1988","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Very low transfer dependency","1989","lower secondary degree","(0) in school","","","",""
"Very low transfer dependency","1989","lower secondary degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","1989","lower secondary degree","(1b) general elementary school","1530","0.936091342061623","0.92429677422566","0.947885909897586"
"Very low transfer dependency","1989","lower secondary degree","(1c) basic vocational qualification","2851","0.95583351175312","0.948449112495675","0.963217911010565"
"Very low transfer dependency","1989","lower secondary degree","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","1989","lower secondary degree","(2a) intermediate vocational","","","",""
"Very low transfer dependency","1989","lower secondary degree","(2c_gen) general maturity certificate","6","","",""
"Very low transfer dependency","1989","lower secondary degree","(2c_voc) vocational maturity certificate","6","","",""
"Very low transfer dependency","1989","lower secondary degree","(3a) lower tertiary education","8","","",""
"Very low transfer dependency","1989","lower secondary degree","(3b) higher tertiary education","2","","",""
"Very low transfer dependency","1989","secondary school degree","(0) in school","","","",""
"Very low transfer dependency","1989","secondary school degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","1989","secondary school degree","(1b) general elementary school","","","",""
"Very low transfer dependency","1989","secondary school degree","(1c) basic vocational qualification","","","",""
"Very low transfer dependency","1989","secondary school degree","(2b) intermediate general qualification","376","0.946049286592332","0.923713189280321","0.968385383904344"
"Very low transfer dependency","1989","secondary school degree","(2a) intermediate vocational","1233","0.978231921552108","0.970174542767694","0.986289300336523"
"Very low transfer dependency","1989","secondary school degree","(2c_gen) general maturity certificate","2","","",""
"Very low transfer dependency","1989","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Very low transfer dependency","1989","secondary school degree","(3a) lower tertiary education","44","1","1","1"
"Very low transfer dependency","1989","secondary school degree","(3b) higher tertiary education","12","","",""
"Very low transfer dependency","1989","college entrance qualification","(0) in school","","","",""
"Very low transfer dependency","1989","college entrance qualification","(1a) inadequately completed","","","",""
"Very low transfer dependency","1989","college entrance qualification","(1b) general elementary school","","","",""
"Very low transfer dependency","1989","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very low transfer dependency","1989","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","1989","college entrance qualification","(2a) intermediate vocational","","","",""
"Very low transfer dependency","1989","college entrance qualification","(2c_gen) general maturity certificate","264","0.909558864959811","0.876434294544289","0.942683435375333"
"Very low transfer dependency","1989","college entrance qualification","(2c_voc) vocational maturity certificate","310","0.956501755554607","0.934291460070259","0.978712051038955"
"Very low transfer dependency","1989","college entrance qualification","(3a) lower tertiary education","172","0.980306179186001","0.959720038908065","1.00089231946394"
"Very low transfer dependency","1989","college entrance qualification","(3b) higher tertiary education","409","0.978885508951751","0.965070292802515","0.992700725100987"
"Very low transfer dependency","1989","Other degree","(0) in school","","","",""
"Very low transfer dependency","1989","Other degree","(1a) inadequately completed","","","",""
"Very low transfer dependency","1989","Other degree","(1b) general elementary school","500","0.882717828447328","0.855973133808671","0.909462523085985"
"Very low transfer dependency","1989","Other degree","(1c) basic vocational qualification","298","0.930577010896774","0.902552866381852","0.958601155411695"
"Very low transfer dependency","1989","Other degree","(2b) intermediate general qualification","","","",""
"Very low transfer dependency","1989","Other degree","(2a) intermediate vocational","","","",""
"Very low transfer dependency","1989","Other degree","(2c_gen) general maturity certificate","46","0.845186821620884","0.746870246570045","0.943503396671723"
