"transab_cat2","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1992","Mecklenburg-Western Pomerania","no migration background","341","0.869526685602806","0.836310340183959","0.902743031021653"
"Very low transfer dependency","1992","Mecklenburg-Western Pomerania","direct migration background","13","","",""
"Very low transfer dependency","1992","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Very low transfer dependency","1992","Saxony","no migration background","973","0.8851218168342","0.86639664561039","0.903846988058011"
"Very low transfer dependency","1992","Saxony","direct migration background","38","0.922725373030701","0.840989848733954","1.00446089732745"
"Very low transfer dependency","1992","Saxony","indirect migration background","2","","",""
"Very low transfer dependency","1992","Saxony-Anhalt","no migration background","670","0.900674578333371","0.879182630170155","0.922166526496587"
"Very low transfer dependency","1992","Saxony-Anhalt","direct migration background","31","0.910742159959444","0.813464743405359","1.00801957651353"
"Very low transfer dependency","1992","Saxony-Anhalt","indirect migration background","2","","",""
"Very low transfer dependency","1992","Thuringia","no migration background","569","0.882823487320724","0.858059657438635","0.907587317202814"
"Very low transfer dependency","1992","Thuringia","direct migration background","19","","",""
"Very low transfer dependency","1992","Thuringia","indirect migration background","1","","",""
"Low transfer dependency","1992","Schleswig-Holstein","no migration background","8","","",""
"Low transfer dependency","1992","Schleswig-Holstein","direct migration background","3","","",""
"Low transfer dependency","1992","Schleswig-Holstein","indirect migration background","","","",""
"Low transfer dependency","1992","Hamburg","no migration background","1","","",""
"Low transfer dependency","1992","Hamburg","direct migration background","","","",""
"Low transfer dependency","1992","Hamburg","indirect migration background","","","",""
"Low transfer dependency","1992","Lower Saxony","no migration background","14","","",""
"Low transfer dependency","1992","Lower Saxony","direct migration background","6","","",""
"Low transfer dependency","1992","Lower Saxony","indirect migration background","","","",""
"Low transfer dependency","1992","Bremen","no migration background","2","","",""
"Low transfer dependency","1992","Bremen","direct migration background","","","",""
"Low transfer dependency","1992","Bremen","indirect migration background","","","",""
"Low transfer dependency","1992","North Rhine-Westphalia","no migration background","52","0.0220173546820019","0.015208112052915","0.0288265973110889"
"Low transfer dependency","1992","North Rhine-Westphalia","direct migration background","28","","",""
"Low transfer dependency","1992","North Rhine-Westphalia","indirect migration background","7","","",""
"Low transfer dependency","1992","Hesse","no migration background","13","","",""
"Low transfer dependency","1992","Hesse","direct migration background","13","","",""
"Low transfer dependency","1992","Hesse","indirect migration background","1","","",""
"Low transfer dependency","1992","Rhineland-Palatinate,Saarland","no migration background","5","","",""
"Low transfer dependency","1992","Rhineland-Palatinate,Saarland","direct migration background","7","","",""
"Low transfer dependency","1992","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"Low transfer dependency","1992","Baden-Württemberg","no migration background","16","","",""
"Low transfer dependency","1992","Baden-Württemberg","direct migration background","35","0.0322199055522003","0.018858956589736","0.0455808545146646"
"Low transfer dependency","1992","Baden-Württemberg","indirect migration background","3","","",""
"Low transfer dependency","1992","Bavaria","no migration background","24","","",""
"Low transfer dependency","1992","Bavaria","direct migration background","10","","",""
"Low transfer dependency","1992","Bavaria","indirect migration background","4","","",""
"Low transfer dependency","1992","Berlin","no migration background","22","","",""
"Low transfer dependency","1992","Berlin","direct migration background","9","","",""
"Low transfer dependency","1992","Berlin","indirect migration background","6","","",""
"Low transfer dependency","1992","Brandenburg","no migration background","53","0.067250145757686","0.0478614638260551","0.0866388276893168"
"Low transfer dependency","1992","Brandenburg","direct migration background","2","","",""
"Low transfer dependency","1992","Brandenburg","indirect migration background","","","",""
"Low transfer dependency","1992","Mecklenburg-Western Pomerania","no migration background","47","0.113533574539323","0.0822480929401215","0.144819056138525"
"Low transfer dependency","1992","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Low transfer dependency","1992","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Low transfer dependency","1992","Saxony","no migration background","101","0.0786963079563067","0.0628844071818346","0.0945082087307787"
"Low transfer dependency","1992","Saxony","direct migration background","2","","",""
"Low transfer dependency","1992","Saxony","indirect migration background","","","",""
"Low transfer dependency","1992","Saxony-Anhalt","no migration background","68","0.088941977425404","0.0684875167912614","0.109396438059547"
"Low transfer dependency","1992","Saxony-Anhalt","direct migration background","2","","",""
"Low transfer dependency","1992","Saxony-Anhalt","indirect migration background","","","",""
"Low transfer dependency","1992","Thuringia","no migration background","71","0.0993501649481915","0.0763186306078915","0.122381699288492"
"Low transfer dependency","1992","Thuringia","direct migration background","3","","",""
"Low transfer dependency","1992","Thuringia","indirect migration background","1","","",""
"High transfer dependency","1992","Schleswig-Holstein","no migration background","4","","",""
"High transfer dependency","1992","Schleswig-Holstein","direct migration background","1","","",""
"High transfer dependency","1992","Schleswig-Holstein","indirect migration background","","","",""
"High transfer dependency","1992","Hamburg","no migration background","1","","",""
"High transfer dependency","1992","Hamburg","direct migration background","1","","",""
"High transfer dependency","1992","Hamburg","indirect migration background","","","",""
"High transfer dependency","1992","Lower Saxony","no migration background","16","","",""
"High transfer dependency","1992","Lower Saxony","direct migration background","4","","",""
"High transfer dependency","1992","Lower Saxony","indirect migration background","2","","",""
"High transfer dependency","1992","Bremen","no migration background","2","","",""
"High transfer dependency","1992","Bremen","direct migration background","1","","",""
"High transfer dependency","1992","Bremen","indirect migration background","","","",""
"High transfer dependency","1992","North Rhine-Westphalia","no migration background","9","","",""
"High transfer dependency","1992","North Rhine-Westphalia","direct migration background","12","","",""
"High transfer dependency","1992","North Rhine-Westphalia","indirect migration background","1","","",""
"High transfer dependency","1992","Hesse","no migration background","3","","",""
"High transfer dependency","1992","Hesse","direct migration background","5","","",""
"High transfer dependency","1992","Hesse","indirect migration background","","","",""
"High transfer dependency","1992","Rhineland-Palatinate,Saarland","no migration background","9","","",""
"High transfer dependency","1992","Rhineland-Palatinate,Saarland","direct migration background","1","","",""
"High transfer dependency","1992","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"High transfer dependency","1992","Baden-Württemberg","no migration background","5","","",""
"High transfer dependency","1992","Baden-Württemberg","direct migration background","3","","",""
"High transfer dependency","1992","Baden-Württemberg","indirect migration background","1","","",""
"High transfer dependency","1992","Bavaria","no migration background","8","","",""
"High transfer dependency","1992","Bavaria","direct migration background","1","","",""
"High transfer dependency","1992","Bavaria","indirect migration background","","","",""
"High transfer dependency","1992","Berlin","no migration background","13","","",""
"High transfer dependency","1992","Berlin","direct migration background","7","","",""
"High transfer dependency","1992","Berlin","indirect migration background","","","",""
"High transfer dependency","1992","Brandenburg","no migration background","17","","",""
"High transfer dependency","1992","Brandenburg","direct migration background","","","",""
"High transfer dependency","1992","Brandenburg","indirect migration background","","","",""
"High transfer dependency","1992","Mecklenburg-Western Pomerania","no migration background","5","","",""
"High transfer dependency","1992","Mecklenburg-Western Pomerania","direct migration background","","","",""
"High transfer dependency","1992","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"High transfer dependency","1992","Saxony","no migration background","31","0.025372227779855","0.0161379233557943","0.0346065322039157"
"High transfer dependency","1992","Saxony","direct migration background","","","",""
"High transfer dependency","1992","Saxony","indirect migration background","","","",""
"High transfer dependency","1992","Saxony-Anhalt","no migration background","1","","",""
"High transfer dependency","1992","Saxony-Anhalt","direct migration background","","","",""
"High transfer dependency","1992","Saxony-Anhalt","indirect migration background","","","",""
"High transfer dependency","1992","Thuringia","no migration background","3","","",""
"High transfer dependency","1992","Thuringia","direct migration background","1","","",""
"High transfer dependency","1992","Thuringia","indirect migration background","","","",""
"Very high transfer dependency","1992","Schleswig-Holstein","no migration background","5","","",""
"Very high transfer dependency","1992","Schleswig-Holstein","direct migration background","","","",""
"Very high transfer dependency","1992","Schleswig-Holstein","indirect migration background","","","",""
"Very high transfer dependency","1992","Hamburg","no migration background","2","","",""
"Very high transfer dependency","1992","Hamburg","direct migration background","2","","",""
"Very high transfer dependency","1992","Hamburg","indirect migration background","","","",""
"Very high transfer dependency","1992","Lower Saxony","no migration background","7","","",""
"Very high transfer dependency","1992","Lower Saxony","direct migration background","9","","",""
"Very high transfer dependency","1992","Lower Saxony","indirect migration background","2","","",""
"Very high transfer dependency","1992","Bremen","no migration background","1","","",""
"Very high transfer dependency","1992","Bremen","direct migration background","","","",""
"Very high transfer dependency","1992","Bremen","indirect migration background","","","",""
"Very high transfer dependency","1992","North Rhine-Westphalia","no migration background","19","","",""
"Very high transfer dependency","1992","North Rhine-Westphalia","direct migration background","14","","",""
"Very high transfer dependency","1992","North Rhine-Westphalia","indirect migration background","4","","",""
"Very high transfer dependency","1992","Hesse","no migration background","3","","",""
"Very high transfer dependency","1992","Hesse","direct migration background","7","","",""
"Very high transfer dependency","1992","Hesse","indirect migration background","1","","",""
"Very high transfer dependency","1992","Rhineland-Palatinate,Saarland","no migration background","5","","",""
"Very high transfer dependency","1992","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Very high transfer dependency","1992","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"Very high transfer dependency","1992","Baden-Württemberg","no migration background","7","","",""
"Very high transfer dependency","1992","Baden-Württemberg","direct migration background","8","","",""
"Very high transfer dependency","1992","Baden-Württemberg","indirect migration background","2","","",""
"Very high transfer dependency","1992","Bavaria","no migration background","9","","",""
"Very high transfer dependency","1992","Bavaria","direct migration background","6","","",""
"Very high transfer dependency","1992","Bavaria","indirect migration background","","","",""
"Very high transfer dependency","1992","Berlin","no migration background","9","","",""
"Very high transfer dependency","1992","Berlin","direct migration background","7","","",""
"Very high transfer dependency","1992","Berlin","indirect migration background","2","","",""
"Very high transfer dependency","1992","Brandenburg","no migration background","2","","",""
"Very high transfer dependency","1992","Brandenburg","direct migration background","","","",""
"Very high transfer dependency","1992","Brandenburg","indirect migration background","","","",""
"Very high transfer dependency","1992","Mecklenburg-Western Pomerania","no migration background","2","","",""
"Very high transfer dependency","1992","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very high transfer dependency","1992","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very high transfer dependency","1992","Saxony","no migration background","9","","",""
"Very high transfer dependency","1992","Saxony","direct migration background","1","","",""
"Very high transfer dependency","1992","Saxony","indirect migration background","","","",""
"Very high transfer dependency","1992","Saxony-Anhalt","no migration background","5","","",""
"Very high transfer dependency","1992","Saxony-Anhalt","direct migration background","","","",""
"Very high transfer dependency","1992","Saxony-Anhalt","indirect migration background","","","",""
"Very high transfer dependency","1992","Thuringia","no migration background","5","","",""
"Very high transfer dependency","1992","Thuringia","direct migration background","2","","",""
"Very high transfer dependency","1992","Thuringia","indirect migration background","","","",""
"Very low transfer dependency","1993","Schleswig-Holstein","no migration background","227","0.94282733801228","0.913873249040752","0.971781426983807"
"Very low transfer dependency","1993","Schleswig-Holstein","direct migration background","28","","",""
"Very low transfer dependency","1993","Schleswig-Holstein","indirect migration background","7","","",""
"Very low transfer dependency","1993","Hamburg","no migration background","101","0.94981739420811","0.908255835947311","0.991378952468909"
"Very low transfer dependency","1993","Hamburg","direct migration background","31","0.930236761850116","0.844608190732171","1.01586533296806"
"Very low transfer dependency","1993","Hamburg","indirect migration background","5","","",""
"Very low transfer dependency","1993","Lower Saxony","no migration background","762","0.943196898200957","0.927147383346921","0.959246413054992"
"Very low transfer dependency","1993","Lower Saxony","direct migration background","122","0.875834688748511","0.821973236771455","0.929696140725567"
"Very low transfer dependency","1993","Lower Saxony","indirect migration background","27","","",""
"Very low transfer dependency","1993","Bremen","no migration background","72","0.926856217571987","0.869073803657057","0.984638631486917"
"Very low transfer dependency","1993","Bremen","direct migration background","12","","",""
"Very low transfer dependency","1993","Bremen","indirect migration background","2","","",""
"Very low transfer dependency","1993","North Rhine-Westphalia","no migration background","1661","0.95152598902985","0.941449362070511","0.961602615989188"
"Very low transfer dependency","1993","North Rhine-Westphalia","direct migration background","575","0.941823903618484","0.923443239017106","0.960204568219862"
"Very low transfer dependency","1993","North Rhine-Westphalia","indirect migration background","129","0.967283984916959","0.937495733823517","0.997072236010402"
"Very low transfer dependency","1993","Hesse","no migration background","558","0.971272436722698","0.95763110479856","0.984913768646836"
"Very low transfer dependency","1993","Hesse","direct migration background","290","0.947491310173994","0.922741378585014","0.972241241762974"
"Very low transfer dependency","1993","Hesse","indirect migration background","47","0.903929450351353","0.823052380460595","0.984806520242111"
"Very low transfer dependency","1993","Rhineland-Palatinate,Saarland","no migration background","500","0.95900680649351","0.942030266980456","0.975983346006564"
"Very low transfer dependency","1993","Rhineland-Palatinate,Saarland","direct migration background","91","0.976365789014444","0.945819172037234","1.00691240599165"
"Very low transfer dependency","1993","Rhineland-Palatinate,Saarland","indirect migration background","14","","",""
"Very low transfer dependency","1993","Baden-Württemberg","no migration background","974","0.970619239324613","0.960178745863844","0.981059732785383"
"Very low transfer dependency","1993","Baden-Württemberg","direct migration background","611","0.936531295843103","0.918070447578918","0.954992144107289"
"Very low transfer dependency","1993","Baden-Württemberg","indirect migration background","109","0.929539477034512","0.883363729187245","0.975715224881779"
"Very low transfer dependency","1993","Bavaria","no migration background","1175","0.969646450728843","0.959983996138032","0.979308905319654"
"Very low transfer dependency","1993","Bavaria","direct migration background","316","0.945691948381513","0.921603124895266","0.96978077186776"
"Very low transfer dependency","1993","Bavaria","indirect migration background","68","0.997303078402498","0.985066181922883","1.00953997488211"
"Very low transfer dependency","1993","Berlin","no migration background","416","0.913945578421956","0.888400669506822","0.939490487337091"
"Very low transfer dependency","1993","Berlin","direct migration background","72","0.855116878739382","0.782397782549158","0.927835974929606"
"Very low transfer dependency","1993","Berlin","indirect migration background","13","","",""
"Very low transfer dependency","1993","Brandenburg","no migration background","489","0.842624794886064","0.813679260410119","0.871570329362009"
"Very low transfer dependency","1993","Brandenburg","direct migration background","18","","",""
"Very low transfer dependency","1993","Brandenburg","indirect migration background","2","","",""
"Very low transfer dependency","1993","Mecklenburg-Western Pomerania","no migration background","329","0.846097517674275","0.810052042995528","0.882142992353022"
"Very low transfer dependency","1993","Mecklenburg-Western Pomerania","direct migration background","10","","",""
"Very low transfer dependency","1993","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Very low transfer dependency","1993","Saxony","no migration background","862","0.826726137439577","0.804048199385595","0.84940407549356"
"Very low transfer dependency","1993","Saxony","direct migration background","34","0.883538104083265","0.781547335960723","0.985528872205808"
"Very low transfer dependency","1993","Saxony","indirect migration background","3","","",""
"Very low transfer dependency","1993","Saxony-Anhalt","no migration background","583","0.827240652703627","0.799235639446066","0.855245665961189"
"Very low transfer dependency","1993","Saxony-Anhalt","direct migration background","27","","",""
"Very low transfer dependency","1993","Saxony-Anhalt","indirect migration background","1","","",""
"Very low transfer dependency","1993","Thuringia","no migration background","503","0.80165602962187","0.770641531244285","0.832670527999456"
"Very low transfer dependency","1993","Thuringia","direct migration background","18","","",""
"Very low transfer dependency","1993","Thuringia","indirect migration background","2","","",""
"Low transfer dependency","1993","Schleswig-Holstein","no migration background","16","","",""
"Low transfer dependency","1993","Schleswig-Holstein","direct migration background","3","","",""
"Low transfer dependency","1993","Schleswig-Holstein","indirect migration background","","","",""
"Low transfer dependency","1993","Hamburg","no migration background","","","",""
"Low transfer dependency","1993","Hamburg","direct migration background","","","",""
"Low transfer dependency","1993","Hamburg","indirect migration background","","","",""
"Low transfer dependency","1993","Lower Saxony","no migration background","22","","",""
"Low transfer dependency","1993","Lower Saxony","direct migration background","11","","",""
"Low transfer dependency","1993","Lower Saxony","indirect migration background","6","","",""
"Low transfer dependency","1993","Bremen","no migration background","1","","",""
"Low transfer dependency","1993","Bremen","direct migration background","","","",""
"Low transfer dependency","1993","Bremen","indirect migration background","","","",""
"Low transfer dependency","1993","North Rhine-Westphalia","no migration background","45","0.0263050974104276","0.0187961030047284","0.0338140918161267"
"Low transfer dependency","1993","North Rhine-Westphalia","direct migration background","25","","",""
"Low transfer dependency","1993","North Rhine-Westphalia","indirect migration background","5","","",""
"Low transfer dependency","1993","Hesse","no migration background","14","","",""
"Low transfer dependency","1993","Hesse","direct migration background","13","","",""
"Low transfer dependency","1993","Hesse","indirect migration background","2","","",""
"Low transfer dependency","1993","Rhineland-Palatinate,Saarland","no migration background","12","","",""
"Low transfer dependency","1993","Rhineland-Palatinate,Saarland","direct migration background","2","","",""
"Low transfer dependency","1993","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"Low transfer dependency","1993","Baden-Württemberg","no migration background","17","","",""
"Low transfer dependency","1993","Baden-Württemberg","direct migration background","39","0.0429865687218456","0.027628518046516","0.0583446193971752"
"Low transfer dependency","1993","Baden-Württemberg","indirect migration background","3","","",""
"Low transfer dependency","1993","Bavaria","no migration background","22","","",""
"Low transfer dependency","1993","Bavaria","direct migration background","13","","",""
"Low transfer dependency","1993","Bavaria","indirect migration background","1","","",""
"Low transfer dependency","1993","Berlin","no migration background","21","","",""
"Low transfer dependency","1993","Berlin","direct migration background","4","","",""
"Low transfer dependency","1993","Berlin","indirect migration background","1","","",""
"Low transfer dependency","1993","Brandenburg","no migration background","91","0.11116347303607","0.0861779582584637","0.136148987813675"
"Low transfer dependency","1993","Brandenburg","direct migration background","","","",""
"Low transfer dependency","1993","Brandenburg","indirect migration background","","","",""
"Low transfer dependency","1993","Mecklenburg-Western Pomerania","no migration background","34","0.0854727146248923","0.0575453594278664","0.113400069821918"
"Low transfer dependency","1993","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Low transfer dependency","1993","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Low transfer dependency","1993","Saxony","no migration background","149","0.116467722991114","0.0972469785467397","0.135688467435489"
"Low transfer dependency","1993","Saxony","direct migration background","2","","",""
"Low transfer dependency","1993","Saxony","indirect migration background","","","",""
"Low transfer dependency","1993","Saxony-Anhalt","no migration background","89","0.118530225671808","0.0945850879589393","0.142475363384677"
"Low transfer dependency","1993","Saxony-Anhalt","direct migration background","4","","",""
"Low transfer dependency","1993","Saxony-Anhalt","indirect migration background","1","","",""
"Low transfer dependency","1993","Thuringia","no migration background","111","0.150009905980159","0.122236564753067","0.17778324720725"
"Low transfer dependency","1993","Thuringia","direct migration background","2","","",""
"Low transfer dependency","1993","Thuringia","indirect migration background","1","","",""
"High transfer dependency","1993","Schleswig-Holstein","no migration background","2","","",""
"High transfer dependency","1993","Schleswig-Holstein","direct migration background","1","","",""
"High transfer dependency","1993","Schleswig-Holstein","indirect migration background","","","",""
"High transfer dependency","1993","Hamburg","no migration background","3","","",""
"High transfer dependency","1993","Hamburg","direct migration background","1","","",""
"High transfer dependency","1993","Hamburg","indirect migration background","","","",""
"High transfer dependency","1993","Lower Saxony","no migration background","6","","",""
"High transfer dependency","1993","Lower Saxony","direct migration background","5","","",""
"High transfer dependency","1993","Lower Saxony","indirect migration background","1","","",""
"High transfer dependency","1993","Bremen","no migration background","3","","",""
"High transfer dependency","1993","Bremen","direct migration background","","","",""
"High transfer dependency","1993","Bremen","indirect migration background","","","",""
"High transfer dependency","1993","North Rhine-Westphalia","no migration background","14","","",""
"High transfer dependency","1993","North Rhine-Westphalia","direct migration background","12","","",""
"High transfer dependency","1993","North Rhine-Westphalia","indirect migration background","2","","",""
"High transfer dependency","1993","Hesse","no migration background","4","","",""
"High transfer dependency","1993","Hesse","direct migration background","7","","",""
"High transfer dependency","1993","Hesse","indirect migration background","","","",""
"High transfer dependency","1993","Rhineland-Palatinate,Saarland","no migration background","6","","",""
"High transfer dependency","1993","Rhineland-Palatinate,Saarland","direct migration background","1","","",""
"High transfer dependency","1993","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"High transfer dependency","1993","Baden-Württemberg","no migration background","4","","",""
"High transfer dependency","1993","Baden-Württemberg","direct migration background","9","","",""
"High transfer dependency","1993","Baden-Württemberg","indirect migration background","5","","",""
"High transfer dependency","1993","Bavaria","no migration background","6","","",""
"High transfer dependency","1993","Bavaria","direct migration background","8","","",""
"High transfer dependency","1993","Bavaria","indirect migration background","","","",""
"High transfer dependency","1993","Berlin","no migration background","13","","",""
"High transfer dependency","1993","Berlin","direct migration background","3","","",""
"High transfer dependency","1993","Berlin","indirect migration background","2","","",""
"High transfer dependency","1993","Brandenburg","no migration background","16","","",""
"High transfer dependency","1993","Brandenburg","direct migration background","","","",""
"High transfer dependency","1993","Brandenburg","indirect migration background","","","",""
"High transfer dependency","1993","Mecklenburg-Western Pomerania","no migration background","8","","",""
"High transfer dependency","1993","Mecklenburg-Western Pomerania","direct migration background","","","",""
"High transfer dependency","1993","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"High transfer dependency","1993","Saxony","no migration background","35","0.03381870502112","0.0229878185971546","0.0446495914450854"
"High transfer dependency","1993","Saxony","direct migration background","1","","",""
"High transfer dependency","1993","Saxony","indirect migration background","","","",""
"High transfer dependency","1993","Saxony-Anhalt","no migration background","19","","",""
"High transfer dependency","1993","Saxony-Anhalt","direct migration background","","","",""
"High transfer dependency","1993","Saxony-Anhalt","indirect migration background","","","",""
"High transfer dependency","1993","Thuringia","no migration background","12","","",""
"High transfer dependency","1993","Thuringia","direct migration background","2","","",""
"High transfer dependency","1993","Thuringia","indirect migration background","","","",""
"Very high transfer dependency","1993","Schleswig-Holstein","no migration background","2","","",""
"Very high transfer dependency","1993","Schleswig-Holstein","direct migration background","","","",""
"Very high transfer dependency","1993","Schleswig-Holstein","indirect migration background","1","","",""
"Very high transfer dependency","1993","Hamburg","no migration background","2","","",""
"Very high transfer dependency","1993","Hamburg","direct migration background","2","","",""
"Very high transfer dependency","1993","Hamburg","indirect migration background","","","",""
"Very high transfer dependency","1993","Lower Saxony","no migration background","9","","",""
"Very high transfer dependency","1993","Lower Saxony","direct migration background","6","","",""
"Very high transfer dependency","1993","Lower Saxony","indirect migration background","","","",""
"Very high transfer dependency","1993","Bremen","no migration background","2","","",""
"Very high transfer dependency","1993","Bremen","direct migration background","1","","",""
"Very high transfer dependency","1993","Bremen","indirect migration background","","","",""
"Very high transfer dependency","1993","North Rhine-Westphalia","no migration background","25","","",""
"Very high transfer dependency","1993","North Rhine-Westphalia","direct migration background","11","","",""
"Very high transfer dependency","1993","North Rhine-Westphalia","indirect migration background","1","","",""
"Very high transfer dependency","1993","Hesse","no migration background","","","",""
"Very high transfer dependency","1993","Hesse","direct migration background","2","","",""
"Very high transfer dependency","1993","Hesse","indirect migration background","2","","",""
"Very high transfer dependency","1993","Rhineland-Palatinate,Saarland","no migration background","6","","",""
"Very high transfer dependency","1993","Rhineland-Palatinate,Saarland","direct migration background","1","","",""
"Very high transfer dependency","1993","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Very high transfer dependency","1993","Baden-Württemberg","no migration background","10","","",""
"Very high transfer dependency","1993","Baden-Württemberg","direct migration background","11","","",""
"Very high transfer dependency","1993","Baden-Württemberg","indirect migration background","1","","",""
"Very high transfer dependency","1993","Bavaria","no migration background","8","","",""
"Very high transfer dependency","1993","Bavaria","direct migration background","3","","",""
"Very high transfer dependency","1993","Bavaria","indirect migration background","","","",""
"Very high transfer dependency","1993","Berlin","no migration background","13","","",""
"Very high transfer dependency","1993","Berlin","direct migration background","11","","",""
"Very high transfer dependency","1993","Berlin","indirect migration background","3","","",""
"Very high transfer dependency","1993","Brandenburg","no migration background","12","","",""
"Very high transfer dependency","1993","Brandenburg","direct migration background","","","",""
"Very high transfer dependency","1993","Brandenburg","indirect migration background","","","",""
"Very high transfer dependency","1993","Mecklenburg-Western Pomerania","no migration background","14","","",""
"Very high transfer dependency","1993","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very high transfer dependency","1993","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very high transfer dependency","1993","Saxony","no migration background","24","","",""
"Very high transfer dependency","1993","Saxony","direct migration background","1","","",""
"Very high transfer dependency","1993","Saxony","indirect migration background","","","",""
"Very high transfer dependency","1993","Saxony-Anhalt","no migration background","9","","",""
"Very high transfer dependency","1993","Saxony-Anhalt","direct migration background","1","","",""
"Very high transfer dependency","1993","Saxony-Anhalt","indirect migration background","","","",""
"Very high transfer dependency","1993","Thuringia","no migration background","9","","",""
"Very high transfer dependency","1993","Thuringia","direct migration background","1","","",""
"Very high transfer dependency","1993","Thuringia","indirect migration background","","","",""
"Very low transfer dependency","1994","Schleswig-Holstein","no migration background","234","0.905704810438643","0.869906196277988","0.941503424599298"
"Very low transfer dependency","1994","Schleswig-Holstein","direct migration background","23","","",""
"Very low transfer dependency","1994","Schleswig-Holstein","indirect migration background","5","","",""
"Very low transfer dependency","1994","Hamburg","no migration background","95","0.943876099713859","0.899209856956058","0.988542342471659"
"Very low transfer dependency","1994","Hamburg","direct migration background","29","","",""
"Very low transfer dependency","1994","Hamburg","indirect migration background","7","","",""
"Very low transfer dependency","1994","Lower Saxony","no migration background","765","0.942202207607372","0.926021318354418","0.958383096860327"
"Very low transfer dependency","1994","Lower Saxony","direct migration background","113","0.868087732503407","0.810359863271196","0.925815601735619"
"Very low transfer dependency","1994","Lower Saxony","indirect migration background","29","","",""
"Very low transfer dependency","1994","Bremen","no migration background","67","0.900356229470153","0.832112226297192","0.968600232643115"
"Very low transfer dependency","1994","Bremen","direct migration background","11","","",""
"Very low transfer dependency","1994","Bremen","indirect migration background","1","","",""
"Very low transfer dependency","1994","North Rhine-Westphalia","no migration background","1635","0.947391189277441","0.936886281010904","0.957896097543979"
"Very low transfer dependency","1994","North Rhine-Westphalia","direct migration background","507","0.907748026364552","0.88421756109482","0.931278491634283"
"Very low transfer dependency","1994","North Rhine-Westphalia","indirect migration background","133","0.961218216651898","0.929792226198571","0.992644207105224"
"Very low transfer dependency","1994","Hesse","no migration background","538","0.951535047914452","0.933859094427399","0.969211001401504"
"Very low transfer dependency","1994","Hesse","direct migration background","275","0.925405591416232","0.895674786940413","0.955136395892052"
"Very low transfer dependency","1994","Hesse","indirect migration background","54","0.924571194114259","0.856014564497837","0.993127823730681"
"Very low transfer dependency","1994","Rhineland-Palatinate,Saarland","no migration background","497","0.961768979158385","0.945271874026554","0.978266084290216"
"Very low transfer dependency","1994","Rhineland-Palatinate,Saarland","direct migration background","84","0.771789772195064","0.690344652315798","0.853234892074329"
"Very low transfer dependency","1994","Rhineland-Palatinate,Saarland","indirect migration background","12","","",""
"Very low transfer dependency","1994","Baden-Württemberg","no migration background","939","0.962440073240198","0.950536310276994","0.974343836203401"
"Very low transfer dependency","1994","Baden-Württemberg","direct migration background","573","0.923525446923976","0.902871529313266","0.944179364534686"
"Very low transfer dependency","1994","Baden-Württemberg","indirect migration background","113","0.940145480619024","0.898888994484836","0.981401966753213"
"Very low transfer dependency","1994","Bavaria","no migration background","1168","0.977169306991565","0.968693670444111","0.985644943539019"
"Very low transfer dependency","1994","Bavaria","direct migration background","312","0.950320932904464","0.926913383005794","0.973728482803133"
"Very low transfer dependency","1994","Bavaria","indirect migration background","69","1","1","1"
"Very low transfer dependency","1994","Berlin","no migration background","400","0.903885510716205","0.876438353397358","0.931332668035052"
"Very low transfer dependency","1994","Berlin","direct migration background","65","0.771118557742413","0.682840182191099","0.859396933293728"
"Very low transfer dependency","1994","Berlin","indirect migration background","13","","",""
"Very low transfer dependency","1994","Brandenburg","no migration background","486","0.865563688890627","0.837921147658077","0.893206230123177"
"Very low transfer dependency","1994","Brandenburg","direct migration background","16","","",""
"Very low transfer dependency","1994","Brandenburg","indirect migration background","1","","",""
"Very low transfer dependency","1994","Mecklenburg-Western Pomerania","no migration background","312","0.786760121188001","0.746418264629414","0.827101977746588"
"Very low transfer dependency","1994","Mecklenburg-Western Pomerania","direct migration background","9","","",""
"Very low transfer dependency","1994","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Very low transfer dependency","1994","Saxony","no migration background","869","0.818207797337903","0.795131418348969","0.841284176326838"
"Very low transfer dependency","1994","Saxony","direct migration background","35","0.818774465331453","0.700865181213641","0.936683749449266"
"Very low transfer dependency","1994","Saxony","indirect migration background","4","","",""
