"transab_cat2","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2002","Urban Area","Male","6797","0.907041378299535","0.900422768841342","0.913659987757729"
"High transfer dependency","2003","Rural Area","Female","100","0.0269042856056634","0.0217235103031549","0.032085060908172"
"High transfer dependency","2003","Rural Area","Male","88","0.0273951890767627","0.0220027888646592","0.0327875892888662"
"High transfer dependency","2003","Urban Area","Female","137","0.0192791843211801","0.0162132725047552","0.022345096137605"
"High transfer dependency","2003","Urban Area","Male","113","0.0166685242787535","0.0136962200592111","0.0196408284982958"
"Low transfer dependency","2003","Rural Area","Female","333","0.0839980451294997","0.075116489625799","0.0928796006332004"
"Low transfer dependency","2003","Rural Area","Male","294","0.0819120175105333","0.072852757553018","0.0909712774680487"
"Low transfer dependency","2003","Urban Area","Female","416","0.0528874796658492","0.0478972577466757","0.0578777015850226"
"Low transfer dependency","2003","Urban Area","Male","362","0.0485359289895158","0.0435468247091828","0.0535250332698488"
"Very high transfer dependency","2003","Rural Area","Female","122","0.0353736268102414","0.0294590237304722","0.0412882298900105"
"Very high transfer dependency","2003","Rural Area","Male","98","0.0323904243228279","0.0265420500659877","0.0382387985796681"
"Very high transfer dependency","2003","Urban Area","Female","204","0.0350859825922358","0.0309834337098802","0.0391885314745914"
"Very high transfer dependency","2003","Urban Area","Male","155","0.0347066864260505","0.0304572539116299","0.038956118940471"
"Very low transfer dependency","2003","Rural Area","Female","3192","0.853724042454596","0.842409122774765","0.865038962134426"
"Very low transfer dependency","2003","Rural Area","Male","3040","0.858302369089876","0.846781686550058","0.869823051629694"
"Very low transfer dependency","2003","Urban Area","Female","6970","0.892747353420735","0.885847959694625","0.899646747146845"
"Very low transfer dependency","2003","Urban Area","Male","6497","0.90008886030568","0.893126694505728","0.907051026105632"
"High transfer dependency","2004","Rural Area","Female","84","0.0240153085008213","0.0190722593054634","0.0289583576961792"
"High transfer dependency","2004","Rural Area","Male","89","0.0328834841408106","0.0269328005751937","0.0388341677064274"
"High transfer dependency","2004","Urban Area","Female","148","0.0212195995049649","0.0179632206866168","0.024475978323313"
"High transfer dependency","2004","Urban Area","Male","119","0.0168712893321511","0.0138311619731199","0.0199114166911823"
"Low transfer dependency","2004","Rural Area","Female","340","0.094692162038889","0.0852388389439208","0.104145485133857"
"Low transfer dependency","2004","Rural Area","Male","302","0.08278894908066","0.0735937874483161","0.0919841107130038"
"Low transfer dependency","2004","Urban Area","Female","404","0.0541115700097951","0.048999595005145","0.0592235450144452"
"Low transfer dependency","2004","Urban Area","Male","342","0.0520132913350301","0.046771608442647","0.0572549742274131"
"Very high transfer dependency","2004","Rural Area","Female","127","0.0368370727148874","0.0307554177185592","0.0429187277112156"
"Very high transfer dependency","2004","Rural Area","Male","107","0.0411213820098828","0.034495339593068","0.0477474244266977"
"Very high transfer dependency","2004","Urban Area","Female","210","0.0354083213869727","0.0312324403076045","0.0395842024663409"
"Very high transfer dependency","2004","Urban Area","Male","165","0.0322499462265557","0.0280797302194449","0.0364201622336666"
"Very low transfer dependency","2004","Rural Area","Female","3134","0.844455456745402","0.832753860524979","0.856157052965825"
"Very low transfer dependency","2004","Rural Area","Male","2952","0.843206184768647","0.831073137233817","0.855339232303476"
"Very low transfer dependency","2004","Urban Area","Female","6762","0.889260509098267","0.882169803370606","0.896351214825929"
"Very low transfer dependency","2004","Urban Area","Male","6268","0.898865473106263","0.8917482672986","0.905982678913926"
"High transfer dependency","2005","Rural Area","Female","111","0.0285923694765088","0.0230992658529177","0.0340854731000999"
"High transfer dependency","2005","Rural Area","Male","94","0.0283684921095836","0.0226867686757988","0.0340502155433685"
"High transfer dependency","2005","Urban Area","Female","152","0.0250401575695822","0.0214371007158204","0.0286432144233439"
"High transfer dependency","2005","Urban Area","Male","113","0.0209285317553154","0.0174719417184341","0.0243851217921967"
"Low transfer dependency","2005","Rural Area","Female","335","0.103496848428716","0.0934569010676614","0.113536795789771"
"Low transfer dependency","2005","Rural Area","Male","308","0.101242270235625","0.0909190919939478","0.111565448477301"
"Low transfer dependency","2005","Urban Area","Female","399","0.0540125550768674","0.0488000166488543","0.0592250935048805"
"Low transfer dependency","2005","Urban Area","Male","346","0.0507408100128477","0.0454412184636648","0.0560404015620306"
"Very high transfer dependency","2005","Rural Area","Female","134","0.0398168803503518","0.0333721817539657","0.0462615789467378"
"Very high transfer dependency","2005","Rural Area","Male","107","0.0452246552564025","0.0381133487209118","0.0523359617918932"
"Very high transfer dependency","2005","Urban Area","Female","212","0.0365299131221928","0.0322037523020476","0.040856073942338"
"Very high transfer dependency","2005","Urban Area","Male","165","0.0354275599129882","0.030963712498896","0.0398914073270803"
"Very low transfer dependency","2005","Rural Area","Female","2956","0.828093901744423","0.815657996688286","0.840529806800561"
"Very low transfer dependency","2005","Rural Area","Male","2771","0.825164582398389","0.812165994770447","0.838163170026331"
"Very low transfer dependency","2005","Urban Area","Female","6461","0.884417374231358","0.877044545705441","0.891790202757274"
"Very low transfer dependency","2005","Urban Area","Male","5964","0.892903098318849","0.885435827297068","0.90037036934063"
"High transfer dependency","2006","Rural Area","Female","137","0.0402234288512208","0.0340410324865976","0.0464058252158441"
"High transfer dependency","2006","Rural Area","Male","98","0.0292529131397685","0.0237366989666692","0.0347691273128679"
"High transfer dependency","2006","Urban Area","Female","176","0.0272404991668623","0.0236147001009538","0.0308662982327707"
"High transfer dependency","2006","Urban Area","Male","147","0.0230490016435067","0.0195397194759448","0.0265582838110685"
"Low transfer dependency","2006","Rural Area","Female","288","0.0702593380934108","0.0622173177423761","0.0783013584444456"
"Low transfer dependency","2006","Rural Area","Male","287","0.0797830717678408","0.0709134725385438","0.0886526709971378"
"Low transfer dependency","2006","Urban Area","Female","410","0.0587520079505003","0.0535141122085206","0.0639899036924799"
"Low transfer dependency","2006","Urban Area","Male","369","0.058455754361656","0.0529693243808324","0.0639421843424796"
"Very high transfer dependency","2006","Rural Area","Female","166","0.0505669459079899","0.0436725254712516","0.0574613663447281"
"Very high transfer dependency","2006","Rural Area","Male","139","0.052189582348852","0.0449091669321455","0.0594699977655585"
"Very high transfer dependency","2006","Urban Area","Female","277","0.0469475488857787","0.0422360583384928","0.0516590394330646"
"Very high transfer dependency","2006","Urban Area","Male","201","0.0406956979891365","0.0360749925239507","0.0453164034543223"
"Very low transfer dependency","2006","Rural Area","Female","3289","0.838950287147379","0.827384363548656","0.850516210746101"
"Very low transfer dependency","2006","Rural Area","Male","3061","0.838774432743539","0.826736745381341","0.850812120105736"
"Very low transfer dependency","2006","Urban Area","Female","6880","0.867059943996859","0.859497782432315","0.874622105561402"
"Very low transfer dependency","2006","Urban Area","Male","6307","0.877799546005701","0.870140231105297","0.885458860906105"
"High transfer dependency","2007","Rural Area","Female","102","0.0308833659462698","0.0252686143523519","0.0364981175401877"
"High transfer dependency","2007","Rural Area","Male","78","0.0282925818822805","0.0227151759850545","0.0338699877795065"
"High transfer dependency","2007","Urban Area","Female","172","0.0287145167667908","0.0248714005280531","0.0325576330055285"
"High transfer dependency","2007","Urban Area","Male","136","0.0272216290123254","0.0232756409205123","0.0311676171041385"
"Low transfer dependency","2007","Rural Area","Female","295","0.0782798833775096","0.0695621250097592","0.08699764174526"
"Low transfer dependency","2007","Rural Area","Male","273","0.0770742513468935","0.0681027269920805","0.0860457757017066"
"Low transfer dependency","2007","Urban Area","Female","368","0.0594458255311178","0.0540044098440384","0.0648872412181972"
"Low transfer dependency","2007","Urban Area","Male","301","0.050416684717977","0.0451109511028048","0.0557224183331493"
"Very high transfer dependency","2007","Rural Area","Female","149","0.0463740352614836","0.039548971909781","0.0531990986131862"
"Very high transfer dependency","2007","Rural Area","Male","125","0.0445641741503283","0.0376231765534573","0.0515051717471993"
"Very high transfer dependency","2007","Urban Area","Female","254","0.0447072263932098","0.039951504768656","0.0494629480177635"
"Very high transfer dependency","2007","Urban Area","Male","185","0.0400450919182925","0.035290734516444","0.044799449320141"
"Very low transfer dependency","2007","Rural Area","Female","3101","0.844462715414737","0.832700538552306","0.856224892277168"
"Very low transfer dependency","2007","Rural Area","Male","2919","0.850068992620498","0.838060153721411","0.862077831519584"
"Very low transfer dependency","2007","Urban Area","Female","6460","0.867132431308882","0.85932134342552","0.874943519192244"
"Very low transfer dependency","2007","Urban Area","Male","5911","0.882316594351405","0.874502806789818","0.890130381912992"
"High transfer dependency","2008","Rural Area","Female","76","0.0240845602233274","0.0189380831169321","0.0292310373297228"
"High transfer dependency","2008","Rural Area","Male","65","0.0248796007235317","0.0194753497055015","0.0302838517415618"
"High transfer dependency","2008","Urban Area","Female","141","0.0274097909794418","0.0235344889632767","0.031285092995607"
"High transfer dependency","2008","Urban Area","Male","112","0.0239453733497833","0.0201208041995984","0.0277699424999683"
"Low transfer dependency","2008","Rural Area","Female","219","0.070770694817641","0.0621622882729184","0.0793791013623637"
"Low transfer dependency","2008","Rural Area","Male","220","0.0792493411360394","0.0698768823748371","0.0886217998972418"
"Low transfer dependency","2008","Urban Area","Female","345","0.0532730820386029","0.047942752983077","0.0586034110941287"
"Low transfer dependency","2008","Urban Area","Male","276","0.0463253587002721","0.0410670732105362","0.051583644190008"
"Very high transfer dependency","2008","Rural Area","Female","153","0.04632548124737","0.0392697074426152","0.0533812550521249"
"Very high transfer dependency","2008","Rural Area","Male","103","0.0361367933826542","0.0296613845042636","0.0426122022610449"
"Very high transfer dependency","2008","Urban Area","Female","215","0.0448326676025299","0.0399210475187103","0.0497442876863495"
"Very high transfer dependency","2008","Urban Area","Male","143","0.0346798555701641","0.0301025598254866","0.0392571513148415"
"Very low transfer dependency","2008","Rural Area","Female","2961","0.858819263711661","0.847130375632105","0.870508151791218"
"Very low transfer dependency","2008","Rural Area","Male","2803","0.859734264757775","0.847685497838012","0.871783031677537"
"Very low transfer dependency","2008","Urban Area","Female","6118","0.874484459379425","0.866621019978278","0.882347898780572"
"Very low transfer dependency","2008","Urban Area","Male","5607","0.89504941237978","0.887381968743751","0.90271685601581"
"High transfer dependency","2009","Rural Area","Female","81","0.0270376675854491","0.0214528600413066","0.0326224751295916"
"High transfer dependency","2009","Rural Area","Male","49","0.0221712895878462","0.0169406760137712","0.0274019031619211"
"High transfer dependency","2009","Urban Area","Female","122","0.0215255697279927","0.017941030707507","0.0251101087484784"
"High transfer dependency","2009","Urban Area","Male","87","0.0166709265615758","0.0133467960118832","0.0199950571112684"
"Low transfer dependency","2009","Rural Area","Female","229","0.0726846124433981","0.0637451674035531","0.0816240574832431"
"Low transfer dependency","2009","Rural Area","Male","213","0.0709045262714363","0.0617866662827484","0.0800223862601242"
"Low transfer dependency","2009","Urban Area","Female","321","0.0596392443980743","0.0537900701569991","0.0654884186391494"
"Low transfer dependency","2009","Urban Area","Male","239","0.0533275879630541","0.047494149868203","0.0591610260579052"
"Very high transfer dependency","2009","Rural Area","Female","111","0.0384395860154378","0.0318196586446471","0.0450595133862286"
"Very high transfer dependency","2009","Rural Area","Male","88","0.0349248567058406","0.0284029640205811","0.0414467493911001"
"Very high transfer dependency","2009","Urban Area","Female","162","0.033515731338312","0.029070411749183","0.0379610509274411"
"Very high transfer dependency","2009","Urban Area","Male","125","0.0333533155732975","0.0286915315230075","0.0380150996235875"
"Very low transfer dependency","2009","Rural Area","Female","2819","0.861838133955715","0.849956325845084","0.873719942066346"
"Very low transfer dependency","2009","Rural Area","Male","2694","0.871999327434877","0.860130987751369","0.883867667118385"
"Very low transfer dependency","2009","Urban Area","Female","5692","0.885319454535621","0.877449429331156","0.893189479740086"
"Very low transfer dependency","2009","Urban Area","Male","5248","0.896648169902073","0.888744680388962","0.904551659415183"
"High transfer dependency","2010","Rural Area","Female","251","0.0300990410778281","0.025082934006357","0.0351151481492991"
"High transfer dependency","2010","Rural Area","Male","126","0.0232392987986973","0.0184640638084841","0.0280145337889105"
"High transfer dependency","2010","Urban Area","Female","374","0.0297667776575064","0.0261928795954431","0.0333406757195698"
"High transfer dependency","2010","Urban Area","Male","194","0.0214093602931885","0.0180655275664266","0.0247531930199505"
"Low transfer dependency","2010","Rural Area","Female","479","0.0616685287805892","0.0546063824984726","0.0687306750627058"
"Low transfer dependency","2010","Rural Area","Male","392","0.0604344455611545","0.0528818720055547","0.0679870191167544"
"Low transfer dependency","2010","Urban Area","Female","763","0.059640371596448","0.0546600735182159","0.0646206696746801"
"Low transfer dependency","2010","Urban Area","Male","569","0.0598810504529753","0.0543998172690842","0.0653622836368664"
"Very high transfer dependency","2010","Rural Area","Female","277","0.0328099709179464","0.027580164640449","0.0380397771954439"
"Very high transfer dependency","2010","Rural Area","Male","161","0.0329327773786395","0.0272764874764525","0.0385890672808266"
"Very high transfer dependency","2010","Urban Area","Female","511","0.0384950264743898","0.0344491161059592","0.0425409368428205"
"Very high transfer dependency","2010","Urban Area","Male","311","0.0446016121661598","0.0398328056702942","0.0493704186620254"
"Very low transfer dependency","2010","Rural Area","Female","3450","0.875422459223636","0.865727287789116","0.885117630658157"
"Very low transfer dependency","2010","Rural Area","Male","3145","0.883393478261509","0.873220979068998","0.893565977454019"
"Very low transfer dependency","2010","Urban Area","Female","7038","0.872097824271656","0.865074224660063","0.879121423883248"
"Very low transfer dependency","2010","Urban Area","Male","6124","0.874107977087676","0.866444536095381","0.881771418079971"
"High transfer dependency","2011","Rural Area","Female","302","0.0356948742876936","0.0307769286920947","0.0406128198832925"
"High transfer dependency","2011","Rural Area","Male","172","0.0296683407347281","0.0248015476324325","0.0345351338370237"
"High transfer dependency","2011","Urban Area","Female","458","0.0326508629837147","0.0292003898777861","0.0361013360896433"
"High transfer dependency","2011","Urban Area","Male","275","0.0322508535356539","0.0284701651331162","0.0360315419381916"
"Low transfer dependency","2011","Rural Area","Female","603","0.0693353301685121","0.0626017278801193","0.0760689324569048"
"Low transfer dependency","2011","Rural Area","Male","467","0.0648956757610138","0.0578296687131922","0.0719616828088355"
"Low transfer dependency","2011","Urban Area","Female","895","0.0547576687629374","0.0503406042057378","0.0591747333201369"
"Low transfer dependency","2011","Urban Area","Male","695","0.0521496192946531","0.0473917298582137","0.0569075087310925"
"Very high transfer dependency","2011","Rural Area","Female","313","0.033032717733831","0.0282951918353404","0.0377702436323217"
"Very high transfer dependency","2011","Rural Area","Male","194","0.0343709802972782","0.0291453670024519","0.0395965935921044"
"Very high transfer dependency","2011","Urban Area","Female","602","0.0386266096962391","0.034885253696109","0.0423679656963692"
"Very high transfer dependency","2011","Urban Area","Male","336","0.036626930170184","0.0326070196025692","0.0406468407377989"
"Very low transfer dependency","2011","Rural Area","Female","4249","0.861937077809963","0.85279279043076","0.871081365189167"
"Very low transfer dependency","2011","Rural Area","Male","3836","0.87106500320698","0.86145227100371","0.88067773541025"
"Very low transfer dependency","2011","Urban Area","Female","8236","0.873964858557109","0.867521200260891","0.880408516853327"
"Very low transfer dependency","2011","Urban Area","Male","7082","0.878972596999509","0.871992709784434","0.885952484214584"
"High transfer dependency","2012","Rural Area","Female","282","0.0384071300250812","0.033294201456989","0.0435200585931734"
"High transfer dependency","2012","Rural Area","Male","171","0.0321787298629937","0.0271075353575712","0.0372499243684163"
"High transfer dependency","2012","Urban Area","Female","428","0.028880307079649","0.0255767424958328","0.0321838716634653"
"High transfer dependency","2012","Urban Area","Male","237","0.0258387437540611","0.0223894189995828","0.0292880685085394"
"Low transfer dependency","2012","Rural Area","Female","522","0.0628701695186117","0.0564122834752987","0.0693280555619247"
"Low transfer dependency","2012","Rural Area","Male","383","0.055986662530564","0.0493803427392642","0.0625929823218639"
"Low transfer dependency","2012","Urban Area","Female","758","0.0526246247884519","0.0482200796010238","0.0570291699758801"
"Low transfer dependency","2012","Urban Area","Male","564","0.0515115508646579","0.0467059101652838","0.056317191564032"
"Very high transfer dependency","2012","Rural Area","Female","257","0.0266035671375032","0.0223221948674436","0.0308849394075627"
"Very high transfer dependency","2012","Rural Area","Male","173","0.0343122269822269","0.0290813915434264","0.0395430624210275"
"Very high transfer dependency","2012","Urban Area","Female","536","0.038564366021349","0.0347659832885669","0.0423627487541312"
"Very high transfer dependency","2012","Urban Area","Male","300","0.0346853058251356","0.0307070731168535","0.0386635385334177"
"Very low transfer dependency","2012","Rural Area","Female","4366","0.872119133318804","0.863234103841763","0.881004162795845"
"Very low transfer dependency","2012","Rural Area","Male","3925","0.877522380624215","0.868101625679015","0.886943135569415"
"Very low transfer dependency","2012","Urban Area","Female","8150","0.87993070211055","0.873518816899316","0.886342587321784"
"Very low transfer dependency","2012","Urban Area","Male","7026","0.887964399556145","0.88110701095273","0.894821788159561"
"High transfer dependency","2013","Rural Area","Female","265","0.0315535613781931","0.0269820703226701","0.0361250524337161"
"High transfer dependency","2013","Rural Area","Male","178","0.0296491335451614","0.024866138021876","0.0344321290684469"
"High transfer dependency","2013","Urban Area","Female","577","0.0288176529936697","0.0257251794410127","0.0319101265463267"
"High transfer dependency","2013","Urban Area","Male","360","0.0259422410030243","0.0227191113478411","0.0291653706582076"
"Low transfer dependency","2013","Rural Area","Female","489","0.0634406069671551","0.0570660911108788","0.0698151228234313"
"Low transfer dependency","2013","Rural Area","Male","370","0.0581653498354475","0.0515652717061557","0.0647654279647394"
"Low transfer dependency","2013","Urban Area","Female","942","0.0560295707972658","0.051778345285645","0.0602807963088866"
"Low transfer dependency","2013","Urban Area","Male","676","0.0515528636959799","0.047069389874279","0.0560363375176808"
"Very high transfer dependency","2013","Rural Area","Female","313","0.0316678777936713","0.0270883834318928","0.0362473721554497"
"Very high transfer dependency","2013","Rural Area","Male","225","0.0420765952434154","0.0364153071020863","0.0477378833847445"
"Very high transfer dependency","2013","Urban Area","Female","675","0.0415839797097006","0.0378936399025123","0.045274319516889"
"Very high transfer dependency","2013","Urban Area","Male","435","0.0381281529874413","0.0342451907522345","0.0420111152226481"
"Very low transfer dependency","2013","Rural Area","Female","4550","0.873337953860981","0.864640136260106","0.882035771461855"
"Very low transfer dependency","2013","Rural Area","Male","4058","0.870108921375976","0.860628971421215","0.879588871330736"
"Very low transfer dependency","2013","Urban Area","Female","9048","0.873568796499364","0.867425492695324","0.879712100303404"
"Very low transfer dependency","2013","Urban Area","Male","7873","0.884376742313554","0.877893041994317","0.890860442632792"
"High transfer dependency","2014","Rural Area","Female","234","0.0290408983531772","0.0244012692207419","0.0336805274856125"
"High transfer dependency","2014","Rural Area","Male","169","0.0317345115781561","0.0265532801185286","0.0369157430377836"
"High transfer dependency","2014","Urban Area","Female","443","0.0312944695598603","0.0278513214398498","0.0347376176798707"
"High transfer dependency","2014","Urban Area","Male","291","0.0272233564600493","0.0237202912007541","0.0307264217193445"
"Low transfer dependency","2014","Rural Area","Female","464","0.0677293932258746","0.0607865499297694","0.0746722365219798"
"Low transfer dependency","2014","Rural Area","Male","359","0.0571934813107829","0.0503298426354888","0.0640571199860769"
"Low transfer dependency","2014","Urban Area","Female","778","0.0576665362309943","0.0530566494526654","0.0622764230093232"
"Low transfer dependency","2014","Urban Area","Male","582","0.055608708709164","0.0506756280360848","0.0605417893822433"
"Very high transfer dependency","2014","Rural Area","Female","237","0.0307153028917753","0.0259479109935","0.0354826947900507"
"Very high transfer dependency","2014","Rural Area","Male","165","0.0415176701015284","0.0356213860075017","0.0474139541955551"
"Very high transfer dependency","2014","Urban Area","Female","574","0.0417541057511496","0.0377984900145568","0.0457097214877424"
"Very high transfer dependency","2014","Urban Area","Male","396","0.043056326146597","0.0386868185502227","0.0474258337429713"
"Very low transfer dependency","2014","Rural Area","Female","4097","0.872514405529173","0.863299420488321","0.881729390570025"
"Very low transfer dependency","2014","Rural Area","Male","3704","0.869554337009533","0.859599525455616","0.879509148563449"
"Very low transfer dependency","2014","Urban Area","Female","8028","0.869284888457996","0.862618816722789","0.875950960193202"
"Very low transfer dependency","2014","Urban Area","Male","7021","0.87411160868419","0.866970804702497","0.881252412665882"
"High transfer dependency","2015","Rural Area","Female","209","0.0256742236869435","0.0212744234269308","0.0300740239469561"
"High transfer dependency","2015","Rural Area","Male","149","0.0256280189744811","0.0209147016037741","0.0303413363451881"
"High transfer dependency","2015","Urban Area","Female","431","0.0326920227559304","0.0291631358920374","0.0362209096198234"
"High transfer dependency","2015","Urban Area","Male","277","0.0247921943950789","0.0214361129289718","0.028148275861186"
"Low transfer dependency","2015","Rural Area","Female","403","0.0628180938042702","0.0560683618087984","0.0695678257997421"
"Low transfer dependency","2015","Rural Area","Male","303","0.0496864392751468","0.0432051833223324","0.0561676952279611"
"Low transfer dependency","2015","Urban Area","Female","712","0.0529594629671973","0.0485152943846315","0.057403631549763"
"Low transfer dependency","2015","Urban Area","Male","509","0.0500994305106176","0.0453909378867848","0.0548079231344505"
"Very high transfer dependency","2015","Rural Area","Female","242","0.0299650915933851","0.0252223038259227","0.0347078793608474"
"Very high transfer dependency","2015","Rural Area","Male","192","0.0490807921006998","0.0426371061842269","0.0555244780171726"
"Very high transfer dependency","2015","Urban Area","Female","600","0.0403590097579299","0.0364536675048128","0.0442643520110471"
"Very high transfer dependency","2015","Urban Area","Male","443","0.0448507406016345","0.0403834227192107","0.0493180584840583"
"Very low transfer dependency","2015","Rural Area","Female","4110","0.881542590915401","0.872553102663648","0.890532079167155"
"Very low transfer dependency","2015","Rural Area","Male","3674","0.875604749649672","0.865760950914379","0.885448548384965"
"Very low transfer dependency","2015","Urban Area","Female","8012","0.873989504518943","0.867403971638507","0.880575037399378"
"Very low transfer dependency","2015","Urban Area","Male","7017","0.880257634492669","0.873250261376122","0.887265007609216"
"High transfer dependency","2016","Rural Area","Female","138","0.019363557984746","0.0153675013221836","0.0233596146473083"
"High transfer dependency","2016","Rural Area","Male","70","0.0135611868759539","0.00996021291307482","0.0171621608388329"
"High transfer dependency","2016","Urban Area","Female","368","0.0324222451020165","0.0287243832205186","0.0361201069835144"
"High transfer dependency","2016","Urban Area","Male","260","0.0321803115417362","0.0281550454438819","0.0362055776395904"
"Low transfer dependency","2016","Rural Area","Female","409","0.0698301598026542","0.0624394238215085","0.0772208957837999"
"Low transfer dependency","2016","Rural Area","Male","314","0.0696519957602145","0.0617265161597043","0.0775774753607246"
"Low transfer dependency","2016","Urban Area","Female","649","0.0534132973726819","0.0487187783823442","0.0581078163630195"
"Low transfer dependency","2016","Urban Area","Male","472","0.0515495392728396","0.0465061560780579","0.0565929224676213"
"Very high transfer dependency","2016","Rural Area","Female","201","0.025067217157181","0.0205338025240282","0.0296006317903339"
"Very high transfer dependency","2016","Rural Area","Male","174","0.0427711800388222","0.0364714845984056","0.0490708754792387"
"Very high transfer dependency","2016","Urban Area","Female","502","0.0374678720694956","0.0335030533280537","0.0414326908109375"
"Very high transfer dependency","2016","Urban Area","Male","355","0.0446411921258042","0.039930839777658","0.0493515444739504"
"Very low transfer dependency","2016","Rural Area","Female","3820","0.885739065055419","0.876513630554053","0.894964499556785"
"Very low transfer dependency","2016","Rural Area","Male","3405","0.874015637325009","0.863684360990721","0.884346913659298"
"Very low transfer dependency","2016","Urban Area","Female","7294","0.876696585455806","0.869832251326036","0.883560919585576"
"Very low transfer dependency","2016","Urban Area","Male","6297","0.87162895705962","0.863999359921191","0.879258554198049"
"High transfer dependency","2017","Rural Area","Female","204","0.0219529670054589","0.0180117775444848","0.025894156466433"
"High transfer dependency","2017","Rural Area","Male","156","0.0200442094004538","0.0161124096161051","0.0239760091848025"
"High transfer dependency","2017","Urban Area","Female","407","0.0322610786177858","0.0287964063695808","0.0357257508659908"
"High transfer dependency","2017","Urban Area","Male","332","0.029549850107838","0.0260423006550057","0.0330573995606703"
"Low transfer dependency","2017","Rural Area","Female","412","0.0613936705797898","0.0549370633284948","0.0678502778310848"
"Low transfer dependency","2017","Rural Area","Male","334","0.0547450056631359","0.0483632462146213","0.0611267651116505"
"Low transfer dependency","2017","Urban Area","Female","640","0.050130392467231","0.0458515513558423","0.0544092335786197"
"Low transfer dependency","2017","Urban Area","Male","498","0.0455920120977543","0.0412713434816335","0.049912680713875"
"Very high transfer dependency","2017","Rural Area","Female","371","0.0287436558355804","0.0242495968652879","0.033237714805873"
"Very high transfer dependency","2017","Rural Area","Male","495","0.048720540976646","0.0426810018700305","0.0547600800832615"
"Very high transfer dependency","2017","Urban Area","Female","973","0.0380092102798454","0.0342597091248227","0.0417587114348681"
"Very high transfer dependency","2017","Urban Area","Male","1116","0.0467376975537505","0.0423657050126648","0.0511096900948361"
"Very low transfer dependency","2017","Rural Area","Female","4323","0.887909706579171","0.879424366842021","0.89639504631632"
"Very low transfer dependency","2017","Rural Area","Male","3896","0.876490243959764","0.867259900479199","0.88572058744033"
"Very low transfer dependency","2017","Urban Area","Female","7971","0.879599318635138","0.87321814553139","0.885980491738885"
"Very low transfer dependency","2017","Urban Area","Male","7008","0.878120440240657","0.871344305586289","0.884896574895025"
"High transfer dependency","2018","Rural Area","Female","224","0.0299844760660864","0.025348664689426","0.0346202874427468"
"High transfer dependency","2018","Rural Area","Male","187","0.0310827813339402","0.0261723319053489","0.0359932307625315"
"High transfer dependency","2018","Urban Area","Female","493","0.0261931926703987","0.0230757005368349","0.0293106848039625"
"High transfer dependency","2018","Urban Area","Male","434","0.0279276486093404","0.0245809514986128","0.031274345720068"
"Low transfer dependency","2018","Rural Area","Female","366","0.05627467717859","0.0500104500969155","0.0625389042602645"
"Low transfer dependency","2018","Rural Area","Male","321","0.0495724381016407","0.0434306105279173","0.0557142656753641"
"Low transfer dependency","2018","Urban Area","Female","648","0.049889402652756","0.045639627259838","0.054139178045674"
"Low transfer dependency","2018","Urban Area","Male","551","0.045734627737531","0.0414912950358908","0.0499779604391712"
"Very high transfer dependency","2018","Rural Area","Female","464","0.0306468995101073","0.0259617607674582","0.0353320382527565"
"Very high transfer dependency","2018","Rural Area","Male","555","0.0432113247186098","0.0374579220210759","0.0489647274161436"
"Very high transfer dependency","2018","Urban Area","Female","1237","0.040818240891416","0.0369558845244686","0.0446805972583634"
"Very high transfer dependency","2018","Urban Area","Male","1530","0.0461313792255029","0.0418705666746251","0.0503921917763808"
"Very low transfer dependency","2018","Rural Area","Female","4145","0.883093947245216","0.874360008636411","0.891827885854021"
"Very low transfer dependency","2018","Rural Area","Male","3735","0.876133455845809","0.866812078013688","0.885454833677931"
"Very low transfer dependency","2018","Urban Area","Female","7704","0.883099163785429","0.876827420260439","0.889370907310419"
"Very low transfer dependency","2018","Urban Area","Male","6796","0.880206344427626","0.873610671915945","0.886802016939306"
"High transfer dependency","2019","Rural Area","Female","191","0.0222259259575456","0.0181369317209097","0.0263149201941815"
"High transfer dependency","2019","Rural Area","Male","196","0.0266616884096786","0.0221242428045223","0.031199134014835"
"High transfer dependency","2019","Urban Area","Female","360","0.0270376403475504","0.0237119738789839","0.0303633068161168"
"High transfer dependency","2019","Urban Area","Male","336","0.027782874736166","0.0243498392083938","0.0312159102639381"
"Low transfer dependency","2019","Rural Area","Female","343","0.067942766469747","0.0609626894973485","0.0749228434421455"
"Low transfer dependency","2019","Rural Area","Male","290","0.0612917030721418","0.0545355128118558","0.0680478933324277"
"Low transfer dependency","2019","Urban Area","Female","515","0.0475360923598018","0.0431731218097328","0.0518990629098708"
"Low transfer dependency","2019","Urban Area","Male","429","0.0432259926280227","0.0389779854121766","0.0474739998438688"
"Very high transfer dependency","2019","Rural Area","Female","418","0.0254959499728557","0.0211238032144861","0.0298680967312253"
"Very high transfer dependency","2019","Rural Area","Male","450","0.0395034124153094","0.034016842497178","0.0449899823334408"
"Very high transfer dependency","2019","Urban Area","Female","1080","0.0377070340939641","0.0338012240220549","0.0416128441658734"
"Very high transfer dependency","2019","Urban Area","Male","1258","0.0405926946049918","0.036470452211365","0.0447149369986187"
"Very low transfer dependency","2019","Rural Area","Female","4041","0.884335357599852","0.875464285430155","0.893206429769548"
"Very low transfer dependency","2019","Rural Area","Male","3906","0.87254319610287","0.863150058627489","0.881936333578251"
