"transab_cat2","year","education","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1985","Other degree","61","0.049120498207112","0.036983296456484","0.0612576999577399"
"Low transfer dependency","1985","secondary school degree","34","0.0124864449906006","0.00746561359144215","0.017507276389759"
"Very high transfer dependency","1985","college entrance qualification","19","","",""
"Very high transfer dependency","1985","lower secondary degree","95","0.0182960951291183","0.0147474145898293","0.0218447756684073"
"Very high transfer dependency","1985","no degree/no degree yet","32","0.0404468575170456","0.0287569083053425","0.0521368067287486"
"Very high transfer dependency","1985","Other degree","19","","",""
"Very high transfer dependency","1985","secondary school degree","22","","",""
"Very low transfer dependency","1985","college entrance qualification","1154","0.944369697782857","0.931555279944401","0.957184115621313"
"Very low transfer dependency","1985","lower secondary degree","5168","0.945395855791961","0.939379727479056","0.951411984104865"
"Very low transfer dependency","1985","no degree/no degree yet","985","0.892355904170683","0.87396513584214","0.910746672499227"
"Very low transfer dependency","1985","Other degree","1115","0.906869788071622","0.890548959264037","0.923190616879207"
"Very low transfer dependency","1985","secondary school degree","1809","0.969018945644542","0.961184668484241","0.976853222804843"
"High transfer dependency","1986","college entrance qualification","10","","",""
"High transfer dependency","1986","lower secondary degree","56","0.0117385307764728","0.00880089615917585","0.0146761653937697"
"High transfer dependency","1986","no degree/no degree yet","20","","",""
"High transfer dependency","1986","Other degree","21","","",""
"High transfer dependency","1986","secondary school degree","13","","",""
"Low transfer dependency","1986","college entrance qualification","32","0.0290454257915368","0.0197506770881892","0.0383401744948845"
"Low transfer dependency","1986","lower secondary degree","137","0.025195118293142","0.0209207491814296","0.0294694874048545"
"Low transfer dependency","1986","no degree/no degree yet","61","0.0420928622838378","0.0298298994342987","0.0543558251333769"
"Low transfer dependency","1986","Other degree","42","0.0440343849596914","0.0322223839289202","0.0558463859904626"
"Low transfer dependency","1986","secondary school degree","47","0.0215212484839991","0.0148816856202675","0.0281608113477308"
"Very high transfer dependency","1986","college entrance qualification","28","","",""
"Very high transfer dependency","1986","lower secondary degree","75","0.0158773737057534","0.0124680446782893","0.0192867027332176"
"Very high transfer dependency","1986","no degree/no degree yet","28","","",""
"Very high transfer dependency","1986","Other degree","23","","",""
"Very high transfer dependency","1986","secondary school degree","13","","",""
"Very low transfer dependency","1986","college entrance qualification","1184","0.93771609692467","0.924340199844071","0.95109199400527"
"Very low transfer dependency","1986","lower secondary degree","4896","0.947188977224632","0.941088896515598","0.953289057933665"
"Very low transfer dependency","1986","no degree/no degree yet","921","0.899889419887259","0.881559353386793","0.918219486387725"
"Very low transfer dependency","1986","Other degree","1073","0.906713722143326","0.88997006394939","0.923457380337262"
"Very low transfer dependency","1986","secondary school degree","1762","0.962713362216236","0.954044638362186","0.971382086070287"
"High transfer dependency","1987","college entrance qualification","10","","",""
"High transfer dependency","1987","lower secondary degree","43","0.00845106240352896","0.00593996852766712","0.0109621562793908"
"High transfer dependency","1987","no degree/no degree yet","23","","",""
"High transfer dependency","1987","Other degree","19","","",""
"High transfer dependency","1987","secondary school degree","14","","",""
"Low transfer dependency","1987","college entrance qualification","36","0.0290221529525364","0.0196369941909061","0.0384073117141667"
"Low transfer dependency","1987","lower secondary degree","171","0.0310376008081641","0.0262804408837713","0.0357947607325569"
"Low transfer dependency","1987","no degree/no degree yet","46","0.0408109466345968","0.028548178060845","0.0530737152083486"
"Low transfer dependency","1987","Other degree","39","0.0302228613068836","0.0203324537227736","0.0401132688909936"
"Low transfer dependency","1987","secondary school degree","39","0.0187105056628016","0.0125023316264293","0.0249186796991739"
"Very high transfer dependency","1987","college entrance qualification","18","","",""
"Very high transfer dependency","1987","lower secondary degree","67","0.0150977753599079","0.0117527204083856","0.0184428303114301"
"Very high transfer dependency","1987","no degree/no degree yet","23","","",""
"Very high transfer dependency","1987","Other degree","19","","",""
"Very high transfer dependency","1987","secondary school degree","15","","",""
"Very low transfer dependency","1987","college entrance qualification","1165","0.943807196687697","0.930931992029837","0.956682401345556"
"Very low transfer dependency","1987","lower secondary degree","4824","0.945413561428399","0.939181904849079","0.951645218007719"
"Very low transfer dependency","1987","no degree/no degree yet","908","0.906247760971721","0.888181745052967","0.924313776890476"
"Very low transfer dependency","1987","Other degree","1074","0.922659157421896","0.907226684379554","0.938091630464237"
"Very low transfer dependency","1987","secondary school degree","1762","0.967911241166987","0.959836720087597","0.975985762246377"
"High transfer dependency","1988","college entrance qualification","9","","",""
"High transfer dependency","1988","lower secondary degree","44","0.00884483745198999","0.00621760540109646","0.0114720695028835"
"High transfer dependency","1988","no degree/no degree yet","8","","",""
"High transfer dependency","1988","Other degree","14","","",""
"High transfer dependency","1988","secondary school degree","10","","",""
"Low transfer dependency","1988","college entrance qualification","27","","",""
"Low transfer dependency","1988","lower secondary degree","125","0.0230357433451733","0.01882631486615","0.0272451718241967"
"Low transfer dependency","1988","no degree/no degree yet","62","0.0712098755628607","0.0544452914663577","0.0879744596593638"
"Low transfer dependency","1988","Other degree","45","0.0488434063687714","0.0358983999320565","0.0617884128054863"
"Low transfer dependency","1988","secondary school degree","36","0.0199168378048936","0.013395096133544","0.0264385794762432"
"Very high transfer dependency","1988","college entrance qualification","6","","",""
"Very high transfer dependency","1988","lower secondary degree","81","0.0195006615995726","0.0156206680158305","0.0233806551833148"
"Very high transfer dependency","1988","no degree/no degree yet","26","","",""
"Very high transfer dependency","1988","Other degree","25","","",""
"Very high transfer dependency","1988","secondary school degree","12","","",""
"Very low transfer dependency","1988","college entrance qualification","1135","0.96602090230567","0.955670456817386","0.976371347793954"
"Very low transfer dependency","1988","lower secondary degree","4629","0.948618757603264","0.942423907009763","0.954813608196765"
"Very low transfer dependency","1988","no degree/no degree yet","808","0.878180794769931","0.856859492643408","0.899502096896455"
"Very low transfer dependency","1988","Other degree","981","0.897177408424951","0.878936068996496","0.915418747853406"
"Very low transfer dependency","1988","secondary school degree","1705","0.969238143217213","0.961177987052642","0.977298299381784"
"High transfer dependency","1989","college entrance qualification","12","","",""
"High transfer dependency","1989","lower secondary degree","42","0.009103728174466","0.00637442376980082","0.0118330325791312"
"High transfer dependency","1989","no degree/no degree yet","16","","",""
"High transfer dependency","1989","Other degree","15","","",""
"High transfer dependency","1989","secondary school degree","13","","",""
"Low transfer dependency","1989","college entrance qualification","33","0.0223043697212473","0.0139596435100134","0.0306490959324812"
"Low transfer dependency","1989","lower secondary degree","131","0.0227372999743576","0.0184537548600896","0.0270208450886256"
"Low transfer dependency","1989","no degree/no degree yet","54","0.0632753721222606","0.0471991699166209","0.0793515743279004"
"Low transfer dependency","1989","Other degree","46","0.0387142595973103","0.0269387289427783","0.0504897902518423"
"Low transfer dependency","1989","secondary school degree","20","","",""
"Very high transfer dependency","1989","college entrance qualification","3","","",""
"Very high transfer dependency","1989","lower secondary degree","76","0.0193273085000705","0.0153711291811926","0.0232834878189483"
"Very high transfer dependency","1989","no degree/no degree yet","24","","",""
"Very high transfer dependency","1989","Other degree","29","","",""
"Very high transfer dependency","1989","secondary school degree","12","","",""
"Very low transfer dependency","1989","college entrance qualification","1155","0.95778355228457","0.946420635969355","0.969146468599785"
"Very low transfer dependency","1989","lower secondary degree","4403","0.948831663351106","0.942499917532742","0.95516340916947"
"Very low transfer dependency","1989","no degree/no degree yet","787","0.874198787766999","0.852300626498554","0.896096949035444"
"Very low transfer dependency","1989","Other degree","941","0.895824544389971","0.877177373910967","0.914471714868976"
"Very low transfer dependency","1989","secondary school degree","1667","0.972568148300316","0.964830948817414","0.980305347783218"
"High transfer dependency","1990","college entrance qualification","6","","",""
"High transfer dependency","1990","lower secondary degree","50","0.0115784238718526","0.00846384759614826","0.0146930001475568"
"High transfer dependency","1990","no degree/no degree yet","17","","",""
"High transfer dependency","1990","Other degree","15","","",""
"High transfer dependency","1990","secondary school degree","9","","",""
"Low transfer dependency","1990","college entrance qualification","20","","",""
"Low transfer dependency","1990","lower secondary degree","118","0.0225284894468313","0.0182081165690911","0.0268488623245715"
"Low transfer dependency","1990","no degree/no degree yet","32","0.0433977641917784","0.0295613050827817","0.057234223300775"
"Low transfer dependency","1990","Other degree","40","0.0404309979949115","0.0282534346896723","0.0526085613001508"
"Low transfer dependency","1990","secondary school degree","25","","",""
"Very high transfer dependency","1990","college entrance qualification","4","","",""
"Very high transfer dependency","1990","lower secondary degree","45","0.0120932984495106","0.00891105433718025","0.015275542561841"
"Very high transfer dependency","1990","no degree/no degree yet","23","","",""
"Very high transfer dependency","1990","Other degree","29","","",""
"Very high transfer dependency","1990","secondary school degree","14","","",""
"Very low transfer dependency","1990","college entrance qualification","1171","0.972947234856696","0.963771791415583","0.98212267829781"
"Very low transfer dependency","1990","lower secondary degree","4319","0.953799788231805","0.947688204947682","0.959911371515929"
"Very low transfer dependency","1990","no degree/no degree yet","761","0.894425418250326","0.873557585781193","0.915293250719459"
"Very low transfer dependency","1990","Other degree","921","0.903376159542535","0.885110240842397","0.921642078242674"
"Very low transfer dependency","1990","secondary school degree","1637","0.974110148564861","0.966527569428585","0.981692727701137"
"High transfer dependency","1991","college entrance qualification","4","","",""
"High transfer dependency","1991","lower secondary degree","49","0.0110660217338456","0.00799483528523928","0.0141372081824518"
"High transfer dependency","1991","no degree/no degree yet","7","","",""
"High transfer dependency","1991","Other degree","15","","",""
"High transfer dependency","1991","secondary school degree","13","","",""
"Low transfer dependency","1991","college entrance qualification","29","","",""
"Low transfer dependency","1991","lower secondary degree","116","0.0242785640359809","0.0197599921544075","0.0287971359175543"
"Low transfer dependency","1991","no degree/no degree yet","51","0.0675720765534545","0.0504230512340609","0.0847211018728481"
"Low transfer dependency","1991","Other degree","43","0.0520903443726596","0.0382694688787464","0.0659112198665728"
"Low transfer dependency","1991","secondary school degree","29","","",""
"Very high transfer dependency","1991","college entrance qualification","8","","",""
"Very high transfer dependency","1991","lower secondary degree","47","0.0128592278811041","0.00955154576365482","0.0161669099985535"
"Very high transfer dependency","1991","no degree/no degree yet","16","","",""
"Very high transfer dependency","1991","Other degree","24","","",""
"Very high transfer dependency","1991","secondary school degree","11","","",""
"Very low transfer dependency","1991","college entrance qualification","1195","0.971095392013533","0.961755252912092","0.980435531114975"
"Very low transfer dependency","1991","lower secondary degree","4245","0.951796186349069","0.945507796563694","0.958084576134444"
"Very low transfer dependency","1991","no degree/no degree yet","749","0.898855668483358","0.878255824631494","0.919455512335222"
"Very low transfer dependency","1991","Other degree","911","0.899760876012565","0.881081788768556","0.918439963256573"
"Very low transfer dependency","1991","secondary school degree","1646","0.971589729227618","0.963689666391371","0.979489792063864"
"High transfer dependency","1992","college entrance qualification","20","","",""
"High transfer dependency","1992","lower secondary degree","71","0.0109370640122831","0.00827412252549969","0.0136000054990665"
"High transfer dependency","1992","no degree/no degree yet","12","","",""
"High transfer dependency","1992","Other degree","19","","",""
"High transfer dependency","1992","secondary school degree","40","0.0101671218950843","0.00688875296700689","0.0134454908231618"
"Low transfer dependency","1992","college entrance qualification","83","0.0305548244844986","0.0224540774967698","0.0386555714722274"
"Low transfer dependency","1992","lower secondary degree","205","0.0243360390637099","0.0203907905800263","0.0282812875473934"
"Low transfer dependency","1992","no degree/no degree yet","56","0.0483108099709207","0.0339382290918049","0.0626833908500365"
"Low transfer dependency","1992","Other degree","44","0.0347405707358746","0.0234302777126727","0.0460508637590765"
"Low transfer dependency","1992","secondary school degree","244","0.0477919006266943","0.0408204852687555","0.0547633159846332"
"Very high transfer dependency","1992","college entrance qualification","13","","",""
"Very high transfer dependency","1992","lower secondary degree","63","0.0142946712837052","0.0112554667973571","0.0173338757700534"
"Very high transfer dependency","1992","no degree/no degree yet","22","","",""
"Very high transfer dependency","1992","Other degree","28","","",""
"Very high transfer dependency","1992","secondary school degree","24","","",""
"Very low transfer dependency","1992","college entrance qualification","1618","0.953600673334079","0.943700047267584","0.963501299400573"
"Very low transfer dependency","1992","lower secondary degree","5521","0.950432225640302","0.944874980315336","0.955989470965267"
"Very low transfer dependency","1992","no degree/no degree yet","765","0.914242404377617","0.895473798605425","0.93301101014981"
"Very low transfer dependency","1992","Other degree","916","0.906498652564987","0.888517154445731","0.924480150684244"
"Very low transfer dependency","1992","secondary school degree","3289","0.932305024991704","0.924095177289918","0.940514872693491"
"High transfer dependency","1993","college entrance qualification","22","","",""
"High transfer dependency","1993","lower secondary degree","80","0.0127849981940861","0.0098630778964099","0.0157069184917622"
"High transfer dependency","1993","no degree/no degree yet","24","","",""
"High transfer dependency","1993","Other degree","23","","",""
"High transfer dependency","1993","secondary school degree","56","0.014595525809258","0.0106554803326151","0.0185355712859009"
"Low transfer dependency","1993","college entrance qualification","75","0.0265658249857751","0.0190635896313228","0.0340680603402275"
"Low transfer dependency","1993","lower secondary degree","284","0.0339790354834196","0.0292669739195918","0.0386910970472474"
"Low transfer dependency","1993","no degree/no degree yet","47","0.0538009925330564","0.0385157705603882","0.0690862145057245"
"Low transfer dependency","1993","Other degree","48","0.0385086099729524","0.026405691800548","0.0506115281453568"
"Low transfer dependency","1993","secondary school degree","315","0.059717612841807","0.0519325079733383","0.0675027177102757"
"Very high transfer dependency","1993","college entrance qualification","20","","",""
"Very high transfer dependency","1993","lower secondary degree","78","0.0150301866260073","0.011865681499033","0.0181946917529816"
"Very high transfer dependency","1993","no degree/no degree yet","22","","",""
"Very high transfer dependency","1993","Other degree","21","","",""
"Very high transfer dependency","1993","secondary school degree","54","0.015824854078776","0.0117247946594233","0.0199249134981287"
"Very low transfer dependency","1993","college entrance qualification","1648","0.958939297056768","0.949681993939672","0.968196600173863"
"Very low transfer dependency","1993","lower secondary degree","5237","0.938205779696487","0.931943461410443","0.944468097982531"
"Very low transfer dependency","1993","no degree/no degree yet","744","0.896297237833005","0.875643124624831","0.916951351041178"
"Very low transfer dependency","1993","Other degree","879","0.904290153685319","0.88578593780386","0.922794369566778"
"Very low transfer dependency","1993","secondary school degree","3134","0.909862007270159","0.900453389971472","0.919270624568847"
"High transfer dependency","1994","college entrance qualification","24","","",""
"High transfer dependency","1994","lower secondary degree","92","0.0151988976082803","0.0119647076064365","0.0184330876101241"
"High transfer dependency","1994","no degree/no degree yet","19","","",""
"High transfer dependency","1994","Other degree","21","","",""
"High transfer dependency","1994","secondary school degree","68","0.0180240733806096","0.0136165871641095","0.0224315595971097"
"Low transfer dependency","1994","college entrance qualification","82","0.0274824066698885","0.0199529267384504","0.0350118866013266"
"Low transfer dependency","1994","lower secondary degree","275","0.0328312219480293","0.0281205823311739","0.0375418615648846"
"Low transfer dependency","1994","no degree/no degree yet","50","0.0539567568902086","0.0386047611549162","0.0693087526255011"
"Low transfer dependency","1994","Other degree","60","0.0700807117790787","0.0534117874319053","0.0867496361262521"
"Low transfer dependency","1994","secondary school degree","294","0.0580196405892455","0.0502746211918212","0.0657646599866698"
"Very high transfer dependency","1994","college entrance qualification","18","","",""
"Very high transfer dependency","1994","lower secondary degree","97","0.0203869669490484","0.0166511222921146","0.0241228116059823"
"Very high transfer dependency","1994","no degree/no degree yet","26","","",""
"Very high transfer dependency","1994","Other degree","26","","",""
"Very high transfer dependency","1994","secondary school degree","54","0.0175225676011895","0.0131757218181731","0.0218694133842059"
"Very low transfer dependency","1994","college entrance qualification","1687","0.952675794334933","0.942896599523759","0.962454989146106"
"Very low transfer dependency","1994","lower secondary degree","5033","0.931582913494642","0.924909035427135","0.938256791562149"
"Very low transfer dependency","1994","no degree/no degree yet","737","0.885820306678297","0.864210360764443","0.90743025259215"
"Very low transfer dependency","1994","Other degree","794","0.862991166014294","0.840538746113408","0.885443585915179"
"Very low transfer dependency","1994","secondary school degree","3084","0.906433718428955","0.896785618781033","0.916081818076878"
"High transfer dependency","1995","college entrance qualification","16","","",""
"High transfer dependency","1995","lower secondary degree","96","0.0153327571265463","0.0120549263825741","0.0186105878705185"
"High transfer dependency","1995","no degree/no degree yet","30","0.0241015083614266","0.013845557200271","0.0343574595225822"
"High transfer dependency","1995","Other degree","25","","",""
"High transfer dependency","1995","secondary school degree","71","0.0197782958788823","0.0152083188865983","0.0243482728711664"
"Low transfer dependency","1995","college entrance qualification","65","0.0225257614261971","0.0158624056638177","0.0291891171885764"
"Low transfer dependency","1995","lower secondary degree","289","0.0423473668118698","0.0369752077888946","0.047719525834845"
"Low transfer dependency","1995","no degree/no degree yet","55","0.0523729018690147","0.0374750530210217","0.0672707507170077"
"Low transfer dependency","1995","Other degree","91","0.0749112309864324","0.0598528176571833","0.0899696443156815"
"Low transfer dependency","1995","secondary school degree","240","0.0452848818731691","0.0384603802547988","0.0521093834915394"
"Very high transfer dependency","1995","college entrance qualification","34","0.0175160281408967","0.011625134859698","0.0234069214220953"
"Very high transfer dependency","1995","lower secondary degree","124","0.0243038441575395","0.0201958820047906","0.0284118063102883"
"Very high transfer dependency","1995","no degree/no degree yet","31","0.0540448123483867","0.0389243943464343","0.0691652303503391"
"Very high transfer dependency","1995","Other degree","67","0.103831297617901","0.0863821960872916","0.12128039914851"
"Very high transfer dependency","1995","secondary school degree","64","0.0164223438515651","0.0122509680316085","0.0205937196715217"
"Very low transfer dependency","1995","college entrance qualification","1790","0.952784345807911","0.943259873723346","0.962308817892476"
"Very low transfer dependency","1995","lower secondary degree","4889","0.918016031904044","0.910697545824709","0.92533451798338"
"Very low transfer dependency","1995","no degree/no degree yet","743","0.869480777421172","0.846952979552312","0.892008575290032"
"Very low transfer dependency","1995","Other degree","991","0.798343202857241","0.775391480000167","0.821294925714315"
"Very low transfer dependency","1995","secondary school degree","3191","0.918514478396383","0.909535216272083","0.927493740520683"
"High transfer dependency","1996","college entrance qualification","17","","",""
"High transfer dependency","1996","lower secondary degree","151","0.0231201121737642","0.0190564405211836","0.0271837838263447"
"High transfer dependency","1996","no degree/no degree yet","25","","",""
"High transfer dependency","1996","Other degree","24","","",""
"High transfer dependency","1996","secondary school degree","76","0.0185734078112594","0.0141420978465171","0.0230047177760016"
"Low transfer dependency","1996","college entrance qualification","83","0.0303207111755628","0.0226309091501076","0.0380105132010181"
"Low transfer dependency","1996","lower secondary degree","315","0.0482454799595412","0.0424512750946225","0.05403968482446"
"Low transfer dependency","1996","no degree/no degree yet","61","0.0563419684826947","0.0405694937293259","0.0721144432360636"
"Low transfer dependency","1996","Other degree","82","0.0650875333873627","0.050436490712844","0.0797385760618814"
"Low transfer dependency","1996","secondary school degree","272","0.056925922311311","0.0493211649268618","0.0645306796957602"
"Very high transfer dependency","1996","college entrance qualification","25","","",""
"Very high transfer dependency","1996","lower secondary degree","143","0.0244550551984629","0.0202785692758661","0.0286315411210597"
"Very high transfer dependency","1996","no degree/no degree yet","40","0.0495583630140211","0.0347127643533418","0.0644039616747004"
"Very high transfer dependency","1996","Other degree","58","0.0931270523606577","0.0758668730526094","0.110387231668706"
"Very high transfer dependency","1996","secondary school degree","46","0.0128056069933548","0.00911533101539142","0.0164958829713182"
"Very low transfer dependency","1996","college entrance qualification","1785","0.945947510944397","0.935806697914127","0.956088323974666"
"Very low transfer dependency","1996","lower secondary degree","4645","0.904179352668232","0.89622032710147","0.912138378234994"
"Very low transfer dependency","1996","no degree/no degree yet","695","0.867527961456228","0.844339049963294","0.890716872949163"
"Very low transfer dependency","1996","Other degree","925","0.820639780382797","0.797853496832171","0.843426063933422"
"Very low transfer dependency","1996","secondary school degree","3172","0.911695062884075","0.902382382116645","0.921007743651505"
"High transfer dependency","1997","college entrance qualification","34","0.0128383786747866","0.0078223867542728","0.0178543705953005"
"High transfer dependency","1997","lower secondary degree","144","0.0268661943528609","0.022444561645523","0.0312878270601988"
"High transfer dependency","1997","no degree/no degree yet","23","","",""
"High transfer dependency","1997","Other degree","28","","",""
"High transfer dependency","1997","secondary school degree","84","0.0217410626102913","0.0169130168756277","0.0265691083449549"
"Low transfer dependency","1997","college entrance qualification","92","0.0403300280565284","0.0315644043863719","0.0490956517266849"
"Low transfer dependency","1997","lower secondary degree","364","0.0582063861329571","0.0518037842679615","0.0646089879979527"
"Low transfer dependency","1997","no degree/no degree yet","80","0.0808840637156844","0.0621534279787088","0.0996146994526601"
"Low transfer dependency","1997","Other degree","115","0.100529781354902","0.0820486574895804","0.119010905220223"
"Low transfer dependency","1997","secondary school degree","315","0.0687105303099185","0.0603360459417692","0.0770850146780678"
"Very high transfer dependency","1997","college entrance qualification","21","","",""
"Very high transfer dependency","1997","lower secondary degree","146","0.0300333473137163","0.0253659628188693","0.0347007318085633"
"Very high transfer dependency","1997","no degree/no degree yet","33","0.0440525627901045","0.0299551802526242","0.0581499453275849"
"Very high transfer dependency","1997","Other degree","57","0.0947768709346259","0.076775042486254","0.112778699382998"
"Very high transfer dependency","1997","secondary school degree","76","0.0219916498191703","0.0171364817643846","0.0268468178739559"
"Very low transfer dependency","1997","college entrance qualification","1788","0.931969296700149","0.92075012255656","0.943188470843738"
"Very low transfer dependency","1997","lower secondary degree","4483","0.884894072200466","0.876166613628358","0.893621530772573"
"Very low transfer dependency","1997","no degree/no degree yet","678","0.842563003269759","0.817542820399999","0.867583186139519"
"Very low transfer dependency","1997","Other degree","817","0.782863690312002","0.757524255947575","0.808203124676429"
"Very low transfer dependency","1997","secondary school degree","3030","0.88755675726062","0.877098271050735","0.898015243470505"
"High transfer dependency","1998","college entrance qualification","33","0.0132791700007384","0.00849921887495528","0.0180591211265214"
"High transfer dependency","1998","lower secondary degree","135","0.0210097902971504","0.0172575616657144","0.0247620189285864"
"High transfer dependency","1998","no degree/no degree yet","27","","",""
"High transfer dependency","1998","Other degree","34","0.0367012318822406","0.0250181512530928","0.0483843125113883"
"High transfer dependency","1998","secondary school degree","77","0.0156477263929675","0.0117253944274546","0.0195700583584805"
"Low transfer dependency","1998","college entrance qualification","116","0.041585260413293","0.0332486924082499","0.0499218284183361"
"Low transfer dependency","1998","lower secondary degree","379","0.0522049754265585","0.0463852510084635","0.0580246998446536"
"Low transfer dependency","1998","no degree/no degree yet","76","0.0762071470945572","0.0579010199497015","0.0945132742394129"
"Low transfer dependency","1998","Other degree","112","0.10170614066675","0.0829251129526038","0.120487168380896"
"Low transfer dependency","1998","secondary school degree","312","0.0619442485060234","0.0543259449985582","0.0695625520134885"
"Very high transfer dependency","1998","college entrance qualification","37","0.020069297144408","0.014213249431469","0.0259253448573469"
"Very high transfer dependency","1998","lower secondary degree","157","0.0300281803952601","0.0255630584272499","0.0344933023632702"
"Very high transfer dependency","1998","no degree/no degree yet","44","0.0654876241508079","0.0484195913172767","0.0825556569843392"
"Very high transfer dependency","1998","Other degree","46","0.0745096984031648","0.0581931276163241","0.0908262691900055"
"Very high transfer dependency","1998","secondary school degree","88","0.0263271224967282","0.0212671088932341","0.0313871361002222"
"Very low transfer dependency","1998","college entrance qualification","2017","0.925066272441561","0.914072014183002","0.936060530700119"
"Very low transfer dependency","1998","lower secondary degree","4941","0.896757053881031","0.888796251280647","0.904717856481415"
"Very low transfer dependency","1998","no degree/no degree yet","660","0.83636586807411","0.810842004030619","0.861889732117601"
"Very low transfer dependency","1998","Other degree","803","0.787082929047845","0.761646740313919","0.812519117781771"
"Very low transfer dependency","1998","secondary school degree","3369","0.896080902604281","0.886436735097968","0.905725070110594"
"High transfer dependency","1999","college entrance qualification","38","0.012437730932466","0.00783576583108991","0.017039696033842"
"High transfer dependency","1999","lower secondary degree","138","0.0203895749277888","0.0166521362421462","0.0241270136134313"
"High transfer dependency","1999","no degree/no degree yet","30","0.0333678747142495","0.0207318020188802","0.0460039474096189"
"High transfer dependency","1999","Other degree","14","","",""
"High transfer dependency","1999","secondary school degree","82","0.0179256172037597","0.0137208532390463","0.0221303811684732"
"Low transfer dependency","1999","college entrance qualification","105","0.0396646476560555","0.0315605669670472","0.0477687283450637"
"Low transfer dependency","1999","lower secondary degree","330","0.0438524331598216","0.0384373815364359","0.0492674847832073"
"Low transfer dependency","1999","no degree/no degree yet","85","0.0898299065342464","0.0697117128495027","0.10994810021899"
"Low transfer dependency","1999","Other degree","104","0.0933754593802054","0.074594717605068","0.112156201155343"
"Low transfer dependency","1999","secondary school degree","321","0.0686368324068391","0.0606242867527751","0.0766493780609031"
"Very high transfer dependency","1999","college entrance qualification","28","","",""
"Very high transfer dependency","1999","lower secondary degree","143","0.0279678612142945","0.0236075927318807","0.0323281296967083"
"Very high transfer dependency","1999","no degree/no degree yet","30","0.0393522969258641","0.0256723520314275","0.0530322418203007"
"Very high transfer dependency","1999","Other degree","37","0.0509447213362859","0.0367515978758043","0.0651378447967674"
"Very high transfer dependency","1999","secondary school degree","68","0.0197336357917195","0.0153259769113264","0.0241412946721126"
"Very low transfer dependency","1999","college entrance qualification","2057","0.935448626942063","0.92524503197418","0.945652221909945"
"Very low transfer dependency","1999","lower secondary degree","4882","0.907790130698095","0.900139015812559","0.915441245583631"
"Very low transfer dependency","1999","no degree/no degree yet","631","0.83744992182564","0.811490785155553","0.863409058495727"
"Very low transfer dependency","1999","Other degree","767","0.843777108384997","0.820341899116547","0.867212317653446"
"Very low transfer dependency","1999","secondary school degree","3354","0.893703914597682","0.883936315257586","0.903471513937777"
"High transfer dependency","2000","college entrance qualification","61","0.0119223893727694","0.00883059114335273","0.015014187602186"
"High transfer dependency","2000","lower secondary degree","173","0.0136597559255835","0.0113758231020641","0.015943688749103"
"High transfer dependency","2000","no degree/no degree yet","38","0.0339977419423177","0.0222554830529549","0.0457400008316806"
"High transfer dependency","2000","Other degree","52","0.0372156715197296","0.0277090637573427","0.0467222792821165"
