"transab_cat2","year","education","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2000","secondary school degree","143","0.01991689353426","0.01662910030776","0.02320468676076"
"Low transfer dependency","2000","college entrance qualification","197","0.0349539179116809","0.0297220602362944","0.0401857755870673"
"Low transfer dependency","2000","lower secondary degree","532","0.0444367087814763","0.0403820981842526","0.0484913193786999"
"Low transfer dependency","2000","no degree/no degree yet","87","0.0858978424660846","0.0677415972856366","0.104054087646533"
"Low transfer dependency","2000","Other degree","164","0.100503999909985","0.085403565865472","0.115604433954498"
"Low transfer dependency","2000","secondary school degree","566","0.0662168463386908","0.06036531537318","0.0720683773042016"
"Very high transfer dependency","2000","college entrance qualification","57","0.0127574655458701","0.00956057258462215","0.0159543585071181"
"Very high transfer dependency","2000","lower secondary degree","266","0.0243405446435538","0.0213083103550739","0.0273727789320337"
"Very high transfer dependency","2000","no degree/no degree yet","55","0.0631746443388368","0.0474116664956078","0.0789376221820658"
"Very high transfer dependency","2000","Other degree","109","0.0859155820995606","0.0718412672993893","0.099989896899732"
"Very high transfer dependency","2000","secondary school degree","129","0.0194828614766985","0.0162303696814134","0.0227353532719835"
"Very low transfer dependency","2000","college entrance qualification","4419","0.94036622716968","0.933620502377614","0.947111951961745"
"Very low transfer dependency","2000","lower secondary degree","8951","0.917562990649387","0.912151367600686","0.922974613698087"
"Very low transfer dependency","2000","no degree/no degree yet","735","0.816929771252761","0.791872211900193","0.841987330605329"
"Very low transfer dependency","2000","Other degree","1198","0.776364746470725","0.755438025882486","0.797291467058963"
"Very low transfer dependency","2000","secondary school degree","6099","0.894383398650351","0.887150869336919","0.901615927963783"
"High transfer dependency","2001","college entrance qualification","52","0.0120187883008363","0.00881065133970321","0.0152269252619693"
"High transfer dependency","2001","lower secondary degree","176","0.0165671035274194","0.013889712794863","0.0192444942599757"
"High transfer dependency","2001","no degree/no degree yet","36","0.0414589064690117","0.0281664419633212","0.0547513709747023"
"High transfer dependency","2001","Other degree","39","0.0341041054388408","0.0244545600359269","0.0437536508417547"
"High transfer dependency","2001","secondary school degree","131","0.0170156447322516","0.0138458924424728","0.0201853970220304"
"Low transfer dependency","2001","college entrance qualification","183","0.0317183223859999","0.0265588632555784","0.0368777815164214"
"Low transfer dependency","2001","lower secondary degree","480","0.0433045232207594","0.0390350962631799","0.0475739501783388"
"Low transfer dependency","2001","no degree/no degree yet","89","0.0996750636073987","0.0797001863175872","0.11964994089721"
"Low transfer dependency","2001","Other degree","167","0.112913510311236","0.0960869905556238","0.129740030066848"
"Low transfer dependency","2001","secondary school degree","533","0.0660232460070921","0.0599370731007101","0.0721094189134742"
"Very high transfer dependency","2001","college entrance qualification","62","0.0141915743351929","0.0107093257852518","0.0176738228851339"
"Very high transfer dependency","2001","lower secondary degree","229","0.02582008951461","0.0224933825044648","0.0291467965247552"
"Very high transfer dependency","2001","no degree/no degree yet","33","0.0405794179990191","0.0274226673996489","0.0537361685983893"
"Very high transfer dependency","2001","Other degree","82","0.0802387427605028","0.0657953914035551","0.0946820941174504"
"Very high transfer dependency","2001","secondary school degree","141","0.0239212717153623","0.0201761807329656","0.027666362697759"
"Very low transfer dependency","2001","college entrance qualification","4135","0.942071314977971","0.935193714556554","0.948948915399389"
"Very low transfer dependency","2001","lower secondary degree","7846","0.914308283737211","0.90843701654706","0.920179550927362"
"Very low transfer dependency","2001","no degree/no degree yet","706","0.81828661192457","0.792574520384044","0.843998703465097"
"Very low transfer dependency","2001","Other degree","1071","0.772743641489421","0.75046369700132","0.795023585977521"
"Very low transfer dependency","2001","secondary school degree","5590","0.893039837545294","0.885464983660722","0.900614691429866"
"High transfer dependency","2002","college entrance qualification","51","0.0137997840096835","0.010742439545233","0.016857128474134"
"High transfer dependency","2002","lower secondary degree","165","0.0208661474513088","0.0177935096454168","0.0239387852572008"
"High transfer dependency","2002","no degree/no degree yet","32","0.0553310115506104","0.0404439793940321","0.0702180437071888"
"High transfer dependency","2002","Other degree","43","0.0432488278642278","0.0322250388827839","0.0542726168456717"
"High transfer dependency","2002","secondary school degree","153","0.0264107618096271","0.022561355242177","0.0302601683770772"
"Low transfer dependency","2002","college entrance qualification","207","0.0415184076097567","0.0362903795018909","0.0467464357176225"
"Low transfer dependency","2002","lower secondary degree","441","0.0463934964072391","0.0418719982839962","0.050914994530482"
"Low transfer dependency","2002","no degree/no degree yet","83","0.107365175963065","0.0872069353284995","0.12752341659763"
"Low transfer dependency","2002","Other degree","117","0.094754449261206","0.0788826111784428","0.110626287343969"
"Low transfer dependency","2002","secondary school degree","460","0.0710583990624267","0.0648907827007033","0.0772260154241501"
"Very high transfer dependency","2002","college entrance qualification","57","0.0157596133700279","0.012495621626313","0.0190236051137428"
"Very high transfer dependency","2002","lower secondary degree","204","0.0251430911276645","0.0217775959513319","0.028508586303997"
"Very high transfer dependency","2002","no degree/no degree yet","37","0.0538345255936551","0.0391385647683218","0.0685304864189884"
"Very high transfer dependency","2002","Other degree","70","0.0670437390561758","0.0534901605919411","0.0805973175204106"
"Very high transfer dependency","2002","secondary school degree","135","0.0248313776134456","0.0210958177295017","0.0285669374973896"
"Very low transfer dependency","2002","college entrance qualification","5278","0.928922195010532","0.922188051691593","0.935656338329471"
"Very low transfer dependency","2002","lower secondary degree","7503","0.907597265013788","0.901371994859898","0.913822535167677"
"Very low transfer dependency","2002","no degree/no degree yet","754","0.78346928689267","0.756649536392839","0.8102890373925"
"Very low transfer dependency","2002","Other degree","1078","0.79495298381839","0.773073268456989","0.816832699179791"
"Very low transfer dependency","2002","secondary school degree","5918","0.877699461514501","0.869834392516359","0.885564530512642"
"High transfer dependency","2003","college entrance qualification","50","0.0105742310289892","0.00784961710807244","0.013298844949906"
"High transfer dependency","2003","lower secondary degree","162","0.0179212251870021","0.0149959678919622","0.020846482482042"
"High transfer dependency","2003","no degree/no degree yet","34","0.0506531129958704","0.0362785428186793","0.0650276831730616"
"High transfer dependency","2003","Other degree","36","0.035816731282924","0.0254482945745342","0.0461851679913138"
"High transfer dependency","2003","secondary school degree","140","0.0235700776569001","0.0198551045822407","0.0272850507315596"
"Low transfer dependency","2003","college entrance qualification","218","0.0405933712604884","0.0353366144858426","0.0458501280351342"
"Low transfer dependency","2003","lower secondary degree","445","0.0479958395555814","0.0432825048658049","0.052709174245358"
"Low transfer dependency","2003","no degree/no degree yet","94","0.12955838337577","0.107545247453445","0.151571519298094"
"Low transfer dependency","2003","Other degree","127","0.112718524463726","0.0950736380930396","0.130363410834412"
"Low transfer dependency","2003","secondary school degree","485","0.0729293762772472","0.0665619740740156","0.0792967784804788"
"Very high transfer dependency","2003","college entrance qualification","58","0.0175338383325316","0.0140377188635827","0.0210299578014805"
"Very high transfer dependency","2003","lower secondary degree","223","0.0336312675954348","0.0296561487886043","0.0376063864022654"
"Very high transfer dependency","2003","no degree/no degree yet","44","0.0691134995807033","0.0524866817000918","0.0857403174613147"
"Very high transfer dependency","2003","Other degree","69","0.0809942455210773","0.0657720705832777","0.0962164204588769"
"Very high transfer dependency","2003","secondary school degree","168","0.0324746698470537","0.0281339858720614","0.036815353822046"
"Very low transfer dependency","2003","college entrance qualification","5088","0.931298559377991","0.924560786724622","0.93803633203136"
"Very low transfer dependency","2003","lower secondary degree","7071","0.900451667661982","0.893849990871963","0.907053344452"
"Very low transfer dependency","2003","no degree/no degree yet","722","0.750675004047657","0.722316179908356","0.779033828186958"
"Very low transfer dependency","2003","Other degree","1002","0.770470498732273","0.747007269975582","0.793933727488964"
"Very low transfer dependency","2003","secondary school degree","5613","0.871025876218799","0.862818176761148","0.87923357567645"
"High transfer dependency","2004","college entrance qualification","57","0.0137042581554514","0.0105956139721833","0.0168129023387195"
"High transfer dependency","2004","lower secondary degree","166","0.0232848129717078","0.0198783804550126","0.0266912454884029"
"High transfer dependency","2004","no degree/no degree yet","28","","",""
"High transfer dependency","2004","Other degree","44","0.0365309814739211","0.0258717926031932","0.0471901703446489"
"High transfer dependency","2004","secondary school degree","134","0.0206897900275163","0.017158007294472","0.0242215727605606"
"Low transfer dependency","2004","college entrance qualification","230","0.0506429945714723","0.0447800722597337","0.0565059168832108"
"Low transfer dependency","2004","lower secondary degree","425","0.0544049195330175","0.0492816036842723","0.0595282353817626"
"Low transfer dependency","2004","no degree/no degree yet","81","0.117671139295021","0.0965965002792488","0.138745778310794"
"Low transfer dependency","2004","Other degree","130","0.106957486651393","0.0893978198077127","0.124517153495073"
"Low transfer dependency","2004","secondary school degree","476","0.0687068101248895","0.0624305793698528","0.0749830408799262"
"Very high transfer dependency","2004","college entrance qualification","69","0.0182282121448377","0.0146512282730996","0.0218051960165758"
"Very high transfer dependency","2004","lower secondary degree","220","0.0332516228848101","0.0292017388147012","0.037301506954919"
"Very high transfer dependency","2004","no degree/no degree yet","42","0.0495188157527857","0.0353293249894429","0.0637083065161286"
"Very high transfer dependency","2004","Other degree","69","0.0788346971964036","0.0635237486209823","0.094145645771825"
"Very high transfer dependency","2004","secondary school degree","185","0.0386225447212122","0.0338414956047104","0.0434035938377141"
"Very low transfer dependency","2004","college entrance qualification","5017","0.917424535128239","0.910065000389091","0.924784069867386"
"Very low transfer dependency","2004","lower secondary degree","6718","0.889058644610465","0.881964641399447","0.896152647821483"
"Very low transfer dependency","2004","no degree/no degree yet","747","0.799607369280014","0.773426190880119","0.825788547679909"
"Very low transfer dependency","2004","Other degree","947","0.777676834678282","0.754052121199101","0.801301548157464"
"Very low transfer dependency","2004","secondary school degree","5445","0.871980855126382","0.863691003986014","0.88027070626675"
"High transfer dependency","2005","college entrance qualification","64","0.0145588064936961","0.011294769328975","0.0178228436584171"
"High transfer dependency","2005","lower secondary degree","165","0.0236642169296244","0.0201218631366484","0.0272065707226004"
"High transfer dependency","2005","no degree/no degree yet","33","0.051505780116811","0.0370414875189191","0.0659700727147029"
"High transfer dependency","2005","Other degree","48","0.0497428333561585","0.0370270227937762","0.0624586439185408"
"High transfer dependency","2005","secondary school degree","145","0.0226783576022127","0.0189053667914013","0.0264513484130241"
"Low transfer dependency","2005","college entrance qualification","224","0.049234213590051","0.0433383540702214","0.0551300731098807"
"Low transfer dependency","2005","lower secondary degree","412","0.0579384549389011","0.0524938126141334","0.0633830972636689"
"Low transfer dependency","2005","no degree/no degree yet","90","0.110882213964503","0.0903345496099566","0.131429878319049"
"Low transfer dependency","2005","Other degree","125","0.111719955610865","0.0932953354648683","0.130144575756862"
"Low transfer dependency","2005","secondary school degree","489","0.0765215977261676","0.0697845972834489","0.0832585981688863"
"Very high transfer dependency","2005","college entrance qualification","72","0.0194178411791317","0.0156575686864999","0.0231781136717636"
"Very high transfer dependency","2005","lower secondary degree","222","0.0356692146228507","0.0313470027578671","0.0399914264878343"
"Very high transfer dependency","2005","no degree/no degree yet","60","0.0744239987273902","0.0572483000465433","0.091599697408237"
"Very high transfer dependency","2005","Other degree","74","0.0859989272153588","0.0696014104925071","0.102396443938211"
"Very high transfer dependency","2005","secondary school degree","171","0.0382479124280126","0.033387236946115","0.0431085879099101"
"Very low transfer dependency","2005","college entrance qualification","4813","0.916789138737121","0.909262491008041","0.924315786466201"
"Very low transfer dependency","2005","lower secondary degree","6274","0.882728113508624","0.875229919090234","0.890226307927014"
"Very low transfer dependency","2005","no degree/no degree yet","714","0.763188007191296","0.735367215508717","0.791008798873875"
"Very low transfer dependency","2005","Other degree","876","0.752538283817618","0.727299029340927","0.777777538294308"
"Very low transfer dependency","2005","secondary school degree","5176","0.862552132243607","0.853825978310749","0.871278286176465"
"High transfer dependency","2006","college entrance qualification","81","0.0168457026202445","0.013475686761571","0.020215718478918"
"High transfer dependency","2006","lower secondary degree","200","0.0282251708262825","0.0245083439720041","0.0319419976805608"
"High transfer dependency","2006","no degree/no degree yet","32","0.0506474603133202","0.0362332848233975","0.0650616358032429"
"High transfer dependency","2006","Other degree","54","0.0405641423263885","0.0293695832922148","0.0517587013605622"
"High transfer dependency","2006","secondary school degree","172","0.0302853717068795","0.0261112353476598","0.0344595080660993"
"Low transfer dependency","2006","college entrance qualification","245","0.0477102356826262","0.0421285307063957","0.0532919406588567"
"Low transfer dependency","2006","lower secondary degree","392","0.0521900980159269","0.0471986575580474","0.0571815384738064"
"Low transfer dependency","2006","no degree/no degree yet","71","0.110758461496726","0.090128636755611","0.131388286237841"
"Low transfer dependency","2006","Other degree","126","0.109830946503984","0.0920879699620139","0.127573923045954"
"Low transfer dependency","2006","secondary school degree","476","0.071837118367731","0.0655476381661556","0.0781265985693063"
"Very high transfer dependency","2006","college entrance qualification","80","0.0231617514199269","0.0192228640276295","0.0271006388122244"
"Very high transfer dependency","2006","lower secondary degree","279","0.0414947174379437","0.0370189771394606","0.0459704577364268"
"Very high transfer dependency","2006","no degree/no degree yet","73","0.112896986208267","0.0920940128845836","0.13369995953195"
"Very high transfer dependency","2006","Other degree","104","0.12090228003157","0.102402622380777","0.139401937682363"
"Very high transfer dependency","2006","secondary school degree","208","0.0386572899686235","0.0339617772007441","0.043352802736503"
"Very low transfer dependency","2006","college entrance qualification","5196","0.912282310277202","0.904874586870685","0.919690033683719"
"Very low transfer dependency","2006","lower secondary degree","6756","0.878090013719847","0.870747236057703","0.88543279138199"
"Very low transfer dependency","2006","no degree/no degree yet","713","0.725697091981687","0.696368574681944","0.75502560928143"
"Very low transfer dependency","2006","Other degree","909","0.728702631138058","0.703472132777183","0.753933129498932"
"Very low transfer dependency","2006","secondary school degree","5619","0.859220219956766","0.850748909654447","0.867691530259085"
"High transfer dependency","2007","college entrance qualification","72","0.0168056738183475","0.013385439635316","0.020225908001379"
"High transfer dependency","2007","lower secondary degree","170","0.0276513567439337","0.0237963519926916","0.0315063614951758"
"High transfer dependency","2007","no degree/no degree yet","33","0.0520457918230271","0.037051678347681","0.0670399052983732"
"High transfer dependency","2007","Other degree","47","0.0570192148803074","0.0431125015322561","0.0709259282283587"
"High transfer dependency","2007","secondary school degree","144","0.026846285507521","0.0227754084901682","0.0309171625248738"
"Low transfer dependency","2007","college entrance qualification","201","0.0375410437979212","0.0324833506472721","0.0425987369485703"
"Low transfer dependency","2007","lower secondary degree","379","0.0520364464390533","0.0468148257027964","0.0572580671753101"
"Low transfer dependency","2007","no degree/no degree yet","81","0.122102103755208","0.100000800624003","0.144203406886413"
"Low transfer dependency","2007","Other degree","110","0.120888075966581","0.101336747015186","0.140439404917975"
"Low transfer dependency","2007","secondary school degree","418","0.0704994971333927","0.0640522698307119","0.0769467244360736"
"Very high transfer dependency","2007","college entrance qualification","78","0.0224919094512431","0.018546595757884","0.0264372231446021"
"Very high transfer dependency","2007","lower secondary degree","262","0.0399522448012576","0.03534784846146","0.0445566411410552"
"Very high transfer dependency","2007","no degree/no degree yet","58","0.086700219621773","0.0677047043323827","0.105695734911163"
"Very high transfer dependency","2007","Other degree","78","0.0998740894143648","0.0818919851003512","0.117856193728378"
"Very high transfer dependency","2007","secondary school degree","188","0.0406250193457842","0.03565284735952","0.0455971913320483"
"Very low transfer dependency","2007","college entrance qualification","5075","0.923161372932488","0.91607479109712","0.930247954767857"
"Very low transfer dependency","2007","lower secondary degree","6139","0.880359952015755","0.87272995941082","0.887989944620691"
"Very low transfer dependency","2007","no degree/no degree yet","671","0.739151884799992","0.709510738184738","0.768793031415245"
"Very low transfer dependency","2007","Other degree","833","0.722218619738747","0.6953559995949","0.749081239882594"
"Very low transfer dependency","2007","secondary school degree","5306","0.862029198013302","0.853343399709456","0.870714996317148"
"High transfer dependency","2008","college entrance qualification","59","0.01692082161386","0.0133907862580409","0.0204508569696791"
"High transfer dependency","2008","lower secondary degree","138","0.022389949755128","0.018790785435657","0.025989114074599"
"High transfer dependency","2008","no degree/no degree yet","23","","",""
"High transfer dependency","2008","Other degree","37","0.0484084282246567","0.0346806239302817","0.0621362325190317"
"High transfer dependency","2008","secondary school degree","112","0.0248924975445016","0.0208694085577854","0.0289155865312178"
"Low transfer dependency","2008","college entrance qualification","194","0.0360407723115811","0.0309392421376557","0.0411423024855064"
"Low transfer dependency","2008","lower secondary degree","330","0.0544038135196739","0.048886091538045","0.0599215355013028"
"Low transfer dependency","2008","no degree/no degree yet","57","0.104957152226371","0.0829186732979253","0.126995631154816"
"Low transfer dependency","2008","Other degree","89","0.112965972130446","0.0927190386029279","0.133212905657965"
"Low transfer dependency","2008","secondary school degree","336","0.0559011736200996","0.0499689386431262","0.061833408597073"
"Very high transfer dependency","2008","college entrance qualification","71","0.0236691335167725","0.019508458718193","0.0278298083153521"
"Very high transfer dependency","2008","lower secondary degree","223","0.0389314977360916","0.034225843482242","0.0436371519899412"
"Very high transfer dependency","2008","no degree/no degree yet","45","0.0699360730633938","0.0515977041269096","0.088274441999878"
"Very high transfer dependency","2008","Other degree","67","0.0964566068734534","0.0775742677870163","0.11533894595989"
"Very high transfer dependency","2008","secondary school degree","168","0.0362833241486104","0.031454655829809","0.0411119924674119"
"Very low transfer dependency","2008","college entrance qualification","4804","0.923369272557786","0.916088738027395","0.930649807088178"
"Very low transfer dependency","2008","lower secondary degree","5800","0.884274738989106","0.876492582129879","0.892056895848334"
"Very low transfer dependency","2008","no degree/no degree yet","618","0.777766440322903","0.747872503973864","0.807660376671941"
"Very low transfer dependency","2008","Other degree","746","0.742168992771444","0.714189858629111","0.770148126913776"
"Very low transfer dependency","2008","secondary school degree","5145","0.882923004686788","0.874620744232218","0.891225265141359"
"High transfer dependency","2009","college entrance qualification","47","0.00842143099838215","0.00586176146280781","0.0109811005339565"
"High transfer dependency","2009","lower secondary degree","111","0.0199660726676938","0.0164132454510654","0.0235188998843222"
"High transfer dependency","2009","no degree/no degree yet","20","","",""
"High transfer dependency","2009","Other degree","36","0.0592988989473262","0.0430238249756481","0.0755739729190044"
"High transfer dependency","2009","secondary school degree","95","0.0181677346785968","0.0146160267091544","0.0217194426480393"
"Low transfer dependency","2009","college entrance qualification","180","0.0439256615305178","0.0381853908395922","0.0496659322214433"
"Low transfer dependency","2009","lower secondary degree","327","0.0522570798130887","0.0466047818064545","0.0579093778197229"
"Low transfer dependency","2009","no degree/no degree yet","61","0.128844354463727","0.103644746839387","0.154043962088068"
"Low transfer dependency","2009","Other degree","74","0.100078355537295","0.0793985591132446","0.120758151961346"
"Low transfer dependency","2009","secondary school degree","303","0.0602042491512908","0.053878695827894","0.0665298024746876"
"Very high transfer dependency","2009","college entrance qualification","55","0.0154365771985534","0.0119833532849688","0.0188898011121379"
"Very high transfer dependency","2009","lower secondary degree","161","0.0324089161544907","0.0279112689060002","0.0369065634029812"
"Very high transfer dependency","2009","no degree/no degree yet","31","0.0499720620068239","0.0335833423060512","0.0663607817075965"
"Very high transfer dependency","2009","Other degree","50","0.0763308657087706","0.0580337708403801","0.0946279605771611"
"Very high transfer dependency","2009","secondary school degree","152","0.0384908246357877","0.0333749071088996","0.0436067421626758"
"Very low transfer dependency","2009","college entrance qualification","4614","0.932216330272547","0.9251751043632","0.939257556181894"
"Very low transfer dependency","2009","lower secondary degree","5356","0.895367931364727","0.887594005732484","0.90314185699697"
"Very low transfer dependency","2009","no degree/no degree yet","567","0.775245620800539","0.743848708062897","0.806642533538181"
"Very low transfer dependency","2009","Other degree","649","0.764291879806608","0.735044246769359","0.793539512843858"
"Very low transfer dependency","2009","secondary school degree","4882","0.883137191534325","0.874593993821339","0.891680389247311"
"High transfer dependency","2010","college entrance qualification","147","0.0210208573745977","0.0176026844747764","0.024439030274419"
"High transfer dependency","2010","lower secondary degree","276","0.0220332373736048","0.0185555199214775","0.0255109548257321"
"High transfer dependency","2010","no degree/no degree yet","70","0.0379807877596717","0.026435420241004","0.0495261552783393"
"High transfer dependency","2010","Other degree","113","0.0468405857850524","0.0363687301512814","0.0573124414188233"
"High transfer dependency","2010","secondary school degree","309","0.0251063200545795","0.0215475554097958","0.0286650846993633"
"Low transfer dependency","2010","college entrance qualification","439","0.0340024227806173","0.029684001131863","0.0383208444293717"
"Low transfer dependency","2010","lower secondary degree","599","0.0549643728610003","0.049564819719072","0.0603639260029286"
"Low transfer dependency","2010","no degree/no degree yet","136","0.109730282424257","0.0908521966724538","0.12860836817606"
"Low transfer dependency","2010","Other degree","238","0.128109191657154","0.111545737435471","0.144672645878837"
"Low transfer dependency","2010","secondary school degree","730","0.0585836551459959","0.0532416019442454","0.0639257083477464"
"Very high transfer dependency","2010","college entrance qualification","111","0.016205790214614","0.0131971564043921","0.0192144240248359"
"Very high transfer dependency","2010","lower secondary degree","410","0.0383606456803013","0.0338103233797491","0.0429109679808536"
"Very high transfer dependency","2010","no degree/no degree yet","158","0.119166298775219","0.0995977962756998","0.138734801274738"
"Very high transfer dependency","2010","Other degree","202","0.0965204416986098","0.0818852460563695","0.11115563734085"
"Very high transfer dependency","2010","secondary school degree","335","0.0323765004136099","0.0283502826102712","0.0364027182169487"
"Very low transfer dependency","2010","college entrance qualification","6069","0.928770929630171","0.922642276536534","0.934899582723808"
"Very low transfer dependency","2010","lower secondary degree","5559","0.884641744085094","0.877073395169294","0.892210093000893"
"Very low transfer dependency","2010","no degree/no degree yet","689","0.733122631040852","0.706406221501361","0.759839040580344"
"Very low transfer dependency","2010","Other degree","1011","0.728529780859184","0.706489634802173","0.750569926916194"
"Very low transfer dependency","2010","secondary school degree","6050","0.883933524385815","0.876647471643009","0.89121957712862"
"High transfer dependency","2011","college entrance qualification","176","0.0214119831183944","0.0182222026708971","0.0246017635658916"
"High transfer dependency","2011","lower secondary degree","359","0.0302331275523569","0.0265193266826567","0.0339469284220571"
"High transfer dependency","2011","no degree/no degree yet","100","0.0733916266177577","0.0592592375258063","0.0875240157097091"
"High transfer dependency","2011","Other degree","134","0.0587623995206129","0.0480543646656558","0.0694704343755701"
"High transfer dependency","2011","secondary school degree","373","0.0281231342613188","0.0246385349708707","0.0316077335517668"
"Low transfer dependency","2011","college entrance qualification","552","0.0413763619031883","0.0369876950290562","0.0457650287773204"
"Low transfer dependency","2011","lower secondary degree","705","0.0528890513976983","0.0480347501903135","0.057743352605083"
"Low transfer dependency","2011","no degree/no degree yet","178","0.0896364116361169","0.0741555941776422","0.105117229094592"
"Low transfer dependency","2011","Other degree","271","0.105668309971388","0.09167140313038","0.119665216812397"
"Low transfer dependency","2011","secondary school degree","833","0.0554301450091711","0.0506072766318354","0.0602530133865067"
"Very high transfer dependency","2011","college entrance qualification","163","0.0177470242327043","0.0148376013750258","0.0206564470903828"
"Very high transfer dependency","2011","lower secondary degree","458","0.0365783611399426","0.0325067741011275","0.0406499481787577"
"Very high transfer dependency","2011","no degree/no degree yet","158","0.0962565194118708","0.0802726514025235","0.112240387421218"
"Very high transfer dependency","2011","Other degree","218","0.0788564062192263","0.0665850506619129","0.0911277617765397"
"Very high transfer dependency","2011","secondary school degree","374","0.0304828859249653","0.0268594453616553","0.0341063264882754"
"Very low transfer dependency","2011","college entrance qualification","7020","0.919464630745713","0.91346819423517","0.925461067256256"
"Very low transfer dependency","2011","lower secondary degree","6644","0.880299459910002","0.873258908469919","0.887340011350086"
"Very low transfer dependency","2011","no degree/no degree yet","872","0.740715442334254","0.716965735969843","0.764465148698666"
"Very low transfer dependency","2011","Other degree","1230","0.756712884288772","0.737176890861105","0.77624887771644"
"Very low transfer dependency","2011","secondary school degree","7067","0.885963834804545","0.879264299795771","0.892663369813319"
"High transfer dependency","2012","college entrance qualification","145","0.0161954632487196","0.0133960070805949","0.0189949194168443"
"High transfer dependency","2012","lower secondary degree","335","0.0290049610408195","0.0253131693120127","0.0326967527696264"
"High transfer dependency","2012","no degree/no degree yet","117","0.0682908652763026","0.0547293853641543","0.0818523451884509"
"High transfer dependency","2012","Other degree","128","0.0632904125309417","0.052153028408752","0.0744277966531315"
"High transfer dependency","2012","secondary school degree","336","0.0244815131966756","0.0211909793011202","0.0277720470922311"
"Low transfer dependency","2012","college entrance qualification","483","0.0464980921277595","0.0418282637058321","0.0511679205496868"
"Low transfer dependency","2012","lower secondary degree","580","0.0474053651640898","0.0427305939892465","0.0520801363389331"
"Low transfer dependency","2012","no degree/no degree yet","155","0.0933869787142859","0.077743269332742","0.10903068809583"
"Low transfer dependency","2012","Other degree","216","0.0815424588531748","0.0690245093200362","0.0940604083863134"
"Low transfer dependency","2012","secondary school degree","715","0.0515725945770548","0.0468634608259909","0.0562817283281187"
"Very high transfer dependency","2012","college entrance qualification","141","0.0147951246409927","0.0121175279395287","0.0174727213424567"
"Very high transfer dependency","2012","lower secondary degree","409","0.0351983970533461","0.0311444973947143","0.0392522967119778"
"Very high transfer dependency","2012","no degree/no degree yet","131","0.0870020835900188","0.0718495477284568","0.102154619451581"
"Very high transfer dependency","2012","Other degree","182","0.0663667309090389","0.0549806274699284","0.0777528343481494"
"Very high transfer dependency","2012","secondary school degree","352","0.0342083553674359","0.0303381206239622","0.0380785901109095"
"Very low transfer dependency","2012","college entrance qualification","7041","0.922511319982528","0.916581690492035","0.928440949473022"
"Very low transfer dependency","2012","lower secondary degree","6614","0.888391276741745","0.88146429956808","0.895318253915409"
"Very low transfer dependency","2012","no degree/no degree yet","926","0.751320072419393","0.728081017488267","0.774559127350519"
"Very low transfer dependency","2012","Other degree","1310","0.788800397706845","0.770130503326289","0.8074702920874"
"Very low transfer dependency","2012","secondary school degree","7070","0.889737536858834","0.883068328444961","0.896406745272706"
"High transfer dependency","2013","college entrance qualification","161","0.0169428032143174","0.0141251370298459","0.0197604693987888"
"High transfer dependency","2013","lower secondary degree","344","0.028483460920583","0.024786341153836","0.0321805806873301"
"High transfer dependency","2013","no degree/no degree yet","180","0.073292617129551","0.0610891716154284","0.0854960626436737"
"High transfer dependency","2013","Other degree","270","0.0453960995490511","0.0390279627770668","0.0517642363210354"
"High transfer dependency","2013","secondary school degree","354","0.0239269004898652","0.0206759959436087","0.0271778050361216"
"Low transfer dependency","2013","college entrance qualification","452","0.0431659710684817","0.0387288980380185","0.0476030440989448"
"Low transfer dependency","2013","lower secondary degree","588","0.0526211885990974","0.0476588750518374","0.0575835021463574"
"Low transfer dependency","2013","no degree/no degree yet","211","0.101870146538839","0.0877065328879482","0.116033760189731"
"Low transfer dependency","2013","Other degree","478","0.0881870505990214","0.0795125037455391","0.0968615974525038"
"Low transfer dependency","2013","secondary school degree","650","0.0503305124919689","0.045679775898544","0.0549812490853937"
"Very high transfer dependency","2013","college entrance qualification","145","0.0166094821268405","0.0138191971093555","0.0193997671443255"
"Very high transfer dependency","2013","lower secondary degree","435","0.0373393858797643","0.0331256993021863","0.0415530724573424"
"Very high transfer dependency","2013","no degree/no degree yet","251","0.111034106173985","0.0963227811696968","0.125745431178273"
"Very high transfer dependency","2013","Other degree","414","0.0865013608519568","0.0779021829744476","0.095100538729466"
"Very high transfer dependency","2013","secondary school degree","329","0.033552313968149","0.0297216836815931","0.0373829442547049"
"Very low transfer dependency","2013","college entrance qualification","7301","0.92328174359036","0.917471103191819","0.929092383988902"
"Very low transfer dependency","2013","lower secondary degree","6410","0.881555964600555","0.874374325389947","0.888737603811164"
"Very low transfer dependency","2013","no degree/no degree yet","1110","0.713803130157625","0.692638888881882","0.734967371433367"
"Very low transfer dependency","2013","Other degree","2943","0.779915488999971","0.767241596399849","0.792589381600093"
"Very low transfer dependency","2013","secondary school degree","7156","0.892190273050017","0.885592801299042","0.898787744800992"
"High transfer dependency","2014","college entrance qualification","153","0.0172821530986313","0.0143157159862001","0.0202485902110625"
"High transfer dependency","2014","lower secondary degree","281","0.0278321820542024","0.0239582580583879","0.0317061060500168"
"High transfer dependency","2014","no degree/no degree yet","127","0.0750369048603732","0.0613775044778421","0.0886963052429042"
"High transfer dependency","2014","Other degree","236","0.0563467858538353","0.0484397390500225","0.0642538326576481"
"High transfer dependency","2014","secondary school degree","257","0.0244555252614468","0.0209769814709138","0.0279340690519798"
