"transab_cat2","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1994","Couple + C. GT 16 ","Rural Area","793","0.927350326420035","0.910002797760801","0.94469785507927"
"Very low transfer dependency","1994","Couple + C. LE and GT 16","Urban Area","704","0.942845449852649","0.926427718641127","0.959263181064171"
"Very low transfer dependency","1994","Couple + C. LE and GT 16","Rural Area","351","0.905609287543403","0.8772743993703","0.933944175716507"
"Low transfer dependency","1994","1-pers.-HH","Urban Area","25","","",""
"Low transfer dependency","1994","1-pers.-HH","Rural Area","10","","",""
"Low transfer dependency","1994","(Married) couple without C. ","Urban Area","76","0.0193569914585603","0.0137806280993523","0.0249333548177683"
"Low transfer dependency","1994","(Married) couple without C. ","Rural Area","50","0.0421254606851456","0.0299695641913638","0.0542813571789274"
"Low transfer dependency","1994","Single parent ","Urban Area","22","","",""
"Low transfer dependency","1994","Single parent ","Rural Area","20","","",""
"Low transfer dependency","1994","Couple + C. LE 16 ","Urban Area","146","0.061232505227482","0.0506236474962342","0.0718413629587297"
"Low transfer dependency","1994","Couple + C. LE 16 ","Rural Area","129","0.0969758971305361","0.0790424480950586","0.114909346166014"
"Low transfer dependency","1994","Couple + C. GT 16 ","Urban Area","101","0.0507686242132006","0.0399647320863386","0.0615725163400625"
"Low transfer dependency","1994","Couple + C. GT 16 ","Rural Area","51","0.0383259380924079","0.0254949762477058","0.05115689993711"
"Low transfer dependency","1994","Couple + C. LE and GT 16","Urban Area","47","0.0463082722552025","0.0314454673275159","0.0611710771828891"
"Low transfer dependency","1994","Couple + C. LE and GT 16","Rural Area","37","0.0548846128838576","0.0328119791599977","0.0769572466077174"
"High transfer dependency","1994","1-pers.-HH","Urban Area","18","","",""
"High transfer dependency","1994","1-pers.-HH","Rural Area","4","","",""
"High transfer dependency","1994","(Married) couple without C. ","Urban Area","36","0.012350203206535","0.00788012410319066","0.0168202823098793"
"High transfer dependency","1994","(Married) couple without C. ","Rural Area","15","","",""
"High transfer dependency","1994","Single parent ","Urban Area","10","","",""
"High transfer dependency","1994","Single parent ","Rural Area","4","","",""
"High transfer dependency","1994","Couple + C. LE 16 ","Urban Area","38","0.019759015100775","0.0136009019497459","0.0259171282518042"
"High transfer dependency","1994","Couple + C. LE 16 ","Rural Area","38","0.0336041289490011","0.0226832874765712","0.0445249704214309"
"High transfer dependency","1994","Couple + C. GT 16 ","Urban Area","15","","",""
"High transfer dependency","1994","Couple + C. GT 16 ","Rural Area","13","","",""
"High transfer dependency","1994","Couple + C. LE and GT 16","Urban Area","14","","",""
"High transfer dependency","1994","Couple + C. LE and GT 16","Rural Area","12","","",""
"Very high transfer dependency","1994","1-pers.-HH","Urban Area","38","0.0370506930349593","0.0254475917724047","0.0486537942975139"
"Very high transfer dependency","1994","1-pers.-HH","Rural Area","16","","",""
"Very high transfer dependency","1994","(Married) couple without C. ","Urban Area","24","","",""
"Very high transfer dependency","1994","(Married) couple without C. ","Rural Area","14","","",""
"Very high transfer dependency","1994","Single parent ","Urban Area","29","","",""
"Very high transfer dependency","1994","Single parent ","Rural Area","18","","",""
"Very high transfer dependency","1994","Couple + C. LE 16 ","Urban Area","35","0.0113672879140302","0.0066765139307917","0.0160580618972686"
"Very high transfer dependency","1994","Couple + C. LE 16 ","Rural Area","20","","",""
"Very high transfer dependency","1994","Couple + C. GT 16 ","Urban Area","15","","",""
"Very high transfer dependency","1994","Couple + C. GT 16 ","Rural Area","3","","",""
"Very high transfer dependency","1994","Couple + C. LE and GT 16","Urban Area","3","","",""
"Very high transfer dependency","1994","Couple + C. LE and GT 16","Rural Area","9","","",""
"Very low transfer dependency","1995","1-pers.-HH","Urban Area","960","0.917045128691276","0.900386079656322","0.93370417772623"
"Very low transfer dependency","1995","1-pers.-HH","Rural Area","364","0.894180721364026","0.864073480700739","0.924287962027313"
"Very low transfer dependency","1995","(Married) couple without C. ","Urban Area","2273","0.953047698899277","0.944617925195643","0.96147747260291"
"Very low transfer dependency","1995","(Married) couple without C. ","Rural Area","1018","0.94357069328088","0.92991592431869","0.957225462243069"
"Very low transfer dependency","1995","Single parent ","Urban Area","337","0.830870758195394","0.794804579432726","0.866936936958063"
"Very low transfer dependency","1995","Single parent ","Rural Area","141","0.787342695567365","0.729910841205669","0.844774549929062"
"Very low transfer dependency","1995","Couple + C. LE 16 ","Urban Area","1817","0.910211546592762","0.89778775857866","0.922635334606864"
"Very low transfer dependency","1995","Couple + C. LE 16 ","Rural Area","909","0.84353315664358","0.822044505250058","0.865021808037102"
"Very low transfer dependency","1995","Couple + C. GT 16 ","Urban Area","1462","0.943860321212351","0.932517171144243","0.955203471280458"
"Very low transfer dependency","1995","Couple + C. GT 16 ","Rural Area","829","0.912959944313954","0.894543224618197","0.931376664009711"
"Very low transfer dependency","1995","Couple + C. LE and GT 16","Urban Area","735","0.931911579063159","0.914423467486241","0.949399690640077"
"Very low transfer dependency","1995","Couple + C. LE and GT 16","Rural Area","370","0.854876817057285","0.822333486196947","0.887420147917622"
"Low transfer dependency","1995","1-pers.-HH","Urban Area","35","0.0297515307473399","0.0194895771549301","0.0400134843397496"
"Low transfer dependency","1995","1-pers.-HH","Rural Area","11","","",""
"Low transfer dependency","1995","(Married) couple without C. ","Urban Area","77","0.0213662443704512","0.0156038318120114","0.027128656928891"
"Low transfer dependency","1995","(Married) couple without C. ","Rural Area","57","0.043256410690133","0.0312180376303934","0.0552947837498727"
"Low transfer dependency","1995","Single parent ","Urban Area","25","","",""
"Low transfer dependency","1995","Single parent ","Rural Area","23","","",""
"Low transfer dependency","1995","Couple + C. LE 16 ","Urban Area","111","0.045495154852637","0.0364389912593075","0.0545513184459666"
"Low transfer dependency","1995","Couple + C. LE 16 ","Rural Area","121","0.0950031822346391","0.077659571267014","0.112346793202264"
"Low transfer dependency","1995","Couple + C. GT 16 ","Urban Area","94","0.0437481480457253","0.0336693015076523","0.0538269945837982"
"Low transfer dependency","1995","Couple + C. GT 16 ","Rural Area","52","0.0581329229967005","0.0428455548357578","0.0734202911576431"
"Low transfer dependency","1995","Couple + C. LE and GT 16","Urban Area","30","0.0285700014243153","0.017004091206536","0.0401359116420947"
"Low transfer dependency","1995","Couple + C. LE and GT 16","Rural Area","51","0.0749982706222459","0.0506628570654672","0.0993336841790247"
"High transfer dependency","1995","1-pers.-HH","Urban Area","16","","",""
"High transfer dependency","1995","1-pers.-HH","Rural Area","6","","",""
"High transfer dependency","1995","(Married) couple without C. ","Urban Area","31","0.00995029787262151","0.00599502276050021","0.0139055729847428"
"High transfer dependency","1995","(Married) couple without C. ","Rural Area","8","","",""
"High transfer dependency","1995","Single parent ","Urban Area","24","","",""
"High transfer dependency","1995","Single parent ","Rural Area","10","","",""
"High transfer dependency","1995","Couple + C. LE 16 ","Urban Area","37","0.0166594049507493","0.0110971057856977","0.0222217041158009"
"High transfer dependency","1995","Couple + C. LE 16 ","Rural Area","33","0.0256852447591104","0.0163282062880662","0.0350422832301546"
"High transfer dependency","1995","Couple + C. GT 16 ","Urban Area","13","","",""
"High transfer dependency","1995","Couple + C. GT 16 ","Rural Area","16","","",""
"High transfer dependency","1995","Couple + C. LE and GT 16","Urban Area","15","","",""
"High transfer dependency","1995","Couple + C. LE and GT 16","Rural Area","17","","",""
"Very high transfer dependency","1995","1-pers.-HH","Urban Area","42","0.0408237803049781","0.0288718042054346","0.0527757564045217"
"Very high transfer dependency","1995","1-pers.-HH","Rural Area","20","","",""
"Very high transfer dependency","1995","(Married) couple without C. ","Urban Area","38","0.0156357588576507","0.0106918830428527","0.0205796346724487"
"Very high transfer dependency","1995","(Married) couple without C. ","Rural Area","14","","",""
"Very high transfer dependency","1995","Single parent ","Urban Area","29","","",""
"Very high transfer dependency","1995","Single parent ","Rural Area","21","","",""
"Very high transfer dependency","1995","Couple + C. LE 16 ","Urban Area","69","0.0276338936038516","0.0205101453513503","0.0347576418563529"
"Very high transfer dependency","1995","Couple + C. LE 16 ","Rural Area","35","0.0357784163626706","0.0247922568052172","0.046764575920124"
"Very high transfer dependency","1995","Couple + C. GT 16 ","Urban Area","13","","",""
"Very high transfer dependency","1995","Couple + C. GT 16 ","Rural Area","3","","",""
"Very high transfer dependency","1995","Couple + C. LE and GT 16","Urban Area","17","","",""
"Very high transfer dependency","1995","Couple + C. LE and GT 16","Rural Area","12","","",""
"Very low transfer dependency","1996","1-pers.-HH","Urban Area","966","0.931222906879589","0.915973463541643","0.946472350217534"
"Very low transfer dependency","1996","1-pers.-HH","Rural Area","379","0.912589710000895","0.885610693894112","0.939568726107679"
"Very low transfer dependency","1996","(Married) couple without C. ","Urban Area","2218","0.929932543263875","0.919758259574349","0.940106826953401"
"Very low transfer dependency","1996","(Married) couple without C. ","Rural Area","995","0.892584585142496","0.874554775881178","0.910614394403813"
"Very low transfer dependency","1996","Single parent ","Urban Area","359","0.820353177118604","0.784725224642576","0.855981129594632"
"Very low transfer dependency","1996","Single parent ","Rural Area","166","0.826388165220901","0.774663678613896","0.878112651827906"
"Very low transfer dependency","1996","Couple + C. LE 16 ","Urban Area","1784","0.924506205274602","0.912863725541884","0.93614868500732"
"Very low transfer dependency","1996","Couple + C. LE 16 ","Rural Area","861","0.858396980658492","0.836788290685834","0.880005670631149"
"Very low transfer dependency","1996","Couple + C. GT 16 ","Urban Area","1356","0.91993449643565","0.906209435011037","0.933659557860264"
"Very low transfer dependency","1996","Couple + C. GT 16 ","Rural Area","732","0.898525823125338","0.878250333822828","0.918801312427848"
"Very low transfer dependency","1996","Couple + C. LE and GT 16","Urban Area","691","0.897520886006141","0.876029850766517","0.919011921245765"
"Very low transfer dependency","1996","Couple + C. LE and GT 16","Rural Area","416","0.891637032743124","0.863887283363199","0.919386782123048"
"Low transfer dependency","1996","1-pers.-HH","Urban Area","31","0.0210739463435663","0.0124192240770551","0.0297286686100774"
"Low transfer dependency","1996","1-pers.-HH","Rural Area","12","","",""
"Low transfer dependency","1996","(Married) couple without C. ","Urban Area","100","0.0339567811576977","0.0267377074043646","0.0411758549110307"
"Low transfer dependency","1996","(Married) couple without C. ","Rural Area","79","0.0599878734204649","0.0461607577034041","0.0738149891375257"
"Low transfer dependency","1996","Single parent ","Urban Area","23","","",""
"Low transfer dependency","1996","Single parent ","Rural Area","18","","",""
"Low transfer dependency","1996","Couple + C. LE 16 ","Urban Area","116","0.0464105249514922","0.0371395819226079","0.0556814679803764"
"Low transfer dependency","1996","Couple + C. LE 16 ","Rural Area","101","0.104371224176119","0.0854215171879962","0.123320931164242"
"Low transfer dependency","1996","Couple + C. GT 16 ","Urban Area","103","0.0584391804213072","0.0465763213225924","0.070302039520022"
"Low transfer dependency","1996","Couple + C. GT 16 ","Rural Area","82","0.0717102490978033","0.0543857499918657","0.0890347482037409"
"Low transfer dependency","1996","Couple + C. LE and GT 16","Urban Area","42","0.0646088540971568","0.0471883779985619","0.0820293301957517"
"Low transfer dependency","1996","Couple + C. LE and GT 16","Rural Area","38","0.0597402593670032","0.0385818973104236","0.0808986214235828"
"High transfer dependency","1996","1-pers.-HH","Urban Area","18","","",""
"High transfer dependency","1996","1-pers.-HH","Rural Area","8","","",""
"High transfer dependency","1996","(Married) couple without C. ","Urban Area","48","0.0180647743275148","0.0127562032930077","0.0233733453620219"
"High transfer dependency","1996","(Married) couple without C. ","Rural Area","21","","",""
"High transfer dependency","1996","Single parent ","Urban Area","27","","",""
"High transfer dependency","1996","Single parent ","Rural Area","9","","",""
"High transfer dependency","1996","Couple + C. LE 16 ","Urban Area","31","0.0108598040964705","0.00629234288103466","0.0154272653119064"
"High transfer dependency","1996","Couple + C. LE 16 ","Rural Area","32","0.0330052350316728","0.021932585158674","0.0440778849046717"
"High transfer dependency","1996","Couple + C. GT 16 ","Urban Area","21","","",""
"High transfer dependency","1996","Couple + C. GT 16 ","Rural Area","32","0.0213106151743685","0.0116133621863025","0.0310078681624344"
"High transfer dependency","1996","Couple + C. LE and GT 16","Urban Area","18","","",""
"High transfer dependency","1996","Couple + C. LE and GT 16","Rural Area","15","","",""
"Very high transfer dependency","1996","1-pers.-HH","Urban Area","43","0.0350035893937382","0.0239290825331929","0.0460780962542834"
"Very high transfer dependency","1996","1-pers.-HH","Rural Area","22","","",""
"Very high transfer dependency","1996","(Married) couple without C. ","Urban Area","52","0.0180459012509125","0.0127400530024724","0.0233517494993525"
"Very high transfer dependency","1996","(Married) couple without C. ","Rural Area","38","0.0314352850813951","0.0212749937828316","0.0415955763799586"
"Very high transfer dependency","1996","Single parent ","Urban Area","37","0.0952213255839408","0.0679805824505959","0.122462068717286"
"Very high transfer dependency","1996","Single parent ","Rural Area","13","","",""
"Very high transfer dependency","1996","Couple + C. LE 16 ","Urban Area","47","0.0182234656774355","0.0123288328574709","0.0241180984974001"
"Very high transfer dependency","1996","Couple + C. LE 16 ","Rural Area","6","","",""
"Very high transfer dependency","1996","Couple + C. GT 16 ","Urban Area","22","","",""
"Very high transfer dependency","1996","Couple + C. GT 16 ","Rural Area","6","","",""
"Very high transfer dependency","1996","Couple + C. LE and GT 16","Urban Area","14","","",""
"Very high transfer dependency","1996","Couple + C. LE and GT 16","Rural Area","13","","",""
"Very low transfer dependency","1997","1-pers.-HH","Urban Area","945","0.914046942713874","0.89705258089408","0.931041304533667"
"Very low transfer dependency","1997","1-pers.-HH","Rural Area","363","0.886334704830666","0.855648724704812","0.917020684956519"
"Very low transfer dependency","1997","(Married) couple without C. ","Urban Area","2225","0.926587043901822","0.916227799581252","0.936946288222392"
"Very low transfer dependency","1997","(Married) couple without C. ","Rural Area","989","0.870759187639621","0.851454269305831","0.890064105973412"
"Very low transfer dependency","1997","Single parent ","Urban Area","329","0.76193640359085","0.7210587536283","0.8028140535534"
"Very low transfer dependency","1997","Single parent ","Rural Area","152","0.76715166550949","0.709575849432447","0.824727481586534"
"Very low transfer dependency","1997","Couple + C. LE 16 ","Urban Area","1614","0.884216198085643","0.869729599239752","0.898702796931533"
"Very low transfer dependency","1997","Couple + C. LE 16 ","Rural Area","757","0.7954437447779","0.769684462552128","0.821203027003673"
"Very low transfer dependency","1997","Couple + C. GT 16 ","Urban Area","1339","0.924911083873379","0.911525458939357","0.938296708807402"
"Very low transfer dependency","1997","Couple + C. GT 16 ","Rural Area","770","0.883753932892506","0.862418898056561","0.905088967728451"
"Very low transfer dependency","1997","Couple + C. LE and GT 16","Urban Area","657","0.886484282584679","0.863705344522059","0.909263220647298"
"Very low transfer dependency","1997","Couple + C. LE and GT 16","Rural Area","381","0.874660361767359","0.844203573388292","0.905117150146426"
"Low transfer dependency","1997","1-pers.-HH","Urban Area","29","","",""
"Low transfer dependency","1997","1-pers.-HH","Rural Area","14","","",""
"Low transfer dependency","1997","(Married) couple without C. ","Urban Area","126","0.0416914130772858","0.033752252141186","0.0496305740133856"
"Low transfer dependency","1997","(Married) couple without C. ","Rural Area","96","0.0777430540858813","0.0623340041493433","0.0931521040224193"
"Low transfer dependency","1997","Single parent ","Urban Area","35","0.0763026203231996","0.0508217272415418","0.101783513404857"
"Low transfer dependency","1997","Single parent ","Rural Area","22","","",""
"Low transfer dependency","1997","Couple + C. LE 16 ","Urban Area","161","0.075241219464788","0.0632984391830429","0.0871839997465331"
"Low transfer dependency","1997","Couple + C. LE 16 ","Rural Area","135","0.139984284539481","0.11782705410896","0.162141514970002"
"Low transfer dependency","1997","Couple + C. GT 16 ","Urban Area","104","0.0554462699321472","0.0438224133388962","0.0670701265253981"
"Low transfer dependency","1997","Couple + C. GT 16 ","Rural Area","71","0.060725338038626","0.0448281681201412","0.0766225079571107"
"Low transfer dependency","1997","Couple + C. LE and GT 16","Urban Area","60","0.0773532563188473","0.0581697945149215","0.096536718122773"
"Low transfer dependency","1997","Couple + C. LE and GT 16","Rural Area","47","0.0712680035825131","0.0476026681156447","0.0949333390493815"
"High transfer dependency","1997","1-pers.-HH","Urban Area","21","","",""
"High transfer dependency","1997","1-pers.-HH","Rural Area","11","","",""
"High transfer dependency","1997","(Married) couple without C. ","Urban Area","43","0.0148484925288203","0.0100446218924423","0.0196523631651984"
"High transfer dependency","1997","(Married) couple without C. ","Rural Area","43","0.0287556307298663","0.0191385158833651","0.0383727455763676"
"High transfer dependency","1997","Single parent ","Urban Area","20","","",""
"High transfer dependency","1997","Single parent ","Rural Area","16","","",""
"High transfer dependency","1997","Couple + C. LE 16 ","Urban Area","41","0.0149619436700214","0.00946547432481449","0.0204584130152283"
"High transfer dependency","1997","Couple + C. LE 16 ","Rural Area","29","","",""
"High transfer dependency","1997","Couple + C. GT 16 ","Urban Area","26","","",""
"High transfer dependency","1997","Couple + C. GT 16 ","Rural Area","10","","",""
"High transfer dependency","1997","Couple + C. LE and GT 16","Urban Area","14","","",""
"High transfer dependency","1997","Couple + C. LE and GT 16","Rural Area","18","","",""
"Very high transfer dependency","1997","1-pers.-HH","Urban Area","50","0.0459457546472563","0.0332517347549137","0.0586397745395989"
"Very high transfer dependency","1997","1-pers.-HH","Rural Area","23","","",""
"Very high transfer dependency","1997","(Married) couple without C. ","Urban Area","41","0.0168730504920718","0.0117574076961199","0.0219886932880237"
"Very high transfer dependency","1997","(Married) couple without C. ","Rural Area","32","0.0227421275446311","0.0141630769186194","0.0313211781706427"
"Very high transfer dependency","1997","Single parent ","Urban Area","33","0.101293819943045","0.0723350305605836","0.130252609325506"
"Very high transfer dependency","1997","Single parent ","Rural Area","17","","",""
"Very high transfer dependency","1997","Couple + C. LE 16 ","Urban Area","58","0.0255806387795479","0.0184325170030124","0.0327287605560835"
"Very high transfer dependency","1997","Couple + C. LE 16 ","Rural Area","21","","",""
"Very high transfer dependency","1997","Couple + C. GT 16 ","Urban Area","20","","",""
"Very high transfer dependency","1997","Couple + C. GT 16 ","Rural Area","16","","",""
"Very high transfer dependency","1997","Couple + C. LE and GT 16","Urban Area","14","","",""
"Very high transfer dependency","1997","Couple + C. LE and GT 16","Rural Area","8","","",""
"Very low transfer dependency","1998","1-pers.-HH","Urban Area","1142","0.908370461870432","0.892503437783272","0.924237485957591"
"Very low transfer dependency","1998","1-pers.-HH","Rural Area","435","0.890875819867352","0.863212311188249","0.918539328546455"
"Very low transfer dependency","1998","(Married) couple without C. ","Urban Area","2571","0.933417176835727","0.924171650920449","0.942662702751005"
"Very low transfer dependency","1998","(Married) couple without C. ","Rural Area","1199","0.896181920179477","0.880000510613307","0.912363329745647"
"Very low transfer dependency","1998","Single parent ","Urban Area","362","0.749279982398192","0.710626280271434","0.787933684524949"
"Very low transfer dependency","1998","Single parent ","Rural Area","161","0.75635751371722","0.699760693966678","0.812954333467762"
"Very low transfer dependency","1998","Couple + C. LE 16 ","Urban Area","1738","0.88625600686407","0.872403405354287","0.900108608373852"
"Very low transfer dependency","1998","Couple + C. LE 16 ","Rural Area","821","0.806565249365448","0.78276441075605","0.830366087974846"
"Very low transfer dependency","1998","Couple + C. GT 16 ","Urban Area","1478","0.92556683748708","0.912809062177256","0.938324612796905"
"Very low transfer dependency","1998","Couple + C. GT 16 ","Rural Area","842","0.898648420081756","0.879262633841609","0.918034206321903"
"Very low transfer dependency","1998","Couple + C. LE and GT 16","Urban Area","644","0.894749944529645","0.872412108715204","0.917087780344087"
"Very low transfer dependency","1998","Couple + C. LE and GT 16","Rural Area","434","0.872923005688147","0.844213596434097","0.901632414942196"
"Low transfer dependency","1998","1-pers.-HH","Urban Area","34","0.0228622956464788","0.0146420644079705","0.0310825268849871"
"Low transfer dependency","1998","1-pers.-HH","Rural Area","15","","",""
"Low transfer dependency","1998","(Married) couple without C. ","Urban Area","128","0.0365807424380143","0.0296185416748663","0.0435429432011624"
"Low transfer dependency","1998","(Married) couple without C. ","Rural Area","115","0.0775735537372133","0.0633828320711613","0.0917642754032652"
"Low transfer dependency","1998","Single parent ","Urban Area","49","0.090097521497074","0.0645629619082739","0.115632081085874"
"Low transfer dependency","1998","Single parent ","Rural Area","22","","",""
"Low transfer dependency","1998","Couple + C. LE 16 ","Urban Area","179","0.0683045291713399","0.0572980287830426","0.0793110295596371"
"Low transfer dependency","1998","Couple + C. LE 16 ","Rural Area","167","0.123963926678222","0.104106913942677","0.143820939413766"
"Low transfer dependency","1998","Couple + C. GT 16 ","Urban Area","78","0.0426583355090347","0.0328358080095691","0.0524808630085002"
"Low transfer dependency","1998","Couple + C. GT 16 ","Rural Area","83","0.0940404021073458","0.0752911087415921","0.1127896954731"
"Low transfer dependency","1998","Couple + C. LE and GT 16","Urban Area","60","0.0713891233969996","0.0526472933467378","0.0901309534472615"
"Low transfer dependency","1998","Couple + C. LE and GT 16","Rural Area","48","0.0629004428512596","0.0419726929140909","0.0838281927884282"
"High transfer dependency","1998","1-pers.-HH","Urban Area","25","","",""
"High transfer dependency","1998","1-pers.-HH","Rural Area","7","","",""
"High transfer dependency","1998","(Married) couple without C. ","Urban Area","49","0.0156658586656416","0.0110605260772319","0.0202711912540514"
"High transfer dependency","1998","(Married) couple without C. ","Rural Area","19","","",""
"High transfer dependency","1998","Single parent ","Urban Area","18","","",""
"High transfer dependency","1998","Single parent ","Rural Area","17","","",""
"High transfer dependency","1998","Couple + C. LE 16 ","Urban Area","49","0.0210725339084013","0.0148060901291952","0.0273389776876074"
"High transfer dependency","1998","Couple + C. LE 16 ","Rural Area","41","0.0341148427051982","0.0231767981037618","0.0450528873066345"
"High transfer dependency","1998","Couple + C. GT 16 ","Urban Area","44","0.0228670728761116","0.0156014988425061","0.0301326469097171"
"High transfer dependency","1998","Couple + C. GT 16 ","Rural Area","3","","",""
"High transfer dependency","1998","Couple + C. LE and GT 16","Urban Area","12","","",""
"High transfer dependency","1998","Couple + C. LE and GT 16","Rural Area","19","","",""
"Very high transfer dependency","1998","1-pers.-HH","Urban Area","69","0.0497529707371434","0.0377945453115617","0.061711396162725"
"Very high transfer dependency","1998","1-pers.-HH","Rural Area","31","0.0714478896688185","0.0485952683302888","0.0943005110073482"
"Very high transfer dependency","1998","(Married) couple without C. ","Urban Area","45","0.0143362220606167","0.00992768616443485","0.0187447579567986"
"Very high transfer dependency","1998","(Married) couple without C. ","Rural Area","32","0.0152755246914105","0.0087691780176042","0.0217818713652168"
"Very high transfer dependency","1998","Single parent ","Urban Area","54","0.131088643142858","0.10099014701809","0.161187139267626"
"Very high transfer dependency","1998","Single parent ","Rural Area","21","","",""
"Very high transfer dependency","1998","Couple + C. LE 16 ","Urban Area","52","0.0243669300561891","0.0176397790773234","0.0310940810350547"
"Very high transfer dependency","1998","Couple + C. LE 16 ","Rural Area","29","","",""
"Very high transfer dependency","1998","Couple + C. GT 16 ","Urban Area","26","","",""
"Very high transfer dependency","1998","Couple + C. GT 16 ","Rural Area","3","","",""
"Very high transfer dependency","1998","Couple + C. LE and GT 16","Urban Area","9","","",""
"Very high transfer dependency","1998","Couple + C. LE and GT 16","Rural Area","16","","",""
"Very low transfer dependency","1999","1-pers.-HH","Urban Area","1093","0.921525104848773","0.90636041328847","0.936689796409077"
"Very low transfer dependency","1999","1-pers.-HH","Rural Area","420","0.859010542649308","0.828038504309258","0.889982580989358"
"Very low transfer dependency","1999","(Married) couple without C. ","Urban Area","2564","0.941693458385933","0.932942017953175","0.950444898818691"
"Very low transfer dependency","1999","(Married) couple without C. ","Rural Area","1251","0.93407054722161","0.920939462300381","0.947201632142839"
"Very low transfer dependency","1999","Single parent ","Urban Area","337","0.74151016404197","0.701326830768909","0.78169349731503"
"Very low transfer dependency","1999","Single parent ","Rural Area","169","0.718932655684625","0.663974667059223","0.773890644310027"
"Very low transfer dependency","1999","Couple + C. LE 16 ","Urban Area","1717","0.891115024384149","0.877380757479105","0.904849291289193"
"Very low transfer dependency","1999","Couple + C. LE 16 ","Rural Area","801","0.805542508183","0.781109643130245","0.829975373235755"
"Very low transfer dependency","1999","Couple + C. GT 16 ","Urban Area","1479","0.956374065056415","0.94633085811855","0.96641727199428"
"Very low transfer dependency","1999","Couple + C. GT 16 ","Rural Area","825","0.923138131539719","0.905812304251548","0.940463958827891"
"Very low transfer dependency","1999","Couple + C. LE and GT 16","Urban Area","612","0.892880169111472","0.869770943114916","0.915989395108027"
"Very low transfer dependency","1999","Couple + C. LE and GT 16","Rural Area","354","0.815648469281542","0.78066587780454","0.850631060758544"
"Low transfer dependency","1999","1-pers.-HH","Urban Area","31","0.0253007407040695","0.016445169900025","0.034156311508114"
"Low transfer dependency","1999","1-pers.-HH","Rural Area","18","","",""
"Low transfer dependency","1999","(Married) couple without C. ","Urban Area","126","0.041034159974561","0.0336254863142647","0.0484428336348573"
"Low transfer dependency","1999","(Married) couple without C. ","Rural Area","69","0.0338668888966278","0.0242954513473073","0.0434383264459483"
"Low transfer dependency","1999","Single parent ","Urban Area","52","0.105734024868625","0.0775108149853979","0.133957234751852"
"Low transfer dependency","1999","Single parent ","Rural Area","42","0.116739107876622","0.0774805614728741","0.155997654280371"
"Low transfer dependency","1999","Couple + C. LE 16 ","Urban Area","173","0.0640827525635422","0.0532847375951416","0.0748807675319427"
"Low transfer dependency","1999","Couple + C. LE 16 ","Rural Area","158","0.149388104541957","0.127382081703604","0.17139412738031"
"Low transfer dependency","1999","Couple + C. GT 16 ","Urban Area","80","0.0318931500680779","0.0232534931462499","0.0405328069899059"
"Low transfer dependency","1999","Couple + C. GT 16 ","Rural Area","57","0.0561218627003357","0.0411516087153094","0.071092116685362"
"Low transfer dependency","1999","Couple + C. LE and GT 16","Urban Area","52","0.0746005452640154","0.0549674175164168","0.0942336730116139"
"Low transfer dependency","1999","Couple + C. LE and GT 16","Rural Area","76","0.121023589594493","0.0915996570230213","0.150447522165965"
"High transfer dependency","1999","1-pers.-HH","Urban Area","30","0.018076105200247","0.0105632335701235","0.0255889768303705"
"High transfer dependency","1999","1-pers.-HH","Rural Area","16","","",""
"High transfer dependency","1999","(Married) couple without C. ","Urban Area","44","0.0112477584782721","0.00730914960758015","0.0151863673489641"
"High transfer dependency","1999","(Married) couple without C. ","Rural Area","25","","",""
"High transfer dependency","1999","Single parent ","Urban Area","24","","",""
"High transfer dependency","1999","Single parent ","Rural Area","13","","",""
"High transfer dependency","1999","Couple + C. LE 16 ","Urban Area","39","0.0207009906705732","0.0144231853569548","0.0269787959841916"
"High transfer dependency","1999","Couple + C. LE 16 ","Rural Area","30","0.0240555986493872","0.0145967462602821","0.0335144510384923"
"High transfer dependency","1999","Couple + C. GT 16 ","Urban Area","18","","",""
"High transfer dependency","1999","Couple + C. GT 16 ","Rural Area","20","","",""
"High transfer dependency","1999","Couple + C. LE and GT 16","Urban Area","21","","",""
"High transfer dependency","1999","Couple + C. LE and GT 16","Rural Area","25","","",""
"Very high transfer dependency","1999","1-pers.-HH","Urban Area","54","0.03509804924691","0.0247204306420503","0.0454756678517698"
"Very high transfer dependency","1999","1-pers.-HH","Rural Area","31","0.0648306290668294","0.0429170923073494","0.0867441658263094"
"Very high transfer dependency","1999","(Married) couple without C. ","Urban Area","20","","",""
"Very high transfer dependency","1999","(Married) couple without C. ","Rural Area","27","","",""
"Very high transfer dependency","1999","Single parent ","Urban Area","43","0.108192477607276","0.0796823101319659","0.136702645082585"
"Very high transfer dependency","1999","Single parent ","Rural Area","33","0.123881064994926","0.0836032847763904","0.164158845213461"
"Very high transfer dependency","1999","Couple + C. LE 16 ","Urban Area","47","0.0241012323817356","0.0173392095819558","0.0308632551815154"
"Very high transfer dependency","1999","Couple + C. LE 16 ","Rural Area","19","","",""
"Very high transfer dependency","1999","Couple + C. GT 16 ","Urban Area","12","","",""
"Very high transfer dependency","1999","Couple + C. GT 16 ","Rural Area","6","","",""
"Very high transfer dependency","1999","Couple + C. LE and GT 16","Urban Area","3","","",""
"Very high transfer dependency","1999","Couple + C. LE and GT 16","Rural Area","17","","",""
"Very low transfer dependency","2000","1-pers.-HH","Urban Area","2189","0.929782748341118","0.919519589541754","0.940045907140483"
