"transab_cat2","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2012","(Married) couple without C. ","Rural Area","46","0.010811471367206","0.00712377916233596","0.0144991635720761"
"Very high transfer dependency","2012","Single parent ","Urban Area","320","0.145781902764824","0.129901898424497","0.161661907105151"
"Very high transfer dependency","2012","Single parent ","Rural Area","151","0.0789127989247178","0.0622941156570477","0.0955314821923878"
"Very high transfer dependency","2012","Couple + C. LE 16 ","Urban Area","210","0.0358271905238222","0.0304971934092987","0.0411571876383457"
"Very high transfer dependency","2012","Couple + C. LE 16 ","Rural Area","111","0.0380052814364067","0.0306328599413537","0.0453777029314596"
"Very high transfer dependency","2012","Couple + C. GT 16 ","Urban Area","10","","",""
"Very high transfer dependency","2012","Couple + C. GT 16 ","Rural Area","6","","",""
"Very high transfer dependency","2012","Couple + C. LE and GT 16","Urban Area","58","0.0381920252079467","0.0281810290519137","0.0482030213639796"
"Very high transfer dependency","2012","Couple + C. LE and GT 16","Rural Area","21","","",""
"Very low transfer dependency","2013","1-pers.-HH","Urban Area","2287","0.859674003824611","0.846599678227467","0.872748329421755"
"Very low transfer dependency","2013","1-pers.-HH","Rural Area","1002","0.836679415999544","0.815842427837823","0.857516404161266"
"Very low transfer dependency","2013","(Married) couple without C. ","Urban Area","5149","0.955292472671161","0.949825833336088","0.960759112006234"
"Very low transfer dependency","2013","(Married) couple without C. ","Rural Area","2799","0.938713758503698","0.930180462140521","0.947247054866875"
"Very low transfer dependency","2013","Single parent ","Urban Area","1181","0.606739728818963","0.585762664501734","0.627716793136192"
"Very low transfer dependency","2013","Single parent ","Rural Area","586","0.656708977085308","0.627726436127696","0.68569151804292"
"Very low transfer dependency","2013","Couple + C. LE 16 ","Urban Area","4301","0.822094118843926","0.811973298906214","0.832214938781639"
"Very low transfer dependency","2013","Couple + C. LE 16 ","Rural Area","2063","0.812406562373112","0.797423871130325","0.827389253615899"
"Very low transfer dependency","2013","Couple + C. GT 16 ","Urban Area","2132","0.925763072469668","0.915157076261174","0.936369068678162"
"Very low transfer dependency","2013","Couple + C. GT 16 ","Rural Area","1082","0.937493672685693","0.92367592201308","0.951311423358306"
"Very low transfer dependency","2013","Couple + C. LE and GT 16","Urban Area","1359","0.83661321283216","0.819236439900407","0.853989985763913"
"Very low transfer dependency","2013","Couple + C. LE and GT 16","Rural Area","812","0.863346305531027","0.842246550740794","0.884446060321261"
"Low transfer dependency","2013","1-pers.-HH","Urban Area","121","0.0403922184040006","0.0329811799666243","0.0478032568413768"
"Low transfer dependency","2013","1-pers.-HH","Rural Area","80","0.0607174062815967","0.0472560232058695","0.0741787893573239"
"Low transfer dependency","2013","(Married) couple without C. ","Urban Area","150","0.0208346546290551","0.0170564707650973","0.024612838493013"
"Low transfer dependency","2013","(Married) couple without C. ","Rural Area","114","0.0338389182881738","0.0274060931101652","0.0402717434661825"
"Low transfer dependency","2013","Single parent ","Urban Area","278","0.142342944051661","0.127338211442741","0.15734767666058"
"Low transfer dependency","2013","Single parent ","Rural Area","149","0.147918824686955","0.126248223114071","0.169589426259838"
"Low transfer dependency","2013","Couple + C. LE 16 ","Urban Area","623","0.0983275305880248","0.0904476117186726","0.106207449457377"
"Low transfer dependency","2013","Couple + C. LE 16 ","Rural Area","327","0.109479431676334","0.0974959630825394","0.121462900270129"
"Low transfer dependency","2013","Couple + C. GT 16 ","Urban Area","128","0.0550261279560501","0.0458007127080943","0.064251543204006"
"Low transfer dependency","2013","Couple + C. GT 16 ","Rural Area","44","0.0388356507506826","0.0278074336033877","0.0498638678979775"
"Low transfer dependency","2013","Couple + C. LE and GT 16","Urban Area","211","0.0801334673790145","0.067372967824514","0.0928939669335151"
"Low transfer dependency","2013","Couple + C. LE and GT 16","Rural Area","104","0.0656432274718691","0.0504298537551408","0.0808566011885974"
"High transfer dependency","2013","1-pers.-HH","Urban Area","79","0.0290611389754868","0.0227379583226594","0.0353843196283142"
"High transfer dependency","2013","1-pers.-HH","Rural Area","43","0.0359133576787335","0.0254246742210703","0.0464020411363968"
"High transfer dependency","2013","(Married) couple without C. ","Urban Area","91","0.0116817942067807","0.00883952577067624","0.0145240626428851"
"High transfer dependency","2013","(Married) couple without C. ","Rural Area","48","0.0130847225730121","0.0090418417548713","0.017127603391153"
"High transfer dependency","2013","Single parent ","Urban Area","277","0.11214123961379","0.0985906536904158","0.125691825537165"
"High transfer dependency","2013","Single parent ","Rural Area","127","0.0911506378984248","0.0735817380193295","0.10871953777752"
"High transfer dependency","2013","Couple + C. LE 16 ","Urban Area","264","0.0361323160856779","0.0311935735613298","0.041071058610026"
"High transfer dependency","2013","Couple + C. LE 16 ","Rural Area","99","0.0316942922254759","0.0249708593660291","0.0384177250849227"
"High transfer dependency","2013","Couple + C. GT 16 ","Urban Area","47","0.0115491062367688","0.00722652380936524","0.0158716886641723"
"High transfer dependency","2013","Couple + C. GT 16 ","Rural Area","23","","",""
"High transfer dependency","2013","Couple + C. LE and GT 16","Urban Area","93","0.0308870034712246","0.0227554523364597","0.0390185546059896"
"High transfer dependency","2013","Couple + C. LE and GT 16","Rural Area","62","0.0417731566514012","0.0294830113969705","0.0540633019058319"
"Very high transfer dependency","2013","1-pers.-HH","Urban Area","224","0.0708726387959017","0.0612130139804234","0.08053226361138"
"Very high transfer dependency","2013","1-pers.-HH","Rural Area","84","0.0666898200401257","0.0526268285238009","0.0807528115564506"
"Very high transfer dependency","2013","(Married) couple without C. ","Urban Area","100","0.0121910784930032","0.00928826285085348","0.015093894135153"
"Very high transfer dependency","2013","(Married) couple without C. ","Rural Area","74","0.0143626006351165","0.0101296434794268","0.0185955577908061"
"Very high transfer dependency","2013","Single parent ","Urban Area","347","0.138776087515586","0.12392976756833","0.153622407462843"
"Very high transfer dependency","2013","Single parent ","Rural Area","169","0.104221560329313","0.0855707439488194","0.122872376709806"
"Very high transfer dependency","2013","Couple + C. LE 16 ","Urban Area","297","0.0434460344823709","0.0380510576432371","0.0488410113215047"
"Very high transfer dependency","2013","Couple + C. LE 16 ","Rural Area","119","0.0464197137250778","0.0383450553253627","0.0544943721247929"
"Very high transfer dependency","2013","Couple + C. GT 16 ","Urban Area","40","0.00766169333751338","0.00413405700390851","0.0111893296711183"
"Very high transfer dependency","2013","Couple + C. GT 16 ","Rural Area","30","0.00800651832983746","0.00291945143287314","0.0130935852268018"
"Very high transfer dependency","2013","Couple + C. LE and GT 16","Urban Area","76","0.0523663163176008","0.0418963675378418","0.0628362650973597"
"Very high transfer dependency","2013","Couple + C. LE and GT 16","Rural Area","40","0.0292373103457024","0.0188882850374929","0.0395863356539118"
"Very low transfer dependency","2014","1-pers.-HH","Urban Area","2101","0.844355292662371","0.830136307093567","0.858574278231175"
"Very low transfer dependency","2014","1-pers.-HH","Rural Area","952","0.837919839782728","0.816508535401708","0.859331144163749"
"Very low transfer dependency","2014","(Married) couple without C. ","Urban Area","4801","0.950335747390059","0.944357468863238","0.956314025916879"
"Very low transfer dependency","2014","(Married) couple without C. ","Rural Area","2686","0.934554075659758","0.925563880986768","0.943544270332748"
"Very low transfer dependency","2014","Single parent ","Urban Area","974","0.615510905659364","0.592358556886794","0.638663254431935"
"Very low transfer dependency","2014","Single parent ","Rural Area","513","0.659144808714267","0.62809120920216","0.690198408226374"
"Very low transfer dependency","2014","Couple + C. LE 16 ","Urban Area","3604","0.823110010830118","0.812019126308497","0.834200895351739"
"Very low transfer dependency","2014","Couple + C. LE 16 ","Rural Area","1817","0.822788409150113","0.807014094908656","0.838562723391569"
"Very low transfer dependency","2014","Couple + C. GT 16 ","Urban Area","1916","0.925578806416133","0.914425096057759","0.936732516774507"
"Very low transfer dependency","2014","Couple + C. GT 16 ","Rural Area","968","0.948697642524372","0.93538530154069","0.962009983508054"
"Very low transfer dependency","2014","Couple + C. LE and GT 16","Urban Area","1257","0.826489516690582","0.807846551351291","0.845132482029872"
"Very low transfer dependency","2014","Couple + C. LE and GT 16","Rural Area","664","0.819666433396629","0.794436126970421","0.844896739822836"
"Low transfer dependency","2014","1-pers.-HH","Urban Area","110","0.0447466431988194","0.0366374371325651","0.0528558492650737"
"Low transfer dependency","2014","1-pers.-HH","Rural Area","68","0.0529016315611108","0.0398966710605968","0.0659065920616248"
"Low transfer dependency","2014","(Married) couple without C. ","Urban Area","130","0.0255026383454578","0.0211645484260236","0.029840728264892"
"Low transfer dependency","2014","(Married) couple without C. ","Rural Area","124","0.0427861106009838","0.0354294372046394","0.0501427839973282"
"Low transfer dependency","2014","Single parent ","Urban Area","234","0.137714993004015","0.121314715499635","0.154115270508395"
"Low transfer dependency","2014","Single parent ","Rural Area","148","0.16221358970513","0.138061937466357","0.186365241943902"
"Low transfer dependency","2014","Couple + C. LE 16 ","Urban Area","508","0.106554275099054","0.0975860780727526","0.115522472125355"
"Low transfer dependency","2014","Couple + C. LE 16 ","Rural Area","271","0.096050155481618","0.083877606050714","0.108222704912522"
"Low transfer dependency","2014","Couple + C. GT 16 ","Urban Area","117","0.047293377961923","0.0382725976678653","0.0563141582559808"
"Low transfer dependency","2014","Couple + C. GT 16 ","Rural Area","44","0.0286113900595573","0.0185516248711212","0.0386711552479933"
"Low transfer dependency","2014","Couple + C. LE and GT 16","Urban Area","159","0.0657577624184514","0.053555602283189","0.0779599225537138"
"Low transfer dependency","2014","Couple + C. LE and GT 16","Rural Area","113","0.0862611497415814","0.0678371325446695","0.104685166938493"
"High transfer dependency","2014","1-pers.-HH","Urban Area","93","0.0379262902958891","0.0304340245040872","0.045418556087691"
"High transfer dependency","2014","1-pers.-HH","Rural Area","43","0.0383117141037835","0.0271595304027612","0.0494638978048058"
"High transfer dependency","2014","(Married) couple without C. ","Urban Area","61","0.0100439749749768","0.00730002352810154","0.012787926421852"
"High transfer dependency","2014","(Married) couple without C. ","Rural Area","38","0.0109308890916207","0.00715110808400541","0.0147106700992359"
"High transfer dependency","2014","Single parent ","Urban Area","194","0.0953960511934864","0.0814153290134957","0.109376773373477"
"High transfer dependency","2014","Single parent ","Rural Area","98","0.0694595228368036","0.0528035460975648","0.0861154995760423"
"High transfer dependency","2014","Couple + C. LE 16 ","Urban Area","196","0.0331147168752065","0.0279137556976122","0.0383156780528007"
"High transfer dependency","2014","Couple + C. LE 16 ","Rural Area","74","0.0410718085090714","0.032873480312161","0.0492701367059819"
"High transfer dependency","2014","Couple + C. GT 16 ","Urban Area","60","0.0202986501773196","0.0143056432620652","0.026291657092574"
"High transfer dependency","2014","Couple + C. GT 16 ","Rural Area","31","0.0170752682874184","0.00925780661678564","0.0248927299580511"
"High transfer dependency","2014","Couple + C. LE and GT 16","Urban Area","72","0.033892956389919","0.024984533844375","0.0428013789354631"
"High transfer dependency","2014","Couple + C. LE and GT 16","Rural Area","95","0.0838351322505583","0.0656479462801557","0.102022318220961"
"Very high transfer dependency","2014","1-pers.-HH","Urban Area","193","0.0729717738429207","0.0627703039907764","0.0831732436950649"
"Very high transfer dependency","2014","1-pers.-HH","Rural Area","75","0.0708668145523771","0.055958196046406","0.0857754330583483"
"Very high transfer dependency","2014","(Married) couple without C. ","Urban Area","81","0.0141176392895069","0.0108711853261772","0.0173640932528365"
"Very high transfer dependency","2014","(Married) couple without C. ","Rural Area","59","0.0117289246476372","0.00781517793762568","0.0156426713576487"
"Very high transfer dependency","2014","Single parent ","Urban Area","294","0.151378050143134","0.134320221360389","0.168435878925879"
"Very high transfer dependency","2014","Single parent ","Rural Area","136","0.1091820787438","0.0887502741960152","0.129613883291584"
"Very high transfer dependency","2014","Couple + C. LE 16 ","Urban Area","239","0.0372209971956219","0.0317187142291972","0.0427232801620465"
"Very high transfer dependency","2014","Couple + C. LE 16 ","Rural Area","89","0.0400896268591975","0.0319857712764452","0.0481934824419498"
"Very high transfer dependency","2014","Couple + C. GT 16 ","Urban Area","34","0.00682916544462463","0.00332922913001103","0.0103291017592382"
"Very high transfer dependency","2014","Couple + C. GT 16 ","Rural Area","12","","",""
"Very high transfer dependency","2014","Couple + C. LE and GT 16","Urban Area","97","0.0738597645010479","0.0609839179249767","0.0867356110771192"
"Very high transfer dependency","2014","Couple + C. LE and GT 16","Rural Area","20","","",""
"Very low transfer dependency","2015","1-pers.-HH","Urban Area","2143","0.847465188311244","0.833502178685035","0.861428197937453"
"Very low transfer dependency","2015","1-pers.-HH","Rural Area","975","0.84778934143664","0.827188110132994","0.868390572740286"
"Very low transfer dependency","2015","(Married) couple without C. ","Urban Area","4810","0.95255891084095","0.946720063224516","0.958397758457384"
"Very low transfer dependency","2015","(Married) couple without C. ","Rural Area","2657","0.937488120758377","0.928601970624323","0.94637427089243"
"Very low transfer dependency","2015","Single parent ","Urban Area","975","0.611302626300186","0.587902714252552","0.63470253834782"
"Very low transfer dependency","2015","Single parent ","Rural Area","515","0.716446970589247","0.685765229778046","0.747128711400447"
"Very low transfer dependency","2015","Couple + C. LE 16 ","Urban Area","3561","0.830606025589716","0.819597550114466","0.841614501064965"
"Very low transfer dependency","2015","Couple + C. LE 16 ","Rural Area","1809","0.80625243503323","0.789968496282893","0.822536373783568"
"Very low transfer dependency","2015","Couple + C. GT 16 ","Urban Area","1882","0.94034853796772","0.930096124001142","0.950600951934298"
"Very low transfer dependency","2015","Couple + C. GT 16 ","Rural Area","940","0.941447340726586","0.927205400120909","0.955689281332263"
"Very low transfer dependency","2015","Couple + C. LE and GT 16","Urban Area","1261","0.835319521044394","0.817174480257368","0.85346456183142"
"Very low transfer dependency","2015","Couple + C. LE and GT 16","Rural Area","678","0.848918747448628","0.824913654919535","0.872923839977721"
"Low transfer dependency","2015","1-pers.-HH","Urban Area","119","0.0449318429605456","0.0368868083384207","0.0529768775826706"
"Low transfer dependency","2015","1-pers.-HH","Rural Area","60","0.0394507300339899","0.0282868794608005","0.0506145806071794"
"Low transfer dependency","2015","(Married) couple without C. ","Urban Area","129","0.0301094361082792","0.0254157226679002","0.0348031495486582"
"Low transfer dependency","2015","(Married) couple without C. ","Rural Area","98","0.0372353899508406","0.0302853469047502","0.044185432996931"
"Low transfer dependency","2015","Single parent ","Urban Area","218","0.119212024491186","0.103656809738099","0.134767239244274"
"Low transfer dependency","2015","Single parent ","Rural Area","112","0.118295252216062","0.096310778542555","0.140279725889569"
"Low transfer dependency","2015","Couple + C. LE 16 ","Urban Area","421","0.0927793324830267","0.0842647618773515","0.101293903088702"
"Low transfer dependency","2015","Couple + C. LE 16 ","Rural Area","255","0.124161915643201","0.110575279991749","0.137748551294654"
"Low transfer dependency","2015","Couple + C. GT 16 ","Urban Area","93","0.0324545556200765","0.0247836846048161","0.0401254266353369"
"Low transfer dependency","2015","Couple + C. GT 16 ","Rural Area","53","0.0260123744854623","0.0163571014344779","0.0356676475364467"
"Low transfer dependency","2015","Couple + C. LE and GT 16","Urban Area","153","0.0649458096590163","0.0528897738087502","0.0770018455092823"
"Low transfer dependency","2015","Couple + C. LE and GT 16","Rural Area","95","0.0855284821381735","0.0667826161594883","0.104274348116859"
"High transfer dependency","2015","1-pers.-HH","Urban Area","85","0.0320130607447741","0.0251765898899109","0.0388495315996372"
"High transfer dependency","2015","1-pers.-HH","Rural Area","41","0.0296502218264569","0.0199226421092426","0.0393778015436713"
"High transfer dependency","2015","(Married) couple without C. ","Urban Area","62","0.00884350256487459","0.00627199881045289","0.0114150063192963"
"High transfer dependency","2015","(Married) couple without C. ","Rural Area","52","0.0126408064881048","0.00853995104001015","0.0167416619361995"
"High transfer dependency","2015","Single parent ","Urban Area","177","0.108531036144907","0.0935992975002813","0.123462774789533"
"High transfer dependency","2015","Single parent ","Rural Area","89","0.0648557438386181","0.0480914851643078","0.0816200025129284"
"High transfer dependency","2015","Couple + C. LE 16 ","Urban Area","229","0.0396791881372645","0.0339503016006243","0.0454080746739047"
"High transfer dependency","2015","Couple + C. LE 16 ","Rural Area","98","0.0329236064306897","0.0255718703847143","0.0402753424766651"
"High transfer dependency","2015","Couple + C. GT 16 ","Urban Area","42","0.0115356004327571","0.00691315514956401","0.0161580457159501"
"High transfer dependency","2015","Couple + C. GT 16 ","Rural Area","35","0.0282802482338811","0.0182246024752437","0.0383358939925185"
"High transfer dependency","2015","Couple + C. LE and GT 16","Urban Area","67","0.0483234925096289","0.0378320693446301","0.0588149156746277"
"High transfer dependency","2015","Couple + C. LE and GT 16","Rural Area","30","0.0206280552930649","0.0111007955290435","0.0301553150570864"
"Very high transfer dependency","2015","1-pers.-HH","Urban Area","200","0.0755899079834364","0.0653239882112736","0.0858558277555991"
"Very high transfer dependency","2015","1-pers.-HH","Rural Area","92","0.0831097067029131","0.067278601606837","0.0989408117989891"
"Very high transfer dependency","2015","(Married) couple without C. ","Urban Area","91","0.00848815048589612","0.00596838929202189","0.0110079116797704"
"Very high transfer dependency","2015","(Married) couple without C. ","Rural Area","44","0.0126356828026778","0.00853564789855442","0.0167357177068012"
"Very high transfer dependency","2015","Single parent ","Urban Area","297","0.160954313063721","0.143313264107735","0.178595362019706"
"Very high transfer dependency","2015","Single parent ","Rural Area","113","0.100402033356073","0.0799438855273656","0.120860181184781"
"Very high transfer dependency","2015","Couple + C. LE 16 ","Urban Area","249","0.0369354537899931","0.0314002950683915","0.0424706125115948"
"Very high transfer dependency","2015","Couple + C. LE 16 ","Rural Area","101","0.0366620428928787","0.0289191459140536","0.0444049398717038"
"Very high transfer dependency","2015","Couple + C. GT 16 ","Urban Area","33","0.0156613059794462","0.0102865663984713","0.0210360455604211"
"Very high transfer dependency","2015","Couple + C. GT 16 ","Rural Area","16","","",""
"Very high transfer dependency","2015","Couple + C. LE and GT 16","Urban Area","124","0.0514111767869605","0.0406073317407896","0.0622150218331314"
"Very high transfer dependency","2015","Couple + C. LE and GT 16","Rural Area","52","0.0449247151201335","0.0310403347497778","0.0588090954904893"
"Very low transfer dependency","2016","1-pers.-HH","Urban Area","2019","0.842066524680975","0.8274705265487","0.85666252281325"
"Very low transfer dependency","2016","1-pers.-HH","Rural Area","909","0.848985376775275","0.82753100466689","0.87043974888366"
"Very low transfer dependency","2016","(Married) couple without C. ","Urban Area","4416","0.955309990771436","0.949378834887011","0.96124114665586"
"Very low transfer dependency","2016","(Married) couple without C. ","Rural Area","2553","0.942533745257632","0.933784345380409","0.951283145134855"
"Very low transfer dependency","2016","Single parent ","Urban Area","938","0.64478672776933","0.620735562593816","0.668837892944845"
"Very low transfer dependency","2016","Single parent ","Rural Area","454","0.713530072099096","0.681323402991121","0.74573674120707"
"Very low transfer dependency","2016","Couple + C. LE 16 ","Urban Area","3073","0.833697979068375","0.82185289555764","0.84554306257911"
"Very low transfer dependency","2016","Couple + C. LE 16 ","Rural Area","1577","0.804693442530966","0.787178481005828","0.822208404056104"
"Very low transfer dependency","2016","Couple + C. GT 16 ","Urban Area","1743","0.926882988910645","0.915149585642242","0.938616392179049"
"Very low transfer dependency","2016","Couple + C. GT 16 ","Rural Area","917","0.933791676712423","0.918318711503557","0.949264641921289"
"Very low transfer dependency","2016","Couple + C. LE and GT 16","Urban Area","1105","0.792740622469102","0.772082699415274","0.813398545522931"
"Very low transfer dependency","2016","Couple + C. LE and GT 16","Rural Area","661","0.855700469228082","0.831411258029731","0.879989680426433"
"Low transfer dependency","2016","1-pers.-HH","Urban Area","107","0.0415322359273732","0.0335466844559347","0.0495177873988117"
"Low transfer dependency","2016","1-pers.-HH","Rural Area","55","0.0535816018008196","0.0400886914266837","0.0670745121749555"
"Low transfer dependency","2016","(Married) couple without C. ","Urban Area","113","0.0252216214508127","0.0207207003317229","0.0297225425699026"
"Low transfer dependency","2016","(Married) couple without C. ","Rural Area","102","0.0389030679494964","0.031633662601405","0.0461724732975878"
"Low transfer dependency","2016","Single parent ","Urban Area","179","0.100200607569119","0.0851105287143408","0.115290686423896"
"Low transfer dependency","2016","Single parent ","Rural Area","129","0.122668348996809","0.0992989087551307","0.146037789238486"
"Low transfer dependency","2016","Couple + C. LE 16 ","Urban Area","402","0.106282794706581","0.0964784960681964","0.116087093344966"
"Low transfer dependency","2016","Couple + C. LE 16 ","Rural Area","261","0.157183412798308","0.14110269471988","0.173264130876736"
"Low transfer dependency","2016","Couple + C. GT 16 ","Urban Area","63","0.0352105145264798","0.0269033121022925","0.0435177169506671"
"Low transfer dependency","2016","Couple + C. GT 16 ","Rural Area","44","0.0495132758447845","0.0360135138165482","0.0630130378730209"
"Low transfer dependency","2016","Couple + C. LE and GT 16","Urban Area","185","0.10014867082142","0.0848493560456955","0.115447985597145"
"Low transfer dependency","2016","Couple + C. LE and GT 16","Rural Area","96","0.103967644391377","0.0828701434524653","0.125065145330289"
"High transfer dependency","2016","1-pers.-HH","Urban Area","81","0.040935727637999","0.0330052633239228","0.0488661919520752"
"High transfer dependency","2016","1-pers.-HH","Rural Area","25","","",""
"High transfer dependency","2016","(Married) couple without C. ","Urban Area","59","0.00979682042543207","0.00696955430842635","0.0126240865424378"
"High transfer dependency","2016","(Married) couple without C. ","Rural Area","34","0.0124663068849509","0.0082950375502378","0.016637576219664"
"High transfer dependency","2016","Single parent ","Urban Area","190","0.11548185318203","0.0994200710771902","0.13154363528687"
"High transfer dependency","2016","Single parent ","Rural Area","75","0.0619084953552319","0.0447413581875262","0.0790756325229377"
"High transfer dependency","2016","Couple + C. LE 16 ","Urban Area","139","0.0312161162377129","0.0256840435668983","0.0367481889085276"
"High transfer dependency","2016","Couple + C. LE 16 ","Rural Area","40","0.0122440144175435","0.00738528968446709","0.0171027391506198"
"High transfer dependency","2016","Couple + C. GT 16 ","Urban Area","57","0.0276279177825272","0.0202405002681267","0.0350153352969277"
"High transfer dependency","2016","Couple + C. GT 16 ","Rural Area","15","","",""
"High transfer dependency","2016","Couple + C. LE and GT 16","Urban Area","65","0.0381943730657047","0.0284263347681603","0.0479624113632492"
"High transfer dependency","2016","Couple + C. LE and GT 16","Rural Area","16","","",""
"Very high transfer dependency","2016","1-pers.-HH","Urban Area","191","0.0754655117536527","0.0648934590234552","0.0860375644838501"
"Very high transfer dependency","2016","1-pers.-HH","Rural Area","81","0.077382687150434","0.0613727765997886","0.0933925977010794"
"Very high transfer dependency","2016","(Married) couple without C. ","Urban Area","74","0.00967156735231946","0.00686225511681695","0.012480879587822"
"Very high transfer dependency","2016","(Married) couple without C. ","Rural Area","29","","",""
"Very high transfer dependency","2016","Single parent ","Urban Area","214","0.139530811479521","0.122117306040318","0.156944316918723"
"Very high transfer dependency","2016","Single parent ","Rural Area","99","0.101893083548864","0.0803436169691044","0.123442550128624"
"Very high transfer dependency","2016","Couple + C. LE 16 ","Urban Area","182","0.0288031099873304","0.0234825380185127","0.034123681956148"
"Very high transfer dependency","2016","Couple + C. LE 16 ","Rural Area","90","0.0258791302531821","0.0188643058178179","0.0328939546885463"
"Very high transfer dependency","2016","Couple + C. GT 16 ","Urban Area","28","","",""
"Very high transfer dependency","2016","Couple + C. GT 16 ","Rural Area","16","","",""
"Very high transfer dependency","2016","Couple + C. LE and GT 16","Urban Area","124","0.068916333643773","0.0560065358344079","0.0818261314531381"
"Very high transfer dependency","2016","Couple + C. LE and GT 16","Rural Area","31","0.0304456233533434","0.0185696671477793","0.0423215795589074"
"Very low transfer dependency","2017","1-pers.-HH","Urban Area","2268","0.850787666162869","0.837967245597845","0.863608086727894"
"Very low transfer dependency","2017","1-pers.-HH","Rural Area","1087","0.840348656104603","0.82148916618202","0.859208146027187"
"Very low transfer dependency","2017","(Married) couple without C. ","Urban Area","4883","0.961323586906995","0.956062941179495","0.966584232634494"
"Very low transfer dependency","2017","(Married) couple without C. ","Rural Area","2938","0.947293369927182","0.939469119051805","0.955117620802559"
"Very low transfer dependency","2017","Single parent ","Urban Area","956","0.641617179502335","0.618549408553522","0.664684950451147"
"Very low transfer dependency","2017","Single parent ","Rural Area","519","0.706864233473089","0.676720402396144","0.737008064550034"
"Very low transfer dependency","2017","Couple + C. LE 16 ","Urban Area","3162","0.83132437047572","0.820356622249367","0.842292118702072"
"Very low transfer dependency","2017","Couple + C. LE 16 ","Rural Area","1712","0.825834695095686","0.81048157412488","0.841187816066493"
"Very low transfer dependency","2017","Couple + C. GT 16 ","Urban Area","2048","0.929385133268399","0.918728560956826","0.940041705579972"
"Very low transfer dependency","2017","Couple + C. GT 16 ","Rural Area","1083","0.945003222876983","0.931990252135098","0.958016193618868"
"Very low transfer dependency","2017","Couple + C. LE and GT 16","Urban Area","1266","0.825801081295839","0.808181380027996","0.843420782563681"
"Very low transfer dependency","2017","Couple + C. LE and GT 16","Rural Area","690","0.828144499745847","0.80375375201571","0.852535247475985"
"Low transfer dependency","2017","1-pers.-HH","Urban Area","141","0.0427002340798977","0.0354253107256652","0.0499751574341303"
"Low transfer dependency","2017","1-pers.-HH","Rural Area","84","0.0447810184202632","0.0341319319541329","0.0554301048863935"
"Low transfer dependency","2017","(Married) couple without C. ","Urban Area","107","0.0179772918644208","0.0143523248304829","0.0216022588983586"
"Low transfer dependency","2017","(Married) couple without C. ","Rural Area","96","0.0353360057631768","0.0288710634117323","0.0418009481146212"
"Low transfer dependency","2017","Single parent ","Urban Area","206","0.11800839564537","0.10248871695743","0.133528074333309"
"Low transfer dependency","2017","Single parent ","Rural Area","137","0.13651310767979","0.11377726323026","0.15924895212932"
"Low transfer dependency","2017","Couple + C. LE 16 ","Urban Area","382","0.0899269348385837","0.0815479949978383","0.098305874679329"
"Low transfer dependency","2017","Couple + C. LE 16 ","Rural Area","240","0.111904632686235","0.0991425039065828","0.124666761465886"
"Low transfer dependency","2017","Couple + C. GT 16 ","Urban Area","73","0.0315732297652583","0.0242993770682124","0.0388470824623041"
"Low transfer dependency","2017","Couple + C. GT 16 ","Rural Area","49","0.0352298671141517","0.0247064056246116","0.0457533286036918"
"Low transfer dependency","2017","Couple + C. LE and GT 16","Urban Area","149","0.0796999334044515","0.067118451542424","0.0922814152664791"
"Low transfer dependency","2017","Couple + C. LE and GT 16","Rural Area","112","0.104801004555692","0.0849979195738266","0.124604089537558"
"High transfer dependency","2017","1-pers.-HH","Urban Area","110","0.0323255820280069","0.0259616266710932","0.0386895373849205"
"High transfer dependency","2017","1-pers.-HH","Rural Area","49","0.0207003698679385","0.0133694116177071","0.0280313281181698"
"High transfer dependency","2017","(Married) couple without C. ","Urban Area","79","0.0134901038675895","0.0103427937970914","0.0166374139380876"
"High transfer dependency","2017","(Married) couple without C. ","Rural Area","45","0.00999295681375148","0.00651011266474273","0.0134758009627602"
"High transfer dependency","2017","Single parent ","Urban Area","171","0.0977166468700196","0.0834326483236375","0.112000645416402"
"High transfer dependency","2017","Single parent ","Rural Area","94","0.0813390843315779","0.0632372203464197","0.099440948316736"
"High transfer dependency","2017","Couple + C. LE 16 ","Urban Area","189","0.0376290610785577","0.0320554201412137","0.0432027020159017"
"High transfer dependency","2017","Couple + C. LE 16 ","Rural Area","99","0.0276138979012821","0.0209802484755868","0.0342475473269774"
"High transfer dependency","2017","Couple + C. GT 16 ","Urban Area","53","0.0287157799354995","0.0217686554904485","0.0356629043805504"
"High transfer dependency","2017","Couple + C. GT 16 ","Rural Area","18","","",""
"High transfer dependency","2017","Couple + C. LE and GT 16","Urban Area","91","0.0337983921557562","0.0254034059254618","0.0421933783860507"
"High transfer dependency","2017","Couple + C. LE and GT 16","Rural Area","44","0.0393200238334616","0.0267543266137599","0.0518857210531632"
"Very high transfer dependency","2017","1-pers.-HH","Urban Area","448","0.0741865177292262","0.0647564771550479","0.0836165583034046"
"Very high transfer dependency","2017","1-pers.-HH","Rural Area","229","0.0941699556071948","0.0791318392199059","0.109208071994484"
"Very high transfer dependency","2017","(Married) couple without C. ","Urban Area","92","0.00720901736099502","0.00490095196867218","0.00951708275331786"
"Very high transfer dependency","2017","(Married) couple without C. ","Rural Area","54","0.00737766749588944","0.00438113181338715","0.0103742031783917"
