"transab_cat2","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","1993","16-34 y.","no migration background","78","0.0208218174223492","0.0161800212662713","0.0254636135784272","2"
"High transfer dependency","1993","16-34 y.","direct migration background","15","","","","2"
"High transfer dependency","1993","16-34 y.","indirect migration background","11","","","","2"
"High transfer dependency","1993","35-65 y.","no migration background","71","0.0133713817748363","0.0102432133058202","0.0164995502438525","2"
"High transfer dependency","1993","35-65 y.","direct migration background","32","0.0157334108125716","0.00946299357605817","0.0220038280490851","2"
"High transfer dependency","1993","35-65 y.","indirect migration background","","","","","2"
"High transfer dependency","1993","66 and older","direct migration background","3","","","","2"
"High transfer dependency","1993","66 and older","indirect migration background","","","","","2"
"High transfer dependency","1993","66 and older","no migration background","2","","","","2"
"Low transfer dependency","1993","16-34 y.","no migration background","325","0.0662950882987011","0.0582070838434569","0.0743830927539453","1"
"Low transfer dependency","1993","16-34 y.","direct migration background","45","0.0449487923486663","0.0306360618492963","0.0592615228480362","1"
"Low transfer dependency","1993","35-65 y.","direct migration background","69","0.0392773865715423","0.0294892746827074","0.0490654984603772","1"
"Low transfer dependency","1993","35-65 y.","no migration background","305","0.0390221182367669","0.033748153135005","0.0442960833385289","1"
"Low transfer dependency","1993","16-34 y.","indirect migration background","20","","","","1"
"Low transfer dependency","1993","35-65 y.","indirect migration background","1","","","","1"
"Low transfer dependency","1993","66 and older","direct migration background","5","","","","1"
"Low transfer dependency","1993","66 and older","indirect migration background","","","","","1"
"Low transfer dependency","1993","66 and older","no migration background","14","","","","1"
"Very high transfer dependency","1993","16-34 y.","no migration background","79","0.022039930309573","0.0172672586983149","0.0268126019208311","3"
"Very high transfer dependency","1993","16-34 y.","direct migration background","24","","","","3"
"Very high transfer dependency","1993","16-34 y.","indirect migration background","8","","","","3"
"Very high transfer dependency","1993","35-65 y.","no migration background","63","0.0150898493711824","0.0117696367624084","0.0184100619799564","3"
"Very high transfer dependency","1993","35-65 y.","direct migration background","26","","","","3"
"Very high transfer dependency","1993","35-65 y.","indirect migration background","","","","","3"
"Very high transfer dependency","1993","66 and older","no migration background","3","","","","3"
"Very high transfer dependency","1993","66 and older","direct migration background","1","","","","3"
"Very high transfer dependency","1993","66 and older","indirect migration background","","","","","3"
"Very low transfer dependency","1993","16-34 y.","no migration background","3153","0.890843163969377","0.880705871446156","0.900980456492597","0"
"Very low transfer dependency","1993","16-34 y.","direct migration background","721","0.90661434731006","0.886514094310852","0.926714600309267","0"
"Very low transfer dependency","1993","16-34 y.","indirect migration background","399","0.921087305617986","0.895838846995749","0.946335764240222","0"
"Very low transfer dependency","1993","35-65 y.","no migration background","4740","0.932516650617214","0.925684589418726","0.939348711815703","0"
"Very low transfer dependency","1993","35-65 y.","direct migration background","1386","0.932507930226515","0.919866935000084","0.945148925452947","0"
"Very low transfer dependency","1993","35-65 y.","indirect migration background","27","","","","0"
"Very low transfer dependency","1993","66 and older","no migration background","1319","0.988319805363169","0.9825628372569","0.994076773469438","0"
"Very low transfer dependency","1993","66 and older","direct migration background","148","0.965867418882546","0.937465898541932","0.99426893922316","0"
"Very low transfer dependency","1993","66 and older","indirect migration background","4","","","","0"
"High transfer dependency","1994","16-34 y.","no migration background","75","0.0213301000388926","0.0165879861125571","0.0260722139652281","2"
"High transfer dependency","1994","16-34 y.","direct migration background","14","","","","2"
"High transfer dependency","1994","16-34 y.","indirect migration background","7","","","","2"
"High transfer dependency","1994","35-65 y.","no migration background","95","0.0162201135115722","0.0127542518743491","0.0196859751487952","2"
"High transfer dependency","1994","35-65 y.","direct migration background","33","0.0218927479774649","0.0143241707038333","0.0294613252510966","2"
"High transfer dependency","1994","35-65 y.","indirect migration background","","","","","2"
"High transfer dependency","1994","66 and older","direct migration background","3","","","","2"
"High transfer dependency","1994","66 and older","indirect migration background","","","","","2"
"High transfer dependency","1994","66 and older","no migration background","2","","","","2"
"Low transfer dependency","1994","16-34 y.","no migration background","297","0.0654885728009738","0.0573690128514828","0.0736081327504647","1"
"Low transfer dependency","1994","16-34 y.","direct migration background","58","0.0751268338214257","0.0563368751035764","0.093916792539275","1"
"Low transfer dependency","1994","35-65 y.","no migration background","279","0.0368627685945262","0.0316929730542163","0.0420325641348361","1"
"Low transfer dependency","1994","35-65 y.","direct migration background","86","0.049156506361559","0.0379745988640494","0.0603384138590685","1"
"Low transfer dependency","1994","16-34 y.","indirect migration background","35","0.0541657349368714","0.0335263407804267","0.0748051290933161","1"
"Low transfer dependency","1994","35-65 y.","indirect migration background","1","","","","1"
"Low transfer dependency","1994","66 and older","direct migration background","6","","","","1"
"Low transfer dependency","1994","66 and older","indirect migration background","","","","","1"
"Low transfer dependency","1994","66 and older","no migration background","15","","","","1"
"Very high transfer dependency","1994","16-34 y.","no migration background","85","0.0288280072291079","0.0233362313217369","0.0343197831364788","3"
"Very high transfer dependency","1994","16-34 y.","direct migration background","32","0.0428679208945309","0.0284288469762875","0.0573069948127742","3"
"Very high transfer dependency","1994","16-34 y.","indirect migration background","6","","","","3"
"Very high transfer dependency","1994","35-65 y.","no migration background","80","0.0206201494750635","0.0167211175265646","0.0245191814235624","3"
"Very high transfer dependency","1994","35-65 y.","direct migration background","28","","","","3"
"Very high transfer dependency","1994","35-65 y.","indirect migration background","","","","","3"
"Very high transfer dependency","1994","66 and older","no migration background","2","","","","3"
"Very high transfer dependency","1994","66 and older","direct migration background","3","","","","3"
"Very high transfer dependency","1994","66 and older","indirect migration background","","","","","3"
"Very low transfer dependency","1994","16-34 y.","no migration background","3109","0.884353319931026","0.873857003574866","0.894849636287186","0"
"Very low transfer dependency","1994","16-34 y.","direct migration background","652","0.858563220448849","0.833723053359465","0.883403387538233","0"
"Very low transfer dependency","1994","16-34 y.","indirect migration background","414","0.908801851090518","0.882550315274035","0.935053386907001","0"
"Very low transfer dependency","1994","35-65 y.","no migration background","4649","0.926296968418838","0.919128058816621","0.933465878021055","0"
"Very low transfer dependency","1994","35-65 y.","direct migration background","1289","0.909954933756261","0.895149853224632","0.924760014287891","0"
"Very low transfer dependency","1994","35-65 y.","indirect migration background","27","","","","0"
"Very low transfer dependency","1994","66 and older","no migration background","1323","0.990168267355848","0.984889392515094","0.995447142196602","0"
"Very low transfer dependency","1994","66 and older","direct migration background","162","0.939802406723439","0.904461205444197","0.97514360800268","0"
"Very low transfer dependency","1994","66 and older","indirect migration background","4","","","","0"
"High transfer dependency","1995","16-34 y.","no migration background","73","0.0229435392148186","0.0179882358815419","0.0278988425480954","2"
"High transfer dependency","1995","16-34 y.","direct migration background","26","","","","2"
"High transfer dependency","1995","16-34 y.","indirect migration background","14","","","","2"
"High transfer dependency","1995","35-65 y.","no migration background","81","0.0135164995001936","0.0103609525931942","0.0166720464071931","2"
"High transfer dependency","1995","35-65 y.","direct migration background","47","0.0272664014292284","0.019389192125042","0.0351436107334148","2"
"High transfer dependency","1995","35-65 y.","indirect migration background","","","","","2"
"High transfer dependency","1995","66 and older","direct migration background","4","","","","2"
"High transfer dependency","1995","66 and older","indirect migration background","","","","","2"
"High transfer dependency","1995","66 and older","no migration background","3","","","","2"
"Low transfer dependency","1995","16-34 y.","no migration background","261","0.0624123688336688","0.0544062602502036","0.0704184774171339","1"
"Low transfer dependency","1995","16-34 y.","direct migration background","68","0.0649355489977827","0.0491495453733588","0.0807215526222066","1"
"Low transfer dependency","1995","16-34 y.","indirect migration background","31","0.0526934077997497","0.0325801535701419","0.0728066620293575","1"
"Low transfer dependency","1995","35-65 y.","no migration background","278","0.0413953230775702","0.0359516376469897","0.0468390085081508","1"
"Low transfer dependency","1995","35-65 y.","direct migration background","109","0.0587026798617554","0.0473328519964283","0.0700725077270826","1"
"Low transfer dependency","1995","35-65 y.","indirect migration background","2","","","","1"
"Low transfer dependency","1995","66 and older","direct migration background","7","","","","1"
"Low transfer dependency","1995","66 and older","indirect migration background","","","","","1"
"Low transfer dependency","1995","66 and older","no migration background","11","","","","1"
"Very high transfer dependency","1995","16-34 y.","no migration background","96","0.0319384302742619","0.0261188926319228","0.037757967916601","3"
"Very high transfer dependency","1995","16-34 y.","direct migration background","67","0.0931340278003937","0.0745159040519145","0.111752151548873","3"
"Very high transfer dependency","1995","16-34 y.","indirect migration background","7","","","","3"
"Very high transfer dependency","1995","35-65 y.","no migration background","100","0.0228743006582854","0.0187887862962816","0.0269598150202893","3"
"Very high transfer dependency","1995","35-65 y.","direct migration background","59","0.0552481084399992","0.0441976802575866","0.0662985366224118","3"
"Very high transfer dependency","1995","35-65 y.","indirect migration background","","","","","3"
"Very high transfer dependency","1995","66 and older","no migration background","3","","","","3"
"Very high transfer dependency","1995","66 and older","direct migration background","3","","","","3"
"Very high transfer dependency","1995","66 and older","indirect migration background","","","","","3"
"Very low transfer dependency","1995","16-34 y.","no migration background","3077","0.882705661677251","0.872056223688862","0.893355099665639","0"
"Very low transfer dependency","1995","16-34 y.","direct migration background","775","0.808144603729692","0.782918991535626","0.833370215923759","0"
"Very low transfer dependency","1995","16-34 y.","indirect migration background","422","0.904938885795193","0.878534869287045","0.931342902303341","0"
"Very low transfer dependency","1995","35-65 y.","no migration background","4685","0.922213876763951","0.914894661822485","0.929533091705417","0"
"Very low transfer dependency","1995","35-65 y.","direct migration background","1427","0.858782810269017","0.84193874295322","0.875626877584813","0"
"Very low transfer dependency","1995","35-65 y.","indirect migration background","26","","","","0"
"Very low transfer dependency","1995","66 and older","no migration background","1315","0.989286543796053","0.983757859020572","0.994815228571534","0"
"Very low transfer dependency","1995","66 and older","direct migration background","198","0.960709070459878","0.93455602565647","0.986862115263286","0"
"Very low transfer dependency","1995","66 and older","indirect migration background","6","","","","0"
"High transfer dependency","1996","16-34 y.","no migration background","78","0.0241660692557486","0.0190050468988103","0.0293270916126868","2"
"High transfer dependency","1996","16-34 y.","direct migration background","30","0.0250660961298793","0.0144756001620281","0.0356565920977305","2"
"High transfer dependency","1996","16-34 y.","indirect migration background","10","","","","2"
"High transfer dependency","1996","35-65 y.","no migration background","141","0.0238618353867871","0.0196940064534446","0.0280296643201295","2"
"High transfer dependency","1996","35-65 y.","direct migration background","40","0.025416395241588","0.0175275964992453","0.0333051939839308","2"
"High transfer dependency","1996","66 and older","direct migration background","3","","","","2"
"High transfer dependency","1996","66 and older","indirect migration background","","","","","2"
"High transfer dependency","1996","35-65 y.","indirect migration background","2","","","","2"
"High transfer dependency","1996","66 and older","no migration background","2","","","","2"
"Low transfer dependency","1996","16-34 y.","no migration background","254","0.0614324135611885","0.0533623614330698","0.0695024656893072","1"
"Low transfer dependency","1996","16-34 y.","direct migration background","60","0.0682833235386689","0.0511955837461508","0.0853710633311871","1"
"Low transfer dependency","1996","16-34 y.","indirect migration background","35","0.0499640263788673","0.0309619464017356","0.0689661063559991","1"
"Low transfer dependency","1996","35-65 y.","no migration background","343","0.0550950440206583","0.0488641172572974","0.0613259707840192","1"
"Low transfer dependency","1996","35-65 y.","direct migration background","110","0.0531109586783799","0.0418704500366237","0.0643514673201361","1"
"Low transfer dependency","1996","35-65 y.","indirect migration background","1","","","","1"
"Low transfer dependency","1996","66 and older","direct migration background","9","","","","1"
"Low transfer dependency","1996","66 and older","indirect migration background","","","","","1"
"Low transfer dependency","1996","66 and older","no migration background","24","","","","1"
"Very high transfer dependency","1996","16-34 y.","no migration background","81","0.0245458194144328","0.0193454166604121","0.0297462221684535","3"
"Very high transfer dependency","1996","16-34 y.","direct migration background","41","0.0562887864173413","0.0406747257483067","0.071902847086376","3"
"Very high transfer dependency","1996","16-34 y.","indirect migration background","16","","","","3"
"Very high transfer dependency","1996","35-65 y.","no migration background","110","0.0225109410078938","0.0184600076976221","0.0265618743181655","3"
"Very high transfer dependency","1996","35-65 y.","direct migration background","75","0.0708402372617383","0.0579805754036821","0.0836998991197946","3"
"Very high transfer dependency","1996","35-65 y.","indirect migration background","1","","","","3"
"Very high transfer dependency","1996","66 and older","no migration background","4","","","","3"
"Very high transfer dependency","1996","66 and older","direct migration background","4","","","","3"
"Very high transfer dependency","1996","66 and older","indirect migration background","","","","","3"
"Very low transfer dependency","1996","16-34 y.","no migration background","2988","0.88985569776863","0.87933400573861","0.90037738979865","0"
"Very low transfer dependency","1996","16-34 y.","direct migration background","706","0.85036179391411","0.826195587632115","0.874528000196106","0"
"Very low transfer dependency","1996","16-34 y.","indirect migration background","444","0.912498966371599","0.887854172834343","0.937143759908855","0"
"Very low transfer dependency","1996","35-65 y.","no migration background","4557","0.898532179584661","0.890286370040812","0.90677798912851","0"
"Very low transfer dependency","1996","35-65 y.","direct migration background","1304","0.850632408818294","0.832765743609333","0.868499074027255","0"
"Very low transfer dependency","1996","66 and older","direct migration background","215","0.940600250829023","0.910118707536528","0.971081794121518","0"
"Very low transfer dependency","1996","66 and older","no migration background","1305","0.982619310462003","0.97560905884062","0.989629562083386","0"
"Very low transfer dependency","1996","66 and older","indirect migration background","6","","","","0"
"Very low transfer dependency","1996","35-65 y.","indirect migration background","26","","","","0"
"High transfer dependency","1997","16-34 y.","no migration background","92","0.0309120054630867","0.0249924142857163","0.036831596640457","2"
"High transfer dependency","1997","16-34 y.","direct migration background","26","","","","2"
"High transfer dependency","1997","16-34 y.","indirect migration background","11","","","","2"
"High transfer dependency","1997","35-65 y.","no migration background","142","0.0248267004444893","0.0205596964478087","0.0290937044411698","2"
"High transfer dependency","1997","35-65 y.","direct migration background","38","0.0220756288404216","0.0145363532010065","0.0296149044798367","2"
"High transfer dependency","1997","66 and older","direct migration background","6","","","","2"
"High transfer dependency","1997","66 and older","indirect migration background","","","","","2"
"High transfer dependency","1997","35-65 y.","indirect migration background","","","","","2"
"High transfer dependency","1997","66 and older","no migration background","5","","","","2"
"Low transfer dependency","1997","16-34 y.","no migration background","286","0.0769474329659409","0.0678324302585427","0.086062435673339","1"
"Low transfer dependency","1997","16-34 y.","direct migration background","76","0.0906665558127981","0.0704641834475487","0.110868928178048","1"
"Low transfer dependency","1997","16-34 y.","indirect migration background","59","0.105829338546206","0.0796647397682871","0.131993937324125","1"
"Low transfer dependency","1997","35-65 y.","no migration background","375","0.0615236441546368","0.0549341004885147","0.068113187820759","1"
"Low transfer dependency","1997","35-65 y.","direct migration background","164","0.0976348937877748","0.0824043951995372","0.112865392376012","1"
"Low transfer dependency","1997","35-65 y.","indirect migration background","1","","","","1"
"Low transfer dependency","1997","66 and older","direct migration background","6","","","","1"
"Low transfer dependency","1997","66 and older","indirect migration background","","","","","1"
"Low transfer dependency","1997","66 and older","no migration background","24","","","","1"
"Very high transfer dependency","1997","16-34 y.","no migration background","95","0.0352316350278139","0.028926063693663","0.0415372063619649","3"
"Very high transfer dependency","1997","16-34 y.","direct migration background","47","0.0693389187639691","0.0514657506888711","0.0872120868390671","3"
"Very high transfer dependency","1997","16-34 y.","indirect migration background","19","","","","3"
"Very high transfer dependency","1997","35-65 y.","no migration background","125","0.0302115640799895","0.0255175136386509","0.0349056145213281","3"
"Very high transfer dependency","1997","35-65 y.","direct migration background","64","0.0551060695860352","0.0433972883222429","0.0668148508498274","3"
"Very high transfer dependency","1997","35-65 y.","indirect migration background","1","","","","3"
"Very high transfer dependency","1997","66 and older","no migration background","1","","","","3"
"Very high transfer dependency","1997","66 and older","direct migration background","3","","","","3"
"Very high transfer dependency","1997","66 and older","indirect migration background","","","","","3"
"Very low transfer dependency","1997","16-34 y.","no migration background","2811","0.856908926543158","0.844932696729874","0.868885156356443","0"
"Very low transfer dependency","1997","16-34 y.","direct migration background","627","0.812736643218145","0.785288147221394","0.840185139214896","0"
"Very low transfer dependency","1997","16-34 y.","indirect migration background","442","0.845551789993197","0.814814726319174","0.876288853667219","0"
"Very low transfer dependency","1997","35-65 y.","no migration background","4466","0.883438091320884","0.874637962445627","0.892238220196142","0"
"Very low transfer dependency","1997","35-65 y.","direct migration background","1193","0.825183407785768","0.805694521860198","0.844672293711339","0"
"Very low transfer dependency","1997","66 and older","direct migration background","222","0.912620443068191","0.876668370342134","0.948572515794248","0"
"Very low transfer dependency","1997","66 and older","indirect migration background","7","","","","0"
"Very low transfer dependency","1997","66 and older","no migration background","1334","0.978874860965442","0.971243459844988","0.986506262085895","0"
"Very low transfer dependency","1997","35-65 y.","indirect migration background","30","0.971727611694117","0.914299224203699","1.02915599918454","0"
"High transfer dependency","1998","16-34 y.","no migration background","77","0.0235017955183934","0.0185324381586174","0.0284711528781694","2"
"High transfer dependency","1998","16-34 y.","direct migration background","35","0.03909022066399","0.0249040924444552","0.0532763488835247","2"
"High transfer dependency","1998","16-34 y.","indirect migration background","23","","","","2"
"High transfer dependency","1998","35-65 y.","no migration background","140","0.0209267708794159","0.0173064231766044","0.0245471185822275","2"
"High transfer dependency","1998","35-65 y.","direct migration background","42","0.028947298898067","0.0202697126595048","0.0376248851366293","2"
"High transfer dependency","1998","66 and older","direct migration background","2","","","","2"
"High transfer dependency","1998","66 and older","indirect migration background","","","","","2"
"High transfer dependency","1998","35-65 y.","indirect migration background","1","","","","2"
"High transfer dependency","1998","66 and older","no migration background","3","","","","2"
"Low transfer dependency","1998","16-34 y.","no migration background","314","0.0715384298258982","0.0630843634922026","0.0799924961595937","1"
"Low transfer dependency","1998","16-34 y.","indirect migration background","49","0.0826984012417508","0.0596802002294094","0.105716602254092","1"
"Low transfer dependency","1998","35-65 y.","no migration background","409","0.0573093131425231","0.0514305116583131","0.0631881146267331","1"
"Low transfer dependency","1998","35-65 y.","direct migration background","160","0.093262857971718","0.0782117462923438","0.108313969651092","1"
"Low transfer dependency","1998","66 and older","no migration background","29","","","","1"
"Low transfer dependency","1998","66 and older","direct migration background","17","","","","1"
"Low transfer dependency","1998","66 and older","indirect migration background","","","","","1"
"Low transfer dependency","1998","16-34 y.","direct migration background","71","0.0940941210432833","0.0727237876717639","0.115464454414803","1"
"Low transfer dependency","1998","35-65 y.","indirect migration background","2","","","","1"
"Very high transfer dependency","1998","16-34 y.","no migration background","115","0.0408557039215696","0.0343621521716621","0.047349255671477","3"
"Very high transfer dependency","1998","16-34 y.","direct migration background","35","0.0707075712127312","0.0519447702136069","0.0894703722118556","3"
"Very high transfer dependency","1998","16-34 y.","indirect migration background","16","","","","3"
"Very high transfer dependency","1998","35-65 y.","no migration background","159","0.0314708964253153","0.0270551667391475","0.0358866261114832","3"
"Very high transfer dependency","1998","35-65 y.","direct migration background","59","0.0479419135940694","0.0368842615208396","0.0589995656672991","3"
"Very high transfer dependency","1998","35-65 y.","indirect migration background","2","","","","3"
"Very high transfer dependency","1998","66 and older","no migration background","5","","","","3"
"Very high transfer dependency","1998","66 and older","direct migration background","3","","","","3"
"Very high transfer dependency","1998","66 and older","indirect migration background","","","","","3"
"Very low transfer dependency","1998","16-34 y.","no migration background","3064","0.864104070734139","0.852863192785171","0.875344948683107","0"
"Very low transfer dependency","1998","16-34 y.","direct migration background","576","0.796108087079996","0.766618103466971","0.82559807069302","0"
"Very low transfer dependency","1998","16-34 y.","indirect migration background","462","0.853876481328706","0.824355938920271","0.88339702373714","0"
"Very low transfer dependency","1998","35-65 y.","no migration background","5297","0.890293019552746","0.882388505058019","0.898197534047472","0"
"Very low transfer dependency","1998","35-65 y.","direct migration background","1173","0.829847929536146","0.810399193061411","0.84929666601088","0"
"Very low transfer dependency","1998","35-65 y.","indirect migration background","38","0.841366713955507","0.732171479078311","0.950561948832704","0"
"Very low transfer dependency","1998","66 and older","no migration background","1593","0.983957815456275","0.977858595682248","0.990057035230303","0"
"Very low transfer dependency","1998","66 and older","direct migration background","232","0.920052684438995","0.886699329589136","0.953406039288854","0"
"Very low transfer dependency","1998","66 and older","indirect migration background","6","","","","0"
"High transfer dependency","1999","16-34 y.","no migration background","109","0.0297860651877734","0.0240677442862792","0.0355043860892676","2"
"High transfer dependency","1999","16-34 y.","direct migration background","21","","","","2"
"High transfer dependency","1999","16-34 y.","indirect migration background","19","","","","2"
"High transfer dependency","1999","35-65 y.","no migration background","131","0.01639223141534","0.0131508047562352","0.0196336580744448","2"
"High transfer dependency","1999","35-65 y.","direct migration background","26","","","","2"
"High transfer dependency","1999","66 and older","direct migration background","5","","","","2"
"High transfer dependency","1999","66 and older","indirect migration background","","","","","2"
"High transfer dependency","1999","35-65 y.","indirect migration background","","","","","2"
"High transfer dependency","1999","66 and older","no migration background","5","","","","2"
"Low transfer dependency","1999","16-34 y.","no migration background","274","0.0680312352944857","0.0595612421530941","0.0765012284358772","1"
"Low transfer dependency","1999","16-34 y.","direct migration background","86","0.123985537573421","0.0982098996838476","0.149761175462994","1"
"Low transfer dependency","1999","16-34 y.","indirect migration background","48","0.0729466018640602","0.0511140375710926","0.0947791661570278","1"
"Low transfer dependency","1999","35-65 y.","no migration background","386","0.0544839741535755","0.0486900204249528","0.0602779278821982","1"
"Low transfer dependency","1999","35-65 y.","direct migration background","144","0.0927596971622295","0.0771042123306915","0.108415181993768","1"
"Low transfer dependency","1999","66 and older","no migration background","20","","","","1"
"Low transfer dependency","1999","66 and older","direct migration background","16","","","","1"
"Low transfer dependency","1999","66 and older","indirect migration background","","","","","1"
"Low transfer dependency","1999","35-65 y.","indirect migration background","4","","","","1"
"Very high transfer dependency","1999","16-34 y.","no migration background","101","0.036680323819835","0.0303572245843658","0.0430034230553041","3"
"Very high transfer dependency","1999","16-34 y.","direct migration background","26","","","","3"
"Very high transfer dependency","1999","16-34 y.","indirect migration background","14","","","","3"
"Very high transfer dependency","1999","35-65 y.","no migration background","129","0.0260767291391391","0.0220085963935119","0.0301448618847663","3"
"Very high transfer dependency","1999","35-65 y.","direct migration background","47","0.0381035717460664","0.0277718501960171","0.0484352932961158","3"
"Very high transfer dependency","1999","66 and older","no migration background","2","","","","3"
"Very high transfer dependency","1999","66 and older","direct migration background","","","","","3"
"Very high transfer dependency","1999","66 and older","indirect migration background","","","","","3"
"Very high transfer dependency","1999","35-65 y.","indirect migration background","2","","","","3"
"Very low transfer dependency","1999","16-34 y.","no migration background","2911","0.865502375697906","0.854025606696088","0.876979144699724","0"
"Very low transfer dependency","1999","16-34 y.","direct migration background","495","0.793799849276436","0.762157533200236","0.825442165352635","0"
"Very low transfer dependency","1999","16-34 y.","indirect migration background","464","0.864960933613639","0.836267811961736","0.893654055265543","0"
"Very low transfer dependency","1999","35-65 y.","no migration background","5249","0.903047065291945","0.89549367616386","0.910600454420031","0"
"Very low transfer dependency","1999","66 and older","direct migration background","228","0.932190945367315","0.900962907135072","0.963418983599559","0"
"Very low transfer dependency","1999","35-65 y.","direct migration background","1102","0.8528920957772","0.833776372181312","0.872007819373089","0"
"Very low transfer dependency","1999","66 and older","no migration background","1547","0.984485245008838","0.978379723105845","0.990590766911832","0"
"Very low transfer dependency","1999","35-65 y.","indirect migration background","46","0.858741330179256","0.764077263348285","0.953405397010228","0"
"Very low transfer dependency","1999","66 and older","indirect migration background","7","","","","0"
"High transfer dependency","2000","16-34 y.","no migration background","124","0.0223087600366854","0.0183635104853746","0.0262540095879963","2"
"High transfer dependency","2000","16-34 y.","direct migration background","49","0.055875310249282","0.0414287941015958","0.0703218263969683","2"
"High transfer dependency","2000","16-34 y.","indirect migration background","21","","","","2"
"High transfer dependency","2000","35-65 y.","no migration background","200","0.0150412269624701","0.0127996148169322","0.0172828391080079","2"
"High transfer dependency","2000","35-65 y.","direct migration background","57","0.0255896945087984","0.0186149433481083","0.0325644456694884","2"
"High transfer dependency","2000","66 and older","direct migration background","1","","","","2"
"High transfer dependency","2000","66 and older","indirect migration background","","","","","2"
"High transfer dependency","2000","35-65 y.","indirect migration background","1","","","","2"
"High transfer dependency","2000","66 and older","no migration background","15","","","","2"
"Low transfer dependency","2000","16-34 y.","no migration background","429","0.0705047363625006","0.0636661137471223","0.0773433589778788","1"
"Low transfer dependency","2000","16-34 y.","direct migration background","124","0.13401442810346","0.112587022875269","0.155441833331652","1"
"Low transfer dependency","2000","16-34 y.","indirect migration background","60","0.0744598586273251","0.055067952743682","0.0938517645109682","1"
"Low transfer dependency","2000","35-65 y.","no migration background","659","0.0478478603638504","0.0439169399852524","0.0517787807424483","1"
"Low transfer dependency","2000","35-65 y.","direct migration background","196","0.082575357999635","0.0704180990825439","0.0947326169167262","1"
"Low transfer dependency","2000","66 and older","no migration background","59","0.0157243992415825","0.0114525300889478","0.0199962683942173","1"
"Low transfer dependency","2000","66 and older","direct migration background","21","","","","1"
"Low transfer dependency","2000","66 and older","indirect migration background","","","","","1"
"Low transfer dependency","2000","35-65 y.","indirect migration background","6","","","","1"
"Very high transfer dependency","2000","16-34 y.","no migration background","157","0.0280723491130176","0.0236597726093321","0.0324849256167032","3"
"Very high transfer dependency","2000","16-34 y.","direct migration background","59","0.0544048792376264","0.0401386232456332","0.0686711352296196","3"
"Very high transfer dependency","2000","16-34 y.","indirect migration background","14","","","","3"
"Very high transfer dependency","2000","35-65 y.","no migration background","261","0.0249749493417327","0.0221010602278331","0.0278488384556324","3"
"Very high transfer dependency","2000","35-65 y.","direct migration background","113","0.0708993437033975","0.05956287681421","0.082235810592585","3"
"Very high transfer dependency","2000","66 and older","no migration background","2","","","","3"
"Very high transfer dependency","2000","66 and older","direct migration background","8","","","","3"
"Very high transfer dependency","2000","66 and older","indirect migration background","","","","","3"
"Very high transfer dependency","2000","35-65 y.","indirect migration background","2","","","","3"
"Very low transfer dependency","2000","16-34 y.","no migration background","4673","0.879114154487796","0.870405596187028","0.887822712788565","0"
"Very low transfer dependency","2000","16-34 y.","direct migration background","739","0.755705382409631","0.728680010261918","0.782730754557345","0"
"Very low transfer dependency","2000","16-34 y.","indirect migration background","609","0.872090198714581","0.84741876566729","0.896761631761872","0"
"Very low transfer dependency","2000","35-65 y.","no migration background","10206","0.912135963331947","0.906922273656451","0.917349653007443","0"
"Very low transfer dependency","2000","66 and older","direct migration background","328","0.929792955616989","0.903326849555576","0.956259061678402","0"
"Very low transfer dependency","2000","66 and older","no migration background","3182","0.979121628150202","0.974212106414234","0.98403114988617","0"
"Very low transfer dependency","2000","35-65 y.","direct migration background","1603","0.820935603788169","0.804000635024058","0.83787057255228","0"
"Very low transfer dependency","2000","66 and older","indirect migration background","18","","","","0"
"Very low transfer dependency","2000","35-65 y.","indirect migration background","87","0.908217691916452","0.850463043988323","0.965972339844582","0"
"High transfer dependency","2001","16-34 y.","no migration background","131","0.0254997820669044","0.0210206375301985","0.0299789266036103","2"
"High transfer dependency","2001","35-65 y.","no migration background","190","0.0147008481129035","0.0123864537103041","0.017015242515503","2"
"High transfer dependency","2001","66 and older","direct migration background","5","","","","2"
"High transfer dependency","2001","66 and older","indirect migration background","","","","","2"
"High transfer dependency","2001","16-34 y.","direct migration background","27","","","","2"
"High transfer dependency","2001","16-34 y.","indirect migration background","17","","","","2"
"High transfer dependency","2001","35-65 y.","direct migration background","56","0.0343363563823749","0.0258001005730312","0.0428726121917186","2"
"High transfer dependency","2001","35-65 y.","indirect migration background","3","","","","2"
"High transfer dependency","2001","66 and older","no migration background","14","","","","2"
"Low transfer dependency","2001","16-34 y.","indirect migration background","46","0.0613389655552536","0.0428067315200963","0.079871199590411","1"
"Low transfer dependency","2001","35-65 y.","no migration background","627","0.0481063574231998","0.0439912841703147","0.0522214306760849","1"
"Low transfer dependency","2001","35-65 y.","direct migration background","181","0.084674687294481","0.0716237436624116","0.0977256309265505","1"
"Low transfer dependency","2001","66 and older","no migration background","52","0.0159945621915934","0.0115640120039062","0.0204251123792807","1"
"Low transfer dependency","2001","66 and older","direct migration background","15","","","","1"
"Low transfer dependency","2001","16-34 y.","no migration background","403","0.0718453013216297","0.0645078498616528","0.0791827527816066","1"
"Low transfer dependency","2001","16-34 y.","direct migration background","135","0.155793972479256","0.130865115375917","0.180722829582596","1"
"Low transfer dependency","2001","35-65 y.","indirect migration background","6","","","","1"
"Low transfer dependency","2001","66 and older","indirect migration background","","","","","1"
