"transab_cat2","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"High transfer dependency","1986","East Germany","Male","","","","","2"
"High transfer dependency","1986","East Germany","Female","","","","","2"
"Low transfer dependency","1986","West Germany","Male","166","0.0280998499840417","0.0236244879918009","0.0325752119762825","1"
"Low transfer dependency","1986","West Germany","Female","163","0.02495578029685","0.0207762416213482","0.0291353189723517","1"
"Low transfer dependency","1986","East Germany","Male","","","","","1"
"Low transfer dependency","1986","East Germany","Female","","","","","1"
"Very high transfer dependency","1986","West Germany","Female","100","0.0192799578857032","0.0155956477459072","0.0229642680254992","3"
"Very high transfer dependency","1986","West Germany","Male","70","0.0139396484418729","0.0107646537556061","0.0171146431281398","3"
"Very high transfer dependency","1986","East Germany","Male","","","","","3"
"Very high transfer dependency","1986","East Germany","Female","","","","","3"
"Very low transfer dependency","1986","West Germany","Male","4949","0.949017776423094","0.943060991710717","0.95497456113547","0"
"Very low transfer dependency","1986","West Germany","Female","5019","0.943176416382904","0.936973564773823","0.949379267991985","0"
"Very low transfer dependency","1986","East Germany","Male","","","","","0"
"Very low transfer dependency","1986","East Germany","Female","","","","","0"
"High transfer dependency","1987","West Germany","Male","56","0.00930040312854458","0.00668892560671127","0.0119118806503779","2"
"High transfer dependency","1987","West Germany","Female","57","0.00860525719425997","0.0061162538030231","0.0110942605854968","2"
"High transfer dependency","1987","East Germany","Male","","","","","2"
"High transfer dependency","1987","East Germany","Female","","","","","2"
"Low transfer dependency","1987","West Germany","Male","158","0.0262466030125241","0.021897242009569","0.0305959640154792","1"
"Low transfer dependency","1987","West Germany","Female","184","0.0313431072465145","0.0266476675645126","0.0360385469285164","1"
"Low transfer dependency","1987","East Germany","Male","","","","","1"
"Low transfer dependency","1987","East Germany","Female","","","","","1"
"Very high transfer dependency","1987","West Germany","Male","62","0.0134798192865817","0.0103424948372021","0.0166171437359612","3"
"Very high transfer dependency","1987","West Germany","Female","83","0.0160863910630796","0.0126961697491953","0.0194766123769638","3"
"Very high transfer dependency","1987","East Germany","Male","","","","","3"
"Very high transfer dependency","1987","East Germany","Female","","","","","3"
"Very low transfer dependency","1987","East Germany","Female","","","","","0"
"Very low transfer dependency","1987","West Germany","Male","4914","0.95097317457235","0.945098748649234","0.956847600495465","0"
"Very low transfer dependency","1987","West Germany","Female","4966","0.943965244496146","0.937767595192275","0.950162893800016","0"
"Very low transfer dependency","1987","East Germany","Male","","","","","0"
"High transfer dependency","1988","West Germany","Male","39","0.00639971832311868","0.00417356555270484","0.00862587109353252","2"
"High transfer dependency","1988","West Germany","Female","46","0.00854892968241777","0.00600874096130968","0.0110891184035259","2"
"High transfer dependency","1988","East Germany","Male","","","","","2"
"High transfer dependency","1988","East Germany","Female","","","","","2"
"Low transfer dependency","1988","West Germany","Male","144","0.0225739064612587","0.0184270977046957","0.0267207152178217","1"
"Low transfer dependency","1988","West Germany","Female","159","0.0271524528469508","0.0226680832845643","0.0316368224093373","1"
"Low transfer dependency","1988","East Germany","Male","","","","","1"
"Low transfer dependency","1988","East Germany","Female","","","","","1"
"Very high transfer dependency","1988","West Germany","Male","64","0.0139500230358829","0.0106758199915723","0.0172242260801935","3"
"Very high transfer dependency","1988","West Germany","Female","92","0.0186391343944264","0.0149074775036042","0.0223707912852487","3"
"Very high transfer dependency","1988","East Germany","Male","","","","","3"
"Very high transfer dependency","1988","East Germany","Female","","","","","3"
"Very low transfer dependency","1988","East Germany","Female","","","","","0"
"Very low transfer dependency","1988","West Germany","Male","4682","0.95707635217974","0.951417995941894","0.962734708417586","0"
"Very low transfer dependency","1988","West Germany","Female","4749","0.945659483076205","0.939404822572293","0.951914143580118","0"
"Very low transfer dependency","1988","East Germany","Male","","","","","0"
"High transfer dependency","1989","West Germany","Male","44","0.00913504344131885","0.00643285309218524","0.0118372337904525","2"
"High transfer dependency","1989","West Germany","Female","58","0.0123753969200484","0.00928245807752107","0.0154683357625758","2"
"High transfer dependency","1989","East Germany","Male","","","","","2"
"High transfer dependency","1989","East Germany","Female","","","","","2"
"Low transfer dependency","1989","West Germany","Male","140","0.0210456216500896","0.0169688583069156","0.0251223849932637","1"
"Low transfer dependency","1989","West Germany","Female","150","0.0241518282790821","0.0198568403611225","0.0284468161970417","1"
"Low transfer dependency","1989","East Germany","Male","","","","","1"
"Low transfer dependency","1989","East Germany","Female","","","","","1"
"Very high transfer dependency","1989","West Germany","Male","64","0.0134511059225396","0.0101792686253092","0.01672294321977","3"
"Very high transfer dependency","1989","West Germany","Female","84","0.0192342337291512","0.0153917157543443","0.0230767517039581","3"
"Very high transfer dependency","1989","East Germany","Male","","","","","3"
"Very high transfer dependency","1989","East Germany","Female","","","","","3"
"Very low transfer dependency","1989","East Germany","Female","","","","","0"
"Very low transfer dependency","1989","West Germany","Male","4514","0.956368228986052","0.950566367098541","0.962170090873563","0"
"Very low transfer dependency","1989","West Germany","Female","4616","0.944238541071718","0.9378190035807","0.950658078562737","0"
"Very low transfer dependency","1989","East Germany","Male","","","","","0"
"High transfer dependency","1990","West Germany","Female","54","0.0106025709986975","0.00770419840006988","0.0135009435973252","2"
"High transfer dependency","1990","East Germany","Male","","","","","2"
"High transfer dependency","1990","West Germany","Male","45","0.00964150480973782","0.00683832282063113","0.0124446867988445","2"
"High transfer dependency","1990","East Germany","Female","","","","","2"
"Low transfer dependency","1990","West Germany","Male","118","0.0198906510692939","0.0158852645420277","0.0238960375965602","1"
"Low transfer dependency","1990","West Germany","Female","129","0.0229454523613807","0.0187083305547273","0.0271825741680341","1"
"Low transfer dependency","1990","East Germany","Male","","","","","1"
"Low transfer dependency","1990","East Germany","Female","","","","","1"
"Very high transfer dependency","1990","West Germany","Female","60","0.0124211733299459","0.00928694647117746","0.0155554001887143","3"
"Very high transfer dependency","1990","West Germany","Male","57","0.0112967705569601","0.00826502466518298","0.0143285164487372","3"
"Very high transfer dependency","1990","East Germany","Female","","","","","3"
"Very high transfer dependency","1990","East Germany","Male","","","","","3"
"Very low transfer dependency","1990","East Germany","Female","","","","","0"
"Very low transfer dependency","1990","West Germany","Male","4448","0.959171073564008","0.953494128597165","0.964848018530852","0"
"Very low transfer dependency","1990","West Germany","Female","4554","0.954030803309976","0.948104581701896","0.959957024918055","0"
"Very low transfer dependency","1990","East Germany","Male","","","","","0"
"High transfer dependency","1991","West Germany","Female","54","0.0120955649530059","0.00900024496525406","0.0151908849407577","2"
"High transfer dependency","1991","East Germany","Male","","","","","2"
"High transfer dependency","1991","West Germany","Male","37","0.00610526458825502","0.00386414646866246","0.00834638270784757","2"
"High transfer dependency","1991","East Germany","Female","","","","","2"
"Low transfer dependency","1991","West Germany","Male","133","0.0232174722101675","0.0188848710139221","0.0275500734064129","1"
"Low transfer dependency","1991","West Germany","Female","147","0.0257911015593597","0.0213026556332676","0.0302795474854519","1"
"Low transfer dependency","1991","East Germany","Male","","","","","1"
"Low transfer dependency","1991","East Germany","Female","","","","","1"
"Very high transfer dependency","1991","West Germany","Female","58","0.0118458660356723","0.00878227521225567","0.014909456859089","3"
"Very high transfer dependency","1991","West Germany","Male","53","0.0122792168771641","0.00911078234566211","0.015447651408666","3"
"Very high transfer dependency","1991","East Germany","Female","","","","","3"
"Very high transfer dependency","1991","East Germany","Male","","","","","3"
"Very low transfer dependency","1991","East Germany","Female","","","","","0"
"Very low transfer dependency","1991","West Germany","Male","4418","0.958398046324413","0.952653283150728","0.964142809498099","0"
"Very low transfer dependency","1991","West Germany","Female","4532","0.950267467451962","0.944111756426635","0.956423178477289","0"
"Very low transfer dependency","1991","East Germany","Male","","","","","0"
"High transfer dependency","1992","West Germany","Male","44","0.0093598505123542","0.00656928366809942","0.012150417356609","2"
"High transfer dependency","1992","East Germany","Female","33","0.0158916693544375","0.0105212318093208","0.0212621068995542","2"
"High transfer dependency","1992","West Germany","Female","61","0.0114867737901742","0.0084691116733716","0.0145044359069768","2"
"High transfer dependency","1992","East Germany","Male","30","0.0152206444519499","0.00968644056826857","0.0207548483356312","2"
"Low transfer dependency","1992","West Germany","Male","138","0.0203735784647009","0.0162794269200712","0.0244677300093306","1"
"Low transfer dependency","1992","East Germany","Male","174","0.0855724328162257","0.0729276678579412","0.0982171977745102","1"
"Low transfer dependency","1992","West Germany","Female","139","0.0200479028433831","0.0160785726095788","0.0240172330771875","1"
"Low transfer dependency","1992","East Germany","Female","191","0.0779807878606236","0.0664657001416466","0.0894958755796006","1"
"Very high transfer dependency","1992","West Germany","Female","73","0.0156426035309463","0.0121285266576985","0.0191566804041941","3"
"Very high transfer dependency","1992","West Germany","Male","54","0.0117745308146124","0.00864845261720958","0.0149006090120153","3"
"Very high transfer dependency","1992","East Germany","Female","17","","","","3"
"Very high transfer dependency","1992","East Germany","Male","14","","","","3"
"Very low transfer dependency","1992","West Germany","Male","4338","0.958492040208332","0.952711612689832","0.964272467726833","0"
"Very low transfer dependency","1992","West Germany","Female","4517","0.952822719835496","0.946818551825976","0.958826887845017","0"
"Very low transfer dependency","1992","East Germany","Male","1662","0.888450147860746","0.874219646608467","0.902680649113026","0"
"Very low transfer dependency","1992","East Germany","Female","1842","0.895753799289406","0.882630957182961","0.908876641395852","0"
"High transfer dependency","1993","West Germany","Male","61","0.0107146407835376","0.00772410595574413","0.0137051756113311","2"
"High transfer dependency","1993","East Germany","Female","56","0.0317334383267102","0.0240454079449724","0.039421468708448","2"
"High transfer dependency","1993","West Germany","Female","52","0.00850769845215623","0.00589417459864685","0.0111212223056656","2"
"High transfer dependency","1993","East Germany","Male","43","0.0276696420562566","0.0200985431294257","0.0352407409830875","2"
"Low transfer dependency","1993","West Germany","Male","137","0.0221004172505962","0.0178302328189875","0.0263706016822048","1"
"Low transfer dependency","1993","East Germany","Male","241","0.116580025339375","0.101766926941682","0.131393123737068","1"
"Low transfer dependency","1993","West Germany","Female","147","0.024997000607181","0.0205545492919203","0.0294394519224416","1"
"Low transfer dependency","1993","East Germany","Female","259","0.104586609396819","0.0911648671936089","0.118008351600029","1"
"Very high transfer dependency","1993","West Germany","Female","69","0.0142898421059359","0.0109125853282044","0.0176670988836673","3"
"Very high transfer dependency","1993","West Germany","Male","55","0.0117975180643972","0.008661218328175","0.0149338178006194","3"
"Very high transfer dependency","1993","East Germany","Male","32","0.0208052316971055","0.0142169668682173","0.0273934965259937","3"
"Very high transfer dependency","1993","East Germany","Female","48","0.026553620293506","0.019502194399767","0.033605046187245","3"
"Very low transfer dependency","1993","West Germany","Male","4300","0.955387423901469","0.949390649971379","0.96138419783156","0"
"Very low transfer dependency","1993","West Germany","Female","4476","0.952205458834727","0.946134878193612","0.958276039475842","0"
"Very low transfer dependency","1993","East Germany","Male","1487","0.834945100907263","0.817809734407717","0.85208046740681","0"
"Very low transfer dependency","1993","East Germany","Female","1634","0.837126331982965","0.820931367548362","0.853321296417567","0"
"High transfer dependency","1994","West Germany","Male","53","0.0100405001548248","0.00710465858677075","0.0129763417228788","2"
"High transfer dependency","1994","East Germany","Female","67","0.0354064531203462","0.0272395143674448","0.0435733918732476","2"
"High transfer dependency","1994","East Germany","Male","57","0.0404991594325333","0.0313234551675447","0.049674863697522","2"
"High transfer dependency","1994","West Germany","Female","52","0.0101485961323505","0.00728348843079614","0.0130137038339048","2"
"Low transfer dependency","1994","West Germany","Male","168","0.0287975591486825","0.0238728685553054","0.0337222497420597","1"
"Low transfer dependency","1994","East Germany","Male","203","0.0983147579546372","0.0844558005109792","0.112173715398295","1"
"Low transfer dependency","1994","West Germany","Female","176","0.0259017482440272","0.0213610892610783","0.030442407226976","1"
"Low transfer dependency","1994","East Germany","Female","230","0.0964052592044407","0.0833620901986662","0.109448428210215","1"
"Very high transfer dependency","1994","West Germany","Female","77","0.0178440657312646","0.0140597261938352","0.021628405268694","3"
"Very high transfer dependency","1994","West Germany","Male","66","0.0168016221958921","0.0130168267540526","0.0205864176377316","3"
"Very high transfer dependency","1994","East Germany","Male","39","0.0317319476715635","0.0235728921347764","0.0398910032083505","3"
"Very high transfer dependency","1994","East Germany","Female","54","0.0315107114293033","0.023790620311181","0.0392308025474256","3"
"Very low transfer dependency","1994","West Germany","Male","4143","0.944360318500601","0.937610261961538","0.951110375039664","0"
"Very low transfer dependency","1994","West Germany","Female","4396","0.946105589892358","0.939650613904717","0.952560565879999","0"
"Very low transfer dependency","1994","East Germany","Male","1474","0.829454134941266","0.811947184247789","0.846961085634743","0"
"Very low transfer dependency","1994","East Germany","Female","1616","0.83667757624591","0.820341495022968","0.853013657468852","0"
"High transfer dependency","1995","West Germany","Male","70","0.0138008635060154","0.010450562805121","0.0171511642069097","2"
"High transfer dependency","1995","East Germany","Female","49","0.0230992214481148","0.0164095131691529","0.0297889297270767","2"
"High transfer dependency","1995","West Germany","Female","87","0.0142343340229188","0.0109327651354998","0.0175359029103378","2"
"High transfer dependency","1995","East Germany","Male","42","0.0253857230633906","0.0179971621361352","0.0327742839906461","2"
"Low transfer dependency","1995","West Germany","Male","198","0.0332631810452955","0.0281134521268215","0.0384129099637694","1"
"Low transfer dependency","1995","East Germany","Male","175","0.093518157256042","0.0798416175564107","0.107194696955673","1"
"Low transfer dependency","1995","West Germany","Female","200","0.0291429074563574","0.0244546760973438","0.0338311388153711","1"
"Low transfer dependency","1995","East Germany","Female","194","0.0846534623043188","0.0722569814239692","0.0970499431846685","1"
"Very high transfer dependency","1995","West Germany","Female","129","0.0262321148396361","0.0217775086186784","0.0306867210605937","3"
"Very high transfer dependency","1995","West Germany","Male","108","0.0244861013929629","0.0200477171113262","0.0289244856745995","3"
"Very high transfer dependency","1995","East Germany","Male","40","0.0325075694065","0.0241771907503199","0.0408379480626802","3"
"Very high transfer dependency","1995","East Germany","Female","58","0.0328256379528998","0.0248907233693895","0.0407605525364101","3"
"Very low transfer dependency","1995","East Germany","Male","1484","0.848588550274067","0.831751087514908","0.865426013033227","0"
"Very low transfer dependency","1995","West Germany","Male","4282","0.928449854055726","0.921048130904174","0.935851577207279","0"
"Very low transfer dependency","1995","West Germany","Female","4529","0.930390643681088","0.923297619847584","0.937483667514591","0"
"Very low transfer dependency","1995","East Germany","Female","1636","0.859421678294667","0.843942581718217","0.874900774871117","0"
"High transfer dependency","1996","West Germany","Male","71","0.0127748049135595","0.00950525182118763","0.0160443580059314","2"
"High transfer dependency","1996","East Germany","Female","79","0.0401401723136478","0.0313487888002169","0.0489315558270787","2"
"High transfer dependency","1996","West Germany","Female","91","0.0181280318312647","0.0143694140115211","0.0218866496510084","2"
"High transfer dependency","1996","East Germany","Male","65","0.0368132679510895","0.0279604682810024","0.0456660676211765","2"
"Low transfer dependency","1996","West Germany","Male","186","0.0317108443712555","0.0266092070917694","0.0368124816507416","1"
"Low transfer dependency","1996","West Germany","Female","204","0.0323324000091298","0.0273492096026793","0.0373155904155804","1"
"Low transfer dependency","1996","East Germany","Male","220","0.132935392806573","0.116974056581509","0.148896729031637","1"
"Low transfer dependency","1996","East Germany","Female","226","0.109336674769042","0.0953600142202096","0.123313335317875","1"
"Very high transfer dependency","1996","West Germany","Male","99","0.0209575273372348","0.0167871636782782","0.0251278909961914","3"
"Very high transfer dependency","1996","West Germany","Female","130","0.0253966310713739","0.0209643487119528","0.029828913430795","3"
"Very high transfer dependency","1996","East Germany","Male","48","0.0352285965124878","0.026561311324689","0.0438958817002866","3"
"Very high transfer dependency","1996","East Germany","Female","55","0.0285288236196452","0.0210725713425226","0.0359850758967678","3"
"Very low transfer dependency","1996","East Germany","Male","1405","0.79502274272985","0.776044070735057","0.814001414724643","0"
"Very low transfer dependency","1996","West Germany","Male","4176","0.93455682337795","0.92735672910649","0.94175691764941","0"
"Very low transfer dependency","1996","West Germany","Female","4415","0.924142937088231","0.916683724303013","0.93160214987345","0"
"Very low transfer dependency","1996","East Germany","Female","1555","0.821994329297665","0.80486205451028","0.83912660408505","0"
"High transfer dependency","1997","West Germany","Male","73","0.0130330091965624","0.00970483810347398","0.0163611802896508","2"
"High transfer dependency","1997","West Germany","Female","94","0.0218700264148388","0.0177084974647298","0.0260315553649478","2"
"High transfer dependency","1997","East Germany","Male","73","0.0442902109916141","0.034578486533695","0.0540019354495332","2"
"High transfer dependency","1997","East Germany","Female","80","0.0470722922680254","0.0374678465517421","0.0566767379843087","2"
"Low transfer dependency","1997","West Germany","Female","263","0.0427348666619673","0.0369799733120662","0.0484897600118685","1"
"Low transfer dependency","1997","East Germany","Male","232","0.137824551250523","0.121552564584114","0.154096537916933","1"
"Low transfer dependency","1997","West Germany","Male","256","0.0467323772652119","0.0405387033373085","0.0529260511931154","1"
"Low transfer dependency","1997","East Germany","Female","240","0.121026180096288","0.106235529149246","0.13581683104333","1"
"Very high transfer dependency","1997","West Germany","Female","142","0.0329706984579039","0.0278901116854215","0.0380512852303862","3"
"Very high transfer dependency","1997","West Germany","Male","105","0.0232415680196801","0.0188201836016961","0.0276629524376641","3"
"Very high transfer dependency","1997","East Germany","Male","52","0.0400560947738185","0.0307998103491001","0.0493123791985369","3"
"Very high transfer dependency","1997","East Germany","Female","56","0.0314824759685746","0.0235638863376298","0.0394010655995195","3"
"Very low transfer dependency","1997","East Germany","Male","1367","0.777829142984044","0.758206156222502","0.797452129745587","0"
"Very low transfer dependency","1997","East Germany","Female","1492","0.800419051667112","0.782294056283511","0.818544047050713","0"
"Very low transfer dependency","1997","West Germany","Male","4027","0.916993045518546","0.908897013065836","0.925089077971255","0"
"Very low transfer dependency","1997","West Germany","Female","4246","0.90242440846529","0.893981229482631","0.910867587447949","0"
"High transfer dependency","1998","West Germany","Male","90","0.0163152277785381","0.0128058735025033","0.0198245820545729","2"
"High transfer dependency","1998","East Germany","Male","62","0.0300447551547509","0.0222699810000298","0.0378195293094721","2"
"High transfer dependency","1998","West Germany","Female","102","0.0173552962732925","0.0138605312439091","0.0208500613026759","2"
"High transfer dependency","1998","East Germany","Female","69","0.0309440564540219","0.0233300681629376","0.0385580447451062","2"
"Low transfer dependency","1998","West Germany","Female","296","0.0427806210274407","0.0373651904853408","0.0481960515695407","1"
"Low transfer dependency","1998","East Germany","Male","239","0.124047177080741","0.109034387384679","0.139059966776804","1"
"Low transfer dependency","1998","West Germany","Male","277","0.0457776229324624","0.0399879492652763","0.0515672965996485","1"
"Low transfer dependency","1998","East Germany","Female","239","0.100311581807591","0.0871025568189186","0.113520606796263","1"
"Very high transfer dependency","1998","West Germany","Female","146","0.0295629007028067","0.0250301594939537","0.0340956419116596","3"
"Very high transfer dependency","1998","West Germany","Male","121","0.0271983089431819","0.022692365066462","0.0317042528199018","3"
"Very high transfer dependency","1998","East Germany","Male","59","0.0430381669995427","0.0337954045448809","0.0522809294542044","3"
"Very high transfer dependency","1998","East Germany","Female","68","0.0411962587577823","0.0324576377172835","0.0499348797982811","3"
"Very low transfer dependency","1998","West Germany","Female","4820","0.91030118199646","0.90265420788575","0.917948156107171","0"
"Very low transfer dependency","1998","East Germany","Female","1611","0.827548102980605","0.810937715284958","0.844158490676251","0"
"Very low transfer dependency","1998","West Germany","Male","4518","0.910708840345818","0.90280939358946","0.918608287102175","0"
"Very low transfer dependency","1998","East Germany","Male","1492","0.802869900764965","0.784751216441587","0.820988585088343","0"
"High transfer dependency","1999","West Germany","Male","63","0.0105564221787737","0.0076600671689406","0.0134527771886067","2"
"High transfer dependency","1999","East Germany","Male","82","0.0465334969595232","0.0368349971913518","0.0562319967276946","2"
"High transfer dependency","1999","West Germany","Female","82","0.014422445498821","0.0111522588494416","0.0176926321482005","2"
"High transfer dependency","1999","East Germany","Female","89","0.0463426074871654","0.0370427913151425","0.0556424236591884","2"
"Low transfer dependency","1999","West Germany","Female","289","0.0435095391038317","0.0379140217269055","0.0491050564807578","1"
"Low transfer dependency","1999","East Germany","Male","207","0.113175823876054","0.0985888707046014","0.127762777047506","1"
"Low transfer dependency","1999","West Germany","Male","261","0.042846685121473","0.0371075391826036","0.0485858310603425","1"
"Low transfer dependency","1999","East Germany","Female","221","0.0960931763354939","0.0830556244967193","0.109130728174268","1"
"Very high transfer dependency","1999","West Germany","Female","116","0.0235371287601863","0.0193788624984905","0.0276953950218821","3"
"Very high transfer dependency","1999","West Germany","Male","95","0.0208725163033575","0.0168211181513744","0.0249239144553407","3"
"Very high transfer dependency","1999","East Germany","Male","46","0.0338580180005796","0.0255304107022356","0.0421856252989235","3"
"Very high transfer dependency","1999","East Germany","Female","64","0.0381896764329807","0.0297114375765507","0.0466679152894107","3"
"Very low transfer dependency","1999","East Germany","Female","1589","0.81937453974436","0.802356142485652","0.836392937003068","0"
"Very low transfer dependency","1999","West Germany","Male","4364","0.925724376396396","0.918293125850452","0.933155626942339","0"
"Very low transfer dependency","1999","West Germany","Female","4619","0.918530886637161","0.911027608198022","0.9260341650763","0"
"Very low transfer dependency","1999","East Germany","Male","1477","0.806432661163843","0.788241136967176","0.824624185360511","0"
"High transfer dependency","2000","West Germany","Male","116","0.0117842735342014","0.00952921363126473","0.0140393334371381","2"
"High transfer dependency","2000","East Germany","Male","95","0.0346692110591919","0.0278565267468813","0.0414818953715025","2"
"High transfer dependency","2000","West Germany","Female","143","0.0135150710276084","0.0111919631452714","0.0158381789099454","2"
"High transfer dependency","2000","East Germany","Female","114","0.0365337121798878","0.0298512683237065","0.043216156036069","2"
"Low transfer dependency","2000","West Germany","Female","493","0.0446515755429321","0.0404961617737048","0.0488069893121594","1"
"Low transfer dependency","2000","East Germany","Male","313","0.101501205326946","0.0902550894079514","0.112747321245941","1"
"Low transfer dependency","2000","West Germany","Male","435","0.0424826856530801","0.0382680494344492","0.046697321871711","1"
"Low transfer dependency","2000","East Germany","Female","313","0.087016968238198","0.0769776670745425","0.0970562694018535","1"
"Very high transfer dependency","2000","West Germany","Female","219","0.0220447570614772","0.0190906438626091","0.0249988702603453","3"
"Very high transfer dependency","2000","West Germany","Male","188","0.0228012443307432","0.0196819847199955","0.0259205039414909","3"
"Very high transfer dependency","2000","East Germany","Male","91","0.0378312752844482","0.0307263532713131","0.0449361972975832","3"
"Very high transfer dependency","2000","East Germany","Female","120","0.039783151082621","0.032821625775249","0.046744676389993","3"
"Very low transfer dependency","2000","West Germany","Male","8058","0.922931796481975","0.917358614594414","0.928504978369537","0"
"Very low transfer dependency","2000","West Germany","Female","8635","0.919788596367982","0.914323761374094","0.925253431361871","0"
"Very low transfer dependency","2000","East Germany","Female","2481","0.836666168499293","0.823499244322253","0.849833092676333","0"
"Very low transfer dependency","2000","East Germany","Male","2271","0.825998308329414","0.81188026466623","0.840116351992597","0"
"High transfer dependency","2001","West Germany","Male","100","0.0129331772984281","0.0104418375729745","0.0154245170238817","2"
"High transfer dependency","2001","East Germany","Male","99","0.0339811071372089","0.0270141989061389","0.0409480153682788","2"
"High transfer dependency","2001","West Germany","Female","141","0.0160765768893145","0.0134181372050106","0.0187350165736184","2"
"High transfer dependency","2001","East Germany","Female","103","0.0318032633240526","0.0252990143474642","0.0383075123006409","2"
"Low transfer dependency","2001","East Germany","Male","302","0.102001583146282","0.0903638134279276","0.113639352864636","1"
"Low transfer dependency","2001","West Germany","Female","425","0.0428675730040624","0.0385860346998038","0.047149111308321","1"
"Low transfer dependency","2001","West Germany","Male","402","0.0421066613509032","0.0376783205089983","0.0465350021928081","1"
"Low transfer dependency","2001","East Germany","Female","336","0.0986093685565149","0.0875585330005002","0.10966020411253","1"
"Very high transfer dependency","2001","West Germany","Female","195","0.0236423499763621","0.0204309148133939","0.0268537851393302","3"
"Very high transfer dependency","2001","West Germany","Male","146","0.021855665800969","0.0186316990626233","0.0250796325393147","3"
"Very high transfer dependency","2001","East Germany","Male","101","0.0453992915278093","0.0373942436893892","0.0534043393662295","3"
"Very high transfer dependency","2001","East Germany","Female","115","0.0434826669358446","0.035923324553747","0.0510420093179423","3"
"Very low transfer dependency","2001","West Germany","Male","7253","0.9231044955497","0.917229832415318","0.928979158684081","0"
"Very low transfer dependency","2001","West Germany","Female","7837","0.917413500130261","0.911595329359249","0.923231670901273","0"
"Very low transfer dependency","2001","East Germany","Female","2242","0.826104701183588","0.812055844734724","0.840153557632452","0"
"Very low transfer dependency","2001","East Germany","Male","2096","0.8186180181887","0.803800814919958","0.833435221457442","0"
"High transfer dependency","2002","West Germany","Male","106","0.0182526656283569","0.0154031935922954","0.0211021376644183","2"
"High transfer dependency","2002","East Germany","Female","99","0.0366370977489383","0.0296522119750265","0.0436219835228501","2"
"High transfer dependency","2002","East Germany","Male","91","0.0355558922229703","0.028459729859279","0.0426520545866617","2"
"High transfer dependency","2002","West Germany","Female","163","0.0250367563480585","0.0218283017881013","0.0282452109080156","2"
"Low transfer dependency","2002","West Germany","Male","360","0.0469926403257449","0.0424879552400464","0.0514973254114433","1"
"Low transfer dependency","2002","East Germany","Male","263","0.0969985498576751","0.085657426720755","0.108339672994595","1"
"Low transfer dependency","2002","West Germany","Female","416","0.0489711317361988","0.0445393367644757","0.0534029267079219","1"
