"year","bula_h","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2000","Hesse","Male","79.1","79.1","816","79.1","79.1","79.0999984741211","79.0999984741211","79.0999984741211","79.0999984741211"
"2000","Lower Saxony","Female","79.1","79.1","1035","79.1","79.1","79.0999984741211","79.0999984741211","79.0999984741211","79.0999984741211"
"2000","Lower Saxony","Male","79.1","79.1","1003","79.1","79.1","79.0999984741211","79.0999984741211","79.0999984741211","79.0999984741211"
"2000","Mecklenburg-Western Pomerania","Female","79.8","79.8","305","79.8","79.8","79.8000030517578","79.8000030517578","79.8000030517578","79.8000030517578"
"2000","Mecklenburg-Western Pomerania","Male","79.8","79.8","263","79.8","79.8","79.8000030517578","79.8000030517578","79.8000030517578","79.8000030517578"
"2000","North Rhine-Westphalia","Female","79.1","79.1","2679","79.1","79.1","79.0999984741211","79.0999984741211","79.0999984741211","79.0999984741211"
"2000","North Rhine-Westphalia","Male","79.1","79.1","2499","79.1","79.1","79.0999984741211","79.0999984741211","79.0999984741211","79.0999984741211"
"2000","Rhineland-Palatinate,Saarland","Female","79.1","79.1","783","79.1","79.1","79.0999984741211","79.0999984741211","79.0999984741211","79.0999984741211"
"2000","Rhineland-Palatinate,Saarland","Male","79.1","79.1","683","79.1","79.1","79.0999984741211","79.0999984741211","79.0999984741211","79.0999984741211"
"2000","Saxony","Female","79.8","79.8","929","79.8","79.8","79.8000030517578","79.8000030517578","79.8000030517578","79.8000030517578"
"2000","Saxony","Male","79.8","79.8","860","79.8","79.8","79.8000030517578","79.8000030517578","79.8000030517578","79.8000030517578"
"2000","Saxony-Anhalt","Female","79.8","79.8","571","79.8","79.8","79.8000030517578","79.8000030517578","79.8000030517578","79.8000030517578"
"2000","Saxony-Anhalt","Male","79.8","79.8","492","79.8","79.8","79.8000030517578","79.8000030517578","79.8000030517578","79.8000030517578"
"2000","Schleswig-Holstein","Female","79.1","79.1","378","79.1","79.1","79.0999984741211","79.0999984741211","79.0999984741211","79.0999984741211"
"2000","Schleswig-Holstein","Male","79.1","79.1","337","79.1","79.1","79.0999984741211","79.0999984741211","79.0999984741211","79.0999984741211"
"2000","Thuringia","Female","79.8","79.8","543","79.8","79.8","79.8000030517578","79.8000030517578","79.8000030517578","79.8000030517578"
"2000","Thuringia","Male","79.8","79.8","515","79.8","79.8","79.8000030517578","79.8000030517578","79.8000030517578","79.8000030517578"
"2001","Baden-Württemberg","Female","79.9","79.9","1353","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Baden-Württemberg","Male","79.9","79.9","1271","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Bavaria","Female","79.9","79.9","1615","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Bavaria","Male","79.9","79.9","1445","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Berlin","Female","79.9","79.9","410","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Berlin","Male","79.9","79.9","386","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Brandenburg","Female","79.9","79.9","493","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Brandenburg","Male","79.9","79.9","469","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Bremen","Female","79.9","79.9","85","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Bremen","Male","79.9","79.9","73","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Hamburg","Female","79.9","79.9","154","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Hamburg","Male","79.9","79.9","121","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Hesse","Female","79.9","79.9","776","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Hesse","Male","79.9","79.9","717","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Lower Saxony","Female","79.9","79.9","948","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Lower Saxony","Male","79.9","79.9","914","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Mecklenburg-Western Pomerania","Female","79.9","79.9","278","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Mecklenburg-Western Pomerania","Male","79.9","79.9","238","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","North Rhine-Westphalia","Female","79.9","79.9","2426","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","North Rhine-Westphalia","Male","79.9","79.9","2253","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Rhineland-Palatinate,Saarland","Female","79.9","79.9","718","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Rhineland-Palatinate,Saarland","Male","79.9","79.9","637","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Saxony","Female","79.9","79.9","860","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Saxony","Male","79.9","79.9","793","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Saxony-Anhalt","Female","79.9","79.9","526","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Saxony-Anhalt","Male","79.9","79.9","479","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Schleswig-Holstein","Female","79.9","79.9","344","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Schleswig-Holstein","Male","79.9","79.9","309","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Thuringia","Female","79.9","79.9","495","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2001","Thuringia","Male","79.9","79.9","477","79.9","79.9","79.9000015258789","79.9000015258789","79.9000015258789","79.9000015258789"
"2002","Baden-Württemberg","Female","81.5","81.5","1438","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Baden-Württemberg","Male","81.5","81.5","1383","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Bavaria","Female","81.5","81.5","1711","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Bavaria","Male","81.5","81.5","1562","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Berlin","Female","81.5","81.5","428","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Berlin","Male","81.5","81.5","406","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Brandenburg","Female","81.5","81.5","499","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Brandenburg","Male","81.5","81.5","471","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Bremen","Female","81.5","81.5","93","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Bremen","Male","81.5","81.5","80","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Hamburg","Female","81.5","81.5","182","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Hamburg","Male","81.5","81.5","147","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Hesse","Female","81.5","81.5","856","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Hesse","Male","81.5","81.5","790","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Lower Saxony","Female","81.5","81.5","1016","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Lower Saxony","Male","81.5","81.5","972","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Mecklenburg-Western Pomerania","Female","81.5","81.5","285","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Mecklenburg-Western Pomerania","Male","81.5","81.5","234","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","North Rhine-Westphalia","Female","81.5","81.5","2519","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","North Rhine-Westphalia","Male","81.5","81.5","2374","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Rhineland-Palatinate,Saarland","Female","81.5","81.5","730","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Rhineland-Palatinate,Saarland","Male","81.5","81.5","651","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Saxony","Female","81.5","81.5","843","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Saxony","Male","81.5","81.5","815","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Saxony-Anhalt","Female","81.5","81.5","511","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Saxony-Anhalt","Male","81.5","81.5","463","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Schleswig-Holstein","Female","81.5","81.5","379","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Schleswig-Holstein","Male","81.5","81.5","348","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Thuringia","Female","81.5","81.5","489","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Thuringia","Male","81.5","81.5","482","81.5","81.5","81.5","81.5","81.5","81.5"
"2003","Baden-Württemberg","Female","82.6","82.6","1393","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Baden-Württemberg","Male","82.6","82.6","1314","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Bavaria","Female","82.6","82.6","1663","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Bavaria","Male","82.6","82.6","1482","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Berlin","Female","82.6","82.6","418","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Berlin","Male","82.6","82.6","413","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Brandenburg","Female","82.6","82.6","491","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Brandenburg","Male","82.6","82.6","458","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Bremen","Female","82.6","82.6","93","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Bremen","Male","82.6","82.6","81","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Hamburg","Female","82.6","82.6","162","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Hamburg","Male","82.6","82.6","136","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Hesse","Female","82.6","82.6","772","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Hesse","Male","82.6","82.6","733","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Lower Saxony","Female","82.6","82.6","991","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Lower Saxony","Male","82.6","82.6","925","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Mecklenburg-Western Pomerania","Female","82.6","82.6","285","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Mecklenburg-Western Pomerania","Male","82.6","82.6","243","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","North Rhine-Westphalia","Female","82.6","82.6","2418","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","North Rhine-Westphalia","Male","82.6","82.6","2278","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Rhineland-Palatinate,Saarland","Female","82.6","82.6","716","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Rhineland-Palatinate,Saarland","Male","82.6","82.6","639","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Saxony","Female","82.6","82.6","823","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Saxony","Male","82.6","82.6","799","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Saxony-Anhalt","Female","82.6","82.6","499","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Saxony-Anhalt","Male","82.6","82.6","439","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Schleswig-Holstein","Female","82.6","82.6","352","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Schleswig-Holstein","Male","82.6","82.6","323","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Thuringia","Female","82.6","82.6","490","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2003","Thuringia","Male","82.6","82.6","468","82.6","82.6","82.5999984741211","82.5999984741211","82.5999984741211","82.5999984741211"
"2004","Baden-Württemberg","Female","83.5","83.5","1346","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Baden-Württemberg","Male","83.5","83.5","1278","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Bavaria","Female","83.5","83.5","1607","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Bavaria","Male","83.5","83.5","1455","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Berlin","Female","83.5","83.5","416","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Berlin","Male","83.5","83.5","396","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Brandenburg","Female","83.5","83.5","480","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Brandenburg","Male","83.5","83.5","434","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Bremen","Female","83.5","83.5","90","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Bremen","Male","83.5","83.5","78","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Hamburg","Female","83.5","83.5","159","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Hamburg","Male","83.5","83.5","139","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Hesse","Female","83.5","83.5","748","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Hesse","Male","83.5","83.5","699","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Lower Saxony","Female","83.5","83.5","978","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Lower Saxony","Male","83.5","83.5","916","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Mecklenburg-Western Pomerania","Female","83.5","83.5","279","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Mecklenburg-Western Pomerania","Male","83.5","83.5","236","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","North Rhine-Westphalia","Female","83.5","83.5","2354","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","North Rhine-Westphalia","Male","83.5","83.5","2207","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Rhineland-Palatinate,Saarland","Female","83.5","83.5","693","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Rhineland-Palatinate,Saarland","Male","83.5","83.5","613","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Saxony","Female","83.5","83.5","813","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Saxony","Male","83.5","83.5","767","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Saxony-Anhalt","Female","83.5","83.5","499","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Saxony-Anhalt","Male","83.5","83.5","429","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Schleswig-Holstein","Female","83.5","83.5","360","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Schleswig-Holstein","Male","83.5","83.5","318","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Thuringia","Female","83.5","83.5","482","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Thuringia","Male","83.5","83.5","464","83.5","83.5","83.5","83.5","83.5","83.5"
"2005","Baden-Württemberg","Female","84.9","84.9","1315","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Baden-Württemberg","Male","84.9","84.9","1221","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Bavaria","Female","84.9","84.9","1539","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Bavaria","Male","84.9","84.9","1377","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Berlin","Female","84.9","84.9","396","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Berlin","Male","84.9","84.9","363","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Brandenburg","Female","84.9","84.9","464","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Brandenburg","Male","84.9","84.9","425","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Bremen","Female","84.9","84.9","84","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Bremen","Male","84.9","84.9","63","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Hamburg","Female","84.9","84.9","150","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Hamburg","Male","84.9","84.9","142","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Hesse","Female","84.9","84.9","711","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Hesse","Male","84.9","84.9","660","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Lower Saxony","Female","84.9","84.9","932","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Lower Saxony","Male","84.9","84.9","864","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Mecklenburg-Western Pomerania","Female","84.9","84.9","273","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Mecklenburg-Western Pomerania","Male","84.9","84.9","232","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","North Rhine-Westphalia","Female","84.9","84.9","2268","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","North Rhine-Westphalia","Male","84.9","84.9","2111","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Rhineland-Palatinate,Saarland","Female","84.9","84.9","664","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Rhineland-Palatinate,Saarland","Male","84.9","84.9","578","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Saxony","Female","84.9","84.9","782","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Saxony","Male","84.9","84.9","751","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Saxony-Anhalt","Female","84.9","84.9","477","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Saxony-Anhalt","Male","84.9","84.9","422","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Schleswig-Holstein","Female","84.9","84.9","348","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Schleswig-Holstein","Male","84.9","84.9","306","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Thuringia","Female","84.9","84.9","462","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2005","Thuringia","Male","84.9","84.9","432","84.9","84.9","84.9000015258789","84.9000015258789","84.9000015258789","84.9000015258789"
"2006","Baden-Württemberg","Female","86.2","86.2","1444","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Baden-Württemberg","Male","86.2","86.2","1323","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Bavaria","Female","86.2","86.2","1674","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Bavaria","Male","86.2","86.2","1517","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Berlin","Female","86.2","86.2","427","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Berlin","Male","86.2","86.2","371","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Brandenburg","Female","86.2","86.2","495","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Brandenburg","Male","86.2","86.2","462","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Bremen","Female","86.2","86.2","82","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Bremen","Male","86.2","86.2","64","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Hamburg","Female","86.2","86.2","166","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Hamburg","Male","86.2","86.2","147","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Hesse","Female","86.2","86.2","786","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Hesse","Male","86.2","86.2","720","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Lower Saxony","Female","86.2","86.2","1032","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Lower Saxony","Male","86.2","86.2","970","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Mecklenburg-Western Pomerania","Female","86.2","86.2","302","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Mecklenburg-Western Pomerania","Male","86.2","86.2","264","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","North Rhine-Westphalia","Female","86.2","86.2","2408","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","North Rhine-Westphalia","Male","86.2","86.2","2217","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Rhineland-Palatinate,Saarland","Female","86.2","86.2","704","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Rhineland-Palatinate,Saarland","Male","86.2","86.2","609","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Saxony","Female","86.2","86.2","826","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Saxony","Male","86.2","86.2","787","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Saxony-Anhalt","Female","86.2","86.2","489","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Saxony-Anhalt","Male","86.2","86.2","442","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Schleswig-Holstein","Female","86.2","86.2","366","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Schleswig-Holstein","Male","86.2","86.2","316","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Thuringia","Female","86.2","86.2","504","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2006","Thuringia","Male","86.2","86.2","467","86.2","86.2","86.1999969482422","86.1999969482422","86.1999969482422","86.1999969482422"
"2007","Baden-Württemberg","Female","87.6","87.6","1329","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Baden-Württemberg","Male","87.6","87.6","1222","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Bavaria","Female","87.6","87.6","1590","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Bavaria","Male","87.6","87.6","1433","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Berlin","Female","87.6","87.6","418","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Berlin","Male","87.6","87.6","349","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Brandenburg","Female","87.6","87.6","463","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Brandenburg","Male","87.6","87.6","418","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Bremen","Female","87.6","87.6","82","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Bremen","Male","87.6","87.6","67","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Hamburg","Female","87.6","87.6","160","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Hamburg","Male","87.6","87.6","140","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Hesse","Female","87.6","87.6","731","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Hesse","Male","87.6","87.6","687","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Lower Saxony","Female","87.6","87.6","967","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Lower Saxony","Male","87.6","87.6","904","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Mecklenburg-Western Pomerania","Female","87.6","87.6","280","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Mecklenburg-Western Pomerania","Male","87.6","87.6","241","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","North Rhine-Westphalia","Female","87.6","87.6","2250","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","North Rhine-Westphalia","Male","87.6","87.6","2043","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Rhineland-Palatinate,Saarland","Female","87.6","87.6","650","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Rhineland-Palatinate,Saarland","Male","87.6","87.6","549","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Saxony","Female","87.6","87.6","779","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Saxony","Male","87.6","87.6","759","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
"2007","Saxony-Anhalt","Female","87.6","87.6","459","87.6","87.6","87.5999984741211","87.5999984741211","87.5999984741211","87.5999984741211"
