"year","e11103","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","East Germany","","","","","","","","","","","","","",""
"1984","Full Time","West Germany","57.9","57.9","5678","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Not Working","East Germany","","","","","","","","","","","","","",""
"1984","Not Working","West Germany","57.9","57.9","4663","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Part Time","East Germany","","","","","","","","","","","","","",""
"1984","Part Time","West Germany","57.9","57.9","1890","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9000015258789","57.9000015258789"
"1985","Full Time","East Germany","","","","","","","","","","","","","",""
"1985","Full Time","West Germany","59.3","59.3","4986","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.2999992370605","59.2999992370605"
"1985","Not Working","East Germany","","","","","","","","","","","","","",""
"1985","Not Working","West Germany","59.3","59.3","4233","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.2999992370605","59.2999992370605"
"1985","Part Time","East Germany","","","","","","","","","","","","","",""
"1985","Part Time","West Germany","59.3","59.3","1868","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.2999992370605","59.2999992370605"
"1986","Full Time","East Germany","","","","","","","","","","","","","",""
"1986","Full Time","West Germany","60.6","60.6","4865","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.5999984741211","60.5999984741211"
"1986","Not Working","East Germany","","","","","","","","","","","","","",""
"1986","Not Working","West Germany","60.6","60.6","3945","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.5999984741211","60.5999984741211"
"1986","Part Time","East Germany","","","","","","","","","","","","","",""
"1986","Part Time","West Germany","60.6","60.6","1833","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.5999984741211","60.5999984741211"
"1987","Full Time","East Germany","","","","","","","","","","","","","",""
"1987","Full Time","West Germany","60.5","60.5","4899","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5"
"1987","Not Working","East Germany","","","","","","","","","","","","","",""
"1987","Not Working","West Germany","60.5","60.5","3799","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5"
"1987","Part Time","East Germany","","","","","","","","","","","","","",""
"1987","Part Time","West Germany","60.5","60.5","1815","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5"
"1988","Full Time","East Germany","","","","","","","","","","","","","",""
"1988","Full Time","West Germany","60.6","60.6","4602","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.5999984741211","60.5999984741211"
"1988","Not Working","East Germany","","","","","","","","","","","","","",""
"1988","Not Working","West Germany","60.6","60.6","3572","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.5999984741211","60.5999984741211"
"1988","Part Time","East Germany","","","","","","","","","","","","","",""
"1988","Part Time","West Germany","60.6","60.6","1848","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.5999984741211","60.5999984741211"
"1989","Full Time","East Germany","","","","","","","","","","","","","",""
"1989","Full Time","West Germany","61.4","61.4","4556","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4000015258789","61.4000015258789"
"1989","Not Working","East Germany","","","","","","","","","","","","","",""
"1989","Not Working","West Germany","61.4","61.4","3439","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4000015258789","61.4000015258789"
"1989","Part Time","East Germany","","","","","","","","","","","","","",""
