"year","migback","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"1984","direct migration background","Female","57.9","57.9","1601","57.9","57.9","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789"
"1984","direct migration background","Male","57.9","57.9","1816","57.9","57.9","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789"
"1984","indirect migration background","Female","57.9","57.9","66","57.9","57.9","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789"
"1984","indirect migration background","Male","57.9","57.9","62","57.9","57.9","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789"
"1984","no migration background","Female","57.9","57.9","4565","57.9","57.9","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789"
"1984","no migration background","Male","57.9","57.9","4121","57.9","57.9","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789"
"1985","direct migration background","Female","59.3","59.3","1374","59.3","59.3","59.2999992370605","59.2999992370605","59.2999992370605","59.2999992370605"
"1985","direct migration background","Male","59.3","59.3","1571","59.3","59.3","59.2999992370605","59.2999992370605","59.2999992370605","59.2999992370605"
"1985","indirect migration background","Female","59.3","59.3","78","59.3","59.3","59.2999992370605","59.2999992370605","59.2999992370605","59.2999992370605"
"1985","indirect migration background","Male","59.3","59.3","66","59.3","59.3","59.2999992370605","59.2999992370605","59.2999992370605","59.2999992370605"
"1985","no migration background","Female","59.3","59.3","4180","59.3","59.3","59.2999992370605","59.2999992370605","59.2999992370605","59.2999992370605"
"1985","no migration background","Male","59.3","59.3","3818","59.3","59.3","59.2999992370605","59.2999992370605","59.2999992370605","59.2999992370605"
"1986","direct migration background","Female","60.6","60.6","1317","60.6","60.6","60.5999984741211","60.5999984741211","60.5999984741211","60.5999984741211"
"1986","direct migration background","Male","60.6","60.6","1539","60.6","60.6","60.5999984741211","60.5999984741211","60.5999984741211","60.5999984741211"
"1986","indirect migration background","Female","60.6","60.6","83","60.6","60.6","60.5999984741211","60.5999984741211","60.5999984741211","60.5999984741211"
"1986","indirect migration background","Male","60.6","60.6","73","60.6","60.6","60.5999984741211","60.5999984741211","60.5999984741211","60.5999984741211"
"1986","no migration background","Female","60.6","60.6","3977","60.6","60.6","60.5999984741211","60.5999984741211","60.5999984741211","60.5999984741211"
"1986","no migration background","Male","60.6","60.6","3654","60.6","60.6","60.5999984741211","60.5999984741211","60.5999984741211","60.5999984741211"
"1987","direct migration background","Female","60.5","60.5","1321","60.5","60.5","60.5","60.5","60.5","60.5"
"1987","direct migration background","Male","60.5","60.5","1522","60.5","60.5","60.5","60.5","60.5","60.5"
"1987","indirect migration background","Female","60.5","60.5","94","60.5","60.5","60.5","60.5","60.5","60.5"
"1987","indirect migration background","Male","60.5","60.5","83","60.5","60.5","60.5","60.5","60.5","60.5"
"1987","no migration background","Female","60.5","60.5","3892","60.5","60.5","60.5","60.5","60.5","60.5"
"1987","no migration background","Male","60.5","60.5","3601","60.5","60.5","60.5","60.5","60.5","60.5"
"1988","direct migration background","Female","60.6","60.6","1268","60.6","60.6","60.5999984741211","60.5999984741211","60.5999984741211","60.5999984741211"
