"year","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","57.9","57.9","7568","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Not Employed","57.9","57.9","4663","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9000015258789","57.9000015258789"
"1985","Employed","59.3","59.3","6854","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.2999992370605","59.2999992370605"
"1985","Not Employed","59.3","59.3","4233","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.2999992370605","59.2999992370605"
"1986","Employed","60.6","60.6","6698","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.5999984741211","60.5999984741211"
"1986","Not Employed","60.6","60.6","3945","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.5999984741211","60.5999984741211"
"1987","Employed","60.5","60.5","6714","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5"
"1987","Not Employed","60.5","60.5","3799","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5"
"1988","Employed","60.6","60.6","6450","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.5999984741211","60.5999984741211"
"1988","Not Employed","60.6","60.6","3572","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.5999984741211","60.5999984741211"
"1989","Employed","61.4","61.4","6270","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4000015258789","61.4000015258789"
"1989","Not Employed","61.4","61.4","3439","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4000015258789","61.4000015258789"
"1990","Employed","63.1","63.1","6172","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.0999984741211","63.0999984741211"
"1990","Not Employed","63.1","63.1","3345","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.0999984741211","63.0999984741211"
"1991","Employed","64.8","64.8","6197","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8000030517578","64.8000030517578"
"1991","Not Employed","64.8","64.8","3269","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8000030517578","64.8000030517578"
"1992","Employed","64.96","67.2","9115","57","67.2","67.2","67.2","67.2","64.86","65.06","57","67.2","67.1999969482422","67.1999969482422"
"1992","Not Employed","65.46","67.2","4276","57","67.2","67.2","67.2","67.2","65.33","65.59","57","67.2","67.1999969482422","67.1999969482422"
"1993","Employed","68.77","69.8","8733","64.6","69.8","69.8","69.8","69.8","68.72","68.82","64.6","69.8","69.8000030517578","69.8000030517578"
"1993","Not Employed","68.77","69.8","4445","64.6","69.8","69.8","69.8","69.8","68.7","68.84","64.6","69.8","69.8000030517578","69.8000030517578"
"1994","Employed","72.15","72.3","8355","71.5","72.3","72.3","72.3","72.3","72.14","72.16","71.5","72.3","72.3000030517578","72.3000030517578"
"1994","Not Employed","72.14","72.3","4589","71.5","72.3","72.3","72.3","72.3","72.13","72.15","71.5","72.3","72.3000030517578","72.3000030517578"
"1995","Employed","74.26","74.3","8532","74.1","74.3","74.3","74.3","74.3","74.26","74.26","74.1","74.3","74.3000030517578","74.3000030517578"
"1995","Not Employed","74.26","74.3","4838","74.1","74.3","74.3","74.3","74.3","74.26","74.26","74.1","74.3","74.3000030517578","74.3000030517578"
"1996","Employed","75.5","75.5","8454","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5"
"1996","Not Employed","75.5","75.5","4671","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5"
"1997","Employed","76.57","76.5","8163","76.5","76.5","76.5","76.9","76.9","76.57","76.57","76.5","76.9","76.5","76.5"
"1997","Not Employed","76.58","76.5","4752","76.5","76.5","76.5","76.9","76.9","76.57","76.59","76.5","76.9","76.5","76.5"
"1998","Employed","78.05","77.9","8888","77.9","77.9","77.9","78.7","78.7","78.04","78.06","77.9","78.7","77.9000015258789","77.9000015258789"
"1998","Not Employed","78.06","77.9","5439","77.9","77.9","77.9","78.7","78.7","78.05","78.07","77.9","78.7","77.9000015258789","77.9000015258789"
"1999","Employed","78.76","78.6","8800","78.6","78.6","78.6","79.5","79.5","78.75","78.77","78.6","79.5","78.5999984741211","78.5999984741211"
"1999","Not Employed","78.78","78.6","4968","78.6","78.6","78.6","79.5","79.5","78.77","78.79","78.6","79.5","78.5999984741211","78.5999984741211"
"2000","Employed","79.23","79.1","15195","79.1","79.1","79.1","79.8","79.8","79.23","79.23","79.1","79.8","79.0999984741211","79.0999984741211"
"2000","Not Employed","79.24","79.1","9069","79.1","79.1","79.1","79.8","79.8","79.23","79.25","79.1","79.8","79.0999984741211","79.0999984741211"
"2001","Employed","79.9","79.9","13924","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9000015258789","79.9000015258789"
"2001","Not Employed","79.9","79.9","8139","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9000015258789","79.9000015258789"
"2002","Employed","81.5","81.5","14848","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5"
"2002","Not Employed","81.5","81.5","8309","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5"
"2003","Employed","82.6","82.6","14078","82.6","82.6","82.6","82.6","82.6","82.6","82.6","82.6","82.6","82.5999984741211","82.5999984741211"
"2003","Not Employed","82.6","82.6","8219","82.6","82.6","82.6","82.6","82.6","82.6","82.6","82.6","82.6","82.5999984741211","82.5999984741211"
"2004","Employed","83.5","83.5","13511","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5"
"2004","Not Employed","83.5","83.5","8222","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5"
"2005","Employed","84.9","84.9","12883","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9000015258789","84.9000015258789"
"2005","Not Employed","84.9","84.9","7929","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9000015258789","84.9000015258789"
"2006","Employed","86.2","86.2","13482","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.1999969482422","86.1999969482422"
"2006","Not Employed","86.2","86.2","8899","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.1999969482422","86.1999969482422"
"2007","Employed","87.6","87.6","12612","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.5999984741211","87.5999984741211"
"2007","Not Employed","87.6","87.6","8353","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.5999984741211","87.5999984741211"
"2008","Employed","89.6","89.6","11929","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.5999984741211","89.5999984741211"
"2008","Not Employed","89.6","89.6","7757","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.5999984741211","89.5999984741211"
"2009","Employed","91.9","91.9","11246","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9000015258789","91.9000015258789"
"2009","Not Employed","91.9","91.9","7117","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9","91.9000015258789","91.9000015258789"
"2010","Employed","92.2","92.2","15614","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.1999969482422","92.1999969482422"
"2010","Not Employed","92.2","92.2","8818","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.1999969482422","92.1999969482422"
"2011","Employed","93.2","93.2","18321","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.1999969482422","93.1999969482422"
"2011","Not Employed","93.2","93.2","10694","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.2","93.1999969482422","93.1999969482422"
"2012","Employed","95.2","95.2","17917","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.1999969482422","95.1999969482422"
