"year","bula_h","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","Baden-Württemberg","general elemantary","57.9","57.9","694","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Baden-Württemberg","higher education","57.9","57.9","126","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Baden-Württemberg","higher vocational","57.9","57.9","117","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Baden-Württemberg","in school","57.9","57.9","35","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Baden-Württemberg","inadequately","57.9","57.9","291","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Baden-Württemberg","middle vocational","57.9","57.9","943","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Baden-Württemberg","vocational + Abi","57.9","57.9","52","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Bavaria","general elemantary","57.9","57.9","590","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Bavaria","higher education","57.9","57.9","157","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Bavaria","higher vocational","57.9","57.9","130","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Bavaria","in school","","","","","","","","","","",""
"1984","Bavaria","inadequately","57.9","57.9","107","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Bavaria","middle vocational","57.9","57.9","1040","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Bavaria","vocational + Abi","57.9","57.9","55","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Berlin","general elemantary","57.9","57.9","100","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Berlin","higher education","57.9","57.9","37","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Berlin","higher vocational","","","","","","","","","","",""
"1984","Berlin","in school","","","","","","","","","","",""
"1984","Berlin","inadequately","57.9","57.9","39","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Berlin","middle vocational","57.9","57.9","187","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Berlin","vocational + Abi","","","","","","","","","","",""
"1984","Brandenburg","general elemantary","","","","","","","","","","",""
"1984","Brandenburg","higher education","","","","","","","","","","",""
"1984","Brandenburg","higher vocational","","","","","","","","","","",""
"1984","Brandenburg","in school","","","","","","","","","","",""
"1984","Brandenburg","inadequately","","","","","","","","","","",""
"1984","Brandenburg","middle vocational","","","","","","","","","","",""
"1984","Brandenburg","vocational + Abi","","","","","","","","","","",""
"1984","Bremen","general elemantary","57.9","57.9","41","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Bremen","higher education","","","","","","","","","","",""
"1984","Bremen","higher vocational","","","","","","","","","","",""
"1984","Bremen","in school","","","","","","","","","","",""
"1984","Bremen","inadequately","","","","","","","","","","",""
"1984","Bremen","middle vocational","57.9","57.9","74","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Bremen","vocational + Abi","","","","","","","","","","",""
"1984","Hamburg","general elemantary","57.9","57.9","67","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Hamburg","higher education","","","","","","","","","","",""
"1984","Hamburg","higher vocational","","","","","","","","","","",""
"1984","Hamburg","in school","","","","","","","","","","",""
"1984","Hamburg","inadequately","","","","","","","","","","",""
"1984","Hamburg","middle vocational","57.9","57.9","157","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Hamburg","vocational + Abi","","","","","","","","","","",""
"1984","Hesse","general elemantary","57.9","57.9","355","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Hesse","higher education","57.9","57.9","93","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Hesse","higher vocational","57.9","57.9","51","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Hesse","in school","","","","","","","","","","",""
"1984","Hesse","inadequately","57.9","57.9","107","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Hesse","middle vocational","57.9","57.9","588","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Hesse","vocational + Abi","57.9","57.9","37","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Lower Saxony","general elemantary","57.9","57.9","367","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Lower Saxony","higher education","57.9","57.9","78","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Lower Saxony","higher vocational","57.9","57.9","79","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Lower Saxony","in school","","","","","","","","","","",""
"1984","Lower Saxony","inadequately","57.9","57.9","66","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Lower Saxony","middle vocational","57.9","57.9","591","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","Lower Saxony","vocational + Abi","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","general elemantary","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","higher education","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","higher vocational","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","in school","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","inadequately","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","middle vocational","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","vocational + Abi","","","","","","","","","","",""
