"year","education","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"1984","college entrance qualification","57.9","57.9","1295","57.9","57.9","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789"
"1984","lower secondary degree","57.9","57.9","6127","57.9","57.9","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789"
"1984","no degree/no degree yet","57.9","57.9","1304","57.9","57.9","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789"
"1984","Other degree","57.9","57.9","1453","57.9","57.9","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789"
"1984","secondary school degree","57.9","57.9","1960","57.9","57.9","57.9000015258789","57.9000015258789","57.9000015258789","57.9000015258789"
"1985","college entrance qualification","59.3","59.3","1233","59.3","59.3","59.2999992370605","59.2999992370605","59.2999992370605","59.2999992370605"
"1985","lower secondary degree","59.3","59.3","5491","59.3","59.3","59.2999992370605","59.2999992370605","59.2999992370605","59.2999992370605"
"1985","no degree/no degree yet","59.3","59.3","1102","59.3","59.3","59.2999992370605","59.2999992370605","59.2999992370605","59.2999992370605"
"1985","Other degree","59.3","59.3","1229","59.3","59.3","59.2999992370605","59.2999992370605","59.2999992370605","59.2999992370605"
"1985","secondary school degree","59.3","59.3","1883","59.3","59.3","59.2999992370605","59.2999992370605","59.2999992370605","59.2999992370605"
"1986","college entrance qualification","60.6","60.6","1258","60.6","60.6","60.5999984741211","60.5999984741211","60.5999984741211","60.5999984741211"
"1986","lower secondary degree","60.6","60.6","5188","60.6","60.6","60.5999984741211","60.5999984741211","60.5999984741211","60.5999984741211"
"1986","no degree/no degree yet","60.6","60.6","1037","60.6","60.6","60.5999984741211","60.5999984741211","60.5999984741211","60.5999984741211"
"1986","Other degree","60.6","60.6","1171","60.6","60.6","60.5999984741211","60.5999984741211","60.5999984741211","60.5999984741211"
"1986","secondary school degree","60.6","60.6","1842","60.6","60.6","60.5999984741211","60.5999984741211","60.5999984741211","60.5999984741211"
"1987","college entrance qualification","60.5","60.5","1232","60.5","60.5","60.5","60.5","60.5","60.5"
"1987","lower secondary degree","60.5","60.5","5122","60.5","60.5","60.5","60.5","60.5","60.5"
"1987","no degree/no degree yet","60.5","60.5","1008","60.5","60.5","60.5","60.5","60.5","60.5"
"1987","Other degree","60.5","60.5","1154","60.5","60.5","60.5","60.5","60.5","60.5"
"1987","secondary school degree","60.5","60.5","1832","60.5","60.5","60.5","60.5","60.5","60.5"
"1988","college entrance qualification","60.6","60.6","1181","60.6","60.6","60.5999984741211","60.5999984741211","60.5999984741211","60.5999984741211"
"1988","lower secondary degree","60.6","60.6","4895","60.6","60.6","60.5999984741211","60.5999984741211","60.5999984741211","60.5999984741211"
"1988","no degree/no degree yet","60.6","60.6","912","60.6","60.6","60.5999984741211","60.5999984741211","60.5999984741211","60.5999984741211"
"1988","Other degree","60.6","60.6","1076","60.6","60.6","60.5999984741211","60.5999984741211","60.5999984741211","60.5999984741211"
"1988","secondary school degree","60.6","60.6","1767","60.6","60.6","60.5999984741211","60.5999984741211","60.5999984741211","60.5999984741211"
"1989","college entrance qualification","61.4","61.4","1204","61.4","61.4","61.4000015258789","61.4000015258789","61.4000015258789","61.4000015258789"
"1989","lower secondary degree","61.4","61.4","4677","61.4","61.4","61.4000015258789","61.4000015258789","61.4000015258789","61.4000015258789"
"1989","no degree/no degree yet","61.4","61.4","889","61.4","61.4","61.4000015258789","61.4000015258789","61.4000015258789","61.4000015258789"
"1989","Other degree","61.4","61.4","1034","61.4","61.4","61.4000015258789","61.4000015258789","61.4000015258789","61.4000015258789"
"1989","secondary school degree","61.4","61.4","1713","61.4","61.4","61.4000015258789","61.4000015258789","61.4000015258789","61.4000015258789"
"1990","college entrance qualification","63.1","63.1","1208","63.1","63.1","63.0999984741211","63.0999984741211","63.0999984741211","63.0999984741211"
"1990","lower secondary degree","63.1","63.1","4553","63.1","63.1","63.0999984741211","63.0999984741211","63.0999984741211","63.0999984741211"
"1990","no degree/no degree yet","63.1","63.1","845","63.1","63.1","63.0999984741211","63.0999984741211","63.0999984741211","63.0999984741211"
"1990","Other degree","63.1","63.1","1014","63.1","63.1","63.0999984741211","63.0999984741211","63.0999984741211","63.0999984741211"
"1990","secondary school degree","63.1","63.1","1687","63.1","63.1","63.0999984741211","63.0999984741211","63.0999984741211","63.0999984741211"
"1991","college entrance qualification","64.8","64.8","1253","64.8","64.8","64.8000030517578","64.8000030517578","64.8000030517578","64.8000030517578"
"1991","lower secondary degree","64.8","64.8","4480","64.8","64.8","64.8000030517578","64.8000030517578","64.8000030517578","64.8000030517578"
"1991","no degree/no degree yet","64.8","64.8","826","64.8","64.8","64.8000030517578","64.8000030517578","64.8000030517578","64.8000030517578"
