"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","East Germany","","","","","","","","","","","","","",""
"1984","direct migration background","West Germany","57.9","57.9","3417","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1984","indirect migration background","West Germany","57.9","57.9","128","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9000015258789","57.9000015258789"
"1984","no migration background","East Germany","","","","","","","","","","","","","",""
"1984","no migration background","West Germany","57.9","57.9","8686","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9000015258789","57.9000015258789"
"1985","direct migration background","East Germany","","","","","","","","","","","","","",""
"1985","direct migration background","West Germany","59.3","59.3","2945","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.2999992370605","59.2999992370605"
"1985","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1985","indirect migration background","West Germany","59.3","59.3","144","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.2999992370605","59.2999992370605"
"1985","no migration background","East Germany","","","","","","","","","","","","","",""
"1985","no migration background","West Germany","59.3","59.3","7998","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.2999992370605","59.2999992370605"
"1986","direct migration background","East Germany","","","","","","","","","","","","","",""
"1986","direct migration background","West Germany","60.6","60.6","2856","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.5999984741211","60.5999984741211"
"1986","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1986","indirect migration background","West Germany","60.6","60.6","156","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.5999984741211","60.5999984741211"
"1986","no migration background","East Germany","","","","","","","","","","","","","",""
"1986","no migration background","West Germany","60.6","60.6","7631","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.5999984741211","60.5999984741211"
"1987","direct migration background","East Germany","","","","","","","","","","","","","",""
"1987","direct migration background","West Germany","60.5","60.5","2843","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5"
