"plh0109","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Quite unimportant","1994","Berlin","(3a) lower tertiary education","","","",""
"Quite unimportant","1994","Berlin","(3b) higher tertiary education","","","",""
"Quite unimportant","1994","Brandenburg","(0) in school","","","",""
"Quite unimportant","1994","Brandenburg","(1a) inadequately completed","","","",""
"Quite unimportant","1994","Brandenburg","(1b) general elementary school","","","",""
"Quite unimportant","1994","Brandenburg","(1c) basic vocational qualification","","","",""
"Quite unimportant","1994","Brandenburg","(2b) intermediate general qualification","","","",""
"Quite unimportant","1994","Brandenburg","(2a) intermediate vocational","","","",""
"Quite unimportant","1994","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1994","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1994","Brandenburg","(3a) lower tertiary education","","","",""
"Quite unimportant","1994","Brandenburg","(3b) higher tertiary education","","","",""
"Quite unimportant","1994","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Quite unimportant","1994","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Quite unimportant","1994","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Quite unimportant","1994","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Quite unimportant","1994","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Quite unimportant","1994","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Quite unimportant","1994","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1994","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1994","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Quite unimportant","1994","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Quite unimportant","1994","Saxony","(0) in school","","","",""
"Quite unimportant","1994","Saxony","(1a) inadequately completed","","","",""
"Quite unimportant","1994","Saxony","(1b) general elementary school","","","",""
"Quite unimportant","1994","Saxony","(1c) basic vocational qualification","","","",""
"Quite unimportant","1994","Saxony","(2b) intermediate general qualification","","","",""
"Quite unimportant","1994","Saxony","(2a) intermediate vocational","","","",""
"Quite unimportant","1994","Saxony","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1994","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1994","Saxony","(3a) lower tertiary education","","","",""
"Quite unimportant","1994","Saxony","(3b) higher tertiary education","","","",""
"Quite unimportant","1994","Saxony-Anhalt","(0) in school","","","",""
"Quite unimportant","1994","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Quite unimportant","1994","Saxony-Anhalt","(1b) general elementary school","","","",""
"Quite unimportant","1994","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Quite unimportant","1994","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Quite unimportant","1994","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Quite unimportant","1994","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1994","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1994","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Quite unimportant","1994","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Quite unimportant","1994","Thuringia","(0) in school","","","",""
"Quite unimportant","1994","Thuringia","(1a) inadequately completed","","","",""
"Quite unimportant","1994","Thuringia","(1b) general elementary school","","","",""
"Quite unimportant","1994","Thuringia","(1c) basic vocational qualification","","","",""
"Quite unimportant","1994","Thuringia","(2b) intermediate general qualification","","","",""
"Quite unimportant","1994","Thuringia","(2a) intermediate vocational","","","",""
"Quite unimportant","1994","Thuringia","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1994","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1994","Thuringia","(3a) lower tertiary education","","","",""
"Quite unimportant","1994","Thuringia","(3b) higher tertiary education","","","",""
"Very important","1995","Schleswig-Holstein","(0) in school","3","","",""
"Very important","1995","Schleswig-Holstein","(1a) inadequately completed","2","","",""
"Very important","1995","Schleswig-Holstein","(1b) general elementary school","20","","",""
"Very important","1995","Schleswig-Holstein","(1c) basic vocational qualification","73","0.702198187452955","0.610722434081012","0.793673940824899"
"Very important","1995","Schleswig-Holstein","(2b) intermediate general qualification","6","","",""
"Very important","1995","Schleswig-Holstein","(2a) intermediate vocational","49","0.707540301425996","0.59521271652049","0.819867886331501"
"Very important","1995","Schleswig-Holstein","(2c_gen) general maturity certificate","9","","",""
"Very important","1995","Schleswig-Holstein","(2c_voc) vocational maturity certificate","13","","",""
"Very important","1995","Schleswig-Holstein","(3a) lower tertiary education","6","","",""
"Very important","1995","Schleswig-Holstein","(3b) higher tertiary education","9","","",""
"Very important","1995","Hamburg","(0) in school","1","","",""
"Very important","1995","Hamburg","(1a) inadequately completed","1","","",""
"Very important","1995","Hamburg","(1b) general elementary school","8","","",""
"Very important","1995","Hamburg","(1c) basic vocational qualification","25","","",""
"Very important","1995","Hamburg","(2b) intermediate general qualification","3","","",""
"Very important","1995","Hamburg","(2a) intermediate vocational","9","","",""
"Very important","1995","Hamburg","(2c_gen) general maturity certificate","2","","",""
"Very important","1995","Hamburg","(2c_voc) vocational maturity certificate","5","","",""
"Very important","1995","Hamburg","(3a) lower tertiary education","6","","",""
"Very important","1995","Hamburg","(3b) higher tertiary education","7","","",""
"Very important","1995","Lower Saxony","(0) in school","5","","",""
"Very important","1995","Lower Saxony","(1a) inadequately completed","9","","",""
"Very important","1995","Lower Saxony","(1b) general elementary school","91","0.481933501400177","0.405225511587897","0.558641491212458"
"Very important","1995","Lower Saxony","(1c) basic vocational qualification","216","0.678433387365813","0.625313279528064","0.731553495203561"
"Very important","1995","Lower Saxony","(2b) intermediate general qualification","20","","",""
"Very important","1995","Lower Saxony","(2a) intermediate vocational","158","0.789064899646605","0.730901741702523","0.847228057590688"
"Very important","1995","Lower Saxony","(2c_gen) general maturity certificate","18","","",""
"Very important","1995","Lower Saxony","(2c_voc) vocational maturity certificate","53","0.805603431316893","0.707883586774786","0.903323275859"
"Very important","1995","Lower Saxony","(3a) lower tertiary education","23","","",""
"Very important","1995","Lower Saxony","(3b) higher tertiary education","58","0.857739854137121","0.773465478644197","0.942014229630045"
"Very important","1995","Bremen","(0) in school","1","","",""
"Very important","1995","Bremen","(1a) inadequately completed","1","","",""
"Very important","1995","Bremen","(1b) general elementary school","11","","",""
"Very important","1995","Bremen","(1c) basic vocational qualification","23","","",""
"Very important","1995","Bremen","(2b) intermediate general qualification","3","","",""
"Very important","1995","Bremen","(2a) intermediate vocational","8","","",""
"Very important","1995","Bremen","(2c_gen) general maturity certificate","2","","",""
"Very important","1995","Bremen","(2c_voc) vocational maturity certificate","4","","",""
"Very important","1995","Bremen","(3a) lower tertiary education","1","","",""
"Very important","1995","Bremen","(3b) higher tertiary education","3","","",""
"Very important","1995","North Rhine-Westphalia","(0) in school","26","","",""
"Very important","1995","North Rhine-Westphalia","(1a) inadequately completed","21","","",""
"Very important","1995","North Rhine-Westphalia","(1b) general elementary school","184","0.645429029769137","0.587722898020442","0.703135161517832"
"Very important","1995","North Rhine-Westphalia","(1c) basic vocational qualification","526","0.694818162383306","0.661298934140018","0.728337390626594"
"Very important","1995","North Rhine-Westphalia","(2b) intermediate general qualification","53","0.708581130859572","0.603618316075446","0.813543945643699"
"Very important","1995","North Rhine-Westphalia","(2a) intermediate vocational","281","0.720395075064195","0.674225853260209","0.766564296868182"
"Very important","1995","North Rhine-Westphalia","(2c_gen) general maturity certificate","62","0.611937640864317","0.514457349587043","0.709417932141592"
"Very important","1995","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","108","0.779885243208445","0.710506290711245","0.849264195705645"
"Very important","1995","North Rhine-Westphalia","(3a) lower tertiary education","58","0.673974841778397","0.571255909267543","0.776693774289252"
"Very important","1995","North Rhine-Westphalia","(3b) higher tertiary education","125","0.654246876633156","0.584572119985293","0.723921633281018"
"Very important","1995","Hesse","(0) in school","9","","",""
"Very important","1995","Hesse","(1a) inadequately completed","5","","",""
"Very important","1995","Hesse","(1b) general elementary school","81","0.65736661862757","0.573495160243956","0.741238077011184"
"Very important","1995","Hesse","(1c) basic vocational qualification","154","0.700320516996383","0.639226575346266","0.761414458646499"
"Very important","1995","Hesse","(2b) intermediate general qualification","14","","",""
"Very important","1995","Hesse","(2a) intermediate vocational","93","0.737216241871601","0.6600566731474","0.814375810595802"
"Very important","1995","Hesse","(2c_gen) general maturity certificate","17","","",""
"Very important","1995","Hesse","(2c_voc) vocational maturity certificate","34","0.81744194529883","0.697727363026531","0.93715652757113"
"Very important","1995","Hesse","(3a) lower tertiary education","29","","",""
"Very important","1995","Hesse","(3b) higher tertiary education","45","0.665229298460067","0.552231470624031","0.778227126296103"
"Very important","1995","Rhineland-Palatinate,Saarland","(0) in school","3","","",""
"Very important","1995","Rhineland-Palatinate,Saarland","(1a) inadequately completed","3","","",""
"Very important","1995","Rhineland-Palatinate,Saarland","(1b) general elementary school","92","0.514011959583337","0.435073775140908","0.592950144025766"
"Very important","1995","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","167","0.660362233838638","0.600694504653696","0.720029963023581"
"Very important","1995","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","16","","",""
"Very important","1995","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","56","0.691459749722591","0.586925928714601","0.795993570730582"
"Very important","1995","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","17","","",""
"Very important","1995","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","14","","",""
"Very important","1995","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","13","","",""
"Very important","1995","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","26","","",""
"Very important","1995","Baden-Württemberg","(0) in school","8","","",""
"Very important","1995","Baden-Württemberg","(1a) inadequately completed","8","","",""
"Very important","1995","Baden-Württemberg","(1b) general elementary school","131","0.610362990328904","0.543112322234143","0.677613658423666"
"Very important","1995","Baden-Württemberg","(1c) basic vocational qualification","327","0.715741284477442","0.673926558194154","0.757556010760731"
"Very important","1995","Baden-Württemberg","(2b) intermediate general qualification","24","","",""
"Very important","1995","Baden-Württemberg","(2a) intermediate vocational","165","0.740178006473472","0.679999826221487","0.800356186725457"
"Very important","1995","Baden-Württemberg","(2c_gen) general maturity certificate","22","","",""
"Very important","1995","Baden-Württemberg","(2c_voc) vocational maturity certificate","54","0.652051063789691","0.544963298622136","0.759138828957246"
"Very important","1995","Baden-Württemberg","(3a) lower tertiary education","31","0.598982175520392","0.457351292472981","0.740613058567802"
"Very important","1995","Baden-Württemberg","(3b) higher tertiary education","51","0.630939801444282","0.520994974740393","0.74088462814817"
"Very important","1995","Bavaria","(0) in school","11","","",""
"Very important","1995","Bavaria","(1a) inadequately completed","10","","",""
"Very important","1995","Bavaria","(1b) general elementary school","113","0.476353881229112","0.407818188653621","0.544889573804603"
"Very important","1995","Bavaria","(1c) basic vocational qualification","362","0.667663500332285","0.626901334956206","0.708425665708364"
"Very important","1995","Bavaria","(2b) intermediate general qualification","31","0.50991993638528","0.369950064562325","0.649889808208235"
"Very important","1995","Bavaria","(2a) intermediate vocational","201","0.72897880057282","0.675663539374935","0.782294061770705"
"Very important","1995","Bavaria","(2c_gen) general maturity certificate","37","0.69395070892061","0.567470374920364","0.820431042920856"
"Very important","1995","Bavaria","(2c_voc) vocational maturity certificate","48","0.645163995319304","0.531442506611446","0.758885484027163"
"Very important","1995","Bavaria","(3a) lower tertiary education","47","0.642904765920872","0.529021743602702","0.756787788239042"
"Very important","1995","Bavaria","(3b) higher tertiary education","70","0.629094125041849","0.531959077005513","0.726229173078185"
"Very important","1995","Berlin","(0) in school","6","","",""
"Very important","1995","Berlin","(1a) inadequately completed","2","","",""
"Very important","1995","Berlin","(1b) general elementary school","17","","",""
"Very important","1995","Berlin","(1c) basic vocational qualification","73","0.703454382173461","0.614818059427853","0.792090704919069"
"Very important","1995","Berlin","(2b) intermediate general qualification","11","","",""
"Very important","1995","Berlin","(2a) intermediate vocational","110","0.70871779442824","0.633722816705817","0.783712772150662"
"Very important","1995","Berlin","(2c_gen) general maturity certificate","9","","",""
"Very important","1995","Berlin","(2c_voc) vocational maturity certificate","13","","",""
"Very important","1995","Berlin","(3a) lower tertiary education","46","0.657190061778639","0.542678768701597","0.771701354855681"
"Very important","1995","Berlin","(3b) higher tertiary education","55","0.706660797128981","0.602926400699525","0.810395193558438"
"Very important","1995","Brandenburg","(0) in school","6","","",""
"Very important","1995","Brandenburg","(1a) inadequately completed","1","","",""
"Very important","1995","Brandenburg","(1b) general elementary school","14","","",""
"Very important","1995","Brandenburg","(1c) basic vocational qualification","100","0.6429116788449","0.565456064236207","0.720367293453594"
"Very important","1995","Brandenburg","(2b) intermediate general qualification","15","","",""
"Very important","1995","Brandenburg","(2a) intermediate vocational","142","0.759604069397377","0.697691369477585","0.821516769317169"
"Very important","1995","Brandenburg","(2c_gen) general maturity certificate","7","","",""
"Very important","1995","Brandenburg","(2c_voc) vocational maturity certificate","8","","",""
"Very important","1995","Brandenburg","(3a) lower tertiary education","70","0.663472519519968","0.571772433748451","0.755172605291484"
"Very important","1995","Brandenburg","(3b) higher tertiary education","30","0.704126734475229","0.560876920377511","0.847376548572947"
"Very important","1995","Mecklenburg-Western Pomerania","(0) in school","5","","",""
"Very important","1995","Mecklenburg-Western Pomerania","(1a) inadequately completed","6","","",""
"Very important","1995","Mecklenburg-Western Pomerania","(1b) general elementary school","9","","",""
"Very important","1995","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","66","0.610117556594597","0.512554347873271","0.707680765315923"
"Very important","1995","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","5","","",""
"Very important","1995","Mecklenburg-Western Pomerania","(2a) intermediate vocational","122","0.803281867868877","0.740086903248471","0.866476832489282"
"Very important","1995","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","4","","",""
"Very important","1995","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","5","","",""
"Very important","1995","Mecklenburg-Western Pomerania","(3a) lower tertiary education","48","0.71573389963312","0.602540395887725","0.828927403378514"
"Very important","1995","Mecklenburg-Western Pomerania","(3b) higher tertiary education","23","","",""
"Very important","1995","Saxony","(0) in school","13","","",""
"Very important","1995","Saxony","(1a) inadequately completed","6","","",""
"Very important","1995","Saxony","(1b) general elementary school","38","0.411648208333647","0.301005461321017","0.522290955346276"
"Very important","1995","Saxony","(1c) basic vocational qualification","212","0.68214219274117","0.629450595729392","0.734833789752948"
"Very important","1995","Saxony","(2b) intermediate general qualification","28","","",""
"Very important","1995","Saxony","(2a) intermediate vocational","283","0.800093975610476","0.758135585274933","0.842052365946018"
"Very important","1995","Saxony","(2c_gen) general maturity certificate","20","","",""
"Very important","1995","Saxony","(2c_voc) vocational maturity certificate","19","","",""
"Very important","1995","Saxony","(3a) lower tertiary education","104","0.750324951994829","0.677041155940564","0.823608748049094"
"Very important","1995","Saxony","(3b) higher tertiary education","73","0.728222861569941","0.640143599302885","0.816302123836996"
"Very important","1995","Saxony-Anhalt","(0) in school","7","","",""
"Very important","1995","Saxony-Anhalt","(1a) inadequately completed","2","","",""
"Very important","1995","Saxony-Anhalt","(1b) general elementary school","29","","",""
"Very important","1995","Saxony-Anhalt","(1c) basic vocational qualification","134","0.661712667861335","0.594081520022772","0.729343815699898"
"Very important","1995","Saxony-Anhalt","(2b) intermediate general qualification","13","","",""
"Very important","1995","Saxony-Anhalt","(2a) intermediate vocational","173","0.815126006036968","0.762747012423389","0.867504999650546"
"Very important","1995","Saxony-Anhalt","(2c_gen) general maturity certificate","10","","",""
"Very important","1995","Saxony-Anhalt","(2c_voc) vocational maturity certificate","12","","",""
"Very important","1995","Saxony-Anhalt","(3a) lower tertiary education","79","0.694073912690874","0.607962073457392","0.780185751924356"
"Very important","1995","Saxony-Anhalt","(3b) higher tertiary education","39","0.925846633285206","0.845643538747829","1.00604972782258"
"Very important","1995","Thuringia","(0) in school","2","","",""
"Very important","1995","Thuringia","(1a) inadequately completed","1","","",""
"Very important","1995","Thuringia","(1b) general elementary school","19","","",""
"Very important","1995","Thuringia","(1c) basic vocational qualification","136","0.577119498691393","0.509821116767663","0.644417880615123"
"Very important","1995","Thuringia","(2b) intermediate general qualification","24","","",""
"Very important","1995","Thuringia","(2a) intermediate vocational","170","0.767341748119856","0.710598795158114","0.824084701081597"
"Very important","1995","Thuringia","(2c_gen) general maturity certificate","5","","",""
"Very important","1995","Thuringia","(2c_voc) vocational maturity certificate","9","","",""
"Very important","1995","Thuringia","(3a) lower tertiary education","54","0.603886932483522","0.494644810056363","0.71312905491068"
"Very important","1995","Thuringia","(3b) higher tertiary education","26","","",""
"Important","1995","Schleswig-Holstein","(0) in school","3","","",""
"Important","1995","Schleswig-Holstein","(1a) inadequately completed","1","","",""
"Important","1995","Schleswig-Holstein","(1b) general elementary school","6","","",""
"Important","1995","Schleswig-Holstein","(1c) basic vocational qualification","19","","",""
"Important","1995","Schleswig-Holstein","(2b) intermediate general qualification","3","","",""
"Important","1995","Schleswig-Holstein","(2a) intermediate vocational","13","","",""
"Important","1995","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Important","1995","Schleswig-Holstein","(2c_voc) vocational maturity certificate","1","","",""
"Important","1995","Schleswig-Holstein","(3a) lower tertiary education","1","","",""
"Important","1995","Schleswig-Holstein","(3b) higher tertiary education","5","","",""
"Important","1995","Hamburg","(0) in school","","","",""
"Important","1995","Hamburg","(1a) inadequately completed","","","",""
"Important","1995","Hamburg","(1b) general elementary school","3","","",""
"Important","1995","Hamburg","(1c) basic vocational qualification","9","","",""
"Important","1995","Hamburg","(2b) intermediate general qualification","","","",""
"Important","1995","Hamburg","(2a) intermediate vocational","10","","",""
"Important","1995","Hamburg","(2c_gen) general maturity certificate","3","","",""
"Important","1995","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Important","1995","Hamburg","(3a) lower tertiary education","1","","",""
"Important","1995","Hamburg","(3b) higher tertiary education","2","","",""
"Important","1995","Lower Saxony","(0) in school","4","","",""
"Important","1995","Lower Saxony","(1a) inadequately completed","1","","",""
"Important","1995","Lower Saxony","(1b) general elementary school","52","0.34284292048024","0.269974982966098","0.415710857994381"
"Important","1995","Lower Saxony","(1c) basic vocational qualification","64","0.256935930969902","0.207242907867183","0.306628954072622"
"Important","1995","Lower Saxony","(2b) intermediate general qualification","9","","",""
"Important","1995","Lower Saxony","(2a) intermediate vocational","25","","",""
"Important","1995","Lower Saxony","(2c_gen) general maturity certificate","13","","",""
"Important","1995","Lower Saxony","(2c_voc) vocational maturity certificate","6","","",""
"Important","1995","Lower Saxony","(3a) lower tertiary education","2","","",""
"Important","1995","Lower Saxony","(3b) higher tertiary education","7","","",""
"Important","1995","Bremen","(0) in school","","","",""
"Important","1995","Bremen","(1a) inadequately completed","","","",""
"Important","1995","Bremen","(1b) general elementary school","5","","",""
"Important","1995","Bremen","(1c) basic vocational qualification","4","","",""
"Important","1995","Bremen","(2b) intermediate general qualification","","","",""
"Important","1995","Bremen","(2a) intermediate vocational","2","","",""
"Important","1995","Bremen","(2c_gen) general maturity certificate","1","","",""
"Important","1995","Bremen","(2c_voc) vocational maturity certificate","2","","",""
"Important","1995","Bremen","(3a) lower tertiary education","","","",""
"Important","1995","Bremen","(3b) higher tertiary education","1","","",""
"Important","1995","North Rhine-Westphalia","(0) in school","18","","",""
"Important","1995","North Rhine-Westphalia","(1a) inadequately completed","7","","",""
"Important","1995","North Rhine-Westphalia","(1b) general elementary school","59","0.223382656130566","0.173139791212898","0.273625521048233"
"Important","1995","North Rhine-Westphalia","(1c) basic vocational qualification","166","0.2370335217116","0.206078101710333","0.267988941712867"
"Important","1995","North Rhine-Westphalia","(2b) intermediate general qualification","12","","",""
"Important","1995","North Rhine-Westphalia","(2a) intermediate vocational","66","0.205481011444035","0.163915534668298","0.247046488219773"
"Important","1995","North Rhine-Westphalia","(2c_gen) general maturity certificate","29","","",""
"Important","1995","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","23","","",""
"Important","1995","North Rhine-Westphalia","(3a) lower tertiary education","19","","",""
"Important","1995","North Rhine-Westphalia","(3b) higher tertiary education","41","0.232122145060887","0.170274105982104","0.29397018413967"
"Important","1995","Hesse","(0) in school","3","","",""
"Important","1995","Hesse","(1a) inadequately completed","","","",""
"Important","1995","Hesse","(1b) general elementary school","28","","",""
"Important","1995","Hesse","(1c) basic vocational qualification","50","0.249875429542072","0.192139031307134","0.307611827777009"
"Important","1995","Hesse","(2b) intermediate general qualification","3","","",""
"Important","1995","Hesse","(2a) intermediate vocational","27","","",""
"Important","1995","Hesse","(2c_gen) general maturity certificate","5","","",""
"Important","1995","Hesse","(2c_voc) vocational maturity certificate","6","","",""
"Important","1995","Hesse","(3a) lower tertiary education","11","","",""
"Important","1995","Hesse","(3b) higher tertiary education","19","","",""
"Important","1995","Rhineland-Palatinate,Saarland","(0) in school","4","","",""
"Important","1995","Rhineland-Palatinate,Saarland","(1a) inadequately completed","9","","",""
"Important","1995","Rhineland-Palatinate,Saarland","(1b) general elementary school","41","0.296712315975722","0.224564693618677","0.368859938332766"
"Important","1995","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","67","0.303922484383671","0.24597285988668","0.361872108880663"
"Important","1995","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","6","","",""
"Important","1995","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","16","","",""
"Important","1995","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","3","","",""
"Important","1995","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","6","","",""
"Important","1995","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","6","","",""
"Important","1995","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","1","","",""
"Important","1995","Baden-Württemberg","(0) in school","7","","",""
"Important","1995","Baden-Württemberg","(1a) inadequately completed","1","","",""
"Important","1995","Baden-Württemberg","(1b) general elementary school","44","0.206230653083399","0.150435538129893","0.262025768036905"
"Important","1995","Baden-Württemberg","(1c) basic vocational qualification","101","0.220470394571328","0.18203903257644","0.258901756566216"
"Important","1995","Baden-Württemberg","(2b) intermediate general qualification","13","","",""
"Important","1995","Baden-Württemberg","(2a) intermediate vocational","29","","",""
"Important","1995","Baden-Württemberg","(2c_gen) general maturity certificate","14","","",""
"Important","1995","Baden-Württemberg","(2c_voc) vocational maturity certificate","15","","",""
"Important","1995","Baden-Württemberg","(3a) lower tertiary education","13","","",""
"Important","1995","Baden-Württemberg","(3b) higher tertiary education","18","","",""
"Important","1995","Bavaria","(0) in school","13","","",""
"Important","1995","Bavaria","(1a) inadequately completed","3","","",""
"Important","1995","Bavaria","(1b) general elementary school","58","0.318333432705973","0.254409993815734","0.382256871596211"
"Important","1995","Bavaria","(1c) basic vocational qualification","120","0.251248208954091","0.213715506762588","0.288780911145594"
"Important","1995","Bavaria","(2b) intermediate general qualification","13","","",""
"Important","1995","Bavaria","(2a) intermediate vocational","53","0.211863919167569","0.162849758932818","0.26087807940232"
"Important","1995","Bavaria","(2c_gen) general maturity certificate","8","","",""
"Important","1995","Bavaria","(2c_voc) vocational maturity certificate","18","","",""
"Important","1995","Bavaria","(3a) lower tertiary education","14","","",""
"Important","1995","Bavaria","(3b) higher tertiary education","19","","",""
"Important","1995","Berlin","(0) in school","5","","",""
"Important","1995","Berlin","(1a) inadequately completed","","","",""
"Important","1995","Berlin","(1b) general elementary school","10","","",""
"Important","1995","Berlin","(1c) basic vocational qualification","20","","",""
"Important","1995","Berlin","(2b) intermediate general qualification","3","","",""
"Important","1995","Berlin","(2a) intermediate vocational","20","","",""
"Important","1995","Berlin","(2c_gen) general maturity certificate","5","","",""
"Important","1995","Berlin","(2c_voc) vocational maturity certificate","3","","",""
"Important","1995","Berlin","(3a) lower tertiary education","18","","",""
"Important","1995","Berlin","(3b) higher tertiary education","18","","",""
"Important","1995","Brandenburg","(0) in school","10","","",""
"Important","1995","Brandenburg","(1a) inadequately completed","2","","",""
"Important","1995","Brandenburg","(1b) general elementary school","11","","",""
"Important","1995","Brandenburg","(1c) basic vocational qualification","30","0.212593584981847","0.14645361769835","0.278733552265343"
"Important","1995","Brandenburg","(2b) intermediate general qualification","9","","",""
"Important","1995","Brandenburg","(2a) intermediate vocational","33","0.196043615419739","0.138524110152582","0.253563120686896"
"Important","1995","Brandenburg","(2c_gen) general maturity certificate","1","","",""
"Important","1995","Brandenburg","(2c_voc) vocational maturity certificate","5","","",""
"Important","1995","Brandenburg","(3a) lower tertiary education","28","","",""
"Important","1995","Brandenburg","(3b) higher tertiary education","8","","",""
"Important","1995","Mecklenburg-Western Pomerania","(0) in school","5","","",""
"Important","1995","Mecklenburg-Western Pomerania","(1a) inadequately completed","2","","",""
"Important","1995","Mecklenburg-Western Pomerania","(1b) general elementary school","7","","",""
"Important","1995","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","25","","",""
"Important","1995","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","5","","",""
"Important","1995","Mecklenburg-Western Pomerania","(2a) intermediate vocational","21","","",""
"Important","1995","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","3","","",""
"Important","1995","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","2","","",""
"Important","1995","Mecklenburg-Western Pomerania","(3a) lower tertiary education","10","","",""
"Important","1995","Mecklenburg-Western Pomerania","(3b) higher tertiary education","4","","",""
"Important","1995","Saxony","(0) in school","6","","",""
"Important","1995","Saxony","(1a) inadequately completed","3","","",""
"Important","1995","Saxony","(1b) general elementary school","19","","",""
"Important","1995","Saxony","(1c) basic vocational qualification","66","0.22049315172748","0.173579959704214","0.267406343750746"
"Important","1995","Saxony","(2b) intermediate general qualification","15","","",""
"Important","1995","Saxony","(2a) intermediate vocational","54","0.162984514400167","0.124234194205216","0.201734834595118"
"Important","1995","Saxony","(2c_gen) general maturity certificate","2","","",""
"Important","1995","Saxony","(2c_voc) vocational maturity certificate","6","","",""
"Important","1995","Saxony","(3a) lower tertiary education","22","","",""
"Important","1995","Saxony","(3b) higher tertiary education","21","","",""
"Important","1995","Saxony-Anhalt","(0) in school","2","","",""
"Important","1995","Saxony-Anhalt","(1a) inadequately completed","4","","",""
"Important","1995","Saxony-Anhalt","(1b) general elementary school","13","","",""
"Important","1995","Saxony-Anhalt","(1c) basic vocational qualification","40","0.231514853703058","0.171220542910611","0.291809164495504"
"Important","1995","Saxony-Anhalt","(2b) intermediate general qualification","8","","",""
"Important","1995","Saxony-Anhalt","(2a) intermediate vocational","31","0.135225332083507","0.0890842929130137","0.181366371254"
"Important","1995","Saxony-Anhalt","(2c_gen) general maturity certificate","5","","",""
"Important","1995","Saxony-Anhalt","(2c_voc) vocational maturity certificate","2","","",""
"Important","1995","Saxony-Anhalt","(3a) lower tertiary education","21","","",""
"Important","1995","Saxony-Anhalt","(3b) higher tertiary education","2","","",""
"Important","1995","Thuringia","(0) in school","4","","",""
"Important","1995","Thuringia","(1a) inadequately completed","3","","",""
"Important","1995","Thuringia","(1b) general elementary school","9","","",""
"Important","1995","Thuringia","(1c) basic vocational qualification","48","0.241670133576115","0.183352016993446","0.299988250158784"
"Important","1995","Thuringia","(2b) intermediate general qualification","7","","",""
"Important","1995","Thuringia","(2a) intermediate vocational","35","0.166807461686441","0.11674194389165","0.216872979481231"
"Important","1995","Thuringia","(2c_gen) general maturity certificate","2","","",""
"Important","1995","Thuringia","(2c_voc) vocational maturity certificate","1","","",""
"Important","1995","Thuringia","(3a) lower tertiary education","22","","",""
