"plh0109","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Schleswig-Holstein","Full Time","20","","","","2"
"Important","1990","Hamburg","Full Time","11","","","","2"
"Important","1990","Hamburg","Part Time","8","","","","2"
"Important","1990","Lower Saxony","Part Time","38","0.256767713231632","0.18843467115238","0.325100755310884","2"
"Important","1990","Schleswig-Holstein","Part Time","14","","","","2"
"Important","1990","Hamburg","Not Working","10","","","","2"
"Important","1990","Schleswig-Holstein","Not Working","22","","","","2"
"Important","1990","Bremen","Part Time","3","","","","2"
"Important","1990","Lower Saxony","Full Time","85","0.25549160917149","0.210870724339537","0.300112494003443","2"
"Important","1990","Lower Saxony","Not Working","81","0.277070449508029","0.227329852927186","0.326811046088871","2"
"Important","1990","Bremen","Not Working","6","","","","2"
"Important","1990","North Rhine-Westphalia","Full Time","194","0.244440032218892","0.215429550550777","0.273450513887006","2"
"Important","1990","Hesse","Not Working","56","0.238802619660283","0.18486265519591","0.292742584124657","2"
"Important","1990","Rhineland-Palatinate,Saarland","Full Time","57","0.277505838296986","0.220378324645634","0.334633351948339","2"
"Important","1990","Rhineland-Palatinate,Saarland","Not Working","72","0.343114246371991","0.281625640454749","0.404602852289233","2"
"Important","1990","Saxony-Anhalt","Not Working","","","","","2"
"Important","1990","Bremen","Full Time","3","","","","2"
"Important","1990","North Rhine-Westphalia","Part Time","70","0.237303386461131","0.19181439278532","0.282792380136941","2"
"Important","1990","North Rhine-Westphalia","Not Working","185","0.244499622577574","0.213616723472265","0.275382521682883","2"
"Important","1990","Hesse","Full Time","68","0.261563418214925","0.210177983514209","0.312948852915641","2"
"Important","1990","Hesse","Part Time","46","0.350486986242995","0.270592338826106","0.430381633659884","2"
"Important","1990","Thuringia","Full Time","","","","","2"
"Important","1990","Thuringia","Part Time","","","","","2"
"Important","1990","Thuringia","Not Working","","","","","2"
"Important","1990","Rhineland-Palatinate,Saarland","Part Time","19","","","","2"
"Important","1990","Baden-Württemberg","Full Time","135","0.261255647929823","0.224473444452507","0.29803785140714","2"
"Important","1990","Baden-Württemberg","Part Time","48","0.237602172647037","0.182835024430441","0.292369320863633","2"
"Important","1990","Bavaria","Part Time","58","0.243028059826574","0.189860566265022","0.296195553388126","2"
"Important","1990","Bavaria","Not Working","137","0.353486679029184","0.307437362849561","0.399535995208807","2"
"Important","1990","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"Important","1990","Saxony","Full Time","","","","","2"
"Important","1990","Saxony","Part Time","","","","","2"
"Important","1990","Saxony","Not Working","","","","","2"
"Important","1990","Saxony-Anhalt","Full Time","","","","","2"
"Important","1990","Saxony-Anhalt","Part Time","","","","","2"
"Important","1990","Baden-Württemberg","Not Working","89","0.263913966694922","0.218510472008114","0.309317461381729","2"
"Important","1990","Bavaria","Full Time","159","0.271582667279406","0.235964149724828","0.307201184833984","2"
"Important","1990","Berlin","Not Working","24","","","","2"
"Important","1990","Brandenburg","Full Time","","","","","2"
"Important","1990","Brandenburg","Part Time","","","","","2"
"Important","1990","Brandenburg","Not Working","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"Important","1990","Berlin","Full Time","36","0.349454274585252","0.262687552896324","0.43622099627418","2"
"Important","1990","Berlin","Part Time","14","","","","2"
"Less important","1990","Schleswig-Holstein","Not Working","3","","","","3"
"Less important","1990","Lower Saxony","Not Working","9","","","","3"
"Less important","1990","Hamburg","Full Time","5","","","","3"
"Less important","1990","Lower Saxony","Part Time","3","","","","3"
"Less important","1990","Mecklenburg-Western Pomerania","Not Working","","","","","3"
"Less important","1990","Saxony","Full Time","","","","","3"
"Less important","1990","Saxony","Part Time","","","","","3"
"Less important","1990","Schleswig-Holstein","Full Time","6","","","","3"
"Less important","1990","Schleswig-Holstein","Part Time","2","","","","3"
"Less important","1990","Saxony-Anhalt","Not Working","","","","","3"
"Less important","1990","Brandenburg","Not Working","","","","","3"
"Less important","1990","Lower Saxony","Full Time","10","","","","3"
"Less important","1990","Thuringia","Not Working","","","","","3"
"Less important","1990","Bremen","Full Time","","","","","3"
"Less important","1990","Saxony-Anhalt","Part Time","","","","","3"
"Less important","1990","Hamburg","Part Time","1","","","","3"
"Less important","1990","Hamburg","Not Working","5","","","","3"
"Less important","1990","Bremen","Part Time","","","","","3"
"Less important","1990","Bremen","Not Working","3","","","","3"
"Less important","1990","North Rhine-Westphalia","Full Time","25","","","","3"
"Less important","1990","North Rhine-Westphalia","Part Time","11","","","","3"
"Less important","1990","North Rhine-Westphalia","Not Working","32","0.052891645743823","0.0368090925246695","0.0689741989629766","3"
"Less important","1990","Hesse","Full Time","16","","","","3"
"Less important","1990","Bavaria","Not Working","23","","","","3"
"Less important","1990","Berlin","Not Working","5","","","","3"
"Less important","1990","Brandenburg","Full Time","","","","","3"
"Less important","1990","Brandenburg","Part Time","","","","","3"
"Less important","1990","Mecklenburg-Western Pomerania","Full Time","","","","","3"
"Less important","1990","Mecklenburg-Western Pomerania","Part Time","","","","","3"
"Less important","1990","Saxony-Anhalt","Full Time","","","","","3"
"Less important","1990","Thuringia","Full Time","","","","","3"
"Less important","1990","Thuringia","Part Time","","","","","3"
"Less important","1990","Saxony","Not Working","","","","","3"
"Less important","1990","Hesse","Part Time","3","","","","3"
"Less important","1990","Hesse","Not Working","17","","","","3"
"Less important","1990","Rhineland-Palatinate,Saarland","Full Time","6","","","","3"
"Less important","1990","Rhineland-Palatinate,Saarland","Part Time","2","","","","3"
"Less important","1990","Rhineland-Palatinate,Saarland","Not Working","12","","","","3"
"Less important","1990","Baden-Württemberg","Not Working","20","","","","3"
"Less important","1990","Bavaria","Full Time","28","","","","3"
"Less important","1990","Bavaria","Part Time","16","","","","3"
"Less important","1990","Berlin","Full Time","4","","","","3"
"Less important","1990","Berlin","Part Time","2","","","","3"
"Less important","1990","Baden-Württemberg","Full Time","19","","","","3"
"Less important","1990","Baden-Württemberg","Part Time","6","","","","3"
"Quite unimportant","1990","Schleswig-Holstein","Not Working","7","","","","4"
"Quite unimportant","1990","Hamburg","Not Working","4","","","","4"
"Quite unimportant","1990","Schleswig-Holstein","Full Time","","","","","4"
"Quite unimportant","1990","Schleswig-Holstein","Part Time","","","","","4"
"Quite unimportant","1990","Hamburg","Full Time","","","","","4"
"Quite unimportant","1990","Hamburg","Part Time","1","","","","4"
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","Full Time","3","","","","4"
"Quite unimportant","1990","Hesse","Full Time","3","","","","4"
"Quite unimportant","1990","Hesse","Part Time","1","","","","4"
"Quite unimportant","1990","Hesse","Not Working","21","","","","4"
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","Not Working","15","","","","4"
"Quite unimportant","1990","Baden-Württemberg","Full Time","9","","","","4"
"Quite unimportant","1990","Baden-Württemberg","Part Time","3","","","","4"
"Quite unimportant","1990","Baden-Württemberg","Not Working","28","","","","4"
"Quite unimportant","1990","Bavaria","Full Time","10","","","","4"
"Quite unimportant","1990","Bavaria","Part Time","2","","","","4"
"Quite unimportant","1990","Bavaria","Not Working","30","0.100850767718637","0.071843727730302","0.129857807706972","4"
"Quite unimportant","1990","Berlin","Full Time","3","","","","4"
"Quite unimportant","1990","Brandenburg","Full Time","","","","","4"
"Quite unimportant","1990","Brandenburg","Part Time","","","","","4"
"Quite unimportant","1990","Berlin","Part Time","","","","","4"
"Quite unimportant","1990","Berlin","Not Working","7","","","","4"
"Quite unimportant","1990","Lower Saxony","Full Time","6","","","","4"
"Quite unimportant","1990","Lower Saxony","Part Time","5","","","","4"
"Quite unimportant","1990","Lower Saxony","Not Working","31","0.132635945582729","0.0949396021476628","0.170332289017794","4"
"Quite unimportant","1990","Bremen","Full Time","1","","","","4"
