"plh0109","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","16-34 y.","(Married) couple without C. ","61","0.120126625981425","0.0930788645704764","0.147174387392374","2"
"Important","1990","16-34 y.","Couple + C. LE 16 ","76","0.108033699274174","0.0854687307211116","0.130598667827237","2"
"Important","1990","16-34 y.","1-pers.-HH","81","0.360931467989507","0.299526960768016","0.422335975210997","2"
"Important","1990","16-34 y.","Single parent ","63","0.334108441016268","0.265393008821069","0.402823873211467","2"
"Important","1990","35-65 y.","1-pers.-HH","124","0.38459615092478","0.329727132575164","0.439465169274396","2"
"Important","1990","35-65 y.","(Married) couple without C. ","218","0.227114133835492","0.200802466090809","0.253425801580175","2"
"Important","1990","35-65 y.","Couple + C. LE and GT 16","67","0.263152402432667","0.210530753049429","0.315774051815905","2"
"Important","1990","66 and older","Couple + C. GT 16 ","13","","","","2"
"Important","1990","66 and older","Couple + C. LE and GT 16","","","","","2"
"Important","1990","35-65 y.","Single parent ","60","0.353884416710786","0.281577594140087","0.426191239281486","2"
"Important","1990","16-34 y.","Couple + C. GT 16 ","211","0.363322738857675","0.325155641484375","0.401489836230975","2"
"Important","1990","16-34 y.","Couple + C. LE and GT 16","51","0.305410637864276","0.235133791784993","0.375687483943558","2"
"Important","1990","66 and older","Single parent ","8","","","","2"
"Important","1990","66 and older","Couple + C. LE 16 ","","","","","2"
"Important","1990","35-65 y.","Couple + C. LE 16 ","178","0.253840924552862","0.222463130724796","0.285218718380927","2"
"Important","1990","35-65 y.","Couple + C. GT 16 ","233","0.282818740328352","0.252524309035712","0.313113171620993","2"
"Important","1990","66 and older","1-pers.-HH","100","0.280477405062233","0.233812084807492","0.327142725316974","2"
"Important","1990","66 and older","(Married) couple without C. ","131","0.268998308410174","0.229934061435887","0.308062555384461","2"
"Less important","1990","16-34 y.","1-pers.-HH","26","","","","3"
"Less important","1990","16-34 y.","(Married) couple without C. ","1","","","","3"
"Less important","1990","16-34 y.","Single parent ","18","","","","3"
"Less important","1990","16-34 y.","Couple + C. LE 16 ","2","","","","3"
"Less important","1990","16-34 y.","Couple + C. GT 16 ","60","0.0985944783419598","0.0749369386559207","0.122252018027999","3"
"Less important","1990","16-34 y.","Couple + C. LE and GT 16","14","","","","3"
"Less important","1990","35-65 y.","1-pers.-HH","48","0.159222314857809","0.117956808869757","0.200487820845862","3"
"Less important","1990","35-65 y.","(Married) couple without C. ","1","","","","3"
"Less important","1990","35-65 y.","Single parent ","21","","","","3"
"Less important","1990","35-65 y.","Couple + C. LE and GT 16","1","","","","3"
"Less important","1990","66 and older","1-pers.-HH","56","0.159837995118812","0.121771348328939","0.197904641908685","3"
"Less important","1990","66 and older","Couple + C. GT 16 ","2","","","","3"
"Less important","1990","66 and older","(Married) couple without C. ","4","","","","3"
"Less important","1990","66 and older","Single parent ","2","","","","3"
"Less important","1990","66 and older","Couple + C. LE 16 ","","","","","3"
"Less important","1990","66 and older","Couple + C. LE and GT 16","","","","","3"
"Less important","1990","35-65 y.","Couple + C. LE 16 ","6","","","","3"
"Less important","1990","35-65 y.","Couple + C. GT 16 ","9","","","","3"
"Quite unimportant","1990","16-34 y.","1-pers.-HH","7","","","","4"
"Quite unimportant","1990","16-34 y.","(Married) couple without C. ","2","","","","4"
"Quite unimportant","1990","16-34 y.","Single parent ","5","","","","4"
"Quite unimportant","1990","16-34 y.","Couple + C. LE 16 ","2","","","","4"
"Quite unimportant","1990","16-34 y.","Couple + C. GT 16 ","16","","","","4"
"Quite unimportant","1990","16-34 y.","Couple + C. LE and GT 16","6","","","","4"
"Quite unimportant","1990","35-65 y.","Single parent ","17","","","","4"
"Quite unimportant","1990","35-65 y.","Couple + C. LE 16 ","2","","","","4"
"Quite unimportant","1990","35-65 y.","1-pers.-HH","36","0.12905837150838","0.091246146423135","0.166870596593625","4"
"Quite unimportant","1990","35-65 y.","(Married) couple without C. ","4","","","","4"
"Quite unimportant","1990","35-65 y.","Couple + C. GT 16 ","2","","","","4"
"Quite unimportant","1990","35-65 y.","Couple + C. LE and GT 16","1","","","","4"
"Quite unimportant","1990","66 and older","1-pers.-HH","121","0.354358197885539","0.304671497746288","0.404044898024791","4"
"Quite unimportant","1990","66 and older","(Married) couple without C. ","3","","","","4"
"Quite unimportant","1990","66 and older","Single parent ","7","","","","4"
"Quite unimportant","1990","66 and older","Couple + C. LE 16 ","","","","","4"
"Quite unimportant","1990","66 and older","Couple + C. GT 16 ","2","","","","4"
"Quite unimportant","1990","66 and older","Couple + C. LE and GT 16","","","","","4"
"Very important","1990","16-34 y.","1-pers.-HH","121","0.505223163418348","0.4412996750885","0.569146651748195","1"
"Very important","1990","16-34 y.","(Married) couple without C. ","491","0.874648527179573","0.847100969277292","0.902196085081854","1"
"Very important","1990","16-34 y.","Single parent ","95","0.534733960562137","0.462068444228146","0.607399476896128","1"
"Very important","1990","16-34 y.","Couple + C. LE 16 ","647","0.887418969767299","0.864442788497042","0.910395151037556","1"
"Very important","1990","16-34 y.","Couple + C. GT 16 ","323","0.513950569656206","0.474287705854353","0.55361343345806","1"
"Very important","1990","16-34 y.","Couple + C. LE and GT 16","94","0.582515940008071","0.507270536577608","0.657761343438534","1"
"Very important","1990","35-65 y.","1-pers.-HH","94","0.327123162709031","0.274209471678915","0.380036853739146","1"
"Very important","1990","35-65 y.","(Married) couple without C. ","751","0.767100077256607","0.740555287003534","0.79364486750968","1"
"Very important","1990","35-65 y.","Single parent ","70","0.395310766677107","0.321379373603808","0.469242159750406","1"
"Very important","1990","35-65 y.","Couple + C. LE 16 ","553","0.734163875367288","0.702312413037269","0.766015337697308","1"
"Very important","1990","35-65 y.","Couple + C. GT 16 ","605","0.703134184472354","0.672401998847991","0.733866370096718","1"
"Very important","1990","35-65 y.","Couple + C. LE and GT 16","200","0.728979023339362","0.675862343625983","0.782095703052741","1"
"Very important","1990","66 and older","1-pers.-HH","79","0.205326401933417","0.16336597651716","0.247286827349673","1"
"Very important","1990","66 and older","(Married) couple without C. ","357","0.715088968903588","0.675325875525639","0.754852062281538","1"
"Very important","1990","66 and older","Single parent ","3","","","","1"
"Very important","1990","66 and older","Couple + C. LE 16 ","","","","","1"
"Very important","1990","66 and older","Couple + C. GT 16 ","42","0.705367295359392","0.589043056043033","0.821691534675751","1"
"Very important","1990","66 and older","Couple + C. LE and GT 16","1","","","","1"
"Important","1991","16-34 y.","1-pers.-HH","","","","","2"
"Important","1991","16-34 y.","Single parent ","","","","","2"
"Important","1991","16-34 y.","Couple + C. LE 16 ","","","","","2"
"Important","1991","16-34 y.","(Married) couple without C. ","","","","","2"
"Important","1991","16-34 y.","Couple + C. GT 16 ","","","","","2"
"Important","1991","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"Important","1991","35-65 y.","1-pers.-HH","","","","","2"
"Important","1991","35-65 y.","(Married) couple without C. ","","","","","2"
"Important","1991","35-65 y.","Single parent ","","","","","2"
"Important","1991","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"Important","1991","66 and older","Single parent ","","","","","2"
"Important","1991","66 and older","Couple + C. LE 16 ","","","","","2"
"Important","1991","66 and older","Couple + C. GT 16 ","","","","","2"
"Important","1991","66 and older","Couple + C. LE and GT 16","","","","","2"
"Important","1991","35-65 y.","Couple + C. LE 16 ","","","","","2"
"Important","1991","35-65 y.","Couple + C. GT 16 ","","","","","2"
"Important","1991","66 and older","1-pers.-HH","","","","","2"
"Important","1991","66 and older","(Married) couple without C. ","","","","","2"
"Less important","1991","16-34 y.","Couple + C. LE 16 ","","","","","3"
"Less important","1991","66 and older","Couple + C. LE and GT 16","","","","","3"
"Less important","1991","16-34 y.","1-pers.-HH","","","","","3"
"Less important","1991","16-34 y.","(Married) couple without C. ","","","","","3"
"Less important","1991","16-34 y.","Single parent ","","","","","3"
"Less important","1991","16-34 y.","Couple + C. GT 16 ","","","","","3"
"Less important","1991","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"Less important","1991","35-65 y.","1-pers.-HH","","","","","3"
"Less important","1991","35-65 y.","(Married) couple without C. ","","","","","3"
"Less important","1991","35-65 y.","Single parent ","","","","","3"
"Less important","1991","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"Less important","1991","66 and older","1-pers.-HH","","","","","3"
"Less important","1991","66 and older","(Married) couple without C. ","","","","","3"
"Less important","1991","66 and older","Single parent ","","","","","3"
"Less important","1991","66 and older","Couple + C. LE 16 ","","","","","3"
"Less important","1991","66 and older","Couple + C. GT 16 ","","","","","3"
"Less important","1991","35-65 y.","Couple + C. LE 16 ","","","","","3"
"Less important","1991","35-65 y.","Couple + C. GT 16 ","","","","","3"
"Quite unimportant","1991","16-34 y.","1-pers.-HH","","","","","4"
"Quite unimportant","1991","16-34 y.","Couple + C. LE and GT 16","","","","","4"
"Quite unimportant","1991","16-34 y.","Single parent ","","","","","4"
"Quite unimportant","1991","66 and older","1-pers.-HH","","","","","4"
"Quite unimportant","1991","66 and older","(Married) couple without C. ","","","","","4"
"Quite unimportant","1991","16-34 y.","(Married) couple without C. ","","","","","4"
"Quite unimportant","1991","35-65 y.","Couple + C. LE 16 ","","","","","4"
"Quite unimportant","1991","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"Quite unimportant","1991","16-34 y.","Couple + C. LE 16 ","","","","","4"
"Quite unimportant","1991","16-34 y.","Couple + C. GT 16 ","","","","","4"
"Quite unimportant","1991","35-65 y.","1-pers.-HH","","","","","4"
"Quite unimportant","1991","35-65 y.","(Married) couple without C. ","","","","","4"
"Quite unimportant","1991","35-65 y.","Single parent ","","","","","4"
"Quite unimportant","1991","35-65 y.","Couple + C. GT 16 ","","","","","4"
"Quite unimportant","1991","66 and older","Single parent ","","","","","4"
"Quite unimportant","1991","66 and older","Couple + C. LE 16 ","","","","","4"
"Quite unimportant","1991","66 and older","Couple + C. GT 16 ","","","","","4"
"Quite unimportant","1991","66 and older","Couple + C. LE and GT 16","","","","","4"
"Very important","1991","16-34 y.","1-pers.-HH","","","","","1"
"Very important","1991","16-34 y.","(Married) couple without C. ","","","","","1"
"Very important","1991","16-34 y.","Single parent ","","","","","1"
"Very important","1991","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Very important","1991","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Very important","1991","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Very important","1991","35-65 y.","1-pers.-HH","","","","","1"
"Very important","1991","35-65 y.","(Married) couple without C. ","","","","","1"
"Very important","1991","35-65 y.","Single parent ","","","","","1"
"Very important","1991","35-65 y.","Couple + C. LE 16 ","","","","","1"
