"plh0109","year","age_gr","n","percent","lower_confidence","upper_confidence"
"Very important","1990","16-34 y.","1856","0.687666180840718","0.669872769266932","0.705459592414504"
"Very important","1990","35-65 y.","2389","0.662931846874381","0.647190117153577","0.678673576595185"
"Very important","1990","66 and older","509","0.449164803752703","0.418442975580882","0.479886631924524"
"Important","1990","16-34 y.","580","0.242539410000973","0.226083114978788","0.258995705023159"
"Important","1990","35-65 y.","917","0.275430108039625","0.260553463111669","0.29030675296758"
"Important","1990","66 and older","271","0.275186570575503","0.247602389856999","0.302770751294008"
"Less important","1990","16-34 y.","127","0.052859245054838","0.0442685436195959","0.0614499464900801"
"Less important","1990","35-65 y.","93","0.0357328430612461","0.0295513750979942","0.0419143110244979"
"Less important","1990","66 and older","74","0.0884125005529197","0.0708781625839253","0.105946838521914"
"Quite unimportant","1990","16-34 y.","43","0.0169351641034711","0.0119812705454129","0.0218890576615292"
"Quite unimportant","1990","35-65 y.","65","0.0259052020247476","0.0206152314883988","0.0311951725610964"
"Quite unimportant","1990","66 and older","153","0.187236125118874","0.163142043665107","0.211330206572642"
"Very important","1991","16-34 y.","","","",""
"Very important","1991","35-65 y.","","","",""
"Very important","1991","66 and older","","","",""
"Important","1991","16-34 y.","","","",""
"Important","1991","35-65 y.","","","",""
"Important","1991","66 and older","","","",""
"Less important","1991","16-34 y.","","","",""
"Less important","1991","35-65 y.","","","",""
"Less important","1991","66 and older","","","",""
"Quite unimportant","1991","16-34 y.","","","",""
"Quite unimportant","1991","35-65 y.","","","",""
"Quite unimportant","1991","66 and older","","","",""
"Very important","1992","16-34 y.","2878","0.712428257508618","0.698269778010077","0.726586737007159"
"Very important","1992","35-65 y.","4169","0.700063349226709","0.688082102419383","0.712044596034035"
"Very important","1992","66 and older","726","0.475234476072503","0.448972126052066","0.50149682609294"
"Important","1992","16-34 y.","807","0.222318692279023","0.209312152809606","0.235325231748439"
"Important","1992","35-65 y.","1205","0.237586056485556","0.2264578682126","0.248714244758511"
"Important","1992","66 and older","354","0.268248944359621","0.244949387682255","0.291548501036986"
"Less important","1992","16-34 y.","181","0.0483548865190281","0.0416447610859973","0.0550650119520589"
"Less important","1992","35-65 y.","128","0.0332707656244259","0.0285815262987902","0.0379600049500616"
"Less important","1992","66 and older","73","0.0552681435811609","0.0432513476306618","0.06728493953166"
"Quite unimportant","1992","16-34 y.","60","0.0168981636933312","0.0128664289289723","0.02092989845769"
"Quite unimportant","1992","35-65 y.","117","0.0290798286633098","0.024686372893607","0.0334732844330125"
