"plh0109","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","1-pers.-HH","West Germany","305","0.333071098546468","0.302158849382504","0.363983347710432","2"
"Important","1990","1-pers.-HH","East Germany","","","","","2"
"Important","1990","(Married) couple without C. ","West Germany","410","0.216502065730795","0.198559159519161","0.234444971942428","2"
"Important","1990","(Married) couple without C. ","East Germany","","","","","2"
"Important","1990","Single parent ","West Germany","131","0.347911026874333","0.299312575209845","0.396509478538821","2"
"Important","1990","Couple + C. LE 16 ","East Germany","","","","","2"
"Important","1990","Single parent ","East Germany","","","","","2"
"Important","1990","Couple + C. LE 16 ","West Germany","254","0.184423398645667","0.164570611091565","0.20427618619977","2"
"Important","1990","Couple + C. GT 16 ","East Germany","","","","","2"
"Important","1990","Couple + C. LE and GT 16","East Germany","","","","","2"
"Important","1990","Couple + C. GT 16 ","West Germany","457","0.311770256887396","0.288468092354924","0.335072421419869","2"
"Important","1990","Couple + C. LE and GT 16","West Germany","118","0.277833265655754","0.235739834861416","0.319926696450093","2"
"Less important","1990","Couple + C. LE and GT 16","West Germany","15","","","","3"
"Less important","1990","Couple + C. GT 16 ","East Germany","","","","","3"
"Less important","1990","1-pers.-HH","East Germany","","","","","3"
"Less important","1990","(Married) couple without C. ","West Germany","6","","","","3"
"Less important","1990","1-pers.-HH","West Germany","130","0.146103867000948","0.122937616915269","0.169270117086626","3"
"Less important","1990","(Married) couple without C. ","East Germany","","","","","3"
"Less important","1990","Single parent ","West Germany","41","0.123636146707179","0.0900507976246365","0.157221495789721","3"
"Less important","1990","Single parent ","East Germany","","","","","3"
"Less important","1990","Couple + C. LE 16 ","West Germany","8","","","","3"
"Less important","1990","Couple + C. LE 16 ","East Germany","","","","","3"
"Less important","1990","Couple + C. GT 16 ","West Germany","71","0.0450989963684895","0.0346596136695647","0.0555383790674143","3"
"Less important","1990","Couple + C. LE and GT 16","East Germany","","","","","3"
"Quite unimportant","1990","(Married) couple without C. ","East Germany","","","","","4"
"Quite unimportant","1990","1-pers.-HH","West Germany","164","0.205893562572877","0.179372977305478","0.232414147840276","4"
"Quite unimportant","1990","1-pers.-HH","East Germany","","","","","4"
"Quite unimportant","1990","(Married) couple without C. ","West Germany","9","","","","4"
"Quite unimportant","1990","Single parent ","East Germany","","","","","4"
"Quite unimportant","1990","Couple + C. LE 16 ","West Germany","4","","","","4"
"Quite unimportant","1990","Single parent ","West Germany","29","","","","4"
"Quite unimportant","1990","Couple + C. LE 16 ","East Germany","","","","","4"
"Quite unimportant","1990","Couple + C. GT 16 ","West Germany","20","","","","4"
"Quite unimportant","1990","Couple + C. GT 16 ","East Germany","","","","","4"
"Quite unimportant","1990","Couple + C. LE and GT 16","West Germany","7","","","","4"
"Quite unimportant","1990","Couple + C. LE and GT 16","East Germany","","","","","4"
"Very important","1990","1-pers.-HH","West Germany","294","0.314931471879707","0.284466737117803","0.345396206641612","1"
"Very important","1990","1-pers.-HH","East Germany","","","","","1"
"Very important","1990","(Married) couple without C. ","West Germany","1599","0.774998879392759","0.756806658746744","0.793191100038773","1"
"Very important","1990","(Married) couple without C. ","East Germany","","","","","1"
"Very important","1990","Single parent ","West Germany","168","0.448169189027431","0.397428205779953","0.49891017227491","1"
"Very important","1990","Single parent ","East Germany","","","","","1"
"Very important","1990","Couple + C. LE 16 ","West Germany","1200","0.807127265662854","0.786930234579445","0.827324296746263","1"
"Very important","1990","Couple + C. LE 16 ","East Germany","","","","","1"
"Very important","1990","Couple + C. GT 16 ","West Germany","970","0.631687131307122","0.607422613425927","0.655951649188317","1"
"Very important","1990","Couple + C. GT 16 ","East Germany","","","","","1"
"Very important","1990","Couple + C. LE and GT 16","West Germany","295","0.67639149759234","0.632425949234135","0.720357045950545","1"
"Very important","1990","Couple + C. LE and GT 16","East Germany","","","","","1"
"Important","1991","1-pers.-HH","West Germany","","","","","2"
