"plh0109","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","Urban Area","249","0.326337624908354","0.292486814738101","0.360188435078607"
"Very important","1990","1-pers.-HH","Rural Area","45","0.264084449474865","0.194905940675538","0.333262958274193"
"Very important","1990","(Married) couple without C. ","Urban Area","1273","0.776796660135151","0.75641920581456","0.797174114455741"
"Very important","1990","(Married) couple without C. ","Rural Area","326","0.768451638891933","0.728110089683003","0.808793188100862"
"Very important","1990","Single parent ","Urban Area","137","0.466000502838604","0.408388169628251","0.523612836048957"
"Very important","1990","Single parent ","Rural Area","31","0.392848364391094","0.286491226721741","0.499205502060447"
"Very important","1990","Couple + C. LE 16 ","Urban Area","947","0.827101276076468","0.805052519198971","0.849150032953965"
"Very important","1990","Couple + C. LE 16 ","Rural Area","253","0.741176425939803","0.694344591893047","0.78800825998656"
"Very important","1990","Couple + C. GT 16 ","Urban Area","713","0.62538582532157","0.597202044294085","0.653569606349055"
"Very important","1990","Couple + C. GT 16 ","Rural Area","257","0.65033087200124","0.602697255371069","0.697964488631411"
"Very important","1990","Couple + C. LE and GT 16","Urban Area","213","0.671561726070161","0.619698125603489","0.723425326536832"
"Very important","1990","Couple + C. LE and GT 16","Rural Area","82","0.688379546626809","0.605512010842189","0.771247082411429"
"Important","1990","1-pers.-HH","Urban Area","256","0.335607902670101","0.301516673079383","0.369699132260819"
"Important","1990","1-pers.-HH","Rural Area","49","0.321762383348005","0.248455566224757","0.395069200471253"
"Important","1990","(Married) couple without C. ","Urban Area","319","0.215041654809069","0.194935431059527","0.23514787855861"
"Important","1990","(Married) couple without C. ","Rural Area","91","0.22182065731936","0.182086474217131","0.261554840421589"
"Important","1990","Single parent ","Urban Area","106","0.353742518046205","0.298522280485961","0.408962755606448"
"Important","1990","Single parent ","Rural Area","25","","",""
"Important","1990","Couple + C. LE 16 ","Urban Area","177","0.166618122388079","0.14489151014913","0.188344734627028"
"Important","1990","Couple + C. LE 16 ","Rural Area","77","0.243213441124489","0.197340250939643","0.289086631309335"
"Important","1990","Couple + C. GT 16 ","Urban Area","345","0.315844799807965","0.288777351397434","0.342912248218497"
"Important","1990","Couple + C. GT 16 ","Rural Area","112","0.299714863635217","0.253952407969816","0.345477319300617"
"Important","1990","Couple + C. LE and GT 16","Urban Area","86","0.284704618709405","0.234869811687346","0.334539425731464"
"Important","1990","Couple + C. LE and GT 16","Rural Area","32","0.26077777618549","0.182221612892596","0.339333939478384"
"Less important","1990","1-pers.-HH","Urban Area","102","0.142027834017449","0.116825679004814","0.167229989030083"
"Less important","1990","1-pers.-HH","Rural Area","28","","",""
"Less important","1990","(Married) couple without C. ","Urban Area","5","","",""
"Less important","1990","(Married) couple without C. ","Rural Area","1","","",""
"Less important","1990","Single parent ","Urban Area","24","","",""
"Less important","1990","Single parent ","Rural Area","17","","",""
"Less important","1990","Couple + C. LE 16 ","Urban Area","3","","",""
"Less important","1990","Couple + C. LE 16 ","Rural Area","5","","",""
"Less important","1990","Couple + C. GT 16 ","Urban Area","58","0.0464114373792235","0.0341617173674708","0.0586611573909762"
"Less important","1990","Couple + C. GT 16 ","Rural Area","13","","",""
"Less important","1990","Couple + C. LE and GT 16","Urban Area","11","","",""
"Less important","1990","Couple + C. LE and GT 16","Rural Area","4","","",""
