"plh0109","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Quite unimportant","1990","Hamburg","Urban Area","5","","",""
"Quite unimportant","1990","Hamburg","Rural Area","","","",""
"Quite unimportant","1990","Lower Saxony","Urban Area","20","","",""
"Quite unimportant","1990","Lower Saxony","Rural Area","22","","",""
"Quite unimportant","1990","Bremen","Urban Area","8","","",""
"Quite unimportant","1990","Bremen","Rural Area","","","",""
"Quite unimportant","1990","North Rhine-Westphalia","Urban Area","59","0.0503355110120004","0.0403833918727224","0.0602876301512785"
"Quite unimportant","1990","North Rhine-Westphalia","Rural Area","1","","",""
"Quite unimportant","1990","Hesse","Urban Area","16","","",""
"Quite unimportant","1990","Hesse","Rural Area","9","","",""
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","Urban Area","19","","",""
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","Rural Area","3","","",""
"Quite unimportant","1990","Baden-Württemberg","Urban Area","37","0.0549971275828622","0.0407674125922638","0.0692268425734605"
"Quite unimportant","1990","Baden-Württemberg","Rural Area","3","","",""
"Quite unimportant","1990","Bavaria","Urban Area","21","","",""
"Quite unimportant","1990","Bavaria","Rural Area","21","","",""
"Quite unimportant","1990","Berlin","Urban Area","10","","",""
"Quite unimportant","1990","Berlin","Rural Area","","","",""
"Quite unimportant","1990","Brandenburg","Urban Area","","","",""
"Quite unimportant","1990","Brandenburg","Rural Area","","","",""
"Quite unimportant","1990","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Quite unimportant","1990","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Quite unimportant","1990","Saxony","Urban Area","","","",""
"Quite unimportant","1990","Saxony","Rural Area","","","",""
"Quite unimportant","1990","Saxony-Anhalt","Urban Area","","","",""
"Quite unimportant","1990","Saxony-Anhalt","Rural Area","","","",""
"Quite unimportant","1990","Thuringia","Urban Area","","","",""
"Quite unimportant","1990","Thuringia","Rural Area","","","",""
"Very important","1991","Schleswig-Holstein","Urban Area","","","",""
"Very important","1991","Schleswig-Holstein","Rural Area","","","",""
"Very important","1991","Hamburg","Urban Area","","","",""
"Very important","1991","Hamburg","Rural Area","","","",""
"Very important","1991","Lower Saxony","Urban Area","","","",""
"Very important","1991","Lower Saxony","Rural Area","","","",""
"Very important","1991","Bremen","Urban Area","","","",""
"Very important","1991","Bremen","Rural Area","","","",""
"Very important","1991","North Rhine-Westphalia","Urban Area","","","",""
"Very important","1991","North Rhine-Westphalia","Rural Area","","","",""
"Very important","1991","Hesse","Urban Area","","","",""
"Very important","1991","Hesse","Rural Area","","","",""
"Very important","1991","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Very important","1991","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Very important","1991","Baden-Württemberg","Urban Area","","","",""
"Very important","1991","Baden-Württemberg","Rural Area","","","",""
"Very important","1991","Bavaria","Urban Area","","","",""
"Very important","1991","Bavaria","Rural Area","","","",""
"Very important","1991","Berlin","Urban Area","","","",""
"Very important","1991","Berlin","Rural Area","","","",""
"Very important","1991","Brandenburg","Urban Area","","","",""
"Very important","1991","Brandenburg","Rural Area","","","",""
"Very important","1991","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Very important","1991","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Very important","1991","Saxony","Urban Area","","","",""
"Very important","1991","Saxony","Rural Area","","","",""
"Very important","1991","Saxony-Anhalt","Urban Area","","","",""
"Very important","1991","Saxony-Anhalt","Rural Area","","","",""
"Very important","1991","Thuringia","Urban Area","","","",""
"Very important","1991","Thuringia","Rural Area","","","",""
"Important","1991","Schleswig-Holstein","Urban Area","","","",""
"Important","1991","Schleswig-Holstein","Rural Area","","","",""
"Important","1991","Hamburg","Urban Area","","","",""
"Important","1991","Hamburg","Rural Area","","","",""
"Important","1991","Lower Saxony","Urban Area","","","",""
"Important","1991","Lower Saxony","Rural Area","","","",""
"Important","1991","Bremen","Urban Area","","","",""
"Important","1991","Bremen","Rural Area","","","",""
"Important","1991","North Rhine-Westphalia","Urban Area","","","",""
"Important","1991","North Rhine-Westphalia","Rural Area","","","",""
"Important","1991","Hesse","Urban Area","","","",""
"Important","1991","Hesse","Rural Area","","","",""
"Important","1991","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Important","1991","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Important","1991","Baden-Württemberg","Urban Area","","","",""
"Important","1991","Baden-Württemberg","Rural Area","","","",""
"Important","1991","Bavaria","Urban Area","","","",""
"Important","1991","Bavaria","Rural Area","","","",""
"Important","1991","Berlin","Urban Area","","","",""
"Important","1991","Berlin","Rural Area","","","",""
"Important","1991","Brandenburg","Urban Area","","","",""
"Important","1991","Brandenburg","Rural Area","","","",""
"Important","1991","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Important","1991","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Important","1991","Saxony","Urban Area","","","",""
"Important","1991","Saxony","Rural Area","","","",""
"Important","1991","Saxony-Anhalt","Urban Area","","","",""
"Important","1991","Saxony-Anhalt","Rural Area","","","",""
"Important","1991","Thuringia","Urban Area","","","",""
"Important","1991","Thuringia","Rural Area","","","",""
"Less important","1991","Schleswig-Holstein","Urban Area","","","",""
"Less important","1991","Schleswig-Holstein","Rural Area","","","",""
"Less important","1991","Hamburg","Urban Area","","","",""
"Less important","1991","Hamburg","Rural Area","","","",""
"Less important","1991","Lower Saxony","Urban Area","","","",""
"Less important","1991","Lower Saxony","Rural Area","","","",""
"Less important","1991","Bremen","Urban Area","","","",""
"Less important","1991","Bremen","Rural Area","","","",""
"Less important","1991","North Rhine-Westphalia","Urban Area","","","",""
"Less important","1991","North Rhine-Westphalia","Rural Area","","","",""
"Less important","1991","Hesse","Urban Area","","","",""
"Less important","1991","Hesse","Rural Area","","","",""
"Less important","1991","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Less important","1991","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Less important","1991","Baden-Württemberg","Urban Area","","","",""
"Less important","1991","Baden-Württemberg","Rural Area","","","",""
"Less important","1991","Bavaria","Urban Area","","","",""
"Less important","1991","Bavaria","Rural Area","","","",""
"Less important","1991","Berlin","Urban Area","","","",""
"Less important","1991","Berlin","Rural Area","","","",""
"Less important","1991","Brandenburg","Urban Area","","","",""
"Less important","1991","Brandenburg","Rural Area","","","",""
"Less important","1991","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Less important","1991","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Less important","1991","Saxony","Urban Area","","","",""
"Less important","1991","Saxony","Rural Area","","","",""
"Less important","1991","Saxony-Anhalt","Urban Area","","","",""
"Less important","1991","Saxony-Anhalt","Rural Area","","","",""
"Less important","1991","Thuringia","Urban Area","","","",""
"Less important","1991","Thuringia","Rural Area","","","",""
"Quite unimportant","1991","Schleswig-Holstein","Urban Area","","","",""
"Quite unimportant","1991","Schleswig-Holstein","Rural Area","","","",""
"Quite unimportant","1991","Hamburg","Urban Area","","","",""
"Quite unimportant","1991","Hamburg","Rural Area","","","",""
"Quite unimportant","1991","Lower Saxony","Urban Area","","","",""
"Quite unimportant","1991","Lower Saxony","Rural Area","","","",""
"Quite unimportant","1991","Bremen","Urban Area","","","",""
"Quite unimportant","1991","Bremen","Rural Area","","","",""
"Quite unimportant","1991","North Rhine-Westphalia","Urban Area","","","",""
"Quite unimportant","1991","North Rhine-Westphalia","Rural Area","","","",""
"Quite unimportant","1991","Hesse","Urban Area","","","",""
"Quite unimportant","1991","Hesse","Rural Area","","","",""
"Quite unimportant","1991","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Quite unimportant","1991","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Quite unimportant","1991","Baden-Württemberg","Urban Area","","","",""
"Quite unimportant","1991","Baden-Württemberg","Rural Area","","","",""
"Quite unimportant","1991","Bavaria","Urban Area","","","",""
"Quite unimportant","1991","Bavaria","Rural Area","","","",""
"Quite unimportant","1991","Berlin","Urban Area","","","",""
"Quite unimportant","1991","Berlin","Rural Area","","","",""
"Quite unimportant","1991","Brandenburg","Urban Area","","","",""
"Quite unimportant","1991","Brandenburg","Rural Area","","","",""
"Quite unimportant","1991","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Quite unimportant","1991","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Quite unimportant","1991","Saxony","Urban Area","","","",""
"Quite unimportant","1991","Saxony","Rural Area","","","",""
"Quite unimportant","1991","Saxony-Anhalt","Urban Area","","","",""
"Quite unimportant","1991","Saxony-Anhalt","Rural Area","","","",""
"Quite unimportant","1991","Thuringia","Urban Area","","","",""
"Quite unimportant","1991","Thuringia","Rural Area","","","",""
"Very important","1992","Schleswig-Holstein","Urban Area","83","0.729255820073903","0.647328568459374","0.811183071688431"
"Very important","1992","Schleswig-Holstein","Rural Area","89","0.686862693387073","0.605234606406528","0.768490780367617"
"Very important","1992","Hamburg","Urban Area","83","0.677117579125678","0.590906493478753","0.763328664772603"
"Very important","1992","Hamburg","Rural Area","","","",""
"Very important","1992","Lower Saxony","Urban Area","286","0.649545509752135","0.603531119438475","0.695559900065795"
"Very important","1992","Lower Saxony","Rural Area","314","0.696984169780663","0.652875477770428","0.741092861790899"
"Very important","1992","Bremen","Urban Area","61","0.649497256676466","0.549238379630427","0.749756133722505"
"Very important","1992","Bremen","Rural Area","","","",""
"Very important","1992","North Rhine-Westphalia","Urban Area","1316","0.674764583841552","0.653271847439846","0.696257320243258"
"Very important","1992","North Rhine-Westphalia","Rural Area","35","0.509964481020921","0.387491060222073","0.632437901819769"
"Very important","1992","Hesse","Urban Area","348","0.609670685186271","0.568487782874312","0.650853587498229"
"Very important","1992","Hesse","Rural Area","82","0.753002431258451","0.672773477257483","0.833231385259419"
"Very important","1992","Rhineland-Palatinate,Saarland","Urban Area","285","0.636882452437142","0.591586707888937","0.682178196985347"
"Very important","1992","Rhineland-Palatinate,Saarland","Rural Area","59","0.448064797251649","0.355132599501471","0.540996995001826"
"Very important","1992","Baden-Württemberg","Urban Area","674","0.659415641247063","0.629406241529165","0.68942504096496"
"Very important","1992","Baden-Württemberg","Rural Area","97","0.574613990611637","0.494691479126277","0.654536502096998"
"Very important","1992","Bavaria","Urban Area","443","0.65696714928486","0.619956284311443","0.693978014258277"
"Very important","1992","Bavaria","Rural Area","471","0.658050539690759","0.622104949534374","0.693996129847143"
"Very important","1992","Berlin","Urban Area","339","0.628732965682328","0.585822826738891","0.671643104625765"
"Very important","1992","Berlin","Rural Area","","","",""
"Very important","1992","Brandenburg","Urban Area","47","0.735145383212658","0.627874513032182","0.842416253393134"
"Very important","1992","Brandenburg","Rural Area","410","0.636567929603024","0.597356003690458","0.675779855515591"
"Very important","1992","Mecklenburg-Western Pomerania","Urban Area","42","0.819867518749388","0.713347570934538","0.926387466564238"
"Very important","1992","Mecklenburg-Western Pomerania","Rural Area","259","0.672424129305928","0.623602585178271","0.721245673433586"
"Very important","1992","Saxony","Urban Area","431","0.702863746889975","0.665607631949514","0.740119861830435"
"Very important","1992","Saxony","Rural Area","400","0.69706255143156","0.658447110462212","0.735677992400907"
"Very important","1992","Saxony-Anhalt","Urban Area","153","0.58108594930496","0.518535304457902","0.643636594152017"
"Very important","1992","Saxony-Anhalt","Rural Area","385","0.711964695346767","0.67300491472634","0.750924475967194"
"Very important","1992","Thuringia","Urban Area","132","0.716968272365098","0.650791494173084","0.783145050557113"
"Very important","1992","Thuringia","Rural Area","356","0.700505481065404","0.659140022256821","0.741870939873988"
"Important","1992","Schleswig-Holstein","Urban Area","26","","",""
"Important","1992","Schleswig-Holstein","Rural Area","27","","",""
"Important","1992","Hamburg","Urban Area","15","","",""
"Important","1992","Hamburg","Rural Area","","","",""
"Important","1992","Lower Saxony","Urban Area","100","0.267853394138862","0.225144269638223","0.3105625186395"
"Important","1992","Lower Saxony","Rural Area","69","0.180318684122855","0.14341897470663","0.217218393539081"
"Important","1992","Bremen","Urban Area","20","","",""
"Important","1992","Bremen","Rural Area","","","",""
"Important","1992","North Rhine-Westphalia","Urban Area","396","0.242462884208348","0.222800270453841","0.262125497962855"
"Important","1992","North Rhine-Westphalia","Rural Area","27","","",""
"Important","1992","Hesse","Urban Area","155","0.292913312103274","0.254493114541447","0.331333509665102"
"Important","1992","Hesse","Rural Area","22","","",""
"Important","1992","Rhineland-Palatinate,Saarland","Urban Area","119","0.289157255837299","0.246454298013995","0.331860213660602"
"Important","1992","Rhineland-Palatinate,Saarland","Rural Area","40","0.442946020708974","0.350118705209097","0.53577333620885"
"Important","1992","Baden-Württemberg","Urban Area","222","0.249840259380407","0.222426195278265","0.277254323482549"
"Important","1992","Baden-Württemberg","Rural Area","38","0.288424765410344","0.215190199781261","0.361659331039427"
"Important","1992","Bavaria","Urban Area","133","0.214255298580708","0.182266637111469","0.246243960049947"
"Important","1992","Bavaria","Rural Area","151","0.248823559610817","0.216062966130206","0.281584153091429"
"Important","1992","Berlin","Urban Area","116","0.277906294814861","0.238120358606272","0.31769223102345"
"Important","1992","Berlin","Rural Area","","","",""
"Important","1992","Brandenburg","Urban Area","14","","",""
"Important","1992","Brandenburg","Rural Area","118","0.233546490156413","0.199054857435946","0.26803812287688"
"Important","1992","Mecklenburg-Western Pomerania","Urban Area","5","","",""
"Important","1992","Mecklenburg-Western Pomerania","Rural Area","75","0.248307430105757","0.203365791734453","0.293249068477061"
"Important","1992","Saxony","Urban Area","108","0.197138025931514","0.16470482460245","0.229571227260579"
"Important","1992","Saxony","Rural Area","91","0.157733914236211","0.127104701202012","0.18836312727041"
"Important","1992","Saxony-Anhalt","Urban Area","58","0.235257188300373","0.181482451504497","0.289031925096249"
"Important","1992","Saxony-Anhalt","Rural Area","98","0.196287686668513","0.162116406322466","0.230458967014561"
"Important","1992","Thuringia","Urban Area","32","0.168946322550738","0.113900166226416","0.223992478875061"
"Important","1992","Thuringia","Rural Area","76","0.172768117583608","0.138626580444399","0.206909654722817"
"Less important","1992","Schleswig-Holstein","Urban Area","2","","",""
"Less important","1992","Schleswig-Holstein","Rural Area","2","","",""
"Less important","1992","Hamburg","Urban Area","3","","",""
"Less important","1992","Hamburg","Rural Area","","","",""
"Less important","1992","Lower Saxony","Urban Area","13","","",""
"Less important","1992","Lower Saxony","Rural Area","12","","",""
"Less important","1992","Bremen","Urban Area","1","","",""
"Less important","1992","Bremen","Rural Area","","","",""
"Less important","1992","North Rhine-Westphalia","Urban Area","57","0.0365352130801705","0.0279274480736064","0.0451429780867346"
"Less important","1992","North Rhine-Westphalia","Rural Area","2","","",""
"Less important","1992","Hesse","Urban Area","19","","",""
"Less important","1992","Hesse","Rural Area","2","","",""
"Less important","1992","Rhineland-Palatinate,Saarland","Urban Area","14","","",""
"Less important","1992","Rhineland-Palatinate,Saarland","Rural Area","10","","",""
"Less important","1992","Baden-Württemberg","Urban Area","33","0.047427260607122","0.0339677759681837","0.0608867452460602"
"Less important","1992","Baden-Württemberg","Rural Area","7","","",""
"Less important","1992","Bavaria","Urban Area","28","","",""
"Less important","1992","Bavaria","Rural Area","21","","",""
"Less important","1992","Berlin","Urban Area","14","","",""
"Less important","1992","Berlin","Rural Area","","","",""
"Less important","1992","Brandenburg","Urban Area","3","","",""
"Less important","1992","Brandenburg","Rural Area","29","","",""
"Less important","1992","Mecklenburg-Western Pomerania","Urban Area","3","","",""
"Less important","1992","Mecklenburg-Western Pomerania","Rural Area","11","","",""
"Less important","1992","Saxony","Urban Area","15","","",""
"Less important","1992","Saxony","Rural Area","25","","",""
"Less important","1992","Saxony-Anhalt","Urban Area","14","","",""
"Less important","1992","Saxony-Anhalt","Rural Area","15","","",""
"Less important","1992","Thuringia","Urban Area","8","","",""
"Less important","1992","Thuringia","Rural Area","17","","",""
"Quite unimportant","1992","Schleswig-Holstein","Urban Area","2","","",""
"Quite unimportant","1992","Schleswig-Holstein","Rural Area","6","","",""
"Quite unimportant","1992","Hamburg","Urban Area","12","","",""
"Quite unimportant","1992","Hamburg","Rural Area","","","",""
"Quite unimportant","1992","Lower Saxony","Urban Area","14","","",""
"Quite unimportant","1992","Lower Saxony","Rural Area","22","","",""
"Quite unimportant","1992","Bremen","Urban Area","5","","",""
"Quite unimportant","1992","Bremen","Rural Area","","","",""
"Quite unimportant","1992","North Rhine-Westphalia","Urban Area","56","0.0462373188699292","0.0366027310258012","0.0558719067140572"
"Quite unimportant","1992","North Rhine-Westphalia","Rural Area","","","",""
"Quite unimportant","1992","Hesse","Urban Area","17","","",""
"Quite unimportant","1992","Hesse","Rural Area","5","","",""
"Quite unimportant","1992","Rhineland-Palatinate,Saarland","Urban Area","15","","",""
"Quite unimportant","1992","Rhineland-Palatinate,Saarland","Rural Area","1","","",""
"Quite unimportant","1992","Baden-Württemberg","Urban Area","29","","",""
"Quite unimportant","1992","Baden-Württemberg","Rural Area","5","","",""
"Quite unimportant","1992","Bavaria","Urban Area","28","","",""
"Quite unimportant","1992","Bavaria","Rural Area","26","","",""
"Quite unimportant","1992","Berlin","Urban Area","18","","",""
"Quite unimportant","1992","Berlin","Rural Area","","","",""
"Quite unimportant","1992","Brandenburg","Urban Area","1","","",""
"Quite unimportant","1992","Brandenburg","Rural Area","21","","",""
"Quite unimportant","1992","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Quite unimportant","1992","Mecklenburg-Western Pomerania","Rural Area","10","","",""
"Quite unimportant","1992","Saxony","Urban Area","24","","",""
"Quite unimportant","1992","Saxony","Rural Area","28","","",""
"Quite unimportant","1992","Saxony-Anhalt","Urban Area","14","","",""
"Quite unimportant","1992","Saxony-Anhalt","Rural Area","21","","",""
"Quite unimportant","1992","Thuringia","Urban Area","6","","",""
"Quite unimportant","1992","Thuringia","Rural Area","22","","",""
"Very important","1993","Schleswig-Holstein","Urban Area","","","",""
"Very important","1993","Schleswig-Holstein","Rural Area","","","",""
"Very important","1993","Hamburg","Urban Area","","","",""
"Very important","1993","Hamburg","Rural Area","","","",""
"Very important","1993","Lower Saxony","Urban Area","","","",""
"Very important","1993","Lower Saxony","Rural Area","","","",""
"Very important","1993","Bremen","Urban Area","","","",""
"Very important","1993","Bremen","Rural Area","","","",""
"Very important","1993","North Rhine-Westphalia","Urban Area","","","",""
"Very important","1993","North Rhine-Westphalia","Rural Area","","","",""
"Very important","1993","Hesse","Urban Area","","","",""
"Very important","1993","Hesse","Rural Area","","","",""
"Very important","1993","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Very important","1993","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Very important","1993","Baden-Württemberg","Urban Area","","","",""
"Very important","1993","Baden-Württemberg","Rural Area","","","",""
"Very important","1993","Bavaria","Urban Area","","","",""
"Very important","1993","Bavaria","Rural Area","","","",""
"Very important","1993","Berlin","Urban Area","","","",""
"Very important","1993","Berlin","Rural Area","","","",""
"Very important","1993","Brandenburg","Urban Area","","","",""
"Very important","1993","Brandenburg","Rural Area","","","",""
"Very important","1993","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Very important","1993","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Very important","1993","Saxony","Urban Area","","","",""
"Very important","1993","Saxony","Rural Area","","","",""
"Very important","1993","Saxony-Anhalt","Urban Area","","","",""
"Very important","1993","Saxony-Anhalt","Rural Area","","","",""
"Very important","1993","Thuringia","Urban Area","","","",""
"Very important","1993","Thuringia","Rural Area","","","",""
"Important","1993","Schleswig-Holstein","Urban Area","","","",""
"Important","1993","Schleswig-Holstein","Rural Area","","","",""
"Important","1993","Hamburg","Urban Area","","","",""
"Important","1993","Hamburg","Rural Area","","","",""
"Important","1993","Lower Saxony","Urban Area","","","",""
"Important","1993","Lower Saxony","Rural Area","","","",""
"Important","1993","Bremen","Urban Area","","","",""
"Important","1993","Bremen","Rural Area","","","",""
"Important","1993","North Rhine-Westphalia","Urban Area","","","",""
"Important","1993","North Rhine-Westphalia","Rural Area","","","",""
"Important","1993","Hesse","Urban Area","","","",""
"Important","1993","Hesse","Rural Area","","","",""
"Important","1993","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Important","1993","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Important","1993","Baden-Württemberg","Urban Area","","","",""
"Important","1993","Baden-Württemberg","Rural Area","","","",""
"Important","1993","Bavaria","Urban Area","","","",""
"Important","1993","Bavaria","Rural Area","","","",""
"Important","1993","Berlin","Urban Area","","","",""
"Important","1993","Berlin","Rural Area","","","",""
"Important","1993","Brandenburg","Urban Area","","","",""
"Important","1993","Brandenburg","Rural Area","","","",""
"Important","1993","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Important","1993","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Important","1993","Saxony","Urban Area","","","",""
"Important","1993","Saxony","Rural Area","","","",""
"Important","1993","Saxony-Anhalt","Urban Area","","","",""
"Important","1993","Saxony-Anhalt","Rural Area","","","",""
"Important","1993","Thuringia","Urban Area","","","",""
"Important","1993","Thuringia","Rural Area","","","",""
"Less important","1993","Schleswig-Holstein","Urban Area","","","",""
"Less important","1993","Schleswig-Holstein","Rural Area","","","",""
"Less important","1993","Hamburg","Urban Area","","","",""
"Less important","1993","Hamburg","Rural Area","","","",""
