"plh0109","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Full Time","1-pers.-HH","147","0.440925128838523","0.388227835063706","0.493622422613341"
"Very important","1990","Full Time","(Married) couple without C. ","743","0.822661680356488","0.797425786991725","0.847897573721251"
"Very important","1990","Full Time","Single parent ","76","0.44799542625574","0.371653622497317","0.524337230014162"
"Very important","1990","Full Time","Couple + C. LE 16 ","606","0.79838092514962","0.769648117393591","0.82711373290565"
"Very important","1990","Full Time","Couple + C. GT 16 ","451","0.627221144223125","0.591678537893244","0.662763750553006"
"Very important","1990","Full Time","Couple + C. LE and GT 16","121","0.649327835207216","0.580935104328529","0.717720566085903"
"Very important","1990","Part Time","1-pers.-HH","37","0.377726685013606","0.278658638426136","0.476794731601076"
"Very important","1990","Part Time","(Married) couple without C. ","209","0.787589652029162","0.738437208986926","0.836742095071398"
"Very important","1990","Part Time","Single parent ","45","0.561546573489937","0.455434922202652","0.667658224777223"
"Very important","1990","Part Time","Couple + C. LE 16 ","303","0.806652848597573","0.766248576813555","0.84705712038159"
"Very important","1990","Part Time","Couple + C. GT 16 ","218","0.647593408762552","0.59628374183174","0.698903075693364"
"Very important","1990","Part Time","Couple + C. LE and GT 16","84","0.701233252941678","0.618647626413638","0.783818879469719"
"Very important","1990","Not Working","1-pers.-HH","110","0.224121954519164","0.186014660806826","0.262229248231502"
"Very important","1990","Not Working","(Married) couple without C. ","647","0.732795842804834","0.703526434918399","0.762065250691269"
"Very important","1990","Not Working","Single parent ","47","0.365308154368811","0.279864597637051","0.450751711100571"
"Very important","1990","Not Working","Couple + C. LE 16 ","291","0.826468810173602","0.786793888742644","0.866143731604559"
"Very important","1990","Not Working","Couple + C. GT 16 ","301","0.627052424052133","0.583517805848114","0.670587042256151"
"Very important","1990","Not Working","Couple + C. LE and GT 16","90","0.69283495091672","0.613534216794176","0.772135685039264"
"Important","1990","Full Time","1-pers.-HH","133","0.366226683899532","0.315092318700947","0.417361049098117"
"Important","1990","Full Time","(Married) couple without C. ","133","0.173003393138909","0.14801226108622","0.197994525191597"
"Important","1990","Full Time","Single parent ","53","0.320450627498487","0.248812312895219","0.392088942101754"
"Important","1990","Full Time","Couple + C. LE 16 ","139","0.195026103105924","0.166650542368977","0.22340166384287"
"Important","1990","Full Time","Couple + C. GT 16 ","220","0.323304907808487","0.288924109812168","0.357685705804807"
"Important","1990","Full Time","Couple + C. LE and GT 16","58","0.31131531346404","0.244950520659513","0.377680106268567"
