"plh0109","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","1-pers.-HH","Male","124","0.362217512658148","0.310122609908682","0.414312415407615","2"
"Important","1990","1-pers.-HH","Female","181","0.317360546862515","0.279015256061835","0.355705837663195","2"
"Important","1990","(Married) couple without C. ","Male","201","0.216502402648904","0.190988244277537","0.242016561020271","2"
"Important","1990","(Married) couple without C. ","Female","209","0.216501720607595","0.191263427847678","0.241740013367513","2"
"Important","1990","Single parent ","Male","51","0.312306262049623","0.238873433569374","0.385739090529873","2"
"Important","1990","Couple + C. LE 16 ","Female","117","0.166568181873382","0.139973580867494","0.193162782879269","2"
"Important","1990","Single parent ","Female","80","0.372614261584304","0.308135264590622","0.437093258577986","2"
"Important","1990","Couple + C. LE 16 ","Male","137","0.202778296570582","0.173245240760261","0.232311352380903","2"
"Important","1990","Couple + C. GT 16 ","Female","174","0.272034923757327","0.238538314469993","0.305531533044661","2"
"Important","1990","Couple + C. LE and GT 16","Female","49","0.235005851320166","0.178591887117185","0.291419815523146","2"
"Important","1990","Couple + C. GT 16 ","Male","283","0.342078298324447","0.30999652872675","0.374160067922143","2"
"Important","1990","Couple + C. LE and GT 16","Male","69","0.318042407324579","0.256220692883258","0.3798641217659","2"
"Less important","1990","Couple + C. LE and GT 16","Male","11","","","","3"
"Less important","1990","Couple + C. GT 16 ","Female","16","","","","3"
"Less important","1990","1-pers.-HH","Female","73","0.127702618749443","0.100206457793358","0.155198779705527","3"
"Less important","1990","(Married) couple without C. ","Male","3","","","","3"
"Less important","1990","1-pers.-HH","Male","57","0.180242095403074","0.13857961378525","0.221904577020898","3"
"Less important","1990","(Married) couple without C. ","Female","3","","","","3"
"Less important","1990","Single parent ","Male","19","","","","3"
"Less important","1990","Single parent ","Female","22","","","","3"
"Less important","1990","Couple + C. LE 16 ","Male","3","","","","3"
"Less important","1990","Couple + C. LE 16 ","Female","5","","","","3"
"Less important","1990","Couple + C. GT 16 ","Male","55","0.0636610418349433","0.0471504794863123","0.0801716041835742","3"
