"plh0109","year","bula_h","n","percent","lower_confidence","upper_confidence","value"
"Quite unimportant","1990","Bavaria","42","0.0496149738231855","0.0376392273999721","0.0615907202463989","4"
"Quite unimportant","1990","Bremen","8","","","","4"
"Quite unimportant","1990","North Rhine-Westphalia","60","0.0488618211521899","0.0392265247036336","0.0584971176007462","4"
"Quite unimportant","1990","Rhineland-Palatinate,Saarland","22","","","","4"
"Quite unimportant","1990","Hesse","25","","","","4"
"Quite unimportant","1990","Baden-Württemberg","40","0.0507128262365371","0.0379873878419228","0.0634382646311513","4"
"Quite unimportant","1990","Mecklenburg-Western Pomerania","","","","","4"
"Quite unimportant","1990","Saxony","","","","","4"
"Quite unimportant","1990","Saxony-Anhalt","","","","","4"
"Quite unimportant","1990","Thuringia","","","","","4"
"Very important","1990","Schleswig-Holstein","179","0.677203023883342","0.6195911496939","0.734814898072785","1"
"Very important","1990","Hamburg","83","0.61592809679841","0.53166946886106","0.700186724735761","1"
"Very important","1990","Lower Saxony","567","0.633527514507498","0.600845540461348","0.666209488553648","1"
"Very important","1990","Bremen","63","0.682957633567434","0.584612155080915","0.781303112053953","1"
"Very important","1990","North Rhine-Westphalia","1346","0.666212300125506","0.645135730055653","0.687288870195358","1"
"Very important","1990","Hesse","427","0.610145892993471","0.572880728102263","0.647411057884678","1"
"Very important","1990","Rhineland-Palatinate,Saarland","364","0.605692683408265","0.564998082820911","0.64638728399562","1"
"Very important","1990","Baden-Württemberg","785","0.645170807083832","0.617420866039042","0.672920748128621","1"
"Very important","1990","Bavaria","800","0.591334124657054","0.564223028710707","0.618445220603401","1"
"Very important","1990","Berlin","140","0.533995284117881","0.47021623698255","0.597774331253212","1"
"Very important","1990","Brandenburg","","","","","1"
"Very important","1990","Mecklenburg-Western Pomerania","","","","","1"
"Very important","1990","Saxony","","","","","1"
"Very important","1990","Saxony-Anhalt","","","","","1"
"Very important","1990","Thuringia","","","","","1"
"Important","1991","Lower Saxony","","","","","2"
"Important","1991","North Rhine-Westphalia","","","","","2"
"Important","1991","Bremen","","","","","2"
"Important","1991","Schleswig-Holstein","","","","","2"
"Important","1991","Hamburg","","","","","2"
"Important","1991","Baden-Württemberg","","","","","2"
"Important","1991","Hesse","","","","","2"
"Important","1991","Rhineland-Palatinate,Saarland","","","","","2"
"Important","1991","Bavaria","","","","","2"
"Important","1991","Berlin","","","","","2"
"Important","1991","Brandenburg","","","","","2"
"Important","1991","Mecklenburg-Western Pomerania","","","","","2"
"Important","1991","Saxony","","","","","2"
"Important","1991","Saxony-Anhalt","","","","","2"
"Important","1991","Thuringia","","","","","2"
"Less important","1991","Hamburg","","","","","3"
"Less important","1991","Schleswig-Holstein","","","","","3"
"Less important","1991","Bremen","","","","","3"
"Less important","1991","Lower Saxony","","","","","3"
"Less important","1991","North Rhine-Westphalia","","","","","3"
"Less important","1991","Hesse","","","","","3"
"Less important","1991","Rhineland-Palatinate,Saarland","","","","","3"
"Less important","1991","Baden-Württemberg","","","","","3"
"Less important","1991","Bavaria","","","","","3"
"Less important","1991","Berlin","","","","","3"
"Less important","1991","Saxony","","","","","3"
"Less important","1991","Brandenburg","","","","","3"
"Less important","1991","Mecklenburg-Western Pomerania","","","","","3"
"Less important","1991","Saxony-Anhalt","","","","","3"
"Less important","1991","Thuringia","","","","","3"
"Quite unimportant","1991","Schleswig-Holstein","","","","","4"
"Quite unimportant","1991","Hamburg","","","","","4"
"Quite unimportant","1991","Lower Saxony","","","","","4"
"Quite unimportant","1991","Berlin","","","","","4"
"Quite unimportant","1991","Brandenburg","","","","","4"
"Quite unimportant","1991","Bavaria","","","","","4"
"Quite unimportant","1991","Bremen","","","","","4"
"Quite unimportant","1991","Rhineland-Palatinate,Saarland","","","","","4"
"Quite unimportant","1991","North Rhine-Westphalia","","","","","4"
"Quite unimportant","1991","Hesse","","","","","4"
"Quite unimportant","1991","Baden-Württemberg","","","","","4"
"Quite unimportant","1991","Mecklenburg-Western Pomerania","","","","","4"
"Quite unimportant","1991","Saxony","","","","","4"
"Quite unimportant","1991","Saxony-Anhalt","","","","","4"
"Quite unimportant","1991","Thuringia","","","","","4"
"Very important","1991","Schleswig-Holstein","","","","","1"
"Very important","1991","Hamburg","","","","","1"
"Very important","1991","Lower Saxony","","","","","1"
"Very important","1991","Bremen","","","","","1"
"Very important","1991","North Rhine-Westphalia","","","","","1"
"Very important","1991","Hesse","","","","","1"
"Very important","1991","Rhineland-Palatinate,Saarland","","","","","1"
"Very important","1991","Baden-Württemberg","","","","","1"
"Very important","1991","Bavaria","","","","","1"
"Very important","1991","Berlin","","","","","1"
"Very important","1991","Brandenburg","","","","","1"
"Very important","1991","Mecklenburg-Western Pomerania","","","","","1"
"Very important","1991","Saxony","","","","","1"
"Very important","1991","Saxony-Anhalt","","","","","1"
"Very important","1991","Thuringia","","","","","1"
"Important","1992","Lower Saxony","169","0.223713760356029","0.195413991834221","0.252013528877836","2"
"Important","1992","Bremen","20","","","","2"
"Important","1992","Hamburg","15","","","","2"
"Important","1992","Schleswig-Holstein","54","0.228296323331345","0.175082571010384","0.281510075652307","2"
"Important","1992","North Rhine-Westphalia","423","0.248704769960073","0.229211733944179","0.268197805975966","2"
"Important","1992","Baden-Württemberg","260","0.254941892641125","0.229256500367228","0.280627284915022","2"
"Important","1992","Rhineland-Palatinate,Saarland","159","0.316678271823425","0.277551868750227","0.355804674896623","2"
"Important","1992","Bavaria","284","0.232043665330067","0.209122905782158","0.254964424877976","2"
"Important","1992","Hesse","177","0.270950983544731","0.236913991657526","0.304987975431936","2"
"Important","1992","Berlin","118","0.274862746943665","0.235769901918187","0.313955591969142","2"
"Important","1992","Mecklenburg-Western Pomerania","81","0.226988157676542","0.186589425236953","0.267386890116131","2"
"Important","1992","Brandenburg","133","0.224799840466122","0.192903557883581","0.256696123048662","2"
"Important","1992","Saxony","200","0.175876294713751","0.153862853730096","0.197889735697407","2"
"Important","1992","Saxony-Anhalt","157","0.208099560956973","0.179426530086764","0.236772591827181","2"
"Important","1992","Thuringia","116","0.173549694143147","0.144979282136223","0.202120106150071","2"
"Less important","1992","Schleswig-Holstein","4","","","","3"
"Less important","1992","Hamburg","3","","","","3"
"Less important","1992","Lower Saxony","25","","","","3"
"Less important","1992","Bremen","1","","","","3"
"Less important","1992","North Rhine-Westphalia","59","0.0367127454409273","0.0282323041759776","0.045193186705877","3"
"Less important","1992","Hesse","22","","","","3"
"Less important","1992","Rhineland-Palatinate,Saarland","24","","","","3"
"Less important","1992","Bavaria","49","0.0499722421350039","0.0381415964388414","0.0618028878311664","3"
"Less important","1992","Baden-Württemberg","40","0.0501181354092918","0.0372592662256354","0.0629770045929483","3"
"Less important","1992","Berlin","14","","","","3"
"Less important","1992","Mecklenburg-Western Pomerania","14","","","","3"
"Less important","1992","Saxony","41","0.0431834132823213","0.0314300838886348","0.0549367426760077","3"
"Less important","1992","Brandenburg","32","0.0683792121917327","0.0490943395109123","0.0876640848725532","3"
"Less important","1992","Saxony-Anhalt","29","","","","3"
"Less important","1992","Thuringia","25","","","","3"
"Quite unimportant","1992","Hamburg","12","","","","4"
"Quite unimportant","1992","Schleswig-Holstein","8","","","","4"
"Quite unimportant","1992","Lower Saxony","36","0.0660627894823225","0.0491948170036898","0.0829307619609552","4"
"Quite unimportant","1992","Bremen","5","","","","4"
"Quite unimportant","1992","North Rhine-Westphalia","56","0.0448308541782717","0.0354991543260024","0.0541625540305411","4"
"Quite unimportant","1992","Hesse","22","","","","4"
"Quite unimportant","1992","Rhineland-Palatinate,Saarland","16","","","","4"
"Quite unimportant","1992","Baden-Württemberg","34","0.0469355166903838","0.0344707982786022","0.0594002351021654","4"
"Quite unimportant","1992","Bavaria","54","0.0601344390481218","0.0472260994247842","0.0730427786714594","4"
"Quite unimportant","1992","Berlin","18","","","","4"
"Quite unimportant","1992","Mecklenburg-Western Pomerania","10","","","","4"
"Quite unimportant","1992","Saxony","55","0.0804794144280879","0.0647500487621262","0.0962087800940495","4"
"Quite unimportant","1992","Saxony-Anhalt","35","0.0820125442375234","0.0626322108235009","0.101392877651546","4"
"Quite unimportant","1992","Brandenburg","23","","","","4"
"Quite unimportant","1992","Thuringia","29","","","","4"
"Very important","1992","Schleswig-Holstein","173","0.703342772126193","0.645431897780985","0.761253646471402","1"
"Very important","1992","Hamburg","83","0.677117579125678","0.590906493478753","0.763328664772603","1"
"Very important","1992","Lower Saxony","603","0.674283891108862","0.642459023808794","0.70610875840893","1"
"Very important","1992","Bremen","61","0.649497256676466","0.549238379630427","0.749756133722505","1"
"Very important","1992","North Rhine-Westphalia","1351","0.669751630420728","0.648543160239901","0.690960100601555","1"
"Very important","1992","Hesse","434","0.63437977865826","0.597497545399802","0.671262011916717","1"
"Very important","1992","Rhineland-Palatinate,Saarland","344","0.603092898881921","0.561941489087459","0.644244308676383","1"
"Very important","1992","Baden-Württemberg","772","0.648004455259199","0.619857714915273","0.676151195603125","1"
"Very important","1992","Bavaria","916","0.657849653486808","0.632089544247344","0.683609762726271","1"
"Very important","1992","Berlin","351","0.633584541223206","0.591393678279195","0.675775404167216","1"
"Very important","1992","Brandenburg","470","0.654437677340692","0.618102064979077","0.690773289702307","1"
"Very important","1992","Mecklenburg-Western Pomerania","308","0.693059246479532","0.648577121734588","0.737541371224476","1"
"Very important","1992","Saxony","853","0.700460877575839","0.673975461790077","0.726946293361602","1"
"Very important","1992","Saxony-Anhalt","549","0.669356635810529","0.636128083493374","0.702585188127684","1"
"Very important","1992","Thuringia","505","0.706252697503163","0.671891902147116","0.740613492859211","1"
"Important","1993","Hamburg","","","","","2"
"Important","1993","Lower Saxony","","","","","2"
"Important","1993","Bremen","","","","","2"
"Important","1993","Schleswig-Holstein","","","","","2"
"Important","1993","North Rhine-Westphalia","","","","","2"
"Important","1993","Baden-Württemberg","","","","","2"
"Important","1993","Hesse","","","","","2"
"Important","1993","Rhineland-Palatinate,Saarland","","","","","2"
"Important","1993","Bavaria","","","","","2"
"Important","1993","Berlin","","","","","2"
"Important","1993","Brandenburg","","","","","2"
"Important","1993","Mecklenburg-Western Pomerania","","","","","2"
"Important","1993","Saxony","","","","","2"
"Important","1993","Saxony-Anhalt","","","","","2"
"Important","1993","Thuringia","","","","","2"
"Less important","1993","Schleswig-Holstein","","","","","3"
"Less important","1993","North Rhine-Westphalia","","","","","3"
"Less important","1993","Hamburg","","","","","3"
"Less important","1993","Lower Saxony","","","","","3"
"Less important","1993","Bremen","","","","","3"
"Less important","1993","Hesse","","","","","3"
"Less important","1993","Rhineland-Palatinate,Saarland","","","","","3"
"Less important","1993","Baden-Württemberg","","","","","3"
"Less important","1993","Bavaria","","","","","3"
"Less important","1993","Berlin","","","","","3"
"Less important","1993","Mecklenburg-Western Pomerania","","","","","3"
"Less important","1993","Brandenburg","","","","","3"
"Less important","1993","Saxony","","","","","3"
"Less important","1993","Thuringia","","","","","3"
"Less important","1993","Saxony-Anhalt","","","","","3"
"Quite unimportant","1993","Hamburg","","","","","4"
"Quite unimportant","1993","Lower Saxony","","","","","4"
"Quite unimportant","1993","Schleswig-Holstein","","","","","4"
"Quite unimportant","1993","Bremen","","","","","4"
"Quite unimportant","1993","North Rhine-Westphalia","","","","","4"
"Quite unimportant","1993","Hesse","","","","","4"
"Quite unimportant","1993","Rhineland-Palatinate,Saarland","","","","","4"
"Quite unimportant","1993","Baden-Württemberg","","","","","4"
"Quite unimportant","1993","Bavaria","","","","","4"
"Quite unimportant","1993","Berlin","","","","","4"
"Quite unimportant","1993","Mecklenburg-Western Pomerania","","","","","4"
"Quite unimportant","1993","Saxony","","","","","4"
"Quite unimportant","1993","Saxony-Anhalt","","","","","4"
"Quite unimportant","1993","Brandenburg","","","","","4"
"Quite unimportant","1993","Thuringia","","","","","4"
"Very important","1993","Schleswig-Holstein","","","","","1"
"Very important","1993","Hamburg","","","","","1"
"Very important","1993","Lower Saxony","","","","","1"
"Very important","1993","Bremen","","","","","1"
"Very important","1993","North Rhine-Westphalia","","","","","1"
"Very important","1993","Hesse","","","","","1"
"Very important","1993","Rhineland-Palatinate,Saarland","","","","","1"
"Very important","1993","Baden-Württemberg","","","","","1"
"Very important","1993","Bavaria","","","","","1"
"Very important","1993","Berlin","","","","","1"
"Very important","1993","Brandenburg","","","","","1"
"Very important","1993","Mecklenburg-Western Pomerania","","","","","1"
"Very important","1993","Saxony","","","","","1"
"Very important","1993","Saxony-Anhalt","","","","","1"
"Very important","1993","Thuringia","","","","","1"
"Important","1994","Hamburg","","","","","2"
"Important","1994","Schleswig-Holstein","","","","","2"
"Important","1994","Lower Saxony","","","","","2"
"Important","1994","Bremen","","","","","2"
"Important","1994","North Rhine-Westphalia","","","","","2"
"Important","1994","Hesse","","","","","2"
"Important","1994","Rhineland-Palatinate,Saarland","","","","","2"
"Important","1994","Baden-Württemberg","","","","","2"
"Important","1994","Bavaria","","","","","2"
"Important","1994","Berlin","","","","","2"
"Important","1994","Brandenburg","","","","","2"
"Important","1994","Mecklenburg-Western Pomerania","","","","","2"
"Important","1994","Saxony","","","","","2"
"Important","1994","Saxony-Anhalt","","","","","2"
"Important","1994","Thuringia","","","","","2"
"Less important","1994","Schleswig-Holstein","","","","","3"
"Less important","1994","Hamburg","","","","","3"
"Less important","1994","Lower Saxony","","","","","3"
"Less important","1994","Bremen","","","","","3"
"Less important","1994","North Rhine-Westphalia","","","","","3"
"Less important","1994","Hesse","","","","","3"
"Less important","1994","Rhineland-Palatinate,Saarland","","","","","3"
"Less important","1994","Baden-Württemberg","","","","","3"
"Less important","1994","Berlin","","","","","3"
"Less important","1994","Bavaria","","","","","3"
"Less important","1994","Brandenburg","","","","","3"
"Less important","1994","Mecklenburg-Western Pomerania","","","","","3"
"Less important","1994","Saxony","","","","","3"
"Less important","1994","Thuringia","","","","","3"
"Less important","1994","Saxony-Anhalt","","","","","3"
"Quite unimportant","1994","Hamburg","","","","","4"
"Quite unimportant","1994","Schleswig-Holstein","","","","","4"
"Quite unimportant","1994","Lower Saxony","","","","","4"
"Quite unimportant","1994","Bremen","","","","","4"
"Quite unimportant","1994","Rhineland-Palatinate,Saarland","","","","","4"
"Quite unimportant","1994","Hesse","","","","","4"
"Quite unimportant","1994","North Rhine-Westphalia","","","","","4"
"Quite unimportant","1994","Baden-Württemberg","","","","","4"
"Quite unimportant","1994","Bavaria","","","","","4"
"Quite unimportant","1994","Berlin","","","","","4"
"Quite unimportant","1994","Brandenburg","","","","","4"
"Quite unimportant","1994","Mecklenburg-Western Pomerania","","","","","4"
"Quite unimportant","1994","Saxony","","","","","4"
"Quite unimportant","1994","Saxony-Anhalt","","","","","4"
"Quite unimportant","1994","Thuringia","","","","","4"
"Very important","1994","Schleswig-Holstein","","","","","1"
"Very important","1994","Hamburg","","","","","1"
"Very important","1994","Lower Saxony","","","","","1"
"Very important","1994","Bremen","","","","","1"
"Very important","1994","North Rhine-Westphalia","","","","","1"
"Very important","1994","Hesse","","","","","1"
"Very important","1994","Rhineland-Palatinate,Saarland","","","","","1"
"Very important","1994","Baden-Württemberg","","","","","1"
"Very important","1994","Bavaria","","","","","1"
"Very important","1994","Berlin","","","","","1"
"Very important","1994","Brandenburg","","","","","1"
"Very important","1994","Mecklenburg-Western Pomerania","","","","","1"
"Very important","1994","Saxony","","","","","1"
"Very important","1994","Saxony-Anhalt","","","","","1"
"Very important","1994","Thuringia","","","","","1"
"Important","1995","Hamburg","28","","","","2"
"Important","1995","Schleswig-Holstein","53","0.229099136815849","0.177719323522005","0.280478950109692","2"
"Important","1995","Lower Saxony","187","0.234235750428456","0.206703590532207","0.261767910324705","2"
"Important","1995","Bremen","15","","","","2"
"Important","1995","North Rhine-Westphalia","450","0.22877742598172","0.210509485813158","0.247045366150282","2"
"Important","1995","Hesse","156","0.227803584858471","0.196486404915864","0.259120764801078","2"
"Important","1995","Rhineland-Palatinate,Saarland","163","0.282278439164281","0.246848606886507","0.317708271442054","2"
"Important","1995","Baden-Württemberg","261","0.22511913281628","0.201379126173096","0.248859139459464","2"
"Important","1995","Bavaria","325","0.261996778533196","0.238855520497936","0.285138036568457","2"
"Important","1995","Berlin","106","0.220956940457795","0.184444420444337","0.257469460471253","2"
"Important","1995","Brandenburg","141","0.246778035165077","0.21178121767051","0.281774852659644","2"
"Important","1995","Mecklenburg-Western Pomerania","85","0.216816143586966","0.176977471745915","0.256654815428016","2"
"Important","1995","Saxony","217","0.197545275421128","0.173898183257949","0.221192367584307","2"
"Important","1995","Saxony-Anhalt","131","0.194102933280327","0.164288223940514","0.223917642620139","2"
"Important","1995","Thuringia","143","0.230380558959263","0.197959923963334","0.262801193955192","2"
"Less important","1995","Schleswig-Holstein","4","","","","3"
"Less important","1995","Lower Saxony","31","0.0425309788816242","0.0294125687565009","0.0556493890067476","3"
"Less important","1995","Hamburg","6","","","","3"
"Less important","1995","Bremen","2","","","","3"
"Less important","1995","North Rhine-Westphalia","77","0.0532103096711939","0.0434487821592606","0.0629718371831273","3"
"Less important","1995","Hesse","18","","","","3"
"Less important","1995","Rhineland-Palatinate,Saarland","24","","","","3"
"Less important","1995","Baden-Württemberg","49","0.0548101291020736","0.0418727261307901","0.0677475320733571","3"
"Less important","1995","Bavaria","57","0.049543954022998","0.0381238197210426","0.0609640883249535","3"
"Less important","1995","Berlin","22","","","","3"
"Less important","1995","Brandenburg","29","","","","3"
"Less important","1995","Mecklenburg-Western Pomerania","18","","","","3"
"Less important","1995","Saxony","35","0.040028921269562","0.028386316118258","0.0516715264208659","3"
"Less important","1995","Saxony-Anhalt","14","","","","3"
"Less important","1995","Thuringia","33","0.0817520548304929","0.0606565506528616","0.102847559008124","3"
"Quite unimportant","1995","Schleswig-Holstein","7","","","","4"
"Quite unimportant","1995","Hamburg","2","","","","4"
"Quite unimportant","1995","Lower Saxony","28","","","","4"
"Quite unimportant","1995","Bremen","9","","","","4"
"Quite unimportant","1995","Hesse","20","","","","4"
"Quite unimportant","1995","Rhineland-Palatinate,Saarland","20","","","","4"
"Quite unimportant","1995","North Rhine-Westphalia","36","0.0309788673035798","0.0234437065708992","0.0385140280362605","4"
"Quite unimportant","1995","Baden-Württemberg","38","0.0455223882259183","0.0336741833345514","0.0573705931172853","4"
"Quite unimportant","1995","Bavaria","54","0.0566286405772819","0.0444648405413149","0.0687924406132489","4"
"Quite unimportant","1995","Berlin","19","","","","4"
"Quite unimportant","1995","Brandenburg","16","","","","4"
"Quite unimportant","1995","Mecklenburg-Western Pomerania","13","","","","4"
"Quite unimportant","1995","Saxony","40","0.0622112085804462","0.0478655335302025","0.0765568836306899","4"
"Quite unimportant","1995","Saxony-Anhalt","33","0.0832791490193433","0.062450483914586","0.104107814124101","4"
"Quite unimportant","1995","Thuringia","22","","","","4"
"Very important","1995","Schleswig-Holstein","193","0.700497982612581","0.644498392291842","0.75649757293332","1"
"Very important","1995","Hamburg","68","0.653125006442957","0.56164713016439","0.744602882721523","1"
"Very important","1995","Lower Saxony","663","0.679040827371765","0.648692204503874","0.709389450239656","1"
"Very important","1995","Bremen","59","0.628153561129071","0.525410298050155","0.730896824207988","1"
"Very important","1995","North Rhine-Westphalia","1468","0.687033397043506","0.666866872850798","0.707199921236215","1"
"Very important","1995","Hesse","495","0.704128520732752","0.670047232714994","0.73820980875051","1"
"Very important","1995","Rhineland-Palatinate,Saarland","413","0.615390522417716","0.577095913473738","0.653685131361693","1"
"Very important","1995","Baden-Württemberg","841","0.674548349855728","0.647916155915651","0.701180543795804","1"
"Very important","1995","Bavaria","951","0.631830626866524","0.606448148402209","0.657213105330839","1"
"Very important","1995","Berlin","349","0.659949868523223","0.61825964729921","0.701640089747235","1"
"Very important","1995","Brandenburg","397","0.653927036973878","0.615311480626521","0.692542593321236","1"
"Very important","1995","Mecklenburg-Western Pomerania","295","0.690673323955295","0.645987249098528","0.735359398812062","1"
"Very important","1995","Saxony","797","0.700214594728864","0.673002938650003","0.727426250807725","1"
"Very important","1995","Saxony-Anhalt","498","0.702406600498864","0.667941410080603","0.736871790917125","1"
"Very important","1995","Thuringia","450","0.623961023037994","0.586665581760942","0.661256464315046","1"
"Important","1996","Hamburg","","","","","2"
"Important","1996","Schleswig-Holstein","","","","","2"
"Important","1996","Lower Saxony","","","","","2"
"Important","1996","Bremen","","","","","2"
"Important","1996","North Rhine-Westphalia","","","","","2"
"Important","1996","Hesse","","","","","2"
"Important","1996","Baden-Württemberg","","","","","2"
"Important","1996","Rhineland-Palatinate,Saarland","","","","","2"
"Important","1996","Bavaria","","","","","2"
"Important","1996","Berlin","","","","","2"
"Important","1996","Brandenburg","","","","","2"
"Important","1996","Mecklenburg-Western Pomerania","","","","","2"
"Important","1996","Saxony","","","","","2"
"Important","1996","Saxony-Anhalt","","","","","2"
"Important","1996","Thuringia","","","","","2"
"Less important","1996","Schleswig-Holstein","","","","","3"
"Less important","1996","Hamburg","","","","","3"
"Less important","1996","Lower Saxony","","","","","3"
"Less important","1996","Bremen","","","","","3"
"Less important","1996","North Rhine-Westphalia","","","","","3"
"Less important","1996","Hesse","","","","","3"
"Less important","1996","Rhineland-Palatinate,Saarland","","","","","3"
"Less important","1996","Bavaria","","","","","3"
"Less important","1996","Baden-Württemberg","","","","","3"
"Less important","1996","Berlin","","","","","3"
"Less important","1996","Brandenburg","","","","","3"
"Less important","1996","Mecklenburg-Western Pomerania","","","","","3"
"Less important","1996","Saxony","","","","","3"
"Less important","1996","Thuringia","","","","","3"
"Less important","1996","Saxony-Anhalt","","","","","3"
"Quite unimportant","1996","Lower Saxony","","","","","4"
"Quite unimportant","1996","Schleswig-Holstein","","","","","4"
"Quite unimportant","1996","Hamburg","","","","","4"
"Quite unimportant","1996","Bremen","","","","","4"
"Quite unimportant","1996","Hesse","","","","","4"
"Quite unimportant","1996","North Rhine-Westphalia","","","","","4"
"Quite unimportant","1996","Rhineland-Palatinate,Saarland","","","","","4"
"Quite unimportant","1996","Baden-Württemberg","","","","","4"
"Quite unimportant","1996","Bavaria","","","","","4"
"Quite unimportant","1996","Berlin","","","","","4"
"Quite unimportant","1996","Brandenburg","","","","","4"
"Quite unimportant","1996","Mecklenburg-Western Pomerania","","","","","4"
"Quite unimportant","1996","Saxony","","","","","4"
"Quite unimportant","1996","Saxony-Anhalt","","","","","4"
"Quite unimportant","1996","Thuringia","","","","","4"
"Very important","1996","Schleswig-Holstein","","","","","1"
"Very important","1996","Hamburg","","","","","1"
"Very important","1996","Lower Saxony","","","","","1"
"Very important","1996","Bremen","","","","","1"
"Very important","1996","North Rhine-Westphalia","","","","","1"
"Very important","1996","Hesse","","","","","1"
"Very important","1996","Rhineland-Palatinate,Saarland","","","","","1"
"Very important","1996","Baden-Württemberg","","","","","1"
"Very important","1996","Bavaria","","","","","1"
"Very important","1996","Berlin","","","","","1"
"Very important","1996","Thuringia","","","","","1"
"Very important","1996","Brandenburg","","","","","1"
"Very important","1996","Mecklenburg-Western Pomerania","","","","","1"
"Very important","1996","Saxony","","","","","1"
"Very important","1996","Saxony-Anhalt","","","","","1"
"Important","1997","Schleswig-Holstein","","","","","2"
"Important","1997","Hamburg","","","","","2"
"Important","1997","Bremen","","","","","2"
"Important","1997","North Rhine-Westphalia","","","","","2"
"Important","1997","Lower Saxony","","","","","2"
"Important","1997","Hesse","","","","","2"
"Important","1997","Rhineland-Palatinate,Saarland","","","","","2"
"Important","1997","Baden-Württemberg","","","","","2"
"Important","1997","Bavaria","","","","","2"
"Important","1997","Berlin","","","","","2"
"Important","1997","Brandenburg","","","","","2"
"Important","1997","Mecklenburg-Western Pomerania","","","","","2"
"Important","1997","Saxony","","","","","2"
"Important","1997","Saxony-Anhalt","","","","","2"
"Important","1997","Thuringia","","","","","2"
"Less important","1997","Schleswig-Holstein","","","","","3"
"Less important","1997","Hamburg","","","","","3"
"Less important","1997","Lower Saxony","","","","","3"
"Less important","1997","North Rhine-Westphalia","","","","","3"
"Less important","1997","Bremen","","","","","3"
"Less important","1997","Hesse","","","","","3"
"Less important","1997","Rhineland-Palatinate,Saarland","","","","","3"
"Less important","1997","Bavaria","","","","","3"
"Less important","1997","Berlin","","","","","3"
"Less important","1997","Baden-Württemberg","","","","","3"
"Less important","1997","Brandenburg","","","","","3"
"Less important","1997","Mecklenburg-Western Pomerania","","","","","3"
"Less important","1997","Saxony","","","","","3"
"Less important","1997","Thuringia","","","","","3"
"Less important","1997","Saxony-Anhalt","","","","","3"
"Quite unimportant","1997","Hamburg","","","","","4"
"Quite unimportant","1997","Lower Saxony","","","","","4"
"Quite unimportant","1997","Schleswig-Holstein","","","","","4"
"Quite unimportant","1997","Bremen","","","","","4"
"Quite unimportant","1997","North Rhine-Westphalia","","","","","4"
"Quite unimportant","1997","Hesse","","","","","4"
"Quite unimportant","1997","Rhineland-Palatinate,Saarland","","","","","4"
"Quite unimportant","1997","Baden-Württemberg","","","","","4"
"Quite unimportant","1997","Bavaria","","","","","4"
"Quite unimportant","1997","Berlin","","","","","4"
"Quite unimportant","1997","Brandenburg","","","","","4"
"Quite unimportant","1997","Mecklenburg-Western Pomerania","","","","","4"
"Quite unimportant","1997","Saxony","","","","","4"
"Quite unimportant","1997","Saxony-Anhalt","","","","","4"
"Quite unimportant","1997","Thuringia","","","","","4"
"Very important","1997","Schleswig-Holstein","","","","","1"
"Very important","1997","Hamburg","","","","","1"
"Very important","1997","Lower Saxony","","","","","1"
"Very important","1997","Bremen","","","","","1"
"Very important","1997","North Rhine-Westphalia","","","","","1"
"Very important","1997","Hesse","","","","","1"
