"plh0109","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","16-34 y.","Full Time","282","0.225476162348968","0.203679075520638","0.247273249177298","2"
"Important","1990","16-34 y.","Part Time","141","0.244267196420348","0.210583108431979","0.277951284408718","2"
"Important","1990","16-34 y.","Not Working","157","0.283054038548171","0.246039712431604","0.320068364664737","2"
"Important","1990","35-65 y.","Not Working","263","0.270955138934032","0.24383861197534","0.298071665892724","2"
"Important","1990","66 and older","Part Time","8","","","","2"
"Important","1990","35-65 y.","Part Time","169","0.26536984255852","0.2322568906092","0.29848279450784","2"
"Important","1990","35-65 y.","Full Time","485","0.281948248120888","0.260861201434142","0.303035294807634","2"
"Important","1990","66 and older","Full Time","1","","","","2"
"Important","1990","66 and older","Not Working","262","0.277097425623664","0.248858994429705","0.305335856817623","2"
"Less important","1990","16-34 y.","Part Time","31","0.0541052055164716","0.0363694772763191","0.0718409337566241","3"
"Less important","1990","35-65 y.","Part Time","13","","","","3"
"Less important","1990","16-34 y.","Full Time","62","0.0489206617121161","0.0376698131899307","0.0601715102343015","3"
"Less important","1990","35-65 y.","Full Time","57","0.0452734227868714","0.0355299369714984","0.0550169086022443","3"
"Less important","1990","16-34 y.","Not Working","34","0.0612875866205501","0.0415794983701057","0.0809956748709945","3"
"Less important","1990","66 and older","Part Time","2","","","","3"
"Less important","1990","66 and older","Not Working","72","0.088465641673781","0.0705489313594155","0.106382351988147","3"
"Less important","1990","35-65 y.","Not Working","23","","","","3"
"Less important","1990","66 and older","Full Time","","","","","3"
"Quite unimportant","1990","16-34 y.","Part Time","8","","","","4"
"Quite unimportant","1990","16-34 y.","Not Working","19","","","","4"
"Quite unimportant","1990","35-65 y.","Full Time","25","","","","4"
"Quite unimportant","1990","35-65 y.","Part Time","11","","","","4"
"Quite unimportant","1990","66 and older","Part Time","1","","","","4"
"Quite unimportant","1990","16-34 y.","Full Time","16","","","","4"
"Quite unimportant","1990","35-65 y.","Not Working","29","","","","4"
"Quite unimportant","1990","66 and older","Not Working","152","0.192951593046183","0.168053939985716","0.217849246106649","4"
"Quite unimportant","1990","66 and older","Full Time","","","","","4"
"Very important","1990","16-34 y.","Full Time","1052","0.711711770842717","0.688085440488085","0.735338101197349","1"
"Very important","1990","16-34 y.","Part Time","445","0.691779922427712","0.655578759528836","0.727981085326588","1"
"Very important","1990","16-34 y.","Not Working","359","0.623435223496672","0.583623821421679","0.663246625571664","1"
"Very important","1990","35-65 y.","Full Time","1182","0.653972770640877","0.631678762417287","0.676266778864468","1"
"Very important","1990","35-65 y.","Part Time","490","0.684109402823425","0.649246072687631","0.718972732959219","1"
