"pli0092_h","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1985","Employed","middle vocational","205","0.057922910134955","0.0501122107832363","0.0657336094866737"
"Min 1x per month","1985","Employed","vocational + Abi","7","","",""
"Min 1x per month","1985","Employed","higher vocational","36","0.0786907093646691","0.0537577666320144","0.103623652097324"
"Min 1x per month","1985","Employed","higher education","47","0.074776938899211","0.0538002620637108","0.0957536157347111"
"Rarely","1985","Not Employed","in school","21","","",""
"Rarely","1985","Not Employed","inadequately","16","","",""
"Rarely","1985","Not Employed","general elemantary","117","0.060223412902161","0.0482281201613156","0.0722187056430063"
"Rarely","1985","Not Employed","middle vocational","171","0.0850614672690417","0.0717884529187945","0.0983344816192889"
"Rarely","1985","Not Employed","vocational + Abi","13","","",""
"Rarely","1985","Not Employed","higher vocational","14","","",""
"Rarely","1985","Not Employed","higher education","18","","",""
"Rarely","1985","Employed","in school","2","","",""
"Rarely","1985","Employed","inadequately","38","0.0684497898024392","0.0463382787879656","0.0905613008169129"
"Rarely","1985","Employed","general elemantary","179","0.116448591211224","0.100370763163617","0.132526419258831"
"Rarely","1985","Employed","middle vocational","584","0.174873302362624","0.162172136459896","0.187574468265351"
"Rarely","1985","Employed","vocational + Abi","35","0.2152154941965","0.157680505420341","0.272750482972659"
"Rarely","1985","Employed","higher vocational","92","0.192070776055153","0.155593165001113","0.228548387109193"
"Rarely","1985","Employed","higher education","122","0.194451082016156","0.162887901213768","0.226014262818544"
"Never","1985","Not Employed","in school","39","0.185886247328334","0.129056200476872","0.242716294179796"
"Never","1985","Not Employed","inadequately","305","0.825509787866266","0.785048808600125","0.865970767132408"
"Never","1985","Not Employed","general elemantary","1102","0.771125396955795","0.749942899432624","0.792307894478965"
"Never","1985","Not Employed","middle vocational","1163","0.723232381209082","0.701945906664916","0.744518855753248"
"Never","1985","Not Employed","vocational + Abi","36","0.530732989490512","0.419264842308662","0.642201136672361"
"Never","1985","Not Employed","higher vocational","115","0.714772193957475","0.645877484301288","0.783666903613661"
"Never","1985","Not Employed","higher education","73","0.539726201342744","0.458878711484805","0.620573691200683"
"Never","1985","Employed","in school","1","","",""
"Never","1985","Employed","inadequately","416","0.761756387939194","0.724453031249647","0.79905974462874"
"Never","1985","Employed","general elemantary","992","0.622661680383701","0.598365619146285","0.646957741621117"
"Never","1985","Employed","middle vocational","1740","0.4854293833261","0.468718206466716","0.502140560185483"
"Never","1985","Employed","vocational + Abi","89","0.357456022759493","0.290362160407885","0.424549885111101"
"Never","1985","Employed","higher vocational","174","0.391328869430176","0.346135847755658","0.436521891104694"
"Never","1985","Employed","higher education","182","0.304858656852456","0.268146031110905","0.341571282594007"
"Daily","1986","Not Employed","in school","","","",""
"Daily","1986","Not Employed","inadequately","","","",""
"Daily","1986","Not Employed","general elemantary","","","",""
"Daily","1986","Not Employed","middle vocational","","","",""
"Daily","1986","Not Employed","vocational + Abi","","","",""
"Daily","1986","Not Employed","higher vocational","","","",""
"Daily","1986","Not Employed","higher education","","","",""
"Daily","1986","Employed","in school","","","",""
"Daily","1986","Employed","inadequately","","","",""
"Daily","1986","Employed","general elemantary","","","",""
"Daily","1986","Employed","middle vocational","","","",""
"Daily","1986","Employed","vocational + Abi","","","",""
"Daily","1986","Employed","higher vocational","","","",""
"Daily","1986","Employed","higher education","","","",""
"Min 1x per week","1986","Not Employed","in school","118","0.660963908123786","0.592000193991388","0.729927622256184"
"Min 1x per week","1986","Not Employed","inadequately","21","","",""
"Min 1x per week","1986","Not Employed","general elemantary","225","0.133233964130219","0.11515986651493","0.151308061745508"
"Min 1x per week","1986","Not Employed","middle vocational","318","0.173381796187563","0.154912491015931","0.191851101359195"
"Min 1x per week","1986","Not Employed","vocational + Abi","25","","",""
"Min 1x per week","1986","Not Employed","higher vocational","27","","",""
"Min 1x per week","1986","Not Employed","higher education","42","0.267090728458264","0.194826834636257","0.33935462228027"
"Min 1x per week","1986","Employed","in school","3","","",""
"Min 1x per week","1986","Employed","inadequately","36","0.169879890659792","0.135637146826216","0.204122634493368"
"Min 1x per week","1986","Employed","general elemantary","316","0.225127804339289","0.204192756628743","0.246062852049835"
"Min 1x per week","1986","Employed","middle vocational","926","0.293289014225481","0.277881400534214","0.308696627916747"
"Min 1x per week","1986","Employed","vocational + Abi","63","0.35843247892748","0.292627633971622","0.424237323883338"
"Min 1x per week","1986","Employed","higher vocational","140","0.340036458633338","0.294182284377362","0.385890632889314"
"Min 1x per week","1986","Employed","higher education","258","0.422918106386892","0.383454505615931","0.462381707157854"
"Min 1x per month","1986","Not Employed","in school","6","","",""
"Min 1x per month","1986","Not Employed","inadequately","5","","",""
"Min 1x per month","1986","Not Employed","general elemantary","45","0.0282182458099546","0.0194108486154558","0.0370256430044534"
"Min 1x per month","1986","Not Employed","middle vocational","55","0.0278985528072151","0.0198643468919478","0.0359327587224825"
"Min 1x per month","1986","Not Employed","vocational + Abi","2","","",""
"Min 1x per month","1986","Not Employed","higher vocational","8","","",""
"Min 1x per month","1986","Not Employed","higher education","12","","",""
"Min 1x per month","1986","Employed","in school","","","",""
"Min 1x per month","1986","Employed","inadequately","10","","",""
"Min 1x per month","1986","Employed","general elemantary","76","0.050600561315766","0.039614386613787","0.061586736017745"
"Min 1x per month","1986","Employed","middle vocational","244","0.072340219709453","0.0635732231229759","0.0811072162959301"
"Min 1x per month","1986","Employed","vocational + Abi","16","","",""
"Min 1x per month","1986","Employed","higher vocational","27","","",""
"Min 1x per month","1986","Employed","higher education","55","0.0976168520231104","0.0739081524951897","0.121325551551031"
"Rarely","1986","Not Employed","in school","32","0.155924884548353","0.103073414987511","0.208776354109194"
"Rarely","1986","Not Employed","inadequately","10","","",""
"Rarely","1986","Not Employed","general elemantary","75","0.0423818153434433","0.0316670127096299","0.0530966179772568"
"Rarely","1986","Not Employed","middle vocational","139","0.0700329373047383","0.0575825953334128","0.0824832792760638"
"Rarely","1986","Not Employed","vocational + Abi","8","","",""
"Rarely","1986","Not Employed","higher vocational","13","","",""
"Rarely","1986","Not Employed","higher education","16","","",""
"Rarely","1986","Employed","in school","1","","",""
"Rarely","1986","Employed","inadequately","40","0.0937853882112837","0.0672020067244993","0.120368769698068"
"Rarely","1986","Employed","general elemantary","186","0.131699506881728","0.114749438814097","0.148649574949358"
"Rarely","1986","Employed","middle vocational","536","0.164547610548748","0.151999648263532","0.177095572833965"
"Rarely","1986","Employed","vocational + Abi","39","0.228723131251868","0.171087214602783","0.286359047900953"
"Rarely","1986","Employed","higher vocational","79","0.208434753087865","0.169117371451477","0.247752134724253"
"Rarely","1986","Employed","higher education","94","0.151732635482115","0.123073985695236","0.180391285268995"
"Never","1986","Not Employed","in school","25","","",""
"Never","1986","Not Employed","inadequately","283","0.859709084103664","0.821598703799297","0.897819464408031"
"Never","1986","Not Employed","general elemantary","1013","0.796165974716383","0.774740110255998","0.817591839176768"
"Never","1986","Not Employed","middle vocational","1102","0.728686713700483","0.706994579516519","0.750378847884448"
"Never","1986","Not Employed","vocational + Abi","37","0.594228249374262","0.48080570271583","0.707650796032694"
"Never","1986","Not Employed","higher vocational","112","0.71842774621539","0.648737086357456","0.788118406073325"
"Never","1986","Not Employed","higher education","74","0.556864198365424","0.475728885901174","0.637999510829675"
"Never","1986","Employed","in school","1","","",""
"Never","1986","Employed","inadequately","376","0.705696030638304","0.664140005495439","0.747252055781168"
"Never","1986","Employed","general elemantary","951","0.592572127463218","0.567943493376765","0.61720076154967"
"Never","1986","Employed","middle vocational","1648","0.469823155516318","0.45293259163068","0.486713719401956"
"Never","1986","Employed","vocational + Abi","86","0.302315793169995","0.239293693068949","0.36533789327104"
"Never","1986","Employed","higher vocational","164","0.394723480641806","0.347410581920394","0.442036379363219"
"Never","1986","Employed","higher education","195","0.327732406107882","0.290236778517092","0.365228033698672"
"Daily","1987","Not Employed","in school","","","",""
"Daily","1987","Not Employed","inadequately","","","",""
"Daily","1987","Not Employed","general elemantary","","","",""
"Daily","1987","Not Employed","middle vocational","","","",""
"Daily","1987","Not Employed","vocational + Abi","","","",""
"Daily","1987","Not Employed","higher vocational","","","",""
"Daily","1987","Not Employed","higher education","","","",""
"Daily","1987","Employed","in school","","","",""
"Daily","1987","Employed","inadequately","","","",""
"Daily","1987","Employed","general elemantary","","","",""
"Daily","1987","Employed","middle vocational","","","",""
"Daily","1987","Employed","vocational + Abi","","","",""
"Daily","1987","Employed","higher vocational","","","",""
"Daily","1987","Employed","higher education","","","",""
"Min 1x per week","1987","Not Employed","in school","","","",""
"Min 1x per week","1987","Not Employed","inadequately","","","",""
"Min 1x per week","1987","Not Employed","general elemantary","","","",""
"Min 1x per week","1987","Not Employed","middle vocational","","","",""
"Min 1x per week","1987","Not Employed","vocational + Abi","","","",""
"Min 1x per week","1987","Not Employed","higher vocational","","","",""
"Min 1x per week","1987","Not Employed","higher education","","","",""
"Min 1x per week","1987","Employed","in school","","","",""
"Min 1x per week","1987","Employed","inadequately","","","",""
"Min 1x per week","1987","Employed","general elemantary","","","",""
"Min 1x per week","1987","Employed","middle vocational","","","",""
"Min 1x per week","1987","Employed","vocational + Abi","","","",""
"Min 1x per week","1987","Employed","higher vocational","","","",""
"Min 1x per week","1987","Employed","higher education","","","",""
"Min 1x per month","1987","Not Employed","in school","","","",""
"Min 1x per month","1987","Not Employed","inadequately","","","",""
"Min 1x per month","1987","Not Employed","general elemantary","","","",""
"Min 1x per month","1987","Not Employed","middle vocational","","","",""
"Min 1x per month","1987","Not Employed","vocational + Abi","","","",""
"Min 1x per month","1987","Not Employed","higher vocational","","","",""
"Min 1x per month","1987","Not Employed","higher education","","","",""
"Min 1x per month","1987","Employed","in school","","","",""
"Min 1x per month","1987","Employed","inadequately","","","",""
"Min 1x per month","1987","Employed","general elemantary","","","",""
"Min 1x per month","1987","Employed","middle vocational","","","",""
"Min 1x per month","1987","Employed","vocational + Abi","","","",""
"Min 1x per month","1987","Employed","higher vocational","","","",""
"Min 1x per month","1987","Employed","higher education","","","",""
"Rarely","1987","Not Employed","in school","","","",""
"Rarely","1987","Not Employed","inadequately","","","",""
"Rarely","1987","Not Employed","general elemantary","","","",""
"Rarely","1987","Not Employed","middle vocational","","","",""
"Rarely","1987","Not Employed","vocational + Abi","","","",""
"Rarely","1987","Not Employed","higher vocational","","","",""
"Rarely","1987","Not Employed","higher education","","","",""
"Rarely","1987","Employed","in school","","","",""
"Rarely","1987","Employed","inadequately","","","",""
"Rarely","1987","Employed","general elemantary","","","",""
"Rarely","1987","Employed","middle vocational","","","",""
"Rarely","1987","Employed","vocational + Abi","","","",""
"Rarely","1987","Employed","higher vocational","","","",""
"Rarely","1987","Employed","higher education","","","",""
"Never","1987","Not Employed","in school","","","",""
"Never","1987","Not Employed","inadequately","","","",""
"Never","1987","Not Employed","general elemantary","","","",""
"Never","1987","Not Employed","middle vocational","","","",""
"Never","1987","Not Employed","vocational + Abi","","","",""
"Never","1987","Not Employed","higher vocational","","","",""
"Never","1987","Not Employed","higher education","","","",""
"Never","1987","Employed","in school","","","",""
"Never","1987","Employed","inadequately","","","",""
"Never","1987","Employed","general elemantary","","","",""
"Never","1987","Employed","middle vocational","","","",""
"Never","1987","Employed","vocational + Abi","","","",""
"Never","1987","Employed","higher vocational","","","",""
"Never","1987","Employed","higher education","","","",""
"Daily","1988","Not Employed","in school","","","",""
"Daily","1988","Not Employed","inadequately","","","",""
"Daily","1988","Not Employed","general elemantary","","","",""
"Daily","1988","Not Employed","middle vocational","","","",""
"Daily","1988","Not Employed","vocational + Abi","","","",""
"Daily","1988","Not Employed","higher vocational","","","",""
"Daily","1988","Not Employed","higher education","","","",""
"Daily","1988","Employed","in school","","","",""
"Daily","1988","Employed","inadequately","","","",""
"Daily","1988","Employed","general elemantary","","","",""
"Daily","1988","Employed","middle vocational","","","",""
"Daily","1988","Employed","vocational + Abi","","","",""
"Daily","1988","Employed","higher vocational","","","",""
"Daily","1988","Employed","higher education","","","",""
"Min 1x per week","1988","Not Employed","in school","111","0.727023728944741","0.656434389656773","0.797613068232708"
"Min 1x per week","1988","Not Employed","inadequately","15","","",""
"Min 1x per week","1988","Not Employed","general elemantary","200","0.137428227015598","0.117907331755908","0.156949122275288"
"Min 1x per week","1988","Not Employed","middle vocational","288","0.17451525305731","0.155210862904836","0.193819643209785"
"Min 1x per week","1988","Not Employed","vocational + Abi","18","","",""
"Min 1x per week","1988","Not Employed","higher vocational","28","","",""
"Min 1x per week","1988","Not Employed","higher education","37","0.26957358951412","0.1932948830664","0.34585229596184"
"Min 1x per week","1988","Employed","in school","5","","",""
"Min 1x per week","1988","Employed","inadequately","30","0.117032599378294","0.0855301838484483","0.148535014908139"
"Min 1x per week","1988","Employed","general elemantary","323","0.223601870994305","0.202600282139388","0.244603459849222"
"Min 1x per week","1988","Employed","middle vocational","882","0.289847800525425","0.274160310920474","0.305535290130376"
"Min 1x per week","1988","Employed","vocational + Abi","63","0.340735712704507","0.275049882143276","0.406421543265738"
"Min 1x per week","1988","Employed","higher vocational","132","0.335837574908095","0.28878380743265","0.38289134238354"
"Min 1x per week","1988","Employed","higher education","246","0.42720632392826","0.386561064346072","0.467851583510448"
"Min 1x per month","1988","Not Employed","in school","9","","",""
"Min 1x per month","1988","Not Employed","inadequately","3","","",""
"Min 1x per month","1988","Not Employed","general elemantary","35","0.0230809971010364","0.0145672508831028","0.0315947433189701"
"Min 1x per month","1988","Not Employed","middle vocational","59","0.0362415534712441","0.0267361103944104","0.0457469965480778"
"Min 1x per month","1988","Not Employed","vocational + Abi","3","","",""
"Min 1x per month","1988","Not Employed","higher vocational","6","","",""
"Min 1x per month","1988","Not Employed","higher education","7","","",""
"Min 1x per month","1988","Employed","in school","","","",""
"Min 1x per month","1988","Employed","inadequately","10","","",""
"Min 1x per month","1988","Employed","general elemantary","86","0.0505931089757129","0.0395461162208223","0.0616401017306036"
"Min 1x per month","1988","Employed","middle vocational","216","0.0709494188548518","0.0620719975901247","0.079826840119579"
"Min 1x per month","1988","Employed","vocational + Abi","14","","",""
"Min 1x per month","1988","Employed","higher vocational","31","0.0856999405712127","0.0578113065663794","0.113588574576046"
"Min 1x per month","1988","Employed","higher education","38","0.071520861868385","0.050347276584441","0.092694447152329"
"Rarely","1988","Not Employed","in school","13","","",""
"Rarely","1988","Not Employed","inadequately","10","","",""
"Rarely","1988","Not Employed","general elemantary","85","0.053395925066212","0.040649089581647","0.0661427605507769"
"Rarely","1988","Not Employed","middle vocational","170","0.0974354161507785","0.0823526002404247","0.112518232061132"
"Rarely","1988","Not Employed","vocational + Abi","7","","",""
"Rarely","1988","Not Employed","higher vocational","18","","",""
"Rarely","1988","Not Employed","higher education","13","","",""
"Rarely","1988","Employed","in school","1","","",""
"Rarely","1988","Employed","inadequately","23","","",""
"Rarely","1988","Employed","general elemantary","183","0.126115601368532","0.109382224358753","0.142848978378311"
"Rarely","1988","Employed","middle vocational","544","0.175778453178847","0.162617191341625","0.18893971501607"
"Rarely","1988","Employed","vocational + Abi","41","0.227110851407522","0.169046358069853","0.285175344745191"
"Rarely","1988","Employed","higher vocational","85","0.206093668613952","0.165793249170623","0.246394088057281"
"Rarely","1988","Employed","higher education","117","0.20149849071431","0.168540120539741","0.234456860888879"
"Never","1988","Not Employed","in school","20","","",""
"Never","1988","Not Employed","inadequately","271","0.821458641572486","0.778050142900531","0.864867140244442"
"Never","1988","Not Employed","general elemantary","875","0.786094850817154","0.762845424894606","0.809344276739701"
"Never","1988","Not Employed","middle vocational","968","0.691807777320667","0.668322893195518","0.715292661445816"
"Never","1988","Not Employed","vocational + Abi","42","0.583968915649506","0.468502196339361","0.699435634959652"
"Never","1988","Not Employed","higher vocational","98","0.673976920268472","0.598961741826787","0.748992098710156"
"Never","1988","Not Employed","higher education","73","0.587480179794593","0.502855812563394","0.672104547025792"
"Never","1988","Employed","in school","2","","",""
"Never","1988","Employed","inadequately","337","0.777886993959233","0.737152404336434","0.818621583582032"
"Never","1988","Employed","general elemantary","920","0.59968941866145","0.574993003155887","0.624385834167013"
"Never","1988","Employed","middle vocational","1571","0.463424327440876","0.446181930783947","0.480666724097805"
"Never","1988","Employed","vocational + Abi","82","0.334748261595865","0.269347129295154","0.400149393896577"
"Never","1988","Employed","higher vocational","139","0.372368815906741","0.324203821170424","0.420533810643057"
"Never","1988","Employed","higher education","168","0.299774323489045","0.262129246512805","0.337419400465285"
"Daily","1989","Not Employed","in school","","","",""
"Daily","1989","Not Employed","inadequately","","","",""
"Daily","1989","Not Employed","general elemantary","","","",""
"Daily","1989","Not Employed","middle vocational","","","",""
"Daily","1989","Not Employed","vocational + Abi","","","",""
"Daily","1989","Not Employed","higher vocational","","","",""
"Daily","1989","Not Employed","higher education","","","",""
"Daily","1989","Employed","in school","","","",""
"Daily","1989","Employed","inadequately","","","",""
"Daily","1989","Employed","general elemantary","","","",""
"Daily","1989","Employed","middle vocational","","","",""
"Daily","1989","Employed","vocational + Abi","","","",""
"Daily","1989","Employed","higher vocational","","","",""
"Daily","1989","Employed","higher education","","","",""
"Min 1x per week","1989","Not Employed","in school","","","",""
"Min 1x per week","1989","Not Employed","inadequately","","","",""
"Min 1x per week","1989","Not Employed","general elemantary","","","",""
"Min 1x per week","1989","Not Employed","middle vocational","","","",""
"Min 1x per week","1989","Not Employed","vocational + Abi","","","",""
"Min 1x per week","1989","Not Employed","higher vocational","","","",""
"Min 1x per week","1989","Not Employed","higher education","","","",""
"Min 1x per week","1989","Employed","in school","","","",""
"Min 1x per week","1989","Employed","inadequately","","","",""
"Min 1x per week","1989","Employed","general elemantary","","","",""
"Min 1x per week","1989","Employed","middle vocational","","","",""
"Min 1x per week","1989","Employed","vocational + Abi","","","",""
"Min 1x per week","1989","Employed","higher vocational","","","",""
"Min 1x per week","1989","Employed","higher education","","","",""
"Min 1x per month","1989","Not Employed","in school","","","",""
"Min 1x per month","1989","Not Employed","inadequately","","","",""
"Min 1x per month","1989","Not Employed","general elemantary","","","",""
"Min 1x per month","1989","Not Employed","middle vocational","","","",""
"Min 1x per month","1989","Not Employed","vocational + Abi","","","",""
"Min 1x per month","1989","Not Employed","higher vocational","","","",""
"Min 1x per month","1989","Not Employed","higher education","","","",""
"Min 1x per month","1989","Employed","in school","","","",""
"Min 1x per month","1989","Employed","inadequately","","","",""
"Min 1x per month","1989","Employed","general elemantary","","","",""
"Min 1x per month","1989","Employed","middle vocational","","","",""
"Min 1x per month","1989","Employed","vocational + Abi","","","",""
"Min 1x per month","1989","Employed","higher vocational","","","",""
"Min 1x per month","1989","Employed","higher education","","","",""
"Rarely","1989","Not Employed","in school","","","",""
"Rarely","1989","Not Employed","inadequately","","","",""
"Rarely","1989","Not Employed","general elemantary","","","",""
"Rarely","1989","Not Employed","middle vocational","","","",""
"Rarely","1989","Not Employed","vocational + Abi","","","",""
"Rarely","1989","Not Employed","higher vocational","","","",""
"Rarely","1989","Not Employed","higher education","","","",""
"Rarely","1989","Employed","in school","","","",""
"Rarely","1989","Employed","inadequately","","","",""
"Rarely","1989","Employed","general elemantary","","","",""
"Rarely","1989","Employed","middle vocational","","","",""
"Rarely","1989","Employed","vocational + Abi","","","",""
"Rarely","1989","Employed","higher vocational","","","",""
"Rarely","1989","Employed","higher education","","","",""
"Never","1989","Not Employed","in school","","","",""
"Never","1989","Not Employed","inadequately","","","",""
"Never","1989","Not Employed","general elemantary","","","",""
"Never","1989","Not Employed","middle vocational","","","",""
"Never","1989","Not Employed","vocational + Abi","","","",""
"Never","1989","Not Employed","higher vocational","","","",""
"Never","1989","Not Employed","higher education","","","",""
"Never","1989","Employed","in school","","","",""
"Never","1989","Employed","inadequately","","","",""
"Never","1989","Employed","general elemantary","","","",""
"Never","1989","Employed","middle vocational","","","",""
"Never","1989","Employed","vocational + Abi","","","",""
"Never","1989","Employed","higher vocational","","","",""
"Never","1989","Employed","higher education","","","",""
"Daily","1990","Not Employed","in school","13","","",""
"Daily","1990","Not Employed","inadequately","1","","",""
"Daily","1990","Not Employed","general elemantary","34","0.023672158668557","0.0146095753450065","0.0327347419921074"
"Daily","1990","Not Employed","middle vocational","42","0.0279165624799761","0.0193454018300741","0.0364877231298781"
"Daily","1990","Not Employed","vocational + Abi","4","","",""
"Daily","1990","Not Employed","higher vocational","4","","",""
"Daily","1990","Not Employed","higher education","13","","",""
"Daily","1990","Employed","in school","4","","",""
"Daily","1990","Employed","inadequately","11","","",""
"Daily","1990","Employed","general elemantary","53","0.0390870059443332","0.028873020455764","0.0493009914329024"
"Daily","1990","Employed","middle vocational","139","0.0465826634206487","0.0391938149424998","0.0539715118987976"
"Daily","1990","Employed","vocational + Abi","10","","",""
"Daily","1990","Employed","higher vocational","19","","",""
"Daily","1990","Employed","higher education","32","0.0567313872964249","0.037606040146384","0.0758567344464658"
"Min 1x per week","1990","Not Employed","in school","85","0.64240207144679","0.564921933158867","0.719882209734713"
"Min 1x per week","1990","Not Employed","inadequately","9","","",""
"Min 1x per week","1990","Not Employed","general elemantary","142","0.122560156360222","0.103011425253962","0.142108887466482"
"Min 1x per week","1990","Not Employed","middle vocational","281","0.186542178375725","0.166274083201067","0.206810273550383"
"Min 1x per week","1990","Not Employed","vocational + Abi","21","","",""
"Min 1x per week","1990","Not Employed","higher vocational","31","0.216689152196236","0.147951577678434","0.285426726714037"
"Min 1x per week","1990","Not Employed","higher education","34","0.252357922057001","0.177975933892474","0.326739910221527"
"Min 1x per week","1990","Employed","in school","8","","",""
"Min 1x per week","1990","Employed","inadequately","24","","",""
"Min 1x per week","1990","Employed","general elemantary","265","0.214045323839721","0.192428662221485","0.235661985457958"
"Min 1x per week","1990","Employed","middle vocational","872","0.286421139996016","0.270570507295359","0.302271772696672"
"Min 1x per week","1990","Employed","vocational + Abi","77","0.435309019835355","0.368252238773862","0.502365800896847"
"Min 1x per week","1990","Employed","higher vocational","112","0.301331266485916","0.254891480485955","0.347771052485876"
"Min 1x per week","1990","Employed","higher education","213","0.39261365933564","0.35224027591665","0.432987042754629"
"Min 1x per month","1990","Not Employed","in school","16","","",""
"Min 1x per month","1990","Not Employed","inadequately","4","","",""
"Min 1x per month","1990","Not Employed","general elemantary","50","0.0358438939876007","0.0247619356239337","0.0469258523512677"
"Min 1x per month","1990","Not Employed","middle vocational","90","0.0616337304651831","0.0491209935110024","0.0741464674193638"
"Min 1x per month","1990","Not Employed","vocational + Abi","5","","",""
"Min 1x per month","1990","Not Employed","higher vocational","5","","",""
"Min 1x per month","1990","Not Employed","higher education","5","","",""
"Min 1x per month","1990","Employed","in school","1","","",""
"Min 1x per month","1990","Employed","inadequately","18","","",""
"Min 1x per month","1990","Employed","general elemantary","109","0.081858159113427","0.0674096552833844","0.0963066629434696"
"Min 1x per month","1990","Employed","middle vocational","345","0.113905808535333","0.102767071258943","0.125044545811722"
"Min 1x per month","1990","Employed","vocational + Abi","23","","",""
"Min 1x per month","1990","Employed","higher vocational","54","0.152103422922191","0.115756019445522","0.188450826398859"
"Min 1x per month","1990","Employed","higher education","67","0.121696433083146","0.0946667358478409","0.148726130318451"
"Rarely","1990","Not Employed","in school","14","","",""
"Rarely","1990","Not Employed","inadequately","21","","",""
"Rarely","1990","Not Employed","general elemantary","110","0.0828583616365238","0.0664251813313088","0.0992915419417387"
"Rarely","1990","Not Employed","middle vocational","215","0.140663008004335","0.122573423276628","0.158752592732042"
"Rarely","1990","Not Employed","vocational + Abi","17","","",""
"Rarely","1990","Not Employed","higher vocational","17","","",""
"Rarely","1990","Not Employed","higher education","25","","",""
"Rarely","1990","Employed","in school","1","","",""
"Rarely","1990","Employed","inadequately","41","0.140642962048742","0.104928573393291","0.176357350704194"
"Rarely","1990","Employed","general elemantary","260","0.21561151910546","0.19393754329664","0.237285494914281"
"Rarely","1990","Employed","middle vocational","758","0.257978652157097","0.242638729677734","0.273318574636461"
"Rarely","1990","Employed","vocational + Abi","47","0.229524994932382","0.172648514493353","0.286401475371412"
"Rarely","1990","Employed","higher vocational","107","0.295438290471161","0.249261327471218","0.341615253471105"
"Rarely","1990","Employed","higher education","140","0.24353825035044","0.208052253432673","0.279024247268208"
"Never","1990","Not Employed","in school","19","","",""
"Never","1990","Not Employed","inadequately","230","0.836341499511306","0.791797802300765","0.880885196721847"
"Never","1990","Not Employed","general elemantary","745","0.735065429347096","0.708758657451701","0.761372201242491"
"Never","1990","Not Employed","middle vocational","791","0.583244520674781","0.557592422919614","0.608896618429948"
"Never","1990","Not Employed","vocational + Abi","38","0.4945708416377","0.3882831368951","0.600858546380301"
"Never","1990","Not Employed","higher vocational","81","0.58991326509506","0.507851568891345","0.671974961298774"
"Never","1990","Not Employed","higher education","54","0.405178053970022","0.321110406951331","0.489245700988714"
"Never","1990","Employed","in school","1","","",""
"Never","1990","Employed","inadequately","270","0.635128397242676","0.585674764780114","0.684582029705238"
"Never","1990","Employed","general elemantary","696","0.449397991997058","0.423181688251311","0.475614295742805"
"Never","1990","Employed","middle vocational","1011","0.295111735890906","0.279120705063932","0.31110276671788"
"Never","1990","Employed","vocational + Abi","53","0.167741806186338","0.117207286646551","0.218276325726126"
