"pli0092_h","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","1985","(Married) couple without C. ","Male","122","0.0972887356622494","0.080493418409209","0.11408405291529"
"Rarely","1985","(Married) couple without C. ","Female","144","0.119728799258113","0.101345339773078","0.138112258743147"
"Rarely","1985","Single parent ","Male","31","0.172119462986579","0.117576590392432","0.226662335580725"
"Rarely","1985","Single parent ","Female","43","0.12663326907658","0.0920388417354373","0.161227696417723"
"Rarely","1985","Couple + C. LE 16 ","Male","233","0.186716127375249","0.165765472806401","0.207666781944096"
"Rarely","1985","Couple + C. LE 16 ","Female","193","0.172636687591551","0.152271761148579","0.193001614034524"
"Rarely","1985","Couple + C. GT 16 ","Male","151","0.136303893788918","0.116009245324545","0.156598542253291"
"Rarely","1985","Couple + C. GT 16 ","Female","123","0.126364989614327","0.104777318512774","0.147952660715879"
"Rarely","1985","Couple + C. LE and GT 16","Male","123","0.167543388808857","0.141744880114158","0.193341897503557"
"Rarely","1985","Couple + C. LE and GT 16","Female","92","0.162627106638733","0.134788203406668","0.190466009870797"
"Never","1985","1-pers.-HH","Male","250","0.535142138715277","0.489808948825258","0.580475328605295"
"Never","1985","1-pers.-HH","Female","487","0.738602541637341","0.706028954889993","0.77117612838469"
"Never","1985","(Married) couple without C. ","Male","755","0.648663304813576","0.621607907108124","0.675718702519029"
"Never","1985","(Married) couple without C. ","Female","814","0.678905372054492","0.6524666277662","0.705344116342784"
"Never","1985","Single parent ","Male","78","0.421530556152279","0.350180565267612","0.492880547036946"
"Never","1985","Single parent ","Female","230","0.626699888085448","0.576385431891978","0.677014344278918"
"Never","1985","Couple + C. LE 16 ","Male","673","0.460358655589788","0.433561643950681","0.487155667228895"
"Never","1985","Couple + C. LE 16 ","Female","819","0.528459855236898","0.501561018071022","0.555358692402775"
"Never","1985","Couple + C. GT 16 ","Male","532","0.482743490937369","0.453186643049299","0.51230033882544"
"Never","1985","Couple + C. GT 16 ","Female","543","0.566255343039669","0.534055732390237","0.598454953689102"
"Never","1985","Couple + C. LE and GT 16","Male","404","0.445261236394902","0.410929019153784","0.479593453636021"
"Never","1985","Couple + C. LE and GT 16","Female","448","0.550541647727133","0.513015323941921","0.588067971512346"
"Daily","1986","1-pers.-HH","Male","","","",""
"Daily","1986","1-pers.-HH","Female","","","",""
"Daily","1986","(Married) couple without C. ","Male","","","",""
"Daily","1986","(Married) couple without C. ","Female","","","",""
"Daily","1986","Single parent ","Male","","","",""
"Daily","1986","Single parent ","Female","","","",""
"Daily","1986","Couple + C. LE 16 ","Male","","","",""
"Daily","1986","Couple + C. LE 16 ","Female","","","",""
"Daily","1986","Couple + C. GT 16 ","Male","","","",""
"Daily","1986","Couple + C. GT 16 ","Female","","","",""
"Daily","1986","Couple + C. LE and GT 16","Male","","","",""
"Daily","1986","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per week","1986","1-pers.-HH","Male","134","0.297713746914504","0.255560075915005","0.339867417914003"
"Min 1x per week","1986","1-pers.-HH","Female","130","0.166095427824873","0.137659188509663","0.194531667140082"
"Min 1x per week","1986","(Married) couple without C. ","Male","295","0.235089088419533","0.210842489875302","0.259335686963763"
"Min 1x per week","1986","(Married) couple without C. ","Female","230","0.195377285395089","0.172745210671566","0.218009360118612"
"Min 1x per week","1986","Single parent ","Male","72","0.410650266763949","0.338379828205587","0.482920705322311"
"Min 1x per week","1986","Single parent ","Female","75","0.249451075541915","0.202480975535996","0.296421175547834"
"Min 1x per week","1986","Couple + C. LE 16 ","Male","308","0.291970588723372","0.266224285248913","0.317716892197831"
"Min 1x per week","1986","Couple + C. LE 16 ","Female","218","0.22285151813216","0.199285864943296","0.246417171321024"
"Min 1x per week","1986","Couple + C. GT 16 ","Male","361","0.316222347128503","0.289288457371598","0.343156236885409"
"Min 1x per week","1986","Couple + C. GT 16 ","Female","217","0.248842709514177","0.221174912809744","0.27651050621861"
"Min 1x per week","1986","Couple + C. LE and GT 16","Male","239","0.32762039767966","0.294030383213109","0.361210412146211"
"Min 1x per week","1986","Couple + C. LE and GT 16","Female","122","0.243172068426854","0.209987513491197","0.276356623362512"
"Min 1x per month","1986","1-pers.-HH","Male","28","","",""
"Min 1x per month","1986","1-pers.-HH","Female","30","0.037184949664726","0.022727550285769","0.0516423490436829"
"Min 1x per month","1986","(Married) couple without C. ","Male","53","0.0416721122827518","0.0302457239890203","0.0530985005764833"
"Min 1x per month","1986","(Married) couple without C. ","Female","53","0.043052926960834","0.0314668478687513","0.0546390060529167"
"Min 1x per month","1986","Single parent ","Male","15","","",""
"Min 1x per month","1986","Single parent ","Female","15","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","Male","95","0.0842753143845844","0.0685444591811901","0.100006169587979"
"Min 1x per month","1986","Couple + C. LE 16 ","Female","65","0.0627312032931488","0.0490004750892066","0.0764619314970909"
"Min 1x per month","1986","Couple + C. GT 16 ","Male","75","0.0681859322217352","0.0535857804531002","0.0827860839903703"
"Min 1x per month","1986","Couple + C. GT 16 ","Female","47","0.0615151440537346","0.0461388622787075","0.0768914258287616"
"Min 1x per month","1986","Couple + C. LE and GT 16","Male","45","0.0581984250854843","0.041443102960809","0.0749537472101596"
"Min 1x per month","1986","Couple + C. LE and GT 16","Female","22","","",""
"Rarely","1986","1-pers.-HH","Male","58","0.12739328722726","0.0966562912337911","0.15813028322073"
"Rarely","1986","1-pers.-HH","Female","54","0.0679599257570162","0.0487299434353481","0.0871899080786843"
"Rarely","1986","(Married) couple without C. ","Male","108","0.0823617166289874","0.066642618882547","0.0980808143754277"
"Rarely","1986","(Married) couple without C. ","Female","110","0.082318332118266","0.0666296848871527","0.0980069793493793"
"Rarely","1986","Single parent ","Male","30","0.16051288049101","0.106586651369464","0.214439109612556"
"Rarely","1986","Single parent ","Female","29","","",""
"Rarely","1986","Couple + C. LE 16 ","Male","195","0.180245442729001","0.158478684755174","0.202012200702828"
"Rarely","1986","Couple + C. LE 16 ","Female","170","0.16831873870524","0.147131987131737","0.189505490278742"
"Rarely","1986","Couple + C. GT 16 ","Male","159","0.140165244775938","0.120057053144442","0.160273436407433"
"Rarely","1986","Couple + C. GT 16 ","Female","121","0.132927190761719","0.111201111041227","0.154653270482211"
"Rarely","1986","Couple + C. LE and GT 16","Male","98","0.154322531725484","0.128468129029321","0.180176934421647"
"Rarely","1986","Couple + C. LE and GT 16","Female","83","0.14442559374936","0.11723419490987","0.17161699258885"
"Never","1986","1-pers.-HH","Male","232","0.520648278241468","0.474593124362873","0.566703432120063"
"Never","1986","1-pers.-HH","Female","444","0.728759696753385","0.694789002069839","0.762730391436932"
"Never","1986","(Married) couple without C. ","Male","719","0.640877082668728","0.613446306978199","0.668307858359257"
"Never","1986","(Married) couple without C. ","Female","786","0.679251455525811","0.652608105860768","0.705894805190854"
"Never","1986","Single parent ","Male","61","0.344581339132551","0.274767203041945","0.414395475223157"
"Never","1986","Single parent ","Female","207","0.62093831562456","0.568273755073603","0.673602876175516"
"Never","1986","Couple + C. LE 16 ","Male","600","0.443508654163042","0.415376697563077","0.471640610763007"
"Never","1986","Couple + C. LE 16 ","Female","745","0.546098539869452","0.517905884690757","0.574291195048147"
"Never","1986","Couple + C. GT 16 ","Male","550","0.475426475873824","0.446500353906853","0.504352597840794"
"Never","1986","Couple + C. GT 16 ","Female","553","0.55671495567037","0.524923921515784","0.588505989824955"
"Never","1986","Couple + C. LE and GT 16","Male","368","0.459858645509372","0.424190268222528","0.495527022796216"
"Never","1986","Couple + C. LE and GT 16","Female","415","0.571640029453956","0.533362285462719","0.609917773445193"
"Daily","1987","1-pers.-HH","Male","","","",""
"Daily","1987","1-pers.-HH","Female","","","",""
"Daily","1987","(Married) couple without C. ","Male","","","",""
"Daily","1987","(Married) couple without C. ","Female","","","",""
"Daily","1987","Single parent ","Male","","","",""
"Daily","1987","Single parent ","Female","","","",""
"Daily","1987","Couple + C. LE 16 ","Male","","","",""
"Daily","1987","Couple + C. LE 16 ","Female","","","",""
"Daily","1987","Couple + C. GT 16 ","Male","","","",""
"Daily","1987","Couple + C. GT 16 ","Female","","","",""
"Daily","1987","Couple + C. LE and GT 16","Male","","","",""
"Daily","1987","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per week","1987","1-pers.-HH","Male","","","",""
"Min 1x per week","1987","1-pers.-HH","Female","","","",""
"Min 1x per week","1987","(Married) couple without C. ","Male","","","",""
"Min 1x per week","1987","(Married) couple without C. ","Female","","","",""
"Min 1x per week","1987","Single parent ","Male","","","",""
"Min 1x per week","1987","Single parent ","Female","","","",""
"Min 1x per week","1987","Couple + C. LE 16 ","Male","","","",""
"Min 1x per week","1987","Couple + C. LE 16 ","Female","","","",""
"Min 1x per week","1987","Couple + C. GT 16 ","Male","","","",""
"Min 1x per week","1987","Couple + C. GT 16 ","Female","","","",""
"Min 1x per week","1987","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per week","1987","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per month","1987","1-pers.-HH","Male","","","",""
"Min 1x per month","1987","1-pers.-HH","Female","","","",""
"Min 1x per month","1987","(Married) couple without C. ","Male","","","",""
"Min 1x per month","1987","(Married) couple without C. ","Female","","","",""
"Min 1x per month","1987","Single parent ","Male","","","",""
"Min 1x per month","1987","Single parent ","Female","","","",""
"Min 1x per month","1987","Couple + C. LE 16 ","Male","","","",""
"Min 1x per month","1987","Couple + C. LE 16 ","Female","","","",""
"Min 1x per month","1987","Couple + C. GT 16 ","Male","","","",""
"Min 1x per month","1987","Couple + C. GT 16 ","Female","","","",""
"Min 1x per month","1987","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per month","1987","Couple + C. LE and GT 16","Female","","","",""
"Rarely","1987","1-pers.-HH","Male","","","",""
"Rarely","1987","1-pers.-HH","Female","","","",""
"Rarely","1987","(Married) couple without C. ","Male","","","",""
"Rarely","1987","(Married) couple without C. ","Female","","","",""
"Rarely","1987","Single parent ","Male","","","",""
"Rarely","1987","Single parent ","Female","","","",""
"Rarely","1987","Couple + C. LE 16 ","Male","","","",""
"Rarely","1987","Couple + C. LE 16 ","Female","","","",""
"Rarely","1987","Couple + C. GT 16 ","Male","","","",""
"Rarely","1987","Couple + C. GT 16 ","Female","","","",""
"Rarely","1987","Couple + C. LE and GT 16","Male","","","",""
"Rarely","1987","Couple + C. LE and GT 16","Female","","","",""
"Never","1987","1-pers.-HH","Male","","","",""
"Never","1987","1-pers.-HH","Female","","","",""
"Never","1987","(Married) couple without C. ","Male","","","",""
"Never","1987","(Married) couple without C. ","Female","","","",""
"Never","1987","Single parent ","Male","","","",""
"Never","1987","Single parent ","Female","","","",""
"Never","1987","Couple + C. LE 16 ","Male","","","",""
"Never","1987","Couple + C. LE 16 ","Female","","","",""
"Never","1987","Couple + C. GT 16 ","Male","","","",""
"Never","1987","Couple + C. GT 16 ","Female","","","",""
"Never","1987","Couple + C. LE and GT 16","Male","","","",""
"Never","1987","Couple + C. LE and GT 16","Female","","","",""
"Daily","1988","1-pers.-HH","Male","","","",""
"Daily","1988","1-pers.-HH","Female","","","",""
"Daily","1988","(Married) couple without C. ","Male","","","",""
"Daily","1988","(Married) couple without C. ","Female","","","",""
"Daily","1988","Single parent ","Male","","","",""
"Daily","1988","Single parent ","Female","","","",""
"Daily","1988","Couple + C. LE 16 ","Male","","","",""
"Daily","1988","Couple + C. LE 16 ","Female","","","",""
"Daily","1988","Couple + C. GT 16 ","Male","","","",""
"Daily","1988","Couple + C. GT 16 ","Female","","","",""
"Daily","1988","Couple + C. LE and GT 16","Male","","","",""
"Daily","1988","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per week","1988","1-pers.-HH","Male","109","0.261318985999437","0.219840451237744","0.302797520761131"
"Min 1x per week","1988","1-pers.-HH","Female","123","0.182090089488884","0.15181038125563","0.212369797722139"
"Min 1x per week","1988","(Married) couple without C. ","Male","288","0.251083669623456","0.225822656669532","0.27634468257738"
"Min 1x per week","1988","(Married) couple without C. ","Female","224","0.204985113933974","0.181458166580269","0.228512061287678"
"Min 1x per week","1988","Single parent ","Male","76","0.361775949667955","0.292720485640442","0.430831413695468"
"Min 1x per week","1988","Single parent ","Female","66","0.207200474568514","0.163000309271768","0.25140063986526"
"Min 1x per week","1988","Couple + C. LE 16 ","Male","274","0.274076939027148","0.247824850373568","0.300329027680728"
"Min 1x per week","1988","Couple + C. LE 16 ","Female","224","0.25054329218619","0.224982269855648","0.276104314516731"
"Min 1x per week","1988","Couple + C. GT 16 ","Male","380","0.300682915169653","0.274909453754526","0.326456376584779"
"Min 1x per week","1988","Couple + C. GT 16 ","Female","237","0.271373303177851","0.243317640278187","0.299428966077515"
"Min 1x per week","1988","Couple + C. LE and GT 16","Male","192","0.370231941988273","0.33059155182742","0.409872332149126"
"Min 1x per week","1988","Couple + C. LE and GT 16","Female","101","0.256771770120983","0.218932056008369","0.294611484233597"
"Min 1x per month","1988","1-pers.-HH","Male","18","","",""
"Min 1x per month","1988","1-pers.-HH","Female","32","0.0458808002465056","0.0294646013278763","0.0622969991651349"
"Min 1x per month","1988","(Married) couple without C. ","Male","44","0.0353794423057519","0.024617798199427","0.0461410864120769"
"Min 1x per month","1988","(Married) couple without C. ","Female","47","0.0404113727314643","0.0289348284618449","0.0518879170010837"
"Min 1x per month","1988","Single parent ","Male","16","","",""
"Min 1x per month","1988","Single parent ","Female","13","","",""
"Min 1x per month","1988","Couple + C. LE 16 ","Male","88","0.0884354295953681","0.0717249397255963","0.10514591946514"
"Min 1x per month","1988","Couple + C. LE 16 ","Female","47","0.0515247595852419","0.0384845509323382","0.0645649682381456"
"Min 1x per month","1988","Couple + C. GT 16 ","Male","75","0.0673046670846012","0.0532223604840923","0.0813869736851101"
"Min 1x per month","1988","Couple + C. GT 16 ","Female","62","0.0661094919563588","0.0504324426290647","0.0817865412836529"
"Min 1x per month","1988","Couple + C. LE and GT 16","Male","33","0.0615835594936764","0.0418483899978372","0.0813187289895156"
"Min 1x per month","1988","Couple + C. LE and GT 16","Female","20","","",""
"Rarely","1988","1-pers.-HH","Male","57","0.141509613410587","0.108603988239426","0.174415238581748"
"Rarely","1988","1-pers.-HH","Female","48","0.0673077686303813","0.0476489429144714","0.0869665943462912"
"Rarely","1988","(Married) couple without C. ","Male","124","0.103864833097414","0.0860924403643117","0.121637225830517"
"Rarely","1988","(Married) couple without C. ","Female","127","0.108871973382936","0.0907191205255205","0.127024826240351"
"Rarely","1988","Single parent ","Male","28","","",""
"Rarely","1988","Single parent ","Female","50","0.164234666166185","0.123830939672493","0.204638392659877"
"Rarely","1988","Couple + C. LE 16 ","Male","209","0.204370563246839","0.180637876316527","0.228103250177151"
"Rarely","1988","Couple + C. LE 16 ","Female","170","0.177721949111563","0.15517211055153","0.200271787671595"
"Rarely","1988","Couple + C. GT 16 ","Male","185","0.163209119396385","0.142437900449179","0.183980338343591"
"Rarely","1988","Couple + C. GT 16 ","Female","121","0.135708208542038","0.114100053502841","0.157316363581234"
"Rarely","1988","Couple + C. LE and GT 16","Male","65","0.122095410739123","0.0952182126001977","0.148972608878049"
"Rarely","1988","Couple + C. LE and GT 16","Female","76","0.178648793386777","0.145468700009081","0.211828886764473"
"Never","1988","1-pers.-HH","Male","247","0.557498247336338","0.510607332405721","0.604389162266956"
"Never","1988","1-pers.-HH","Female","421","0.704721341634229","0.66892978907604","0.740512894192417"
"Never","1988","(Married) couple without C. ","Male","676","0.609672054973378","0.581254425673144","0.638089684273611"
"Never","1988","(Married) couple without C. ","Female","733","0.645731539951626","0.617856914979067","0.673606164924186"
"Never","1988","Single parent ","Male","66","0.400402033806524","0.329986280157311","0.470817787455737"
"Never","1988","Single parent ","Female","194","0.585162716990032","0.531431825751273","0.638893608228792"
"Never","1988","Couple + C. LE 16 ","Male","538","0.433117068130645","0.403954104394588","0.462280031866702"
"Never","1988","Couple + C. LE 16 ","Female","663","0.520209999117006","0.490740110220746","0.549679888013266"
"Never","1988","Couple + C. GT 16 ","Male","576","0.468803298349361","0.440755142126318","0.496851454572404"
"Never","1988","Couple + C. GT 16 ","Female","545","0.526808996323752","0.49530763911775","0.558310353529755"
"Never","1988","Couple + C. LE and GT 16","Male","280","0.446089087778927","0.405281453016742","0.486896722541113"
"Never","1988","Couple + C. LE and GT 16","Female","315","0.516344369512008","0.473058020445185","0.559630718578832"
"Daily","1989","1-pers.-HH","Male","","","",""
"Daily","1989","1-pers.-HH","Female","","","",""
"Daily","1989","(Married) couple without C. ","Male","","","",""
"Daily","1989","(Married) couple without C. ","Female","","","",""
"Daily","1989","Single parent ","Male","","","",""
"Daily","1989","Single parent ","Female","","","",""
"Daily","1989","Couple + C. LE 16 ","Male","","","",""
"Daily","1989","Couple + C. LE 16 ","Female","","","",""
"Daily","1989","Couple + C. GT 16 ","Male","","","",""
"Daily","1989","Couple + C. GT 16 ","Female","","","",""
"Daily","1989","Couple + C. LE and GT 16","Male","","","",""
"Daily","1989","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per week","1989","1-pers.-HH","Male","","","",""
"Min 1x per week","1989","1-pers.-HH","Female","","","",""
"Min 1x per week","1989","(Married) couple without C. ","Male","","","",""
"Min 1x per week","1989","(Married) couple without C. ","Female","","","",""
"Min 1x per week","1989","Single parent ","Male","","","",""
"Min 1x per week","1989","Single parent ","Female","","","",""
"Min 1x per week","1989","Couple + C. LE 16 ","Male","","","",""
"Min 1x per week","1989","Couple + C. LE 16 ","Female","","","",""
"Min 1x per week","1989","Couple + C. GT 16 ","Male","","","",""
"Min 1x per week","1989","Couple + C. GT 16 ","Female","","","",""
"Min 1x per week","1989","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per week","1989","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per month","1989","1-pers.-HH","Male","","","",""
"Min 1x per month","1989","1-pers.-HH","Female","","","",""
"Min 1x per month","1989","(Married) couple without C. ","Male","","","",""
"Min 1x per month","1989","(Married) couple without C. ","Female","","","",""
"Min 1x per month","1989","Single parent ","Male","","","",""
"Min 1x per month","1989","Single parent ","Female","","","",""
"Min 1x per month","1989","Couple + C. LE 16 ","Male","","","",""
"Min 1x per month","1989","Couple + C. LE 16 ","Female","","","",""
"Min 1x per month","1989","Couple + C. GT 16 ","Male","","","",""
"Min 1x per month","1989","Couple + C. GT 16 ","Female","","","",""
"Min 1x per month","1989","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per month","1989","Couple + C. LE and GT 16","Female","","","",""
"Rarely","1989","1-pers.-HH","Male","","","",""
"Rarely","1989","1-pers.-HH","Female","","","",""
"Rarely","1989","(Married) couple without C. ","Male","","","",""
"Rarely","1989","(Married) couple without C. ","Female","","","",""
"Rarely","1989","Single parent ","Male","","","",""
"Rarely","1989","Single parent ","Female","","","",""
"Rarely","1989","Couple + C. LE 16 ","Male","","","",""
"Rarely","1989","Couple + C. LE 16 ","Female","","","",""
"Rarely","1989","Couple + C. GT 16 ","Male","","","",""
"Rarely","1989","Couple + C. GT 16 ","Female","","","",""
"Rarely","1989","Couple + C. LE and GT 16","Male","","","",""
"Rarely","1989","Couple + C. LE and GT 16","Female","","","",""
"Never","1989","1-pers.-HH","Male","","","",""
"Never","1989","1-pers.-HH","Female","","","",""
"Never","1989","(Married) couple without C. ","Male","","","",""
"Never","1989","(Married) couple without C. ","Female","","","",""
"Never","1989","Single parent ","Male","","","",""
"Never","1989","Single parent ","Female","","","",""
"Never","1989","Couple + C. LE 16 ","Male","","","",""
"Never","1989","Couple + C. LE 16 ","Female","","","",""
"Never","1989","Couple + C. GT 16 ","Male","","","",""
"Never","1989","Couple + C. GT 16 ","Female","","","",""
"Never","1989","Couple + C. LE and GT 16","Male","","","",""
"Never","1989","Couple + C. LE and GT 16","Female","","","",""
"Daily","1990","1-pers.-HH","Male","23","","",""
"Daily","1990","1-pers.-HH","Female","26","","",""
"Daily","1990","(Married) couple without C. ","Male","60","0.0416289183848075","0.0318692630024909","0.051388573767124"
"Daily","1990","(Married) couple without C. ","Female","32","0.0235101096899033","0.0161250453307388","0.0308951740490679"
"Daily","1990","Single parent ","Male","17","","",""
"Daily","1990","Single parent ","Female","9","","",""
"Daily","1990","Couple + C. LE 16 ","Male","35","0.0275336702499216","0.0198802567975991","0.0351870837022441"
"Daily","1990","Couple + C. LE 16 ","Female","28","","",""
"Daily","1990","Couple + C. GT 16 ","Male","70","0.0513206014382385","0.0403991422982194","0.0622420605782576"
"Daily","1990","Couple + C. GT 16 ","Female","30","0.0346220441139417","0.0246066476040761","0.0446374406238073"
"Daily","1990","Couple + C. LE and GT 16","Male","32","0.0616076151787461","0.0426201420985361","0.080595088258956"
"Daily","1990","Couple + C. LE and GT 16","Female","11","","",""
"Min 1x per week","1990","1-pers.-HH","Male","116","0.243165203363369","0.205969831874769","0.280360574851968"
"Min 1x per week","1990","1-pers.-HH","Female","123","0.151165623914841","0.127041897976485","0.175289349853198"
"Min 1x per week","1990","(Married) couple without C. ","Male","307","0.200616461746236","0.181049159539063","0.22018376395341"
"Min 1x per week","1990","(Married) couple without C. ","Female","287","0.194222513154933","0.174940586330833","0.213504439979034"
"Min 1x per week","1990","Single parent ","Male","63","0.278178627567428","0.220764745768295","0.335592509366561"
"Min 1x per week","1990","Single parent ","Female","85","0.243580184772566","0.202282427344197","0.284877942200935"
"Min 1x per week","1990","Couple + C. LE 16 ","Male","388","0.247343928607732","0.227163297345143","0.267524559870321"
"Min 1x per week","1990","Couple + C. LE 16 ","Female","315","0.22838799532023","0.208853265571645","0.247922725068814"
"Min 1x per week","1990","Couple + C. GT 16 ","Male","401","0.265755728862171","0.243891374230041","0.287620083494302"
"Min 1x per week","1990","Couple + C. GT 16 ","Female","267","0.245045627815315","0.221482825615314","0.268608430015315"
"Min 1x per week","1990","Couple + C. LE and GT 16","Male","163","0.30915830472257","0.272662960509695","0.345653648935444"
"Min 1x per week","1990","Couple + C. LE and GT 16","Female","123","0.297030685119008","0.259648818171116","0.3344125520669"
"Min 1x per month","1990","1-pers.-HH","Male","40","0.0768509883120409","0.0537570355063704","0.0999449411177114"
"Min 1x per month","1990","1-pers.-HH","Female","40","0.0506576367563444","0.0358890044099234","0.0654262691027655"
"Min 1x per month","1990","(Married) couple without C. ","Male","107","0.0706670238024892","0.0581452993287943","0.0831887482761841"
"Min 1x per month","1990","(Married) couple without C. ","Female","101","0.0743390909262382","0.0615532980175599","0.0871248838349166"
"Min 1x per month","1990","Single parent ","Male","31","0.12581348538627","0.0833216186755738","0.168305352096966"
"Min 1x per month","1990","Single parent ","Female","24","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","Male","147","0.107403895680468","0.0929220689901367","0.121885722370799"
"Min 1x per month","1990","Couple + C. LE 16 ","Female","85","0.061704157297134","0.0505072420204902","0.0729010725737777"
"Min 1x per month","1990","Couple + C. GT 16 ","Male","139","0.0993150291437691","0.0845113723794695","0.114118685908069"
"Min 1x per month","1990","Couple + C. GT 16 ","Female","87","0.0695050253960684","0.0555731935062976","0.0834368572858392"
"Min 1x per month","1990","Couple + C. LE and GT 16","Male","54","0.0766501465563167","0.0556415339905683","0.0976587591220651"
"Min 1x per month","1990","Couple + C. LE and GT 16","Female","31","0.0614622056506383","0.0418140360356052","0.0811103752656715"
"Rarely","1990","1-pers.-HH","Male","90","0.185957283936016","0.152223284336683","0.219691283535348"
"Rarely","1990","1-pers.-HH","Female","76","0.0935965276510484","0.0739811337054855","0.113211921596611"
"Rarely","1990","(Married) couple without C. ","Male","266","0.172800872492046","0.154327419990058","0.191274324994034"
"Rarely","1990","(Married) couple without C. ","Female","230","0.14474805306706","0.127598749726816","0.161897356407304"
"Rarely","1990","Single parent ","Male","49","0.243424357142746","0.18843883468491","0.298409879600582"
"Rarely","1990","Single parent ","Female","67","0.164513713255736","0.128844399158959","0.200183027352513"
"Rarely","1990","Couple + C. LE 16 ","Male","391","0.254125217666999","0.233762174631343","0.274488260702655"
"Rarely","1990","Couple + C. LE 16 ","Female","379","0.254216044257631","0.233954185689165","0.274477902826097"
"Rarely","1990","Couple + C. GT 16 ","Male","320","0.223525020409059","0.202904393411797","0.24414564740632"
"Rarely","1990","Couple + C. GT 16 ","Female","210","0.17759856708097","0.156662034172821","0.198535099989119"
"Rarely","1990","Couple + C. LE and GT 16","Male","110","0.191043233337312","0.159998622442677","0.222087844231948"
"Rarely","1990","Couple + C. LE and GT 16","Female","95","0.187265303777175","0.155350277614852","0.219180329939498"
"Never","1990","1-pers.-HH","Male","242","0.444197073770455","0.40111606123019","0.487278086310719"
