"pli0092_h","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Daily","1985","Not Employed","Urban Area","","","","","1"
"Daily","1985","Not Employed","Rural Area","","","","","1"
"Daily","1985","Employed","Urban Area","","","","","1"
"Daily","1985","Employed","Rural Area","","","","","1"
"Min 1x per month","1985","Employed","Rural Area","89","0.0649620448354194","0.0518296583274743","0.0780944313433645","3"
"Min 1x per month","1985","Not Employed","Urban Area","125","0.0363991791850093","0.029968350699749","0.0428300076702696","3"
"Min 1x per month","1985","Not Employed","Rural Area","34","0.0324278305453234","0.0208873356577563","0.0439683254328904","3"
"Min 1x per month","1985","Employed","Urban Area","294","0.0561290006621469","0.0500086230940861","0.0622493782302077","3"
"Min 1x per week","1985","Employed","Urban Area","1353","0.290472199959566","0.278400588918529","0.302543811000603","2"
"Min 1x per week","1985","Not Employed","Urban Area","603","0.178429008482375","0.165281973141217","0.191576043823533","2"
"Min 1x per week","1985","Not Employed","Rural Area","160","0.164791487356146","0.140620819847492","0.1889621548648","2"
"Min 1x per week","1985","Employed","Rural Area","354","0.278621116404652","0.254732669268357","0.302509563540947","2"
"Never","1985","Not Employed","Urban Area","2224","0.703762706095142","0.688084168872427","0.719441243317858","5"
"Never","1985","Not Employed","Rural Area","641","0.735740857289791","0.707013131329887","0.764468583249696","5"
"Never","1985","Employed","Urban Area","2946","0.486622984594286","0.473332440583155","0.499913528605417","5"
"Never","1985","Employed","Rural Area","693","0.497569832042087","0.470928001147001","0.524211662937173","5"
"Rarely","1985","Employed","Urban Area","840","0.166775814784001","0.156863485797013","0.176688143770989","4"
"Rarely","1985","Not Employed","Rural Area","70","0.0670398248087396","0.050746047005321","0.0833336026121582","4"
"Rarely","1985","Employed","Rural Area","217","0.158847006717841","0.139369820888681","0.178324192547002","4"
"Rarely","1985","Not Employed","Urban Area","306","0.0814091062374735","0.0720190085070687","0.0907992039678782","4"
"Daily","1986","Not Employed","Urban Area","","","","","1"
"Daily","1986","Not Employed","Rural Area","","","","","1"
"Daily","1986","Employed","Urban Area","","","","","1"
"Daily","1986","Employed","Rural Area","","","","","1"
"Min 1x per month","1986","Employed","Rural Area","90","0.0653000174882578","0.0521553097834441","0.0784447251930716","3"
"Min 1x per month","1986","Not Employed","Rural Area","28","","","","3"
"Min 1x per month","1986","Employed","Urban Area","343","0.0707349778312948","0.0638221841896693","0.0776477714729204","3"
"Min 1x per month","1986","Not Employed","Urban Area","106","0.0302424592789715","0.0242003264972324","0.0362845920607106","3"
"Min 1x per week","1986","Employed","Urban Area","1398","0.299991962467129","0.287636101597307","0.312347823336951","2"
"Min 1x per week","1986","Employed","Rural Area","360","0.28260811489976","0.258651320200014","0.306564909599505","2"
"Min 1x per week","1986","Not Employed","Urban Area","630","0.181323241716132","0.167729685167872","0.194916798264391","2"
"Min 1x per week","1986","Not Employed","Rural Area","155","0.171050704988373","0.144957374493145","0.197144035483601","2"
"Never","1986","Not Employed","Urban Area","2100","0.717629673289181","0.701747502849412","0.73351184372895","5"
"Never","1986","Not Employed","Rural Area","571","0.752703557172941","0.722806804652129","0.782600309693753","5"
"Never","1986","Employed","Urban Area","2792","0.473776301339903","0.460313403367571","0.487239199312234","5"
"Never","1986","Employed","Rural Area","675","0.478727504830875","0.452148741971547","0.505306267690202","5"
"Rarely","1986","Employed","Urban Area","751","0.155496758361674","0.145726005761558","0.16526751096179","4"
"Rarely","1986","Not Employed","Rural Area","46","0.0453440229530461","0.0309266355040915","0.0597614104020007","4"
"Rarely","1986","Not Employed","Urban Area","250","0.0708046257157156","0.0617549198197464","0.0798543316116848","4"
"Rarely","1986","Employed","Rural Area","232","0.173364362781108","0.153222708228693","0.193506017333523","4"
"Daily","1987","Not Employed","Urban Area","","","","","1"
"Daily","1987","Employed","Rural Area","","","","","1"
"Daily","1987","Not Employed","Rural Area","","","","","1"
"Daily","1987","Employed","Urban Area","","","","","1"
"Min 1x per month","1987","Employed","Rural Area","","","","","3"
"Min 1x per month","1987","Employed","Urban Area","","","","","3"
"Min 1x per month","1987","Not Employed","Urban Area","","","","","3"
"Min 1x per month","1987","Not Employed","Rural Area","","","","","3"
"Min 1x per week","1987","Employed","Rural Area","","","","","2"
"Min 1x per week","1987","Not Employed","Rural Area","","","","","2"
"Min 1x per week","1987","Not Employed","Urban Area","","","","","2"
"Min 1x per week","1987","Employed","Urban Area","","","","","2"
"Never","1987","Not Employed","Urban Area","","","","","5"
"Never","1987","Not Employed","Rural Area","","","","","5"
"Never","1987","Employed","Urban Area","","","","","5"
"Never","1987","Employed","Rural Area","","","","","5"
"Rarely","1987","Not Employed","Urban Area","","","","","4"
"Rarely","1987","Not Employed","Rural Area","","","","","4"
"Rarely","1987","Employed","Urban Area","","","","","4"
"Rarely","1987","Employed","Rural Area","","","","","4"
"Daily","1988","Not Employed","Urban Area","","","","","1"
"Daily","1988","Employed","Rural Area","","","","","1"
"Daily","1988","Not Employed","Rural Area","","","","","1"
"Daily","1988","Employed","Urban Area","","","","","1"
"Min 1x per month","1988","Employed","Rural Area","96","0.0754944879126698","0.0611773373130694","0.0898116385122703","3"
"Min 1x per month","1988","Employed","Urban Area","302","0.065532517780958","0.0587275392632041","0.072337496298712","3"
"Min 1x per month","1988","Not Employed","Urban Area","103","0.0335938154114373","0.0269577450433354","0.0402298857795392","3"
"Min 1x per month","1988","Not Employed","Rural Area","20","","","","3"
"Min 1x per week","1988","Not Employed","Rural Area","132","0.177473620647879","0.149068442914632","0.205878798381126","2"
"Min 1x per week","1988","Employed","Urban Area","1359","0.301702457128314","0.289080522823716","0.314324391432911","2"
"Min 1x per week","1988","Employed","Rural Area","349","0.268957171593131","0.244926982181833","0.292987361004429","2"
"Min 1x per week","1988","Not Employed","Urban Area","579","0.187394144120507","0.173022070007276","0.201766218233738","2"
"Never","1988","Not Employed","Urban Area","1901","0.698288587557816","0.681383601862369","0.715193573253262","5"
"Never","1988","Not Employed","Rural Area","470","0.702498728244039","0.668510942393349","0.736486514094729","5"
"Never","1988","Employed","Urban Area","2651","0.468843380944568","0.455120622195881","0.482566139693254","5"
"Never","1988","Employed","Rural Area","621","0.460467740582687","0.433456002349422","0.487479478815952","5"
