"pli0092_h","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Daily","1985","Full Time","lower secondary degree","","","",""
"Daily","1985","Full Time","secondary school degree","","","",""
"Daily","1985","Full Time","college entrance qualification","","","",""
"Daily","1985","Full Time","Other degree","","","",""
"Daily","1985","Full Time","no degree/no degree yet","","","",""
"Daily","1985","Part Time","lower secondary degree","","","",""
"Daily","1985","Part Time","secondary school degree","","","",""
"Daily","1985","Part Time","college entrance qualification","","","",""
"Daily","1985","Part Time","Other degree","","","",""
"Daily","1985","Part Time","no degree/no degree yet","","","",""
"Daily","1985","Not Working","lower secondary degree","","","",""
"Daily","1985","Not Working","secondary school degree","","","",""
"Daily","1985","Not Working","college entrance qualification","","","",""
"Daily","1985","Not Working","Other degree","","","",""
"Daily","1985","Not Working","no degree/no degree yet","","","",""
"Min 1x per week","1985","Full Time","lower secondary degree","497","0.219998949248274","0.202751649542919","0.237246248953629"
"Min 1x per week","1985","Full Time","secondary school degree","351","0.401452646684668","0.369138820943695","0.43376647242564"
"Min 1x per week","1985","Full Time","college entrance qualification","235","0.439639035637681","0.398195733513275","0.481082337762086"
"Min 1x per week","1985","Full Time","Other degree","96","0.142210614524172","0.117746835202953","0.166674393845391"
"Min 1x per week","1985","Full Time","no degree/no degree yet","34","0.158359830718397","0.124553749854661","0.192165911582132"
"Min 1x per week","1985","Part Time","lower secondary degree","180","0.197608211466891","0.171793294965631","0.22342312796815"
"Min 1x per week","1985","Part Time","secondary school degree","146","0.428680622874013","0.376834000079911","0.480527245668115"
"Min 1x per week","1985","Part Time","college entrance qualification","128","0.450955413788126","0.392357950472354","0.509552877103899"
"Min 1x per week","1985","Part Time","Other degree","12","","",""
"Min 1x per week","1985","Part Time","no degree/no degree yet","11","","",""
"Min 1x per week","1985","Not Working","lower secondary degree","276","0.101515489183145","0.0891216201803252","0.113909358185966"
"Min 1x per week","1985","Not Working","secondary school degree","199","0.281982230491855","0.246873762542104","0.317090698441606"
"Min 1x per week","1985","Not Working","college entrance qualification","140","0.337491461980177","0.290380741786797","0.384602182173557"
"Min 1x per week","1985","Not Working","Other degree","21","","",""
"Min 1x per week","1985","Not Working","no degree/no degree yet","115","0.389171868272433","0.347741145511059","0.430602591033807"
"Min 1x per month","1985","Full Time","lower secondary degree","124","0.0527017106612891","0.0433987979570882","0.06200462336549"
"Min 1x per month","1985","Full Time","secondary school degree","82","0.0906076565565902","0.0716850894423705","0.10953022367081"
"Min 1x per month","1985","Full Time","college entrance qualification","37","0.0622385394226084","0.0420665757213378","0.0824105031238789"
"Min 1x per month","1985","Full Time","Other degree","29","","",""
"Min 1x per month","1985","Full Time","no degree/no degree yet","11","","",""
"Min 1x per month","1985","Part Time","lower secondary degree","47","0.0441856119010912","0.030862606257133","0.0575086175450494"
"Min 1x per month","1985","Part Time","secondary school degree","13","","",""
"Min 1x per month","1985","Part Time","college entrance qualification","25","","",""
"Min 1x per month","1985","Part Time","Other degree","10","","",""
"Min 1x per month","1985","Part Time","no degree/no degree yet","3","","",""
"Min 1x per month","1985","Not Working","lower secondary degree","67","0.0243764847664371","0.018047819625799","0.0307051499070751"
"Min 1x per month","1985","Not Working","secondary school degree","34","0.049619140833119","0.032675494728235","0.066562786938003"
"Min 1x per month","1985","Not Working","college entrance qualification","30","0.0712332051051324","0.0456068292559011","0.0968595809543637"
"Min 1x per month","1985","Not Working","Other degree","7","","",""
"Min 1x per month","1985","Not Working","no degree/no degree yet","18","","",""
"Rarely","1985","Full Time","lower secondary degree","353","0.15393949592525","0.138913649216738","0.168965342633762"
"Rarely","1985","Full Time","secondary school degree","183","0.203701796700895","0.177152241089273","0.230251352312518"
"Rarely","1985","Full Time","college entrance qualification","125","0.217802017535443","0.183338342507197","0.252265692563688"
"Rarely","1985","Full Time","Other degree","74","0.0881254330351248","0.0682697242991702","0.107981141771079"
"Rarely","1985","Full Time","no degree/no degree yet","32","0.0556382401737235","0.0344123959376927","0.0768640844097543"
"Rarely","1985","Part Time","lower secondary degree","126","0.129011109939407","0.10727935211461","0.150742867764205"
"Rarely","1985","Part Time","secondary school degree","68","0.199733161195538","0.157848349505093","0.241617972885983"
"Rarely","1985","Part Time","college entrance qualification","55","0.193596271505489","0.147066280936717","0.240126262074262"
"Rarely","1985","Part Time","Other degree","20","","",""
"Rarely","1985","Part Time","no degree/no degree yet","13","","",""
"Rarely","1985","Not Working","lower secondary degree","144","0.0507611213685545","0.0417529049583478","0.0597693377787613"
