"pli0092_h","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"Daily","1985","Full Time","Male","","","","","1"
"Daily","1985","Full Time","Female","","","","","1"
"Daily","1985","Part Time","Male","","","","","1"
"Daily","1985","Part Time","Female","","","","","1"
"Daily","1985","Not Working","Male","","","","","1"
"Daily","1985","Not Working","Female","","","","","1"
"Min 1x per month","1985","Full Time","Male","228","0.067732955429788","0.0594162678534655","0.0760496430061105","3"
"Min 1x per month","1985","Part Time","Male","45","0.0596155678079184","0.0416737025864144","0.0775574330294224","3"
"Min 1x per month","1985","Full Time","Female","56","0.0461248200849063","0.0352532269906707","0.0569964131791419","3"
"Min 1x per month","1985","Part Time","Female","54","0.044950796755513","0.0331288592912286","0.0567727342197974","3"
"Min 1x per month","1985","Not Working","Male","61","0.0428098815514642","0.0314134759510572","0.0542062871518711","3"
"Min 1x per month","1985","Not Working","Female","98","0.0322711071267121","0.0258951223329039","0.0386470919205203","3"
"Min 1x per week","1985","Full Time","Female","310","0.28434542939207","0.260964868647122","0.307725990137017","2"
"Min 1x per week","1985","Full Time","Male","913","0.28940571180224","0.274396958702373","0.304414464902106","2"
"Min 1x per week","1985","Part Time","Male","206","0.326521760846607","0.290987042219343","0.362056479473871","2"
"Min 1x per week","1985","Not Working","Male","305","0.216335819627413","0.193155149005191","0.239516490249635","2"
"Min 1x per week","1985","Part Time","Female","278","0.266720623941344","0.241487552240377","0.291953695642312","2"
"Min 1x per week","1985","Not Working","Female","458","0.157490761508705","0.14434825007141","0.170633272945999","2"
"Never","1985","Full Time","Male","1828","0.480099718889583","0.463564651850169","0.496634785928996","5"
"Never","1985","Full Time","Female","832","0.487007356877923","0.461101175510974","0.512913538244872","5"
"Never","1985","Part Time","Male","312","0.465082053230004","0.427286264983418","0.502877841476591","5"
"Never","1985","Part Time","Female","667","0.528187695874172","0.499704687429498","0.556670704318847","5"
"Never","1985","Not Working","Male","736","0.662123906930827","0.635495502311231","0.688752311550423","5"
"Never","1985","Not Working","Female","2129","0.732755528283066","0.71678948129267","0.748721575273463","5"
"Rarely","1985","Part Time","Female","181","0.16014088342897","0.139216078510752","0.181065688347189","4"
"Rarely","1985","Full Time","Female","232","0.182522393645101","0.162501840038326","0.202542947251877","4"
"Rarely","1985","Part Time","Male","106","0.14878061811547","0.121813846110447","0.175747390120493","4"
"Rarely","1985","Full Time","Male","538","0.16276161387839","0.150544158324891","0.174979069431889","4"
"Rarely","1985","Not Working","Male","110","0.0787303918902955","0.0635682219526299","0.0938925618279612","4"
"Rarely","1985","Not Working","Female","266","0.0774826030815169","0.0678364784234295","0.0871287277396043","4"
"Daily","1986","Full Time","Male","","","","","1"
"Daily","1986","Full Time","Female","","","","","1"
"Daily","1986","Part Time","Male","","","","","1"
"Daily","1986","Part Time","Female","","","","","1"
"Daily","1986","Not Working","Male","","","","","1"
"Daily","1986","Not Working","Female","","","","","1"
"Min 1x per month","1986","Full Time","Male","251","0.075160909120922","0.0663208594969237","0.0840009587449204","3"
"Min 1x per month","1986","Part Time","Male","34","0.0570836290480037","0.038938475618624","0.0752287824773834","3"
"Min 1x per month","1986","Full Time","Female","81","0.0676809761121922","0.0545367556316784","0.0808251965927061","3"
"Min 1x per month","1986","Not Working","Male","40","0.0284189617974918","0.0188730982928396","0.037964825302144","3"
"Min 1x per month","1986","Part Time","Female","67","0.0626660733301969","0.0489132685350174","0.0764188781253764","3"
"Min 1x per month","1986","Not Working","Female","94","0.0312585844984351","0.0247213717652266","0.0377957972316435","3"
"Min 1x per week","1986","Full Time","Male","941","0.301435773298369","0.286049757704551","0.316821788892188","2"
"Min 1x per week","1986","Full Time","Female","306","0.274542048696631","0.251189740530288","0.297894356862974","2"
"Min 1x per week","1986","Part Time","Male","200","0.325666838731302","0.289015292845648","0.362318384616956","2"
"Min 1x per week","1986","Part Time","Female","311","0.290036002987107","0.264286314004238","0.315785691969975","2"
"Min 1x per week","1986","Not Working","Male","350","0.248706567215512","0.223874091253267","0.273539043177756","2"
"Min 1x per week","1986","Not Working","Female","435","0.148489084742365","0.135130931987011","0.16184723749772","2"
"Never","1986","Full Time","Male","1718","0.463443053912011","0.44672322993255","0.480162877891473","5"
"Never","1986","Full Time","Female","804","0.487592440119012","0.461437393315524","0.5137474869225","5"
"Never","1986","Part Time","Male","307","0.473063104475824","0.434014356632407","0.512111852319241","5"
"Never","1986","Part Time","Female","638","0.492292108536344","0.463922962486348","0.520661254586339","5"
"Never","1986","Not Working","Male","684","0.655063484924862","0.62775592582827","0.682371044021455","5"
"Never","1986","Not Working","Female","1987","0.756661531755985","0.740541709707772","0.772781353804197","5"
"Rarely","1986","Part Time","Female","177","0.155005815146353","0.134469206601909","0.175542423690797","4"
"Rarely","1986","Full Time","Female","212","0.170184535072165","0.150520616644832","0.189848453499498","4"
"Rarely","1986","Full Time","Male","507","0.159960263668697","0.14766942346731","0.172251103870084","4"
"Rarely","1986","Part Time","Male","87","0.144186427744871","0.116712544704498","0.171660310785244","4"
"Rarely","1986","Not Working","Male","90","0.0678109860621344","0.0533674469811027","0.082254525143166","4"
"Rarely","1986","Not Working","Female","206","0.063590799003215","0.0544236559688438","0.0727579420375862","4"
"Daily","1987","Full Time","Male","","","","","1"
"Daily","1987","Full Time","Female","","","","","1"
"Daily","1987","Part Time","Male","","","","","1"
"Daily","1987","Part Time","Female","","","","","1"
"Daily","1987","Not Working","Male","","","","","1"
"Daily","1987","Not Working","Female","","","","","1"
"Min 1x per month","1987","Full Time","Male","","","","","3"
"Min 1x per month","1987","Part Time","Male","","","","","3"
"Min 1x per month","1987","Full Time","Female","","","","","3"
"Min 1x per month","1987","Part Time","Female","","","","","3"
"Min 1x per month","1987","Not Working","Male","","","","","3"
"Min 1x per month","1987","Not Working","Female","","","","","3"
"Min 1x per week","1987","Full Time","Female","","","","","2"
"Min 1x per week","1987","Full Time","Male","","","","","2"
"Min 1x per week","1987","Part Time","Female","","","","","2"
"Min 1x per week","1987","Part Time","Male","","","","","2"
"Min 1x per week","1987","Not Working","Male","","","","","2"
"Min 1x per week","1987","Not Working","Female","","","","","2"
"Never","1987","Full Time","Male","","","","","5"
"Never","1987","Full Time","Female","","","","","5"
"Never","1987","Part Time","Male","","","","","5"
"Never","1987","Not Working","Male","","","","","5"
"Never","1987","Part Time","Female","","","","","5"
"Never","1987","Not Working","Female","","","","","5"
"Rarely","1987","Full Time","Male","","","","","4"
"Rarely","1987","Full Time","Female","","","","","4"
"Rarely","1987","Part Time","Male","","","","","4"
"Rarely","1987","Part Time","Female","","","","","4"
"Rarely","1987","Not Working","Male","","","","","4"
"Rarely","1987","Not Working","Female","","","","","4"
"Daily","1988","Full Time","Male","","","","","1"
"Daily","1988","Full Time","Female","","","","","1"
"Daily","1988","Part Time","Male","","","","","1"
"Daily","1988","Part Time","Female","","","","","1"
"Daily","1988","Not Working","Male","","","","","1"
"Daily","1988","Not Working","Female","","","","","1"
"Min 1x per month","1988","Full Time","Male","215","0.0712573975963929","0.0623966098951104","0.0801181852976753","3"
"Min 1x per month","1988","Full Time","Female","83","0.0780562031600564","0.0635955370724409","0.092516869247672","3"
"Min 1x per month","1988","Part Time","Male","36","0.0500187115093351","0.0325329439452446","0.0675044790734255","3"
"Min 1x per month","1988","Part Time","Female","64","0.0569729520675329","0.0440245701443024","0.0699213339907634","3"
"Min 1x per month","1988","Not Working","Male","40","0.0336502386032409","0.022880591188393","0.0444198860180887","3"
"Min 1x per month","1988","Not Working","Female","83","0.0315284333989044","0.0246091728880641","0.0384476939097448","3"
"Min 1x per week","1988","Full Time","Female","309","0.287763477656617","0.263359404397906","0.312167550915329","2"
"Min 1x per week","1988","Full Time","Male","885","0.296115607220587","0.280390595213394","0.311840619227781","2"
"Min 1x per week","1988","Part Time","Male","213","0.350666550849693","0.312389190215114","0.388943911484272","2"
"Min 1x per week","1988","Part Time","Female","301","0.27123001512263","0.246393927843156","0.296066102402104","2"
"Min 1x per week","1988","Not Working","Male","284","0.219975377599521","0.195236418005418","0.244714337193625","2"
"Min 1x per week","1988","Not Working","Female","427","0.169190833429549","0.154345016406322","0.184036650452776","2"
"Never","1988","Full Time","Male","1610","0.455363725572997","0.438210643473899","0.472516807672095","5"
"Never","1988","Full Time","Female","714","0.452446032164075","0.425615504081356","0.479276560246793","5"
"Never","1988","Part Time","Male","268","0.455746055589392","0.415795467438638","0.495696643740146","5"
"Never","1988","Not Working","Male","657","0.662422725885936","0.634180790693404","0.690664661078467","5"
"Never","1988","Part Time","Female","680","0.514499888710045","0.486580469863948","0.542419307556143","5"
"Never","1988","Not Working","Female","1714","0.716129652525362","0.698276254310313","0.733983050740411","5"
"Rarely","1988","Full Time","Female","216","0.181734287019251","0.160946992175886","0.202521581862616","4"
"Rarely","1988","Full Time","Male","528","0.177263269610023","0.164109522444366","0.190417016775679","4"
"Rarely","1988","Part Time","Male","80","0.14356868205158","0.115440798699668","0.171696565403493","4"
"Rarely","1988","Part Time","Female","186","0.157297144099792","0.136958747294821","0.177635540904763","4"
"Rarely","1988","Not Working","Male","96","0.083951657911302","0.067389608557221","0.100513707265383","4"
"Rarely","1988","Not Working","Female","226","0.0831510806461845","0.0722178656986757","0.0940842955936932","4"
"Daily","1989","Full Time","Male","","","","","1"
"Daily","1989","Full Time","Female","","","","","1"
"Daily","1989","Part Time","Male","","","","","1"
"Daily","1989","Part Time","Female","","","","","1"
"Daily","1989","Not Working","Male","","","","","1"
"Daily","1989","Not Working","Female","","","","","1"
"Min 1x per month","1989","Full Time","Female","","","","","3"
"Min 1x per month","1989","Full Time","Male","","","","","3"
"Min 1x per month","1989","Part Time","Male","","","","","3"
"Min 1x per month","1989","Part Time","Female","","","","","3"
"Min 1x per month","1989","Not Working","Male","","","","","3"
"Min 1x per month","1989","Not Working","Female","","","","","3"
"Min 1x per week","1989","Full Time","Male","","","","","2"
"Min 1x per week","1989","Part Time","Male","","","","","2"
"Min 1x per week","1989","Full Time","Female","","","","","2"
"Min 1x per week","1989","Part Time","Female","","","","","2"
"Min 1x per week","1989","Not Working","Male","","","","","2"
"Min 1x per week","1989","Not Working","Female","","","","","2"
"Never","1989","Full Time","Male","","","","","5"
"Never","1989","Full Time","Female","","","","","5"
"Never","1989","Part Time","Male","","","","","5"
"Never","1989","Part Time","Female","","","","","5"
"Never","1989","Not Working","Male","","","","","5"
"Never","1989","Not Working","Female","","","","","5"
"Rarely","1989","Full Time","Male","","","","","4"
"Rarely","1989","Full Time","Female","","","","","4"
"Rarely","1989","Part Time","Male","","","","","4"
"Rarely","1989","Part Time","Female","","","","","4"
"Rarely","1989","Not Working","Male","","","","","4"
"Rarely","1989","Not Working","Female","","","","","4"
"Daily","1990","Full Time","Male","155","0.0534434079065038","0.045525916362338","0.0613608994506697","1"
"Daily","1990","Full Time","Female","47","0.0439707654024814","0.0328849406831406","0.0550565901218222","1"
"Daily","1990","Part Time","Male","41","0.0730676023497983","0.050369536005563","0.0957656686940337","1"
"Daily","1990","Part Time","Female","34","0.0328777477028799","0.0228553179545199","0.0429001774512399","1"
"Daily","1990","Not Working","Male","58","0.0506586445332129","0.0374568447782523","0.0638604442881735","1"
"Daily","1990","Not Working","Female","57","0.0245246866085697","0.0181478726586903","0.0309015005584491","1"
"Min 1x per month","1990","Full Time","Male","329","0.11213171416376","0.101024484636846","0.123238943690674","3"
"Min 1x per month","1990","Full Time","Female","132","0.115181767730105","0.0979206343022637","0.132442901157945","3"
"Min 1x per month","1990","Part Time","Male","53","0.106512144380295","0.079606320624089","0.133417968136501","3"
"Min 1x per month","1990","Part Time","Female","112","0.10153333037282","0.084557281974129","0.118509378771511","3"
"Min 1x per month","1990","Not Working","Male","76","0.0644550775919564","0.0496722997885142","0.0792378553953987","3"
"Min 1x per month","1990","Not Working","Female","103","0.0435527441812917","0.0351381699438486","0.0519673184187349","3"
"Min 1x per week","1990","Full Time","Male","792","0.278156242815558","0.262382554599262","0.293929931031855","2"
"Min 1x per week","1990","Full Time","Female","323","0.291074816770975","0.266513427579873","0.315636205962077","2"
"Min 1x per week","1990","Part Time","Male","147","0.310728652139958","0.270365212764042","0.351092091515874","2"
"Min 1x per week","1990","Part Time","Female","328","0.294132694242319","0.26852240476","0.319742983724638","2"
"Min 1x per week","1990","Not Working","Male","223","0.196205178379994","0.172298293346305","0.220112063413682","2"
"Min 1x per week","1990","Not Working","Female","393","0.178264729449495","0.162485254520195","0.194044204378795","2"
"Never","1990","Full Time","Male","1115","0.301490309729974","0.285335935452098","0.317644684007851","5"
"Never","1990","Full Time","Female","518","0.302737961918342","0.277896230595199","0.327579693241484","5"
"Never","1990","Part Time","Male","151","0.262207798195102","0.223846593782637","0.300569002607566","5"
"Never","1990","Part Time","Female","486","0.339587268868455","0.312969924585245","0.366204613151664","5"
"Never","1990","Not Working","Male","564","0.560320152228355","0.530440085712568","0.590200218744142","5"
"Never","1990","Not Working","Female","1419","0.635305743436331","0.615460806454144","0.655150680418518","5"
"Rarely","1990","Full Time","Male","709","0.254778325384204","0.239439531121137","0.27011711964727","4"
"Rarely","1990","Part Time","Male","113","0.247483802934847","0.209845180630022","0.285122425239672","4"
"Rarely","1990","Full Time","Female","294","0.247034688178097","0.223715315495086","0.270354060861108","4"
"Rarely","1990","Part Time","Female","256","0.231868958813526","0.208148653897868","0.255589263729185","4"
"Rarely","1990","Not Working","Male","139","0.128360947266482","0.108224634181983","0.148497260350981","4"
"Rarely","1990","Not Working","Female","288","0.118352096324313","0.10503438985724","0.131669802791385","4"
"Daily","1991","Full Time","Male","","","","","1"
"Daily","1991","Full Time","Female","","","","","1"
"Daily","1991","Part Time","Male","","","","","1"
"Daily","1991","Part Time","Female","","","","","1"
"Daily","1991","Not Working","Male","","","","","1"
"Daily","1991","Not Working","Female","","","","","1"
"Min 1x per month","1991","Full Time","Male","","","","","3"
"Min 1x per month","1991","Full Time","Female","","","","","3"
"Min 1x per month","1991","Part Time","Male","","","","","3"
"Min 1x per month","1991","Part Time","Female","","","","","3"
"Min 1x per month","1991","Not Working","Male","","","","","3"
"Min 1x per month","1991","Not Working","Female","","","","","3"
"Min 1x per week","1991","Full Time","Male","","","","","2"
"Min 1x per week","1991","Full Time","Female","","","","","2"
"Min 1x per week","1991","Part Time","Male","","","","","2"
"Min 1x per week","1991","Part Time","Female","","","","","2"
"Min 1x per week","1991","Not Working","Male","","","","","2"
"Min 1x per week","1991","Not Working","Female","","","","","2"
"Never","1991","Full Time","Male","","","","","5"
"Never","1991","Full Time","Female","","","","","5"
"Never","1991","Part Time","Male","","","","","5"
"Never","1991","Part Time","Female","","","","","5"
"Never","1991","Not Working","Male","","","","","5"
"Never","1991","Not Working","Female","","","","","5"
"Rarely","1991","Full Time","Male","","","","","4"
"Rarely","1991","Full Time","Female","","","","","4"
"Rarely","1991","Part Time","Male","","","","","4"
"Rarely","1991","Not Working","Male","","","","","4"
"Rarely","1991","Part Time","Female","","","","","4"
"Rarely","1991","Not Working","Female","","","","","4"
"Daily","1992","Full Time","Male","","","","","1"
"Daily","1992","Full Time","Female","","","","","1"
"Daily","1992","Part Time","Male","","","","","1"
"Daily","1992","Part Time","Female","","","","","1"
"Daily","1992","Not Working","Male","","","","","1"
"Daily","1992","Not Working","Female","","","","","1"
