"pli0092_h","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","2003","Bremen","60","0.270730428274083","0.20451828879436","0.336942567753806"
"Min 1x per week","2003","North Rhine-Westphalia","1340","0.274947027815031","0.262097354037484","0.287796701592578"
"Min 1x per week","2003","Hesse","485","0.266014750761019","0.24363842839838","0.288391073123658"
"Min 1x per week","2003","Rhineland-Palatinate,Saarland","333","0.23213280013051","0.209536100354491","0.254729499906529"
"Min 1x per week","2003","Baden-Württemberg","832","0.290987074944758","0.273844678153284","0.308129471736232"
"Min 1x per week","2003","Bavaria","980","0.275050533378829","0.259406957418589","0.290694109339069"
"Min 1x per week","2003","Berlin","262","0.313650408126074","0.282028290148914","0.345272526103233"
"Min 1x per week","2003","Brandenburg","221","0.21400351552609","0.187854644534754","0.240152386517425"
"Min 1x per week","2003","Mecklenburg-Western Pomerania","139","0.252636425771933","0.215502645213238","0.289770206330627"
"Min 1x per week","2003","Saxony","413","0.24741587571286","0.226390191359944","0.268441560065776"
"Min 1x per week","2003","Saxony-Anhalt","181","0.181923388999187","0.157142635507373","0.206704142491"
"Min 1x per week","2003","Thuringia","210","0.199948621647634","0.174568596394684","0.225328646900583"
"Min 1x per month","2003","Schleswig-Holstein","98","0.121107741007373","0.0964406903398674","0.145774791674878"
"Min 1x per month","2003","Hamburg","","","",""
"Min 1x per month","2003","Lower Saxony","127","0.0669867358826192","0.0557750809081059","0.0781983908571325"
"Min 1x per month","2003","Bremen","","","",""
"Min 1x per month","2003","North Rhine-Westphalia","348","0.0699581118216327","0.0626171491939186","0.0772990744493468"
"Min 1x per month","2003","Hesse","115","0.0808630248683867","0.0670573610229107","0.0946686887138626"
"Min 1x per month","2003","Rhineland-Palatinate,Saarland","82","0.0646636690809772","0.0515008844441051","0.0778264537178494"
"Min 1x per month","2003","Baden-Württemberg","199","0.0743768028999932","0.0644743340284056","0.0842792717715809"
"Min 1x per month","2003","Bavaria","277","0.0867524241847573","0.0768916503955464","0.0966131979739681"
"Min 1x per month","2003","Berlin","79","0.0936525220629989","0.07379603394455","0.113509010181448"
"Min 1x per month","2003","Brandenburg","83","0.0903922617087671","0.0721102119574842","0.10867431146005"
"Min 1x per month","2003","Mecklenburg-Western Pomerania","34","0.0530754860399006","0.0339170572649521","0.0722339148148491"
"Min 1x per month","2003","Saxony","139","0.0837396290842262","0.0702427362214995","0.097236521946953"
"Min 1x per month","2003","Saxony-Anhalt","58","0.0530845541476082","0.038682881406186","0.0674862268890303"
"Min 1x per month","2003","Thuringia","63","0.056200280938373","0.0415858109817907","0.0708147508949553"
"Rarely","2003","Schleswig-Holstein","131","0.22001320226521","0.188692502861175","0.251333901669244"
"Rarely","2003","Hamburg","40","0.169424072005554","0.126761494116334","0.212086649894773"
"Rarely","2003","Lower Saxony","330","0.17691400464632","0.159800651192295","0.194027358100345"
"Rarely","2003","Bremen","","","",""
"Rarely","2003","North Rhine-Westphalia","819","0.172729774180209","0.161850748085267","0.18360880027515"
"Rarely","2003","Hesse","241","0.162006727324716","0.143348130742373","0.18066532390706"
"Rarely","2003","Rhineland-Palatinate,Saarland","248","0.191867121240405","0.170791743371858","0.212942499108953"
"Rarely","2003","Baden-Württemberg","471","0.174417317983623","0.160096009257327","0.188738626709919"
"Rarely","2003","Bavaria","673","0.205460378183082","0.191305773538536","0.219614982827628"
"Rarely","2003","Berlin","180","0.203825571230094","0.176370107542139","0.231281034918048"
"Rarely","2003","Brandenburg","231","0.219369205167406","0.192985070352654","0.245753339982157"
"Rarely","2003","Mecklenburg-Western Pomerania","105","0.187463473404174","0.154110466346866","0.220816480461482"
"Rarely","2003","Saxony","338","0.196534869852808","0.177172337482118","0.215897402223497"
"Rarely","2003","Saxony-Anhalt","222","0.205804261845324","0.179834724738489","0.231773798952159"
"Rarely","2003","Thuringia","222","0.227080963442266","0.200496293689671","0.253665633194861"
"Never","2003","Schleswig-Holstein","221","0.337693858981816","0.301937406293599","0.373450311670033"
"Never","2003","Hamburg","115","0.4412607532855","0.384790191745106","0.497731314825894"
"Never","2003","Lower Saxony","668","0.376173254999057","0.354448376313917","0.397898133684197"
"Never","2003","Bremen","55","0.367919001589615","0.296058951454591","0.439779051724639"
"Never","2003","North Rhine-Westphalia","1780","0.412212143904966","0.398045942418656","0.426378345391275"
"Never","2003","Hesse","560","0.428012617635815","0.402956504884547","0.453068730387083"
"Never","2003","Rhineland-Palatinate,Saarland","593","0.459004194057801","0.43233321378651","0.485675174329093"
"Never","2003","Baden-Württemberg","1006","0.388156658935356","0.369764561577186","0.406548756293525"
"Never","2003","Bavaria","983","0.374933402789313","0.357973782106917","0.391893023471708"
"Never","2003","Berlin","238","0.317057254862339","0.285342867109427","0.348771642615251"
"Never","2003","Brandenburg","364","0.421514759653508","0.390031135348732","0.452998383958284"
"Never","2003","Mecklenburg-Western Pomerania","210","0.447070618574626","0.404581461297627","0.489559775851625"
"Never","2003","Saxony","647","0.42092830129369","0.39687198829881","0.444984614288571"
"Never","2003","Saxony-Anhalt","419","0.51011392672143","0.478002885549743","0.542224967893118"
"Never","2003","Thuringia","415","0.46818502028838","0.436521226845429","0.499848813731331"
"Daily","2004","Schleswig-Holstein","","","",""
"Daily","2004","Hamburg","","","",""
"Daily","2004","Lower Saxony","","","",""
"Daily","2004","Bremen","","","",""
"Daily","2004","North Rhine-Westphalia","","","",""
"Daily","2004","Hesse","","","",""
"Daily","2004","Rhineland-Palatinate,Saarland","","","",""
"Daily","2004","Baden-Württemberg","","","",""
"Daily","2004","Bavaria","","","",""
"Daily","2004","Berlin","","","",""
"Daily","2004","Brandenburg","","","",""
"Daily","2004","Mecklenburg-Western Pomerania","","","",""
"Daily","2004","Saxony","","","",""
"Daily","2004","Saxony-Anhalt","","","",""
"Daily","2004","Thuringia","","","",""
"Min 1x per week","2004","Schleswig-Holstein","","","",""
"Min 1x per week","2004","Hamburg","","","",""
"Min 1x per week","2004","Lower Saxony","","","",""
"Min 1x per week","2004","Bremen","","","",""
"Min 1x per week","2004","North Rhine-Westphalia","","","",""
"Min 1x per week","2004","Hesse","","","",""
"Min 1x per week","2004","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","2004","Baden-Württemberg","","","",""
"Min 1x per week","2004","Bavaria","","","",""
"Min 1x per week","2004","Berlin","","","",""
"Min 1x per week","2004","Brandenburg","","","",""
"Min 1x per week","2004","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","2004","Saxony","","","",""
"Min 1x per week","2004","Saxony-Anhalt","","","",""
"Min 1x per week","2004","Thuringia","","","",""
"Min 1x per month","2004","Schleswig-Holstein","","","",""
"Min 1x per month","2004","Hamburg","","","",""
"Min 1x per month","2004","Lower Saxony","","","",""
"Min 1x per month","2004","Bremen","","","",""
"Min 1x per month","2004","North Rhine-Westphalia","","","",""
"Min 1x per month","2004","Hesse","","","",""
"Min 1x per month","2004","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","2004","Baden-Württemberg","","","",""
"Min 1x per month","2004","Bavaria","","","",""
"Min 1x per month","2004","Berlin","","","",""
"Min 1x per month","2004","Brandenburg","","","",""
"Min 1x per month","2004","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2004","Saxony","","","",""
"Min 1x per month","2004","Saxony-Anhalt","","","",""
"Min 1x per month","2004","Thuringia","","","",""
"Rarely","2004","Schleswig-Holstein","","","",""
"Rarely","2004","Hamburg","","","",""
"Rarely","2004","Lower Saxony","","","",""
"Rarely","2004","Bremen","","","",""
"Rarely","2004","North Rhine-Westphalia","","","",""
"Rarely","2004","Hesse","","","",""
"Rarely","2004","Rhineland-Palatinate,Saarland","","","",""
"Rarely","2004","Baden-Württemberg","","","",""
"Rarely","2004","Bavaria","","","",""
"Rarely","2004","Berlin","","","",""
"Rarely","2004","Brandenburg","","","",""
"Rarely","2004","Mecklenburg-Western Pomerania","","","",""
"Rarely","2004","Saxony","","","",""
"Rarely","2004","Saxony-Anhalt","","","",""
"Rarely","2004","Thuringia","","","",""
"Never","2004","Schleswig-Holstein","","","",""
"Never","2004","Hamburg","","","",""
"Never","2004","Lower Saxony","","","",""
"Never","2004","Bremen","","","",""
"Never","2004","North Rhine-Westphalia","","","",""
"Never","2004","Hesse","","","",""
"Never","2004","Rhineland-Palatinate,Saarland","","","",""
"Never","2004","Baden-Württemberg","","","",""
"Never","2004","Bavaria","","","",""
"Never","2004","Berlin","","","",""
"Never","2004","Brandenburg","","","",""
"Never","2004","Mecklenburg-Western Pomerania","","","",""
"Never","2004","Saxony","","","",""
"Never","2004","Saxony-Anhalt","","","",""
"Never","2004","Thuringia","","","",""
"Daily","2005","Schleswig-Holstein","","","",""
"Daily","2005","Hamburg","","","",""
"Daily","2005","Lower Saxony","","","",""
"Daily","2005","Bremen","","","",""
"Daily","2005","North Rhine-Westphalia","","","",""
"Daily","2005","Hesse","","","",""
"Daily","2005","Rhineland-Palatinate,Saarland","","","",""
"Daily","2005","Baden-Württemberg","","","",""
"Daily","2005","Bavaria","","","",""
"Daily","2005","Berlin","","","",""
"Daily","2005","Brandenburg","","","",""
"Daily","2005","Mecklenburg-Western Pomerania","","","",""
"Daily","2005","Saxony","","","",""
"Daily","2005","Saxony-Anhalt","","","",""
"Daily","2005","Thuringia","","","",""
"Min 1x per week","2005","Schleswig-Holstein","209","0.302514401456848","0.267174413898601","0.337854389015095"
"Min 1x per week","2005","Hamburg","128","0.426586797192269","0.369761836278454","0.483411758106085"
"Min 1x per week","2005","Lower Saxony","657","0.336832517525431","0.314888665889139","0.358776369161722"
"Min 1x per week","2005","Bremen","53","0.279447554048947","0.206660420299153","0.352234687798741"
"Min 1x per week","2005","North Rhine-Westphalia","1496","0.320708830379894","0.306830518461905","0.334587142297882"
"Min 1x per week","2005","Hesse","532","0.356438468195266","0.3310491431067","0.381827793283833"
"Min 1x per week","2005","Rhineland-Palatinate,Saarland","374","0.274476278238194","0.249598186088224","0.299354370388164"
"Min 1x per week","2005","Baden-Württemberg","922","0.334605481753432","0.316160782025246","0.353050181481617"
"Min 1x per week","2005","Bavaria","1007","0.314076578478519","0.297166157495412","0.330986999461626"
"Min 1x per week","2005","Berlin","264","0.313162070611454","0.2800804841579","0.346243657065009"
"Min 1x per week","2005","Brandenburg","222","0.206294486909499","0.179635111821003","0.232953861997995"
"Min 1x per week","2005","Mecklenburg-Western Pomerania","119","0.203663014451119","0.168503946795222","0.238822082107017"
"Min 1x per week","2005","Saxony","387","0.234934382295711","0.213642170780285","0.256226593811136"
"Min 1x per week","2005","Saxony-Anhalt","211","0.199213210184011","0.172972800894972","0.225453619473049"
"Min 1x per week","2005","Thuringia","199","0.222381716157142","0.195046029917219","0.249717402397064"
"Min 1x per month","2005","Schleswig-Holstein","76","0.11791182530725","0.0930999023601703","0.142723748254329"
"Min 1x per month","2005","Hamburg","","","",""
"Min 1x per month","2005","Lower Saxony","127","0.0705247321157273","0.0586374140573708","0.0824120501740838"
"Min 1x per month","2005","Bremen","","","",""
"Min 1x per month","2005","North Rhine-Westphalia","330","0.0754471797439823","0.0675940898359346","0.08330026965203"
"Min 1x per month","2005","Hesse","98","0.0759116024611628","0.0618713579174996","0.089951847004826"
"Min 1x per month","2005","Rhineland-Palatinate,Saarland","66","0.0536799978990513","0.0411149510965269","0.0662450447015756"
"Min 1x per month","2005","Baden-Württemberg","203","0.088280949501939","0.0771910025970921","0.0993708964067858"
"Min 1x per month","2005","Bavaria","288","0.0969291496107068","0.0861499394096465","0.107708359811767"
"Min 1x per month","2005","Berlin","60","0.0912892225696426","0.0707446453284749","0.11183379981081"
"Min 1x per month","2005","Brandenburg","63","0.069665966957326","0.052893140843875","0.0864387930707769"
"Min 1x per month","2005","Mecklenburg-Western Pomerania","41","0.0476292674663455","0.0290352688564356","0.0662232660762555"
"Min 1x per month","2005","Saxony","128","0.0840799151243532","0.0701427943674195","0.0980170358812869"
"Min 1x per month","2005","Saxony-Anhalt","59","0.0749496139160046","0.0576506344930867","0.0922485933389226"
"Min 1x per month","2005","Thuringia","55","0.0480406568325719","0.0339830666207053","0.0620982470444385"
"Rarely","2005","Schleswig-Holstein","151","0.256233970385249","0.222647662484506","0.289820278285992"
"Rarely","2005","Hamburg","36","0.0988953556726054","0.0645966952132496","0.133194016131961"
"Rarely","2005","Lower Saxony","294","0.169993493168238","0.152553306107204","0.187433680229273"
"Rarely","2005","Bremen","","","",""
"Rarely","2005","North Rhine-Westphalia","746","0.162194918348137","0.151234091491523","0.173155745204752"
"Rarely","2005","Hesse","228","0.171158017909347","0.151191684069463","0.191124351749231"
"Rarely","2005","Rhineland-Palatinate,Saarland","203","0.190122166724676","0.168246314079134","0.211998019370219"
"Rarely","2005","Baden-Württemberg","381","0.164060524738065","0.14958431323783","0.178536736238299"
"Rarely","2005","Bavaria","630","0.197268681467925","0.182770517665495","0.211766845270356"
"Rarely","2005","Berlin","151","0.188900619849409","0.160979788751154","0.216821450947664"
"Rarely","2005","Brandenburg","209","0.262087324609313","0.233113758661702","0.291060890556925"
"Rarely","2005","Mecklenburg-Western Pomerania","120","0.247906344051462","0.210208839194967","0.285603848907958"
"Rarely","2005","Saxony","333","0.20595500271296","0.185645145548799","0.226264859877121"
"Rarely","2005","Saxony-Anhalt","172","0.168509951006857","0.143917920330127","0.193101981683588"
"Rarely","2005","Thuringia","193","0.206316617768955","0.179716230527566","0.232917005010345"
"Never","2005","Schleswig-Holstein","213","0.323339802850653","0.287353217263385","0.359326388437921"
"Never","2005","Hamburg","106","0.405827688306411","0.349408265532103","0.462247111080718"
"Never","2005","Lower Saxony","704","0.422649257190604","0.399713971161863","0.445584543219344"
"Never","2005","Bremen","53","0.427340223209088","0.34709727269443","0.507583173723747"
"Never","2005","North Rhine-Westphalia","1773","0.441649071527987","0.426883662478141","0.456414480577832"
"Never","2005","Hesse","509","0.396491911434224","0.370560715463004","0.422423107405444"
"Never","2005","Rhineland-Palatinate,Saarland","593","0.481721557138078","0.453865575400851","0.509577538875306"
"Never","2005","Baden-Württemberg","1008","0.413053044006564","0.393805833545291","0.432300254467838"
"Never","2005","Bavaria","969","0.391725590442849","0.373941175918797","0.409510004966901"
"Never","2005","Berlin","280","0.406648086969494","0.371610018623232","0.441686155315756"
"Never","2005","Brandenburg","391","0.461952221523862","0.429106000802054","0.494798442245669"
"Never","2005","Mecklenburg-Western Pomerania","224","0.500801374031073","0.45714956271328","0.544453185348865"
"Never","2005","Saxony","675","0.475030699866976","0.44995079229359","0.500110607440362"
"Never","2005","Saxony-Anhalt","448","0.557327224893127","0.524694779231957","0.589959670554298"
"Never","2005","Thuringia","442","0.523261009241331","0.490429054972502","0.55609296351016"
"Daily","2006","Schleswig-Holstein","","","",""
"Daily","2006","Hamburg","","","",""
"Daily","2006","Lower Saxony","","","",""
"Daily","2006","Bremen","","","",""
"Daily","2006","North Rhine-Westphalia","","","",""
"Daily","2006","Hesse","","","",""
"Daily","2006","Rhineland-Palatinate,Saarland","","","",""
"Daily","2006","Baden-Württemberg","","","",""
"Daily","2006","Bavaria","","","",""
"Daily","2006","Berlin","","","",""
"Daily","2006","Brandenburg","","","",""
"Daily","2006","Mecklenburg-Western Pomerania","","","",""
"Daily","2006","Saxony","","","",""
"Daily","2006","Saxony-Anhalt","","","",""
"Daily","2006","Thuringia","","","",""
"Min 1x per week","2006","Schleswig-Holstein","","","",""
"Min 1x per week","2006","Hamburg","","","",""
"Min 1x per week","2006","Lower Saxony","","","",""
"Min 1x per week","2006","Bremen","","","",""
"Min 1x per week","2006","North Rhine-Westphalia","","","",""
"Min 1x per week","2006","Hesse","","","",""
"Min 1x per week","2006","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","2006","Baden-Württemberg","","","",""
"Min 1x per week","2006","Bavaria","","","",""
"Min 1x per week","2006","Berlin","","","",""
"Min 1x per week","2006","Brandenburg","","","",""
"Min 1x per week","2006","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","2006","Saxony","","","",""
"Min 1x per week","2006","Saxony-Anhalt","","","",""
"Min 1x per week","2006","Thuringia","","","",""
"Min 1x per month","2006","Schleswig-Holstein","","","",""
"Min 1x per month","2006","Hamburg","","","",""
"Min 1x per month","2006","Lower Saxony","","","",""
"Min 1x per month","2006","Bremen","","","",""
"Min 1x per month","2006","North Rhine-Westphalia","","","",""
"Min 1x per month","2006","Hesse","","","",""
"Min 1x per month","2006","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","2006","Baden-Württemberg","","","",""
"Min 1x per month","2006","Bavaria","","","",""
"Min 1x per month","2006","Berlin","","","",""
"Min 1x per month","2006","Brandenburg","","","",""
"Min 1x per month","2006","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2006","Saxony","","","",""
"Min 1x per month","2006","Saxony-Anhalt","","","",""
"Min 1x per month","2006","Thuringia","","","",""
"Rarely","2006","Schleswig-Holstein","","","",""
"Rarely","2006","Hamburg","","","",""
"Rarely","2006","Lower Saxony","","","",""
"Rarely","2006","Bremen","","","",""
"Rarely","2006","North Rhine-Westphalia","","","",""
"Rarely","2006","Hesse","","","",""
"Rarely","2006","Rhineland-Palatinate,Saarland","","","",""
"Rarely","2006","Baden-Württemberg","","","",""
"Rarely","2006","Bavaria","","","",""
"Rarely","2006","Berlin","","","",""
"Rarely","2006","Brandenburg","","","",""
"Rarely","2006","Mecklenburg-Western Pomerania","","","",""
"Rarely","2006","Saxony","","","",""
"Rarely","2006","Saxony-Anhalt","","","",""
"Rarely","2006","Thuringia","","","",""
"Never","2006","Schleswig-Holstein","","","",""
"Never","2006","Hamburg","","","",""
"Never","2006","Lower Saxony","","","",""
"Never","2006","Bremen","","","",""
"Never","2006","North Rhine-Westphalia","","","",""
"Never","2006","Hesse","","","",""
"Never","2006","Rhineland-Palatinate,Saarland","","","",""
"Never","2006","Baden-Württemberg","","","",""
"Never","2006","Bavaria","","","",""
"Never","2006","Berlin","","","",""
"Never","2006","Brandenburg","","","",""
"Never","2006","Mecklenburg-Western Pomerania","","","",""
"Never","2006","Saxony","","","",""
"Never","2006","Saxony-Anhalt","","","",""
"Never","2006","Thuringia","","","",""
"Daily","2007","Schleswig-Holstein","","","",""
"Daily","2007","Hamburg","","","",""
"Daily","2007","Lower Saxony","","","",""
"Daily","2007","Bremen","","","",""
"Daily","2007","North Rhine-Westphalia","","","",""
"Daily","2007","Hesse","","","",""
"Daily","2007","Rhineland-Palatinate,Saarland","","","",""
"Daily","2007","Baden-Württemberg","","","",""
"Daily","2007","Bavaria","","","",""
"Daily","2007","Berlin","","","",""
"Daily","2007","Brandenburg","","","",""
"Daily","2007","Mecklenburg-Western Pomerania","","","",""
"Daily","2007","Saxony","","","",""
"Daily","2007","Saxony-Anhalt","","","",""
"Daily","2007","Thuringia","","","",""
"Min 1x per week","2007","Schleswig-Holstein","237","0.410538349809506","0.371595969147105","0.449480730471906"
"Min 1x per week","2007","Hamburg","121","0.385497287945577","0.330050703172023","0.440943872719132"
"Min 1x per week","2007","Lower Saxony","714","0.35806103396155","0.336125134010982","0.379996933912118"
"Min 1x per week","2007","Bremen","52","0.310720904994576","0.235394562598214","0.386047247390939"
"Min 1x per week","2007","North Rhine-Westphalia","1522","0.334584045335091","0.320315786832384","0.348852303837799"
"Min 1x per week","2007","Hesse","595","0.382237007413809","0.356709654437532","0.407764360390085"
"Min 1x per week","2007","Rhineland-Palatinate,Saarland","383","0.313648738275279","0.287051543969027","0.34024593258153"
"Min 1x per week","2007","Baden-Württemberg","911","0.350399035997504","0.331640900172925","0.369157171822083"
"Min 1x per week","2007","Bavaria","1126","0.358518289890962","0.341212760858191","0.375823818923734"
"Min 1x per week","2007","Berlin","269","0.353404343668636","0.319261244783572","0.3875474425537"
"Min 1x per week","2007","Brandenburg","210","0.229948573565551","0.201808402456312","0.258088744674791"
"Min 1x per week","2007","Mecklenburg-Western Pomerania","146","0.258597067475584","0.220369930708228","0.29682420424294"
"Min 1x per week","2007","Saxony","455","0.282730492736802","0.260024349766626","0.305436635706978"
"Min 1x per week","2007","Saxony-Anhalt","210","0.211964895830839","0.184853884264963","0.239075907396715"
"Min 1x per week","2007","Thuringia","198","0.208165621216758","0.181859354192863","0.234471888240654"
"Min 1x per month","2007","Schleswig-Holstein","40","0.0765116503536242","0.0554691497107624","0.0975541509964861"
"Min 1x per month","2007","Hamburg","","","",""
"Min 1x per month","2007","Lower Saxony","111","0.0668809539255164","0.0554508596325778","0.078311048218455"
"Min 1x per month","2007","Bremen","","","",""
"Min 1x per month","2007","North Rhine-Westphalia","270","0.058286921737863","0.051202300917638","0.065371542558088"
"Min 1x per month","2007","Hesse","108","0.0869696504671834","0.0721664731032372","0.10177282783113"
"Min 1x per month","2007","Rhineland-Palatinate,Saarland","81","0.085125544056629","0.0691280655004478","0.10112302261281"
"Min 1x per month","2007","Baden-Württemberg","207","0.0794353877576895","0.0688032880094379","0.0900674875059411"
"Min 1x per month","2007","Bavaria","275","0.0744873813967487","0.0650125910548335","0.0839621717386639"
"Min 1x per month","2007","Berlin","68","0.0786764627665226","0.0594464709622302","0.0979064545708149"
"Min 1x per month","2007","Brandenburg","65","0.0830763155342343","0.0646195022774731","0.101533128790995"
"Min 1x per month","2007","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2007","Saxony","111","0.0628347913240473","0.0505992263905746","0.07507035625752"
"Min 1x per month","2007","Saxony-Anhalt","49","0.0676388922144489","0.0509805689012795","0.0842972155276182"
"Min 1x per month","2007","Thuringia","66","0.0671999005095107","0.0509774614683205","0.083422339550701"
"Rarely","2007","Schleswig-Holstein","94","0.171875456074446","0.142009761887939","0.201741150260953"
"Rarely","2007","Hamburg","43","0.108010359430689","0.0726501485466515","0.143370570314727"
"Rarely","2007","Lower Saxony","314","0.181075948906904","0.163456908373529","0.198694989440279"
"Rarely","2007","Bremen","","","",""
"Rarely","2007","North Rhine-Westphalia","681","0.173441757263448","0.161992289112524","0.184891225414371"
"Rarely","2007","Hesse","213","0.161367655129019","0.142042520783688","0.180692789474351"
"Rarely","2007","Rhineland-Palatinate,Saarland","189","0.162076906826144","0.140951577634698","0.183202236017589"
"Rarely","2007","Baden-Württemberg","396","0.161160854959375","0.14670465921111","0.175617050707641"
"Rarely","2007","Bavaria","561","0.193822570585152","0.179558135560637","0.208087005609666"
"Rarely","2007","Berlin","162","0.198117402946552","0.169648724295677","0.226586081597428"
"Rarely","2007","Brandenburg","205","0.206892491373175","0.179803682778913","0.233981299967436"
"Rarely","2007","Mecklenburg-Western Pomerania","89","0.175010484078054","0.141837153956098","0.20818381420001"
"Rarely","2007","Saxony","289","0.20212647655167","0.18187790045851","0.22237505264483"
"Rarely","2007","Saxony-Anhalt","178","0.201654575631815","0.175038720145189","0.22827043111844"
"Rarely","2007","Thuringia","198","0.210105474885402","0.1837093131648","0.236501636606004"
"Never","2007","Schleswig-Holstein","242","0.341074543762424","0.303546091807885","0.378602995716963"
"Never","2007","Hamburg","114","0.439950291678441","0.383402281413105","0.496498301943776"
"Never","2007","Lower Saxony","696","0.393982063206029","0.371625192198415","0.416338934213643"
"Never","2007","Bremen","54","0.422131137652295","0.341741063201074","0.502521212103515"
"Never","2007","North Rhine-Westphalia","1728","0.433687275663598","0.418701188638708","0.448673362688488"
"Never","2007","Hesse","476","0.369425686989989","0.34407088893196","0.394780485048017"
"Never","2007","Rhineland-Palatinate,Saarland","516","0.439148810841949","0.410699581030994","0.467598040652904"
"Never","2007","Baden-Württemberg","971","0.409004721285432","0.389674311495685","0.428335131075178"
"Never","2007","Bavaria","988","0.373171758127137","0.355718932682737","0.390624583571537"
"Never","2007","Berlin","254","0.369801790618289","0.335321279873913","0.404282301362665"
"Never","2007","Brandenburg","379","0.48008261952704","0.446672604671154","0.513492634382925"
"Never","2007","Mecklenburg-Western Pomerania","244","0.513168073073982","0.469531346621495","0.556804799526469"
"Never","2007","Saxony","656","0.45230823938748","0.427212429706651","0.47740404906831"
"Never","2007","Saxony-Anhalt","436","0.518741636322897","0.485597579257626","0.551885693388169"
"Never","2007","Thuringia","453","0.514529003388329","0.482145478531317","0.546912528245341"
"Daily","2008","Schleswig-Holstein","46","0.0961173200590769","0.0715508711070834","0.12068376901107"
"Daily","2008","Hamburg","","","",""
"Daily","2008","Lower Saxony","146","0.079346299038534","0.0666723158258774","0.0920202822511906"
"Daily","2008","Bremen","","","",""
"Daily","2008","North Rhine-Westphalia","304","0.0706967924013975","0.0626811021880312","0.0787124826147639"
"Daily","2008","Hesse","125","0.0897529657428987","0.0742925998370454","0.105213331648752"
"Daily","2008","Rhineland-Palatinate,Saarland","95","0.0834925215398149","0.0671378796139638","0.0998471634656659"
"Daily","2008","Baden-Württemberg","203","0.0932204597302531","0.081495411958543","0.104945507501963"
"Daily","2008","Bavaria","252","0.0784564169330059","0.0683993810570785","0.0885134528089332"
"Daily","2008","Berlin","53","0.0593455966868491","0.042087569865469","0.0766036235082291"
"Daily","2008","Brandenburg","45","0.0631233553372659","0.046529115565637","0.0797175951088947"
"Daily","2008","Mecklenburg-Western Pomerania","33","0.0508603279554103","0.0314065169524315","0.070314138958389"
"Daily","2008","Saxony","91","0.0554414752565265","0.0435807322129624","0.0673022183000905"
"Daily","2008","Saxony-Anhalt","54","0.0675886924432347","0.0503748489149793","0.0848025359714902"
"Daily","2008","Thuringia","52","0.0596258008789068","0.0439541135063941","0.0752974882514195"
"Min 1x per week","2008","Schleswig-Holstein","187","0.344282795451035","0.304682221990248","0.383883368911822"
"Min 1x per week","2008","Hamburg","120","0.379967933999724","0.323115426486456","0.436820441512992"
"Min 1x per week","2008","Lower Saxony","637","0.343976406252616","0.321700996814841","0.366251815690392"
"Min 1x per week","2008","Bremen","48","0.250724800636203","0.178409886629184","0.323039714643222"
"Min 1x per week","2008","North Rhine-Westphalia","1263","0.309250053124936","0.294796398495994","0.323703707753879"
"Min 1x per week","2008","Hesse","505","0.346549912047756","0.320810131798863","0.372289692296649"
"Min 1x per week","2008","Rhineland-Palatinate,Saarland","298","0.26125034810649","0.235277096157935","0.287223600055045"
"Min 1x per week","2008","Baden-Württemberg","831","0.343748024803526","0.324593844914209","0.362902204692843"
"Min 1x per week","2008","Bavaria","936","0.316169431307886","0.298778132418655","0.333560730197116"
"Min 1x per week","2008","Berlin","242","0.343586537208881","0.308897787092853","0.37827528732491"
"Min 1x per week","2008","Brandenburg","223","0.248111749505411","0.21863894717002","0.277584551840802"
"Min 1x per week","2008","Mecklenburg-Western Pomerania","137","0.24075916931904","0.202903472308705","0.278614866329375"
"Min 1x per week","2008","Saxony","429","0.310287901991497","0.286310815179841","0.334264988803152"
"Min 1x per week","2008","Saxony-Anhalt","196","0.222388444971127","0.193873369556545","0.25090352038571"
"Min 1x per week","2008","Thuringia","216","0.245502196012676","0.2170179338024","0.273986458222952"
"Min 1x per month","2008","Schleswig-Holstein","46","0.0880578191826698","0.0644392741611963","0.111676364204143"
"Min 1x per month","2008","Hamburg","","","",""
"Min 1x per month","2008","Lower Saxony","121","0.0661070036303546","0.0544557157181353","0.0777582915425739"
"Min 1x per month","2008","Bremen","","","",""
"Min 1x per month","2008","North Rhine-Westphalia","289","0.068951272168648","0.0610277240680467","0.0768748202692493"
"Min 1x per month","2008","Hesse","100","0.0812230122779711","0.0664468950334703","0.0959991295224718"
"Min 1x per month","2008","Rhineland-Palatinate,Saarland","83","0.0799174754889743","0.0638856301656806","0.095949320812268"
"Min 1x per month","2008","Baden-Württemberg","197","0.0800001399259731","0.0690593822684747","0.0909408975834715"
"Min 1x per month","2008","Bavaria","253","0.0984674138631029","0.0873235754795824","0.109611252246623"
"Min 1x per month","2008","Berlin","79","0.106552492290012","0.0840153851209526","0.129089599459072"
"Min 1x per month","2008","Brandenburg","60","0.0811034296313122","0.0624750945252374","0.099731764737387"
