"pli0092_h","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1996","Hamburg","Full Time","20","","","","2"
"Min 1x per week","1996","Hamburg","Part Time","11","","","","2"
"Min 1x per week","1996","Hamburg","Not Working","6","","","","2"
"Min 1x per week","1996","Lower Saxony","Full Time","136","0.357925639667124","0.312078471632358","0.40377280770189","2"
"Min 1x per week","1996","Lower Saxony","Part Time","66","0.264627634522819","0.210054049978456","0.319201219067181","2"
"Min 1x per week","1996","Lower Saxony","Not Working","81","0.194633569523036","0.154400584414649","0.234866554631423","2"
"Min 1x per week","1996","Bremen","Full Time","15","","","","2"
"Min 1x per week","1996","Bremen","Part Time","3","","","","2"
"Min 1x per week","1996","Bremen","Not Working","7","","","","2"
"Min 1x per week","1996","North Rhine-Westphalia","Full Time","293","0.307027682157788","0.279114647358032","0.334940716957545","2"
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","Part Time","32","0.252896256328691","0.180374184212341","0.325418328445041","2"
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","Not Working","35","0.124168760194947","0.08483344837514","0.163504072014754","2"
"Min 1x per week","1996","Baden-Württemberg","Full Time","182","0.278451045818836","0.24561892726255","0.311283164375123","2"
"Min 1x per week","1996","Baden-Württemberg","Part Time","103","0.324544254345119","0.278718321187811","0.370370187502426","2"
"Min 1x per week","1996","Baden-Württemberg","Not Working","100","0.19129459088301","0.15961104670476","0.222978135061261","2"
"Min 1x per week","1996","Bavaria","Full Time","231","0.323108591681933","0.289683475557019","0.356533707806846","2"
"Min 1x per week","1996","Bavaria","Part Time","96","0.301865281401179","0.253839909796633","0.349890653005725","2"
"Min 1x per week","1996","Bavaria","Not Working","111","0.21912998638278","0.184273007992072","0.253986964773487","2"
"Min 1x per week","1996","Berlin","Full Time","61","0.236522650347636","0.184159920773132","0.28888537992214","2"
"Min 1x per week","1996","Berlin","Part Time","21","","","","2"
"Min 1x per week","1996","Berlin","Not Working","44","0.210016153161667","0.152401502638596","0.267630803684737","2"
"Min 1x per week","1996","Brandenburg","Full Time","37","0.157537003832725","0.115679983951232","0.199394023714218","2"
"Min 1x per week","1996","Brandenburg","Part Time","14","","","","2"
"Never","1996","Thuringia","Part Time","55","0.567530989313483","0.472770841784528","0.662291136842438","5"
"Never","1996","Thuringia","Not Working","162","0.761071029145119","0.70596093226866","0.816181126021578","5"
"Never","1996","Brandenburg","Not Working","142","0.765325251646667","0.70702690020609","0.823623603087244","5"
"Never","1996","Mecklenburg-Western Pomerania","Full Time","85","0.411867707130778","0.341700599789256","0.482034814472301","5"
"Never","1996","Mecklenburg-Western Pomerania","Part Time","33","0.478889076176279","0.363500079614812","0.594278072737746","5"
"Never","1996","Mecklenburg-Western Pomerania","Not Working","90","0.715696777028691","0.639885456922337","0.791508097135044","5"
"Never","1996","Saxony","Full Time","255","0.495441760530711","0.45291593168754","0.537967589373883","5"
"Never","1996","Saxony","Part Time","96","0.486048836421772","0.413831733825198","0.558265939018345","5"
"Never","1996","Saxony","Not Working","278","0.762118165099941","0.719860296925525","0.804376033274356","5"
"Never","1996","Saxony-Anhalt","Full Time","180","0.614521341582319","0.561443227411881","0.667599455752756","5"
"Never","1996","Saxony-Anhalt","Part Time","54","0.540280020753465","0.443085105086114","0.637474936420816","5"
"Never","1996","Saxony-Anhalt","Not Working","170","0.76892102450599","0.716353115908877","0.821488933103102","5"
"Never","1996","Thuringia","Full Time","155","0.504949863983336","0.450169889739735","0.559729838226938","5"
"Never","1996","Schleswig-Holstein","Full Time","42","0.342434129970938","0.256816097953143","0.428052161988733","5"
"Never","1996","Schleswig-Holstein","Part Time","27","","","","5"
"Never","1996","Schleswig-Holstein","Not Working","47","0.40612395875195","0.31034621281434","0.501901704689559","5"
"Never","1996","Hamburg","Full Time","13","","","","5"
"Never","1996","Hamburg","Part Time","11","","","","5"
"Never","1996","Hamburg","Not Working","36","0.787276852937239","0.670281051127052","0.904272654747426","5"
"Never","1996","Lower Saxony","Full Time","150","0.320564712051587","0.275931786748783","0.365197637354391","5"
"Never","1996","Lower Saxony","Part Time","110","0.419618876819849","0.358567511871046","0.480670241768652","5"
"Never","1996","Lower Saxony","Not Working","222","0.595265883749374","0.545386965700022","0.645144801798726","5"
"Never","1996","Bremen","Full Time","10","","","","5"
"Never","1996","Bremen","Part Time","4","","","","5"
"Never","1996","Bremen","Not Working","35","0.73679081495713","0.614727345280649","0.85885428463361","5"
"Never","1996","North Rhine-Westphalia","Full Time","382","0.312755040936936","0.28469952320132","0.340810558672552","5"
"Never","1996","North Rhine-Westphalia","Part Time","251","0.35262555180541","0.313808614601871","0.39144248900895","5"
"Never","1996","North Rhine-Westphalia","Not Working","554","0.61600429815968","0.584627957371969","0.647380638947391","5"
"Never","1996","Hesse","Full Time","165","0.319243220046265","0.273035287099832","0.365451152992699","5"
"Never","1996","Hesse","Part Time","98","0.435206192571841","0.366836299192908","0.503576085950774","5"
"Never","1996","Hesse","Not Working","222","0.708244181765515","0.658124786728557","0.758363576802472","5"
"Never","1996","Rhineland-Palatinate,Saarland","Full Time","117","0.359440867305712","0.303634691683455","0.41524704292797","5"
"Never","1996","Rhineland-Palatinate,Saarland","Part Time","74","0.546891858653064","0.463837924402334","0.629945792903794","5"
"Never","1996","Rhineland-Palatinate,Saarland","Not Working","189","0.710247660726399","0.656136781536864","0.764358539915934","5"
"Never","1996","Baden-Württemberg","Full Time","265","0.365884064936978","0.330602514562305","0.401165615311651","5"
"Never","1996","Baden-Württemberg","Part Time","180","0.39252983512122","0.344735687885882","0.440323982356558","5"
"Never","1996","Baden-Württemberg","Not Working","386","0.630907852539039","0.592035788022459","0.66977991705562","5"
"Never","1996","Bavaria","Full Time","240","0.317612519537163","0.284338635218624","0.350886403855703","5"
"Never","1996","Bavaria","Part Time","134","0.351463164543171","0.301517043611997","0.401409285474346","5"
"Never","1996","Bavaria","Not Working","314","0.593810325935273","0.552425820401804","0.635194831468741","5"
"Never","1996","Berlin","Full Time","114","0.44915828102328","0.387866682465457","0.510449879581103","5"
"Never","1996","Berlin","Part Time","36","0.341453640177211","0.245592362206366","0.437314918148057","5"
"Never","1996","Berlin","Not Working","109","0.604513901853126","0.535352110392111","0.673675693314141","5"
"Never","1996","Brandenburg","Full Time","159","0.537471597200226","0.480185589189361","0.594757605211091","5"
"Never","1996","Brandenburg","Part Time","56","0.520511846577011","0.42495590605592","0.616067787098101","5"
"Rarely","1996","North Rhine-Westphalia","Part Time","135","0.253388663219498","0.218051842028219","0.288725484410777","4"
"Rarely","1996","North Rhine-Westphalia","Not Working","133","0.107520612771744","0.087536162645523","0.127505062897964","4"
"Rarely","1996","Baden-Württemberg","Part Time","87","0.204681716527357","0.165191827510422","0.244171605544292","4"
"Rarely","1996","Baden-Württemberg","Not Working","78","0.130596578773525","0.103453206066652","0.157739951480398","4"
"Rarely","1996","Bavaria","Full Time","195","0.239347715941795","0.208851433494166","0.269843998389423","4"
"Rarely","1996","Bavaria","Part Time","94","0.277757323226665","0.230900928957668","0.324613717495663","4"
"Rarely","1996","Brandenburg","Not Working","29","","","","4"
"Rarely","1996","Mecklenburg-Western Pomerania","Full Time","48","0.329346004937758","0.262343252017425","0.39634875785809","4"
"Rarely","1996","Mecklenburg-Western Pomerania","Part Time","25","","","","4"
"Rarely","1996","Mecklenburg-Western Pomerania","Not Working","26","","","","4"
"Rarely","1996","Saxony","Full Time","129","0.226074958190778","0.190497369519653","0.261652546861904","4"
"Rarely","1996","Thuringia","Part Time","25","","","","4"
"Rarely","1996","Thuringia","Not Working","29","","","","4"
"Rarely","1996","Hesse","Full Time","81","0.225207902616929","0.183803729428348","0.266612075805511","4"
"Rarely","1996","Hesse","Part Time","42","0.204438110868361","0.148823318386638","0.260052903350083","4"
"Rarely","1996","Hesse","Not Working","25","","","","4"
"Rarely","1996","Rhineland-Palatinate,Saarland","Full Time","67","0.261224938037701","0.210133002928492","0.31231687314691","4"
"Rarely","1996","Rhineland-Palatinate,Saarland","Part Time","26","","","","4"
"Rarely","1996","Rhineland-Palatinate,Saarland","Not Working","33","0.117605015228854","0.0791803010485133","0.156029729409194","4"
"Rarely","1996","Baden-Württemberg","Full Time","198","0.277987429259441","0.245172117240104","0.310802741278777","4"
"Rarely","1996","Saxony","Part Time","46","0.306917581359449","0.24027642809082","0.373558734628078","4"
"Rarely","1996","Saxony","Not Working","41","0.0863350653385561","0.0584608354635882","0.114209295213524","4"
"Rarely","1996","Saxony-Anhalt","Full Time","76","0.209932469683247","0.165518586677624","0.254346352688871","4"
"Rarely","1996","Saxony-Anhalt","Part Time","25","","","","4"
"Rarely","1996","Saxony-Anhalt","Not Working","35","0.0999243349485913","0.0625240632113925","0.13732460668579","4"
"Rarely","1996","Thuringia","Full Time","94","0.284953768398717","0.235496814376951","0.334410722420484","4"
"Rarely","1996","Schleswig-Holstein","Full Time","26","","","","4"
"Rarely","1996","Schleswig-Holstein","Part Time","13","","","","4"
"Rarely","1996","Schleswig-Holstein","Not Working","16","","","","4"
"Rarely","1996","Hamburg","Full Time","14","","","","4"
"Rarely","1996","Hamburg","Part Time","3","","","","4"
"Rarely","1996","Hamburg","Not Working","3","","","","4"
"Rarely","1996","Lower Saxony","Full Time","102","0.250321572882347","0.208892034704313","0.29175111106038","4"
"Rarely","1996","Lower Saxony","Part Time","56","0.257168019608993","0.203096944248064","0.311239094969922","4"
"Rarely","1996","Lower Saxony","Not Working","47","0.152286765990635","0.115775055037095","0.188798476944175","4"
"Rarely","1996","Bremen","Full Time","6","","","","4"
"Rarely","1996","Bremen","Part Time","1","","","","4"
"Rarely","1996","Bremen","Not Working","7","","","","4"
"Rarely","1996","North Rhine-Westphalia","Full Time","270","0.28165904277843","0.254439081005984","0.308879004550876","4"
"Rarely","1996","Bavaria","Not Working","84","0.140204200027193","0.110947345653964","0.169461054400421","4"
"Rarely","1996","Berlin","Full Time","60","0.249865653618783","0.196518575562386","0.303212731675179","4"
"Rarely","1996","Berlin","Part Time","29","","","","4"
"Rarely","1996","Berlin","Not Working","29","","","","4"
"Rarely","1996","Brandenburg","Full Time","81","0.270813999691866","0.219756879751171","0.321871119632561","4"
"Rarely","1996","Brandenburg","Part Time","31","0.329265878141055","0.239377818584608","0.419153937697503","4"
"Daily","1997","North Rhine-Westphalia","Part Time","","","","","1"
"Daily","1997","North Rhine-Westphalia","Not Working","","","","","1"
"Daily","1997","Hesse","Full Time","","","","","1"
"Daily","1997","Hesse","Part Time","","","","","1"
"Daily","1997","Hesse","Not Working","","","","","1"
"Daily","1997","Rhineland-Palatinate,Saarland","Full Time","","","","","1"
"Daily","1997","Rhineland-Palatinate,Saarland","Part Time","","","","","1"
"Daily","1997","Rhineland-Palatinate,Saarland","Not Working","","","","","1"
"Daily","1997","Baden-Württemberg","Full Time","","","","","1"
"Daily","1997","Baden-Württemberg","Part Time","","","","","1"
"Daily","1997","Baden-Württemberg","Not Working","","","","","1"
"Daily","1997","Bavaria","Full Time","","","","","1"
"Daily","1997","Bavaria","Part Time","","","","","1"
"Daily","1997","Bavaria","Not Working","","","","","1"
"Daily","1997","Berlin","Full Time","","","","","1"
"Daily","1997","Berlin","Part Time","","","","","1"
"Daily","1997","Berlin","Not Working","","","","","1"
"Daily","1997","Brandenburg","Full Time","","","","","1"
"Daily","1997","Brandenburg","Part Time","","","","","1"
"Daily","1997","Brandenburg","Not Working","","","","","1"
"Daily","1997","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Daily","1997","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Daily","1997","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Daily","1997","Saxony","Full Time","","","","","1"
"Daily","1997","Saxony","Part Time","","","","","1"
"Daily","1997","Saxony","Not Working","","","","","1"
"Daily","1997","Saxony-Anhalt","Full Time","","","","","1"
"Daily","1997","Saxony-Anhalt","Part Time","","","","","1"
"Daily","1997","Saxony-Anhalt","Not Working","","","","","1"
"Daily","1997","Thuringia","Full Time","","","","","1"
"Daily","1997","Thuringia","Part Time","","","","","1"
"Daily","1997","Thuringia","Not Working","","","","","1"
"Daily","1997","Schleswig-Holstein","Full Time","","","","","1"
"Daily","1997","Schleswig-Holstein","Part Time","","","","","1"
"Daily","1997","Schleswig-Holstein","Not Working","","","","","1"
"Daily","1997","Hamburg","Full Time","","","","","1"
"Daily","1997","Hamburg","Part Time","","","","","1"
"Daily","1997","Hamburg","Not Working","","","","","1"
"Daily","1997","Lower Saxony","Full Time","","","","","1"
"Daily","1997","Lower Saxony","Part Time","","","","","1"
"Daily","1997","Lower Saxony","Not Working","","","","","1"
"Daily","1997","Bremen","Full Time","","","","","1"
"Daily","1997","Bremen","Not Working","","","","","1"
"Daily","1997","Bremen","Part Time","","","","","1"
"Daily","1997","North Rhine-Westphalia","Full Time","","","","","1"
"Min 1x per month","1997","Brandenburg","Not Working","6","","","","3"
"Min 1x per month","1997","Mecklenburg-Western Pomerania","Not Working","3","","","","3"
"Min 1x per month","1997","Mecklenburg-Western Pomerania","Full Time","19","","","","3"
"Min 1x per month","1997","Mecklenburg-Western Pomerania","Part Time","1","","","","3"
"Min 1x per month","1997","Saxony","Full Time","36","0.0638472229384519","0.0428138567376031","0.0848805891393007","3"
"Min 1x per month","1997","Saxony","Part Time","9","","","","3"
"Min 1x per month","1997","Schleswig-Holstein","Full Time","8","","","","3"
"Min 1x per month","1997","Schleswig-Holstein","Part Time","3","","","","3"
"Min 1x per month","1997","Schleswig-Holstein","Not Working","4","","","","3"
"Min 1x per month","1997","Hamburg","Full Time","3","","","","3"
"Min 1x per month","1997","Hamburg","Part Time","1","","","","3"
"Min 1x per month","1997","Hamburg","Not Working","","","","","3"
"Min 1x per month","1997","North Rhine-Westphalia","Part Time","37","0.0817430204734582","0.0582626629064327","0.105223378040484","3"
"Min 1x per month","1997","North Rhine-Westphalia","Not Working","37","0.0384230583117927","0.0259957143009067","0.0508504023226788","3"
"Min 1x per month","1997","Hesse","Full Time","33","0.0824003374278893","0.0535516209710433","0.111249053884735","3"
"Min 1x per month","1997","Hesse","Part Time","7","","","","3"
"Min 1x per month","1997","Hesse","Not Working","17","","","","3"
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","Full Time","20","","","","3"
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","Part Time","4","","","","3"
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","Not Working","10","","","","3"
"Min 1x per month","1997","Baden-Württemberg","Full Time","60","0.0771413412507415","0.0573757295409981","0.0969069529604848","3"
"Min 1x per month","1997","Baden-Württemberg","Part Time","22","","","","3"
"Min 1x per month","1997","Baden-Württemberg","Not Working","20","","","","3"
"Min 1x per month","1997","Bavaria","Full Time","79","0.10093534610594","0.0790827136537624","0.122787978558117","3"
"Min 1x per month","1997","Bavaria","Part Time","25","","","","3"
"Min 1x per month","1997","Bavaria","Not Working","37","0.0448858358989064","0.0273408306900781","0.0624308411077348","3"
"Min 1x per month","1997","Berlin","Full Time","13","","","","3"
"Min 1x per month","1997","Berlin","Part Time","12","","","","3"
"Min 1x per month","1997","Berlin","Not Working","5","","","","3"
"Min 1x per month","1997","Brandenburg","Full Time","14","","","","3"
"Min 1x per month","1997","Brandenburg","Part Time","4","","","","3"
"Min 1x per month","1997","Saxony","Not Working","12","","","","3"
"Min 1x per month","1997","Saxony-Anhalt","Full Time","16","","","","3"
"Min 1x per month","1997","Saxony-Anhalt","Part Time","2","","","","3"
"Min 1x per month","1997","Saxony-Anhalt","Not Working","4","","","","3"
"Min 1x per month","1997","Thuringia","Full Time","12","","","","3"
"Min 1x per month","1997","Thuringia","Part Time","2","","","","3"
"Min 1x per month","1997","Thuringia","Not Working","2","","","","3"
"Min 1x per month","1997","Lower Saxony","Full Time","35","0.0731655314651997","0.048523653694568","0.0978074092358313","3"
"Min 1x per month","1997","Lower Saxony","Part Time","17","","","","3"
"Min 1x per month","1997","Lower Saxony","Not Working","23","","","","3"
"Min 1x per month","1997","Bremen","Full Time","2","","","","3"
"Min 1x per month","1997","Bremen","Part Time","3","","","","3"
"Min 1x per month","1997","Bremen","Not Working","","","","","3"
"Min 1x per month","1997","North Rhine-Westphalia","Full Time","84","0.0926486489405021","0.0751530364246795","0.110144261456325","3"
"Min 1x per week","1997","Brandenburg","Not Working","35","0.138841496615383","0.0941540682071102","0.183528925023655","2"
"Min 1x per week","1997","Mecklenburg-Western Pomerania","Full Time","37","0.220069338128675","0.15954645556352","0.28059222069383","2"
"Min 1x per week","1997","Mecklenburg-Western Pomerania","Part Time","7","","","","2"
"Min 1x per week","1997","Mecklenburg-Western Pomerania","Not Working","21","","","","2"
"Min 1x per week","1997","Saxony","Full Time","110","0.200657380150082","0.166201887357009","0.235112872943155","2"
"Min 1x per week","1997","Saxony-Anhalt","Part Time","20","","","","2"
"Min 1x per week","1997","Saxony","Part Time","31","0.190909644332713","0.131301952938394","0.250517335727033","2"
"Min 1x per week","1997","Saxony","Not Working","50","0.120132700125769","0.0878659671186329","0.152399433132904","2"
"Min 1x per week","1997","Saxony-Anhalt","Full Time","50","0.124954139301418","0.0881448039915762","0.16176347461126","2"
"Min 1x per week","1997","North Rhine-Westphalia","Part Time","134","0.269581944849737","0.231551763391079","0.307612126308396","2"
"Min 1x per week","1997","North Rhine-Westphalia","Not Working","190","0.205274622911772","0.179161037346734","0.231388208476809","2"
"Min 1x per week","1997","Hesse","Full Time","107","0.384137275093614","0.333107863242306","0.435166686944922","2"
"Min 1x per week","1997","Hesse","Part Time","48","0.288503652909841","0.223039858380091","0.353967447439591","2"
"Min 1x per week","1997","Hesse","Not Working","64","0.204909033870593","0.159976986669633","0.249841081071552","2"
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","Full Time","77","0.301310650498314","0.247947897840154","0.354673403156473","2"
"Min 1x per week","1997","Saxony-Anhalt","Not Working","28","","","","2"
"Min 1x per week","1997","Thuringia","Full Time","51","0.147950621743011","0.108169396322164","0.187731847163859","2"
"Min 1x per week","1997","Thuringia","Part Time","20","","","","2"
"Min 1x per week","1997","Thuringia","Not Working","31","0.0992905754443385","0.0616126679629169","0.13696848292576","2"
"Min 1x per week","1997","Baden-Württemberg","Not Working","102","0.153550941569045","0.125173129955092","0.181928753182998","2"
"Min 1x per week","1997","Bavaria","Full Time","223","0.334445975524281","0.300221145093694","0.368670805954867","2"
"Min 1x per week","1997","Bavaria","Part Time","84","0.253031380569781","0.20767910221956","0.298383658920003","2"
"Min 1x per week","1997","Bavaria","Not Working","119","0.229921194455553","0.194265550133498","0.265576838777609","2"
"Min 1x per week","1997","Berlin","Full Time","63","0.285706799093437","0.227450801049802","0.343962797137072","2"
"Min 1x per week","1997","Berlin","Part Time","30","0.347137404487743","0.254294439004088","0.439980369971398","2"
"Min 1x per week","1997","Berlin","Not Working","37","0.206224530260361","0.145934703241978","0.266514357278745","2"
"Min 1x per week","1997","Schleswig-Holstein","Full Time","44","0.437749974516056","0.347077184869453","0.52842276416266","2"
"Min 1x per week","1997","Schleswig-Holstein","Part Time","18","","","","2"
"Min 1x per week","1997","Schleswig-Holstein","Not Working","31","0.345612224237789","0.251933141389951","0.439291307085626","2"
"Min 1x per week","1997","Hamburg","Full Time","25","","","","2"
"Min 1x per week","1997","Hamburg","Part Time","9","","","","2"
"Min 1x per week","1997","Hamburg","Not Working","12","","","","2"
"Min 1x per week","1997","Lower Saxony","Full Time","132","0.330684425492451","0.286165796533357","0.375203054451545","2"
"Min 1x per week","1997","Lower Saxony","Part Time","60","0.30310450377491","0.24209466632383","0.36411434122599","2"
"Min 1x per week","1997","Lower Saxony","Not Working","98","0.214209173785709","0.173174121696728","0.255244225874691","2"
"Min 1x per week","1997","Bremen","Full Time","14","","","","2"
"Min 1x per week","1997","Bremen","Part Time","4","","","","2"
"Min 1x per week","1997","Bremen","Not Working","10","","","","2"
"Min 1x per week","1997","North Rhine-Westphalia","Full Time","310","0.311488195504453","0.283543566200236","0.339432824808669","2"
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","Part Time","31","0.253082429535728","0.179467987064034","0.326696872007423","2"
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","Not Working","48","0.162541953646054","0.120151714755529","0.204932192536578","2"
"Min 1x per week","1997","Baden-Württemberg","Full Time","209","0.321464971235662","0.286866888285572","0.356063054185753","2"
"Min 1x per week","1997","Baden-Württemberg","Part Time","103","0.337738152115524","0.290920461514275","0.384555842716772","2"
"Min 1x per week","1997","Brandenburg","Full Time","35","0.153494677903172","0.110657076410344","0.196332279396001","2"
"Min 1x per week","1997","Brandenburg","Part Time","10","","","","2"
"Never","1997","Mecklenburg-Western Pomerania","Full Time","82","0.419040856161988","0.346961181384103","0.491120530939874","5"
"Never","1997","Brandenburg","Not Working","156","0.712325486070133","0.653823028736331","0.770827943403935","5"
"Never","1997","Mecklenburg-Western Pomerania","Part Time","40","0.562863216849927","0.441337493650605","0.684388940049248","5"
"Never","1997","Mecklenburg-Western Pomerania","Not Working","93","0.726582122328187","0.653013208777743","0.80015103587863","5"
"Never","1997","Saxony","Full Time","234","0.458376821515443","0.415509696527137","0.50124394650375","5"
"Never","1997","Saxony","Part Time","94","0.545105463745081","0.469581376846254","0.620629550643908","5"
"Never","1997","Saxony","Not Working","285","0.779620053902307","0.738482039616332","0.820758068188282","5"
"Never","1997","Saxony-Anhalt","Full Time","166","0.576221374969848","0.521212666288725","0.631230083650972","5"
"Never","1997","Saxony-Anhalt","Part Time","65","0.5564710820205","0.466451409056802","0.646490754984197","5"
"Never","1997","Saxony-Anhalt","Not Working","174","0.781947002974605","0.72892699114129","0.834967014807921","5"
"Never","1997","Thuringia","Full Time","151","0.522945187026786","0.466982365341555","0.578908008712017","5"
"Never","1997","Thuringia","Part Time","57","0.493193947060625","0.399337392458798","0.587050501662453","5"
"Never","1997","Thuringia","Not Working","173","0.771710383661541","0.71882804426875","0.824592723054331","5"
"Never","1997","Schleswig-Holstein","Full Time","38","0.302363252205401","0.218421438384879","0.386305066025923","5"
"Never","1997","Schleswig-Holstein","Part Time","20","","","","5"
"Never","1997","Schleswig-Holstein","Not Working","53","0.526147342735927","0.427790213461148","0.624504472010707","5"
"Never","1997","Hamburg","Full Time","15","","","","5"
"Never","1997","Hamburg","Part Time","7","","","","5"
"Never","1997","Hamburg","Not Working","34","0.756567216295578","0.63516104473242","0.877973387858737","5"
"Never","1997","Lower Saxony","Full Time","157","0.366542601026365","0.320945169461774","0.412140032590957","5"
"Never","1997","Lower Saxony","Part Time","97","0.415507850085757","0.350089618158889","0.480926082012625","5"
"Never","1997","Lower Saxony","Not Working","220","0.61551642795821","0.566859890806628","0.664172965109792","5"
"Never","1997","Bremen","Full Time","15","","","","5"
"Never","1997","Bremen","Part Time","3","","","","5"
"Never","1997","Bremen","Not Working","35","0.79337884682214","0.677627284598109","0.909130409046172","5"
"Never","1997","North Rhine-Westphalia","Full Time","403","0.332423405622037","0.303997244766169","0.360849566477905","5"
"Never","1997","North Rhine-Westphalia","Part Time","247","0.419361679658192","0.377071019417522","0.461652339898862","5"
"Never","1997","North Rhine-Westphalia","Not Working","587","0.655260362541756","0.624531754028544","0.685988971054968","5"
"Never","1997","Hesse","Full Time","136","0.32849585165777","0.279221074114744","0.377770629200796","5"
"Never","1997","Hesse","Part Time","99","0.485007355952302","0.41279461076345","0.557220101141154","5"
"Never","1997","Hesse","Not Working","203","0.664587028273907","0.61202972160234","0.717144334945473","5"
"Never","1997","Rhineland-Palatinate,Saarland","Full Time","119","0.375256526619054","0.318944142826663","0.431568910411446","5"
"Never","1997","Rhineland-Palatinate,Saarland","Part Time","78","0.527825282075817","0.443298925248088","0.612351638903546","5"
"Never","1997","Rhineland-Palatinate,Saarland","Not Working","200","0.71347717738926","0.661528888177577","0.765425466600942","5"
"Never","1997","Baden-Württemberg","Full Time","276","0.364462439214007","0.328809439874427","0.400115438553587","5"
"Never","1997","Baden-Württemberg","Part Time","186","0.41037135743362","0.361676526307419","0.45906618855982","5"
"Never","1997","Baden-Württemberg","Not Working","419","0.70735411239159","0.671541013623727","0.743167211159453","5"
"Never","1997","Bavaria","Full Time","231","0.299573864925531","0.266344671978918","0.332803057872145","5"
"Never","1997","Bavaria","Part Time","162","0.441496946759441","0.389696039475023","0.493297854043858","5"
"Never","1997","Bavaria","Not Working","295","0.573380007606634","0.531470450157476","0.615289565055793","5"
"Never","1997","Berlin","Full Time","97","0.420232322625796","0.356580062703562","0.483884582548031","5"
"Never","1997","Berlin","Part Time","38","0.360438823826039","0.266802526430937","0.45407512122114","5"
"Never","1997","Berlin","Not Working","112","0.646671771402898","0.575442884240204","0.717900658565593","5"
"Never","1997","Brandenburg","Full Time","152","0.54581996084111","0.486649852063508","0.604990069618712","5"
"Never","1997","Brandenburg","Part Time","55","0.557678516859837","0.45832724104744","0.657029792672234","5"
"Rarely","1997","North Rhine-Westphalia","Part Time","105","0.229313355018613","0.193284468742277","0.265342241294948","4"
"Rarely","1997","North Rhine-Westphalia","Not Working","105","0.101041956234679","0.0815564847107118","0.120527427758647","4"
"Rarely","1997","Baden-Württemberg","Part Time","81","0.192554346250186","0.15352076749289","0.231587925007482","4"
"Rarely","1997","Baden-Württemberg","Not Working","79","0.108809493337059","0.0842979353716715","0.133321051302447","4"
"Rarely","1997","Bavaria","Full Time","197","0.265044813444249","0.233028100254929","0.297061526633568","4"
"Rarely","1997","Bavaria","Part Time","82","0.259069165474761","0.213364826113719","0.304773504835802","4"
"Rarely","1997","Brandenburg","Not Working","33","0.131297143848388","0.0876508434766492","0.174943444220126","4"
"Rarely","1997","Mecklenburg-Western Pomerania","Full Time","42","0.274227361451701","0.209054389356327","0.339400333547076","4"
"Rarely","1997","Mecklenburg-Western Pomerania","Part Time","16","","","","4"
"Rarely","1997","Mecklenburg-Western Pomerania","Not Working","24","","","","4"
"Rarely","1997","Saxony","Full Time","139","0.277118575396023","0.238612366413337","0.315624784378708","4"
"Rarely","1997","Saxony","Part Time","33","0.211278116995512","0.149365514570525","0.2731907194205","4"
"Rarely","1997","Saxony","Not Working","43","0.0761509772432643","0.049826847060667","0.102475107425861","4"
"Rarely","1997","Saxony-Anhalt","Full Time","78","0.229747620567375","0.182919224865104","0.276576016269647","4"
"Rarely","1997","Saxony-Anhalt","Part Time","30","0.272070202795438","0.191432081892128","0.352708323698749","4"
"Rarely","1997","Saxony-Anhalt","Not Working","27","","","","4"
"Rarely","1997","Thuringia","Full Time","92","0.295293868525742","0.244182369593622","0.346405367457862","4"
"Rarely","1997","Thuringia","Part Time","30","0.306003034188667","0.219491005891048","0.392515062486286","4"
"Rarely","1997","Thuringia","Not Working","36","0.125413630636214","0.0836869218823974","0.167140339390032","4"
"Rarely","1997","Hesse","Full Time","73","0.204966535820727","0.162614961128046","0.247318110513407","4"
"Rarely","1997","Hesse","Part Time","30","0.198152247844928","0.140557266860791","0.255747228829066","4"
"Rarely","1997","Hesse","Not Working","26","","","","4"
"Rarely","1997","Rhineland-Palatinate,Saarland","Full Time","68","0.246623436341577","0.196491769330925","0.29675510335223","4"
"Rarely","1997","Rhineland-Palatinate,Saarland","Part Time","21","","","","4"
"Rarely","1997","Rhineland-Palatinate,Saarland","Not Working","33","0.0960983807050402","0.0622357874870197","0.129960973923061","4"
"Rarely","1997","Baden-Württemberg","Full Time","155","0.236931248299589","0.205432588426584","0.268429908172594","4"
"Rarely","1997","Schleswig-Holstein","Full Time","25","","","","4"
"Rarely","1997","Schleswig-Holstein","Part Time","14","","","","4"
"Rarely","1997","Schleswig-Holstein","Not Working","11","","","","4"
"Rarely","1997","Hamburg","Full Time","9","","","","4"
"Rarely","1997","Bavaria","Not Working","84","0.151812962038906","0.121406111276079","0.182219812801733","4"
