"pli0092_h","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"Never","1993","Not Employed","","","","","5"
"Never","1993","Employed","","","","","5"
"Rarely","1993","Employed","","","","","4"
"Rarely","1993","Not Employed","","","","","4"
"Daily","1994","Employed","","","","","1"
"Daily","1994","Not Employed","","","","","1"
"Min 1x per month","1994","Not Employed","158","0.0336150641823637","0.028331385759121","0.0388987426056064","3"
"Min 1x per month","1994","Employed","620","0.0769283760541314","0.0711823647200624","0.0826743873882005","3"
"Min 1x per week","1994","Not Employed","756","0.163202025903233","0.152368560212267","0.174035491594199","2"
"Min 1x per week","1994","Employed","1905","0.269596511577745","0.260028007434579","0.279165015720911","2"
"Never","1994","Not Employed","3093","0.70788972321301","0.694559096993028","0.721220349432991","5"
"Never","1994","Employed","3916","0.429215747509118","0.418542924417696","0.43988857060054","5"
"Rarely","1994","Employed","1821","0.224259364859006","0.215265651119356","0.233253078598655","4"
"Rarely","1994","Not Employed","463","0.0952931867013934","0.0866856440143052","0.103900729388482","4"
"Daily","1995","Not Employed","217","0.0445205075388557","0.0386772842517199","0.0503637308259916","1"
"Daily","1995","Employed","402","0.0535937615997437","0.0488003349938518","0.0583871882056356","1"
"Min 1x per month","1995","Not Employed","237","0.0463484488638499","0.0403921812022119","0.0523047165254879","3"
"Min 1x per month","1995","Employed","723","0.0916297809541959","0.0854893347235209","0.0977702271848708","3"
"Min 1x per week","1995","Employed","2058","0.279613404824365","0.270061016473611","0.289165793175118","2"
"Min 1x per week","1995","Not Employed","808","0.159091879230474","0.148729487090919","0.169454271370029","2"
"Never","1995","Not Employed","2817","0.607397725174119","0.593562866399455","0.621232583948782","5"
"Never","1995","Employed","3067","0.316969998061336","0.307066716340835","0.326873279781837","5"
"Rarely","1995","Employed","2230","0.25819305456036","0.248878375617981","0.267507733502738","4"
"Rarely","1995","Not Employed","707","0.142641439192702","0.132733898968149","0.152548979417255","4"
"Daily","1996","Not Employed","","","","","1"
"Daily","1996","Employed","","","","","1"
"Min 1x per month","1996","Not Employed","238","0.0533514810759779","0.04686486565927","0.0598380964926859","3"
"Min 1x per month","1996","Employed","684","0.0816625154779774","0.0758097297375926","0.0875153012183621","3"
"Min 1x per week","1996","Employed","2090","0.285945461324566","0.276288124275723","0.295602798373408","2"
"Min 1x per week","1996","Not Employed","802","0.177003515060759","0.165987095553965","0.188019934567554","2"
"Never","1996","Not Employed","2956","0.648545145564684","0.634764949094124","0.662325342035244","5"
"Never","1996","Employed","3551","0.380091706537272","0.369717425394024","0.390465987680521","5"
"Rarely","1996","Employed","2085","0.252300316660184","0.243017653547561","0.261582979772808","4"
"Rarely","1996","Not Employed","615","0.121099858298578","0.111683301839893","0.130516414757264","4"
"Daily","1997","Not Employed","","","","","1"
"Daily","1997","Employed","","","","","1"
"Min 1x per month","1997","Not Employed","180","0.0345999455299227","0.0293542056636642","0.0398456853961812","3"
"Min 1x per month","1997","Employed","583","0.0718716329720394","0.0662505442081572","0.0774927217359216","3"
"Min 1x per week","1997","Employed","2096","0.294718317577631","0.284795785060191","0.30464085009507","2"
"Min 1x per week","1997","Not Employed","876","0.187930738121143","0.176718021946524","0.199143454295762","2"
"Never","1997","Employed","3520","0.393241593784817","0.382610565132057","0.403872622437576","5"
"Never","1997","Not Employed","3039","0.670127053734721","0.656632227132321","0.683621880337122","5"
"Rarely","1997","Not Employed","568","0.107342262614213","0.0984575529013691","0.116226972327056","4"
"Rarely","1997","Employed","1911","0.240168455665513","0.230871210008222","0.249465701322804","4"
"Daily","1998","Not Employed","243","0.0450259220410723","0.0394860039527919","0.0505658401293528","1"
"Daily","1998","Employed","438","0.0534335708012432","0.0487395426318497","0.0581275989706368","1"
"Min 1x per month","1998","Not Employed","269","0.0465656734755311","0.0409363710581853","0.0521949758928768","3"
"Min 1x per month","1998","Employed","837","0.098331626021165","0.0921167413674595","0.10454651067487","3"
"Min 1x per week","1998","Employed","2330","0.297239664258308","0.287700286532967","0.306779041983648","2"
"Min 1x per week","1998","Not Employed","939","0.178471436899505","0.168241523947078","0.188701349851933","2"
"Never","1998","Employed","2858","0.294393386564137","0.284880586043808","0.303906187084465","5"
"Never","1998","Not Employed","3083","0.578720250187532","0.565528698732541","0.591911801642522","5"
"Rarely","1998","Not Employed","848","0.151216717396359","0.141645337457621","0.160788097335098","4"
"Rarely","1998","Employed","2355","0.256601752355147","0.24748576699121","0.265717737719085","4"
"Daily","1999","Not Employed","","","","","1"
"Daily","1999","Employed","","","","","1"
"Min 1x per month","1999","Not Employed","188","0.0358165602227109","0.0306069616050985","0.0410261588403233","3"
"Min 1x per month","1999","Employed","739","0.0833203097658899","0.0775269975738181","0.0891136219579616","3"
"Min 1x per week","1999","Employed","2382","0.305175329274382","0.295522491310946","0.314828167237817","2"
"Min 1x per week","1999","Not Employed","906","0.184689204256319","0.173810808762117","0.195567599750521","2"
"Never","1999","Employed","3459","0.371607586607069","0.361477796600115","0.381737376614023","5"
"Never","1999","Not Employed","3175","0.661522310530535","0.648256928426653","0.674787692634417","5"
"Rarely","1999","Not Employed","619","0.117971924990435","0.108928914598964","0.127014935381906","4"
"Rarely","1999","Employed","2162","0.239896774352659","0.23094536986703","0.248848178838288","4"
"Daily","2000","Not Employed","","","","","1"
"Daily","2000","Employed","","","","","1"
"Min 1x per month","2000","Employed","","","","","3"
"Min 1x per month","2000","Not Employed","","","","","3"
"Min 1x per week","2000","Not Employed","","","","","2"
"Min 1x per week","2000","Employed","","","","","2"
"Never","2000","Employed","","","","","5"
"Never","2000","Not Employed","","","","","5"
"Rarely","2000","Not Employed","","","","","4"
"Rarely","2000","Employed","","","","","4"
"Daily","2001","Not Employed","","","","","1"
"Daily","2001","Employed","","","","","1"
"Min 1x per month","2001","Employed","1062","0.077720690128334","0.0732576500631614","0.0821837301935065","3"
"Min 1x per month","2001","Not Employed","310","0.0378372055771748","0.0336652568974173","0.0420091542569324","3"
"Min 1x per week","2001","Not Employed","1609","0.193126460696042","0.184495109694549","0.201757811697535","2"
"Min 1x per week","2001","Employed","4280","0.32153093739249","0.313745058638736","0.329316816146245","2"
"Never","2001","Employed","5619","0.397326634706112","0.389169341607389","0.405483927804836","5"
"Never","2001","Not Employed","5287","0.677138477965689","0.666914920513956","0.687362035417423","5"
"Rarely","2001","Not Employed","829","0.0918978557610935","0.0855813748190712","0.0982143367031158","4"
"Rarely","2001","Employed","2863","0.203421737773063","0.196711403825514","0.210132071720612","4"
"Daily","2002","Employed","","","","","1"
"Daily","2002","Not Employed","","","","","1"
"Min 1x per month","2002","Employed","","","","","3"
"Min 1x per month","2002","Not Employed","","","","","3"
"Min 1x per week","2002","Employed","","","","","2"
"Min 1x per week","2002","Not Employed","","","","","2"
"Never","2002","Employed","","","","","5"
"Never","2002","Not Employed","","","","","5"
"Rarely","2002","Employed","","","","","4"
"Rarely","2002","Not Employed","","","","","4"
"Daily","2003","Employed","956","0.0681257890873277","0.0639527115001479","0.0722988666745074","1"
"Daily","2003","Not Employed","524","0.0548585050062739","0.0499158560188041","0.0598011539937436","1"
"Min 1x per month","2003","Employed","1346","0.0960452363969364","0.0911650849054736","0.100925387888399","3"
"Min 1x per month","2003","Not Employed","388","0.0473296350781327","0.0427204167974433","0.0519388533588222","3"
"Min 1x per week","2003","Not Employed","1782","0.203293108434365","0.194557362696074","0.212028854172655","2"
"Min 1x per week","2003","Employed","4607","0.316587563332294","0.308883667462432","0.324291459202157","2"
"Never","2003","Not Employed","4416","0.571998633494497","0.561258505840346","0.582738761148647","5"
"Never","2003","Employed","3858","0.286813606716439","0.279322888852524","0.294304324580353","5"
"Rarely","2003","Not Employed","1043","0.122520117986732","0.115402877228993","0.129637358744471","4"
"Rarely","2003","Employed","3237","0.232427804467003","0.225432192739285","0.23942341619472","4"
"Daily","2004","Employed","","","","","1"
"Daily","2004","Not Employed","","","","","1"
"Min 1x per month","2004","Employed","","","","","3"
"Min 1x per month","2004","Not Employed","","","","","3"
"Min 1x per week","2004","Not Employed","","","","","2"
"Min 1x per week","2004","Employed","","","","","2"
"Never","2004","Not Employed","","","","","5"
"Never","2004","Employed","","","","","5"
"Rarely","2004","Not Employed","","","","","4"
"Rarely","2004","Employed","","","","","4"
"Daily","2005","Employed","","","","","1"
"Daily","2005","Not Employed","","","","","1"
"Min 1x per month","2005","Not Employed","424","0.0487679182813609","0.0440088025203064","0.0535270340424155","3"
"Min 1x per month","2005","Employed","1203","0.100696307006038","0.0954835300872683","0.105909083924807","3"
"Min 1x per week","2005","Not Employed","2092","0.237462398423266","0.228059884776632","0.246864912069901","2"
"Min 1x per week","2005","Employed","4688","0.351936581703243","0.343663827156964","0.360209336249522","2"
"Never","2005","Not Employed","4344","0.58698567737204","0.576106095020116","0.597865259723965","5"
"Never","2005","Employed","4044","0.324659228885332","0.316548039519212","0.332770418251453","5"
"Rarely","2005","Employed","2867","0.222707882405387","0.215500640390667","0.229915124420107","4"
"Rarely","2005","Not Employed","1008","0.126784005923333","0.119431946794669","0.134136065051997","4"
"Daily","2006","Employed","","","","","1"
"Daily","2006","Not Employed","","","","","1"
"Min 1x per month","2006","Not Employed","","","","","3"
"Min 1x per month","2006","Employed","","","","","3"
"Min 1x per week","2006","Not Employed","","","","","2"
"Min 1x per week","2006","Employed","","","","","2"
"Never","2006","Not Employed","","","","","5"
"Never","2006","Employed","","","","","5"
"Rarely","2006","Employed","","","","","4"
"Rarely","2006","Not Employed","","","","","4"
"Daily","2007","Employed","","","","","1"
"Daily","2007","Not Employed","","","","","1"
"Min 1x per month","2007","Not Employed","379","0.0433220036234421","0.0388452248553967","0.0477987823914875","3"
"Min 1x per month","2007","Employed","1126","0.0894670369832968","0.084474922832801","0.0944591511337925","3"
"Min 1x per week","2007","Not Employed","2266","0.266855867386353","0.257129256708021","0.276582478064685","2"
"Min 1x per week","2007","Employed","4883","0.378948155593125","0.370463016407362","0.387433294778888","2"
"Never","2007","Not Employed","4372","0.573457139324516","0.562581362330431","0.584332916318602","5"
"Never","2007","Employed","3835","0.309937335282414","0.301848493201161","0.318026177363667","5"
"Rarely","2007","Employed","2713","0.221647472141164","0.21438265470022","0.228912289582108","4"
"Rarely","2007","Not Employed","927","0.116364989665689","0.109313577538184","0.123416401793193","4"
"Daily","2008","Not Employed","650","0.0828064158686582","0.0765488805853259","0.0890639511519906","1"
"Daily","2008","Employed","895","0.0735429174453332","0.0688479493132697","0.0782378855773967","1"
"Min 1x per month","2008","Not Employed","356","0.0453243591677001","0.0406011784128755","0.0500475399225248","3"
"Min 1x per month","2008","Employed","1135","0.0996724183566179","0.0942842973063602","0.105060539406876","3"
"Min 1x per week","2008","Employed","4343","0.360820962021834","0.352183091086568","0.369458832957101","2"
"Min 1x per week","2008","Not Employed","1925","0.240869104334534","0.231159764730447","0.250578443938621","2"
"Never","2008","Not Employed","3536","0.49629752760485","0.484944834274228","0.507650220935472","5"
"Never","2008","Employed","2834","0.237029606588499","0.229380605733805","0.244678607443192","5"
"Rarely","2008","Employed","2667","0.228934095587716","0.221377075834618","0.236491115340814","4"
"Rarely","2008","Not Employed","984","0.134702593024258","0.126950633642788","0.142454552405727","4"
"Daily","2009","Not Employed","","","","","1"
"Daily","2009","Employed","","","","","1"
"Min 1x per month","2009","Not Employed","318","0.0480639375686223","0.0429914672833576","0.053136407853887","3"
"Min 1x per month","2009","Employed","1018","0.0955131019109152","0.0900687114918804","0.10095749232995","3"
"Min 1x per week","2009","Employed","4507","0.402988003491657","0.393902390493837","0.412073616489477","2"
"Min 1x per week","2009","Not Employed","2041","0.281980415557254","0.271309945130455","0.292650885984052","2"
"Never","2009","Not Employed","3704","0.561067130517738","0.549298866208793","0.572835394826684","5"
"Never","2009","Employed","3220","0.281862262460606","0.27352854087268","0.290195984048533","5"
"Rarely","2009","Employed","2451","0.219636632136822","0.211968007664557","0.227305256609086","4"
"Rarely","2009","Not Employed","768","0.108888516356385","0.101501602936923","0.116275429775848","4"
"Daily","2010","Not Employed","","","","","1"
"Daily","2010","Employed","","","","","1"
"Min 1x per month","2010","Not Employed","","","","","3"
"Min 1x per month","2010","Employed","","","","","3"
"Min 1x per week","2010","Employed","","","","","2"
"Min 1x per week","2010","Not Employed","","","","","2"
"Never","2010","Employed","","","","","5"
"Never","2010","Not Employed","","","","","5"
"Rarely","2010","Not Employed","","","","","4"
"Rarely","2010","Employed","","","","","4"
"Daily","2011","Not Employed","","","","","1"
"Daily","2011","Employed","","","","","1"
"Min 1x per month","2011","Not Employed","378","0.0365128527034796","0.0328554838681107","0.0401702215388486","3"
"Min 1x per month","2011","Employed","1437","0.0807472367007411","0.0767967715159265","0.0846977018855557","3"
"Min 1x per week","2011","Employed","7314","0.41265668192911","0.405518174936191","0.419795188922029","2"
"Min 1x per week","2011","Not Employed","3064","0.290543548276259","0.281690529123001","0.299396567429517","2"
"Never","2011","Employed","6026","0.310126135728751","0.303419249147598","0.316833022309903","5"
"Never","2011","Not Employed","5559","0.572453938602244","0.562807108199802","0.582100769004686","5"
"Rarely","2011","Not Employed","1102","0.100489660418017","0.0946271087438557","0.106352212092178","4"
"Rarely","2011","Employed","3494","0.196469945641398","0.190708704446986","0.20223118683581","4"
"Daily","2012","Not Employed","","","","","1"
"Daily","2012","Employed","","","","","1"
"Min 1x per month","2012","Not Employed","","","","","3"
"Min 1x per month","2012","Employed","","","","","3"
"Min 1x per week","2012","Employed","","","","","2"
"Min 1x per week","2012","Not Employed","","","","","2"
"Never","2012","Employed","","","","","5"
"Never","2012","Not Employed","","","","","5"
"Rarely","2012","Not Employed","","","","","4"
"Rarely","2012","Employed","","","","","4"
"Daily","2013","Not Employed","1360","0.151800252023428","0.144284789179667","0.159315714867188","1"
"Daily","2013","Employed","2170","0.141204153768808","0.135929267187298","0.146479040350317","1"
"Min 1x per month","2013","Employed","957","0.0610110446561132","0.0573854529488172","0.0646366363634093","3"
"Min 1x per month","2013","Not Employed","298","0.035101549941603","0.0312469938728672","0.0389561060103389","3"
"Min 1x per week","2013","Not Employed","2298","0.254862470900767","0.24573518657608","0.263989755225453","2"
"Min 1x per week","2013","Employed","6278","0.387250996546115","0.379872260056392","0.394629733035839","2"
"Never","2013","Employed","4649","0.253099236386994","0.246513242983547","0.259685229790441","5"
"Never","2013","Not Employed","3824","0.44225856475805","0.431856369604717","0.452660759911382","5"
"Rarely","2013","Not Employed","977","0.115977162376153","0.109270778673192","0.122683546079114","4"
"Rarely","2013","Employed","2688","0.15743456864197","0.151917653677111","0.162951483606828","4"
"Daily","2014","Not Employed","","","","","1"
"Daily","2014","Employed","","","","","1"
"Min 1x per month","2014","Employed","","","","","3"
"Min 1x per month","2014","Not Employed","","","","","3"
"Min 1x per week","2014","Not Employed","","","","","2"
"Min 1x per week","2014","Employed","","","","","2"
"Never","2014","Employed","","","","","5"
"Never","2014","Not Employed","","","","","5"
"Rarely","2014","Not Employed","","","","","4"
"Rarely","2014","Employed","","","","","4"
"Daily","2015","Employed","","","","","1"
"Daily","2015","Not Employed","","","","","1"
"Min 1x per month","2015","Employed","1070","0.0672924183293993","0.063483616273841","0.0711012203849576","3"
"Min 1x per month","2015","Not Employed","379","0.0367458467702453","0.0331017164936292","0.0403899770468614","3"
"Min 1x per week","2015","Employed","7590","0.478224040587537","0.470629695699279","0.485818385475796","2"
"Min 1x per week","2015","Not Employed","3698","0.358059892398202","0.348773555971863","0.367346228824541","2"
"Never","2015","Employed","5392","0.298579241035868","0.291621765408362","0.305536716663373","5"
"Never","2015","Not Employed","5035","0.506361819629543","0.496677833319348","0.516045805939737","5"
"Rarely","2015","Employed","2568","0.155904300047196","0.150389148227182","0.161419451867211","4"
"Rarely","2015","Not Employed","1127","0.0988324412020101","0.0930518553520779","0.104613027051942","4"
"Daily","2016","Employed","","","","","1"
"Daily","2016","Not Employed","","","","","1"
"Min 1x per month","2016","Employed","","","","","3"
"Min 1x per month","2016","Not Employed","","","","","3"
"Min 1x per week","2016","Not Employed","","","","","2"
"Min 1x per week","2016","Employed","","","","","2"
"Never","2016","Not Employed","","","","","5"
"Never","2016","Employed","","","","","5"
"Rarely","2016","Not Employed","","","","","4"
"Rarely","2016","Employed","","","","","4"
"Daily","2017","Employed","48","0.000313815978852657","5.70899043070869e-05","0.000570542053398226","1"
"Daily","2017","Not Employed","677","0.00482102795803248","0.00366899661834539","0.00597305929771958","1"
"Min 1x per month","2017","Employed","1106","0.0621337619940336","0.0586348349712845","0.0656326890167827","3"
"Min 1x per month","2017","Not Employed","541","0.03143450050618","0.0285324053198575","0.0343365956925025","3"
"Min 1x per week","2017","Not Employed","4355","0.379143913321221","0.371074510626207","0.387213316016235","2"
"Min 1x per week","2017","Employed","8664","0.496143134266685","0.488896143766549","0.50339012476682","2"
"Never","2017","Not Employed","6719","0.488446506709354","0.480132738642856","0.496760274775851","5"
"Never","2017","Employed","5747","0.293303123913757","0.286704163262165","0.29990208456535","5"
"Rarely","2017","Not Employed","1595","0.096154051505213","0.0912509049424472","0.101057198067979","4"
"Rarely","2017","Employed","2720","0.148106163846672","0.142957673375569","0.153254654317774","4"
"Daily","2018","Employed","80","0.199336564565971","0.164561928482669","0.234111200649272","1"
"Daily","2018","Not Employed","402","0.138800928642969","0.127089676574525","0.150512180711413","1"
"Min 1x per month","2018","Not Employed","179","0.0647924794115932","0.0564542918248004","0.0731306669983861","3"
"Min 1x per month","2018","Employed","37","0.080232743429787","0.0565866770199312","0.103878809839643","3"
"Min 1x per week","2018","Not Employed","591","0.206183678538824","0.192479830938501","0.219887526139146","2"
"Min 1x per week","2018","Employed","129","0.339731946047686","0.298505827540523","0.380958064554848","2"
"Never","2018","Not Employed","1625","0.414500334658268","0.397813224430649","0.431187444885886","5"
"Never","2018","Employed","194","0.269223333348832","0.230613956168058","0.307832710529605","5"
"Rarely","2018","Employed","67","0.111475412607725","0.0840805970563341","0.138870228159115","4"
"Rarely","2018","Not Employed","551","0.175722578748346","0.162831007529062","0.18861414996763","4"
"Daily","2019","Employed","3244","0.179360854922607","0.173846115670302","0.184875594174912","1"
"Daily","2019","Not Employed","2098","0.188852280673687","0.181463890819086","0.196240670528288","1"
"Min 1x per month","2019","Not Employed","411","0.0341288718166285","0.0307015154072963","0.0375562282259608","3"
"Min 1x per month","2019","Employed","954","0.0540769062520272","0.0508258920352098","0.0573279204688447","3"
"Min 1x per week","2019","Not Employed","2845","0.277526483143493","0.269073657851883","0.285979308435104","2"
"Min 1x per week","2019","Employed","7391","0.400509721005614","0.393466316366475","0.407553125644753","2"
"Never","2019","Not Employed","4172","0.38710405625408","0.377909178806355","0.396298933701805","5"
"Never","2019","Employed","4431","0.224350004842944","0.218353737682752","0.230346272003136","5"
"Rarely","2019","Employed","2572","0.141702512976807","0.136689570371929","0.146715455581685","4"
"Rarely","2019","Not Employed","1254","0.112388308112111","0.10642604984507","0.118350566379153","4"
