"pli0092_h","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","2019","Full Time","direct migration background","582","0.320258961802437","0.299140132206506","0.341377791398368"
"Min 1x per week","2019","Full Time","indirect migration background","288","0.434597831266697","0.398364675735897","0.470830986797498"
"Min 1x per week","2019","Part Time","no migration background","2284","0.425203436567783","0.412057736992616","0.43834913614295"
"Min 1x per week","2019","Part Time","direct migration background","468","0.289263348713646","0.267816474527046","0.310710222900245"
"Min 1x per week","2019","Part Time","indirect migration background","224","0.362411428613457","0.323819528202416","0.401003329024498"
"Min 1x per week","2019","Not Working","no migration background","1998","0.293367211988506","0.282351829846185","0.304382594130828"
"Min 1x per week","2019","Not Working","direct migration background","729","0.182518100410421","0.170276888559614","0.194759312261227"
"Min 1x per week","2019","Not Working","indirect migration background","118","0.346734497253102","0.299620663384606","0.393848331121598"
"Min 1x per month","2019","Full Time","no migration background","478","0.0620206530249107","0.0568167009699746","0.0672246050798469"
"Min 1x per month","2019","Full Time","direct migration background","96","0.0481496425084179","0.0384595409854061","0.0578397440314297"
"Min 1x per month","2019","Full Time","indirect migration background","34","0.0490031756348472","0.0332239643367163","0.064782386932978"
"Min 1x per month","2019","Part Time","no migration background","251","0.0497053542196935","0.0439262707631258","0.0554844376762612"
"Min 1x per month","2019","Part Time","direct migration background","75","0.0443368761935824","0.0346004875056866","0.0540732648814782"
"Min 1x per month","2019","Part Time","indirect migration background","20","","",""
"Min 1x per month","2019","Not Working","no migration background","209","0.0338270352613934","0.0294532616756867","0.0382008088471"
"Min 1x per month","2019","Not Working","direct migration background","183","0.0312709122504278","0.0257551718616499","0.0367866526392057"
"Min 1x per month","2019","Not Working","indirect migration background","19","","",""
"Rarely","2019","Full Time","no migration background","1210","0.154821821797531","0.14701707701934","0.162626566575721"
"Rarely","2019","Full Time","direct migration background","259","0.141914792732747","0.126119543021202","0.157710042444291"
"Rarely","2019","Full Time","indirect migration background","99","0.114226694004401","0.0909763842285685","0.137477003780233"
"Rarely","2019","Part Time","no migration background","692","0.128501473227932","0.119602997492788","0.137399948963076"
"Rarely","2019","Part Time","direct migration background","227","0.130092165942095","0.114180152513231","0.146004179370959"
"Rarely","2019","Part Time","indirect migration background","85","0.131261333271991","0.104150807341359","0.158371859202624"
"Rarely","2019","Not Working","no migration background","749","0.113765747684323","0.106083701440162","0.121447793928484"
"Rarely","2019","Not Working","direct migration background","470","0.113467916432214","0.103416757505427","0.123519075359001"
"Rarely","2019","Not Working","indirect migration background","35","0.0753818708478111","0.0492470386744635","0.101516703021159"
"Never","2019","Full Time","no migration background","1675","0.197443226715835","0.188854525722511","0.206031927709159"
"Never","2019","Full Time","direct migration background","647","0.313732925394075","0.292730275832504","0.334735574955645"
"Never","2019","Full Time","indirect migration background","156","0.189798491965184","0.161135168273028","0.218461815657341"
"Never","2019","Part Time","no migration background","1176","0.204587051036041","0.19386041269774","0.215313689374341"
"Never","2019","Part Time","direct migration background","636","0.372253642609449","0.349388468002054","0.395118817216844"
"Never","2019","Part Time","indirect migration background","141","0.255818203693934","0.220789004830666","0.290847402557201"
"Never","2019","Not Working","no migration background","2346","0.377396005925533","0.36566861263563","0.389123399215436"
"Never","2019","Not Working","direct migration background","1709","0.461690565038083","0.445891773564402","0.477489356511763"
"Never","2019","Not Working","indirect migration background","117","0.269335554005069","0.225420756097236","0.313250351912903"
