"pli0092_h","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Daily","1985","no migration background","Male","","","",""
"Daily","1985","no migration background","Female","","","",""
"Daily","1985","direct migration background","Male","","","",""
"Daily","1985","direct migration background","Female","","","",""
"Daily","1985","indirect migration background","Male","","","",""
"Daily","1985","indirect migration background","Female","","","",""
"Min 1x per week","1985","no migration background","Male","1101","0.280556559940619","0.266207730425416","0.294905389455821"
"Min 1x per week","1985","no migration background","Female","932","0.214085593739067","0.201569614735615","0.226601572742519"
"Min 1x per week","1985","direct migration background","Male","292","0.208012012724599","0.187857705724784","0.228166319724414"
"Min 1x per week","1985","direct migration background","Female","97","0.136519899685762","0.118265712083681","0.154774087287843"
"Min 1x per week","1985","indirect migration background","Male","31","0.421825183559894","0.300833939656273","0.542816427463514"
"Min 1x per week","1985","indirect migration background","Female","17","","",""
"Min 1x per month","1985","no migration background","Male","246","0.0606746353875134","0.0530499918320212","0.0682992789430057"
"Min 1x per month","1985","no migration background","Female","175","0.0393976295528601","0.0334616779367654","0.0453335811689547"
"Min 1x per month","1985","direct migration background","Male","80","0.0501634287162004","0.0393245984713724","0.0610022589610285"
"Min 1x per month","1985","direct migration background","Female","31","0.0240224057894223","0.015881616088524","0.0321631954903206"
"Min 1x per month","1985","indirect migration background","Male","8","","",""
"Min 1x per month","1985","indirect migration background","Female","2","","",""
"Rarely","1985","no migration background","Male","551","0.139681747106174","0.128610225013543","0.150753269198805"
"Rarely","1985","no migration background","Female","553","0.120057008165558","0.110139455718601","0.129974560612515"
"Rarely","1985","direct migration background","Male","192","0.121616965464701","0.105387529925085","0.137846401004317"
"Rarely","1985","direct migration background","Female","109","0.0839472869445187","0.06920374166975","0.0986908322192873"
"Rarely","1985","indirect migration background","Male","11","","",""
"Rarely","1985","indirect migration background","Female","17","","",""
"Never","1985","no migration background","Male","1868","0.519087057565693","0.503129689365303","0.535044425766084"
"Never","1985","no migration background","Female","2466","0.626459768542515","0.61169934689288","0.64122019019215"
"Never","1985","direct migration background","Male","994","0.620207593094499","0.596108203495774","0.644306982693224"
"Never","1985","direct migration background","Female","1122","0.755510407580297","0.732660272245811","0.778360542914782"
"Never","1985","indirect migration background","Male","14","","",""
"Never","1985","indirect migration background","Female","40","0.576109411400936","0.465007720930342","0.687211101871529"
"Daily","1986","no migration background","Male","","","",""
"Daily","1986","no migration background","Female","","","",""
"Daily","1986","direct migration background","Male","","","",""
"Daily","1986","direct migration background","Female","","","",""
"Daily","1986","indirect migration background","Male","","","",""
"Daily","1986","indirect migration background","Female","","","",""
"Min 1x per week","1986","no migration background","Male","1142","0.298376062639266","0.283460895366997","0.313291229911535"
"Min 1x per week","1986","no migration background","Female","918","0.214594267236182","0.201755644335252","0.227432890137113"
"Min 1x per week","1986","direct migration background","Male","311","0.214327315576443","0.193711507894258","0.234943123258628"
"Min 1x per week","1986","direct migration background","Female","112","0.119648305365977","0.102053207958675","0.137243402773278"
"Min 1x per week","1986","indirect migration background","Male","38","0.410881370027367","0.297238695443697","0.524524044611036"
"Min 1x per week","1986","indirect migration background","Female","22","","",""
"Min 1x per month","1986","no migration background","Male","230","0.0604554145167324","0.0526863229713357","0.0682245060621291"
"Min 1x per month","1986","no migration background","Female","201","0.0465249028523228","0.0399383259588608","0.0531114797457848"
"Min 1x per month","1986","direct migration background","Male","89","0.0596338161577087","0.0477368680444668","0.0715307642709506"
"Min 1x per month","1986","direct migration background","Female","35","0.0402125331661544","0.0295618233928665","0.0508632429394423"
"Min 1x per month","1986","indirect migration background","Male","6","","",""
"Min 1x per month","1986","indirect migration background","Female","6","","",""
"Rarely","1986","no migration background","Male","506","0.134435263915471","0.123315378309518","0.145555149521425"
"Rarely","1986","no migration background","Female","476","0.1086181269275","0.0988873973109032","0.118348856544096"
"Rarely","1986","direct migration background","Male","169","0.119295455372753","0.10301120267335","0.135579708072156"
"Rarely","1986","direct migration background","Female","104","0.0826297397017776","0.0677034860364478","0.0975559933671074"
"Rarely","1986","indirect migration background","Male","9","","",""
"Rarely","1986","indirect migration background","Female","15","","",""
"Never","1986","no migration background","Male","1737","0.50673325892853","0.490435624874948","0.523030892982112"
"Never","1986","no migration background","Female","2333","0.630262702983995","0.615166428409391","0.645358977558599"
"Never","1986","direct migration background","Male","953","0.606743412893096","0.582203031795101","0.63128379399109"
"Never","1986","direct migration background","Female","1056","0.757509421766091","0.734273936274523","0.78074490725766"
"Never","1986","indirect migration background","Male","19","","",""
"Never","1986","indirect migration background","Female","40","0.486991630361448","0.379461042814968","0.594522217907928"
"Daily","1987","no migration background","Male","","","",""
"Daily","1987","no migration background","Female","","","",""
"Daily","1987","direct migration background","Male","","","",""
"Daily","1987","direct migration background","Female","","","",""
"Daily","1987","indirect migration background","Male","","","",""
"Daily","1987","indirect migration background","Female","","","",""
"Min 1x per week","1987","no migration background","Male","","","",""
"Min 1x per week","1987","no migration background","Female","","","",""
"Min 1x per week","1987","direct migration background","Male","","","",""
"Min 1x per week","1987","direct migration background","Female","","","",""
"Min 1x per week","1987","indirect migration background","Male","","","",""
"Min 1x per week","1987","indirect migration background","Female","","","",""
"Min 1x per month","1987","no migration background","Male","","","",""
"Min 1x per month","1987","no migration background","Female","","","",""
"Min 1x per month","1987","direct migration background","Male","","","",""
"Min 1x per month","1987","direct migration background","Female","","","",""
"Min 1x per month","1987","indirect migration background","Male","","","",""
"Min 1x per month","1987","indirect migration background","Female","","","",""
"Rarely","1987","no migration background","Male","","","",""
"Rarely","1987","no migration background","Female","","","",""
"Rarely","1987","direct migration background","Male","","","",""
"Rarely","1987","direct migration background","Female","","","",""
"Rarely","1987","indirect migration background","Male","","","",""
"Rarely","1987","indirect migration background","Female","","","",""
"Never","1987","no migration background","Male","","","",""
"Never","1987","no migration background","Female","","","",""
"Never","1987","direct migration background","Male","","","",""
"Never","1987","direct migration background","Female","","","",""
"Never","1987","indirect migration background","Male","","","",""
"Never","1987","indirect migration background","Female","","","",""
"Daily","1988","no migration background","Male","","","",""
"Daily","1988","no migration background","Female","","","",""
"Daily","1988","direct migration background","Male","","","",""
"Daily","1988","direct migration background","Female","","","",""
"Daily","1988","indirect migration background","Male","","","",""
"Daily","1988","indirect migration background","Female","","","",""
"Min 1x per week","1988","no migration background","Male","1051","0.290962768333064","0.275686492883554","0.306239043782573"
"Min 1x per week","1988","no migration background","Female","894","0.228388653332762","0.214747430344952","0.242029876320571"
"Min 1x per week","1988","direct migration background","Male","277","0.199836486603506","0.178957021944662","0.22071595126235"
"Min 1x per week","1988","direct migration background","Female","112","0.140761433318053","0.121489816256817","0.160033050379289"
"Min 1x per week","1988","indirect migration background","Male","54","0.348420383306223","0.258140347177819","0.438700419434627"
"Min 1x per week","1988","indirect migration background","Female","31","0.211366008034681","0.136419572239847","0.286312443829514"
"Min 1x per month","1988","no migration background","Male","223","0.0614833508246792","0.0534042318234374","0.0695624698259209"
"Min 1x per month","1988","no migration background","Female","195","0.0504366464355459","0.0433253003042478","0.0575479925668439"
"Min 1x per month","1988","direct migration background","Male","59","0.0362316462282008","0.0264744967377131","0.0459887957186885"
"Min 1x per month","1988","direct migration background","Female","26","","",""
"Min 1x per month","1988","indirect migration background","Male","9","","",""
"Min 1x per month","1988","indirect migration background","Female","9","","",""
"Rarely","1988","no migration background","Male","526","0.149507662277001","0.137514569914924","0.161500754639079"
"Rarely","1988","no migration background","Female","515","0.127608698772472","0.11676662028205","0.138450777262893"
"Rarely","1988","direct migration background","Male","161","0.135197866869216","0.117343852076331","0.153051881662101"
"Rarely","1988","direct migration background","Female","91","0.0788666417371975","0.0639308803936751","0.0938024030807198"
"Rarely","1988","indirect migration background","Male","17","","",""
"Rarely","1988","indirect migration background","Female","22","","",""
"Never","1988","no migration background","Male","1596","0.498046218565256","0.481229899498323","0.514862537632188"
"Never","1988","no migration background","Female","2034","0.593566001459221","0.577605509738478","0.609526493179963"
"Never","1988","direct migration background","Male","912","0.628734000299077","0.603506823141634","0.653961177456521"
"Never","1988","direct migration background","Female","1022","0.756919485846217","0.733150023836532","0.780688947855902"
"Never","1988","indirect migration background","Male","27","","",""
"Never","1988","indirect migration background","Female","52","0.594905305679672","0.504790144460699","0.685020466898645"
"Daily","1989","no migration background","Male","","","",""
"Daily","1989","no migration background","Female","","","",""
"Daily","1989","direct migration background","Male","","","",""
"Daily","1989","direct migration background","Female","","","",""
"Daily","1989","indirect migration background","Male","","","",""
"Daily","1989","indirect migration background","Female","","","",""
"Min 1x per week","1989","no migration background","Male","","","",""
"Min 1x per week","1989","no migration background","Female","","","",""
"Min 1x per week","1989","direct migration background","Male","","","",""
"Min 1x per week","1989","direct migration background","Female","","","",""
"Min 1x per week","1989","indirect migration background","Male","","","",""
"Min 1x per week","1989","indirect migration background","Female","","","",""
"Min 1x per month","1989","no migration background","Male","","","",""
"Min 1x per month","1989","no migration background","Female","","","",""
"Min 1x per month","1989","direct migration background","Male","","","",""
"Min 1x per month","1989","direct migration background","Female","","","",""
"Min 1x per month","1989","indirect migration background","Male","","","",""
"Min 1x per month","1989","indirect migration background","Female","","","",""
"Rarely","1989","no migration background","Male","","","",""
"Rarely","1989","no migration background","Female","","","",""
"Rarely","1989","direct migration background","Male","","","",""
"Rarely","1989","direct migration background","Female","","","",""
"Rarely","1989","indirect migration background","Male","","","",""
"Rarely","1989","indirect migration background","Female","","","",""
"Never","1989","no migration background","Male","","","",""
"Never","1989","no migration background","Female","","","",""
"Never","1989","direct migration background","Male","","","",""
"Never","1989","direct migration background","Female","","","",""
"Never","1989","indirect migration background","Male","","","",""
"Never","1989","indirect migration background","Female","","","",""
"Daily","1990","no migration background","Male","182","0.0429960881699792","0.0374747412022783","0.04851743513768"
"Daily","1990","no migration background","Female","114","0.025698918614387","0.0215659762952489","0.029831860933525"
"Daily","1990","direct migration background","Male","60","0.0521811799630579","0.0404857395707135","0.0638766203554023"
"Daily","1990","direct migration background","Female","16","","",""
"Daily","1990","indirect migration background","Male","12","","",""
"Daily","1990","indirect migration background","Female","8","","",""
"Min 1x per week","1990","no migration background","Male","1231","0.249218928027965","0.23744501346619","0.260992842589741"
"Min 1x per week","1990","no migration background","Female","1105","0.212525117859358","0.201840012342068","0.223210223376647"
"Min 1x per week","1990","direct migration background","Male","231","0.175605326810192","0.15559595752606","0.195614696094324"
"Min 1x per week","1990","direct migration background","Female","127","0.142712769341524","0.123452853818989","0.16197268486406"
"Min 1x per week","1990","indirect migration background","Male","58","0.32178139016067","0.245743614685459","0.397819165635882"
"Min 1x per week","1990","indirect migration background","Female","35","0.210810584471977","0.145753222420689","0.275867946523265"
"Min 1x per month","1990","no migration background","Male","429","0.089607498791394","0.0818332179698907","0.0973817796128974"
"Min 1x per month","1990","no migration background","Female","329","0.0658909529494472","0.0594110722406354","0.0723708336582589"
"Min 1x per month","1990","direct migration background","Male","103","0.0755165855133471","0.0616212927077207","0.0894118783189735"
"Min 1x per month","1990","direct migration background","Female","50","0.0400338562800725","0.0292393830231709","0.0508283295369742"
"Min 1x per month","1990","indirect migration background","Male","24","","",""
"Min 1x per month","1990","indirect migration background","Female","18","","",""
"Rarely","1990","no migration background","Male","1057","0.211280691691506","0.200169392241048","0.222391991141963"
"Rarely","1990","no migration background","Female","963","0.167341967113316","0.157592270530917","0.177091663695715"
"Rarely","1990","direct migration background","Male","222","0.186181992842572","0.165711445594049","0.206652540091096"
"Rarely","1990","direct migration background","Female","136","0.123094949941876","0.105004215973904","0.141185683909848"
"Rarely","1990","indirect migration background","Male","21","","",""
"Rarely","1990","indirect migration background","Female","29","","",""
"Never","1990","no migration background","Male","2286","0.406896793319156","0.393525267096831","0.42026831954148"
"Never","1990","no migration background","Female","3120","0.528543043463492","0.515504876684112","0.541581210242872"
"Never","1990","direct migration background","Male","773","0.51051491487083","0.484226105508473","0.536803724233188"
"Never","1990","direct migration background","Female","938","0.674518270500057","0.648718256003555","0.700318284996559"
"Never","1990","indirect migration background","Male","30","0.222641269610968","0.15492739498875","0.290355144233187"
"Never","1990","indirect migration background","Female","61","0.457778684918565","0.378313720372144","0.537243649464985"
"Daily","1991","no migration background","Male","","","",""
"Daily","1991","no migration background","Female","","","",""
"Daily","1991","direct migration background","Male","","","",""
"Daily","1991","direct migration background","Female","","","",""
"Daily","1991","indirect migration background","Male","","","",""
"Daily","1991","indirect migration background","Female","","","",""
"Min 1x per week","1991","no migration background","Male","","","",""
"Min 1x per week","1991","no migration background","Female","","","",""
"Min 1x per week","1991","direct migration background","Male","","","",""
"Min 1x per week","1991","direct migration background","Female","","","",""
"Min 1x per week","1991","indirect migration background","Male","","","",""
"Min 1x per week","1991","indirect migration background","Female","","","",""
"Min 1x per month","1991","no migration background","Male","","","",""
"Min 1x per month","1991","no migration background","Female","","","",""
"Min 1x per month","1991","direct migration background","Male","","","",""
"Min 1x per month","1991","direct migration background","Female","","","",""
"Min 1x per month","1991","indirect migration background","Male","","","",""
"Min 1x per month","1991","indirect migration background","Female","","","",""
"Rarely","1991","no migration background","Male","","","",""
"Rarely","1991","no migration background","Female","","","",""
"Rarely","1991","direct migration background","Male","","","",""
"Rarely","1991","direct migration background","Female","","","",""
"Rarely","1991","indirect migration background","Male","","","",""
"Rarely","1991","indirect migration background","Female","","","",""
