"pli0092_h","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Daily","1985","Not Employed","1-pers.-HH","","","","","1"
"Daily","1985","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","1985","Not Employed","Single parent ","","","","","1"
"Daily","1985","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1985","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1985","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","1985","Employed","1-pers.-HH","","","","","1"
"Daily","1985","Employed","(Married) couple without C. ","","","","","1"
"Daily","1985","Employed","Single parent ","","","","","1"
"Daily","1985","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1985","Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1985","Employed","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1985","Not Employed","Single parent ","11","","","","3"
"Min 1x per month","1985","Not Employed","Couple + C. LE 16 ","26","","","","3"
"Min 1x per month","1985","Not Employed","1-pers.-HH","12","","","","3"
"Min 1x per month","1985","Not Employed","(Married) couple without C. ","31","0.0289104395074652","0.01885209565211","0.0389687833628204","3"
"Min 1x per month","1985","Not Employed","Couple + C. GT 16 ","44","0.0669829861190242","0.0482619518077386","0.0857040204303098","3"
"Min 1x per month","1985","Employed","1-pers.-HH","35","0.0611393161874322","0.0420165682797839","0.0802620640950804","3"
"Min 1x per month","1985","Not Employed","Couple + C. LE and GT 16","21","","","","3"
"Min 1x per month","1985","Employed","(Married) couple without C. ","67","0.0477931736691868","0.0363196283859416","0.0592667189524321","3"
"Min 1x per month","1985","Employed","Single parent ","19","","","","3"
"Min 1x per month","1985","Employed","Couple + C. LE 16 ","111","0.0592863340478996","0.0486366153367388","0.0699360527590603","3"
"Min 1x per month","1985","Employed","Couple + C. GT 16 ","79","0.0650809257598424","0.0517891795568118","0.0783726719628731","3"
"Min 1x per month","1985","Employed","Couple + C. LE and GT 16","50","0.0660947206493912","0.0502960302203576","0.0818934110784249","3"
"Min 1x per week","1985","Not Employed","(Married) couple without C. ","122","0.109339796470708","0.0906064811591621","0.128073111782254","2"
"Min 1x per week","1985","Not Employed","Single parent ","44","0.210579554850864","0.155303475119676","0.265855634582051","2"
"Min 1x per week","1985","Not Employed","Couple + C. LE 16 ","135","0.222228573534818","0.192729269946365","0.251727877123271","2"
"Min 1x per week","1985","Not Employed","1-pers.-HH","76","0.11571093212072","0.0892411123378743","0.142180751903565","2"
"Min 1x per week","1985","Not Employed","Couple + C. GT 16 ","196","0.294320336197416","0.260191872265517","0.328448800129315","2"
"Min 1x per week","1985","Not Employed","Couple + C. LE and GT 16","141","0.331091877188004","0.291026645897983","0.371157108478025","2"
"Min 1x per week","1985","Employed","1-pers.-HH","201","0.362922764578169","0.324543859225738","0.401301669930601","2"
"Min 1x per week","1985","Employed","(Married) couple without C. ","339","0.275148087814289","0.251128975803532","0.299167199825047","2"
"Min 1x per week","1985","Employed","Single parent ","83","0.273231786556207","0.225152867590409","0.321310705522004","2"
"Min 1x per week","1985","Employed","Couple + C. LE 16 ","462","0.292207278803148","0.271698931047643","0.312715626558653","2"
"Min 1x per week","1985","Employed","Couple + C. GT 16 ","340","0.275089079102923","0.251026223501426","0.29915193470442","2"
"Min 1x per week","1985","Employed","Couple + C. LE and GT 16","201","0.260924304835858","0.232999636980417","0.288848972691299","2"
"Never","1985","Employed","1-pers.-HH","286","0.443040397417779","0.403392245664396","0.482688549171162","5"
"Never","1985","Not Employed","Couple + C. GT 16 ","377","0.548321673851721","0.511053755324786","0.585589592378655","5"
"Never","1985","Not Employed","Couple + C. LE and GT 16","299","0.497672758204275","0.455105521719726","0.540239994688823","5"
"Never","1985","Not Employed","1-pers.-HH","451","0.833622585553398","0.802805001998107","0.864440169108689","5"
"Never","1985","Not Employed","Single parent ","132","0.636432049319082","0.571217609983769","0.701646488654396","5"
"Never","1985","Employed","(Married) couple without C. ","731","0.523493249042369","0.496631200772938","0.5503552973118","5"
"Never","1985","Not Employed","(Married) couple without C. ","838","0.795940013812031","0.771747077382177","0.820132950241884","5"
"Never","1985","Not Employed","Couple + C. LE 16 ","506","0.591065732174397","0.556181395828178","0.625950068520616","5"
"Never","1985","Employed","Single parent ","176","0.50185353835617","0.447907675834998","0.555799400877342","5"
"Never","1985","Employed","Couple + C. LE 16 ","986","0.455064848839063","0.432608395417962","0.477521302260163","5"
"Never","1985","Employed","Couple + C. GT 16 ","698","0.504665328450272","0.477723983821184","0.53160667307936","5"
"Never","1985","Employed","Couple + C. LE and GT 16","553","0.490930436904788","0.459140853731872","0.522720020077704","5"
"Rarely","1985","Not Employed","(Married) couple without C. ","75","0.0658097502097965","0.050925317913598","0.0806941825059949","4"
"Rarely","1985","Not Employed","Single parent ","22","","","","4"
"Rarely","1985","Not Employed","1-pers.-HH","22","","","","4"
"Rarely","1985","Not Employed","Couple + C. LE 16 ","96","0.145634230719453","0.120605462589511","0.170662998849395","4"
"Rarely","1985","Employed","Couple + C. LE and GT 16","146","0.182050537609963","0.157512179121557","0.206588896098368","4"
"Rarely","1985","Not Employed","Couple + C. GT 16 ","68","0.090375003831839","0.0689037125982993","0.111846295065379","4"
"Rarely","1985","Employed","1-pers.-HH","81","0.132897521816619","0.105802900224451","0.159992143408788","4"
"Rarely","1985","Not Employed","Couple + C. LE and GT 16","69","0.133592164509337","0.104627944672346","0.162556384346327","4"
"Rarely","1985","Employed","(Married) couple without C. ","191","0.153565489474155","0.134174831383084","0.172956147565226","4"
"Rarely","1985","Employed","Single parent ","52","0.172020187380813","0.131301787475458","0.212738587286167","4"
"Rarely","1985","Employed","Couple + C. LE 16 ","330","0.19344153830989","0.17562903711266","0.21125403950712","4"
"Rarely","1985","Employed","Couple + C. GT 16 ","206","0.155164666686963","0.135654965406464","0.174674367967461","4"
"Daily","1986","Not Employed","1-pers.-HH","","","","","1"
"Daily","1986","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","1986","Not Employed","Single parent ","","","","","1"
"Daily","1986","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1986","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1986","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","1986","Employed","1-pers.-HH","","","","","1"
"Daily","1986","Employed","(Married) couple without C. ","","","","","1"
"Daily","1986","Employed","Single parent ","","","","","1"
"Daily","1986","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1986","Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1986","Employed","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1986","Not Employed","Single parent ","11","","","","3"
"Min 1x per month","1986","Not Employed","1-pers.-HH","13","","","","3"
"Min 1x per month","1986","Not Employed","(Married) couple without C. ","23","","","","3"
"Min 1x per month","1986","Not Employed","Couple + C. LE 16 ","34","0.0554452651491956","0.0381427494672036","0.0727477808311877","3"
"Min 1x per month","1986","Not Employed","Couple + C. GT 16 ","30","0.0481330786241916","0.0321155329624418","0.0641506242859414","3"
"Min 1x per month","1986","Not Employed","Couple + C. LE and GT 16","19","","","","3"
"Min 1x per month","1986","Employed","1-pers.-HH","45","0.0775642825032574","0.055757925544808","0.0993706394617069","3"
"Min 1x per month","1986","Employed","(Married) couple without C. ","83","0.0637713021325504","0.0508183890654111","0.0767242151996896","3"
"Min 1x per month","1986","Employed","Single parent ","19","","","","3"
"Min 1x per month","1986","Employed","Couple + C. LE 16 ","126","0.0808613984917884","0.0679925233497766","0.0937302736338003","3"
"Min 1x per month","1986","Employed","Couple + C. GT 16 ","92","0.0739742340363439","0.0602495719088968","0.0876988961637909","3"
"Min 1x per month","1986","Employed","Couple + C. LE and GT 16","48","0.0536458115469174","0.0389171592676705","0.0683744638261644","3"
"Min 1x per week","1986","Not Employed","Single parent ","47","0.234179327445078","0.174587727463301","0.293770927426855","2"
"Min 1x per week","1986","Not Employed","(Married) couple without C. ","134","0.132256165785964","0.111121604023162","0.153390727548766","2"
"Min 1x per week","1986","Not Employed","1-pers.-HH","74","0.111038488676851","0.0843409929954007","0.137735984358302","2"
"Min 1x per week","1986","Not Employed","Couple + C. GT 16 ","214","0.306163801273905","0.271673941323288","0.340653661224523","2"
"Min 1x per week","1986","Not Employed","Couple + C. LE and GT 16","157","0.348650880319321","0.306585295636096","0.390716465002546","2"
"Min 1x per week","1986","Not Employed","Couple + C. LE 16 ","108","0.18477556371537","0.155431225673947","0.214119901756794","2"
"Min 1x per week","1986","Employed","1-pers.-HH","190","0.350383201563958","0.311489038244101","0.389277364883815","2"
"Min 1x per week","1986","Employed","(Married) couple without C. ","391","0.298340549018196","0.274086560609044","0.322594537427349","2"
"Min 1x per week","1986","Employed","Single parent ","100","0.354705218418505","0.301447800150386","0.407962636686624","2"
"Min 1x per week","1986","Employed","Couple + C. LE 16 ","418","0.286795397624046","0.265446639459047","0.308144155789045","2"
"Min 1x per week","1986","Employed","Couple + C. GT 16 ","364","0.275441499070294","0.2520153284145","0.298867669726087","2"
"Min 1x per week","1986","Employed","Couple + C. LE and GT 16","204","0.259214312972581","0.230569629635314","0.287858996309848","2"
"Never","1986","Employed","1-pers.-HH","251","0.408378517497073","0.368306834447243","0.448450200546902","5"
"Never","1986","Not Employed","Couple + C. LE and GT 16","273","0.511863377177069","0.46773963316453","0.555987121189607","5"
"Never","1986","Not Employed","Couple + C. GT 16 ","373","0.553259724931101","0.516056711839267","0.590462738022935","5"
"Never","1986","Not Employed","1-pers.-HH","425","0.836084783994781","0.804627076498214","0.867542491491348","5"
"Never","1986","Not Employed","Single parent ","118","0.631614091819965","0.563736779761873","0.699491403878057","5"
"Never","1986","Not Employed","(Married) couple without C. ","794","0.813666786220715","0.789375084139571","0.837958488301858","5"
"Never","1986","Employed","(Married) couple without C. ","711","0.506638776451539","0.480135744931741","0.533141807971337","5"
"Never","1986","Not Employed","Couple + C. LE 16 ","437","0.604889312085342","0.567926857935926","0.641851766234758","5"
"Never","1986","Employed","Single parent ","150","0.451101614032677","0.39570918480733","0.506494043258023","5"
"Never","1986","Employed","Couple + C. LE 16 ","908","0.450295205660893","0.426810080223364","0.473780331098421","5"
"Never","1986","Employed","Couple + C. GT 16 ","730","0.490751687128822","0.464536945115734","0.51696642914191","5"
"Never","1986","Employed","Couple + C. LE and GT 16","510","0.509905992004331","0.477228177793446","0.542583806215217","5"
"Rarely","1986","Not Employed","(Married) couple without C. ","36","0.0332285288635075","0.0220468507834386","0.0444102069435763","4"
"Rarely","1986","Not Employed","1-pers.-HH","20","","","","4"
"Rarely","1986","Not Employed","Single parent ","18","","","","4"
"Rarely","1986","Not Employed","Couple + C. LE 16 ","93","0.154889859050092","0.127535181278265","0.182244536821919","4"
"Rarely","1986","Employed","Couple + C. LE and GT 16","137","0.17723388347617","0.152271858060521","0.20219590889182","4"
"Rarely","1986","Not Employed","Couple + C. GT 16 ","69","0.0924433951708022","0.0707683087482353","0.114118481593369","4"
