"pli0092_h","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Never","1985","Berlin","Not Employed","86","0.741668583543156","0.663997076844965","0.819340090241346"
"Never","1985","Berlin","Employed","127","0.478475772264407","0.41566817572197","0.541283368806843"
"Never","1985","Brandenburg","Not Employed","","","",""
"Never","1985","Brandenburg","Employed","","","",""
"Never","1985","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Never","1985","Mecklenburg-Western Pomerania","Employed","","","",""
"Never","1985","Saxony","Not Employed","","","",""
"Never","1985","Saxony","Employed","","","",""
"Never","1985","Saxony-Anhalt","Not Employed","","","",""
"Never","1985","Saxony-Anhalt","Employed","","","",""
"Never","1985","Thuringia","Not Employed","","","",""
"Never","1985","Thuringia","Employed","","","",""
"Daily","1986","Schleswig-Holstein","Not Employed","","","",""
"Daily","1986","Schleswig-Holstein","Employed","","","",""
"Daily","1986","Hamburg","Not Employed","","","",""
"Daily","1986","Hamburg","Employed","","","",""
"Daily","1986","Lower Saxony","Not Employed","","","",""
"Daily","1986","Lower Saxony","Employed","","","",""
"Daily","1986","Bremen","Not Employed","","","",""
"Daily","1986","Bremen","Employed","","","",""
"Daily","1986","North Rhine-Westphalia","Not Employed","","","",""
"Daily","1986","North Rhine-Westphalia","Employed","","","",""
"Daily","1986","Hesse","Not Employed","","","",""
"Daily","1986","Hesse","Employed","","","",""
"Daily","1986","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Daily","1986","Rhineland-Palatinate,Saarland","Employed","","","",""
"Daily","1986","Baden-Württemberg","Not Employed","","","",""
"Daily","1986","Baden-Württemberg","Employed","","","",""
"Daily","1986","Bavaria","Not Employed","","","",""
"Daily","1986","Bavaria","Employed","","","",""
"Daily","1986","Berlin","Not Employed","","","",""
"Daily","1986","Berlin","Employed","","","",""
"Daily","1986","Brandenburg","Not Employed","","","",""
"Daily","1986","Brandenburg","Employed","","","",""
"Daily","1986","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Daily","1986","Mecklenburg-Western Pomerania","Employed","","","",""
"Daily","1986","Saxony","Not Employed","","","",""
"Daily","1986","Saxony","Employed","","","",""
"Daily","1986","Saxony-Anhalt","Not Employed","","","",""
"Daily","1986","Saxony-Anhalt","Employed","","","",""
"Daily","1986","Thuringia","Not Employed","","","",""
"Daily","1986","Thuringia","Employed","","","",""
"Min 1x per week","1986","Schleswig-Holstein","Not Employed","24","","",""
"Min 1x per week","1986","Schleswig-Holstein","Employed","59","0.289293846352485","0.228542509366324","0.350045183338645"
"Min 1x per week","1986","Hamburg","Not Employed","12","","",""
"Min 1x per week","1986","Hamburg","Employed","50","0.375417960652002","0.297926342408916","0.452909578895088"
"Min 1x per week","1986","Lower Saxony","Not Employed","115","0.21049316932999","0.173239751393447","0.247746587266532"
"Min 1x per week","1986","Lower Saxony","Employed","181","0.301374686263096","0.265852914398557","0.336896458127635"
"Min 1x per week","1986","Bremen","Not Employed","8","","",""
"Min 1x per week","1986","Bremen","Employed","6","","",""
"Min 1x per week","1986","North Rhine-Westphalia","Not Employed","229","0.187307186881422","0.164688603248449","0.209925770514396"
"Min 1x per week","1986","North Rhine-Westphalia","Employed","482","0.315060590049896","0.292965164683277","0.337156015416516"
"Min 1x per week","1986","Hesse","Not Employed","91","0.216049110046062","0.174561075535187","0.257537144556937"
"Min 1x per week","1986","Hesse","Employed","157","0.276466666575201","0.24239685306231","0.310536480088092"
"Min 1x per week","1986","Rhineland-Palatinate,Saarland","Not Employed","42","0.114401892015795","0.0791395733552098","0.14966421067638"
"Min 1x per week","1986","Rhineland-Palatinate,Saarland","Employed","110","0.259612910883313","0.219239861608961","0.299985960157665"
"Min 1x per week","1986","Baden-Württemberg","Not Employed","124","0.176606800541524","0.146946975992361","0.206266625090687"
"Min 1x per week","1986","Baden-Württemberg","Employed","304","0.247838272642214","0.224832384964621","0.270844160319808"
"Min 1x per week","1986","Bavaria","Not Employed","124","0.17246094932367","0.141768875559748","0.203153023087593"
"Min 1x per week","1986","Bavaria","Employed","355","0.33295239798267","0.306063278896347","0.359841517068993"
"Min 1x per week","1986","Berlin","Not Employed","16","","",""
"Min 1x per week","1986","Berlin","Employed","54","0.267818754445191","0.211794993092931","0.323842515797451"
"Min 1x per week","1986","Brandenburg","Not Employed","","","",""
"Min 1x per week","1986","Brandenburg","Employed","","","",""
"Min 1x per week","1986","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Min 1x per week","1986","Mecklenburg-Western Pomerania","Employed","","","",""
"Min 1x per week","1986","Saxony","Not Employed","","","",""
"Min 1x per week","1986","Saxony","Employed","","","",""
"Min 1x per week","1986","Saxony-Anhalt","Not Employed","","","",""
"Min 1x per week","1986","Saxony-Anhalt","Employed","","","",""
"Min 1x per week","1986","Thuringia","Not Employed","","","",""
"Min 1x per week","1986","Thuringia","Employed","","","",""
"Min 1x per month","1986","Schleswig-Holstein","Not Employed","2","","",""
"Min 1x per month","1986","Schleswig-Holstein","Employed","14","","",""
"Min 1x per month","1986","Hamburg","Not Employed","5","","",""
"Min 1x per month","1986","Hamburg","Employed","14","","",""
"Min 1x per month","1986","Lower Saxony","Not Employed","16","","",""
"Min 1x per month","1986","Lower Saxony","Employed","42","0.061316731611856","0.0427443279873274","0.0798891352363847"
"Min 1x per month","1986","Bremen","Not Employed","1","","",""
"Min 1x per month","1986","Bremen","Employed","5","","",""
"Min 1x per month","1986","North Rhine-Westphalia","Not Employed","44","0.0325460404066727","0.0222590293011511","0.0428330515121943"
"Min 1x per month","1986","North Rhine-Westphalia","Employed","100","0.0628452635603652","0.0513021976288328","0.0743883294918977"
"Min 1x per month","1986","Hesse","Not Employed","7","","",""
"Min 1x per month","1986","Hesse","Employed","29","","",""
"Min 1x per month","1986","Rhineland-Palatinate,Saarland","Not Employed","8","","",""
"Min 1x per month","1986","Rhineland-Palatinate,Saarland","Employed","35","0.0865177400202563","0.0606295533142159","0.112405926726297"
"Min 1x per month","1986","Baden-Württemberg","Not Employed","24","","",""
"Min 1x per month","1986","Baden-Württemberg","Employed","87","0.0674807260082915","0.0541142176476764","0.0808472343689066"
"Min 1x per month","1986","Bavaria","Not Employed","23","","",""
"Min 1x per month","1986","Bavaria","Employed","86","0.0757781993226982","0.0606785336266823","0.0908778650187142"
"Min 1x per month","1986","Berlin","Not Employed","4","","",""
"Min 1x per month","1986","Berlin","Employed","21","","",""
"Min 1x per month","1986","Brandenburg","Not Employed","","","",""
"Min 1x per month","1986","Brandenburg","Employed","","","",""
"Min 1x per month","1986","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Min 1x per month","1986","Mecklenburg-Western Pomerania","Employed","","","",""
"Min 1x per month","1986","Saxony","Not Employed","","","",""
"Min 1x per month","1986","Saxony","Employed","","","",""
"Min 1x per month","1986","Saxony-Anhalt","Not Employed","","","",""
"Min 1x per month","1986","Saxony-Anhalt","Employed","","","",""
"Min 1x per month","1986","Thuringia","Not Employed","","","",""
"Min 1x per month","1986","Thuringia","Employed","","","",""
"Rarely","1986","Schleswig-Holstein","Not Employed","9","","",""
"Rarely","1986","Schleswig-Holstein","Employed","34","0.162469798804713","0.113046951273237","0.211892646336189"
"Rarely","1986","Hamburg","Not Employed","8","","",""
"Rarely","1986","Hamburg","Employed","19","","",""
"Rarely","1986","Lower Saxony","Not Employed","34","0.0612085506582147","0.03930271698271","0.0831143843337195"
"Rarely","1986","Lower Saxony","Employed","102","0.15582472961861","0.127747543552156","0.183901915685065"
"Rarely","1986","Bremen","Not Employed","3","","",""
"Rarely","1986","Bremen","Employed","10","","",""
"Rarely","1986","North Rhine-Westphalia","Not Employed","115","0.0891987490367726","0.0726747117278827","0.105722786345663"
"Rarely","1986","North Rhine-Westphalia","Employed","239","0.1483161744891","0.131411270620547","0.165221078357654"
"Rarely","1986","Hesse","Not Employed","17","","",""
"Rarely","1986","Hesse","Employed","85","0.156363258239419","0.128696122875485","0.184030393603353"
"Rarely","1986","Rhineland-Palatinate,Saarland","Not Employed","20","","",""
"Rarely","1986","Rhineland-Palatinate,Saarland","Employed","58","0.145018774479567","0.112593071931833","0.177444477027301"
"Rarely","1986","Baden-Württemberg","Not Employed","44","0.0619806313345","0.0432265787586324","0.0807346839103675"
"Rarely","1986","Baden-Württemberg","Employed","207","0.184959075319519","0.164270683941497","0.205647466697541"
"Rarely","1986","Bavaria","Not Employed","39","0.0546397429081375","0.0361751561439751","0.0731043296723"
"Rarely","1986","Bavaria","Employed","195","0.165061123362683","0.143879617746488","0.186242628978877"
"Rarely","1986","Berlin","Not Employed","7","","",""
"Rarely","1986","Berlin","Employed","34","0.121991555863253","0.0805861828330907","0.163396928893415"
"Rarely","1986","Brandenburg","Not Employed","","","",""
"Rarely","1986","Brandenburg","Employed","","","",""
"Rarely","1986","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Rarely","1986","Mecklenburg-Western Pomerania","Employed","","","",""
"Rarely","1986","Saxony","Not Employed","","","",""
"Rarely","1986","Saxony","Employed","","","",""
"Rarely","1986","Saxony-Anhalt","Not Employed","","","",""
"Rarely","1986","Saxony-Anhalt","Employed","","","",""
"Rarely","1986","Thuringia","Not Employed","","","",""
"Rarely","1986","Thuringia","Employed","","","",""
"Never","1986","Schleswig-Holstein","Not Employed","71","0.710259455809725","0.623900316314347","0.796618595305103"
"Never","1986","Schleswig-Holstein","Employed","107","0.477117552179693","0.410197552072172","0.544037552287213"
"Never","1986","Hamburg","Not Employed","76","0.783974695226378","0.703716250447703","0.864233140005052"
"Never","1986","Hamburg","Employed","67","0.371171497760055","0.29385790056164","0.448485094958469"
"Never","1986","Lower Saxony","Not Employed","295","0.693202888114914","0.651059932534957","0.735345843694871"
"Never","1986","Lower Saxony","Employed","316","0.481483852506438","0.442803441290552","0.520164263722324"
"Never","1986","Bremen","Not Employed","46","0.743612125419723","0.631240654246328","0.855983596593119"
"Never","1986","Bremen","Employed","29","","",""
"Never","1986","North Rhine-Westphalia","Not Employed","755","0.690948023675132","0.664158596470848","0.717737450879417"
"Never","1986","North Rhine-Westphalia","Employed","877","0.473777971900638","0.45002865118347","0.497527292617807"
"Never","1986","Hesse","Not Employed","263","0.731337154278487","0.686651840163485","0.776022468393488"
"Never","1986","Hesse","Employed","391","0.511184950285313","0.473106399600824","0.549263500969801"
"Never","1986","Rhineland-Palatinate,Saarland","Not Employed","243","0.809781636149526","0.766301979583288","0.853261292715764"
"Never","1986","Rhineland-Palatinate,Saarland","Employed","250","0.508850574616864","0.462814218088663","0.554886931145064"
"Never","1986","Baden-Württemberg","Not Employed","443","0.724541986379146","0.689794714470441","0.759289258287852"
"Never","1986","Baden-Württemberg","Employed","755","0.499721926029975","0.473079784571338","0.526364067488612"
"Never","1986","Bavaria","Not Employed","396","0.740550846901832","0.704939354955089","0.776162338848576"
"Never","1986","Bavaria","Employed","544","0.426208279331949","0.397992297499517","0.454424261164382"
"Never","1986","Berlin","Not Employed","83","0.827822090438976","0.75727014894282","0.898374031935132"
"Never","1986","Berlin","Employed","131","0.525929624361294","0.462757177904157","0.589102070818431"
"Never","1986","Brandenburg","Not Employed","","","",""
"Never","1986","Brandenburg","Employed","","","",""
"Never","1986","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Never","1986","Mecklenburg-Western Pomerania","Employed","","","",""
"Never","1986","Saxony","Not Employed","","","",""
"Never","1986","Saxony","Employed","","","",""
"Never","1986","Saxony-Anhalt","Not Employed","","","",""
"Never","1986","Saxony-Anhalt","Employed","","","",""
"Never","1986","Thuringia","Not Employed","","","",""
"Never","1986","Thuringia","Employed","","","",""
"Daily","1987","Schleswig-Holstein","Not Employed","","","",""
"Daily","1987","Schleswig-Holstein","Employed","","","",""
"Daily","1987","Hamburg","Not Employed","","","",""
"Daily","1987","Hamburg","Employed","","","",""
"Daily","1987","Lower Saxony","Not Employed","","","",""
"Daily","1987","Lower Saxony","Employed","","","",""
"Daily","1987","Bremen","Not Employed","","","",""
"Daily","1987","Bremen","Employed","","","",""
"Daily","1987","North Rhine-Westphalia","Not Employed","","","",""
"Daily","1987","North Rhine-Westphalia","Employed","","","",""
"Daily","1987","Hesse","Not Employed","","","",""
"Daily","1987","Hesse","Employed","","","",""
"Daily","1987","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Daily","1987","Rhineland-Palatinate,Saarland","Employed","","","",""
"Daily","1987","Baden-Württemberg","Not Employed","","","",""
"Daily","1987","Baden-Württemberg","Employed","","","",""
"Daily","1987","Bavaria","Not Employed","","","",""
"Daily","1987","Bavaria","Employed","","","",""
"Daily","1987","Berlin","Not Employed","","","",""
"Daily","1987","Berlin","Employed","","","",""
"Daily","1987","Brandenburg","Not Employed","","","",""
"Daily","1987","Brandenburg","Employed","","","",""
"Daily","1987","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Daily","1987","Mecklenburg-Western Pomerania","Employed","","","",""
"Daily","1987","Saxony","Not Employed","","","",""
"Daily","1987","Saxony","Employed","","","",""
"Daily","1987","Saxony-Anhalt","Not Employed","","","",""
"Daily","1987","Saxony-Anhalt","Employed","","","",""
"Daily","1987","Thuringia","Not Employed","","","",""
"Daily","1987","Thuringia","Employed","","","",""
"Min 1x per week","1987","Schleswig-Holstein","Not Employed","","","",""
"Min 1x per week","1987","Schleswig-Holstein","Employed","","","",""
"Min 1x per week","1987","Hamburg","Not Employed","","","",""
"Min 1x per week","1987","Hamburg","Employed","","","",""
"Min 1x per week","1987","Lower Saxony","Not Employed","","","",""
"Min 1x per week","1987","Lower Saxony","Employed","","","",""
"Min 1x per week","1987","Bremen","Not Employed","","","",""
"Min 1x per week","1987","Bremen","Employed","","","",""
"Min 1x per week","1987","North Rhine-Westphalia","Not Employed","","","",""
"Min 1x per week","1987","North Rhine-Westphalia","Employed","","","",""
"Min 1x per week","1987","Hesse","Not Employed","","","",""
"Min 1x per week","1987","Hesse","Employed","","","",""
"Min 1x per week","1987","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Min 1x per week","1987","Rhineland-Palatinate,Saarland","Employed","","","",""
"Min 1x per week","1987","Baden-Württemberg","Not Employed","","","",""
"Min 1x per week","1987","Baden-Württemberg","Employed","","","",""
"Min 1x per week","1987","Bavaria","Not Employed","","","",""
"Min 1x per week","1987","Bavaria","Employed","","","",""
"Min 1x per week","1987","Berlin","Not Employed","","","",""
"Min 1x per week","1987","Berlin","Employed","","","",""
"Min 1x per week","1987","Brandenburg","Not Employed","","","",""
"Min 1x per week","1987","Brandenburg","Employed","","","",""
"Min 1x per week","1987","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Min 1x per week","1987","Mecklenburg-Western Pomerania","Employed","","","",""
"Min 1x per week","1987","Saxony","Not Employed","","","",""
"Min 1x per week","1987","Saxony","Employed","","","",""
"Min 1x per week","1987","Saxony-Anhalt","Not Employed","","","",""
"Min 1x per week","1987","Saxony-Anhalt","Employed","","","",""
"Min 1x per week","1987","Thuringia","Not Employed","","","",""
"Min 1x per week","1987","Thuringia","Employed","","","",""
"Min 1x per month","1987","Schleswig-Holstein","Not Employed","","","",""
"Min 1x per month","1987","Schleswig-Holstein","Employed","","","",""
"Min 1x per month","1987","Hamburg","Not Employed","","","",""
"Min 1x per month","1987","Hamburg","Employed","","","",""
"Min 1x per month","1987","Lower Saxony","Not Employed","","","",""
"Min 1x per month","1987","Lower Saxony","Employed","","","",""
"Min 1x per month","1987","Bremen","Not Employed","","","",""
"Min 1x per month","1987","Bremen","Employed","","","",""
"Min 1x per month","1987","North Rhine-Westphalia","Not Employed","","","",""
"Min 1x per month","1987","North Rhine-Westphalia","Employed","","","",""
"Min 1x per month","1987","Hesse","Not Employed","","","",""
"Min 1x per month","1987","Hesse","Employed","","","",""
"Min 1x per month","1987","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Min 1x per month","1987","Rhineland-Palatinate,Saarland","Employed","","","",""
"Min 1x per month","1987","Baden-Württemberg","Not Employed","","","",""
"Min 1x per month","1987","Baden-Württemberg","Employed","","","",""
"Min 1x per month","1987","Bavaria","Not Employed","","","",""
"Min 1x per month","1987","Bavaria","Employed","","","",""
"Min 1x per month","1987","Berlin","Not Employed","","","",""
"Min 1x per month","1987","Berlin","Employed","","","",""
"Min 1x per month","1987","Brandenburg","Not Employed","","","",""
"Min 1x per month","1987","Brandenburg","Employed","","","",""
"Min 1x per month","1987","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Min 1x per month","1987","Mecklenburg-Western Pomerania","Employed","","","",""
"Min 1x per month","1987","Saxony","Not Employed","","","",""
"Min 1x per month","1987","Saxony","Employed","","","",""
"Min 1x per month","1987","Saxony-Anhalt","Not Employed","","","",""
"Min 1x per month","1987","Saxony-Anhalt","Employed","","","",""
"Min 1x per month","1987","Thuringia","Not Employed","","","",""
"Min 1x per month","1987","Thuringia","Employed","","","",""
"Rarely","1987","Schleswig-Holstein","Not Employed","","","",""
"Rarely","1987","Schleswig-Holstein","Employed","","","",""
"Rarely","1987","Hamburg","Not Employed","","","",""
"Rarely","1987","Hamburg","Employed","","","",""
"Rarely","1987","Lower Saxony","Not Employed","","","",""
"Rarely","1987","Lower Saxony","Employed","","","",""
"Rarely","1987","Bremen","Not Employed","","","",""
"Rarely","1987","Bremen","Employed","","","",""
"Rarely","1987","North Rhine-Westphalia","Not Employed","","","",""
"Rarely","1987","North Rhine-Westphalia","Employed","","","",""
"Rarely","1987","Hesse","Not Employed","","","",""
"Rarely","1987","Hesse","Employed","","","",""
"Rarely","1987","Rhineland-Palatinate,Saarland","Not Employed","","","",""
