"ple0160","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","2006","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2006","66 and older","Couple + C. GT 16 ","1","","","","1"
"Yes","2006","66 and older","Couple + C. LE and GT 16","2","","","","1"
"No","2007","16-34 y.","1-pers.-HH","584","0.896893793060676","0.873515956011913","0.920271630109439","2"
"No","2007","16-34 y.","(Married) couple without C. ","742","0.900532557000227","0.880317162013866","0.920747951986588","2"
"No","2007","16-34 y.","Single parent ","394","0.926780935347365","0.902015027077497","0.951546843617233","2"
"No","2007","16-34 y.","Couple + C. LE 16 ","921","0.889292883205176","0.869989863747143","0.908595902663209","2"
"No","2007","35-65 y.","Couple + C. GT 16 ","2030","0.951278493055965","0.94211861701389","0.960438369098039","2"
"No","2007","35-65 y.","Couple + C. LE and GT 16","877","0.962717156723506","0.950488281918161","0.974946031528851","2"
"No","2007","66 and older","1-pers.-HH","1177","0.982262950276038","0.974794817315275","0.989731083236801","2"
"No","2007","66 and older","(Married) couple without C. ","2743","0.984871733084552","0.980342440095896","0.989401026073208","2"
"No","2007","16-34 y.","Couple + C. GT 16 ","1079","0.903182300419778","0.886366987271439","0.919997613568117","2"
"No","2007","66 and older","Single parent ","67","0.997605003951025","0.985987165191086","1.00922284271096","2"
"No","2007","16-34 y.","Couple + C. LE and GT 16","370","0.924711732564389","0.899109086942993","0.950314378185785","2"
"No","2007","35-65 y.","1-pers.-HH","1227","0.952546673228934","0.940935753460814","0.964157592997053","2"
"No","2007","35-65 y.","(Married) couple without C. ","3537","0.952164118802765","0.945285560341846","0.959042677263684","2"
"No","2007","35-65 y.","Single parent ","565","0.943144562897341","0.924569253360113","0.961719872434569","2"
"No","2007","35-65 y.","Couple + C. LE 16 ","2376","0.94043233186445","0.931224203653494","0.949640460075406","2"
"No","2007","66 and older","Couple + C. LE 16 ","5","","","","2"
"No","2007","66 and older","Couple + C. GT 16 ","179","0.998741521052151","0.993562336715646","1.00392070538866","2"
"No","2007","66 and older","Couple + C. LE and GT 16","3","","","","2"
"Yes","2007","35-65 y.","Single parent ","32","0.0568554371026588","0.038280127565431","0.0754307466398866","1"
"Yes","2007","35-65 y.","Couple + C. LE 16 ","162","0.0595676681355497","0.0503595399245936","0.0687757963465058","1"
"Yes","2007","35-65 y.","Couple + C. GT 16 ","92","0.0487215069440353","0.0395616309019613","0.0578813829861094","1"
"Yes","2007","35-65 y.","Couple + C. LE and GT 16","45","0.0372828432764943","0.0250539684711491","0.0495117180818394","1"
"Yes","2007","66 and older","1-pers.-HH","23","","","","1"
"Yes","2007","16-34 y.","1-pers.-HH","66","0.103106206939324","0.0797283698905609","0.126484043988087","1"
"Yes","2007","16-34 y.","(Married) couple without C. ","100","0.0994674429997728","0.0792520480134117","0.119682837986134","1"
"Yes","2007","16-34 y.","Single parent ","31","0.0732190646526348","0.0484531563827666","0.0979849729225029","1"
"Yes","2007","16-34 y.","Couple + C. LE 16 ","94","0.110707116794824","0.091404097336791","0.130010136252857","1"
"Yes","2007","16-34 y.","Couple + C. GT 16 ","109","0.0968176995802222","0.0800023864318831","0.113633012728561","1"
"Yes","2007","16-34 y.","Couple + C. LE and GT 16","38","0.0752882674356109","0.0496856218142151","0.100890913057007","1"
"Yes","2007","35-65 y.","1-pers.-HH","61","0.0474533267710664","0.0358424070029473","0.0590642465391856","1"
"Yes","2007","35-65 y.","(Married) couple without C. ","161","0.0478358811972349","0.0409573227363156","0.0547144396581543","1"
"Yes","2007","66 and older","(Married) couple without C. ","47","0.0151282669154479","0.0105989739267921","0.0196575599041036","1"
"Yes","2007","66 and older","Single parent ","1","","","","1"
"Yes","2007","66 and older","Couple + C. LE 16 ","1","","","","1"
"Yes","2007","66 and older","Couple + C. GT 16 ","1","","","","1"
"Yes","2007","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2008","16-34 y.","1-pers.-HH","545","0.896543217519895","0.872275132809476","0.920811302230314","2"
"No","2008","16-34 y.","(Married) couple without C. ","714","0.900877972553899","0.88031169293266","0.921444252175139","2"
"No","2008","16-34 y.","Single parent ","410","0.937109036554741","0.914451223816829","0.959766849292652","2"
"No","2008","16-34 y.","Couple + C. LE 16 ","790","0.906842640892631","0.887529050551373","0.926156231233889","2"
"No","2008","16-34 y.","Couple + C. GT 16 ","1045","0.907919204194735","0.891258646122013","0.924579762267458","2"
"No","2008","35-65 y.","Couple + C. GT 16 ","1936","0.958189914647808","0.949472215002211","0.966907614293405","2"
"No","2008","35-65 y.","Couple + C. LE and GT 16","788","0.950876490117998","0.936182006505645","0.96557097373035","2"
"No","2008","66 and older","1-pers.-HH","1200","0.988864078588022","0.982958681986374","0.994769475189671","2"
"No","2008","66 and older","(Married) couple without C. ","2755","0.991077193935377","0.987590295013119","0.994564092857635","2"
"No","2008","66 and older","Single parent ","65","0.9897100325644","0.965363500444139","1.01405656468466","2"
"No","2008","16-34 y.","Couple + C. LE and GT 16","345","0.942600118738914","0.919182230549027","0.966018006928801","2"
"No","2008","35-65 y.","1-pers.-HH","1192","0.969096041803294","0.95942078249875","0.978771301107838","2"
"No","2008","35-65 y.","(Married) couple without C. ","3319","0.951271775156332","0.944106198483136","0.958437351829528","2"
"No","2008","35-65 y.","Single parent ","547","0.948315226322155","0.930297841040642","0.966332611603667","2"
"No","2008","35-65 y.","Couple + C. LE 16 ","2196","0.942902551267382","0.933499371538074","0.95230573099669","2"
"No","2008","66 and older","Couple + C. LE 16 ","4","","","","2"
"No","2008","66 and older","Couple + C. GT 16 ","181","0.987048160103292","0.97071109330383","1.00338522690276","2"
"No","2008","66 and older","Couple + C. LE and GT 16","3","","","","2"
"Yes","2008","35-65 y.","Single parent ","33","0.0516847736778453","0.033667388396333","0.0697021589593576","1"
"Yes","2008","35-65 y.","Couple + C. LE 16 ","143","0.0570974487326177","0.0476942690033098","0.0665006284619256","1"
"Yes","2008","35-65 y.","Couple + C. GT 16 ","89","0.041810085352192","0.0330923857065947","0.0505277849977893","1"
"Yes","2008","35-65 y.","Couple + C. LE and GT 16","43","0.0491235098820025","0.0344290262696499","0.0638179934943551","1"
"Yes","2008","66 and older","1-pers.-HH","13","","","","1"
"Yes","2008","16-34 y.","1-pers.-HH","60","0.103456782480105","0.0791886977696856","0.127724867190524","1"
"Yes","2008","16-34 y.","(Married) couple without C. ","97","0.0991220274461007","0.078555747824861","0.11968830706734","1"
"Yes","2008","16-34 y.","Single parent ","31","0.0628909634452595","0.0402331507073477","0.0855487761831712","1"
"Yes","2008","16-34 y.","Couple + C. LE 16 ","80","0.0931573591073693","0.0738437687661112","0.112470949448627","1"
"Yes","2008","16-34 y.","Couple + C. GT 16 ","112","0.0920807958052646","0.0754202377325423","0.108741353877987","1"
"Yes","2008","16-34 y.","Couple + C. LE and GT 16","34","0.057399881261086","0.0339819930711988","0.0808177694509732","1"
"Yes","2008","35-65 y.","1-pers.-HH","37","0.0309039581967057","0.0212286988921615","0.0405792175012499","1"
"Yes","2008","35-65 y.","(Married) couple without C. ","149","0.0487282248436676","0.0415626481704715","0.0558938015168638","1"
"Yes","2008","66 and older","(Married) couple without C. ","39","0.00892280606462318","0.00543590714236504","0.0124097049868813","1"
"Yes","2008","66 and older","Single parent ","1","","","","1"
"Yes","2008","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2008","66 and older","Couple + C. GT 16 ","3","","","","1"
"Yes","2008","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2009","16-34 y.","1-pers.-HH","501","0.906332958581786","0.88202682724942","0.930639089914152","2"
"No","2009","16-34 y.","(Married) couple without C. ","648","0.888740238105089","0.866129737964591","0.911350738245587","2"
"No","2009","16-34 y.","Single parent ","379","0.945333261737503","0.923110956173813","0.967555567301194","2"
"No","2009","16-34 y.","Couple + C. LE 16 ","698","0.922117639980373","0.903052503449915","0.94118277651083","2"
"No","2009","16-34 y.","Couple + C. GT 16 ","1007","0.933268526601226","0.918357394342187","0.948179658860265","2"
"No","2009","35-65 y.","Couple + C. GT 16 ","1845","0.958820413174458","0.949895083899084","0.967745742449832","2"
"No","2009","35-65 y.","Couple + C. LE and GT 16","777","0.954371509895234","0.939973976132715","0.968769043657752","2"
"No","2009","66 and older","1-pers.-HH","1169","0.993560383721821","0.988990691108554","0.998130076335089","2"
"No","2009","66 and older","(Married) couple without C. ","2683","0.987266748477774","0.983047742816919","0.991485754138629","2"
"No","2009","66 and older","Single parent ","62","1","1","1","2"
"No","2009","66 and older","Couple + C. LE 16 ","4","","","","2"
"No","2009","66 and older","Couple + C. GT 16 ","176","0.967778469682846","0.941981250245615","0.993575689120077","2"
"No","2009","66 and older","Couple + C. LE and GT 16","2","","","","2"
"No","2009","16-34 y.","Couple + C. LE and GT 16","348","0.9266168899774","0.90004665520815","0.953187124746649","2"
"No","2009","35-65 y.","1-pers.-HH","1138","0.968750199105614","0.958814350270457","0.97868604794077","2"
"No","2009","35-65 y.","(Married) couple without C. ","3118","0.965775176015847","0.959496597070142","0.972053754961552","2"
"No","2009","35-65 y.","Single parent ","506","0.955508591663603","0.937971555187136","0.973045628140071","2"
"No","2009","35-65 y.","Couple + C. LE 16 ","1981","0.943758636094749","0.933888528923657","0.953628743265842","2"
"Yes","2009","35-65 y.","Single parent ","25","","","","1"
"Yes","2009","35-65 y.","Couple + C. LE 16 ","112","0.0562413639052507","0.0463712567341584","0.0661114710763431","1"
"Yes","2009","35-65 y.","Couple + C. GT 16 ","59","0.0411795868255418","0.0322542575501679","0.0501049161009156","1"
"Yes","2009","35-65 y.","Couple + C. LE and GT 16","30","0.0456284901047664","0.0312309563422477","0.060026023867285","1"
"Yes","2009","66 and older","1-pers.-HH","8","","","","1"
"Yes","2009","16-34 y.","1-pers.-HH","51","0.0936670414182137","0.0693609100858479","0.11797317275058","1"
"Yes","2009","16-34 y.","(Married) couple without C. ","95","0.111259761894911","0.0886492617544135","0.133870262035409","1"
"Yes","2009","16-34 y.","Single parent ","23","","","","1"
"Yes","2009","16-34 y.","Couple + C. LE 16 ","61","0.0778823600196274","0.0588172234891697","0.0969474965500851","1"
"Yes","2009","16-34 y.","Couple + C. GT 16 ","69","0.0667314733987742","0.0518203411397352","0.0816426056578131","1"
"Yes","2009","16-34 y.","Couple + C. LE and GT 16","22","","","","1"
"Yes","2009","35-65 y.","1-pers.-HH","40","0.0312498008943863","0.02131395205923","0.0411856497295426","1"
"Yes","2009","35-65 y.","(Married) couple without C. ","103","0.0342248239841534","0.0279462450384484","0.0405034029298584","1"
"Yes","2009","66 and older","(Married) couple without C. ","30","0.0127332515222261","0.00851424586137106","0.0169522571830812","1"
"Yes","2009","66 and older","Single parent ","","","","","1"
"Yes","2009","66 and older","Couple + C. LE 16 ","1","","","","1"
"Yes","2009","66 and older","Couple + C. GT 16 ","4","","","","1"
"Yes","2009","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2010","16-34 y.","1-pers.-HH","467","0.933391654888847","0.911793861153006","0.954989448624689","2"
"No","2010","16-34 y.","(Married) couple without C. ","625","0.91057531416957","0.88925269650781","0.93189793183133","2"
"No","2010","16-34 y.","Single parent ","321","0.906692989242048","0.876350723662275","0.937035254821821","2"
"No","2010","16-34 y.","Couple + C. LE 16 ","588","0.9017766494824","0.878844074846188","0.924709224118611","2"
"No","2010","16-34 y.","Couple + C. GT 16 ","895","0.91746246161594","0.900109267060468","0.934815656171411","2"
"No","2010","35-65 y.","Couple + C. GT 16 ","1666","0.976216928394015","0.968988590107101","0.983445266680929","2"
"No","2010","35-65 y.","Couple + C. LE and GT 16","688","0.968162135976896","0.955275209975319","0.981049061978473","2"
"No","2010","66 and older","1-pers.-HH","1127","0.994789907834168","0.990597905416728","0.998981910251608","2"
"No","2010","66 and older","(Married) couple without C. ","2584","0.978071737587544","0.972467243563488","0.983676231611599","2"
"No","2010","66 and older","Single parent ","62","0.986303512712563","0.957603128836094","1.01500389658903","2"
"No","2010","66 and older","Couple + C. LE 16 ","4","","","","2"
"No","2010","66 and older","Couple + C. GT 16 ","159","0.957046592753154","0.925920856052118","0.988172329454189","2"
"No","2010","66 and older","Couple + C. LE and GT 16","2","","","","2"
"No","2010","16-34 y.","Couple + C. LE and GT 16","310","0.916384853316059","0.886698538637082","0.946071167995036","2"
"No","2010","35-65 y.","1-pers.-HH","1078","0.979286186002987","0.970911357706313","0.98766101429966","2"
"No","2010","35-65 y.","(Married) couple without C. ","2938","0.976617102718308","0.971230185011577","0.98200402042504","2"
"No","2010","35-65 y.","Single parent ","453","0.945491622901879","0.92509749760346","0.965885748200299","2"
"No","2010","35-65 y.","Couple + C. LE 16 ","1809","0.94962995738264","0.939801028399784","0.959458886365496","2"
"Yes","2010","16-34 y.","1-pers.-HH","45","0.0666083451111525","0.0450105513753113","0.0882061388469937","1"
"Yes","2010","16-34 y.","(Married) couple without C. ","63","0.0894246858304303","0.0681020681686702","0.11074730349219","1"
"Yes","2010","16-34 y.","Single parent ","32","0.0933070107579521","0.0629647451781786","0.123649276337726","1"
"Yes","2010","35-65 y.","Single parent ","23","","","","1"
"Yes","2010","35-65 y.","Couple + C. LE 16 ","93","0.05037004261736","0.0405411136345041","0.0601989716002158","1"
"Yes","2010","35-65 y.","Couple + C. GT 16 ","41","0.0237830716059847","0.0165547333190707","0.0310114098928987","1"
"Yes","2010","35-65 y.","Couple + C. LE and GT 16","25","","","","1"
"Yes","2010","66 and older","1-pers.-HH","6","","","","1"
"Yes","2010","16-34 y.","Couple + C. LE 16 ","59","0.0982233505176004","0.075290775881389","0.121155925153812","1"
"Yes","2010","16-34 y.","Couple + C. GT 16 ","71","0.0825375383840605","0.0651843438285888","0.0998907329395321","1"
"Yes","2010","16-34 y.","Couple + C. LE and GT 16","24","","","","1"
"Yes","2010","35-65 y.","1-pers.-HH","33","0.0207138139970133","0.0123389857003398","0.0290886422936867","1"
"Yes","2010","35-65 y.","(Married) couple without C. ","85","0.0233828972816917","0.0179959795749604","0.028769814988423","1"
"Yes","2010","66 and older","(Married) couple without C. ","39","0.0219282624124565","0.0163237683884006","0.0275327564365123","1"
"Yes","2010","66 and older","Single parent ","1","","","","1"
"Yes","2010","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2010","66 and older","Couple + C. GT 16 ","4","","","","1"
"Yes","2010","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2011","16-34 y.","1-pers.-HH","581","0.908589037668944","0.886226522998231","0.930951552339658","2"
"No","2011","16-34 y.","(Married) couple without C. ","744","0.912204703732507","0.892998265066632","0.931411142398382","2"
"No","2011","16-34 y.","Single parent ","414","0.921312229349656","0.896351839278449","0.946272619420863","2"
"No","2011","16-34 y.","Couple + C. LE 16 ","728","0.910860035020021","0.891212663210569","0.930507406829473","2"
"No","2011","16-34 y.","Couple + C. GT 16 ","980","0.921443494093376","0.905330405728643","0.937556582458109","2"
"No","2011","35-65 y.","Couple + C. GT 16 ","1838","0.949129994232096","0.939306519286253","0.958953469177938","2"
"No","2011","35-65 y.","Couple + C. LE and GT 16","815","0.963824865407796","0.951242362180075","0.976407368635516","2"
"No","2011","66 and older","1-pers.-HH","1413","0.977720046825656","0.970107519032796","0.985332574618516","2"
"No","2011","66 and older","(Married) couple without C. ","3287","0.977035413497117","0.97196607805771","0.982104748936524","2"
"No","2011","66 and older","Single parent ","79","0.982159985598542","0.953333327301733","1.01098664389535","2"
"No","2011","66 and older","Couple + C. LE 16 ","6","","","","2"
"No","2011","66 and older","Couple + C. GT 16 ","200","0.969343985249564","0.945688611433151","0.992999359065977","2"
"No","2011","66 and older","Couple + C. LE and GT 16","1","","","","2"
"No","2011","16-34 y.","Couple + C. LE and GT 16","350","0.913868841754125","0.885880541934063","0.941857141574188","2"
"No","2011","35-65 y.","1-pers.-HH","1441","0.966079020302755","0.956884242026498","0.975273798579011","2"
"No","2011","35-65 y.","(Married) couple without C. ","3765","0.953660668674718","0.947103273811204","0.960218063538232","2"
"No","2011","35-65 y.","Single parent ","613","0.952303333083434","0.935817448889555","0.968789217277313","2"
"No","2011","35-65 y.","Couple + C. LE 16 ","2162","0.939707263522275","0.929979500939264","0.949435026105285","2"
"Yes","2011","16-34 y.","1-pers.-HH","57","0.0914109623310557","0.0690484476603421","0.113773477001769","1"
"Yes","2011","16-34 y.","(Married) couple without C. ","90","0.0877952962674927","0.0685888576016178","0.107001734933368","1"
"Yes","2011","16-34 y.","Single parent ","33","0.0786877706503442","0.0537273805791372","0.103648160721551","1"
"Yes","2011","35-65 y.","Single parent ","29","","","","1"
"Yes","2011","35-65 y.","Couple + C. LE 16 ","138","0.0602927364777255","0.0505649738947152","0.0700204990607358","1"
"Yes","2011","35-65 y.","Couple + C. GT 16 ","84","0.0508700057679044","0.0410465308220618","0.060693480713747","1"
"Yes","2011","35-65 y.","Couple + C. LE and GT 16","31","0.0361751345922044","0.0235926313644834","0.0487576378199253","1"
"Yes","2011","66 and older","1-pers.-HH","31","0.022279953174344","0.0146674253814838","0.0298924809672043","1"
"Yes","2011","16-34 y.","Couple + C. LE 16 ","80","0.0891399649799791","0.0694925931705273","0.108787336789431","1"
"Yes","2011","66 and older","(Married) couple without C. ","67","0.022964586502883","0.0178952510634763","0.0280339219422897","1"
"Yes","2011","16-34 y.","Couple + C. GT 16 ","91","0.0785565059066242","0.0624434175418912","0.0946695942713571","1"
"Yes","2011","16-34 y.","Couple + C. LE and GT 16","36","0.0861311582458748","0.0581428584258124","0.114119458065937","1"
"Yes","2011","35-65 y.","1-pers.-HH","48","0.0339209796972452","0.0247262014209887","0.0431157579735016","1"
"Yes","2011","35-65 y.","(Married) couple without C. ","183","0.0463393313252823","0.0397819364617682","0.0528967261887964","1"
"Yes","2011","66 and older","Single parent ","2","","","","1"
"Yes","2011","66 and older","Couple + C. LE 16 ","1","","","","1"
"Yes","2011","66 and older","Couple + C. GT 16 ","4","","","","1"
"Yes","2011","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2012","16-34 y.","1-pers.-HH","635","0.930355964018179","0.911139004230227","0.94957292380613","2"
"No","2012","16-34 y.","(Married) couple without C. ","736","0.930780194600802","0.913135941435987","0.948424447765618","2"
"No","2012","16-34 y.","Single parent ","416","0.936456942061068","0.91381786989502","0.959096014227115","2"
"No","2012","16-34 y.","Couple + C. LE 16 ","731","0.935581279545705","0.918548189039793","0.952614370051617","2"
"No","2012","16-34 y.","Couple + C. GT 16 ","910","0.921641436738889","0.904790461613719","0.938492411864058","2"
"No","2012","35-65 y.","Couple + C. GT 16 ","1783","0.972156164145514","0.964624353239236","0.979687975051792","2"
"No","2012","35-65 y.","Couple + C. LE and GT 16","716","0.956659051279205","0.942056942164961","0.971261160393448","2"
"No","2012","66 and older","1-pers.-HH","1407","0.979725152753165","0.972433045210996","0.987017260295333","2"
"No","2012","66 and older","(Married) couple without C. ","3402","0.983616815452798","0.97938332038245","0.987850310523145","2"
"No","2012","66 and older","Single parent ","77","0.996764732068701","0.984162361442298","1.0093671026951","2"
"No","2012","66 and older","Couple + C. LE 16 ","10","","","","2"
"No","2012","66 and older","Couple + C. GT 16 ","169","0.992383814533739","0.979315119540743","1.00545250952673","2"
"No","2012","66 and older","Couple + C. LE and GT 16","1","","","","2"
"No","2012","16-34 y.","Couple + C. LE and GT 16","319","0.935694858871","0.909659661701882","0.961730056040118","2"
"No","2012","35-65 y.","1-pers.-HH","1511","0.963265457338472","0.953960624469093","0.972570290207852","2"
"No","2012","35-65 y.","(Married) couple without C. ","3799","0.967901450267439","0.962373803950627","0.97342909658425","2"
"No","2012","35-65 y.","Single parent ","652","0.966703766713557","0.953238958808567","0.980168574618547","2"
"No","2012","35-65 y.","Couple + C. LE 16 ","2145","0.952940048173734","0.944209281137563","0.961670815209904","2"
"Yes","2012","16-34 y.","1-pers.-HH","39","0.0696440359818214","0.0504270761938699","0.088860995769773","1"
"Yes","2012","16-34 y.","(Married) couple without C. ","59","0.0692198053991976","0.0515755522343821","0.0868640585640131","1"
"Yes","2012","16-34 y.","Single parent ","30","0.0635430579389325","0.0409039857728849","0.0861821301049801","1"
"Yes","2012","35-65 y.","Single parent ","30","0.0332962332864426","0.0198314253814526","0.0467610411914326","1"
"Yes","2012","35-65 y.","Couple + C. LE 16 ","115","0.0470599518262663","0.0383291847900958","0.0557907188624368","1"
"Yes","2012","35-65 y.","Couple + C. GT 16 ","50","0.0278438358544862","0.0203120249482083","0.0353756467607642","1"
"Yes","2012","35-65 y.","Couple + C. LE and GT 16","31","0.0433409487207953","0.0287388396065518","0.0579430578350387","1"
"Yes","2012","66 and older","1-pers.-HH","28","","","","1"
"Yes","2012","16-34 y.","Couple + C. LE 16 ","67","0.064418720454295","0.0473856299483834","0.0814518109602066","1"
"Yes","2012","66 and older","Couple + C. GT 16 ","1","","","","1"
"Yes","2012","16-34 y.","Couple + C. GT 16 ","67","0.0783585632611113","0.061507588135942","0.0952095383862805","1"
"Yes","2012","16-34 y.","Couple + C. LE and GT 16","22","","","","1"
"Yes","2012","35-65 y.","1-pers.-HH","59","0.0367345426615278","0.0274297097921481","0.0460393755309074","1"
"Yes","2012","35-65 y.","(Married) couple without C. ","107","0.0320985497325613","0.0265709034157498","0.0376261960493727","1"
"Yes","2012","66 and older","(Married) couple without C. ","52","0.0163831845472022","0.0121496894768548","0.0206166796175497","1"
"Yes","2012","66 and older","Couple + C. LE and GT 16","","","","","1"
"Yes","2012","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2012","66 and older","Single parent ","1","","","","1"
"No","2013","16-34 y.","1-pers.-HH","581","0.955293487468475","0.938893746881095","0.971693228055855","2"
"No","2013","16-34 y.","(Married) couple without C. ","685","0.944953227354977","0.928453713501987","0.961452741207968","2"
"No","2013","16-34 y.","Single parent ","386","0.967769500042372","0.950483464910874","0.98505553517387","2"
"No","2013","16-34 y.","Couple + C. LE 16 ","667","0.951446025048546","0.935557817605835","0.967334232491257","2"
"No","2013","16-34 y.","Couple + C. GT 16 ","796","0.944713128659636","0.929276479714014","0.960149777605257","2"
"No","2013","16-34 y.","Couple + C. LE and GT 16","278","0.950599646868708","0.926077905100271","0.975121388637145","2"
"No","2013","35-65 y.","1-pers.-HH","1429","0.977061883359295","0.969393258967043","0.984730507751547","2"
"No","2013","35-65 y.","(Married) couple without C. ","3563","0.981772462744949","0.977413499266011","0.986131426223888","2"
"No","2013","35-65 y.","Single parent ","633","0.978685980680533","0.967565720481722","0.989806240879345","2"
"No","2013","35-65 y.","Couple + C. LE 16 ","1991","0.968223306480549","0.960648760614044","0.975797852347054","2"
"No","2013","35-65 y.","Couple + C. GT 16 ","1610","0.986020943523834","0.980338852762188","0.99170303428548","2"
"No","2013","35-65 y.","Couple + C. LE and GT 16","615","0.9416670915161","0.92349507285634","0.959839110175861","2"
"No","2013","66 and older","1-pers.-HH","1377","0.986027431726274","0.97987016452398","0.992184698928567","2"
"No","2013","66 and older","(Married) couple without C. ","3274","0.991931335116534","0.98887945849132","0.994983211741747","2"
"No","2013","66 and older","Single parent ","65","0.996665623267608","0.982757830973339","1.01057341556188","2"
"No","2013","66 and older","Couple + C. LE 16 ","9","","","","2"
"No","2013","66 and older","Couple + C. GT 16 ","148","0.993201612371045","0.980095276687038","1.00630794805505","2"
"No","2013","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2013","16-34 y.","1-pers.-HH","29","","","","1"
"Yes","2013","16-34 y.","(Married) couple without C. ","49","0.055046772645023","0.0385472587920326","0.0715462864980135","1"
"Yes","2013","16-34 y.","Single parent ","15","","","","1"
"Yes","2013","35-65 y.","Single parent ","15","","","","1"
"Yes","2013","35-65 y.","Couple + C. LE 16 ","69","0.031776693519451","0.024202147652946","0.0393512393859561","1"
"Yes","2013","35-65 y.","Couple + C. GT 16 ","30","0.013979056476166","0.00829696571452025","0.0196611472378118","1"
"Yes","2013","35-65 y.","Couple + C. LE and GT 16","24","","","","1"
"Yes","2013","66 and older","1-pers.-HH","19","","","","1"
"Yes","2013","16-34 y.","Couple + C. LE 16 ","36","0.0485539749514541","0.0326657675087428","0.0644421823941654","1"
"Yes","2013","16-34 y.","Couple + C. GT 16 ","46","0.0552868713403643","0.0398502223947429","0.0707235202859858","1"
"Yes","2013","16-34 y.","Couple + C. LE and GT 16","22","","","","1"
"Yes","2013","35-65 y.","1-pers.-HH","35","0.022938116640705","0.0152694922484534","0.0306067410329567","1"
"Yes","2013","35-65 y.","(Married) couple without C. ","55","0.0182275372550507","0.0138685737761123","0.022586500733989","1"
"Yes","2013","66 and older","(Married) couple without C. ","27","","","","1"
"Yes","2013","66 and older","Single parent ","1","","","","1"
"Yes","2013","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2013","66 and older","Couple + C. GT 16 ","3","","","","1"
"Yes","2013","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2014","16-34 y.","1-pers.-HH","683","0.932294406375543","0.913981058014295","0.950607754736791","2"
"No","2014","16-34 y.","(Married) couple without C. ","906","0.928547359166933","0.912469774495486","0.94462494383838","2"
"No","2014","16-34 y.","Single parent ","814","0.945215870499864","0.929872787950157","0.960558953049571","2"
"No","2014","16-34 y.","Couple + C. LE 16 ","1755","0.947746848428809","0.937657900989237","0.957835795868381","2"
"No","2014","16-34 y.","Couple + C. GT 16 ","990","0.947548427082297","0.933986250959955","0.961110603204638","2"
"No","2014","16-34 y.","Couple + C. LE and GT 16","667","0.92480309394917","0.905405693141092","0.944200494757249","2"
"No","2014","35-65 y.","1-pers.-HH","1506","0.975077076690678","0.967296265657861","0.982857887723496","2"
"No","2014","35-65 y.","(Married) couple without C. ","3680","0.979086766301267","0.974514201373022","0.983659331229512","2"
"No","2014","35-65 y.","Single parent ","1483","0.972664902919924","0.964507802025545","0.980822003814303","2"
"No","2014","35-65 y.","Couple + C. LE 16 ","4774","0.952687265628864","0.946790720539797","0.958583810717931","2"
"No","2014","35-65 y.","Couple + C. GT 16 ","1837","0.981977526539156","0.975949583095671","0.988005469982641","2"
"No","2014","35-65 y.","Couple + C. LE and GT 16","1465","0.97275103212053","0.964577091355438","0.980924972885623","2"
"No","2014","66 and older","1-pers.-HH","1386","0.99477489524946","0.990992949533787","0.998556840965133","2"
"No","2014","66 and older","(Married) couple without C. ","3233","0.993418040655043","0.990640569790426","0.99619551151966","2"
"No","2014","66 and older","Single parent ","69","0.9921058892979","0.971520952558162","1.01269082603764","2"
"No","2014","66 and older","Couple + C. LE 16 ","14","","","","2"
"No","2014","66 and older","Couple + C. GT 16 ","170","1","1","1","2"
"No","2014","66 and older","Couple + C. LE and GT 16","4","","","","2"
"Yes","2014","16-34 y.","1-pers.-HH","40","0.0677055936244573","0.0493922452632092","0.0860189419857053","1"
"Yes","2014","16-34 y.","(Married) couple without C. ","80","0.071452640833067","0.0553750561616196","0.0875302255045144","1"
"Yes","2014","16-34 y.","Single parent ","31","0.054784129500136","0.0394410469504287","0.0701272120498434","1"
"Yes","2014","35-65 y.","Single parent ","52","0.0273350970800761","0.0191779961856973","0.0354921979744548","1"
"Yes","2014","35-65 y.","Couple + C. LE 16 ","206","0.0473127343711363","0.0414161892820691","0.0532092794602035","1"
"Yes","2014","35-65 y.","Couple + C. GT 16 ","34","0.018022473460844","0.0119945300173588","0.0240504169043291","1"
"Yes","2014","35-65 y.","Couple + C. LE and GT 16","59","0.0272489678794695","0.0190750271143771","0.035422908644562","1"
"Yes","2014","66 and older","1-pers.-HH","10","","","","1"
"Yes","2014","16-34 y.","Couple + C. LE 16 ","114","0.0522531515711912","0.0421642041316191","0.0623420990107632","1"
"Yes","2014","66 and older","(Married) couple without C. ","23","","","","1"
"Yes","2014","66 and older","Single parent ","2","","","","1"
"Yes","2014","66 and older","Couple + C. LE 16 ","","","","","1"
