"ple0160","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"No","1999","Rural Area","Female","2316","0.956053866465838","0.94791244711952","0.964195285812156"
"No","1999","Rural Area","Male","2146","0.940746120953697","0.931071929176865","0.95042031273053"
"No","1999","Urban Area","Female","4451","0.957881937053201","0.952123025785429","0.963640848320973"
"No","1999","Urban Area","Male","4129","0.953203803901979","0.946921754592634","0.959485853211324"
"Yes","1999","Rural Area","Female","119","0.0439461335341619","0.0358047141878437","0.0520875528804801"
"Yes","1999","Rural Area","Male","142","0.0592538790463027","0.04957968726947","0.0689280708231354"
"Yes","1999","Urban Area","Female","222","0.0421180629467989","0.0363591516790268","0.047876974214571"
"Yes","1999","Urban Area","Male","213","0.0467961960980209","0.0405141467886761","0.0530782454073657"
"No","2000","Rural Area","Female","4028","0.947867502118274","0.941206251326935","0.954528752909613"
"No","2000","Rural Area","Male","3761","0.941222066934847","0.933949355934388","0.948494777935306"
"No","2000","Urban Area","Female","7840","0.946914944014987","0.942094476014361","0.951735412015613"
"No","2000","Urban Area","Male","7119","0.936067685589923","0.930568866450977","0.94156650472887"
"Yes","2000","Rural Area","Female","250","0.0521324978817261","0.0454712470903869","0.0587937486730652"
"Yes","2000","Rural Area","Male","257","0.0587779330651529","0.0515052220646937","0.0660506440656121"
"Yes","2000","Urban Area","Female","470","0.0530850559850132","0.048264587984387","0.0579055239856394"
"Yes","2000","Urban Area","Male","484","0.0639323144100765","0.0584334952711297","0.0694311335490234"
"No","2001","Rural Area","Female","3639","0.949525262198404","0.942621655609202","0.956428868787606"
"No","2001","Rural Area","Male","3384","0.931092071433601","0.922881452258454","0.939302690608749"
"No","2001","Urban Area","Female","7142","0.944515461915349","0.939364658758059","0.949666265072639"
"No","2001","Urban Area","Male","6497","0.939468649384259","0.933841119315801","0.945096179452716"
"Yes","2001","Rural Area","Female","224","0.050474737801596","0.0435711312123938","0.0573783443907983"
"Yes","2001","Rural Area","Male","272","0.0689079285663988","0.0606973093912514","0.0771185477415462"
"Yes","2001","Urban Area","Female","446","0.055484538084651","0.0503337349273612","0.0606353412419407"
"Yes","2001","Urban Area","Male","401","0.0605313506157412","0.0549038205472836","0.0661588806841988"
"No","2002","Rural Area","Female","3418","0.965142235781277","0.959130570932823","0.971153900629731"
"No","2002","Rural Area","Male","2980","0.951214873762959","0.94369094294593","0.958738804579988"
"No","2002","Urban Area","Female","6588","0.959515704249376","0.954862240832407","0.964169167666345"
"No","2002","Urban Area","Male","5558","0.952811275811733","0.947378076914513","0.958244474708953"
"Yes","2002","Rural Area","Female","158","0.034857764218723","0.0288460993702693","0.0408694290671768"
"Yes","2002","Rural Area","Male","169","0.0487851262370408","0.0412611954200121","0.0563090570540695"
"Yes","2002","Urban Area","Female","303","0.0404842957506238","0.0358308323336552","0.0451377591675925"
"Yes","2002","Urban Area","Male","293","0.047188724188267","0.0417555252910467","0.0526219230854873"
"No","2003","Rural Area","Female","3213","0.938678473446898","0.930685429524883","0.946671517368913"
"No","2003","Rural Area","Male","2820","0.944555063426645","0.936385082309697","0.952725044543594"
"No","2003","Urban Area","Female","6331","0.954075804032829","0.94905616969485","0.959095438370808"
"No","2003","Urban Area","Male","5352","0.947226292396352","0.941405164247579","0.953047420545125"
"Yes","2003","Rural Area","Female","248","0.0613215265531021","0.0533284826310872","0.069314570475117"
"Yes","2003","Rural Area","Male","194","0.0554449365733547","0.0472749554564061","0.0636149176903034"
"Yes","2003","Urban Area","Female","349","0.0459241959671713","0.0409045616291921","0.0509438303051505"
"Yes","2003","Urban Area","Male","315","0.0527737076036482","0.0469525794548751","0.0585948357524213"
"No","2004","Rural Area","Female","3430","0.933897846172303","0.92590068736293","0.941895004981676"
"No","2004","Rural Area","Male","3230","0.943092488914571","0.935355384488741","0.9508295933404"
"No","2004","Urban Area","Female","7090","0.946867910619825","0.941809195220368","0.951926626019281"
"No","2004","Urban Area","Male","6488","0.944199155329258","0.938778082525171","0.949620228133346"
"Yes","2004","Rural Area","Female","278","0.0661021538276974","0.0581049950183246","0.0740993126370703"
"Yes","2004","Rural Area","Male","214","0.0569075110854293","0.0491704066595995","0.064644615511259"
"Yes","2004","Urban Area","Female","462","0.0531320893801751","0.0480733739807187","0.0581908047796316"
"Yes","2004","Urban Area","Male","399","0.0558008446707415","0.0503797718666538","0.0612219174748293"
"No","2005","Rural Area","Female","3331","0.944558376867551","0.937024238280818","0.952092515454284"
"No","2005","Rural Area","Male","3060","0.943556351540154","0.935619805478649","0.95149289760166"
"No","2005","Urban Area","Female","6833","0.946747031291263","0.941573492620333","0.951920569962194"
"No","2005","Urban Area","Male","6183","0.947565374484879","0.94216809604744","0.952962652922318"
"Yes","2005","Rural Area","Female","213","0.0554416231324488","0.0479074845457157","0.0629757617191819"
"Yes","2005","Rural Area","Male","188","0.0564436484598456","0.0485071023983404","0.0643801945213508"
"Yes","2005","Urban Area","Female","403","0.0532529687087367","0.0480794300378065","0.0584265073796669"
"Yes","2005","Urban Area","Male","369","0.052434625515121","0.0470373470776819","0.05783190395256"
"No","2006","Rural Area","Female","3675","0.959895876911771","0.953699070812513","0.96609268301103"
"No","2006","Rural Area","Male","3319","0.944919458116726","0.937379682784852","0.9524592334486"
"No","2006","Urban Area","Female","7303","0.958326001523536","0.953846305268438","0.962805697778635"
"No","2006","Urban Area","Male","6578","0.951249718060474","0.946170438860714","0.956328997260233"
"Yes","2006","Rural Area","Female","176","0.0401041230882287","0.0339073169889703","0.046300929187487"
"Yes","2006","Rural Area","Male","198","0.0550805418832737","0.0475407665513996","0.0626203172151477"
"Yes","2006","Urban Area","Female","342","0.0416739984764637","0.0371943022213653","0.0461536947315622"
"Yes","2006","Urban Area","Male","327","0.0487502819395265","0.043671002739767","0.0538295611392859"
"No","2007","Rural Area","Female","3368","0.939415771848283","0.931612996526224","0.947218547170343"
"No","2007","Rural Area","Male","3116","0.937138535978092","0.928877491238739","0.945399580717444"
"No","2007","Urban Area","Female","6816","0.954966110420973","0.950154567330771","0.959777653511175"
"No","2007","Urban Area","Male","6025","0.947967265584288","0.942511145977071","0.953423385191506"
"Yes","2007","Rural Area","Female","223","0.0605842281517167","0.0527814528296574","0.068387003473776"
"Yes","2007","Rural Area","Male","200","0.0628614640219082","0.0546004192825558","0.0711225087612607"
"Yes","2007","Urban Area","Female","320","0.045033889579027","0.0402223464888253","0.0498454326692287"
"Yes","2007","Urban Area","Male","340","0.0520327344157116","0.0465766148084941","0.057488854022929"
"No","2008","Rural Area","Female","3190","0.9417725526476","0.933897794801959","0.949647310493241"
"No","2008","Rural Area","Male","3023","0.952277174981459","0.944851475053758","0.95970287490916"
"No","2008","Urban Area","Female","6420","0.952912419498939","0.94786210203563","0.957962736962248"
"No","2008","Urban Area","Male","5782","0.957820380274506","0.952764746850785","0.962876013698227"
"Yes","2008","Rural Area","Female","207","0.0582274473523999","0.0503526895067592","0.0661022051980406"
"Yes","2008","Rural Area","Male","143","0.0477228250185408","0.04029712509084","0.0551485249462416"
"Yes","2008","Urban Area","Female","338","0.0470875805010609","0.0420372630377519","0.05213789796437"
"Yes","2008","Urban Area","Male","290","0.0421796197254938","0.0371239863017727","0.047235253149215"
"No","2009","Rural Area","Female","3082","0.949555782648515","0.942006946409153","0.957104618887878"
"No","2009","Rural Area","Male","2905","0.955556270012997","0.948211290630126","0.962901249395868"
"No","2009","Urban Area","Female","5992","0.960403134392673","0.955565772124795","0.96524049666055"
"No","2009","Urban Area","Male","5380","0.957213356368618","0.951918578502272","0.962508134234964"
"Yes","2009","Rural Area","Female","147","0.0504442173514848","0.0428953811121221","0.0579930535908474"
"Yes","2009","Rural Area","Male","119","0.0444437299870028","0.0370987506041318","0.0517887093698738"
"Yes","2009","Urban Area","Female","251","0.0395968656073274","0.0347595033394495","0.0444342278752052"
"Yes","2009","Urban Area","Male","232","0.0427866436313823","0.0374918657650364","0.0480814214977283"
"No","2010","Rural Area","Female","2805","0.959135816739158","0.951974687172092","0.966296946306224"
"No","2010","Rural Area","Male","2644","0.966519585113274","0.959782798058133","0.973256372168416"
"No","2010","Urban Area","Female","5610","0.965397456940906","0.960707064438998","0.970087849442814"
"No","2010","Urban Area","Male","5020","0.962331887420146","0.9571679731281","0.967495801712191"
"Yes","2010","Rural Area","Female","131","0.0408641832608417","0.0337030536937756","0.0480253128279078"
"Yes","2010","Rural Area","Male","95","0.0334804148867256","0.0267436278315839","0.0402172019418673"
"Yes","2010","Urban Area","Female","223","0.034602543059094","0.0299121505571862","0.0392929355610018"
"Yes","2010","Urban Area","Male","202","0.0376681125798544","0.0325041982878087","0.0428320268719001"
"No","2011","Rural Area","Female","3584","0.947284552861352","0.940164524850864","0.95440458087184"
"No","2011","Rural Area","Male","3311","0.95498315081963","0.948085420892041","0.961880880747219"
