"ple0160","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"No","1999","Schleswig-Holstein","Employed","208","0.960279288228572","0.934173539527026","0.986385036930118","2"
"No","1999","Hamburg","Not Employed","45","1","1","1","2"
"No","1999","Hamburg","Employed","89","0.962732220422415","0.924235287594878","1.00122915324995","2"
"No","1999","Schleswig-Holstein","Not Employed","110","0.980562011521778","0.954993686883039","1.00613033616052","2"
"No","1999","Lower Saxony","Employed","709","0.933173250778272","0.915488863603983","0.950857637952561","2"
"No","1999","North Rhine-Westphalia","Not Employed","966","0.980439104070448","0.971790726152157","0.98908748198874","2"
"No","1999","Lower Saxony","Not Employed","389","0.960430120087656","0.941513947779451","0.979346292395861","2"
"No","1999","Bremen","Not Employed","41","0.947061886063213","0.880901936652261","1.01322183547416","2"
"No","1999","Bremen","Employed","41","0.91453160757607","0.831923270379993","0.997139944772147","2"
"No","1999","North Rhine-Westphalia","Employed","1616","0.934418472228656","0.922743297342704","0.946093647114608","2"
"No","1999","Hesse","Not Employed","324","0.985610839866432","0.972762069140774","0.998459610592089","2"
"No","1999","Hesse","Employed","531","0.939706426059346","0.920096701766697","0.959316150351995","2"
"No","1999","Berlin","Employed","305","0.934136179794439","0.907127451194574","0.961144908394303","2"
"No","1999","Brandenburg","Not Employed","219","0.949953774935052","0.921713608714486","0.978193941155619","2"
"No","1999","Rhineland-Palatinate,Saarland","Not Employed","293","0.980103187366676","0.964301075950364","0.995905298782987","2"
"No","1999","Rhineland-Palatinate,Saarland","Employed","445","0.947219273875445","0.927047688381574","0.967390859369316","2"
"No","1999","Berlin","Not Employed","187","0.983455452458994","0.96531800847822","1.00159289643977","2"
"No","1999","Brandenburg","Employed","339","0.883188848790756","0.850592975895941","0.91578472168557","2"
"No","1999","Bavaria","Not Employed","591","0.975579106887864","0.963350291274102","0.987807922501626","2"
"No","1999","Baden-Württemberg","Not Employed","609","0.969497697070853","0.956015899926124","0.982979494215583","2"
"No","1999","Baden-Württemberg","Employed","1046","0.94607969497212","0.932822529156215","0.959336860788025","2"
"No","1999","Bavaria","Employed","1122","0.95624567864919","0.944614195669035","0.967877161629346","2"
"No","1999","Mecklenburg-Western Pomerania","Not Employed","131","0.973743672674604","0.946670758585175","1.00081658676403","2"
"No","1999","Mecklenburg-Western Pomerania","Employed","250","0.910225544218761","0.876001479053785","0.944449609383736","2"
"No","1999","Saxony","Not Employed","393","0.974934046325079","0.959728052525764","0.990140040124394","2"
"No","1999","Saxony","Employed","701","0.922837304747411","0.90375220702499","0.941922402469831","2"
"No","1999","Thuringia","Not Employed","258","0.98786521257917","0.974632918348924","1.00109750680942","2"
"No","1999","Thuringia","Employed","433","0.95164732605533","0.932023214136107","0.971271437974552","2"
"No","1999","Saxony-Anhalt","Not Employed","264","0.979504186297373","0.962540648739098","0.996467723855648","2"
"No","1999","Saxony-Anhalt","Employed","387","0.896340848368542","0.867395171413903","0.925286525323181","2"
"Yes","1999","Schleswig-Holstein","Not Employed","2","","","","1"
"Yes","1999","Schleswig-Holstein","Employed","7","","","","1"
"Yes","1999","Hamburg","Not Employed","","","","","1"
"Yes","1999","Hamburg","Employed","4","","","","1"
"Yes","1999","Lower Saxony","Not Employed","19","","","","1"
"Yes","1999","Lower Saxony","Employed","57","0.0668267492217279","0.0491423620474385","0.0845111363960174","1"
"Yes","1999","Bremen","Not Employed","3","","","","1"
"Yes","1999","Bremen","Employed","3","","","","1"
"Yes","1999","North Rhine-Westphalia","Not Employed","19","","","","1"
