"ple0160","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"No","1999","West Germany","Female","4884","0.959170677684185","0.953755893941391","0.964585461426978","2"
"No","1999","West Germany","Male","4569","0.954020491832841","0.948099189717899","0.959941793947782","2"
"No","1999","East Germany","Female","1883","0.949323120724995","0.939654673813916","0.958991567636074","2"
"No","1999","East Germany","Male","1706","0.929898681297435","0.918181677145865","0.941615685449005","2"
"Yes","1999","West Germany","Male","237","0.0459795081671591","0.0400582060522178","0.0519008102821005","1"
"Yes","1999","East Germany","Male","118","0.0701013187025651","0.0583843145509955","0.0818183228541346","1"
"Yes","1999","West Germany","Female","247","0.0408293223158155","0.035414538573022","0.046244106058609","1"
"Yes","1999","East Germany","Female","94","0.0506768792750051","0.0410084323639264","0.0603453261860837","1"
"No","2000","West Germany","Female","8993","0.947665090285975","0.943193178897858","0.952137001674092","2"
"No","2000","West Germany","Male","8301","0.94128569570074","0.936378647095529","0.946192744305951","2"
"No","2000","East Germany","Female","2875","0.945270369455104","0.937212769405459","0.953327969504748","2"
"No","2000","East Germany","Male","2579","0.922152792440192","0.912235752813935","0.932069832066449","2"
"Yes","2000","West Germany","Male","516","0.05871430429926","0.0538072556940487","0.0636213529044713","1"
"Yes","2000","East Germany","Male","225","0.0778472075598079","0.0679301679335508","0.087764247186065","1"
"Yes","2000","West Germany","Female","534","0.0523349097140251","0.047862998325908","0.0568068211021422","1"
"Yes","2000","East Germany","Female","186","0.0547296305448963","0.0466720304952518","0.0627872305945407","1"
"No","2001","West Germany","Male","7465","0.940129674670243","0.934906006905305","0.945353342435182","2"
"No","2001","East Germany","Female","2635","0.939522988155506","0.930736121122335","0.948309855188677","2"
"No","2001","East Germany","Male","2416","0.922783956043714","0.91258222175037","0.932985690337058","2"
"No","2001","West Germany","Female","8146","0.947546304851347","0.942841062664619","0.952251547038076","2"
"Yes","2001","West Germany","Male","459","0.0598703253297566","0.0546466575648177","0.0650939930946955","1"
"Yes","2001","East Germany","Male","214","0.077216043956286","0.0670143096629417","0.0874177782496303","1"
"Yes","2001","West Germany","Female","478","0.0524536951486526","0.0477484529619239","0.0571589373353813","1"
"Yes","2001","East Germany","Female","192","0.0604770118444942","0.0516901448113229","0.0692638788776654","1"
"No","2002","West Germany","Male","6292","0.951660582300479","0.946500143282753","0.956821021318204","2"
"No","2002","East Germany","Female","2537","0.963594794090292","0.956465078669246","0.970724509511338","2"
"No","2002","East Germany","Male","2246","0.95472944421202","0.946348896047525","0.963109992376515","2"
"No","2002","West Germany","Female","7469","0.96074636751723","0.956441100250166","0.965051634784294","2"
"Yes","2002","West Germany","Female","347","0.0392536324827698","0.0349483652157061","0.0435588997498336","1"
"Yes","2002","West Germany","Male","344","0.0483394176995212","0.0431789786817956","0.0534998567172468","1"
