"ple0160","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"No","1999","Employed","direct migration background","1263","0.971539491759162","0.962531461781231","0.980547521737094"
"No","1999","Employed","indirect migration background","389","0.914047113425471","0.887176692234219","0.940917534616722"
"No","1999","Employed","no migration background","6570","0.933868685603903","0.928071833446735","0.939665537761072"
"No","1999","Not Employed","direct migration background","896","0.99090075951329","0.984724538636357","0.997076980390223"
"No","1999","Not Employed","indirect migration background","183","0.954224333488713","0.924661908334828","0.983786758642599"
"No","1999","Not Employed","no migration background","3741","0.973776964525582","0.968729973164936","0.978823955886229"
"Yes","1999","Employed","direct migration background","46","0.0284605082408379","0.0194524782629065","0.0374685382187694"
"Yes","1999","Employed","indirect migration background","29","","",""
"Yes","1999","Employed","no migration background","490","0.0661313143960966","0.0603344622389282","0.0719281665532649"
"Yes","1999","Not Employed","direct migration background","12","","",""
"Yes","1999","Not Employed","indirect migration background","9","","",""
"Yes","1999","Not Employed","no migration background","110","0.0262230354744176","0.021176044113771","0.0312700268350641"
"No","2000","Employed","direct migration background","1859","0.939217736128986","0.928677603026836","0.949757869231136"
"No","2000","Employed","indirect migration background","530","0.915543202442606","0.892951793097839","0.938134611787372"
"No","2000","Employed","no migration background","11550","0.917184640252192","0.912373934168776","0.921995346335608"
"No","2000","Not Employed","direct migration background","1332","0.978125703091988","0.970365981272945","0.985885424911031"
"No","2000","Not Employed","indirect migration background","233","0.964112165097558","0.940914887216629","0.987309442978486"
"No","2000","Not Employed","no migration background","7242","0.976525786350181","0.973083382294163","0.979968190406199"
"Yes","2000","Employed","direct migration background","115","0.0607822638710141","0.0502421307688639","0.0713223969731643"
"Yes","2000","Employed","indirect migration background","52","0.0844567975573943","0.0618653882126279","0.107048206902161"
"Yes","2000","Employed","no migration background","1058","0.0828153597478078","0.0780046536643921","0.0876260658312236"
"Yes","2000","Not Employed","direct migration background","33","0.0218742969080119","0.0141145750889687","0.0296340187270552"
"Yes","2000","Not Employed","indirect migration background","14","","",""
"Yes","2000","Not Employed","no migration background","189","0.0234742136498187","0.0200318095938007","0.0269166177058368"
"No","2001","Employed","direct migration background","1679","0.928748937921384","0.916828622235236","0.940669253607533"
"No","2001","Employed","indirect migration background","497","0.916509617482174","0.893264305470997","0.93975492949335"
"No","2001","Employed","no migration background","10572","0.91646700713532","0.911423003422953","0.921511010847687"
"No","2001","Not Employed","direct migration background","1112","0.969348877196008","0.959369141672339","0.979328612719678"
"No","2001","Not Employed","indirect migration background","220","0.971416431533367","0.949834451033749","0.992998412032986"
"No","2001","Not Employed","no migration background","6582","0.979394340441021","0.976002349819141","0.982786331062902"
"Yes","2001","Employed","direct migration background","110","0.0712510620786156","0.0593307463924672","0.083171377764764"
"Yes","2001","Employed","indirect migration background","47","0.0834903825178264","0.06024507050665","0.106735694529003"
"Yes","2001","Employed","no migration background","987","0.08353299286468","0.0784889891523134","0.0885769965770465"
"Yes","2001","Not Employed","direct migration background","34","0.0306511228039917","0.0206713872803221","0.0406308583276612"
"Yes","2001","Not Employed","indirect migration background","9","","",""
"Yes","2001","Not Employed","no migration background","156","0.0206056595589786","0.0172136689370981","0.0239976501808591"
"No","2002","Employed","direct migration background","1472","0.943904696761918","0.932453008538167","0.955356384985669"
"No","2002","Employed","indirect migration background","455","0.948180958104323","0.928392366939967","0.967969549268679"
"No","2002","Employed","no migration background","9411","0.934857123846483","0.930041032731213","0.939673214961753"
"No","2002","Not Employed","direct migration background","1012","0.979015373524793","0.970287396573157","0.987743350476429"
"No","2002","Not Employed","indirect migration background","208","0.958723217735179","0.932316198369645","0.985130237100713"
"No","2002","Not Employed","no migration background","5986","0.988247696261315","0.985541923783164","0.990953468739467"
"Yes","2002","Employed","direct migration background","79","0.0560953032380824","0.0446436150143314","0.0675469914618333"
"Yes","2002","Employed","indirect migration background","27","","",""
"Yes","2002","Employed","no migration background","675","0.0651428761535174","0.0603267850382473","0.0699589672687876"
"Yes","2002","Not Employed","direct migration background","24","","",""
"Yes","2002","Not Employed","indirect migration background","10","","",""
"Yes","2002","Not Employed","no migration background","108","0.0117523037386845","0.00904653126053279","0.0144580762168362"
"No","2003","Employed","direct migration background","1364","0.941965954511377","0.92992743934113","0.954004469681623"
"No","2003","Employed","indirect migration background","447","0.880068252856613","0.851243643011773","0.908892862701452"
"No","2003","Employed","no migration background","8804","0.923083489007441","0.917755794996138","0.928411183018745"
"No","2003","Not Employed","direct migration background","982","0.984189569815874","0.976442639592726","0.991936500039022"
"No","2003","Not Employed","indirect migration background","217","0.978568201358175","0.959687473555351","0.997448929160999"
"No","2003","Not Employed","no migration background","5902","0.979861966152397","0.97632347701879","0.983400455286004"
"Yes","2003","Employed","direct migration background","85","0.0580340454886233","0.0459955303183768","0.0700725606588698"
"Yes","2003","Employed","indirect migration background","41","0.119931747143387","0.0911071372985483","0.148756356988227"
"Yes","2003","Employed","no migration background","805","0.0769165109925589","0.0715888169812553","0.0822442050038625"
"Yes","2003","Not Employed","direct migration background","14","","",""
"Yes","2003","Not Employed","indirect migration background","9","","",""
