"ple0160","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","1999","Rural Area","West Germany","2093","0.952963872508631","0.94415295129548","0.961774793721783","2"
"No","1999","Rural Area","East Germany","2369","0.942125156857901","0.932981004792162","0.951269308923639","2"
"No","1999","Urban Area","West Germany","7360","0.957750324534385","0.953262814702223","0.962237834366547","2"
"No","1999","Urban Area","East Germany","1220","0.935832117419038","0.922490655604161","0.949173579233916","2"
"Yes","1999","Rural Area","East Germany","136","0.0578748431420993","0.0487306910763606","0.0670189952078379","1"
"Yes","1999","Urban Area","East Germany","76","0.0641678825809618","0.0508264207660841","0.0775093443958394","1"
"Yes","1999","Rural Area","West Germany","125","0.0470361274913684","0.0382252062782172","0.0558470487045197","1"
"Yes","1999","Urban Area","West Germany","359","0.0422496754656151","0.0377621656334532","0.046737185297777","1"
"No","2000","Rural Area","West Germany","4110","0.947028193014926","0.940375343090543","0.953681042939309","2"
"No","2000","Rural Area","East Germany","3679","0.941116985431232","0.93376835164964","0.948465619212823","2"
"No","2000","Urban Area","West Germany","13184","0.943857774650926","0.940043277243456","0.947672272058396","2"
"No","2000","Urban Area","East Germany","1775","0.920443473869272","0.908348779008983","0.93253816872956","2"
"Yes","2000","Rural Area","East Germany","263","0.0588830145687684","0.0515343807871768","0.0662316483503601","1"
"Yes","2000","Urban Area","East Germany","148","0.0795565261307282","0.0674618312704399","0.0916512209910165","1"
"Yes","2000","Rural Area","West Germany","244","0.0529718069850735","0.0463189570606906","0.0596246569094565","1"
"Yes","2000","Urban Area","West Germany","806","0.0561422253490737","0.0523277279416035","0.059956722756544","1"
"No","2001","Rural Area","East Germany","3356","0.930834909499142","0.922593195161783","0.939076623836502","2"
"No","2001","Urban Area","West Germany","11944","0.943092338735614","0.939058465365408","0.94712621210582","2"
"No","2001","Urban Area","East Germany","1695","0.93238860566373","0.920840823204755","0.943936388122706","2"
"No","2001","Rural Area","West Germany","3667","0.946882570246823","0.939824096952028","0.953941043541617","2"
"Yes","2001","Rural Area","East Germany","285","0.0691650905008577","0.0609233761634984","0.077406804838217","1"
"Yes","2001","Urban Area","East Germany","121","0.0676113943362696","0.0560636118772943","0.079159176795245","1"
"Yes","2001","Rural Area","West Germany","211","0.0531174297531774","0.0460589564583832","0.0601759030479717","1"
"Yes","2001","Urban Area","West Germany","726","0.0569076612643862","0.0528737878941801","0.0609415346345923","1"
"No","2002","Rural Area","East Germany","3200","0.956758233703696","0.949884813196958","0.963631654210433","2"
