"ple0160","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"No","1999","Full Time","Rural Area","1936","0.939588231051628","0.929279885381875","0.949896576721381"
"No","1999","Full Time","Urban Area","3582","0.944754097133615","0.93747972996239","0.95202846430484"
"No","1999","Not Working","Rural Area","1631","0.972147759527944","0.96429331433233","0.980002204723558"
"No","1999","Not Working","Urban Area","3189","0.977196149315206","0.972075777881329","0.982316520749083"
"No","1999","Part Time","Rural Area","895","0.915790265812851","0.898447868346224","0.933132663279478"
"No","1999","Part Time","Urban Area","1809","0.933901113937818","0.92290455487501","0.944897673000627"
"Yes","1999","Full Time","Rural Area","116","0.060411768948372","0.0501034232786192","0.0707201146181249"
"Yes","1999","Full Time","Urban Area","207","0.0552459028663851","0.0479715356951604","0.0625202700376098"
"Yes","1999","Not Working","Rural Area","55","0.0278522404720558","0.0199977952764421","0.0357066856676695"
"Yes","1999","Not Working","Urban Area","76","0.0228038506847943","0.0176834792509173","0.0279242221186712"
"Yes","1999","Part Time","Rural Area","90","0.0842097341871486","0.0668673367205217","0.101552131653776"
"Yes","1999","Part Time","Urban Area","152","0.0660988860621816","0.055102326999373","0.0770954451249903"
"No","2000","Full Time","Rural Area","3259","0.923023288670481","0.914245000807387","0.931801576533576"
"No","2000","Full Time","Urban Area","6029","0.920940129518585","0.914397500824712","0.927482758212458"
"No","2000","Not Working","Rural Area","2989","0.97877559968871","0.973672992544594","0.983878206832826"
"No","2000","Not Working","Urban Area","5818","0.9754186622798","0.971493402333786","0.979343922225815"
"No","2000","Part Time","Rural Area","1539","0.917960695783685","0.904865452319153","0.931055939248217"
"No","2000","Part Time","Urban Area","3112","0.916175225123175","0.906861568018998","0.925488882227352"
"Yes","2000","Full Time","Rural Area","283","0.0769767113295186","0.0681984234664245","0.0857549991926127"
"Yes","2000","Full Time","Urban Area","505","0.0790598704814151","0.0725172417875423","0.085602499175288"
"Yes","2000","Not Working","Rural Area","76","0.0212244003112899","0.0161217931671737","0.0263270074554062"
"Yes","2000","Not Working","Urban Area","160","0.0245813377201996","0.0206560777741851","0.028506597666214"
"Yes","2000","Part Time","Rural Area","148","0.0820393042163151","0.068944060751783","0.0951345476808473"
"Yes","2000","Part Time","Urban Area","289","0.0838247748768251","0.0745111177726483","0.0931384319810019"
"No","2001","Full Time","Rural Area","2869","0.920427461366272","0.910960102844734","0.929894819887809"
"No","2001","Full Time","Urban Area","5504","0.925403882217149","0.918714422558947","0.932093341875351"
"No","2001","Not Working","Rural Area","2740","0.979380734541307","0.974120907546124","0.98464056153649"
"No","2001","Not Working","Urban Area","5174","0.977271395867421","0.973262399116026","0.981280392618815"
"No","2001","Part Time","Rural Area","1414","0.901447908243821","0.886732469155339","0.916163347332303"
"No","2001","Part Time","Urban Area","2961","0.909342421419238","0.899472688747923","0.919212154090553"
"Yes","2001","Full Time","Rural Area","270","0.0795725386337281","0.0701051801121908","0.0890398971552655"
"Yes","2001","Full Time","Urban Area","422","0.0745961177828513","0.0679066581246492","0.0812855774410534"
"Yes","2001","Not Working","Rural Area","64","0.0206192654586928","0.0153594384635101","0.0258790924538754"
"Yes","2001","Not Working","Urban Area","135","0.0227286041325794","0.0187196073811845","0.0267376008839743"
"Yes","2001","Part Time","Rural Area","162","0.0985520917561788","0.0838366526676968","0.113267530844661"
"Yes","2001","Part Time","Urban Area","290","0.090657578580762","0.0807878459094467","0.100527311252077"
"No","2002","Full Time","Rural Area","2494","0.939155709585829","0.930068107143754","0.948243312027904"
"No","2002","Full Time","Urban Area","4620","0.945059736744147","0.938673152283588","0.951446321204707"
"No","2002","Not Working","Rural Area","2539","0.988162667340945","0.983993407478883","0.992331927203007"
"No","2002","Not Working","Urban Area","4667","0.985478325956452","0.982080980727386","0.988875671185517"
"No","2002","Part Time","Rural Area","1365","0.933971585998584","0.921328407948239","0.946614764048929"
"No","2002","Part Time","Urban Area","2859","0.922144677753652","0.912695743607989","0.931593611899316"
"Yes","2002","Full Time","Rural Area","164","0.0608442904141708","0.051756687972096","0.0699318928562456"
"Yes","2002","Full Time","Urban Area","270","0.0549402632558527","0.0485536787952933","0.0613268477164121"
"Yes","2002","Not Working","Rural Area","46","0.0118373326590547","0.00766807279699249","0.0160065925211169"
"Yes","2002","Not Working","Urban Area","96","0.0145216740435484","0.011124328814483","0.0179190192726138"
"Yes","2002","Part Time","Rural Area","117","0.0660284140014157","0.0533852359510709","0.0786715920517606"
"Yes","2002","Part Time","Urban Area","230","0.0778553222463475","0.0684063881006843","0.0873042563920107"
"No","2003","Full Time","Rural Area","2246","0.911501836873658","0.900350678744079","0.922652995003238"
"No","2003","Full Time","Urban Area","4238","0.93262598478676","0.925340044881358","0.939911924692162"
"No","2003","Not Working","Rural Area","2476","0.976212885487808","0.970291372487504","0.982134398488111"
"No","2003","Not Working","Urban Area","4625","0.982434920802426","0.978692068628447","0.986177772976406"
"No","2003","Part Time","Rural Area","1311","0.922383929400425","0.908559430953428","0.936208427847421"
"No","2003","Part Time","Urban Area","2820","0.920916710841047","0.911367379732016","0.930466041950078"
"Yes","2003","Full Time","Rural Area","246","0.0884981631263417","0.0773470049967624","0.099649321255921"
"Yes","2003","Full Time","Urban Area","309","0.06737401521324","0.0600880753078381","0.074659955118642"
"Yes","2003","Not Working","Rural Area","68","0.0237871145121923","0.0178656015118885","0.0297086275124961"
"Yes","2003","Not Working","Urban Area","107","0.0175650791975737","0.0138222270235941","0.0213079313715533"
"Yes","2003","Part Time","Rural Area","128","0.0776160705995754","0.0637915721525793","0.0914405690465716"
"Yes","2003","Part Time","Urban Area","248","0.0790832891589534","0.0695339580499225","0.0886326202679842"
"No","2004","Full Time","Rural Area","2546","0.915384433528262","0.905070394929468","0.925698472127055"
"No","2004","Full Time","Urban Area","5178","0.924481960922721","0.917566539333415","0.931397382512028"
"No","2004","Not Working","Rural Area","2640","0.966967080814493","0.9602824543089","0.973651707320085"
"No","2004","Not Working","Urban Area","5270","0.975045285298971","0.970894818977378","0.979195751620563"
"No","2004","Part Time","Rural Area","1474","0.921452385259936","0.908307009075572","0.934597761444299"
"No","2004","Part Time","Urban Area","3130","0.924837558246597","0.915981862192191","0.933693254301003"
"Yes","2004","Full Time","Rural Area","251","0.0846155664717383","0.0743015278729449","0.0949296050705317"
"Yes","2004","Full Time","Urban Area","430","0.0755180390772787","0.0686026174879725","0.0824334606665849"
"Yes","2004","Not Working","Rural Area","106","0.033032919185507","0.0263482926799145","0.0397175456910996"
"Yes","2004","Not Working","Urban Area","156","0.024954714701029","0.0208042483794364","0.0291051810226216"
"Yes","2004","Part Time","Rural Area","135","0.078547614740064","0.0654022385557007","0.0916929909244274"
"Yes","2004","Part Time","Urban Area","275","0.0751624417534031","0.0663067456989968","0.0840181378078093"
"No","2005","Full Time","Rural Area","2414","0.934443346396107","0.924916882872324","0.943969809919889"
"No","2005","Full Time","Urban Area","4998","0.941637862303173","0.935346725384453","0.947928999221894"
"No","2005","Not Working","Rural Area","2549","0.96526849855","0.958302498430626","0.972234498669374"
"No","2005","Not Working","Urban Area","5028","0.970300574459661","0.965691931579775","0.974909217339546"
"No","2005","Part Time","Rural Area","1428","0.921375936556744","0.907955086490225","0.934796786623263"
"No","2005","Part Time","Urban Area","2990","0.914354825013983","0.904722072182857","0.92398757784511"
"Yes","2005","Full Time","Rural Area","179","0.0655566536038932","0.0560301900801108","0.0750831171276757"
"Yes","2005","Full Time","Urban Area","336","0.0583621376968268","0.0520710007781064","0.0646532746155472"
"Yes","2005","Not Working","Rural Area","105","0.0347315014499999","0.027765501330626","0.0416975015693737"
"Yes","2005","Not Working","Urban Area","184","0.0296994255403392","0.0250907826604535","0.0343080684202249"
"Yes","2005","Part Time","Rural Area","117","0.0786240634432563","0.0652032133767372","0.0920449135097754"
"Yes","2005","Part Time","Urban Area","252","0.0856451749860165","0.0760124221548898","0.0952779278171432"
"No","2006","Full Time","Rural Area","2605","0.938355775235622","0.929400894803714","0.947310655667529"
"No","2006","Full Time","Urban Area","5310","0.941020123484548","0.934860275992678","0.947179970976418"
"No","2006","Not Working","Rural Area","2842","0.977353730986167","0.971962233905436","0.982745228066899"
"No","2006","Not Working","Urban Area","5453","0.976106871610704","0.972108133394855","0.980105609826553"
"No","2006","Part Time","Rural Area","1547","0.930571502177472","0.918387956014483","0.942755048340461"
"No","2006","Part Time","Urban Area","3118","0.939053382188492","0.930925519132402","0.947181245244582"
"Yes","2006","Full Time","Rural Area","166","0.0616442247643784","0.052689344332471","0.0705991051962858"
"Yes","2006","Full Time","Urban Area","309","0.0589798765154521","0.0528200290235823","0.065139724007322"
"Yes","2006","Not Working","Rural Area","83","0.0226462690138326","0.0172547719331009","0.0280377660945644"
