"ple0160","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"No","2014","Saxony","direct migration background","75","0.906554066260593","0.841544122918586","0.9715640096026"
"No","2014","Saxony","indirect migration background","23","","",""
"No","2014","Saxony-Anhalt","no migration background","846","0.970181625082694","0.958911919445671","0.981451330719717"
"No","2014","Saxony-Anhalt","direct migration background","65","0.981562804585989","0.949350843522124","1.01377476564985"
"No","2014","Saxony-Anhalt","indirect migration background","22","","",""
"No","2014","Thuringia","no migration background","915","0.981294221026818","0.972633148326384","0.989955293727252"
"No","2014","Thuringia","direct migration background","43","0.882156712063056","0.788982769582663","0.975330654543449"
"No","2014","Thuringia","indirect migration background","14","","",""
"Yes","2015","Schleswig-Holstein","no migration background","24","","",""
"Yes","2015","Schleswig-Holstein","direct migration background","","","",""
"Yes","2015","Schleswig-Holstein","indirect migration background","5","","",""
"Yes","2015","Hamburg","no migration background","4","","",""
"Yes","2015","Hamburg","direct migration background","2","","",""
"Yes","2015","Hamburg","indirect migration background","","","",""
"Yes","2015","Lower Saxony","no migration background","74","0.0364745020675201","0.0280317430065975","0.0449172611284426"
"Yes","2015","Lower Saxony","direct migration background","10","","",""
"Yes","2015","Lower Saxony","indirect migration background","4","","",""
"Yes","2015","Bremen","no migration background","2","","",""
"Yes","2015","Bremen","direct migration background","","","",""
"Yes","2015","Bremen","indirect migration background","1","","",""
"Yes","2015","North Rhine-Westphalia","no migration background","114","0.0330730137957887","0.0271920928817439","0.0389539347098335"
"Yes","2015","North Rhine-Westphalia","direct migration background","37","0.0322969796002651","0.0221322219196383","0.0424617372808919"
"Yes","2015","North Rhine-Westphalia","indirect migration background","17","","",""
"Yes","2015","Hesse","no migration background","38","0.0259233680087567","0.0169325389003939","0.0349141971171195"
"Yes","2015","Hesse","direct migration background","12","","",""
"Yes","2015","Hesse","indirect migration background","3","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","no migration background","30","0.0248920721213432","0.0154909708683627","0.0342931733743237"
"Yes","2015","Rhineland-Palatinate,Saarland","direct migration background","13","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","indirect migration background","5","","",""
"Yes","2015","Baden-Württemberg","no migration background","76","0.0285139786552086","0.0213406618458534","0.0356872954645639"
"Yes","2015","Baden-Württemberg","direct migration background","18","","",""
"Yes","2015","Baden-Württemberg","indirect migration background","11","","",""
"Yes","2015","Bavaria","no migration background","104","0.0248956296750366","0.0193733746440368","0.0304178847060365"
"Yes","2015","Bavaria","direct migration background","36","0.0527741263287208","0.0364087568205504","0.0691394958368912"
"Yes","2015","Bavaria","indirect migration background","13","","",""
"Yes","2015","Berlin","no migration background","27","","",""
"Yes","2015","Berlin","direct migration background","6","","",""
"Yes","2015","Berlin","indirect migration background","2","","",""
"Yes","2015","Brandenburg","no migration background","32","0.0351434864749224","0.0229771298198514","0.0473098431299934"
"Yes","2015","Brandenburg","direct migration background","1","","",""
"Yes","2015","Brandenburg","indirect migration background","2","","",""
"Yes","2015","Mecklenburg-Western Pomerania","no migration background","18","","",""
"Yes","2015","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","indirect migration background","2","","",""
"Yes","2015","Saxony","no migration background","41","0.0310166477357678","0.0220438247112934","0.0399894707602422"
"Yes","2015","Saxony","direct migration background","","","",""
"Yes","2015","Saxony","indirect migration background","1","","",""
"Yes","2015","Saxony-Anhalt","no migration background","24","","",""
"Yes","2015","Saxony-Anhalt","direct migration background","2","","",""
"Yes","2015","Saxony-Anhalt","indirect migration background","1","","",""
"Yes","2015","Thuringia","no migration background","33","0.0550996392937693","0.0399637356455099","0.0702355429420288"
"Yes","2015","Thuringia","direct migration background","3","","",""
"Yes","2015","Thuringia","indirect migration background","1","","",""
"No","2015","Schleswig-Holstein","no migration background","658","0.971565595963322","0.959091357768765","0.984039834157879"
"No","2015","Schleswig-Holstein","direct migration background","145","1","1","1"
"No","2015","Schleswig-Holstein","indirect migration background","43","0.90000434026722","0.815137047364335","0.984871633170104"
"No","2015","Hamburg","no migration background","295","0.99149994423075","0.981094281833237","1.00190560662826"
"No","2015","Hamburg","direct migration background","94","0.990501216268267","0.971097988535134","1.0099044440014"
"No","2015","Hamburg","indirect migration background","33","1","1","1"
"No","2015","Lower Saxony","no migration background","1820","0.96352549793248","0.955082738871557","0.971968256993403"
"No","2015","Lower Saxony","direct migration background","421","0.966598208587649","0.949634635718062","0.983561781457237"
"No","2015","Lower Saxony","indirect migration background","100","0.959179880412108","0.921150557952678","0.997209202871538"
"No","2015","Bremen","no migration background","109","0.994951445358329","0.981766720362658","1.008136170354"
"No","2015","Bremen","direct migration background","52","1","1","1"
"No","2015","Bremen","indirect migration background","8","","",""
"No","2015","North Rhine-Westphalia","no migration background","3438","0.966926986204211","0.961046065290167","0.972807907118256"
"No","2015","North Rhine-Westphalia","direct migration background","1125","0.967703020399735","0.957538262719108","0.977867778080362"
"No","2015","North Rhine-Westphalia","indirect migration background","453","0.973912038313343","0.959501536543783","0.988322540082904"
"No","2015","Hesse","no migration background","1162","0.974076631991243","0.96508580288288","0.983067461099606"
"No","2015","Hesse","direct migration background","357","0.969935000830393","0.952511443778329","0.987358557882457"
"No","2015","Hesse","indirect migration background","139","0.954466602990637","0.92017803772987","0.988755168251403"
"No","2015","Rhineland-Palatinate,Saarland","no migration background","1025","0.975107927878657","0.965706826625676","0.984509029131637"
"No","2015","Rhineland-Palatinate,Saarland","direct migration background","319","0.979092583231921","0.963702494711393","0.99448267175245"
"No","2015","Rhineland-Palatinate,Saarland","indirect migration background","109","0.9898551529462","0.971459964492274","1.00825034140013"
"No","2015","Baden-Württemberg","no migration background","1992","0.971486021344791","0.964312704535436","0.978659338154147"
"No","2015","Baden-Württemberg","direct migration background","616","0.984345383111798","0.974682684399052","0.994008081824544"
"No","2015","Baden-Württemberg","indirect migration background","287","0.968198902860936","0.948276427252603","0.988121378469269"
"No","2015","Bavaria","no migration background","2954","0.975104370324963","0.969582115293963","0.980626625355963"
"No","2015","Bavaria","direct migration background","681","0.947225873671279","0.930860504163109","0.96359124317945"
"No","2015","Bavaria","indirect migration background","253","0.932230343773839","0.902024808833783","0.962435878713894"
"No","2015","Berlin","no migration background","719","0.972503458867984","0.960768994037641","0.984237923698326"
"No","2015","Berlin","direct migration background","112","0.968038296720629","0.936301118220693","0.999775475220565"
"No","2015","Berlin","indirect migration background","50","0.962550758564103","0.91094718804467","1.01415432908353"
"No","2015","Brandenburg","no migration background","848","0.964856513525078","0.952690156870007","0.977022870180149"
"No","2015","Brandenburg","direct migration background","96","0.990135788179795","0.97046866681553","1.00980290954406"
"No","2015","Brandenburg","indirect migration background","11","","",""
"No","2015","Mecklenburg-Western Pomerania","no migration background","513","0.982619093673668","0.97150357738619","0.993734609961146"
"No","2015","Mecklenburg-Western Pomerania","direct migration background","17","","",""
"No","2015","Mecklenburg-Western Pomerania","indirect migration background","11","","",""
"No","2015","Saxony","no migration background","1393","0.968983352264232","0.960010529239758","0.977956175288707"
"No","2015","Saxony","direct migration background","63","1","1","1"
"No","2015","Saxony","indirect migration background","28","","",""
"No","2015","Saxony-Anhalt","no migration background","795","0.966619335674528","0.954317175789304","0.978921495559752"
"No","2015","Saxony-Anhalt","direct migration background","45","0.970201486572923","0.921591284180729","1.01881168896512"
"No","2015","Saxony-Anhalt","indirect migration background","20","","",""
"No","2015","Thuringia","no migration background","840","0.944900360706231","0.929764457057971","0.96003626435449"
"No","2015","Thuringia","direct migration background","35","0.978208103931523","0.93178657604851","1.02462963181454"
"No","2015","Thuringia","indirect migration background","13","","",""
"Yes","2016","Schleswig-Holstein","no migration background","31","0.0631485532605363","0.0442005563805549","0.0820965501405177"
"Yes","2016","Schleswig-Holstein","direct migration background","","","",""
"Yes","2016","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2016","Hamburg","no migration background","14","","",""
"Yes","2016","Hamburg","direct migration background","3","","",""
"Yes","2016","Hamburg","indirect migration background","1","","",""
"Yes","2016","Lower Saxony","no migration background","72","0.0353072300420367","0.0267480197019784","0.0438664403820951"
"Yes","2016","Lower Saxony","direct migration background","30","0.0498515907038897","0.030482356304341","0.0692208251034384"
"Yes","2016","Lower Saxony","indirect migration background","9","","",""
"Yes","2016","Bremen","no migration background","3","","",""
"Yes","2016","Bremen","direct migration background","","","",""
"Yes","2016","Bremen","indirect migration background","","","",""
"Yes","2016","North Rhine-Westphalia","no migration background","109","0.0245326262591765","0.0192752947376516","0.0297899577807014"
"Yes","2016","North Rhine-Westphalia","direct migration background","38","0.0329065179927963","0.0230837253424818","0.0427293106431107"
"Yes","2016","North Rhine-Westphalia","indirect migration background","17","","",""
"Yes","2016","Hesse","no migration background","44","0.0456741887224784","0.0333195931501971","0.0580287842947598"
"Yes","2016","Hesse","direct migration background","7","","",""
"Yes","2016","Hesse","indirect migration background","8","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","no migration background","21","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","direct migration background","7","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"Yes","2016","Baden-Württemberg","no migration background","89","0.0428545505021799","0.0337670102526903","0.0519420907516695"
"Yes","2016","Baden-Württemberg","direct migration background","19","","",""
"Yes","2016","Baden-Württemberg","indirect migration background","18","","",""
"Yes","2016","Bavaria","no migration background","95","0.0317967356054655","0.0253035742187087","0.0382898969922222"
"Yes","2016","Bavaria","direct migration background","28","","",""
"Yes","2016","Bavaria","indirect migration background","12","","",""
"Yes","2016","Berlin","no migration background","26","","",""
"Yes","2016","Berlin","direct migration background","6","","",""
"Yes","2016","Berlin","indirect migration background","3","","",""
"Yes","2016","Brandenburg","no migration background","28","","",""
"Yes","2016","Brandenburg","direct migration background","1","","",""
"Yes","2016","Brandenburg","indirect migration background","2","","",""
"Yes","2016","Mecklenburg-Western Pomerania","no migration background","17","","",""
"Yes","2016","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Yes","2016","Mecklenburg-Western Pomerania","indirect migration background","4","","",""
"Yes","2016","Saxony","no migration background","82","0.0492117718687282","0.0377534038701586","0.0606701398672978"
"Yes","2016","Saxony","direct migration background","2","","",""
"Yes","2016","Saxony","indirect migration background","2","","",""
"Yes","2016","Saxony-Anhalt","no migration background","30","0.0329286927910752","0.0202583869100555","0.0455989986720948"
"Yes","2016","Saxony-Anhalt","direct migration background","7","","",""
"Yes","2016","Saxony-Anhalt","indirect migration background","4","","",""
"Yes","2016","Thuringia","no migration background","35","0.04620078863037","0.0318416070848081","0.0605599701759319"
"Yes","2016","Thuringia","direct migration background","5","","",""
"Yes","2016","Thuringia","indirect migration background","1","","",""
"No","2016","Schleswig-Holstein","no migration background","602","0.936851446739464","0.917903449859482","0.955799443619445"
"No","2016","Schleswig-Holstein","direct migration background","142","1","1","1"
"No","2016","Schleswig-Holstein","indirect migration background","45","1","1","1"
"No","2016","Hamburg","no migration background","270","0.945486790652453","0.919082924087873","0.971890657217033"
"No","2016","Hamburg","direct migration background","102","0.958703579403488","0.920645065935119","0.996762092871856"
"No","2016","Hamburg","indirect migration background","35","0.982705694606457","0.940120352656957","1.02529103655596"
"No","2016","Lower Saxony","no migration background","1714","0.964692769957963","0.956133559617905","0.973251980298022"
"No","2016","Lower Saxony","direct migration background","455","0.95014840929611","0.930779174896562","0.969517643695659"
"No","2016","Lower Saxony","indirect migration background","95","0.923981839349689","0.873046193459651","0.974917485239726"
"No","2016","Bremen","no migration background","107","0.989628881656004","0.970696697331035","1.00856106598097"
"No","2016","Bremen","direct migration background","59","1","1","1"
"No","2016","Bremen","indirect migration background","6","","",""
"No","2016","North Rhine-Westphalia","no migration background","3217","0.975467373740824","0.970210042219299","0.980724705262348"
"No","2016","North Rhine-Westphalia","direct migration background","1229","0.967093482007204","0.957270689356889","0.976916274657518"
"No","2016","North Rhine-Westphalia","indirect migration background","433","0.974279686693039","0.959653814121156","0.988905559264921"
"No","2016","Hesse","no migration background","1053","0.954325811277521","0.94197121570524","0.966680406849803"
"No","2016","Hesse","direct migration background","386","0.985188281327068","0.973245261265306","0.99713130138883"
"No","2016","Hesse","indirect migration background","114","0.932105472930717","0.887466099672611","0.976744846188823"
"No","2016","Rhineland-Palatinate,Saarland","no migration background","962","0.971850601138393","0.961510955654649","0.982190246622137"
"No","2016","Rhineland-Palatinate,Saarland","direct migration background","380","0.997462809236484","0.992450734649794","1.00247488382317"
"No","2016","Rhineland-Palatinate,Saarland","indirect migration background","112","0.97302338637961","0.943282697728384","1.00276407503084"
"No","2016","Baden-Württemberg","no migration background","1819","0.95714544949782","0.94805790924833","0.96623298974731"
"No","2016","Baden-Württemberg","direct migration background","659","0.973409990316335","0.961300094929849","0.985519885702821"
"No","2016","Baden-Württemberg","indirect migration background","248","0.918376184252463","0.885473901837125","0.951278466667802"
"No","2016","Bavaria","no migration background","2710","0.968203264394535","0.961710103007778","0.974696425781291"
"No","2016","Bavaria","direct migration background","805","0.976878855026513","0.966672971367451","0.987084738685575"
"No","2016","Bavaria","indirect migration background","244","0.944132198169314","0.915998598405814","0.972265797932814"
"No","2016","Berlin","no migration background","681","0.960683261809978","0.94635751615084","0.975009007469115"
"No","2016","Berlin","direct migration background","146","0.9747139939352","0.949756267700373","0.999671720170026"
"No","2016","Berlin","indirect migration background","49","0.944840582357723","0.882791476913695","1.00688968780175"
"No","2016","Brandenburg","no migration background","797","0.978170660183351","0.968199430191066","0.988141890175636"
"No","2016","Brandenburg","direct migration background","100","0.991092908448091","0.972769234869055","1.00941658202713"
"No","2016","Brandenburg","indirect migration background","18","","",""
"No","2016","Mecklenburg-Western Pomerania","no migration background","476","0.971089606297099","0.956299159714636","0.985880052879562"
"No","2016","Mecklenburg-Western Pomerania","direct migration background","17","","",""
"No","2016","Mecklenburg-Western Pomerania","indirect migration background","8","","",""
"No","2016","Saxony","no migration background","1287","0.950788228131272","0.939329860132702","0.962246596129841"
"No","2016","Saxony","direct migration background","60","0.935632384414694","0.874546821586906","0.996717947242482"
"No","2016","Saxony","indirect migration background","26","","",""
"No","2016","Saxony-Anhalt","no migration background","732","0.967071307208925","0.954401001327905","0.979741613089945"
"No","2016","Saxony-Anhalt","direct migration background","41","0.908418314814791","0.826821213979752","0.99001541564983"
"No","2016","Saxony-Anhalt","indirect migration background","19","","",""
"No","2016","Thuringia","no migration background","786","0.95379921136963","0.939440029824068","0.968158392915192"
"No","2016","Thuringia","direct migration background","63","0.834310095472522","0.745939982969643","0.922680207975401"
"No","2016","Thuringia","indirect migration background","12","","",""
"Yes","2017","Schleswig-Holstein","no migration background","42","0.0561839918004611","0.039769132713705","0.0725988508872172"
"Yes","2017","Schleswig-Holstein","direct migration background","3","","",""
"Yes","2017","Schleswig-Holstein","indirect migration background","2","","",""
"Yes","2017","Hamburg","no migration background","9","","",""
"Yes","2017","Hamburg","direct migration background","1","","",""
"Yes","2017","Hamburg","indirect migration background","2","","",""
"Yes","2017","Lower Saxony","no migration background","87","0.0323576872497948","0.0247950265417364","0.0399203479578532"
"Yes","2017","Lower Saxony","direct migration background","17","","",""
"Yes","2017","Lower Saxony","indirect migration background","10","","",""
"Yes","2017","Bremen","no migration background","10","","",""
"Yes","2017","Bremen","direct migration background","1","","",""
"Yes","2017","Bremen","indirect migration background","","","",""
"Yes","2017","North Rhine-Westphalia","no migration background","129","0.0285716488994384","0.0232781381429734","0.0338651596559033"
"Yes","2017","North Rhine-Westphalia","direct migration background","36","0.0278650556420036","0.0185645082106196","0.0371656030733876"
"Yes","2017","North Rhine-Westphalia","indirect migration background","24","","",""
"Yes","2017","Hesse","no migration background","43","0.0391119818109996","0.0283950182932377","0.0498289453287616"
"Yes","2017","Hesse","direct migration background","16","","",""
"Yes","2017","Hesse","indirect migration background","6","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","no migration background","33","0.0228545366555982","0.0138241563283453","0.031884916982851"
"Yes","2017","Rhineland-Palatinate,Saarland","direct migration background","4","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","indirect migration background","5","","",""
"Yes","2017","Baden-Württemberg","no migration background","76","0.0363737660634644","0.0284061903557176","0.0443413417712112"
"Yes","2017","Baden-Württemberg","direct migration background","22","","",""
"Yes","2017","Baden-Württemberg","indirect migration background","15","","",""
"Yes","2017","Bavaria","no migration background","118","0.0350489420559663","0.0286206304239636","0.041477253687969"
"Yes","2017","Bavaria","direct migration background","21","","",""
"Yes","2017","Bavaria","indirect migration background","15","","",""
"Yes","2017","Berlin","no migration background","14","","",""
"Yes","2017","Berlin","direct migration background","3","","",""
"Yes","2017","Berlin","indirect migration background","2","","",""
"Yes","2017","Brandenburg","no migration background","37","0.0404005437353103","0.0277187349880304","0.0530823524825902"
"Yes","2017","Brandenburg","direct migration background","3","","",""
"Yes","2017","Brandenburg","indirect migration background","","","",""
"Yes","2017","Mecklenburg-Western Pomerania","no migration background","14","","",""
"Yes","2017","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Yes","2017","Mecklenburg-Western Pomerania","indirect migration background","3","","",""
"Yes","2017","Saxony","no migration background","101","0.0490033853796364","0.0383251179724057","0.0596816527868671"
"Yes","2017","Saxony","direct migration background","1","","",""
"Yes","2017","Saxony","indirect migration background","1","","",""
"Yes","2017","Saxony-Anhalt","no migration background","52","0.0623470131471268","0.0461686960239345","0.078525330270319"
"Yes","2017","Saxony-Anhalt","direct migration background","3","","",""
"Yes","2017","Saxony-Anhalt","indirect migration background","1","","",""
"Yes","2017","Thuringia","no migration background","79","0.0607513912722597","0.045145260901391","0.0763575216431283"
"Yes","2017","Thuringia","direct migration background","2","","",""
"Yes","2017","Thuringia","indirect migration background","2","","",""
"No","2017","Schleswig-Holstein","no migration background","714","0.943816008199539","0.927401149112783","0.960230867286295"
"No","2017","Schleswig-Holstein","direct migration background","141","0.990804979501869","0.97521529643846","1.00639466256528"
"No","2017","Schleswig-Holstein","indirect migration background","44","0.979306856956069","0.938168986825392","1.02044472708675"
"No","2017","Hamburg","no migration background","314","0.962568153168613","0.941867540380613","0.983268765956614"
"No","2017","Hamburg","direct migration background","97","0.999783831105366","0.996873216471564","1.00269444573917"
"No","2017","Hamburg","indirect migration background","42","0.953076301589923","0.890590448183218","1.01556215499663"
"No","2017","Lower Saxony","no migration background","2016","0.967642312750205","0.960079652042147","0.975204973458263"
"No","2017","Lower Saxony","direct migration background","441","0.971304378745426","0.956014612666821","0.986594144824031"
"No","2017","Lower Saxony","indirect migration background","124","0.89685647780737","0.845359926521544","0.948353029093197"
"No","2017","Bremen","no migration background","131","0.956845736970432","0.923305096604934","0.990386377335931"
"No","2017","Bremen","direct migration background","63","0.994051413538529","0.975211911613923","1.01289091546313"
"No","2017","Bremen","indirect migration background","12","","",""
"No","2017","North Rhine-Westphalia","no migration background","3676","0.971428351100562","0.966134840344097","0.976721861857027"
"No","2017","North Rhine-Westphalia","direct migration background","1167","0.972134944357996","0.962834396926612","0.98143549178938"
"No","2017","North Rhine-Westphalia","indirect migration background","482","0.955082425180251","0.93703557515186","0.973129275208641"
"No","2017","Hesse","no migration background","1214","0.960888018189","0.950171054671238","0.971604981706762"
"No","2017","Hesse","direct migration background","362","0.952173556629105","0.930660887780358","0.973686225477851"
"No","2017","Hesse","indirect migration background","139","0.95936436207094","0.927227059499368","0.991501664642512"
"No","2017","Rhineland-Palatinate,Saarland","no migration background","1019","0.977145463344402","0.968115083017149","0.986175843671655"
"No","2017","Rhineland-Palatinate,Saarland","direct migration background","361","0.998044841512163","0.993513073498083","1.00257660952624"
"No","2017","Rhineland-Palatinate,Saarland","indirect migration background","101","0.974066295499501","0.943809586002706","1.0043230049963"
"No","2017","Baden-Württemberg","no migration background","2045","0.963626233936536","0.955658658228789","0.971593809644282"
"No","2017","Baden-Württemberg","direct migration background","597","0.981891809223885","0.971387388307834","0.992396230139937"
"No","2017","Baden-Württemberg","indirect migration background","273","0.937853103376628","0.909970778682302","0.965735428070954"
"No","2017","Bavaria","no migration background","3026","0.964951057944034","0.958522746312031","0.971379369576036"
"No","2017","Bavaria","direct migration background","783","0.967511207626551","0.955256164235813","0.979766251017289"
"No","2017","Bavaria","indirect migration background","239","0.955617371305144","0.930290603946281","0.980944138664007"
"No","2017","Berlin","no migration background","764","0.992307485420321","0.986168231584217","0.998446739256426"
"No","2017","Berlin","direct migration background","150","0.955728836312102","0.92313539707207","0.988322275552134"
"No","2017","Berlin","indirect migration background","59","0.973663032653593","0.93347743822534","1.01384862708185"
"No","2017","Brandenburg","no migration background","889","0.95959945626469","0.94691764751741","0.97228126501197"
"No","2017","Brandenburg","direct migration background","95","0.960859169938016","0.922463704326745","0.999254635549288"
"No","2017","Brandenburg","indirect migration background","17","","",""
"No","2017","Mecklenburg-Western Pomerania","no migration background","538","0.983545576318508","0.97293309021189","0.994158062425126"
"No","2017","Mecklenburg-Western Pomerania","direct migration background","16","","",""
"No","2017","Mecklenburg-Western Pomerania","indirect migration background","8","","",""
"No","2017","Saxony","no migration background","1469","0.950996614620364","0.940318347213133","0.961674882027594"
"No","2017","Saxony","direct migration background","65","0.958504112547808","0.910389649654771","1.00661857544084"
"No","2017","Saxony","indirect migration background","26","","",""
"No","2017","Saxony-Anhalt","no migration background","806","0.937652986852873","0.921474669729681","0.953831303976066"
"No","2017","Saxony-Anhalt","direct migration background","44","0.808573563085899","0.696097556436365","0.921049569735434"
"No","2017","Saxony-Anhalt","indirect migration background","19","","",""
"No","2017","Thuringia","no migration background","821","0.93924860872774","0.923642478356872","0.954854739098609"
"No","2017","Thuringia","direct migration background","70","0.986743337403611","0.960325269897179","1.01316140491004"
"No","2017","Thuringia","indirect migration background","16","","",""
"Yes","2018","Schleswig-Holstein","no migration background","39","0.048138866056205","0.0326740802598848","0.0636036518525251"
"Yes","2018","Schleswig-Holstein","direct migration background","4","","",""
"Yes","2018","Schleswig-Holstein","indirect migration background","1","","",""
"Yes","2018","Hamburg","no migration background","7","","",""
"Yes","2018","Hamburg","direct migration background","4","","",""
"Yes","2018","Hamburg","indirect migration background","1","","",""
"Yes","2018","Lower Saxony","no migration background","81","0.0317041770026332","0.0239533112933204","0.039455042711946"
"Yes","2018","Lower Saxony","direct migration background","14","","",""
"Yes","2018","Lower Saxony","indirect migration background","3","","",""
"Yes","2018","Bremen","no migration background","4","","",""
"Yes","2018","Bremen","direct migration background","","","",""
"Yes","2018","Bremen","indirect migration background","","","",""
"Yes","2018","North Rhine-Westphalia","no migration background","101","0.023500419879379","0.0186093576740942","0.0283914820846637"
"Yes","2018","North Rhine-Westphalia","direct migration background","37","0.0289671722282215","0.0195328923789272","0.0384014520775157"
"Yes","2018","North Rhine-Westphalia","indirect migration background","26","","",""
"Yes","2018","Hesse","no migration background","49","0.0461782791372631","0.034387153190615","0.0579694050839111"
"Yes","2018","Hesse","direct migration background","13","","",""
"Yes","2018","Hesse","indirect migration background","9","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","no migration background","35","0.0211314691502146","0.0124156285665589","0.0298473097338703"
"Yes","2018","Rhineland-Palatinate,Saarland","direct migration background","4","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","indirect migration background","5","","",""
"Yes","2018","Baden-Württemberg","no migration background","63","0.028666059429795","0.0213105452519985","0.0360215736075915"
"Yes","2018","Baden-Württemberg","direct migration background","18","","",""
"Yes","2018","Baden-Württemberg","indirect migration background","16","","",""
"Yes","2018","Bavaria","no migration background","109","0.0373675684062137","0.0305671527559735","0.0441679840564539"
"Yes","2018","Bavaria","direct migration background","22","","",""
"Yes","2018","Bavaria","indirect migration background","13","","",""
"Yes","2018","Berlin","no migration background","20","","",""
"Yes","2018","Berlin","direct migration background","6","","",""
"Yes","2018","Berlin","indirect migration background","2","","",""
"Yes","2018","Brandenburg","no migration background","39","0.0392018368017449","0.0266746970979509","0.0517289765055389"
"Yes","2018","Brandenburg","direct migration background","3","","",""
"Yes","2018","Brandenburg","indirect migration background","1","","",""
"Yes","2018","Mecklenburg-Western Pomerania","no migration background","12","","",""
"Yes","2018","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"Yes","2018","Mecklenburg-Western Pomerania","indirect migration background","2","","",""
"Yes","2018","Saxony","no migration background","53","0.0330941536238614","0.0241278780882883","0.0420604291594345"
"Yes","2018","Saxony","direct migration background","","","",""
"Yes","2018","Saxony","indirect migration background","2","","",""
"Yes","2018","Saxony-Anhalt","no migration background","40","0.0382906406718449","0.0253596693875301","0.0512216119561597"
"Yes","2018","Saxony-Anhalt","direct migration background","2","","",""
"Yes","2018","Saxony-Anhalt","indirect migration background","2","","",""
"Yes","2018","Thuringia","no migration background","38","0.0479076282672791","0.0335669341695842","0.062248322364974"
"Yes","2018","Thuringia","direct migration background","","","",""
"Yes","2018","Thuringia","indirect migration background","","","",""
"No","2018","Schleswig-Holstein","no migration background","697","0.951861133943795","0.936396348147475","0.967325919740115"
"No","2018","Schleswig-Holstein","direct migration background","137","0.976985267694864","0.952234680544213","1.00173585484551"
"No","2018","Schleswig-Holstein","indirect migration background","48","0.999429611631406","0.992744456528972","1.00611476673384"
"No","2018","Hamburg","no migration background","317","0.983181486741356","0.969179610556219","0.997183362926493"
"No","2018","Hamburg","direct migration background","107","0.965579781419905","0.931665119255716","0.999494443584094"
"No","2018","Hamburg","indirect migration background","50","0.94191348734612","0.877717754280242","1.006109220412"
"No","2018","Lower Saxony","no migration background","1882","0.968295822997367","0.960544957288054","0.97604668870668"
"No","2018","Lower Saxony","direct migration background","423","0.962788830761563","0.945042459925129","0.980535201597996"
"No","2018","Lower Saxony","indirect migration background","137","0.990501498287943","0.974434335485109","1.00656866109078"
"No","2018","Bremen","no migration background","143","0.992420008078887","0.978399248227271","1.0064407679305"
"No","2018","Bremen","direct migration background","68","1","1","1"
"No","2018","Bremen","indirect migration background","12","","",""
"No","2018","North Rhine-Westphalia","no migration background","3584","0.976499580120621","0.971608517915336","0.981390642325906"
"No","2018","North Rhine-Westphalia","direct migration background","1177","0.971032827771778","0.961598547922484","0.980467107621073"
"No","2018","North Rhine-Westphalia","indirect migration background","496","0.950415031582078","0.931792251777748","0.969037811386407"
"No","2018","Hesse","no migration background","1168","0.953821720862737","0.942030594916089","0.965612846809385"
"No","2018","Hesse","direct migration background","329","0.986314652666341","0.974001459499584","0.998627845833098"
"No","2018","Hesse","indirect migration background","131","0.899417801725732","0.849595317964575","0.949240285486889"
"No","2018","Rhineland-Palatinate,Saarland","no migration background","1011","0.978868530849785","0.97015269026613","0.987584371433441"
"No","2018","Rhineland-Palatinate,Saarland","direct migration background","330","0.998710439425254","0.994861726432716","1.00255915241779"
"No","2018","Rhineland-Palatinate,Saarland","indirect migration background","90","0.897385049220258","0.836363809890919","0.958406288549598"
"No","2018","Baden-Württemberg","no migration background","1914","0.971333940570205","0.963978426392408","0.978689454748001"
"No","2018","Baden-Württemberg","direct migration background","544","0.984935003601238","0.974864104719659","0.995005902482818"
"No","2018","Baden-Württemberg","indirect migration background","237","0.934821806292984","0.904405714653641","0.965237897932328"
"No","2018","Bavaria","no migration background","2879","0.962632431593786","0.955832015943546","0.969432847244027"
"No","2018","Bavaria","direct migration background","714","0.978463200423189","0.967975699418672","0.988950701427705"
"No","2018","Bavaria","indirect migration background","254","0.94967261203118","0.923449658073806","0.975895565988554"
"No","2018","Berlin","no migration background","765","0.971507095585682","0.959868391894165","0.9831457992772"
"No","2018","Berlin","direct migration background","146","0.957759596334699","0.925784005128742","0.989735187540655"
"No","2018","Berlin","indirect migration background","60","0.971432277777557","0.929965879157125","1.01289867639799"
"No","2018","Brandenburg","no migration background","883","0.960798163198255","0.948271023494461","0.973325302902049"
"No","2018","Brandenburg","direct migration background","90","0.966118627085477","0.929347889237268","1.00288936493368"
"No","2018","Brandenburg","indirect migration background","19","","",""
