"ple0160","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","2002","no degree/no degree yet","1-pers.-HH","30","0.950747584059331","0.874572379597251","1.02692278852141"
"No","2002","no degree/no degree yet","(Married) couple without C. ","92","0.966248478071465","0.929741552862264","1.00275540328067"
"No","2002","no degree/no degree yet","Single parent ","65","1","1","1"
"No","2002","no degree/no degree yet","Couple + C. LE 16 ","42","0.974853284103192","0.928590472858625","1.02111609534776"
"No","2002","no degree/no degree yet","Couple + C. GT 16 ","253","0.968015367036432","0.946709007225169","0.989321726847695"
"No","2002","no degree/no degree yet","Couple + C. LE and GT 16","214","0.95914885645446","0.933110311045435","0.985187401863486"
"Yes","2003","lower secondary degree","1-pers.-HH","18","","",""
"Yes","2003","lower secondary degree","(Married) couple without C. ","74","0.022416085537181","0.0171599231400766","0.0276722479342853"
"Yes","2003","lower secondary degree","Single parent ","16","","",""
"Yes","2003","lower secondary degree","Couple + C. LE 16 ","64","0.0474823730306454","0.0346918427231969","0.060272903338094"
"Yes","2003","lower secondary degree","Couple + C. GT 16 ","45","0.0400764138338128","0.0280865488841956","0.05206627878343"
"Yes","2003","lower secondary degree","Couple + C. LE and GT 16","31","0.0642566655336238","0.040944045268629","0.0875692857986186"
"Yes","2003","secondary school degree","1-pers.-HH","33","0.0510109882560447","0.0343634779846323","0.0676584985274571"
"Yes","2003","secondary school degree","(Married) couple without C. ","111","0.0648270888171101","0.0526088105842868","0.0770453670499335"
"Yes","2003","secondary school degree","Single parent ","32","0.0969096839971549","0.0657830230566515","0.128036344937658"
"Yes","2003","secondary school degree","Couple + C. LE 16 ","117","0.0890873761096884","0.0740629567850463","0.104111795434331"
"Yes","2003","secondary school degree","Couple + C. GT 16 ","94","0.10191286313899","0.0837431936854882","0.120082532592492"
"Yes","2003","secondary school degree","Couple + C. LE and GT 16","55","0.0983138666413704","0.0722684495616971","0.124359283721044"
"Yes","2003","college entrance qualification","1-pers.-HH","31","0.0457482226147507","0.0281743781717692","0.0633220670577321"
"Yes","2003","college entrance qualification","(Married) couple without C. ","84","0.070073104796856","0.0549603756641629","0.0851858339295491"
"Yes","2003","college entrance qualification","Single parent ","12","","",""
"Yes","2003","college entrance qualification","Couple + C. LE 16 ","78","0.0987022486671832","0.078871647957594","0.118532849376773"
"Yes","2003","college entrance qualification","Couple + C. GT 16 ","48","0.0558599417502475","0.0381643780383093","0.0735555054621856"
"Yes","2003","college entrance qualification","Couple + C. LE and GT 16","26","","",""
"Yes","2003","Other degree","1-pers.-HH","2","","",""
"Yes","2003","Other degree","(Married) couple without C. ","10","","",""
"Yes","2003","Other degree","Single parent ","5","","",""
"Yes","2003","Other degree","Couple + C. LE 16 ","13","","",""
"Yes","2003","Other degree","Couple + C. GT 16 ","3","","",""
"Yes","2003","Other degree","Couple + C. LE and GT 16","4","","",""
"Yes","2003","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2003","no degree/no degree yet","(Married) couple without C. ","2","","",""
"Yes","2003","no degree/no degree yet","Single parent ","8","","",""
"Yes","2003","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"Yes","2003","no degree/no degree yet","Couple + C. GT 16 ","12","","",""
"Yes","2003","no degree/no degree yet","Couple + C. LE and GT 16","18","","",""
"No","2003","lower secondary degree","1-pers.-HH","1204","0.986442801682222","0.979958944852709","0.992926658511735"
"No","2003","lower secondary degree","(Married) couple without C. ","2973","0.977583914462819","0.972327752065715","0.982840076859923"
"No","2003","lower secondary degree","Single parent ","345","0.951900419760469","0.929827443693107","0.973973395827831"
"No","2003","lower secondary degree","Couple + C. LE 16 ","998","0.952517626969355","0.939727096661906","0.965308157276803"
"No","2003","lower secondary degree","Couple + C. GT 16 ","983","0.959923586166187","0.94793372121657","0.971913451115804"
"No","2003","lower secondary degree","Couple + C. LE and GT 16","394","0.935743334466376","0.912430714201381","0.959055954731371"
"No","2003","secondary school degree","1-pers.-HH","638","0.948989011743955","0.932341501472543","0.965636522015368"
"No","2003","secondary school degree","(Married) couple without C. ","1449","0.93517291118289","0.922954632950067","0.947391189415713"
"No","2003","secondary school degree","Single parent ","315","0.903090316002845","0.871963655062342","0.934216976943349"
"No","2003","secondary school degree","Couple + C. LE 16 ","1264","0.910912623890312","0.895888204565669","0.925937043214954"
"No","2003","secondary school degree","Couple + C. GT 16 ","971","0.89808713686101","0.879917467407508","0.916256806314512"
"No","2003","secondary school degree","Couple + C. LE and GT 16","447","0.90168613335863","0.875640716278956","0.927731550438303"
"No","2003","college entrance qualification","1-pers.-HH","512","0.954251777385249","0.936677932942268","0.971825621828231"
"No","2003","college entrance qualification","(Married) couple without C. ","1012","0.929926895203144","0.914814166070451","0.945039624335837"
"No","2003","college entrance qualification","Single parent ","121","0.884045944335495","0.829632945669635","0.938458943001355"
"No","2003","college entrance qualification","Couple + C. LE 16 ","791","0.901297751332817","0.881467150623227","0.921128352042406"
"No","2003","college entrance qualification","Couple + C. GT 16 ","599","0.944140058249753","0.926444494537814","0.961835621961691"
"No","2003","college entrance qualification","Couple + C. LE and GT 16","213","0.878936729404641","0.837581146320477","0.920292312488806"
"No","2003","Other degree","1-pers.-HH","88","0.979958938958228","0.951006101573204","1.00891177634325"
"No","2003","Other degree","(Married) couple without C. ","322","0.95681197320994","0.934945737221409","0.978678209198472"
"No","2003","Other degree","Single parent ","61","0.902290390574293","0.830656600814153","0.973924180334434"
"No","2003","Other degree","Couple + C. LE 16 ","253","0.957256250839997","0.932947777499126","0.981564724180869"
"No","2003","Other degree","Couple + C. GT 16 ","218","0.996632317980871","0.988994224377897","1.00427041158384"
"No","2003","Other degree","Couple + C. LE and GT 16","119","0.97027788116655","0.94026667267261","1.00028908966049"
"No","2003","no degree/no degree yet","1-pers.-HH","34","1","1","1"
"No","2003","no degree/no degree yet","(Married) couple without C. ","84","0.957074901245782","0.914237069520943","0.999912732970621"
"No","2003","no degree/no degree yet","Single parent ","68","0.929227675178695","0.871573057856658","0.986882292500731"
