"ple0160","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","1999","lower secondary degree","1-pers.-HH","14","","",""
"Yes","1999","lower secondary degree","(Married) couple without C. ","49","0.0181289830034185","0.0124199928978416","0.0238379731089954"
"Yes","1999","lower secondary degree","Single parent ","10","","",""
"Yes","1999","lower secondary degree","Couple + C. LE 16 ","48","0.0457795984033076","0.0323612064673843","0.0591979903392308"
"Yes","1999","lower secondary degree","Couple + C. GT 16 ","34","0.0336641581671861","0.0215815933944319","0.0457467229399403"
"Yes","1999","lower secondary degree","Couple + C. LE and GT 16","11","","",""
"Yes","1999","secondary school degree","1-pers.-HH","21","","",""
"Yes","1999","secondary school degree","(Married) couple without C. ","55","0.0521372286615673","0.0380528132290716","0.066221644094063"
"Yes","1999","secondary school degree","Single parent ","16","","",""
"Yes","1999","secondary school degree","Couple + C. LE 16 ","90","0.085465212093976","0.0691790152329836","0.101751408954968"
"Yes","1999","secondary school degree","Couple + C. GT 16 ","43","0.072891800193361","0.0532807544031382","0.0925028459835839"
"Yes","1999","secondary school degree","Couple + C. LE and GT 16","27","","",""
"Yes","1999","college entrance qualification","1-pers.-HH","33","0.0798409925347776","0.0499562888382636","0.109725696231292"
"Yes","1999","college entrance qualification","(Married) couple without C. ","53","0.0653785495369201","0.0465055514233912","0.0842515476504491"
"Yes","1999","college entrance qualification","Single parent ","8","","",""
"Yes","1999","college entrance qualification","Couple + C. LE 16 ","47","0.0770467614619007","0.0548412770386724","0.0992522458851289"
"Yes","1999","college entrance qualification","Couple + C. GT 16 ","25","","",""
"Yes","1999","college entrance qualification","Couple + C. LE and GT 16","15","","",""
"Yes","1999","Other degree","1-pers.-HH","1","","",""
"Yes","1999","Other degree","(Married) couple without C. ","8","","",""
"Yes","1999","Other degree","Single parent ","","","",""
"Yes","1999","Other degree","Couple + C. LE 16 ","6","","",""
"Yes","1999","Other degree","Couple + C. GT 16 ","5","","",""
"Yes","1999","Other degree","Couple + C. LE and GT 16","1","","",""
"Yes","1999","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","1999","no degree/no degree yet","(Married) couple without C. ","2","","",""
"Yes","1999","no degree/no degree yet","Single parent ","2","","",""
"Yes","1999","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"Yes","1999","no degree/no degree yet","Couple + C. GT 16 ","7","","",""
"Yes","1999","no degree/no degree yet","Couple + C. LE and GT 16","3","","",""
"No","1999","lower secondary degree","1-pers.-HH","812","0.980899595887153","0.971565083785319","0.990234107988987"
"No","1999","lower secondary degree","(Married) couple without C. ","2049","0.981871016996581","0.976162026891005","0.987580007102158"
"No","1999","lower secondary degree","Single parent ","266","0.969510865642925","0.949227387079655","0.989794344206194"
"No","1999","lower secondary degree","Couple + C. LE 16 ","884","0.954220401596693","0.940802009660769","0.967638793532616"
"No","1999","lower secondary degree","Couple + C. GT 16 ","822","0.966335841832814","0.95425327706006","0.978418406605568"
"No","1999","lower secondary degree","Couple + C. LE and GT 16","296","0.966892445431442","0.946878554046433","0.986906336816451"
"No","1999","secondary school degree","1-pers.-HH","401","0.952258644723341","0.931915565084025","0.972601724362658"
"No","1999","secondary school degree","(Married) couple without C. ","902","0.947862771338433","0.933778355905937","0.961947186770928"
"No","1999","secondary school degree","Single parent ","206","0.927163916358541","0.892979894507619","0.961347938209462"
"No","1999","secondary school degree","Couple + C. LE 16 ","1042","0.914534787906024","0.898248591045032","0.930820984767016"
"No","1999","secondary school degree","Couple + C. GT 16 ","632","0.927108199806639","0.907497154016416","0.946719245596862"
"No","1999","secondary school degree","Couple + C. LE and GT 16","349","0.929674836144477","0.903829922650186","0.955519749638768"
"No","1999","college entrance qualification","1-pers.-HH","283","0.920159007465222","0.890274303768708","0.950043711161736"
"No","1999","college entrance qualification","(Married) couple without C. ","606","0.93462145046308","0.915748452349551","0.953494448576609"
"No","1999","college entrance qualification","Single parent ","86","0.906649148892334","0.847837557085412","0.965460740699257"
"No","1999","college entrance qualification","Couple + C. LE 16 ","507","0.922953238538099","0.900747754114871","0.945158722961328"
"No","1999","college entrance qualification","Couple + C. GT 16 ","359","0.94122804652089","0.917703840632621","0.964752252409159"
"No","1999","college entrance qualification","Couple + C. LE and GT 16","135","0.887292620306559","0.836685447866948","0.937899792746169"
"No","1999","Other degree","1-pers.-HH","64","0.970172482427018","0.928817823438099","1.01152714141594"
"No","1999","Other degree","(Married) couple without C. ","219","0.967792043207722","0.944824857951673","0.990759228463772"
"No","1999","Other degree","Single parent ","33","1","1","1"
"No","1999","Other degree","Couple + C. LE 16 ","225","0.97678211798701","0.95736198269198","0.99620225328204"
"No","1999","Other degree","Couple + C. GT 16 ","212","0.981492962483984","0.963560898833366","0.999425026134601"
"No","1999","Other degree","Couple + C. LE and GT 16","106","0.994905411057046","0.98141573026677","1.00839509184732"
"No","1999","no degree/no degree yet","1-pers.-HH","27","","",""
"No","1999","no degree/no degree yet","(Married) couple without C. ","113","0.983726332255722","0.960601476012124","1.00685118849932"
"No","1999","no degree/no degree yet","Single parent ","58","0.982857157734899","0.950012927881448","1.01570138758835"
"No","1999","no degree/no degree yet","Couple + C. LE 16 ","64","0.927687173041775","0.866574399879982","0.988799946203569"
"No","1999","no degree/no degree yet","Couple + C. GT 16 ","270","0.982331212940125","0.966816614236858","0.997845811643393"
"No","1999","no degree/no degree yet","Couple + C. LE and GT 16","177","0.987197957494737","0.970774915820035","1.00362099916944"
"Yes","2000","lower secondary degree","1-pers.-HH","39","0.0236039479481199","0.0160291603495021","0.0311787355467376"
"Yes","2000","lower secondary degree","(Married) couple without C. ","97","0.0251576216189764","0.0202923337046951","0.0300229095332577"
"Yes","2000","lower secondary degree","Single parent ","12","","",""
"Yes","2000","lower secondary degree","Couple + C. LE 16 ","87","0.0526622729379066","0.0417144925848198","0.0636100532909934"
"Yes","2000","lower secondary degree","Couple + C. GT 16 ","44","0.0351499834618201","0.0254301589321085","0.0448698079915316"
"Yes","2000","lower secondary degree","Couple + C. LE and GT 16","34","0.0624457603068437","0.0419808131270538","0.0829107074866337"
"Yes","2000","secondary school degree","1-pers.-HH","58","0.0584906969142617","0.0427517793201783","0.074229614508345"
"Yes","2000","secondary school degree","(Married) couple without C. ","132","0.0738571328187072","0.0616140059985192","0.0861002596388953"
"Yes","2000","secondary school degree","Single parent ","34","0.0841140422407692","0.0560591166657927","0.112168967815746"
"Yes","2000","secondary school degree","Couple + C. LE 16 ","176","0.0926218108640609","0.0797678606612258","0.105475761066896"
"Yes","2000","secondary school degree","Couple + C. GT 16 ","105","0.080810496579121","0.065454011511725","0.0961669816465171"
"Yes","2000","secondary school degree","Couple + C. LE and GT 16","55","0.0786850403930826","0.0583431782654854","0.0990269025206798"
"Yes","2000","college entrance qualification","1-pers.-HH","87","0.106009433981016","0.0844877849994843","0.127531082962548"
"Yes","2000","college entrance qualification","(Married) couple without C. ","123","0.0901269278384982","0.0748963669949881","0.105357488682008"
"Yes","2000","college entrance qualification","Single parent ","14","","",""
"Yes","2000","college entrance qualification","Couple + C. LE 16 ","104","0.09304147841056","0.0763963490650492","0.109686607756071"
"Yes","2000","college entrance qualification","Couple + C. GT 16 ","76","0.0965112583316615","0.0756270583791566","0.117395458284166"
"Yes","2000","college entrance qualification","Couple + C. LE and GT 16","31","0.0742048772119796","0.0452142950432576","0.103195459380702"
"Yes","2000","Other degree","1-pers.-HH","10","","",""
"Yes","2000","Other degree","(Married) couple without C. ","17","","",""
"Yes","2000","Other degree","Single parent ","2","","",""
"Yes","2000","Other degree","Couple + C. LE 16 ","20","","",""
"Yes","2000","Other degree","Couple + C. GT 16 ","11","","",""
"Yes","2000","Other degree","Couple + C. LE and GT 16","5","","",""
"Yes","2000","no degree/no degree yet","1-pers.-HH","2","","",""
"Yes","2000","no degree/no degree yet","(Married) couple without C. ","3","","",""
"Yes","2000","no degree/no degree yet","Single parent ","1","","",""
"Yes","2000","no degree/no degree yet","Couple + C. LE 16 ","3","","",""
"Yes","2000","no degree/no degree yet","Couple + C. GT 16 ","13","","",""
"Yes","2000","no degree/no degree yet","Couple + C. LE and GT 16","6","","",""
"No","2000","lower secondary degree","1-pers.-HH","1504","0.97639605205188","0.968821264453262","0.983970839650498"
"No","2000","lower secondary degree","(Married) couple without C. ","3883","0.974842378381024","0.969977090466742","0.979707666295305"
"No","2000","lower secondary degree","Single parent ","450","0.980461307319916","0.967840414343787","0.993082200296045"
"No","2000","lower secondary degree","Couple + C. LE 16 ","1512","0.947337727062093","0.936389946709007","0.95828550741518"
"No","2000","lower secondary degree","Couple + C. GT 16 ","1335","0.96485001653818","0.955130192008468","0.974569841067891"
"No","2000","lower secondary degree","Couple + C. LE and GT 16","503","0.937554239693156","0.917089292513366","0.958019186872946"
"No","2000","secondary school degree","1-pers.-HH","796","0.941509303085738","0.925770385491655","0.957248220679822"
"No","2000","secondary school degree","(Married) couple without C. ","1621","0.926142867181293","0.913899740361105","0.938385994001481"
"No","2000","secondary school degree","Single parent ","342","0.915885957759231","0.887831032184254","0.943940883334207"
"No","2000","secondary school degree","Couple + C. LE 16 ","1778","0.907378189135939","0.894524238933104","0.920232139338774"
"No","2000","secondary school degree","Couple + C. GT 16 ","1105","0.919189503420879","0.903833018353483","0.934545988488275"
"No","2000","secondary school degree","Couple + C. LE and GT 16","618","0.921314959606917","0.90097309747932","0.941656821734515"
"No","2000","college entrance qualification","1-pers.-HH","699","0.893990566018984","0.872468917037452","0.915512215000516"
"No","2000","college entrance qualification","(Married) couple without C. ","1235","0.909873072161502","0.894642511317992","0.925103633005012"
"No","2000","college entrance qualification","Single parent ","196","0.939723514434491","0.907534146269985","0.971912882598998"
"No","2000","college entrance qualification","Couple + C. LE 16 ","1066","0.90695852158944","0.890313392243929","0.923603650934951"
"No","2000","college entrance qualification","Couple + C. GT 16 ","692","0.903488741668339","0.882604541715834","0.924372941620843"
"No","2000","college entrance qualification","Couple + C. LE and GT 16","283","0.92579512278802","0.896804540619298","0.954785704956742"
"No","2000","Other degree","1-pers.-HH","121","0.92762133804739","0.883249942991547","0.971992733103233"
"No","2000","Other degree","(Married) couple without C. ","337","0.952930221460504","0.930868058520633","0.974992384400374"
"No","2000","Other degree","Single parent ","69","0.98291264751561","0.952767753070364","1.01305754196086"
"No","2000","Other degree","Couple + C. LE 16 ","419","0.943164216409944","0.921506113422175","0.964822319397712"
"No","2000","Other degree","Couple + C. GT 16 ","275","0.957905597145154","0.934633334670198","0.98117785962011"
"No","2000","Other degree","Couple + C. LE and GT 16","170","0.964682068706227","0.937334495196959","0.992029642215495"
"No","2000","no degree/no degree yet","1-pers.-HH","45","0.965403726685724","0.913155890722783","1.01765156264867"
"No","2000","no degree/no degree yet","(Married) couple without C. ","111","0.981772115216119","0.957215463586648","1.00632876684559"
"No","2000","no degree/no degree yet","Single parent ","83","0.983824489676638","0.956847327792475","1.0108016515608"
"No","2000","no degree/no degree yet","Couple + C. LE 16 ","75","0.960252267466335","0.916896224328639","1.00360831060403"
"No","2000","no degree/no degree yet","Couple + C. GT 16 ","291","0.968003995165116","0.948220740073754","0.987787250256479"
"No","2000","no degree/no degree yet","Couple + C. LE and GT 16","226","0.97178270413229","0.950474523135745","0.993090885128835"
"Yes","2001","lower secondary degree","1-pers.-HH","40","0.0259918008505048","0.0175970455843718","0.0343865561166378"
"Yes","2001","lower secondary degree","(Married) couple without C. ","83","0.0272116905938285","0.0217990683537414","0.0326243128339155"
"Yes","2001","lower secondary degree","Single parent ","20","","",""
"Yes","2001","lower secondary degree","Couple + C. LE 16 ","85","0.0661409526602476","0.0532507461353559","0.0790311591851393"
"Yes","2001","lower secondary degree","Couple + C. GT 16 ","40","0.0325796902645989","0.0225889247418484","0.0425704557873495"
"Yes","2001","lower secondary degree","Couple + C. LE and GT 16","30","0.0616376587105817","0.0401453086884058","0.0831300087327575"
"Yes","2001","secondary school degree","1-pers.-HH","54","0.054733856810709","0.0387711746251026","0.0706965389963154"
"Yes","2001","secondary school degree","(Married) couple without C. ","121","0.065926524689393","0.0539997620141128","0.0778532873646732"
"Yes","2001","secondary school degree","Single parent ","27","","",""
"Yes","2001","secondary school degree","Couple + C. LE 16 ","167","0.0948919036916132","0.0812735402103205","0.108510267172906"
"Yes","2001","secondary school degree","Couple + C. GT 16 ","95","0.0738409722308754","0.0584009195050669","0.0892810249566839"
"Yes","2001","secondary school degree","Couple + C. LE and GT 16","44","0.077457189677681","0.0562090734370519","0.09870530591831"
"Yes","2001","college entrance qualification","1-pers.-HH","74","0.0933255280092309","0.071958997066633","0.114692058951829"
"Yes","2001","college entrance qualification","(Married) couple without C. ","106","0.0830316478093446","0.0680321949740136","0.0980311006446755"
"Yes","2001","college entrance qualification","Single parent ","16","","",""
"Yes","2001","college entrance qualification","Couple + C. LE 16 ","92","0.0900275984360212","0.0732199312998979","0.106835265572145"
"Yes","2001","college entrance qualification","Couple + C. GT 16 ","89","0.114839012714998","0.0918830852207316","0.137794940209264"
"Yes","2001","college entrance qualification","Couple + C. LE and GT 16","31","0.13091758998318","0.0898378496298474","0.171997330336513"
"Yes","2001","Other degree","1-pers.-HH","4","","",""
"Yes","2001","Other degree","(Married) couple without C. ","21","","",""
"Yes","2001","Other degree","Single parent ","","","",""
"Yes","2001","Other degree","Couple + C. LE 16 ","17","","",""
"Yes","2001","Other degree","Couple + C. GT 16 ","6","","",""
"Yes","2001","Other degree","Couple + C. LE and GT 16","6","","",""
"Yes","2001","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2001","no degree/no degree yet","(Married) couple without C. ","2","","",""
"Yes","2001","no degree/no degree yet","Single parent ","2","","",""
"Yes","2001","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"Yes","2001","no degree/no degree yet","Couple + C. GT 16 ","12","","",""
"Yes","2001","no degree/no degree yet","Couple + C. LE and GT 16","11","","",""
"No","2001","lower secondary degree","1-pers.-HH","1340","0.974008199149495","0.965613443883362","0.982402954415628"
"No","2001","lower secondary degree","(Married) couple without C. ","3388","0.972788309406172","0.967375687166084","0.978200931646259"
"No","2001","lower secondary degree","Single parent ","386","0.949403587787492","0.928084414012258","0.970722761562727"
"No","2001","lower secondary degree","Couple + C. LE 16 ","1343","0.933859047339752","0.920968840814861","0.946749253864644"
"No","2001","lower secondary degree","Couple + C. GT 16 ","1173","0.967420309735401","0.95742954421265","0.977411075258152"
"No","2001","lower secondary degree","Couple + C. LE and GT 16","451","0.938362341289418","0.916869991267243","0.959854691311594"
"No","2001","secondary school degree","1-pers.-HH","726","0.945266143189291","0.929303461003685","0.961228825374897"
"No","2001","secondary school degree","(Married) couple without C. ","1542","0.934073475310607","0.922146712635327","0.946000237985887"
"No","2001","secondary school degree","Single parent ","326","0.92139226166925","0.893317526441256","0.949466996897245"
"No","2001","secondary school degree","Couple + C. LE 16 ","1612","0.905108096308387","0.891489732827094","0.918726459789679"
"No","2001","secondary school degree","Couple + C. GT 16 ","1007","0.926159027769125","0.910718975043316","0.941599080494933"
"No","2001","secondary school degree","Couple + C. LE and GT 16","564","0.922542810322319","0.90129469408169","0.943790926562948"
"No","2001","college entrance qualification","1-pers.-HH","638","0.906674471990769","0.885307941048171","0.928041002933367"
"No","2001","college entrance qualification","(Married) couple without C. ","1194","0.916968352190655","0.901968899355324","0.931967805025986"
"No","2001","college entrance qualification","Single parent ","173","0.936241876420787","0.901409830541418","0.971073922300156"
"No","2001","college entrance qualification","Couple + C. LE 16 ","1022","0.909972401563979","0.893164734427856","0.926780068700102"
"No","2001","college entrance qualification","Couple + C. GT 16 ","652","0.885160987285002","0.862205059790736","0.908116914779268"
"No","2001","college entrance qualification","Couple + C. LE and GT 16","228","0.86908241001682","0.828002669663487","0.910162150370153"
"No","2001","Other degree","1-pers.-HH","94","0.96093837505332","0.922580196651346","0.999296553455294"
"No","2001","Other degree","(Married) couple without C. ","333","0.932415322920635","0.906265106798761","0.958565539042509"
"No","2001","Other degree","Single parent ","71","1","1","1"
"No","2001","Other degree","Couple + C. LE 16 ","359","0.944712370269851","0.92161205243514","0.967812688104562"
"No","2001","Other degree","Couple + C. GT 16 ","238","0.966917798267495","0.944476645722768","0.989358950812222"
"No","2001","Other degree","Couple + C. LE and GT 16","139","0.953272330173583","0.918919727537932","0.987624932809235"
"No","2001","no degree/no degree yet","1-pers.-HH","34","1","1","1"
"No","2001","no degree/no degree yet","(Married) couple without C. ","97","0.967949863135805","0.933254465490912","1.0026452607807"
"No","2001","no degree/no degree yet","Single parent ","86","0.979640350251046","0.950133337888559","1.00914736261353"
"No","2001","no degree/no degree yet","Couple + C. LE 16 ","50","0.970845640593485","0.925118582302289","1.01657269888468"
"No","2001","no degree/no degree yet","Couple + C. GT 16 ","296","0.973535019588042","0.955608981683216","0.991461057492869"
"No","2001","no degree/no degree yet","Couple + C. LE and GT 16","222","0.954155028211942","0.927300009639887","0.981010046783996"
"Yes","2002","lower secondary degree","1-pers.-HH","20","","",""
"Yes","2002","lower secondary degree","(Married) couple without C. ","65","0.021667990099368","0.0165681213038161","0.0267678588949198"
"Yes","2002","lower secondary degree","Single parent ","14","","",""
"Yes","2002","lower secondary degree","Couple + C. LE 16 ","77","0.0566220515356908","0.0434463116244557","0.0697977914469259"
"Yes","2002","lower secondary degree","Couple + C. GT 16 ","28","","",""
"Yes","2002","lower secondary degree","Couple + C. LE and GT 16","20","","",""
"Yes","2002","secondary school degree","1-pers.-HH","39","0.0585293794522303","0.0409760271932846","0.0760827317111759"
"Yes","2002","secondary school degree","(Married) couple without C. ","84","0.0557955449826751","0.0444056799870021","0.0671854099783482"
"Yes","2002","secondary school degree","Single parent ","30","0.0813775014821993","0.0530156422165056","0.109739360747893"
"Yes","2002","secondary school degree","Couple + C. LE 16 ","95","0.0548503983391833","0.0432738561970936","0.0664269404812729"
"Yes","2002","secondary school degree","Couple + C. GT 16 ","72","0.0578488031753448","0.0438079556281555","0.0718896507225342"
"Yes","2002","secondary school degree","Couple + C. LE and GT 16","33","0.0706846166519646","0.0492063888392026","0.0921628444647267"
"Yes","2002","college entrance qualification","1-pers.-HH","34","0.0594297471959756","0.0397776792823124","0.0790818151096388"
"Yes","2002","college entrance qualification","(Married) couple without C. ","51","0.0511452129623933","0.0378395573785504","0.0644508685462363"
"Yes","2002","college entrance qualification","Single parent ","10","","",""
"Yes","2002","college entrance qualification","Couple + C. LE 16 ","66","0.0692594758849323","0.0529329362838929","0.0855860154859717"
"Yes","2002","college entrance qualification","Couple + C. GT 16 ","67","0.102987765487132","0.0798345615426572","0.126140969431606"
"Yes","2002","college entrance qualification","Couple + C. LE and GT 16","18","","",""
"Yes","2002","Other degree","1-pers.-HH","4","","",""
"Yes","2002","Other degree","(Married) couple without C. ","17","","",""
"Yes","2002","Other degree","Single parent ","1","","",""
"Yes","2002","Other degree","Couple + C. LE 16 ","12","","",""
"Yes","2002","Other degree","Couple + C. GT 16 ","4","","",""
"Yes","2002","Other degree","Couple + C. LE and GT 16","4","","",""
"Yes","2002","no degree/no degree yet","1-pers.-HH","1","","",""
"Yes","2002","no degree/no degree yet","(Married) couple without C. ","2","","",""
"Yes","2002","no degree/no degree yet","Single parent ","","","",""
"Yes","2002","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"Yes","2002","no degree/no degree yet","Couple + C. GT 16 ","9","","",""
"Yes","2002","no degree/no degree yet","Couple + C. LE and GT 16","8","","",""
"No","2002","lower secondary degree","1-pers.-HH","1234","0.986415705605044","0.980008806948375","0.992822604261712"
"No","2002","lower secondary degree","(Married) couple without C. ","3066","0.978332009900632","0.97323214110508","0.983431878696184"
"No","2002","lower secondary degree","Single parent ","355","0.952632209310159","0.930958207610482","0.974306211009836"
"No","2002","lower secondary degree","Couple + C. LE 16 ","1105","0.943377948464309","0.930202208553074","0.956553688375544"
"No","2002","lower secondary degree","Couple + C. GT 16 ","1041","0.974436271240121","0.964975031234478","0.983897511245764"
"No","2002","lower secondary degree","Couple + C. LE and GT 16","415","0.952334083567441","0.932312330534956","0.972355836599927"
"No","2002","secondary school degree","1-pers.-HH","648","0.94147062054777","0.923917268288824","0.959023972806715"
"No","2002","secondary school degree","(Married) couple without C. ","1476","0.944204455017325","0.932814590021652","0.955594320012998"
"No","2002","secondary school degree","Single parent ","327","0.918622498517801","0.890260639252107","0.946984357783494"
"No","2002","secondary school degree","Couple + C. LE 16 ","1391","0.945149601660817","0.933573059518727","0.956726143802906"
"No","2002","secondary school degree","Couple + C. GT 16 ","990","0.942151196824655","0.928110349277466","0.956192044371844"
"No","2002","secondary school degree","Couple + C. LE and GT 16","514","0.929315383348035","0.907837155535273","0.950793611160797"
"No","2002","college entrance qualification","1-pers.-HH","522","0.940570252804024","0.920918184890361","0.960222320717688"
"No","2002","college entrance qualification","(Married) couple without C. ","1002","0.948854787037607","0.935549131453764","0.96216044262145"
"No","2002","college entrance qualification","Single parent ","128","0.915786004531204","0.869452229549357","0.962119779513051"
"No","2002","college entrance qualification","Couple + C. LE 16 ","863","0.930740524115068","0.914413984514028","0.947067063716107"
"No","2002","college entrance qualification","Couple + C. GT 16 ","595","0.897012234512868","0.873859030568394","0.920165438457343"
"No","2002","college entrance qualification","Couple + C. LE and GT 16","235","0.943472591129096","0.915016056362988","0.971929125895203"
"No","2002","Other degree","1-pers.-HH","90","0.93546144098075","0.885790001972407","0.985132879989094"
"No","2002","Other degree","(Married) couple without C. ","335","0.974878160169868","0.958529669980001","0.991226650359735"
"No","2002","Other degree","Single parent ","65","0.989258762026197","0.964389766436748","1.01412775761565"
"No","2002","Other degree","Couple + C. LE 16 ","286","0.956553665870715","0.93340791905861","0.979699412682819"
"No","2002","Other degree","Couple + C. GT 16 ","219","0.982252920650194","0.964924029671147","0.99958181162924"
"No","2002","Other degree","Couple + C. LE and GT 16","119","0.971073062957586","0.941453904572054","1.00069222134312"
