"ple0160","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"No","1999","16-34 y.","West Germany","3152","0.913257265533645","0.903846290186084","0.922668240881206"
"No","1999","16-34 y.","East Germany","1070","0.89998243109536","0.882813065524263","0.917151796666457"
"No","1999","35-65 y.","West Germany","4975","0.96445429633842","0.959406762850721","0.96950182982612"
"No","1999","35-65 y.","East Germany","2035","0.947797253332435","0.93836420918821","0.95723029747666"
"No","1999","66 and older","West Germany","1326","0.995280644579304","0.991600116793915","0.998961172364693"
"No","1999","66 and older","East Germany","484","0.974607716703089","0.960707187327053","0.988508246079125"
"Yes","1999","16-34 y.","West Germany","284","0.0867427344663552","0.0773317591187941","0.0961537098139163"
"Yes","1999","16-34 y.","East Germany","103","0.10001756890464","0.0828482033335428","0.117186934475737"
"Yes","1999","35-65 y.","West Germany","194","0.0355457036615799","0.0304981701738804","0.0405932371492793"
"Yes","1999","35-65 y.","East Germany","101","0.052202746667565","0.0427697025233399","0.0616357908117901"
"Yes","1999","66 and older","West Germany","6","","",""
"Yes","1999","66 and older","East Germany","8","","",""
"No","2000","16-34 y.","West Germany","4875","0.893696928325022","0.885511574769535","0.901882281880509"
"No","2000","16-34 y.","East Germany","1488","0.888577098981063","0.873508409823178","0.903645788138949"
"No","2000","35-65 y.","West Germany","9699","0.953224929279283","0.949117230401103","0.957332628157463"
"No","2000","35-65 y.","East Germany","3086","0.933936505908116","0.925466815861814","0.942406195954419"
"No","2000","66 and older","West Germany","2720","0.99025992867187","0.986586653224373","0.993933204119366"
"No","2000","66 and older","East Germany","878","0.990290870489975","0.983826987394801","0.996754753585148"
"Yes","2000","16-34 y.","West Germany","572","0.106303071674978","0.0981177181194908","0.114488425230465"
"Yes","2000","16-34 y.","East Germany","187","0.111422901018936","0.0963542118610513","0.126491590176822"
"Yes","2000","35-65 y.","West Germany","452","0.0467750707207167","0.0426673718425366","0.0508827695988968"
"Yes","2000","35-65 y.","East Germany","218","0.0660634940918836","0.057593804045581","0.0745331841381862"
