"ple0160","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"No","1999","Full Time","Female","1843","0.939404291631135","0.928833685729991","0.949974897532278","2"
"No","1999","Full Time","Male","3675","0.944992974925145","0.937822765356327","0.952163184493963","2"
"No","1999","Not Working","Female","3119","0.974994423262516","0.969587859353457","0.980400987171575","2"
"No","1999","Not Working","Male","1701","0.976779300094176","0.96971714070396","0.983841459484393","2"
"No","1999","Part Time","Female","1805","0.938334773535651","0.927650027936997","0.949019519134304","2"
"No","1999","Part Time","Male","899","0.910796487559614","0.893121179241675","0.928471795877552","2"
"Yes","1999","Part Time","Female","142","0.0616652264643491","0.0509804808656958","0.0723499720630025","1"
"Yes","1999","Full Time","Female","114","0.0605957083688653","0.0500251024677219","0.0711663142700087","1"
"Yes","1999","Part Time","Male","100","0.0892035124403861","0.0715282041224476","0.106878820758325","1"
"Yes","1999","Full Time","Male","209","0.0550070250748545","0.0478368155060366","0.0621772346436725","1"
"Yes","1999","Not Working","Female","85","0.0250055767374839","0.0195990128284248","0.0304121406465429","1"
"Yes","1999","Not Working","Male","46","0.0232206999058235","0.0161585405156074","0.0302828592960396","1"
"No","2000","Full Time","Female","3014","0.910890844470843","0.901186575325103","0.920595113616583","2"
"No","2000","Full Time","Male","6274","0.926506275792412","0.920288092766616","0.932724458818207","2"
"No","2000","Not Working","Female","5604","0.97596723127119","0.972012141266888","0.979922321275492","2"
"No","2000","Not Working","Male","3203","0.977371577805983","0.972284485255158","0.982458670356809","2"
"No","2000","Part Time","Female","3249","0.926289841667935","0.917652884208736","0.934926799127134","2"
"No","2000","Part Time","Male","1402","0.897020866175985","0.8819964463605","0.912045285991469","2"
"Yes","2000","Full Time","Female","297","0.0891091555291567","0.079404886383417","0.0988134246748965","1"
"Yes","2000","Part Time","Female","267","0.0737101583320648","0.0650732008728662","0.0823471157912635","1"
"Yes","2000","Part Time","Male","170","0.102979133824015","0.0879547140085309","0.118003553639499","1"
"Yes","2000","Full Time","Male","491","0.0734937242075885","0.0672755411817926","0.0797119072333844","1"
"Yes","2000","Not Working","Female","156","0.0240327687288101","0.0200776787245079","0.0279878587331124","1"
"Yes","2000","Not Working","Male","80","0.0226284221940165","0.0175413296431913","0.0277155147448418","1"
"No","2001","Full Time","Female","2725","0.913295130680626","0.90320864649479","0.923381614866461","2"
"No","2001","Full Time","Male","5648","0.928778173513576","0.922310657632693","0.935245689394459","2"
"No","2001","Not Working","Female","4953","0.980028824200674","0.976178655931551","0.983878992469797","2"
"No","2001","Not Working","Male","2961","0.974411087288753","0.968798838617077","0.980023335960428","2"
"No","2001","Part Time","Female","3103","0.91599648757426","0.906657325043811","0.925335650104709","2"
"No","2001","Part Time","Male","1272","0.888042890356243","0.871745748050809","0.904340032661678","2"
"Yes","2001","Full Time","Female","265","0.0867048693193743","0.0766183851335389","0.0967913535052097","1"
"Yes","2001","Full Time","Male","427","0.0712218264864243","0.0647543106055415","0.0776893423673071","1"
"Yes","2001","Part Time","Female","286","0.0840035124257396","0.0746643498952906","0.0933426749561885","1"
"Yes","2001","Part Time","Male","166","0.111957109643757","0.095659967338322","0.128254251949191","1"
"Yes","2001","Not Working","Female","119","0.0199711757993258","0.0161210075302026","0.023821344068449","1"
"Yes","2001","Not Working","Male","80","0.0255889127112475","0.0199766640395719","0.0312011613829231","1"
"No","2002","Full Time","Female","2497","0.9380193856211","0.928849415913429","0.94718935532877","2"
"No","2002","Full Time","Male","4617","0.945702651460627","0.939352684268825","0.95205261865243","2"
