"ple0160","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"No","2002","secondary school degree","East Germany","2126","0.940872518932003","0.931167622080782","0.950577415783223"
"No","2002","college entrance qualification","West Germany","2581","0.931752447639516","0.922386983557713","0.94111791172132"
"No","2002","college entrance qualification","East Germany","858","0.947323258732991","0.932801316670081","0.9618452007959"
"No","2002","Other degree","West Germany","1134","0.966633351195781","0.956368997403256","0.976897704988306"
"No","2002","Other degree","East Germany","46","1","1","1"
"No","2002","no degree/no degree yet","West Germany","593","0.96806327800916","0.954121295682975","0.982005260335346"
"No","2002","no degree/no degree yet","East Germany","146","0.954677949140049","0.921609828017862","0.987746070262236"
"Yes","2003","lower secondary degree","West Germany","223","0.0304701880527687","0.0260747792759382","0.0348655968295993"
"Yes","2003","lower secondary degree","East Germany","33","0.0199830613553921","0.0129755064318492","0.026990616278935"
"Yes","2003","secondary school degree","West Germany","259","0.0757655773759634","0.0669136421430648","0.084617512608862"
"Yes","2003","secondary school degree","East Germany","193","0.0804886902428068","0.0691720483897022","0.0918053320959113"
"Yes","2003","college entrance qualification","West Germany","200","0.0696355676560638","0.0600383017369681","0.0792328335751594"
"Yes","2003","college entrance qualification","East Germany","88","0.0931426080707862","0.0742596038278295","0.112025612313743"
"Yes","2003","Other degree","West Germany","37","0.0369163687329118","0.0258189031617362","0.0480138343040874"
"Yes","2003","Other degree","East Germany","1","","",""
"Yes","2003","no degree/no degree yet","West Germany","32","0.0441450717592664","0.0275698559898471","0.0607202875286858"
"Yes","2003","no degree/no degree yet","East Germany","14","","",""
"No","2003","lower secondary degree","West Germany","5651","0.969529811947231","0.965134403170401","0.973925220724062"
"No","2003","lower secondary degree","East Germany","1499","0.980016938644608","0.973009383721065","0.987024493568151"
"No","2003","secondary school degree","West Germany","3174","0.924234422624036","0.915382487391138","0.933086357856935"
"No","2003","secondary school degree","East Germany","2027","0.919511309757193","0.908194667904089","0.930827951610298"
"No","2003","college entrance qualification","West Germany","2502","0.930364432343936","0.92076716642484","0.939961698263032"
"No","2003","college entrance qualification","East Germany","822","0.906857391929214","0.887974387686257","0.92574039617217"
"No","2003","Other degree","West Germany","1072","0.963083631267088","0.951986165695913","0.974181096838264"
"No","2003","Other degree","East Germany","44","0.995598841983778","0.976258350499609","1.01493933346795"
"No","2003","no degree/no degree yet","West Germany","558","0.955854928240734","0.939279712471314","0.972430144010153"
"No","2003","no degree/no degree yet","East Germany","154","0.901873177124172","0.856888971645278","0.946857382603067"
"Yes","2004","lower secondary degree","West Germany","248","0.0389589626061017","0.0340940154047","0.0438239098075034"
"Yes","2004","lower secondary degree","East Germany","45","0.0259062038222334","0.0178157508177218","0.0339966568267449"
"Yes","2004","secondary school degree","West Germany","289","0.0708251273999734","0.0628220514498677","0.078828203350079"
"Yes","2004","secondary school degree","East Germany","232","0.0919554437636024","0.0801869436638954","0.103723943863309"
"Yes","2004","college entrance qualification","West Germany","293","0.0659258843073079","0.0584414979059766","0.0734102707086392"
"Yes","2004","college entrance qualification","East Germany","109","0.0901308915157298","0.0734487741943737","0.106813008837086"
"Yes","2004","Other degree","West Germany","48","0.0423032384004198","0.0306293414344743","0.0539771353663654"
"Yes","2004","Other degree","East Germany","1","","",""
"Yes","2004","no degree/no degree yet","West Germany","28","","",""
"Yes","2004","no degree/no degree yet","East Germany","21","","",""
"No","2004","lower secondary degree","West Germany","5829","0.961041037393898","0.956176090192497","0.9659059845953"
"No","2004","lower secondary degree","East Germany","1436","0.974093796177767","0.966003343173255","0.982184249182278"
"No","2004","secondary school degree","West Germany","3658","0.929174872600027","0.921171796649921","0.937177948550132"
"No","2004","secondary school degree","East Germany","2084","0.908044556236398","0.896276056136691","0.919813056336105"
"No","2004","college entrance qualification","West Germany","3930","0.934074115692692","0.926589729291361","0.941558502094023"
"No","2004","college entrance qualification","East Germany","1023","0.90986910848427","0.893186991162914","0.926551225805626"
"No","2004","Other degree","West Germany","1094","0.95769676159958","0.946022864633635","0.969370658565526"
"No","2004","Other degree","East Germany","51","0.962687495978024","0.911174562474872","1.01420042948118"
"No","2004","no degree/no degree yet","West Germany","687","0.948593825466635","0.932407701582461","0.964779949350809"
"No","2004","no degree/no degree yet","East Germany","160","0.877344144028271","0.829554044144544","0.925134243911999"
"Yes","2005","lower secondary degree","West Germany","215","0.0365846971562354","0.0316988881888471","0.0414705061236237"
"Yes","2005","lower secondary degree","East Germany","64","0.0429313885531244","0.0322752540125897","0.0535875230936592"
"Yes","2005","secondary school degree","West Germany","247","0.0653441223480641","0.0574554021731479","0.0732328425229804"
"Yes","2005","secondary school degree","East Germany","165","0.064762661641488","0.054469348467551","0.075055974815425"
"Yes","2005","college entrance qualification","West Germany","265","0.0672756853765512","0.0595455720899553","0.0750057986631471"
"Yes","2005","college entrance qualification","East Germany","99","0.090259582101538","0.0734399666788504","0.107079197524226"
"Yes","2005","Other degree","West Germany","38","0.0463689019852865","0.0337926984103262","0.0589451055602468"
"Yes","2005","Other degree","East Germany","2","","",""
"Yes","2005","no degree/no degree yet","West Germany","28","","",""
"Yes","2005","no degree/no degree yet","East Germany","10","","",""
"No","2005","lower secondary degree","West Germany","5457","0.963415302843765","0.958529493876376","0.968301111811153"
"No","2005","lower secondary degree","East Germany","1326","0.957068611446875","0.946412476906341","0.96772474598741"
"No","2005","secondary school degree","West Germany","3523","0.934655877651936","0.92676715747702","0.942544597826852"
"No","2005","secondary school degree","East Germany","2031","0.935237338358512","0.924944025184575","0.945530651532449"
"No","2005","college entrance qualification","West Germany","3769","0.932724314623449","0.924994201336853","0.940454427910045"
"No","2005","college entrance qualification","East Germany","1016","0.909740417898462","0.892920802475774","0.92656003332115"
"No","2005","Other degree","West Germany","1036","0.953631098014714","0.941054894439753","0.966207301589674"
"No","2005","Other degree","East Germany","46","0.979406468607442","0.939229758685957","1.01958317852893"
"No","2005","no degree/no degree yet","West Germany","704","0.964361381820581","0.950931478565622","0.977791285075539"
"No","2005","no degree/no degree yet","East Germany","156","0.937857215335893","0.901132556989325","0.974581873682461"
"Yes","2006","lower secondary degree","West Germany","201","0.0328285577083329","0.0283650215002308","0.037292093916435"
"Yes","2006","lower secondary degree","East Germany","31","0.0206695153031498","0.0134062964180206","0.027932734188279"
"Yes","2006","secondary school degree","West Germany","212","0.0511580264532242","0.0444124984562879","0.0579035544501605"
"Yes","2006","secondary school degree","East Germany","153","0.0597580546491572","0.0501539209173557","0.0693621883809586"
"Yes","2006","college entrance qualification","West Germany","241","0.0539888305982883","0.0473112083851455","0.060666452811431"
"Yes","2006","college entrance qualification","East Germany","87","0.0837241874890035","0.0679742638445285","0.0994741111334785"
"Yes","2006","Other degree","West Germany","54","0.0574502307380384","0.0438825097611031","0.0710179517149738"
"Yes","2006","Other degree","East Germany","1","","",""
"Yes","2006","no degree/no degree yet","West Germany","21","","",""
"Yes","2006","no degree/no degree yet","East Germany","8","","",""
"No","2006","lower secondary degree","West Germany","5921","0.967171442291667","0.962707906083565","0.971634978499769"
"No","2006","lower secondary degree","East Germany","1443","0.97933048469685","0.972067265811721","0.986593703581979"
"No","2006","secondary school degree","West Germany","3886","0.948841973546776","0.94209644554984","0.955587501543712"
"No","2006","secondary school degree","East Germany","2187","0.940241945350843","0.930637811619041","0.949846079082644"
"No","2006","college entrance qualification","West Germany","4159","0.946011169401712","0.939333547188569","0.952688791614855"
"No","2006","college entrance qualification","East Germany","1101","0.916275812510997","0.900525888866522","0.932025736155472"
"No","2006","Other degree","West Germany","1076","0.942549769261962","0.928982048285026","0.956117490238897"
"No","2006","Other degree","East Germany","69","0.993688882345336","0.975137450946353","1.01224031374432"
"No","2006","no degree/no degree yet","West Germany","532","0.970290707006946","0.9561398539996","0.984441560014293"
"No","2006","no degree/no degree yet","East Germany","88","0.935047710636922","0.885750018116292","0.984345403157552"
"Yes","2007","lower secondary degree","West Germany","259","0.0438947094962789","0.0384987363524642","0.0492906826400936"
"Yes","2007","lower secondary degree","East Germany","40","0.0329378134503667","0.0234524665060862","0.0424231603946472"
"Yes","2007","secondary school degree","West Germany","204","0.0531206442151024","0.0460123050757465","0.0602289833544584"
"Yes","2007","secondary school degree","East Germany","137","0.0685113739180821","0.0579214429570277","0.0791013048791364"
"Yes","2007","college entrance qualification","West Germany","243","0.0565606076389739","0.049595988357943","0.0635252269200048"
"Yes","2007","college entrance qualification","East Germany","91","0.0880827971230938","0.0718082698915269","0.104357324354661"
"Yes","2007","Other degree","West Germany","34","0.0338192109680627","0.0226766903168014","0.0449617316193239"
"Yes","2007","Other degree","East Germany","3","","",""
"Yes","2007","no degree/no degree yet","West Germany","17","","",""
"Yes","2007","no degree/no degree yet","East Germany","6","","",""
"No","2007","lower secondary degree","West Germany","5278","0.956105290503721","0.950709317359906","0.961501263647536"
"No","2007","lower secondary degree","East Germany","1320","0.967062186549633","0.957576839605353","0.976547533493914"
"No","2007","secondary school degree","West Germany","3620","0.946879355784898","0.939771016645542","0.953987694924254"
"No","2007","secondary school degree","East Germany","2049","0.931488626081918","0.920898695120864","0.942078557042972"
"No","2007","college entrance qualification","West Germany","3983","0.943439392361026","0.936474773079995","0.950404011642057"
"No","2007","college entrance qualification","East Germany","1074","0.911917202876906","0.895642675645339","0.928191730108473"
"No","2007","Other degree","West Germany","977","0.966180789031937","0.955038268380676","0.977323309683199"
"No","2007","Other degree","East Germany","55","0.88505377654197","0.802968308732296","0.967139244351644"
"No","2007","no degree/no degree yet","West Germany","437","0.948396981798204","0.928047526064995","0.968746437531412"
"No","2007","no degree/no degree yet","East Germany","95","0.923841911290869","0.872111699958636","0.975572122623101"
"Yes","2008","lower secondary degree","West Germany","191","0.0329355448630598","0.0280876170344362","0.0377834726916834"
"Yes","2008","lower secondary degree","East Germany","31","0.0161134219327037","0.00922639174132213","0.0230004521240852"
"Yes","2008","secondary school degree","West Germany","188","0.0540810501862395","0.0467445033278143","0.0614175970446647"
"Yes","2008","secondary school degree","East Germany","141","0.0705613830490063","0.0596240155103241","0.0814987505876884"
"Yes","2008","college entrance qualification","West Germany","238","0.0572462394876124","0.0500693250785456","0.0644231538966791"
"Yes","2008","college entrance qualification","East Germany","74","0.0752770959776082","0.0597977278267227","0.0907564641284938"
"Yes","2008","Other degree","West Germany","51","0.0424993679979693","0.0292981914247368","0.0557005445712018"
"Yes","2008","Other degree","East Germany","2","","",""
"Yes","2008","no degree/no degree yet","West Germany","16","","",""
"Yes","2008","no degree/no degree yet","East Germany","6","","",""
"No","2008","lower secondary degree","West Germany","5015","0.96706445513694","0.962216527308317","0.971912382965564"
"No","2008","lower secondary degree","East Germany","1253","0.983886578067296","0.976999547875915","0.990773608258678"
"No","2008","secondary school degree","West Germany","3463","0.94591894981376","0.938582402955335","0.953255496672186"
"No","2008","secondary school degree","East Germany","1965","0.929438616950994","0.918501249412312","0.940375984489676"
"No","2008","college entrance qualification","West Germany","3787","0.942753760512388","0.935576846103321","0.949930674921454"
"No","2008","college entrance qualification","East Germany","1042","0.924722904022392","0.909243535871506","0.940202272173277"
"No","2008","Other degree","West Germany","846","0.957500632002031","0.944299455428798","0.970701808575263"
"No","2008","Other degree","East Germany","52","0.9708595743767","0.925997705111627","1.01572144364177"
"No","2008","no degree/no degree yet","West Germany","433","0.963513223817445","0.946170332336545","0.980856115298345"
"No","2008","no degree/no degree yet","East Germany","96","0.887146216124576","0.825741225419468","0.948551206829683"
"Yes","2009","lower secondary degree","West Germany","124","0.0314760284220652","0.0265143722367167","0.0364376846074136"
"Yes","2009","lower secondary degree","East Germany","26","","",""
"Yes","2009","secondary school degree","West Germany","148","0.0423995731156731","0.0356424463335033","0.049156699897843"
"Yes","2009","secondary school degree","East Germany","97","0.046996742191566","0.0377586158664584","0.0562348685166735"
"Yes","2009","college entrance qualification","West Germany","207","0.0612328206620166","0.0536287815262816","0.0688368597977515"
"Yes","2009","college entrance qualification","East Germany","67","0.0690829988245683","0.0540074062924907","0.0841585913566458"
"Yes","2009","Other degree","West Germany","38","0.0513025551006535","0.0356692524134713","0.0669358577878356"
"Yes","2009","Other degree","East Germany","2","","",""
"Yes","2009","no degree/no degree yet","West Germany","8","","",""
"Yes","2009","no degree/no degree yet","East Germany","3","","",""
"No","2009","lower secondary degree","West Germany","4633","0.968523971577935","0.963562315392586","0.973485627763283"
"No","2009","lower secondary degree","East Germany","1182","0.985287265198576","0.978497687508963","0.99207684288819"
"No","2009","secondary school degree","West Germany","3268","0.957600426884327","0.950843300102157","0.964357553666497"
"No","2009","secondary school degree","East Germany","1919","0.953003257808434","0.943765131483327","0.962241384133542"
"No","2009","college entrance qualification","West Germany","3612","0.938767179337983","0.931163140202249","0.946371218473718"
"No","2009","college entrance qualification","East Germany","1020","0.930917001175432","0.915841408643354","0.945992593707509"
"No","2009","Other degree","West Germany","727","0.948697444899346","0.933064142212164","0.964330747586529"
"No","2009","Other degree","East Germany","44","0.946983123998863","0.882231992529528","1.0117342554682"
"No","2009","no degree/no degree yet","West Germany","405","0.986174859604713","0.974913656178001","0.997436063031425"
"No","2009","no degree/no degree yet","East Germany","71","0.966755547352425","0.92590948828873","1.00760160641612"
"Yes","2010","lower secondary degree","West Germany","116","0.0246539717793127","0.0200314572977243","0.0292764862609011"
"Yes","2010","lower secondary degree","East Germany","18","","",""
"Yes","2010","secondary school degree","West Germany","149","0.0349631399115605","0.0285888778498106","0.0413374019733105"
"Yes","2010","secondary school degree","East Germany","70","0.0388683107419538","0.0300869021341821","0.0476497193497255"
"Yes","2010","college entrance qualification","West Germany","183","0.060192057206657","0.0524750250806304","0.0679090893326837"
"Yes","2010","college entrance qualification","East Germany","49","0.0404572644617757","0.0283835557957859","0.0525309731277655"
"Yes","2010","Other degree","West Germany","20","","",""
"Yes","2010","Other degree","East Germany","2","","",""
"Yes","2010","no degree/no degree yet","West Germany","8","","",""
"Yes","2010","no degree/no degree yet","East Germany","2","","",""
"No","2010","lower secondary degree","West Germany","4207","0.975346028220687","0.970723513739099","0.979968542702276"
"No","2010","lower secondary degree","East Germany","1045","0.980806937840685","0.972559000399128","0.989054875282242"
"No","2010","secondary school degree","West Germany","3041","0.965036860088439","0.958662598026689","0.971411122150189"
"No","2010","secondary school degree","East Germany","1791","0.961131689258046","0.952350280650274","0.969913097865818"
"No","2010","college entrance qualification","West Germany","3466","0.939807942793343","0.932090910667316","0.94752497491937"
"No","2010","college entrance qualification","East Germany","974","0.959542735538224","0.947469026872235","0.971616444204214"
"No","2010","Other degree","West Germany","665","0.971111442881081","0.958568476260771","0.983654409501391"
"No","2010","Other degree","East Germany","36","0.992000701107976","0.96367776683845","1.0203236353775"
"No","2010","no degree/no degree yet","West Germany","368","0.977238706418641","0.962163857480271","0.992313555357011"
"No","2010","no degree/no degree yet","East Germany","43","0.939747841142969","0.870223991973033","1.0092716903129"
"Yes","2011","lower secondary degree","West Germany","183","0.033098620894719","0.0283517551438576","0.0378454866455805"
"Yes","2011","lower secondary degree","East Germany","51","0.0376639412782468","0.0271974388792263","0.0481304436772673"
"Yes","2011","secondary school degree","West Germany","232","0.059309434753144","0.0519508298970054","0.0666680396092827"
"Yes","2011","secondary school degree","East Germany","118","0.0456947180838509","0.0370257037367624","0.0543637324309395"
"Yes","2011","college entrance qualification","West Germany","255","0.0598256470091933","0.0528754591418037","0.0667758348765829"
"Yes","2011","college entrance qualification","East Germany","86","0.0830194362114655","0.0673431001371354","0.0986957722857957"
"Yes","2011","Other degree","West Germany","39","0.0434713892818497","0.031236032902004","0.0557067456616954"
"Yes","2011","Other degree","East Germany","1","","",""
"Yes","2011","no degree/no degree yet","West Germany","15","","",""
"Yes","2011","no degree/no degree yet","East Germany","5","","",""
"No","2011","lower secondary degree","West Germany","5273","0.966901379105281","0.962154513354419","0.971648244856142"
"No","2011","lower secondary degree","East Germany","1220","0.962336058721753","0.951869556322733","0.972802561120774"
"No","2011","secondary school degree","West Germany","3726","0.940690565246856","0.933331960390717","0.948049170102994"
"No","2011","secondary school degree","East Germany","2111","0.954305281916149","0.945636267569061","0.962974296263238"
"No","2011","college entrance qualification","West Germany","4218","0.940174352990807","0.933224165123417","0.947124540858196"
"No","2011","college entrance qualification","East Germany","1104","0.916980563788534","0.901304227714204","0.932656899862865"
"No","2011","Other degree","West Germany","1028","0.95652861071815","0.944293254338305","0.968763967097996"
"No","2011","Other degree","East Germany","74","0.971807568393331","0.934347042877405","1.00926809390926"
"No","2011","no degree/no degree yet","West Germany","483","0.975691195647123","0.962165132463193","0.989217258831052"
"No","2011","no degree/no degree yet","East Germany","64","0.933555922663187","0.8747905015779","0.992321343748473"
"Yes","2012","lower secondary degree","West Germany","145","0.0230690184958409","0.0190132056542788","0.0271248313374031"
"Yes","2012","lower secondary degree","East Germany","43","0.0355379982995096","0.0253519361423502","0.045724060456669"
"Yes","2012","secondary school degree","West Germany","168","0.0504469868371347","0.0435990331362629","0.0572949405380065"
"Yes","2012","secondary school degree","East Germany","94","0.0381472613965104","0.0300673286595088","0.0462271941335119"
"Yes","2012","college entrance qualification","West Germany","195","0.0513504339318168","0.0449053933167322","0.0577954745469015"
"Yes","2012","college entrance qualification","East Germany","43","0.037445812736156","0.0266226652372363","0.0482689602350757"
"Yes","2012","Other degree","West Germany","31","0.029954014539184","0.0198437981407734","0.0400642309375946"
"Yes","2012","Other degree","East Germany","3","","",""
"Yes","2012","no degree/no degree yet","West Germany","14","","",""
"Yes","2012","no degree/no degree yet","East Germany","2","","",""
"No","2012","lower secondary degree","West Germany","5118","0.976930981504159","0.972875168662597","0.980986794345721"
"No","2012","lower secondary degree","East Germany","1226","0.96446200170049","0.954275939543331","0.97464806385765"
"No","2012","secondary school degree","West Germany","3756","0.949553013162865","0.942705059461994","0.956400966863737"
"No","2012","secondary school degree","East Germany","2065","0.96185273860349","0.953772805866488","0.969932671340491"
"No","2012","college entrance qualification","West Germany","4310","0.948649566068183","0.942204525453098","0.955094606683268"
"No","2012","college entrance qualification","East Germany","1139","0.962554187263844","0.951731039764924","0.973377334762764"
"No","2012","Other degree","West Germany","1061","0.970045985460816","0.959935769062405","0.980156201859227"
"No","2012","Other degree","East Germany","81","0.963155142852027","0.922869990494051","1.00344029521"
"No","2012","no degree/no degree yet","West Germany","466","0.971549885421025","0.956676767039933","0.986423003802118"
"No","2012","no degree/no degree yet","East Germany","68","0.99745652593525","0.98565713158994","1.00925592028056"
"Yes","2013","lower secondary degree","West Germany","83","0.015627552684959","0.0120966631505321","0.019158442219386"
"Yes","2013","lower secondary degree","East Germany","25","","",""
"Yes","2013","secondary school degree","West Germany","93","0.0267415437813288","0.0214919973371406","0.031991090225517"
"Yes","2013","secondary school degree","East Germany","61","0.0307437601297244","0.023217785871061","0.0382697343883878"
"Yes","2013","college entrance qualification","West Germany","136","0.0308749454730474","0.0257161358730388","0.036033755073056"
"Yes","2013","college entrance qualification","East Germany","25","","",""
"Yes","2013","Other degree","West Germany","21","","",""
"Yes","2013","Other degree","East Germany","2","","",""
"Yes","2013","no degree/no degree yet","West Germany","6","","",""
"Yes","2013","no degree/no degree yet","East Germany","3","","",""
"No","2013","lower secondary degree","West Germany","4657","0.984372447315041","0.980841557780614","0.987903336849468"
"No","2013","lower secondary degree","East Germany","1110","0.981500462810207","0.973661188771213","0.989339736849201"
"No","2013","secondary school degree","West Germany","3535","0.973258456218671","0.968008909774483","0.978508002662859"
"No","2013","secondary school degree","East Germany","1960","0.969256239870276","0.961730265611612","0.976782214128939"
"No","2013","college entrance qualification","West Germany","4183","0.969125054526953","0.963966244926944","0.974283864126961"
"No","2013","college entrance qualification","East Germany","1061","0.980640060011484","0.972445229097982","0.988834890924986"
"No","2013","Other degree","West Germany","925","0.971241373446854","0.960591359397854","0.981891387495854"
"No","2013","Other degree","East Germany","73","0.898302496750082","0.829898117192578","0.966706876307586"
"No","2013","no degree/no degree yet","West Germany","415","0.991931770906824","0.98338627925855","1.0004772625551"
"No","2013","no degree/no degree yet","East Germany","64","0.974234332187831","0.936297321547806","1.01217134282785"
"Yes","2014","lower secondary degree","West Germany","140","0.0162141135832156","0.0129382414903156","0.0194899856761156"
"Yes","2014","lower secondary degree","East Germany","36","0.026099014657616","0.0171270583728267","0.0350709709424053"
"Yes","2014","secondary school degree","West Germany","171","0.0234157939573607","0.0192594459402276","0.0275721419744937"
"Yes","2014","secondary school degree","East Germany","66","0.0235433477537869","0.0175663313078515","0.0295203641997222"
"Yes","2014","college entrance qualification","West Germany","244","0.0453356549327759","0.0401072383726878","0.050564071492864"
"Yes","2014","college entrance qualification","East Germany","43","0.0400002188967124","0.0295893787199397","0.0504110590734851"
"Yes","2014","Other degree","West Germany","94","0.0323951243882887","0.0260754706597388","0.0387147781168387"
"Yes","2014","Other degree","East Germany","14","","",""
"Yes","2014","no degree/no degree yet","West Germany","28","","",""
"Yes","2014","no degree/no degree yet","East Germany","","","",""
"No","2014","lower secondary degree","West Germany","5570","0.983785886416784","0.980510014323884","0.987061758509684"
"No","2014","lower secondary degree","East Germany","1177","0.973900985342384","0.964929029057595","0.982872941627173"
"No","2014","secondary school degree","West Germany","4914","0.976584206042639","0.972427858025506","0.980740554059772"
"No","2014","secondary school degree","East Germany","2406","0.976456652246213","0.970479635800278","0.982433668692148"
"No","2014","college entrance qualification","West Germany","5838","0.954664345067224","0.949435928507136","0.959892761627312"
