"ple0160","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1999","no migration background","(3b) higher tertiary education","807","0.928242538047839","0.911092987889315","0.945392088206362"
"No","1999","direct migration background","(0) in school","24","","",""
"No","1999","direct migration background","(1a) inadequately completed","379","0.980742204487103","0.967014483485943","0.994469925488264"
"No","1999","direct migration background","(1b) general elementary school","563","0.989686777462391","0.981414656841041","0.99795889808374"
"No","1999","direct migration background","(1c) basic vocational qualification","562","0.991200781858089","0.983547407855322","0.998854155860856"
"No","1999","direct migration background","(2b) intermediate general qualification","40","0.97110359625695","0.921034639464686","1.02117255304921"
"No","1999","direct migration background","(2a) intermediate vocational","89","0.998791980612006","0.991615668613434","1.00596829261058"
"No","1999","direct migration background","(2c_gen) general maturity certificate","97","0.985328960556065","0.961763867601603","1.00889405351053"
"No","1999","direct migration background","(2c_voc) vocational maturity certificate","134","0.956074349054743","0.922248907777251","0.989899790332235"
"No","1999","direct migration background","(3a) lower tertiary education","49","0.982117566493906","0.946097752304674","1.01813738068314"
"No","1999","direct migration background","(3b) higher tertiary education","117","0.919621402620701","0.872704645872419","0.966538159368982"
"No","1999","indirect migration background","(0) in school","64","0.985486661996169","0.956412952749684","1.01456037124265"
"No","1999","indirect migration background","(1a) inadequately completed","12","","",""
"No","1999","indirect migration background","(1b) general elementary school","121","0.935982529992351","0.893741318969705","0.978223741014998"
"No","1999","indirect migration background","(1c) basic vocational qualification","96","0.971428402706668","0.938937628287874","1.00391917712546"
"No","1999","indirect migration background","(2b) intermediate general qualification","65","0.86144579717569","0.781645286049571","0.941246308301809"
"No","1999","indirect migration background","(2a) intermediate vocational","56","0.851283696524512","0.761994354527325","0.940573038521699"
"No","1999","indirect migration background","(2c_gen) general maturity certificate","47","0.91575608393374","0.839526739889537","0.991985427977943"
"No","1999","indirect migration background","(2c_voc) vocational maturity certificate","24","","",""
"No","1999","indirect migration background","(3a) lower tertiary education","9","","",""
"No","1999","indirect migration background","(3b) higher tertiary education","14","","",""
"Yes","2000","no migration background","(0) in school","16","","",""
"Yes","2000","no migration background","(1a) inadequately completed","3","","",""
"Yes","2000","no migration background","(1b) general elementary school","55","0.022087882051459","0.0155207990054416","0.0286549650974765"
"Yes","2000","no migration background","(1c) basic vocational qualification","231","0.0340057772307263","0.0296659313491343","0.0383456231123184"
"Yes","2000","no migration background","(2b) intermediate general qualification","54","0.0841280235789522","0.0611583729873312","0.107097674170573"
"Yes","2000","no migration background","(2a) intermediate vocational","448","0.0820893106764808","0.0746619232690705","0.0895166980838911"
"Yes","2000","no migration background","(2c_gen) general maturity certificate","63","0.10540989267423","0.0808796086562928","0.129940176692168"
"Yes","2000","no migration background","(2c_voc) vocational maturity certificate","109","0.0991815856894136","0.0819059784340496","0.116457192944778"
"Yes","2000","no migration background","(3a) lower tertiary education","106","0.0708266003445241","0.0582290301940076","0.0834241704950405"
"Yes","2000","no migration background","(3b) higher tertiary education","160","0.087879459709062","0.0747269722348246","0.101031947183299"
"Yes","2000","direct migration background","(0) in school","2","","",""
"Yes","2000","direct migration background","(1a) inadequately completed","6","","",""
"Yes","2000","direct migration background","(1b) general elementary school","16","","",""
"Yes","2000","direct migration background","(1c) basic vocational qualification","38","0.0367979715297103","0.0249441922505667","0.0486517508088539"
"Yes","2000","direct migration background","(2b) intermediate general qualification","7","","",""
"Yes","2000","direct migration background","(2a) intermediate vocational","12","","",""
"Yes","2000","direct migration background","(2c_gen) general maturity certificate","12","","",""
"Yes","2000","direct migration background","(2c_voc) vocational maturity certificate","26","","",""
"Yes","2000","direct migration background","(3a) lower tertiary education","3","","",""
"Yes","2000","direct migration background","(3b) higher tertiary education","24","","",""
"Yes","2000","indirect migration background","(0) in school","2","","",""
"Yes","2000","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2000","indirect migration background","(1b) general elementary school","7","","",""
"Yes","2000","indirect migration background","(1c) basic vocational qualification","7","","",""
"Yes","2000","indirect migration background","(2b) intermediate general qualification","10","","",""
"Yes","2000","indirect migration background","(2a) intermediate vocational","10","","",""
"Yes","2000","indirect migration background","(2c_gen) general maturity certificate","13","","",""
"Yes","2000","indirect migration background","(2c_voc) vocational maturity certificate","7","","",""
"Yes","2000","indirect migration background","(3a) lower tertiary education","1","","",""
"Yes","2000","indirect migration background","(3b) higher tertiary education","9","","",""
"No","2000","no migration background","(0) in school","353","0.961349773665039","0.941682161172425","0.981017386157653"
"No","2000","no migration background","(1a) inadequately completed","88","0.978329179652082","0.948412900689529","1.00824545861463"
"No","2000","no migration background","(1b) general elementary school","1869","0.977912117948541","0.971345034902523","0.984479200994558"
"No","2000","no migration background","(1c) basic vocational qualification","6469","0.965994222769274","0.961654376887682","0.970334068650866"
"No","2000","no migration background","(2b) intermediate general qualification","507","0.915871976421048","0.892902325829427","0.938841627012669"
"No","2000","no migration background","(2a) intermediate vocational","4799","0.917910689323519","0.910483301916109","0.92533807673093"
"No","2000","no migration background","(2c_gen) general maturity certificate","539","0.89459010732577","0.870059823307832","0.919120391343707"
"No","2000","no migration background","(2c_voc) vocational maturity certificate","1041","0.900818414310586","0.883542807055222","0.91809402156595"
"No","2000","no migration background","(3a) lower tertiary education","1487","0.929173399655476","0.916575829504959","0.941770969805992"
"No","2000","no migration background","(3b) higher tertiary education","1620","0.912120540290938","0.898968052816701","0.925273027765175"
"No","2000","direct migration background","(0) in school","58","0.960514017162588","0.911236842925648","1.00979119139953"
"No","2000","direct migration background","(1a) inadequately completed","316","0.980675231074256","0.965638968080539","0.995711494067973"
"No","2000","direct migration background","(1b) general elementary school","771","0.977138447147651","0.966696256002268","0.987580638293033"
"No","2000","direct migration background","(1c) basic vocational qualification","931","0.96320202847029","0.951348249191146","0.975055807749433"
"No","2000","direct migration background","(2b) intermediate general qualification","66","0.915828210128703","0.852137373960331","0.979519046297074"
"No","2000","direct migration background","(2a) intermediate vocational","171","0.949350309126133","0.917579798589625","0.981120819662642"
"No","2000","direct migration background","(2c_gen) general maturity certificate","139","0.921717365266721","0.87887324602899","0.964561484504452"
"No","2000","direct migration background","(2c_voc) vocational maturity certificate","336","0.930833596744233","0.904695291406089","0.956971902082378"
"No","2000","direct migration background","(3a) lower tertiary education","88","0.982618000943317","0.955766435270549","1.00946956661608"
"No","2000","direct migration background","(3b) higher tertiary education","292","0.918927631146565","0.888833511978521","0.949021750314609"
"No","2000","indirect migration background","(0) in school","65","0.969007190403875","0.927511340545297","1.01050304026245"
"No","2000","indirect migration background","(1a) inadequately completed","9","","",""
"No","2000","indirect migration background","(1b) general elementary school","163","0.966385836604104","0.939292651642465","0.993479021565742"
"No","2000","indirect migration background","(1c) basic vocational qualification","157","0.95135013184055","0.918424266917232","0.984275996763869"
"No","2000","indirect migration background","(2b) intermediate general qualification","90","0.906485538787836","0.849420788770411","0.963550288805261"
"No","2000","indirect migration background","(2a) intermediate vocational","125","0.952830452700134","0.917068611093587","0.988592294306682"
"No","2000","indirect migration background","(2c_gen) general maturity certificate","64","0.845044711214553","0.764219699854737","0.925869722574369"
"No","2000","indirect migration background","(2c_voc) vocational maturity certificate","46","0.942169796399977","0.879327491466069","1.00501210133388"
"No","2000","indirect migration background","(3a) lower tertiary education","17","","",""
"No","2000","indirect migration background","(3b) higher tertiary education","27","","",""
"Yes","2001","no migration background","(0) in school","21","","",""
"Yes","2001","no migration background","(1a) inadequately completed","5","","",""
"Yes","2001","no migration background","(1b) general elementary school","49","0.0278215981681247","0.0198229038544681","0.0358202924817812"
"Yes","2001","no migration background","(1c) basic vocational qualification","194","0.0322195114077756","0.0277243850969202","0.0367146377186309"
"Yes","2001","no migration background","(2b) intermediate general qualification","46","0.0822403664767624","0.0582791205602408","0.106201612393284"
"Yes","2001","no migration background","(2a) intermediate vocational","393","0.0756213621516175","0.0681789454310434","0.0830637788721917"
"Yes","2001","no migration background","(2c_gen) general maturity certificate","87","0.137341227708703","0.109182558309019","0.165499897108387"
"Yes","2001","no migration background","(2c_voc) vocational maturity certificate","97","0.0810717603016987","0.0648383868836232","0.0973051337197742"
"Yes","2001","no migration background","(3a) lower tertiary education","105","0.0757396958518293","0.0623189356661864","0.0891604560374723"
"Yes","2001","no migration background","(3b) higher tertiary education","139","0.0913198861734499","0.0774205419184656","0.105219230428434"
"Yes","2001","direct migration background","(0) in school","","","",""
"Yes","2001","direct migration background","(1a) inadequately completed","4","","",""
"Yes","2001","direct migration background","(1b) general elementary school","21","","",""
"Yes","2001","direct migration background","(1c) basic vocational qualification","34","0.0435409544742148","0.0298701720742696","0.0572117368741601"
"Yes","2001","direct migration background","(2b) intermediate general qualification","4","","",""
"Yes","2001","direct migration background","(2a) intermediate vocational","11","","",""
"Yes","2001","direct migration background","(2c_gen) general maturity certificate","15","","",""
"Yes","2001","direct migration background","(2c_voc) vocational maturity certificate","23","","",""
"Yes","2001","direct migration background","(3a) lower tertiary education","5","","",""
"Yes","2001","direct migration background","(3b) higher tertiary education","24","","",""
"Yes","2001","indirect migration background","(0) in school","1","","",""
"Yes","2001","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2001","indirect migration background","(1b) general elementary school","7","","",""
"Yes","2001","indirect migration background","(1c) basic vocational qualification","9","","",""
"Yes","2001","indirect migration background","(2b) intermediate general qualification","8","","",""
"Yes","2001","indirect migration background","(2a) intermediate vocational","12","","",""
"Yes","2001","indirect migration background","(2c_gen) general maturity certificate","11","","",""
"Yes","2001","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"Yes","2001","indirect migration background","(3a) lower tertiary education","1","","",""
"Yes","2001","indirect migration background","(3b) higher tertiary education","3","","",""
"No","2001","no migration background","(0) in school","413","0.956584016298001","0.937411036750651","0.97575699584535"
"No","2001","no migration background","(1a) inadequately completed","80","0.94367650855241","0.894665348224377","0.992687668880443"
"No","2001","no migration background","(1b) general elementary school","1575","0.972178401831875","0.964179707518219","0.980177096145532"
"No","2001","no migration background","(1c) basic vocational qualification","5734","0.967780488592224","0.963285362281369","0.97227561490308"
"No","2001","no migration background","(2b) intermediate general qualification","459","0.917759633523238","0.893798387606716","0.941720879439759"
"No","2001","no migration background","(2a) intermediate vocational","4455","0.924378637848382","0.916936221127808","0.931821054568957"
"No","2001","no migration background","(2c_gen) general maturity certificate","487","0.862658772291297","0.834500102891613","0.890817441690982"
"No","2001","no migration background","(2c_voc) vocational maturity certificate","989","0.918928239698301","0.902694866280226","0.935161613116377"
"No","2001","no migration background","(3a) lower tertiary education","1388","0.924260304148171","0.910839543962528","0.937681064333814"
"No","2001","no migration background","(3b) higher tertiary education","1511","0.90868011382655","0.894780769571566","0.922579458081534"
"No","2001","direct migration background","(0) in school","47","1","1","1"
"No","2001","direct migration background","(1a) inadequately completed","224","0.990096110747847","0.977242586166407","1.00294963532929"
"No","2001","direct migration background","(1b) general elementary school","691","0.966194247553258","0.952919214185365","0.979469280921151"
"No","2001","direct migration background","(1c) basic vocational qualification","822","0.956459045525785","0.94278826312584","0.97012982792573"
"No","2001","direct migration background","(2b) intermediate general qualification","65","0.97903057368666","0.945222926506334","1.01283822086699"
"No","2001","direct migration background","(2a) intermediate vocational","150","0.956907407585845","0.925540520388272","0.988274294783419"
"No","2001","direct migration background","(2c_gen) general maturity certificate","129","0.891630476278019","0.840859808047256","0.942401144508782"
"No","2001","direct migration background","(2c_voc) vocational maturity certificate","302","0.925703398976393","0.897191456076585","0.954215341876202"
"No","2001","direct migration background","(3a) lower tertiary education","81","0.919081854350775","0.861445178910784","0.976718529790767"
"No","2001","direct migration background","(3b) higher tertiary education","254","0.89796675674016","0.862385058814817","0.933548454665502"
"No","2001","indirect migration background","(0) in school","64","0.987586586398165","0.960669712683585","1.01450346011275"
"No","2001","indirect migration background","(1a) inadequately completed","9","","",""
"No","2001","indirect migration background","(1b) general elementary school","149","0.944624654118526","0.908734637792071","0.980514670444981"
"No","2001","indirect migration background","(1c) basic vocational qualification","138","0.898333782879977","0.849480177295032","0.947187388464922"
"No","2001","indirect migration background","(2b) intermediate general qualification","77","0.922173051502905","0.865220938342507","0.979125164663303"
"No","2001","indirect migration background","(2a) intermediate vocational","108","0.941747447626527","0.899840872070036","0.983654023183018"
"No","2001","indirect migration background","(2c_gen) general maturity certificate","65","0.885115592555829","0.813423404565242","0.956807780546415"
"No","2001","indirect migration background","(2c_voc) vocational maturity certificate","46","0.938341570016795","0.871670135713014","1.00501300432058"
"No","2001","indirect migration background","(3a) lower tertiary education","18","","",""
"No","2001","indirect migration background","(3b) higher tertiary education","34","0.94717624226023","0.875102466644394","1.01925001787607"
"Yes","2002","no migration background","(0) in school","16","","",""
"Yes","2002","no migration background","(1a) inadequately completed","3","","",""
"Yes","2002","no migration background","(1b) general elementary school","31","0.021370939203089","0.0139066867535526","0.0288351916526253"
"Yes","2002","no migration background","(1c) basic vocational qualification","168","0.0260668486452539","0.0217703307475295","0.0303633665429784"
"Yes","2002","no migration background","(2b) intermediate general qualification","49","0.074721377652009","0.0509750565094354","0.0984676987945826"
"Yes","2002","no migration background","(2a) intermediate vocational","253","0.0571375068786382","0.0502801424544666","0.0639948713028098"
"Yes","2002","no migration background","(2c_gen) general maturity certificate","50","0.0998158931286338","0.0739523059746671","0.125679480282601"
"Yes","2002","no migration background","(2c_voc) vocational maturity certificate","80","0.0810375176706608","0.0640813186300787","0.097993716711243"
"Yes","2002","no migration background","(3a) lower tertiary education","56","0.0391254541478561","0.0284491036292322","0.04980180466648"
"Yes","2002","no migration background","(3b) higher tertiary education","64","0.0477105218023371","0.0358846715736208","0.0595363720310534"
"Yes","2002","direct migration background","(0) in school","1","","",""
"Yes","2002","direct migration background","(1a) inadequately completed","2","","",""
"Yes","2002","direct migration background","(1b) general elementary school","19","","",""
"Yes","2002","direct migration background","(1c) basic vocational qualification","23","","",""
"Yes","2002","direct migration background","(2b) intermediate general qualification","3","","",""
"Yes","2002","direct migration background","(2a) intermediate vocational","17","","",""
"Yes","2002","direct migration background","(2c_gen) general maturity certificate","7","","",""
"Yes","2002","direct migration background","(2c_voc) vocational maturity certificate","14","","",""
"Yes","2002","direct migration background","(3a) lower tertiary education","8","","",""
"Yes","2002","direct migration background","(3b) higher tertiary education","8","","",""
"Yes","2002","indirect migration background","(0) in school","2","","",""
"Yes","2002","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2002","indirect migration background","(1b) general elementary school","5","","",""
"Yes","2002","indirect migration background","(1c) basic vocational qualification","1","","",""
"Yes","2002","indirect migration background","(2b) intermediate general qualification","4","","",""
"Yes","2002","indirect migration background","(2a) intermediate vocational","10","","",""
"Yes","2002","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"Yes","2002","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"Yes","2002","indirect migration background","(3a) lower tertiary education","2","","",""
"Yes","2002","indirect migration background","(3b) higher tertiary education","5","","",""
"No","2002","no migration background","(0) in school","347","0.947058880133904","0.924024324919406","0.970093435348403"
"No","2002","no migration background","(1a) inadequately completed","69","0.972637549087691","0.93495547003148","1.0103196281439"
"No","2002","no migration background","(1b) general elementary school","1411","0.978629060796911","0.971164808347375","0.986093313246447"
"No","2002","no migration background","(1c) basic vocational qualification","5115","0.973933151354746","0.969636633457022","0.978229669252471"
"No","2002","no migration background","(2b) intermediate general qualification","422","0.925278622347991","0.901532301205417","0.949024943490565"
"No","2002","no migration background","(2a) intermediate vocational","4148","0.942862493121362","0.93600512869719","0.949719857545533"
"No","2002","no migration background","(2c_gen) general maturity certificate","466","0.900184106871366","0.874320519717399","0.926047694025333"
"No","2002","no migration background","(2c_voc) vocational maturity certificate","915","0.918962482329339","0.902006283288757","0.935918681369921"
"No","2002","no migration background","(3a) lower tertiary education","1211","0.960874545852144","0.95019819533352","0.971550896370768"
"No","2002","no migration background","(3b) higher tertiary education","1184","0.952289478197663","0.940463627968947","0.964115328426379"
"No","2002","direct migration background","(0) in school","51","0.980753901042079","0.943411881785485","1.01809592029867"
"No","2002","direct migration background","(1a) inadequately completed","198","0.990057954616316","0.976307999751696","1.00380790948094"
"No","2002","direct migration background","(1b) general elementary school","610","0.964173474781569","0.949648924236509","0.978698025326629"
"No","2002","direct migration background","(1c) basic vocational qualification","720","0.96564854755296","0.952552634523484","0.978744460582435"
"No","2002","direct migration background","(2b) intermediate general qualification","50","0.945048202218321","0.883696292036711","1.00640011239993"
"No","2002","direct migration background","(2a) intermediate vocational","136","0.883434605920038","0.832586544810196","0.93428266702988"
"No","2002","direct migration background","(2c_gen) general maturity certificate","123","0.946840453017404","0.908274377014656","0.985406529020153"
"No","2002","direct migration background","(2c_voc) vocational maturity certificate","274","0.958349357279567","0.935275264803964","0.981423449755171"
"No","2002","direct migration background","(3a) lower tertiary education","70","0.91734952940191","0.856242541588694","0.978456517215127"
"No","2002","direct migration background","(3b) higher tertiary education","218","0.962162623918397","0.937286734450176","0.987038513386618"
"No","2002","indirect migration background","(0) in school","66","0.93722166309447","0.879568956987062","0.994874369201879"
"No","2002","indirect migration background","(1a) inadequately completed","8","","",""
"No","2002","indirect migration background","(1b) general elementary school","114","0.947033996329786","0.906794179219017","0.987273813440554"
"No","2002","indirect migration background","(1c) basic vocational qualification","129","0.99453976621892","0.981872202133803","1.00720733030404"
"No","2002","indirect migration background","(2b) intermediate general qualification","70","0.973189218580573","0.936386016049249","1.0099924211119"
"No","2002","indirect migration background","(2a) intermediate vocational","108","0.924298577094895","0.876571454628255","0.972025699561535"
"No","2002","indirect migration background","(2c_gen) general maturity certificate","66","0.904652871025997","0.8368143086392","0.972491433412794"
"No","2002","indirect migration background","(2c_voc) vocational maturity certificate","39","0.979927450979574","0.936998093528374","1.02285680843078"
"No","2002","indirect migration background","(3a) lower tertiary education","14","","",""
"No","2002","indirect migration background","(3b) higher tertiary education","30","0.891580272857736","0.788577610757456","0.994582934958015"
"Yes","2003","no migration background","(0) in school","37","0.0944130337205028","0.0653557945297468","0.123470272911259"
"Yes","2003","no migration background","(1a) inadequately completed","1","","",""
"Yes","2003","no migration background","(1b) general elementary school","40","0.0210246765738205","0.0134470769435447","0.0286022762040964"
"Yes","2003","no migration background","(1c) basic vocational qualification","174","0.0290001051314925","0.0243590244918715","0.0336411857711135"
"Yes","2003","no migration background","(2b) intermediate general qualification","38","0.0773212459249321","0.0531221106962353","0.101520381153629"
"Yes","2003","no migration background","(2a) intermediate vocational","331","0.0748110741186166","0.0668987308834154","0.0827234173538179"
"Yes","2003","no migration background","(2c_gen) general maturity certificate","50","0.0948446933456206","0.0690851614958033","0.120604225195438"
"Yes","2003","no migration background","(2c_voc) vocational maturity certificate","85","0.0714317434451837","0.0554291971509295","0.0874342897394378"
"Yes","2003","no migration background","(3a) lower tertiary education","102","0.0755719312439729","0.0607525759529382","0.0903912865350075"
"Yes","2003","no migration background","(3b) higher tertiary education","78","0.067909929104339","0.0537222876935022","0.0820975705151759"
"Yes","2003","direct migration background","(0) in school","1","","",""
"Yes","2003","direct migration background","(1a) inadequately completed","2","","",""
"Yes","2003","direct migration background","(1b) general elementary school","8","","",""
"Yes","2003","direct migration background","(1c) basic vocational qualification","27","","",""
"Yes","2003","direct migration background","(2b) intermediate general qualification","5","","",""
"Yes","2003","direct migration background","(2a) intermediate vocational","15","","",""
"Yes","2003","direct migration background","(2c_gen) general maturity certificate","7","","",""
"Yes","2003","direct migration background","(2c_voc) vocational maturity certificate","12","","",""
"Yes","2003","direct migration background","(3a) lower tertiary education","4","","",""
"Yes","2003","direct migration background","(3b) higher tertiary education","16","","",""
"Yes","2003","indirect migration background","(0) in school","3","","",""
"Yes","2003","indirect migration background","(1a) inadequately completed","2","","",""
"Yes","2003","indirect migration background","(1b) general elementary school","8","","",""
"Yes","2003","indirect migration background","(1c) basic vocational qualification","8","","",""
"Yes","2003","indirect migration background","(2b) intermediate general qualification","6","","",""
"Yes","2003","indirect migration background","(2a) intermediate vocational","9","","",""
"Yes","2003","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"Yes","2003","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2003","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2003","indirect migration background","(3b) higher tertiary education","3","","",""
"No","2003","no migration background","(0) in school","352","0.905586966279497","0.876529727088741","0.934644205470253"
"No","2003","no migration background","(1a) inadequately completed","77","0.99622361438465","0.982611757539198","1.0098354712301"
"No","2003","no migration background","(1b) general elementary school","1337","0.978975323426179","0.971397723795904","0.986552923056455"
"No","2003","no migration background","(1c) basic vocational qualification","4848","0.970999894868507","0.966358814228886","0.975640975508128"
"No","2003","no migration background","(2b) intermediate general qualification","430","0.922678754075068","0.898479618846371","0.946877889303765"
"No","2003","no migration background","(2a) intermediate vocational","3916","0.925188925881383","0.917276582646182","0.933101269116585"
"No","2003","no migration background","(2c_gen) general maturity certificate","447","0.905155306654379","0.879395774804562","0.930914838504197"
"No","2003","no migration background","(2c_voc) vocational maturity certificate","910","0.928568256554816","0.912565710260562","0.94457080284907"
"No","2003","no migration background","(3a) lower tertiary education","1120","0.924428068756027","0.909608713464993","0.939247424047062"
"No","2003","no migration background","(3b) higher tertiary education","1130","0.932090070895661","0.917902429484824","0.946277712306498"
"No","2003","direct migration background","(0) in school","46","0.976274993899263","0.932765061232806","1.01978492656572"
"No","2003","direct migration background","(1a) inadequately completed","175","0.993714770287234","0.982072091712311","1.00535744886216"
"No","2003","direct migration background","(1b) general elementary school","585","0.981530642626321","0.97069390476555","0.992367380487092"
"No","2003","direct migration background","(1c) basic vocational qualification","688","0.962922874544669","0.949073063440191","0.976772685649147"
"No","2003","direct migration background","(2b) intermediate general qualification","46","0.864368927805507","0.770398290177542","0.958339565433472"
"No","2003","direct migration background","(2a) intermediate vocational","130","0.926406243064559","0.883906596978813","0.968905889150305"
"No","2003","direct migration background","(2c_gen) general maturity certificate","111","0.957169519153737","0.920637136958665","0.99370190134881"
"No","2003","direct migration background","(2c_voc) vocational maturity certificate","260","0.971904479919263","0.952266628541745","0.991542331296781"
"No","2003","direct migration background","(3a) lower tertiary education","69","0.880221167959606","0.805735519642938","0.954706816276273"
"No","2003","direct migration background","(3b) higher tertiary education","200","0.935159904328642","0.902321202689364","0.967998605967921"
"No","2003","indirect migration background","(0) in school","55","0.951665618238597","0.896470029772065","1.00686120670513"
"No","2003","indirect migration background","(1a) inadequately completed","6","","",""
"No","2003","indirect migration background","(1b) general elementary school","107","0.946416393488315","0.905258203408595","0.987574583568036"
"No","2003","indirect migration background","(1c) basic vocational qualification","124","0.94966248334748","0.912363958205688","0.986961008489272"
"No","2003","indirect migration background","(2b) intermediate general qualification","63","0.824741520520992","0.735035416608493","0.91444762443349"
"No","2003","indirect migration background","(2a) intermediate vocational","116","0.89285054889083","0.838628310157554","0.947072787624107"
"No","2003","indirect migration background","(2c_gen) general maturity certificate","66","0.883189112289755","0.808998260328363","0.957379964251147"
"No","2003","indirect migration background","(2c_voc) vocational maturity certificate","45","0.952941604640944","0.893034383681348","1.01284882560054"
"No","2003","indirect migration background","(3a) lower tertiary education","13","","",""
"No","2003","indirect migration background","(3b) higher tertiary education","35","0.894946489957517","0.797456480832575","0.99243649908246"
"Yes","2004","no migration background","(0) in school","31","0.0487086490607377","0.0295906063821155","0.06782669173936"
"Yes","2004","no migration background","(1a) inadequately completed","5","","",""
"Yes","2004","no migration background","(1b) general elementary school","32","0.0236397625748757","0.0154533285474519","0.0318261966022996"
"Yes","2004","no migration background","(1c) basic vocational qualification","213","0.0367385073039547","0.0316303756447887","0.0418466389631207"
"Yes","2004","no migration background","(2b) intermediate general qualification","57","0.0910076244881999","0.0655411362846532","0.116474112691746"
"Yes","2004","no migration background","(2a) intermediate vocational","386","0.0776777719350804","0.0700295937966905","0.0853259500734703"
"Yes","2004","no migration background","(2c_gen) general maturity certificate","53","0.0769553190045589","0.0563389936008299","0.0975716444082879"
"Yes","2004","no migration background","(2c_voc) vocational maturity certificate","110","0.0883763330568289","0.0724293480280821","0.104323318085576"
"Yes","2004","no migration background","(3a) lower tertiary education","110","0.0555730822648932","0.0443546219514313","0.066791542578355"
"Yes","2004","no migration background","(3b) higher tertiary education","156","0.0653132478026852","0.0551446692090897","0.0754818263962808"
"Yes","2004","direct migration background","(0) in school","3","","",""
"Yes","2004","direct migration background","(1a) inadequately completed","6","","",""
"Yes","2004","direct migration background","(1b) general elementary school","15","","",""
"Yes","2004","direct migration background","(1c) basic vocational qualification","35","0.0589040964089968","0.0418128389039458","0.0759953539140478"
"Yes","2004","direct migration background","(2b) intermediate general qualification","4","","",""
"Yes","2004","direct migration background","(2a) intermediate vocational","10","","",""
