"ple0160","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","1999","indirect migration background","Urban Area","491","0.926952705417433","0.904651512086385","0.949253898748481","2"
"No","1999","no migration background","Urban Area","6274","0.952051422464829","0.946907731025895","0.957195113903763","2"
"No","1999","indirect migration background","Rural Area","81","0.943303490667443","0.894708405667785","0.991898575667102","2"
"No","1999","no migration background","Rural Area","4037","0.946387345007174","0.939641409679203","0.953133280335144","2"
"No","1999","direct migration background","Urban Area","1815","0.980117828922275","0.973780646850719","0.986455010993832","2"
"No","1999","direct migration background","Rural Area","344","0.977521874834662","0.962058509260716","0.992985240408609","2"
"Yes","1999","no migration background","Urban Area","354","0.0479485775351712","0.0428048860962374","0.053092268974105","1"
"Yes","1999","no migration background","Rural Area","246","0.0536126549928263","0.0468667196648555","0.0603585903207971","1"
"Yes","1999","direct migration background","Urban Area","49","0.0198821710777248","0.0135449890061682","0.0262193531492814","1"
"Yes","1999","direct migration background","Rural Area","9","","","","1"
"Yes","1999","indirect migration background","Urban Area","32","0.0730472945825672","0.050746101251519","0.0953484879136154","1"
"Yes","1999","indirect migration background","Rural Area","6","","","","1"
"No","2000","no migration background","Urban Area","11659","0.940059011301608","0.935885640451957","0.944232382151259","2"
"No","2000","indirect migration background","Urban Area","660","0.929852392821135","0.911184423307485","0.948520362334786","2"
"No","2000","indirect migration background","Rural Area","103","0.940582144919934","0.896403885746477","0.98476040409339","2"
"No","2000","no migration background","Rural Area","7135","0.942942194018979","0.937731803860112","0.948152584177845","2"
"No","2000","direct migration background","Urban Area","2640","0.952775551220796","0.94487057161168","0.960680530829912","2"
"No","2000","direct migration background","Rural Area","551","0.966959184091756","0.952323931143011","0.981594437040501","2"
"Yes","2000","no migration background","Urban Area","769","0.059940988698392","0.0557676178487412","0.0641143595480429","1"
"Yes","2000","no migration background","Rural Area","478","0.0570578059810213","0.0518474158221549","0.0622681961398877","1"
"Yes","2000","direct migration background","Urban Area","126","0.0472244487792037","0.0393194691700876","0.0551294283883198","1"
"Yes","2000","direct migration background","Rural Area","22","","","","1"
"Yes","2000","indirect migration background","Urban Area","59","0.0701476071788647","0.0514796376652141","0.0888155766925152","1"
"Yes","2000","indirect migration background","Rural Area","7","","","","1"
"No","2001","no migration background","Urban Area","10698","0.942106062752434","0.937816719477267","0.946395406027601","2"
"No","2001","no migration background","Rural Area","6456","0.939897285373114","0.934292903285883","0.945501667460345","2"
"No","2001","indirect migration background","Urban Area","631","0.937242746690239","0.918919662935419","0.955565830445058","2"
"No","2001","indirect migration background","Rural Area","86","0.899259454099692","0.840267504781202","0.958251403418182","2"
