"ple0160","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"No","1999","(Married) couple without C. ","Female","1979","0.965015913065648","0.95710255985493","0.972929266276366","2"
"No","1999","(Married) couple without C. ","Male","1983","0.967870471303727","0.960260916053694","0.975480026553759","2"
"No","1999","1-pers.-HH","Female","1015","0.978307041730509","0.9694447428105","0.987169340650517","2"
"No","1999","1-pers.-HH","Male","609","0.934847434075181","0.915976146248385","0.953718721901976","2"
"No","1999","Couple + C. GT 16 ","Female","1111","0.962426089562083","0.951482847948499","0.973369331175666","2"
"No","1999","Couple + C. GT 16 ","Male","1270","0.948074503351218","0.936208030558048","0.959940976144388","2"
"No","1999","Couple + C. LE 16 ","Female","1423","0.933138213751694","0.920614060050895","0.945662367452493","2"
"No","1999","Couple + C. LE 16 ","Male","1407","0.931380402140325","0.918603904918146","0.944156899362504","2"
"No","1999","Couple + C. LE and GT 16","Female","529","0.932789217105578","0.912124961047991","0.953453473163164","2"
"No","1999","Couple + C. LE and GT 16","Male","572","0.957597657630908","0.941460719217104","0.973734596044712","2"
"No","1999","Single parent ","Female","449","0.948830581019108","0.928931307701561","0.968729854336655","2"
"No","1999","Single parent ","Male","229","0.93896062010498","0.909104844354654","0.968816395855306","2"
"Yes","1999","Couple + C. LE and GT 16","Female","35","0.0672107828944222","0.0465465268368359","0.0878750389520085","1"
"Yes","1999","(Married) couple without C. ","Female","92","0.0349840869343518","0.0270707337236336","0.0428974401450701","1"
"Yes","1999","(Married) couple without C. ","Male","80","0.0321295286962734","0.0245199734462411","0.0397390839463056","1"
"Yes","1999","1-pers.-HH","Female","23","","","","1"
"Yes","1999","Couple + C. GT 16 ","Female","49","0.0375739104379176","0.0266306688243339","0.0485171520515012","1"
"Yes","1999","Couple + C. LE and GT 16","Male","27","","","","1"
"Yes","1999","1-pers.-HH","Male","48","0.0651525659248195","0.0462812780980237","0.0840238537516153","1"
"Yes","1999","Couple + C. LE 16 ","Female","105","0.0668617862483062","0.0543376325475073","0.0793859399491051","1"
"Yes","1999","Couple + C. GT 16 ","Male","73","0.0519254966487824","0.0400590238556125","0.0637919694419524","1"
"Yes","1999","Couple + C. LE 16 ","Male","97","0.0686195978596749","0.0558431006374959","0.0813960950818539","1"
"Yes","1999","Single parent ","Female","22","","","","1"
"Yes","1999","Single parent ","Male","18","","","","1"
"No","2000","(Married) couple without C. ","Female","3591","0.944541777630373","0.937267690704403","0.951815864556343","2"
"No","2000","(Married) couple without C. ","Male","3610","0.959116643923723","0.952796473222325","0.96543681462512","2"
"No","2000","1-pers.-HH","Female","1892","0.969361193794976","0.961741359125978","0.976981028463973","2"
"No","2000","1-pers.-HH","Male","1278","0.916124853757611","0.901609654524312","0.93064005299091","2"
"No","2000","Couple + C. GT 16 ","Female","1746","0.943383977483107","0.932861347311299","0.953906607654915","2"
"No","2000","Couple + C. GT 16 ","Male","1959","0.936579775551051","0.92616344556551","0.946996105536593","2"
"No","2000","Couple + C. LE 16 ","Female","2449","0.923959414780169","0.913861765247104","0.934057064313234","2"
"No","2000","Couple + C. LE 16 ","Male","2409","0.922769908959243","0.91251257654131","0.933027241377176","2"
"No","2000","Couple + C. LE and GT 16","Female","896","0.940935885628558","0.925999896585089","0.955871874672026","2"
"No","2000","Couple + C. LE and GT 16","Male","912","0.933851087900256","0.91831393285189","0.949388242948622","2"
"No","2000","Single parent ","Female","789","0.959141472936628","0.945657570208325","0.972625375664931","2"
"No","2000","Single parent ","Male","353","0.940428589249984","0.916536217135928","0.96432096136404","2"
"Yes","2000","Couple + C. LE and GT 16","Female","61","0.0590641143714425","0.0441281253279737","0.0740001034149113","1"
"Yes","2000","(Married) couple without C. ","Female","212","0.0554582223696269","0.0481841354436566","0.0627323092955972","1"
"Yes","2000","1-pers.-HH","Female","73","0.0306388062050243","0.023018971536027","0.0382586408740215","1"
"Yes","2000","(Married) couple without C. ","Male","161","0.0408833560762771","0.0345631853748797","0.0472035267776746","1"
"Yes","2000","Couple + C. GT 16 ","Female","107","0.056616022516893","0.0460933923450855","0.0671386526887006","1"
"Yes","2000","1-pers.-HH","Male","123","0.0838751462423889","0.06935994700909","0.0983903454756879","1"
"Yes","2000","Couple + C. LE and GT 16","Male","71","0.066148912099744","0.0506117570513777","0.0816860671481104","1"
"Yes","2000","Couple + C. GT 16 ","Male","144","0.0634202244489487","0.0530038944634069","0.0738365544344904","1"
"Yes","2000","Couple + C. LE 16 ","Female","198","0.0760405852198309","0.065942935686766","0.0861382347528959","1"
"Yes","2000","Couple + C. LE 16 ","Male","193","0.0772300910407571","0.0669727586228241","0.0874874234586901","1"
"Yes","2000","Single parent ","Female","39","0.0408585270633718","0.0273746243350688","0.0543424297916748","1"
"Yes","2000","Single parent ","Male","24","","","","1"
"No","2001","Couple + C. GT 16 ","Female","1628","0.952264324463353","0.942205945623181","0.962322703303524","2"
