"ple0160","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2000","(1b) general elementary school","Female","40","0.0159814685480641","0.0105019287735704","0.0214610083225577"
"Yes","2000","(1c) basic vocational qualification","Male","144","0.0321070597731301","0.0268319272533526","0.0373821922929077"
"Yes","2000","(1c) basic vocational qualification","Female","132","0.0373978231434996","0.0311502824107092","0.0436453638762901"
"Yes","2000","(2b) intermediate general qualification","Male","36","0.116516625704804","0.0808582926826632","0.152174958726945"
"Yes","2000","(2b) intermediate general qualification","Female","35","0.0628628700782513","0.0397328194901959","0.0859929206663067"
"Yes","2000","(2a) intermediate vocational","Male","227","0.0889896476952791","0.0776078133848982","0.10037148200566"
"Yes","2000","(2a) intermediate vocational","Female","243","0.0733251729177334","0.0642380568791133","0.0824122889563534"
"Yes","2000","(2c_gen) general maturity certificate","Male","55","0.12479922347696","0.0919990926297967","0.157599354324122"
"Yes","2000","(2c_gen) general maturity certificate","Female","33","0.0841327149028899","0.0581956709700274","0.110069758835752"
"Yes","2000","(2c_voc) vocational maturity certificate","Male","70","0.101931018865019","0.0802487201733694","0.123613317556668"
"Yes","2000","(2c_voc) vocational maturity certificate","Female","72","0.081438042064123","0.0626835652954838","0.100192518832762"
"Yes","2000","(3a) lower tertiary education","Male","57","0.0706887030907983","0.054277745968733","0.0870996602128636"
"Yes","2000","(3a) lower tertiary education","Female","53","0.0618379207164536","0.0447698768703761","0.0789059645625312"
"Yes","2000","(3b) higher tertiary education","Male","102","0.0844795146068505","0.0689564919684523","0.100002537245249"
"Yes","2000","(3b) higher tertiary education","Female","91","0.0954239574492149","0.076218728106463","0.114629186791967"
"No","2000","(0) in school","Male","233","0.97152032958286","0.950431981251322","0.992608677914397"
"No","2000","(0) in school","Female","243","0.952674243471231","0.926714372843296","0.978634114099166"
"No","2000","(1a) inadequately completed","Male","178","0.984755407995369","0.966905709130773","1.00260510685997"
"No","2000","(1a) inadequately completed","Female","235","0.976908322621171","0.957945882818874","0.995870762423468"
"No","2000","(1b) general elementary school","Male","831","0.959611642405774","0.946522413782655","0.972700871028893"
"No","2000","(1b) general elementary school","Female","1972","0.984018531451936","0.978538991677442","0.98949807122643"
"No","2000","(1c) basic vocational qualification","Male","4146","0.96789294022687","0.962617807707092","0.973168072746647"
"No","2000","(1c) basic vocational qualification","Female","3411","0.9626021768565","0.95635463612371","0.968849717589291"
"No","2000","(2b) intermediate general qualification","Male","275","0.883483374295196","0.847825041273055","0.919141707317337"
"No","2000","(2b) intermediate general qualification","Female","388","0.937137129921749","0.914007079333693","0.960267180509804"
"No","2000","(2a) intermediate vocational","Male","2177","0.911010352304721","0.89962851799434","0.922392186615102"
"No","2000","(2a) intermediate vocational","Female","2918","0.926674827082267","0.917587711043647","0.935761943120887"
"No","2000","(2c_gen) general maturity certificate","Male","335","0.875200776523041","0.842400645675878","0.908000907370203"
"No","2000","(2c_gen) general maturity certificate","Female","407","0.91586728509711","0.889930241164248","0.941804329029973"
"No","2000","(2c_voc) vocational maturity certificate","Male","678","0.898068981134981","0.876386682443332","0.919751279826631"
"No","2000","(2c_voc) vocational maturity certificate","Female","745","0.918561957935877","0.899807481167238","0.937316434704516"
"No","2000","(3a) lower tertiary education","Male","880","0.929311296909202","0.912900339787136","0.945722254031267"
"No","2000","(3a) lower tertiary education","Female","712","0.938162079283546","0.921094035437469","0.955230123129624"
"No","2000","(3b) higher tertiary education","Male","1131","0.915520485393149","0.899997462754751","0.931043508031548"
"No","2000","(3b) higher tertiary education","Female","808","0.904576042550785","0.885370813208033","0.923781271893537"
"Yes","2001","(0) in school","Male","10","","",""
"Yes","2001","(0) in school","Female","12","","",""
"Yes","2001","(1a) inadequately completed","Male","5","","",""
"Yes","2001","(1a) inadequately completed","Female","4","","",""
"Yes","2001","(1b) general elementary school","Male","31","0.0499185142565986","0.0344151931909484","0.0654218353222488"
"Yes","2001","(1b) general elementary school","Female","46","0.022691159484252","0.0156819699756401","0.0297003489928638"
"Yes","2001","(1c) basic vocational qualification","Male","144","0.0398493305876591","0.0336276458336677","0.0460710153416505"
"Yes","2001","(1c) basic vocational qualification","Female","93","0.0280322265076972","0.0222532181217686","0.0338112348936257"
"Yes","2001","(2b) intermediate general qualification","Male","28","","",""
"Yes","2001","(2b) intermediate general qualification","Female","30","0.0616001278392365","0.0377384727308768","0.0854617829475962"
"Yes","2001","(2a) intermediate vocational","Male","195","0.079021512102072","0.067819709668912","0.090223314535232"
"Yes","2001","(2a) intermediate vocational","Female","221","0.070267044257426","0.0609660541571557","0.0795680343576963"
"Yes","2001","(2c_gen) general maturity certificate","Male","59","0.148238633483993","0.111532679910244","0.184944587057743"
"Yes","2001","(2c_gen) general maturity certificate","Female","54","0.114388429523204","0.0844440088054186","0.14433285024099"
"Yes","2001","(2c_voc) vocational maturity certificate","Male","55","0.0791431158698138","0.0590000214971136","0.0992862102425141"
"Yes","2001","(2c_voc) vocational maturity certificate","Female","69","0.0792334295869245","0.0601678548846639","0.0982990042891851"
"Yes","2001","(3a) lower tertiary education","Male","59","0.0735304406713377","0.0561368518666006","0.0909240294760747"
"Yes","2001","(3a) lower tertiary education","Female","52","0.0778800032962552","0.0584799553021654","0.097280051290345"
"Yes","2001","(3b) higher tertiary education","Male","82","0.0834015226327287","0.0673304666422506","0.0994725786232067"
"Yes","2001","(3b) higher tertiary education","Female","84","0.104981761017734","0.0841029486116515","0.125860573423816"
"No","2001","(0) in school","Male","253","0.972596012906182","0.952865274604103","0.992326751208262"
"No","2001","(0) in school","Female","271","0.956609688381989","0.932873081055849","0.980346295708129"
"No","2001","(1a) inadequately completed","Male","134","0.964630619048606","0.933923792079911","0.995337446017302"
"No","2001","(1a) inadequately completed","Female","179","0.982363716013059","0.963293208779143","1.00143422324698"
"No","2001","(1b) general elementary school","Male","727","0.950081485743401","0.934578164677751","0.965584806809052"
"No","2001","(1b) general elementary school","Female","1688","0.977308840515748","0.970299651007136","0.98431803002436"
"No","2001","(1c) basic vocational qualification","Male","3653","0.960150669412341","0.95392898465835","0.966372354166332"
"No","2001","(1c) basic vocational qualification","Female","3041","0.971967773492303","0.966188765106374","0.977746781878231"
"No","2001","(2b) intermediate general qualification","Male","241","0.907899711405703","0.873343876888199","0.942455545923207"
"No","2001","(2b) intermediate general qualification","Female","360","0.938399872160764","0.914538217052404","0.962261527269123"
"No","2001","(2a) intermediate vocational","Male","2033","0.920978487897928","0.909776685464768","0.932180290331088"
"No","2001","(2a) intermediate vocational","Female","2680","0.929732955742574","0.920431965642304","0.939033945842844"
"No","2001","(2c_gen) general maturity certificate","Male","301","0.851761366516007","0.815055412942257","0.888467320089756"
"No","2001","(2c_gen) general maturity certificate","Female","380","0.885611570476796","0.85566714975901","0.915555991194581"
"No","2001","(2c_voc) vocational maturity certificate","Male","635","0.920856884130186","0.900713789757486","0.940999978502886"
"No","2001","(2c_voc) vocational maturity certificate","Female","702","0.920766570413076","0.901700995710815","0.939832145115336"
"No","2001","(3a) lower tertiary education","Male","806","0.926469559328662","0.909075970523925","0.943863148133399"
"No","2001","(3a) lower tertiary education","Female","681","0.922119996703745","0.902719948709655","0.941520044697835"
"No","2001","(3b) higher tertiary education","Male","1055","0.916598477367271","0.900527421376793","0.932669533357749"
"No","2001","(3b) higher tertiary education","Female","744","0.895018238982266","0.874139426576184","0.915897051388349"
"Yes","2002","(0) in school","Male","9","","",""
"Yes","2002","(0) in school","Female","10","","",""
"Yes","2002","(1a) inadequately completed","Male","3","","",""
"Yes","2002","(1a) inadequately completed","Female","2","","",""
"Yes","2002","(1b) general elementary school","Male","25","","",""
"Yes","2002","(1b) general elementary school","Female","30","0.0203989099762281","0.0132924321124822","0.0275053878399741"
"Yes","2002","(1c) basic vocational qualification","Male","112","0.030420775595028","0.024552277961091","0.0362892732289649"
"Yes","2002","(1c) basic vocational qualification","Female","80","0.0222752862231332","0.0168723487570391","0.0276782236892272"
"Yes","2002","(2b) intermediate general qualification","Male","26","","",""
"Yes","2002","(2b) intermediate general qualification","Female","30","0.0645686217675124","0.0388580782360221","0.0902791652990027"
"Yes","2002","(2a) intermediate vocational","Male","131","0.0725325231941045","0.0608578518919004","0.0842071944963087"
"Yes","2002","(2a) intermediate vocational","Female","149","0.0505732445581773","0.0424218952976875","0.0587245938186671"
"Yes","2002","(2c_gen) general maturity certificate","Male","35","0.0916046586874377","0.0604812360183957","0.12272808135648"
"Yes","2002","(2c_gen) general maturity certificate","Female","28","","",""
"Yes","2002","(2c_voc) vocational maturity certificate","Male","37","0.0653710522678592","0.0452026016373133","0.0855395028984051"
"Yes","2002","(2c_voc) vocational maturity certificate","Female","59","0.0745331256287689","0.0556991113010434","0.0933671399564943"
"Yes","2002","(3a) lower tertiary education","Male","30","0.0378739731106867","0.0237327984680902","0.0520151477532832"
"Yes","2002","(3a) lower tertiary education","Female","36","0.0497986086910854","0.0332155821080859","0.066381635274085"
"Yes","2002","(3b) higher tertiary education","Male","45","0.0509121817079086","0.0361172072926334","0.0657071561231838"
"Yes","2002","(3b) higher tertiary education","Female","32","0.0411735205353122","0.0260265293622934","0.0563205117083311"
"No","2002","(0) in school","Male","224","0.953468082271689","0.926422353648625","0.980513810894753"
"No","2002","(0) in school","Female","240","0.948643122023618","0.921282319901716","0.976003924145521"
"No","2002","(1a) inadequately completed","Male","118","0.976962444014572","0.950231607965212","1.00369328006393"
"No","2002","(1a) inadequately completed","Female","157","0.991354329541655","0.976964245790563","1.00574441329275"
"No","2002","(1b) general elementary school","Male","645","0.960140155691569","0.945327060782688","0.97495325060045"
"No","2002","(1b) general elementary school","Female","1490","0.979601090023772","0.972494612160026","0.986707567887518"
"No","2002","(1c) basic vocational qualification","Male","3178","0.969579224404972","0.963710726771035","0.975447722038909"
"No","2002","(1c) basic vocational qualification","Female","2786","0.977724713776867","0.972321776310773","0.983127651242961"
"No","2002","(2b) intermediate general qualification","Male","221","0.929426575835067","0.897487102366312","0.961366049303822"
"No","2002","(2b) intermediate general qualification","Female","321","0.935431378232488","0.909720834700997","0.961141921763978"
"No","2002","(2a) intermediate vocational","Male","1765","0.927467476805895","0.915792805503691","0.9391421481081"
"No","2002","(2a) intermediate vocational","Female","2627","0.949426755441823","0.941275406181333","0.957578104702312"
"No","2002","(2c_gen) general maturity certificate","Male","295","0.908395341312562","0.87727191864352","0.939518763981604"
"No","2002","(2c_gen) general maturity certificate","Female","360","0.911847674340851","0.883637208168558","0.940058140513144"
"No","2002","(2c_voc) vocational maturity certificate","Male","540","0.934628947732141","0.914460497101595","0.954797398362687"
"No","2002","(2c_voc) vocational maturity certificate","Female","688","0.925466874371231","0.906632860043506","0.944300888698957"
"No","2002","(3a) lower tertiary education","Male","670","0.962126026889313","0.947984852246717","0.97626720153191"
"No","2002","(3a) lower tertiary education","Female","625","0.950201391308915","0.933618364725915","0.966784417891914"
"No","2002","(3b) higher tertiary education","Male","803","0.949087818292091","0.934292843876816","0.963882792707367"
"No","2002","(3b) higher tertiary education","Female","629","0.958826479464688","0.943679488291669","0.973973470637707"
"Yes","2003","(0) in school","Male","20","","",""
"Yes","2003","(0) in school","Female","21","","",""
"Yes","2003","(1a) inadequately completed","Male","3","","",""
"Yes","2003","(1a) inadequately completed","Female","2","","",""
"Yes","2003","(1b) general elementary school","Male","26","","",""
"Yes","2003","(1b) general elementary school","Female","30","0.0209120222096757","0.0135112038427085","0.0283128405766429"
"Yes","2003","(1c) basic vocational qualification","Male","119","0.0334844355460524","0.0271720035678402","0.0397968675242647"
"Yes","2003","(1c) basic vocational qualification","Female","90","0.0267322769868394","0.0207025887487469","0.0327619652249319"
"Yes","2003","(2b) intermediate general qualification","Male","30","0.145436321237384","0.101648123265711","0.189224519209058"
"Yes","2003","(2b) intermediate general qualification","Female","19","","",""
"Yes","2003","(2a) intermediate vocational","Male","134","0.0684354648844258","0.0568797848143891","0.0799911449544625"
"Yes","2003","(2a) intermediate vocational","Female","221","0.0809593272851016","0.0706379283123293","0.091280726257874"
"Yes","2003","(2c_gen) general maturity certificate","Male","33","0.0960085551585223","0.0637806036112496","0.128236506705795"
"Yes","2003","(2c_gen) general maturity certificate","Female","30","0.073526590826518","0.0467875242409366","0.100265657412099"
"Yes","2003","(2c_voc) vocational maturity certificate","Male","34","0.0570909531348156","0.0378745267889007","0.0763073794807305"
"Yes","2003","(2c_voc) vocational maturity certificate","Female","66","0.0636476422528326","0.0462341679406386","0.0810611165650266"
"Yes","2003","(3a) lower tertiary education","Male","48","0.0751871972411013","0.0552500820041349","0.0951243124780678"
"Yes","2003","(3a) lower tertiary education","Female","58","0.0825814558407186","0.0611897923646114","0.103973119316826"
"Yes","2003","(3b) higher tertiary education","Male","44","0.0480731952506181","0.0333684978862002","0.062777892615036"
"Yes","2003","(3b) higher tertiary education","Female","53","0.0917908973139939","0.0695773214442369","0.114004473183751"
"No","2003","(0) in school","Male","219","0.914480045567121","0.8790256580173","0.949934433116942"
"No","2003","(0) in school","Female","234","0.930961014379606","0.899844499510304","0.962077529248908"
"No","2003","(1a) inadequately completed","Male","104","0.956203408098832","0.917428435098493","0.994978381099171"
"No","2003","(1a) inadequately completed","Female","154","0.993669170079879","0.981222962994786","1.00611537716497"
"No","2003","(1b) general elementary school","Male","623","0.976047937211417","0.964284539583965","0.987811334838868"
"No","2003","(1b) general elementary school","Female","1406","0.979087977790324","0.971687159423357","0.986488796157291"
"No","2003","(1c) basic vocational qualification","Male","3001","0.966515564453948","0.960203132475735","0.97282799643216"
"No","2003","(1c) basic vocational qualification","Female","2659","0.973267723013161","0.967238034775068","0.979297411251253"
"No","2003","(2b) intermediate general qualification","Male","219","0.854563678762616","0.810775480790943","0.898351876734289"
"No","2003","(2b) intermediate general qualification","Female","320","0.942193145719667","0.917349925992938","0.967036365446397"
"No","2003","(2a) intermediate vocational","Male","1700","0.931564535115574","0.920008855045538","0.943120215185611"
"No","2003","(2a) intermediate vocational","Female","2462","0.919040672714898","0.908719273742126","0.929362071687671"
"No","2003","(2c_gen) general maturity certificate","Male","288","0.903991444841478","0.871763493294205","0.93621939638875"
"No","2003","(2c_gen) general maturity certificate","Female","336","0.926473409173482","0.899734342587901","0.953212475759063"
"No","2003","(2c_voc) vocational maturity certificate","Male","526","0.942909046865184","0.923692620519269","0.962125473211099"
"No","2003","(2c_voc) vocational maturity certificate","Female","689","0.936352357747167","0.918938883434973","0.953765832059361"
"No","2003","(3a) lower tertiary education","Male","624","0.924812802758899","0.904875687521932","0.944749917995865"
"No","2003","(3a) lower tertiary education","Female","578","0.917418544159281","0.896026880683174","0.938810207635389"
"No","2003","(3b) higher tertiary education","Male","769","0.951926804749382","0.937222107384964","0.9666315021138"
"No","2003","(3b) higher tertiary education","Female","596","0.908209102686006","0.885995526816249","0.930422678555763"
"Yes","2004","(0) in school","Male","13","","",""
"Yes","2004","(0) in school","Female","24","","",""
"Yes","2004","(1a) inadequately completed","Male","5","","",""
"Yes","2004","(1a) inadequately completed","Female","7","","",""
"Yes","2004","(1b) general elementary school","Male","23","","",""
"Yes","2004","(1b) general elementary school","Female","34","0.024388095870711","0.0163138573190712","0.0324623344223507"
"Yes","2004","(1c) basic vocational qualification","Male","153","0.0442712505570741","0.0372296426885124","0.0513128584256357"
"Yes","2004","(1c) basic vocational qualification","Female","104","0.0356709026306745","0.0287950450902959","0.0425467601710531"
"Yes","2004","(2b) intermediate general qualification","Male","25","","",""
"Yes","2004","(2b) intermediate general qualification","Female","41","0.0946887011978856","0.0646932362307135","0.124684166165058"
"Yes","2004","(2a) intermediate vocational","Male","158","0.0700267113749585","0.0591714522007438","0.0808819705491733"
"Yes","2004","(2a) intermediate vocational","Female","247","0.0832744533425811","0.0731607594042792","0.093388147280883"
"Yes","2004","(2c_gen) general maturity certificate","Male","34","0.0810989109523456","0.0541778954909928","0.108019926413698"
"Yes","2004","(2c_gen) general maturity certificate","Female","31","0.0608063775959746","0.0387266369590204","0.0828861182329287"
"Yes","2004","(2c_voc) vocational maturity certificate","Male","54","0.0916052868388413","0.0701125059000305","0.113098067777652"
"Yes","2004","(2c_voc) vocational maturity certificate","Female","78","0.071053619704557","0.053942533784638","0.088164705624476"
"Yes","2004","(3a) lower tertiary education","Male","46","0.0440627774725985","0.030750163982855","0.057375390962342"
"Yes","2004","(3a) lower tertiary education","Female","68","0.0682153582823006","0.0506012938359725","0.0858294227286287"
"Yes","2004","(3b) higher tertiary education","Male","84","0.0538972964982936","0.042465883719475","0.0653287092771121"
"Yes","2004","(3b) higher tertiary education","Female","87","0.0725299199152473","0.057139719731213","0.0879201200992816"
"No","2004","(0) in school","Male","291","0.974663542118994","0.956998624786527","0.992328459451461"
"No","2004","(0) in school","Female","303","0.919014644331071","0.88944550541957","0.948583783242571"
"No","2004","(1a) inadequately completed","Male","103","0.911820173315735","0.858342139450732","0.965298207180737"
"No","2004","(1a) inadequately completed","Female","148","0.934590002649144","0.895666234838077","0.97351377046021"
"No","2004","(1b) general elementary school","Male","594","0.96365579842219","0.948889078262398","0.978422518581982"
"No","2004","(1b) general elementary school","Female","1368","0.975611904129289","0.967537665577649","0.983686142680929"
"No","2004","(1c) basic vocational qualification","Male","3125","0.955728749442926","0.948687141574364","0.962770357311488"
"No","2004","(1c) basic vocational qualification","Female","2691","0.964329097369326","0.957453239828947","0.971204954909704"
"No","2004","(2b) intermediate general qualification","Male","216","0.914469690331948","0.87916078530771","0.949778595356186"
"No","2004","(2b) intermediate general qualification","Female","325","0.905311298802114","0.875315833834942","0.935306763769287"
"No","2004","(2a) intermediate vocational","Male","1965","0.929973288625041","0.919118029450827","0.940828547799256"
"No","2004","(2a) intermediate vocational","Female","2620","0.916725546657419","0.906611852719117","0.926839240595721"
"No","2004","(2c_gen) general maturity certificate","Male","361","0.918901089047654","0.891980073586301","0.945822104509007"
"No","2004","(2c_gen) general maturity certificate","Female","419","0.939193622404025","0.917113881767071","0.96127336304098"
"No","2004","(2c_voc) vocational maturity certificate","Male","638","0.908394713161159","0.886901932222348","0.929887494099969"
"No","2004","(2c_voc) vocational maturity certificate","Female","788","0.928946380295443","0.911835294375524","0.946057466215362"
"No","2004","(3a) lower tertiary education","Male","867","0.955937222527401","0.942624609037658","0.969249836017145"
"No","2004","(3a) lower tertiary education","Female","719","0.931784641717699","0.914170577271371","0.949398706164028"
"No","2004","(3b) higher tertiary education","Male","1415","0.946102703501706","0.934671290722888","0.957534116280525"
"No","2004","(3b) higher tertiary education","Female","1004","0.927470080084753","0.912079879900718","0.942860280268787"
"Yes","2005","(0) in school","Male","14","","",""
"Yes","2005","(0) in school","Female","13","","",""
"Yes","2005","(1a) inadequately completed","Male","4","","",""
"Yes","2005","(1a) inadequately completed","Female","7","","",""
"Yes","2005","(1b) general elementary school","Male","25","","",""
"Yes","2005","(1b) general elementary school","Female","46","0.0369600136090251","0.0266526632443128","0.0472673639737373"
"Yes","2005","(1c) basic vocational qualification","Male","118","0.0362971453310271","0.0296866601064343","0.0429076305556198"
"Yes","2005","(1c) basic vocational qualification","Female","102","0.0358216923167089","0.0287122560549907","0.0429311285784271"
"Yes","2005","(2b) intermediate general qualification","Male","26","","",""
"Yes","2005","(2b) intermediate general qualification","Female","35","0.0791699781812159","0.0509234854615468","0.107416470900885"
"Yes","2005","(2a) intermediate vocational","Male","131","0.0570673602809269","0.0469539142572591","0.0671808063045947"
"Yes","2005","(2a) intermediate vocational","Female","184","0.0677977301936389","0.0583638889559846","0.0772315714312931"
"Yes","2005","(2c_gen) general maturity certificate","Male","45","0.10613159847966","0.0743148359991006","0.137948360960219"
"Yes","2005","(2c_gen) general maturity certificate","Female","36","0.0756203098351966","0.050717487711188","0.100523131959205"
"Yes","2005","(2c_voc) vocational maturity certificate","Male","53","0.0746179948320459","0.0545705773094095","0.0946654123546823"
"Yes","2005","(2c_voc) vocational maturity certificate","Female","52","0.0714611364797683","0.0540826532204628","0.0888396197390738"
"Yes","2005","(3a) lower tertiary education","Male","48","0.060092273762202","0.0443092234161792","0.0758753241082247"
"Yes","2005","(3a) lower tertiary education","Female","55","0.0592716712751937","0.0425496256526505","0.0759937168977369"
"Yes","2005","(3b) higher tertiary education","Male","77","0.0558949264838097","0.0439341458228499","0.0678557071447695"
"Yes","2005","(3b) higher tertiary education","Female","64","0.067315590621604","0.0523924905388197","0.0822386907043883"
"No","2005","(0) in school","Male","297","0.95627508354635","0.933549041245913","0.979001125846786"
"No","2005","(0) in school","Female","324","0.967520338644406","0.94859389837618","0.986446778912632"
"No","2005","(1a) inadequately completed","Male","101","0.965925549899994","0.931224733193234","1.00062636660675"
"No","2005","(1a) inadequately completed","Female","136","0.952363234990817","0.917453020785602","0.987273449196032"
"No","2005","(1b) general elementary school","Male","546","0.954468912648368","0.937370139841059","0.971567685455677"
"No","2005","(1b) general elementary school","Female","1241","0.963039986390975","0.952732636026263","0.973347336755687"
"No","2005","(1c) basic vocational qualification","Male","2957","0.963702854668973","0.95709236944438","0.970313339893566"
"No","2005","(1c) basic vocational qualification","Female","2523","0.964178307683291","0.957068871421573","0.971287743945009"
"No","2005","(2b) intermediate general qualification","Male","197","0.882419213200864","0.840142490021759","0.924695936379969"
"No","2005","(2b) intermediate general qualification","Female","316","0.920830021818784","0.892583529099115","0.949076514538453"
"No","2005","(2a) intermediate vocational","Male","1890","0.942932639719073","0.932819193695405","0.953046085742741"
"No","2005","(2a) intermediate vocational","Female","2544","0.932202269806361","0.922768428568707","0.941636111044015"
"No","2005","(2c_gen) general maturity certificate","Male","315","0.89386840152034","0.862051639039781","0.9256851640009"
"No","2005","(2c_gen) general maturity certificate","Female","397","0.924379690164803","0.899476868040795","0.949282512288812"
"No","2005","(2c_voc) vocational maturity certificate","Male","607","0.925382005167954","0.905334587645318","0.945429422690591"
"No","2005","(2c_voc) vocational maturity certificate","Female","792","0.928538863520232","0.911160380260926","0.945917346779537"
"No","2005","(3a) lower tertiary education","Male","823","0.939907726237798","0.924124675891775","0.955690776583821"
"No","2005","(3a) lower tertiary education","Female","711","0.940728328724806","0.924006283102263","0.957450374347349"
"No","2005","(3b) higher tertiary education","Male","1340","0.94410507351619","0.93214429285523","0.95606585417715"
"No","2005","(3b) higher tertiary education","Female","1019","0.932684409378396","0.917761309295612","0.94760750946118"
"Yes","2006","(0) in school","Male","17","","",""
"Yes","2006","(0) in school","Female","8","","",""
"Yes","2006","(1a) inadequately completed","Male","2","","",""
"Yes","2006","(1a) inadequately completed","Female","2","","",""
"Yes","2006","(1b) general elementary school","Male","24","","",""
"Yes","2006","(1b) general elementary school","Female","40","0.0217988764394015","0.0141000380533696","0.0294977148254333"
"Yes","2006","(1c) basic vocational qualification","Male","103","0.0343878859131466","0.0282052442082121","0.040570527618081"
"Yes","2006","(1c) basic vocational qualification","Female","91","0.0355524343482398","0.0287217119777954","0.0423831567186843"
"Yes","2006","(2b) intermediate general qualification","Male","23","","",""
"Yes","2006","(2b) intermediate general qualification","Female","24","","",""
"Yes","2006","(2a) intermediate vocational","Male","138","0.0592806576933617","0.0493585213842891","0.0692027940024342"
"Yes","2006","(2a) intermediate vocational","Female","155","0.0478008516837772","0.0401242142483771","0.0554774891191772"
"Yes","2006","(2c_gen) general maturity certificate","Male","35","0.0827290312276794","0.0539922228576755","0.111465839597683"
"Yes","2006","(2c_gen) general maturity certificate","Female","28","","",""
"Yes","2006","(2c_voc) vocational maturity certificate","Male","46","0.0730173041607944","0.0538400203764259","0.0921945879451628"
"Yes","2006","(2c_voc) vocational maturity certificate","Female","48","0.0422923829947929","0.0292947034617176","0.0552900625278682"
"Yes","2006","(3a) lower tertiary education","Male","42","0.0401846961072466","0.0278510128257235","0.0525183793887696"
"Yes","2006","(3a) lower tertiary education","Female","43","0.0530694985713933","0.0377633462782305","0.068375650864556"
"Yes","2006","(3b) higher tertiary education","Male","77","0.057409985557276","0.045873787265559","0.0689461838489929"
"Yes","2006","(3b) higher tertiary education","Female","67","0.0594198459507741","0.0460606923400074","0.0727789995615409"
"No","2006","(0) in school","Male","185","0.928015577940263","0.892372984187374","0.963658171693152"
