"ple0160","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1999","(0) in school","310","0.979672607997322","0.964211008638196","0.995134207356449"
"No","1999","(1a) inadequately completed","463","0.972965594525643","0.958365150171196","0.987566038880091"
"No","1999","(1b) general elementary school","1903","0.980748522025697","0.974656005990771","0.986841038060624"
"No","1999","(1c) basic vocational qualification","3962","0.97020923236154","0.965004053438757","0.975414411284324"
"No","1999","(2a) intermediate vocational","2667","0.933514601870646","0.924376232053867","0.942652971687425"
"No","1999","(2b) intermediate general qualification","489","0.918728098710659","0.895595234652595","0.941860962768723"
"No","1999","(2c_gen) general maturity certificate","434","0.913978530282041","0.888868238423782","0.939088822140299"
"No","1999","(2c_voc) vocational maturity certificate","616","0.918615581004555","0.897927301818782","0.939303860190328"
"No","1999","(3a) lower tertiary education","903","0.955937811539022","0.942907659216438","0.968967963861607"
"No","1999","(3b) higher tertiary education","938","0.926724349151751","0.910692995335833","0.94275570296767"
"Yes","1999","(0) in school","10","","",""
"Yes","1999","(1a) inadequately completed","11","","",""
"Yes","1999","(1b) general elementary school","51","0.0192514779743027","0.0131589619393764","0.0253439940092289"
"Yes","1999","(1c) basic vocational qualification","136","0.0297907676384596","0.0245855887156758","0.0349959465612434"
"Yes","1999","(2a) intermediate vocational","188","0.0664853981293541","0.0573470283125748","0.0756237679461333"
"Yes","1999","(2b) intermediate general qualification","47","0.0812719012893412","0.0581390372312769","0.104404765347406"
"Yes","1999","(2c_gen) general maturity certificate","45","0.0860214697179593","0.0609111778597007","0.111131761576218"
"Yes","1999","(2c_voc) vocational maturity certificate","55","0.0813844189954447","0.0606961398096717","0.102072698181218"
"Yes","1999","(3a) lower tertiary education","50","0.0440621884609775","0.031032036138393","0.057092340783562"
"Yes","1999","(3b) higher tertiary education","77","0.0732756508482486","0.0572442970323302","0.089307004664167"
"No","2000","(0) in school","476","0.962231064125827","0.945454063764365","0.979008064487289"
"No","2000","(1a) inadequately completed","413","0.980428888579431","0.967212656390293","0.993645120768569"
"No","2000","(1b) general elementary school","2803","0.97727507337253","0.971833354301372","0.982716792443688"
"No","2000","(1c) basic vocational qualification","7557","0.965479884494239","0.961436996005475","0.969522772983002"
"No","2000","(2a) intermediate vocational","5095","0.919841502102675","0.912707277266386","0.926975726938965"
"No","2000","(2b) intermediate general qualification","663","0.914750066915712","0.894547883515782","0.934952250315643"
"No","2000","(2c_gen) general maturity certificate","742","0.896102917143371","0.875344718318954","0.916861115967788"
"No","2000","(2c_voc) vocational maturity certificate","1423","0.908425828646346","0.894136160087876","0.922715497204816"
"No","2000","(3a) lower tertiary education","1592","0.932919558697845","0.921034854750539","0.944804262645151"
"No","2000","(3b) higher tertiary education","1939","0.910929892954393","0.898838872524082","0.923020913384705"
