"ple0160","year","age_gr","n","percent","lower_confidence","upper_confidence"
"No","1999","16-34 y.","4222","0.910724469145726","0.902492486233883","0.918956452057569"
"No","1999","35-65 y.","7010","0.961335892478414","0.956914800456379","0.965756984500449"
"No","1999","66 and older","1810","0.991428039482012","0.987197396730156","0.995658682233868"
"Yes","1999","16-34 y.","387","0.089275530854274","0.0810435479424312","0.0975075137661167"
"Yes","1999","35-65 y.","295","0.0386641075215857","0.0342430154995507","0.0430851995436208"
"Yes","1999","66 and older","14","","",""
"No","2000","16-34 y.","6363","0.892749326175724","0.885562917903429","0.89993573444802"
"No","2000","35-65 y.","12785","0.949622010038096","0.945926264648996","0.953317755427196"
"No","2000","66 and older","3598","0.990266194520143","0.987072362381501","0.993460026658786"
"Yes","2000","16-34 y.","759","0.107250673824276","0.10006426555198","0.114437082096571"
"Yes","2000","35-65 y.","670","0.050377989961904","0.046682244572804","0.054073735351004"
"Yes","2000","66 and older","32","0.00973380547985652","0.00653997334121448","0.0129276376184986"
"No","2001","16-34 y.","5571","0.88547322574053","0.877596529804367","0.893349921676694"
"No","2001","35-65 y.","11683","0.950032885960861","0.946180909697079","0.953884862224642"
"No","2001","66 and older","3408","0.989812742062971","0.986455159623496","0.993170324502446"
"Yes","2001","16-34 y.","708","0.114526774259469","0.106650078323306","0.122403470195633"
"Yes","2001","35-65 y.","607","0.0499671140391395","0.0461151377753578","0.0538190903029211"
"Yes","2001","66 and older","28","","",""
"No","2002","16-34 y.","4938","0.91460500297468","0.907149711093656","0.922060294855704"
"No","2002","35-65 y.","10373","0.962081387022235","0.958481848054468","0.965680925990001"
"No","2002","66 and older","3233","0.994718116948456","0.992227250379277","0.997208983517635"
"Yes","2002","16-34 y.","460","0.08539499702532","0.0779397051442959","0.0928502889063441"
"Yes","2002","35-65 y.","443","0.0379186129777653","0.0343190740099985","0.0415181519455321"
"Yes","2002","66 and older","20","","",""
"No","2003","16-34 y.","4637","0.899255370407561","0.891050810475619","0.907459930339503"
"No","2003","35-65 y.","9808","0.951030781610922","0.946875846793851","0.955185716427994"
"No","2003","66 and older","3271","0.995392169943857","0.993077646996403","0.997706692891312"
"Yes","2003","16-34 y.","533","0.100744629592439","0.0925400696604971","0.108949189524381"
"Yes","2003","35-65 y.","555","0.0489692183890778","0.0448142835720062","0.0531241532061493"
"Yes","2003","66 and older","18","","",""
"No","2004","16-34 y.","4971","0.892390770736118","0.884262155394752","0.900519386077485"
"No","2004","35-65 y.","11518","0.947327134256066","0.943364634094728","0.951289634417404"
"No","2004","66 and older","3749","0.988660543913677","0.985294064169833","0.992027023657521"
"Yes","2004","16-34 y.","612","0.107609229263882","0.0994806139225151","0.115737844605248"
"Yes","2004","35-65 y.","690","0.0526728657439339","0.0487103655825956","0.0566353659052722"
"Yes","2004","66 and older","51","0.0113394560863228","0.00797297634247864","0.014705935830167"
"No","2005","16-34 y.","4731","0.904344991487845","0.896402694291998","0.912287288683692"
"No","2005","35-65 y.","10940","0.950449642181273","0.946485739972338","0.954413544390208"
"No","2005","66 and older","3736","0.98385825843529","0.979850402765241","0.987866114105339"
"Yes","2005","16-34 y.","537","0.095655008512155","0.0877127113163077","0.103597305708002"
"Yes","2005","35-65 y.","574","0.049550357818727","0.0455864556097921","0.0535142600276618"
"Yes","2005","66 and older","62","0.0161417415647098","0.0121338858946607","0.0201495972347589"
"No","2006","16-34 y.","4646","0.914115470071262","0.906418770349135","0.921812169793389"
"No","2006","35-65 y.","11810","0.956354725430883","0.952753384181428","0.959956066680339"
"No","2006","66 and older","4419","0.990804100792329","0.988003978513493","0.993604223071165"
"Yes","2006","16-34 y.","445","0.0858845299287379","0.0781878302066109","0.0935812296508648"
"Yes","2006","35-65 y.","553","0.0436452745691166","0.0400439333196613","0.0472466158185719"
"Yes","2006","66 and older","45","0.00919589920767123","0.00639577692883536","0.0119960214865071"
"No","2007","16-34 y.","4207","0.904429282844421","0.895983537579308","0.912875028109535"
"No","2007","35-65 y.","10831","0.950001640205742","0.945999713792726","0.954003566618758"
"No","2007","66 and older","4287","0.984436687355063","0.980762597592031","0.988110777118095"
"Yes","2007","16-34 y.","448","0.0955707171555784","0.0871249718904645","0.104016462420692"
"Yes","2007","35-65 y.","562","0.0499983597942582","0.0459964333812423","0.054000286207274"
"Yes","2007","66 and older","73","0.0155633126449372","0.0118892228819052","0.0192374024079692"
"No","2008","16-34 y.","3947","0.911977023557841","0.903574751306026","0.920379295809656"
"No","2008","35-65 y.","10174","0.953919619001889","0.949942226846455","0.957897011157323"
"No","2008","66 and older","4294","0.990138862762449","0.987202801559982","0.993074923964916"
"Yes","2008","16-34 y.","421","0.0880229764421589","0.079620704190344","0.0964252486939739"
"Yes","2008","35-65 y.","500","0.046080380998111","0.0421029888426774","0.0500577731535447"
"Yes","2008","66 and older","57","0.00986113723755076","0.0069250760350839","0.0127971984400176"
"No","2009","16-34 y.","3668","0.919133361092295","0.910681448868805","0.927585273315786"
"No","2009","35-65 y.","9519","0.959224828908593","0.95532831393454","0.963121343882646"
"No","2009","66 and older","4172","0.989399640523632","0.986307953862373","0.99249132718489"
"Yes","2009","16-34 y.","329","0.0808666389077048","0.0724147266842142","0.0893185511311954"
"Yes","2009","35-65 y.","377","0.0407751710914066","0.0368786561173536","0.0446716860654595"
"Yes","2009","66 and older","43","0.0106003594763682","0.00750867281510983","0.0136920461376266"
"No","2010","16-34 y.","3292","0.919245760165506","0.910330780473056","0.928160739857956"
"No","2010","35-65 y.","8777","0.97160010470981","0.968183777278612","0.975016432141007"
"No","2010","66 and older","4010","0.984256240900631","0.980427170240094","0.988085311561169"
"Yes","2010","16-34 y.","296","0.080754239834494","0.0718392601420445","0.0896692195269436"
"Yes","2010","35-65 y.","305","0.0283998952901905","0.0249835678589931","0.0318162227213879"
"Yes","2010","66 and older","50","0.0157437590993687","0.0119146884388315","0.019572829759906"
"No","2011","16-34 y.","3910","0.916122132312369","0.907837681035157","0.92440658358958"
"No","2011","35-65 y.","10826","0.953857875562892","0.949998458992746","0.957717292133038"
"No","2011","66 and older","5078","0.976926004955413","0.972839369079095","0.98101264083173"
"Yes","2011","16-34 y.","391","0.0838778676876314","0.0755934164104201","0.0921623189648427"
"Yes","2011","35-65 y.","525","0.0461421244371081","0.0422827078669619","0.0500015410072542"
"Yes","2011","66 and older","107","0.0230739950445873","0.01898735916827","0.0271606309209046"
"No","2012","16-34 y.","3849","0.929874061376643","0.922095499142063","0.937652623611223"
"No","2012","35-65 y.","10792","0.964054964403852","0.960606653632341","0.967503275175362"
"No","2012","66 and older","5152","0.982240447815494","0.978662659343819","0.98581823628717"
"Yes","2012","16-34 y.","291","0.070125938623357","0.0623473763887767","0.0779045008579373"
"Yes","2012","35-65 y.","403","0.0359450355961483","0.0324967248246379","0.0393933463676587"
"Yes","2012","66 and older","83","0.0177595521845057","0.0141817637128303","0.0213373406561811"
"No","2013","16-34 y.","3504","0.950331817398438","0.943334235268221","0.957329399528654"
"No","2013","35-65 y.","10024","0.977774163422062","0.974921265384286","0.980627061459839"
"No","2013","66 and older","4950","0.989894042253695","0.987121704219854","0.992666380287537"
"Yes","2013","16-34 y.","199","0.0496681826015624","0.0426706004713458","0.0566657647317789"
"Yes","2013","35-65 y.","233","0.0222258365779379","0.0193729385401613","0.0250787346157145"
"Yes","2013","66 and older","50","0.0101059577463046","0.00733361971246295","0.0128782957801462"
"No","2014","16-34 y.","6202","0.939961240620491","0.934216515039561","0.945705966201421"
"No","2014","35-65 y.","15117","0.972920860282825","0.970373293866069","0.975468426699581"
"No","2014","66 and older","4969","0.994176700621995","0.992068740457333","0.996284660786658"
"Yes","2014","16-34 y.","367","0.0600387593795091","0.0542940337985795","0.0657834849604388"
"Yes","2014","35-65 y.","477","0.0270791397171751","0.0245315733004188","0.0296267061339315"
"Yes","2014","66 and older","36","0.00582329937800488","0.00371533921334234","0.00793125954266743"
"No","2015","16-34 y.","5387","0.931176162845089","0.924633959805794","0.937718365884385"
"No","2015","35-65 y.","14001","0.975751690275942","0.973243186595226","0.978260193956657"
"No","2015","66 and older","4909","0.991210837303803","0.988610664184075","0.993811010423532"
"Yes","2015","16-34 y.","365","0.0688238371549108","0.0622816341156152","0.0753660401942064"
"Yes","2015","35-65 y.","443","0.0242483097240585","0.0217398060433429","0.0267568134047742"
"Yes","2015","66 and older","41","0.00878916269619671","0.00618898957646809","0.0113893358159253"
"No","2016","16-34 y.","5183","0.917726206962767","0.910519716285835","0.9249326976397"
"No","2016","35-65 y.","13415","0.972003312268159","0.969260535972808","0.974746088563509"
"No","2016","66 and older","4723","0.991098419038459","0.988433743478754","0.993763094598164"
"Yes","2016","16-34 y.","402","0.0822737930372328","0.0750673023603001","0.0894802837141655"
"Yes","2016","35-65 y.","481","0.0279966877318413","0.0252539114364906","0.030739464027192"
"Yes","2016","66 and older","50","0.0089015809615407","0.0062369054018357","0.0115662565212457"
"No","2017","16-34 y.","5738","0.938081250685716","0.932056379025473","0.944106122345958"
"No","2017","35-65 y.","14805","0.966506123686182","0.963663351790032","0.969348895582333"
"No","2017","66 and older","4952","0.987591763019302","0.984531345932163","0.990652180106442"
"Yes","2017","16-34 y.","409","0.0619187493142842","0.0558938776540417","0.0679436209745267"
"Yes","2017","35-65 y.","583","0.0334938763138176","0.0306511044176674","0.0363366482099677"
"Yes","2017","66 and older","74","0.0124082369806979","0.0093478198935582","0.0154686540678375"
"No","2018","16-34 y.","5602","0.933606774794737","0.927292903657455","0.93992064593202"
"No","2018","35-65 y.","14172","0.972770728280509","0.970134932029936","0.975406524531081"
"No","2018","66 and older","4998","0.989870626434328","0.987110251827485","0.992631001041172"
"Yes","2018","16-34 y.","371","0.0663932252052628","0.0600793540679805","0.072707096342545"
"Yes","2018","35-65 y.","474","0.0272292717194912","0.0245934754689185","0.0298650679700638"
"Yes","2018","66 and older","57","0.0101293735656716","0.00736899895882794","0.0128897481725153"
"No","2019","16-34 y.","5118","0.934353389382422","0.92777331869671","0.940933460068133"
"No","2019","35-65 y.","14762","0.975445484949159","0.972982235551822","0.977908734346497"
"No","2019","66 and older","5182","0.98798188259409","0.985032365797607","0.990931399390573"
"Yes","2019","16-34 y.","324","0.0656466106175785","0.0590665399318667","0.0722266813032903"
