"ple0160","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"No","1999","Employed","college entrance qualification","1568","0.916576553244048","0.903531191341499","0.929621915146597"
"No","1999","Employed","lower secondary degree","2750","0.95867087703384","0.951410025427895","0.965931728639785"
"No","1999","Employed","no degree/no degree yet","257","0.98198035217852","0.965903731482251","0.998056972874789"
"No","1999","Employed","Other degree","582","0.979353050427611","0.967936824632102","0.99076927622312"
"No","1999","Employed","secondary school degree","2799","0.924857697445271","0.915454052096817","0.934261342793726"
"No","1999","Not Employed","college entrance qualification","473","0.945637956375497","0.925843519187115","0.965432393563879"
"No","1999","Not Employed","lower secondary degree","2589","0.986366027021767","0.98193064535105","0.990801408692484"
"No","1999","Not Employed","no degree/no degree yet","503","0.980369094954539","0.968399258752306","0.992338931156771"
"No","1999","Not Employed","Other degree","326","0.972302432648555","0.954729380928664","0.989875484368446"
"No","1999","Not Employed","secondary school degree","804","0.95461280535183","0.940561566972292","0.968664043731369"
"Yes","1999","Employed","college entrance qualification","158","0.083423446755952","0.0703780848534035","0.0964688086585006"
"Yes","1999","Employed","lower secondary degree","137","0.0413291229661601","0.0340682713602151","0.0485899745721051"
"Yes","1999","Employed","no degree/no degree yet","6","","",""
"Yes","1999","Employed","Other degree","14","","",""
"Yes","1999","Employed","secondary school degree","220","0.0751423025547285","0.0657386572062735","0.0845459479031835"
"Yes","1999","Not Employed","college entrance qualification","31","0.0543620436245032","0.0345676064361214","0.074156480812885"
"Yes","1999","Not Employed","lower secondary degree","37","0.013633972978233","0.0091985913075158","0.0180693546489502"
"Yes","1999","Not Employed","no degree/no degree yet","13","","",""
"Yes","1999","Not Employed","Other degree","9","","",""
"Yes","1999","Not Employed","secondary school degree","39","0.0453871946481696","0.0313359562686308","0.0594384330277085"
"No","2000","Employed","college entrance qualification","3227","0.891200283778104","0.881050999444854","0.901349568111354"
"No","2000","Employed","lower secondary degree","4755","0.949303242701926","0.943229191302991","0.95537729410086"
"No","2000","Employed","no degree/no degree yet","248","0.965288124751833","0.942995267822086","0.98758098168158"
"No","2000","Employed","Other degree","878","0.932549391841151","0.916465042045179","0.948633741637124"
"No","2000","Employed","secondary school degree","4817","0.906245708927863","0.898418168824563","0.914073249031163"
"No","2000","Not Employed","college entrance qualification","1062","0.947756926657433","0.934748409989173","0.960765443325693"
"No","2000","Not Employed","lower secondary degree","4880","0.986483851325263","0.983268402810143","0.989699299840383"
"No","2000","Not Employed","no degree/no degree yet","642","0.973879993668831","0.961712097803314","0.986047889534349"
"No","2000","Not Employed","Other degree","596","0.979141965044927","0.967791883744881","0.990492046344973"
"No","2000","Not Employed","secondary school degree","1594","0.964952592207821","0.956108684245616","0.973796500170026"
"Yes","2000","Employed","college entrance qualification","389","0.108799716221896","0.0986504318886455","0.118949000555146"
"Yes","2000","Employed","lower secondary degree","256","0.0506967572980741","0.0446227058991396","0.0567708086970086"
"Yes","2000","Employed","no degree/no degree yet","11","","",""
"Yes","2000","Employed","Other degree","56","0.0674506081588486","0.0513662583628766","0.0835349579548206"
"Yes","2000","Employed","secondary school degree","510","0.0937542910721367","0.0859267509688369","0.101581831175437"
"Yes","2000","Not Employed","college entrance qualification","62","0.0522430733425669","0.039234556674307","0.0652515900108268"
"Yes","2000","Not Employed","lower secondary degree","74","0.0135161486747372","0.0103007001596174","0.0167315971898569"
"Yes","2000","Not Employed","no degree/no degree yet","18","","",""
"Yes","2000","Not Employed","Other degree","13","","",""
"Yes","2000","Not Employed","secondary school degree","67","0.0350474077921787","0.0262034998299738","0.0438913157543837"
"No","2001","Employed","college entrance qualification","3046","0.896509783211816","0.886272801203805","0.906746765219826"
"No","2001","Employed","lower secondary degree","4185","0.942516949887095","0.935664234387353","0.949369665386836"
"No","2001","Employed","no degree/no degree yet","244","0.942429066779379","0.914061363225713","0.970796770333045"
"No","2001","Employed","Other degree","794","0.932343050065393","0.915317975257469","0.949368124873317"
"No","2001","Employed","secondary school degree","4430","0.906858423855039","0.89872506148034","0.914991786229738"
"No","2001","Not Employed","college entrance qualification","980","0.936876678560791","0.922160451421323","0.951592905700259"
"No","2001","Not Employed","lower secondary degree","4274","0.986036982874688","0.982542441099585","0.989531524649792"
"No","2001","Not Employed","no degree/no degree yet","594","0.981364265000644","0.970632490058313","0.992096039942974"
"No","2001","Not Employed","Other degree","523","0.982851259013581","0.971860549848819","0.993841968178344"
"No","2001","Not Employed","secondary school degree","1492","0.980235573581165","0.973270226717081","0.987200920445248"
