"ple0160","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2000","Berlin","(Married) couple without C. ","206","0.944567098101375","0.914191834302337","0.974942361900412","2"
"No","2000","Berlin","Single parent ","68","0.905405439313138","0.839609979431239","0.971200899195038","2"
"No","2000","Berlin","Couple + C. LE 16 ","144","0.880890836771816","0.830700312441241","0.931081361102391","2"
"No","2000","Berlin","Couple + C. GT 16 ","97","0.901970647419206","0.845094822191023","0.958846472647389","2"
"No","2000","Berlin","Couple + C. LE and GT 16","33","0.930725923686673","0.845375651659184","1.01607619571416","2"
"No","2000","Brandenburg","1-pers.-HH","123","0.890224850463807","0.8376860065447","0.942763694382913","2"
"No","2000","Brandenburg","(Married) couple without C. ","309","0.957353180241262","0.935283320523732","0.979423039958792","2"
"No","2000","Brandenburg","Single parent ","50","1","1","1","2"
"No","2000","Brandenburg","Couple + C. LE 16 ","161","0.914519870343934","0.873213130797795","0.955826609890073","2"
"No","2000","Bavaria","Couple + C. GT 16 ","541","0.959322737616816","0.943048595549846","0.975596879683786","2"
"No","2000","North Rhine-Westphalia","Single parent ","202","0.931867802299327","0.898419568026994","0.96531603657166","2"
"No","2000","North Rhine-Westphalia","Couple + C. LE 16 ","1089","0.933460569281526","0.91914333505249","0.947777803510561","2"
"No","2000","North Rhine-Westphalia","Couple + C. GT 16 ","754","0.937030197553233","0.920281333035085","0.95377906207138","2"
"No","2000","North Rhine-Westphalia","Couple + C. LE and GT 16","379","0.920805580456629","0.894761781960522","0.946849378952736","2"
"No","2000","Hesse","1-pers.-HH","208","0.942583369167417","0.912050023222691","0.973116715112143","2"
"No","2000","Hesse","(Married) couple without C. ","528","0.947681773647589","0.929156724461387","0.966206822833792","2"
"No","2000","Hesse","Single parent ","78","1","1","1","2"
"No","2000","Hesse","Couple + C. LE 16 ","359","0.911572015140538","0.883248653679918","0.939895376601157","2"
"No","2000","Hesse","Couple + C. GT 16 ","235","0.96530632271739","0.942344258855942","0.988268386578837","2"
"No","2000","Rhineland-Palatinate,Saarland","(Married) couple without C. ","404","0.950902596799007","0.930335999680206","0.971469193917808","2"
"No","2000","Brandenburg","Couple + C. GT 16 ","200","0.94338354753077","0.912419574535083","0.974347520526457","2"
"No","2000","Brandenburg","Couple + C. LE and GT 16","75","0.855461241123446","0.781143723507498","0.929778758739395","2"
"No","2000","Mecklenburg-Western Pomerania","1-pers.-HH","88","0.967202423294059","0.930808092045972","1.00359675454215","2"
"No","2000","Mecklenburg-Western Pomerania","(Married) couple without C. ","168","0.934978735773523","0.898858535711087","0.971098935835959","2"
"No","2000","Mecklenburg-Western Pomerania","Single parent ","32","0.98110281095571","0.934646257718771","1.02755936419265","2"
"No","2000","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","87","0.906304260526012","0.848610083131891","0.963998437920133","2"
"No","2000","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","79","0.822083360336415","0.74435619503342","0.89981052563941","2"
"No","2000","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","53","0.914118305874031","0.842623648425057","0.985612963323006","2"
"No","2000","Saxony","1-pers.-HH","216","0.983011608388922","0.966012464153178","1.00001075262467","2"
"No","2000","Saxony","(Married) couple without C. ","554","0.964642430344829","0.949612447759227","0.97967241293043","2"
"No","2000","Saxony","Single parent ","74","0.949030277340401","0.900835578939171","0.997224975741631","2"
"No","2000","Saxony","Couple + C. LE 16 ","317","0.886526504238731","0.853533110209039","0.919519898268423","2"
"No","2000","Saxony","Couple + C. GT 16 ","301","0.928441901850608","0.90041899575139","0.956464807949826","2"
"No","2000","Saxony","Couple + C. LE and GT 16","142","0.889505504791784","0.84077575628505","0.938235253298519","2"
"No","2000","Saxony-Anhalt","1-pers.-HH","112","0.933313298901249","0.888108087533059","0.978518510269439","2"
"No","2000","Saxony-Anhalt","(Married) couple without C. ","362","0.958047164871959","0.937969055913424","0.978125273830493","2"
"No","2000","Saxony-Anhalt","Single parent ","44","0.890843358862845","0.805260112130348","0.976426605595342","2"
"No","2000","Saxony-Anhalt","Couple + C. LE 16 ","136","0.90206261305349","0.854654549611388","0.949470676495592","2"
"No","2000","Saxony-Anhalt","Couple + C. GT 16 ","204","0.92328973459698","0.888515900475505","0.958063568718455","2"
"No","2000","Saxony-Anhalt","Couple + C. LE and GT 16","87","0.90686424450923","0.848728687898179","0.964999801120281","2"
"No","2000","Thuringia","1-pers.-HH","123","0.959190990954013","0.925049395981496","0.993332585926529","2"
"No","2000","Thuringia","(Married) couple without C. ","306","0.979103483216018","0.963282461930537","0.994924504501498","2"
"No","2000","Thuringia","Single parent ","61","0.981237561254452","0.947732567431929","1.01474255507697","2"
"No","2000","Thuringia","Couple + C. LE 16 ","172","0.917462898410179","0.877916177296783","0.957009619523575","2"
"No","2000","Thuringia","Couple + C. GT 16 ","211","0.937936890580707","0.906481328829094","0.96939245233232","2"
"No","2000","Thuringia","Couple + C. LE and GT 16","89","0.944525808352101","0.898736415991227","0.990315200712975","2"
"Yes","2000","Hesse","(Married) couple without C. ","27","","","","1"
"Yes","2000","Hesse","Single parent ","","","","","1"
"Yes","2000","Hesse","Couple + C. LE 16 ","27","","","","1"
"Yes","2000","Hesse","Couple + C. GT 16 ","9","","","","1"
"Yes","2000","Hesse","Couple + C. LE and GT 16","6","","","","1"
"Yes","2000","Rhineland-Palatinate,Saarland","1-pers.-HH","10","","","","1"
"Yes","2000","Rhineland-Palatinate,Saarland","(Married) couple without C. ","20","","","","1"
"Yes","2000","Rhineland-Palatinate,Saarland","Single parent ","4","","","","1"
"Yes","2000","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","22","","","","1"
"Yes","2000","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","11","","","","1"
"Yes","2000","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","4","","","","1"
"Yes","2000","Baden-Württemberg","1-pers.-HH","24","","","","1"
"Yes","2000","Baden-Württemberg","(Married) couple without C. ","50","0.0480599339951391","0.0333661965074644","0.0627536714828138","1"
"Yes","2000","Baden-Württemberg","Single parent ","4","","","","1"
"Yes","2000","Baden-Württemberg","Couple + C. LE 16 ","42","0.0591340786217621","0.0418326577216343","0.0764354995218898","1"
"Yes","2000","Baden-Württemberg","Couple + C. GT 16 ","33","0.0678890694130803","0.0468848754638145","0.0888932633623462","1"
"Yes","2000","Baden-Württemberg","Couple + C. LE and GT 16","6","","","","1"
"Yes","2000","Bavaria","1-pers.-HH","24","","","","1"
"Yes","2000","Bavaria","(Married) couple without C. ","38","0.0376952462668192","0.0260241975404607","0.0493662949931777","1"
"Yes","2000","Bavaria","Single parent ","4","","","","1"
"Yes","2000","Bavaria","Couple + C. LE 16 ","52","0.0665979353476993","0.0486704884204233","0.0845253822749753","1"
"Yes","2000","Bavaria","Couple + C. GT 16 ","25","","","","1"
"Yes","2000","Bavaria","Couple + C. LE and GT 16","11","","","","1"
"Yes","2000","Berlin","1-pers.-HH","13","","","","1"
"Yes","2000","Berlin","(Married) couple without C. ","12","","","","1"
"Yes","2000","Berlin","Single parent ","8","","","","1"
"Yes","2000","Berlin","Couple + C. LE 16 ","16","","","","1"
"Yes","2000","Berlin","Couple + C. GT 16 ","8","","","","1"
"Yes","2000","Berlin","Couple + C. LE and GT 16","1","","","","1"
"Yes","2000","Brandenburg","1-pers.-HH","13","","","","1"
"Yes","2000","Brandenburg","(Married) couple without C. ","13","","","","1"
"Yes","2000","Brandenburg","Single parent ","","","","","1"
"Yes","2000","Brandenburg","Couple + C. LE 16 ","15","","","","1"
"Yes","2000","Brandenburg","Couple + C. GT 16 ","14","","","","1"
"Yes","2000","Brandenburg","Couple + C. LE and GT 16","11","","","","1"
