"ple0160","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"No","2007","Employed","West Germany","8965","0.939387711025942","0.934609469301874","0.94416595275001"
"No","2007","Employed","East Germany","2665","0.907514990530382","0.896950783672388","0.918079197388376"
"No","2007","Not Employed","West Germany","5667","0.966743590695555","0.962146072286175","0.971341109104935"
"No","2007","Not Employed","East Germany","2028","0.969421314183645","0.962050454525085","0.976792173842205"
"Yes","2007","Employed","West Germany","615","0.060612288974058","0.0558340472499901","0.065390530698126"
"Yes","2007","Employed","East Germany","224","0.0924850094696178","0.0819208026116237","0.103049216327612"
"Yes","2007","Not Employed","West Germany","176","0.0332564093044453","0.0286588908950655","0.0378539277138251"
"Yes","2007","Not Employed","East Germany","68","0.0305786858163548","0.0232078261577948","0.0379495454749148"
"No","2008","Employed","West Germany","8529","0.940051881947205","0.935176594031123","0.944927169863287"
"No","2008","Employed","East Germany","2591","0.922174846052477","0.912244917180621","0.932104774924333"
"No","2008","Not Employed","West Germany","5366","0.977576694084131","0.973664566240426","0.981488821927836"
"No","2008","Not Employed","East Germany","1929","0.973135958107285","0.966026743972923","0.980245172241647"
"Yes","2008","Employed","West Germany","579","0.0599481180527951","0.0550728301367128","0.0648234059688775"
"Yes","2008","Employed","East Germany","205","0.0778251539475233","0.0678952250756669","0.0877550828193796"
"Yes","2008","Not Employed","West Germany","136","0.0224233059158693","0.0185111780721643","0.0263354337595744"
"Yes","2008","Not Employed","East Germany","58","0.026864041892715","0.0197548277583526","0.0339732560270774"
"No","2009","Employed","West Germany","8080","0.941520472383221","0.936543835344696","0.946497109421747"
"No","2009","Employed","East Germany","2533","0.938095734323589","0.928997595169917","0.947193873477261"
"No","2009","Not Employed","West Germany","4917","0.981496319082446","0.977763536471658","0.985229101693235"
"No","2009","Not Employed","East Germany","1829","0.985974126910773","0.980638444359528","0.991309809462017"
"Yes","2009","Employed","West Germany","460","0.0584795276167785","0.0535028905782527","0.0634561646553043"
"Yes","2009","Employed","East Germany","162","0.0619042656764109","0.0528061265227392","0.0710024048300826"
"Yes","2009","Not Employed","West Germany","90","0.0185036809175537","0.014770898306765","0.0222364635283423"
"Yes","2009","Not Employed","East Germany","37","0.0140258730892272","0.00869019053798273","0.0193615556404717"
"No","2010","Employed","West Germany","7488","0.95260281456442","0.94791601125587","0.957289617872969"
"No","2010","Employed","East Germany","2346","0.957330819084374","0.949353816585527","0.965307821583221"
"No","2010","Not Employed","West Germany","4602","0.97979351388543","0.975767868716513","0.983819159054346"
"No","2010","Not Employed","East Germany","1643","0.976642280831219","0.969409194269217","0.983875367393221"
"Yes","2010","Employed","West Germany","408","0.0473971854355802","0.0427103821270307","0.0520839887441297"
"Yes","2010","Employed","East Germany","120","0.0426691809156263","0.0346921784167794","0.0506461834144732"
"Yes","2010","Not Employed","West Germany","91","0.0202064861145706","0.0161808409456543","0.0242321312834868"
"Yes","2010","Not Employed","East Germany","32","0.0233577191687813","0.0161246326067793","0.0305908057307832"
"No","2011","Employed","West Germany","9203","0.940631588281612","0.935951006009404","0.94531217055382"
"No","2011","Employed","East Germany","2714","0.93970821440533","0.931064439807117","0.948351989003544"
"No","2011","Not Employed","West Germany","5952","0.971251866612505","0.967064416851395","0.975439316373615"
"No","2011","Not Employed","East Germany","1945","0.960637273079766","0.952146780805547","0.969127765353985"
"Yes","2011","Employed","West Germany","589","0.059368411718388","0.0546878294461805","0.0640489939905956"
"Yes","2011","Employed","East Germany","199","0.0602917855946698","0.0516480109964563","0.0689355601928834"
"Yes","2011","Not Employed","West Germany","165","0.0287481333874948","0.0245606836263848","0.0329355831486048"
"Yes","2011","Not Employed","East Germany","70","0.0393627269202339","0.0308722346460149","0.0478532191944529"
"No","2012","Employed","West Germany","9255","0.951017995275322","0.946723986115898","0.955312004434747"
"No","2012","Employed","East Germany","2663","0.959397902354061","0.952086170436537","0.966709634271585"
"No","2012","Not Employed","West Germany","5864","0.976814708591294","0.973006497314935","0.980622919867653"
"No","2012","Not Employed","East Germany","2011","0.96809118849289","0.960514292939722","0.975668084046057"
"Yes","2012","Employed","West Germany","450","0.0489820047246775","0.0446879955652534","0.0532760138841016"
"Yes","2012","Employed","East Germany","136","0.0406020976459392","0.0332903657284153","0.0479138295634631"
"Yes","2012","Not Employed","West Germany","135","0.0231852914087058","0.019377080132347","0.0269935026850646"
"Yes","2012","Not Employed","East Germany","56","0.0319088115071106","0.0243319159539429","0.0394857070602783"
"No","2013","Employed","West Germany","8696","0.96874493137295","0.965146790444048","0.972343072301853"
"No","2013","Employed","East Germany","2522","0.968489589150251","0.961782479652607","0.975196698647894"
"No","2013","Not Employed","West Germany","5421","0.987329273127869","0.98437223788595","0.990286308369788"
"No","2013","Not Employed","East Germany","1839","0.982033236053846","0.976019265160116","0.988047206947576"
"Yes","2013","Employed","West Germany","288","0.0312550686270496","0.0276569276981472","0.0348532095559519"
"Yes","2013","Employed","East Germany","84","0.0315104108497495","0.0248033013521055","0.0382175203473935"
"Yes","2013","Not Employed","West Germany","75","0.0126707268721313","0.00971369163021225","0.0156277621140504"
"Yes","2013","Not Employed","East Germany","35","0.0179667639461539","0.0119527930524238","0.023980734839884"
"No","2014","Employed","West Germany","13767","0.962655900744681","0.959552086118515","0.965759715370846"
"No","2014","Employed","East Germany","3329","0.965565835287369","0.959484868295624","0.971646802279113"
"No","2014","Not Employed","West Germany","7078","0.983137351061945","0.980168221017177","0.986106481106713"
"No","2014","Not Employed","East Germany","2114","0.979008572019922","0.972956017744395","0.985061126295449"
"Yes","2014","Employed","West Germany","568","0.0373440992553194","0.0342402846291542","0.0404479138814847"
"Yes","2014","Employed","East Germany","125","0.0344341647126312","0.0283531977208865","0.0405151317043758"
"Yes","2014","Not Employed","West Germany","146","0.0168626489380549","0.013893518893287","0.0198317789828228"
"Yes","2014","Not Employed","East Germany","41","0.0209914279800782","0.014938873704551","0.0270439822556054"
"No","2015","Employed","West Germany","12853","0.96334339797677","0.960161675054558","0.966525120898981"
"No","2015","Employed","East Germany","3123","0.960961754387295","0.954299746470094","0.967623762304495"
"No","2015","Not Employed","West Germany","6333","0.982735082794064","0.979558703822857","0.98591146176527"
"No","2015","Not Employed","East Germany","1988","0.974534354496626","0.967696570153075","0.981372138840176"
"Yes","2015","Employed","West Germany","547","0.0366566020232303","0.0334748791010186","0.0398383249454421"
"Yes","2015","Employed","East Germany","124","0.0390382456127053","0.0323762376955051","0.0457002535299056"
"Yes","2015","Not Employed","West Germany","127","0.0172649172059364","0.0140885382347302","0.0204412961771426"
"Yes","2015","Not Employed","East Germany","51","0.0254656455033745","0.0186278611598243","0.0323034298469248"
"No","2016","Employed","West Germany","12417","0.955253705198794","0.951697130609227","0.958810279788362"
"No","2016","Employed","East Germany","2971","0.94825029903495","0.940524250276113","0.955976347793786"
"No","2016","Not Employed","West Germany","6087","0.983271582192331","0.980083812704312","0.98645935168035"
"No","2016","Not Employed","East Germany","1846","0.974055036438468","0.966901303778212","0.981208769098723"
"Yes","2016","Employed","West Germany","564","0.0447462948012054","0.0411897202116382","0.0483028693907726"
"Yes","2016","Employed","East Germany","187","0.0517497009650501","0.0440236522062136","0.0594757497238866"
"Yes","2016","Not Employed","West Germany","131","0.0167284178076687","0.0135406483196496","0.0199161872956879"
"Yes","2016","Not Employed","East Germany","51","0.0259449635615323","0.0187912309012766","0.0330986962217881"
"No","2017","Employed","West Germany","13847","0.958451385622574","0.95519926083431","0.961703510410838"
"No","2017","Employed","East Germany","3356","0.943606025618084","0.936069540050666","0.951142511185502"
"No","2017","Not Employed","West Germany","6331","0.983114629007919","0.97997518072278","0.986254077293059"
"No","2017","Not Employed","East Germany","1961","0.974864180918248","0.968051270266859","0.981677091569637"
"Yes","2017","Employed","West Germany","617","0.0415486143774261","0.0382964895891623","0.04480073916569"
"Yes","2017","Employed","East Germany","243","0.056393974381916","0.048857488814498","0.0639304599493339"
"Yes","2017","Not Employed","West Germany","139","0.0168853709920807","0.0137459227069414","0.0200248192772201"
"Yes","2017","Not Employed","East Germany","67","0.025135819081752","0.0183229084303631","0.0319487297331409"
"No","2018","Employed","West Germany","13366","0.961548493501359","0.958357552094103","0.964739434908615"
"No","2018","Employed","East Germany","3342","0.950638966106872","0.943479809931119","0.957798122282626"
"No","2018","Not Employed","West Germany","6101","0.98300310957289","0.979789266627817","0.986216952517962"
"No","2018","Not Employed","East Germany","1963","0.988456349309642","0.98376782847728","0.993144870142005"
"Yes","2018","Employed","West Germany","583","0.0384515064986414","0.0352605650913854","0.0416424479058973"
"Yes","2018","Employed","East Germany","175","0.0493610338931276","0.0422018777173744","0.0565201900688809"
"Yes","2018","Not Employed","West Germany","113","0.0169968904271102","0.0137830474820375","0.0202107333721829"
"Yes","2018","Not Employed","East Germany","31","0.0115436506903579","0.00685512985799532","0.0162321715227204"
"No","2019","Employed","West Germany","13589","0.963137344399576","0.960024361476688","0.966250327322465"
"No","2019","Employed","East Germany","3486","0.962967182473938","0.956807852547577","0.9691265124003"
"No","2019","Not Employed","West Germany","5988","0.978810576589296","0.975201864362564","0.982419288816027"
"No","2019","Not Employed","East Germany","1924","0.986541888488239","0.981449802400067","0.991633974576411"
"Yes","2019","Employed","West Germany","485","0.0368626556004237","0.0337496726775353","0.0399756385233122"
"Yes","2019","Employed","East Germany","125","0.0370328175260616","0.0308734875996997","0.0431921474524234"
"Yes","2019","Not Employed","West Germany","130","0.0211894234107043","0.0175807111839727","0.0247981356374359"
"Yes","2019","Not Employed","East Germany","43","0.0134581115117608","0.00836602542358885","0.0185501975999328"
